tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,card processing platform platform 001,application platform,SaaS,primary region,card processing platform; API gateway,CTO,critical,current core,900 branch/digital/domain planning marker,data retention; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00001,FCF-EVID-03601,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00001,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,payments hub platform 128,integration platform,managed hosting,recovery region,payments hub; warehouse,CDAO,medium,target state not certified,1027 branch/digital/domain planning marker,PCI DSS; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00128,FCF-EVID-03728,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00128,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,ACH and wire operations platform 129,security platform,hybrid,primary region,ACH and wire operations; observability,CISO,medium,rationalize candidate,1028 branch/digital/domain planning marker,data retention; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00129,FCF-EVID-03729,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00129,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud detection platform platform 130,resilience platform,on-premises,secondary region,fraud detection platform; identity,Chief compliance officer,high,extend with controls,1029 branch/digital/domain planning marker,access controls; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00130,FCF-EVID-03730,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00130,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML/KYC case management platform 131,application platform,SaaS,main operations region,AML/KYC case management; API gateway,Chief procurement officer,critical,current core,1030 branch/digital/domain planning marker,audit logging; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00131,FCF-EVID-03731,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00131,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,CRM and banker desktop platform 132,data platform,cloud,recovery region,CRM and banker desktop; event broker,Chief people officer,medium,modernization candidate,1031 branch/digital/domain planning marker,customer consent; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00132,FCF-EVID-03732,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00132,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,contact center platform platform 133,integration platform,managed hosting,primary region,contact center platform; warehouse,Transformation office lead,high,target state not certified,1032 branch/digital/domain planning marker,regulatory reporting accuracy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00133,FCF-EVID-03733,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00133,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mobile banking platform platform 134,security platform,hybrid,secondary region,mobile banking platform; observability,Experience leader,medium,rationalize candidate,1033 branch/digital/domain planning marker,operational resilience; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00134,FCF-EVID-03734,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00134,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,online banking platform platform 135,resilience platform,on-premises,main operations region,online banking platform; identity,Business unit president,medium,extend with controls,1034 branch/digital/domain planning marker,third-party risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00135,FCF-EVID-03735,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00135,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cloud lakehouse foundation platform 136,application platform,SaaS,recovery region,cloud lakehouse foundation; API gateway,Contact center leader,critical,current core,1035 branch/digital/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00136,FCF-EVID-03736,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00136,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,enterprise risk platform platform 137,data platform,cloud,primary region,enterprise risk platform; event broker,Operations leader,medium,modernization candidate,1036 branch/digital/domain planning marker,fraud loss; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00137,FCF-EVID-03737,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00137,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,general ledger and ERP platform 138,integration platform,managed hosting,secondary region,general ledger and ERP; warehouse,Chief architect,medium,target state not certified,1037 branch/digital/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00138,FCF-EVID-03738,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00138,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,identity and access management platform 139,security platform,hybrid,main operations region,identity and access management; observability,Application owner,high,rationalize candidate,1038 branch/digital/domain planning marker,cloud exit and resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00139,FCF-EVID-03739,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00139,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,model risk management system platform 140,resilience platform,on-premises,recovery region,model risk management system; identity,ITSM leader,medium,extend with controls,1039 branch/digital/domain planning marker,model risk management; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00140,FCF-EVID-03740,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00140,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,regulatory reporting platform platform 141,application platform,SaaS,primary region,regulatory reporting platform; API gateway,CEO,critical,current core,1040 branch/digital/domain planning marker,fair lending and bias; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00141,FCF-EVID-03741,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00141,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,document management platform platform 142,data platform,cloud,secondary region,document management platform; event broker,CFO,high,modernization candidate,1041 branch/digital/domain planning marker,explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00142,FCF-EVID-03742,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00142,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,core banking platform platform 143,integration platform,managed hosting,main operations region,core banking platform; warehouse,COO,medium,target state not certified,1042 branch/digital/domain planning marker,GLBA privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00143,FCF-EVID-03743,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00143,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,loan origination platform platform 144,security platform,hybrid,recovery region,loan origination platform; observability,CIO,medium,rationalize candidate,1043 branch/digital/domain planning marker,PCI DSS; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00144,FCF-EVID-03744,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00144,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,card processing platform platform 145,resilience platform,on-premises,primary region,card processing platform; identity,CTO,high,extend with controls,1044 branch/digital/domain planning marker,data retention; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00145,FCF-EVID-03745,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00145,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,payments hub platform 146,application platform,SaaS,secondary region,payments hub; API gateway,CDAO,critical,current core,1045 branch/digital/domain planning marker,access controls; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00146,FCF-EVID-03746,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00146,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,ACH and wire operations platform 147,data platform,cloud,main operations region,ACH and wire operations; event broker,CISO,medium,modernization candidate,1046 branch/digital/domain planning marker,audit logging; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00147,FCF-EVID-03747,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00147,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud detection platform platform 148,integration platform,managed hosting,recovery region,fraud detection platform; warehouse,Chief compliance officer,high,target state not certified,1047 branch/digital/domain planning marker,customer consent; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00148,FCF-EVID-03748,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00148,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML/KYC case management platform 149,security platform,hybrid,primary region,AML/KYC case management; observability,Chief procurement officer,medium,rationalize candidate,1048 branch/digital/domain planning marker,regulatory reporting accuracy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00149,FCF-EVID-03749,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00149,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,CRM and banker desktop platform 150,resilience platform,on-premises,secondary region,CRM and banker desktop; identity,Chief people officer,medium,extend with controls,1049 branch/digital/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00150,FCF-EVID-03750,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00150,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,contact center platform platform 151,application platform,SaaS,main operations region,contact center platform; API gateway,Transformation office lead,critical,current core,1050 branch/digital/domain planning marker,third-party risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00151,FCF-EVID-03751,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00151,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mobile banking platform platform 152,data platform,cloud,recovery region,mobile banking platform; event broker,Experience leader,medium,modernization candidate,1051 branch/digital/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00152,FCF-EVID-03752,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00152,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,online banking platform platform 153,integration platform,managed hosting,primary region,online banking platform; warehouse,Business unit president,medium,target state not certified,1052 branch/digital/domain planning marker,fraud loss; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00153,FCF-EVID-03753,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00153,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cloud lakehouse foundation platform 154,security platform,hybrid,secondary region,cloud lakehouse foundation; observability,Contact center leader,high,rationalize candidate,1053 branch/digital/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00154,FCF-EVID-03754,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00154,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,enterprise risk platform platform 155,resilience platform,on-premises,main operations region,enterprise risk platform; identity,Operations leader,medium,extend with controls,1054 branch/digital/domain planning marker,cloud exit and resilience; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00155,FCF-EVID-03755,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00155,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,general ledger and ERP platform 156,application platform,SaaS,recovery region,general ledger and ERP; API gateway,Chief architect,critical,current core,1055 branch/digital/domain planning marker,model risk management; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00156,FCF-EVID-03756,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00156,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,identity and access management platform 157,data platform,cloud,primary region,identity and access management; event broker,Application owner,high,modernization candidate,1056 branch/digital/domain planning marker,fair lending and bias; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00157,FCF-EVID-03757,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00157,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,model risk management system platform 158,integration platform,managed hosting,secondary region,model risk management system; warehouse,ITSM leader,medium,target state not certified,1057 branch/digital/domain planning marker,explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00158,FCF-EVID-03758,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00158,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
