workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-AIRDN-03459,employee,Procurement,Corporate and SAP AMS,support,hybrid,standard
WORK-AIRDN-03460,contractor,Technology,Digital Customer and Loyalty AMS,service management,onsite,standard
WORK-AIRDN-03461,managed-service role,Data and AI,Data Analytics and Integration,security,nearshore,standard
WORK-AIRDN-03462,employee,Cybersecurity,Cloud Infrastructure and Mainframe,data,offshore,standard
WORK-AIRDN-03463,contractor,Workplace,Workplace Service Desk and Field Support,procurement,hybrid,standard
WORK-AIRDN-03464,managed-service role,Service Management,SIAM Observability and Service Governance,finance,onsite,critical knowledge holder
WORK-AIRDN-03465,employee,Flight Operations,Airline Operations AMS,architecture,nearshore,transition sensitive
WORK-AIRDN-03466,contractor,Operations Control,Corporate and SAP AMS,operations,offshore,standard
WORK-AIRDN-03467,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,engineering,hybrid,standard
WORK-AIRDN-03468,employee,Technical Operations,Data Analytics and Integration,support,onsite,standard
WORK-AIRDN-03469,contractor,Airport Operations,Cloud Infrastructure and Mainframe,service management,nearshore,standard
WORK-AIRDN-03470,managed-service role,Passenger Service,Workplace Service Desk and Field Support,security,offshore,standard
WORK-AIRDN-03471,employee,Commercial,SIAM Observability and Service Governance,data,hybrid,standard
WORK-AIRDN-03472,contractor,Cargo,Airline Operations AMS,procurement,onsite,critical knowledge holder
WORK-AIRDN-03473,managed-service role,Corporate Finance,Corporate and SAP AMS,finance,nearshore,standard
WORK-AIRDN-03474,employee,Procurement,Digital Customer and Loyalty AMS,architecture,offshore,standard
WORK-AIRDN-03475,contractor,Technology,Data Analytics and Integration,operations,hybrid,standard
WORK-AIRDN-03476,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,engineering,onsite,transition sensitive
WORK-AIRDN-03477,employee,Cybersecurity,Workplace Service Desk and Field Support,support,nearshore,standard
WORK-AIRDN-03478,contractor,Workplace,SIAM Observability and Service Governance,service management,offshore,standard
WORK-AIRDN-03479,managed-service role,Service Management,Airline Operations AMS,security,hybrid,standard
WORK-AIRDN-03480,employee,Flight Operations,Corporate and SAP AMS,data,onsite,critical knowledge holder
WORK-AIRDN-03481,contractor,Operations Control,Digital Customer and Loyalty AMS,procurement,nearshore,standard
WORK-AIRDN-03482,managed-service role,Crew Operations,Data Analytics and Integration,finance,offshore,standard
WORK-AIRDN-03483,employee,Technical Operations,Cloud Infrastructure and Mainframe,architecture,hybrid,standard
WORK-AIRDN-03484,contractor,Airport Operations,Workplace Service Desk and Field Support,operations,onsite,standard
WORK-AIRDN-03485,managed-service role,Passenger Service,SIAM Observability and Service Governance,engineering,nearshore,standard
WORK-AIRDN-03486,employee,Commercial,Airline Operations AMS,support,offshore,standard
WORK-AIRDN-03487,contractor,Cargo,Corporate and SAP AMS,service management,hybrid,transition sensitive
WORK-AIRDN-03488,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,security,onsite,critical knowledge holder
WORK-AIRDN-03489,employee,Procurement,Data Analytics and Integration,data,nearshore,standard
WORK-AIRDN-03490,contractor,Technology,Cloud Infrastructure and Mainframe,procurement,offshore,standard
WORK-AIRDN-03491,managed-service role,Data and AI,Workplace Service Desk and Field Support,finance,hybrid,standard
WORK-AIRDN-03492,employee,Cybersecurity,SIAM Observability and Service Governance,architecture,onsite,standard
WORK-AIRDN-03493,contractor,Workplace,Airline Operations AMS,operations,nearshore,standard
WORK-AIRDN-03494,managed-service role,Service Management,Corporate and SAP AMS,engineering,offshore,standard
WORK-AIRDN-03495,employee,Flight Operations,Digital Customer and Loyalty AMS,support,hybrid,standard
WORK-AIRDN-03496,contractor,Operations Control,Data Analytics and Integration,service management,onsite,critical knowledge holder
WORK-AIRDN-03497,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,security,nearshore,standard
WORK-AIRDN-03498,employee,Technical Operations,Workplace Service Desk and Field Support,data,offshore,transition sensitive
WORK-AIRDN-03499,contractor,Airport Operations,SIAM Observability and Service Governance,procurement,hybrid,standard
WORK-AIRDN-03500,managed-service role,Passenger Service,Airline Operations AMS,finance,onsite,standard
WORK-AIRDN-03501,employee,Commercial,Corporate and SAP AMS,architecture,nearshore,standard
WORK-AIRDN-03502,contractor,Cargo,Digital Customer and Loyalty AMS,operations,offshore,standard
WORK-AIRDN-03503,managed-service role,Corporate Finance,Data Analytics and Integration,engineering,hybrid,standard
WORK-AIRDN-03504,employee,Procurement,Cloud Infrastructure and Mainframe,support,onsite,critical knowledge holder
WORK-AIRDN-03505,contractor,Technology,Workplace Service Desk and Field Support,service management,nearshore,standard
WORK-AIRDN-03506,managed-service role,Data and AI,SIAM Observability and Service Governance,security,offshore,standard
WORK-AIRDN-03507,employee,Cybersecurity,Airline Operations AMS,data,hybrid,standard
WORK-AIRDN-03508,contractor,Workplace,Corporate and SAP AMS,procurement,onsite,standard
WORK-AIRDN-03509,managed-service role,Service Management,Digital Customer and Loyalty AMS,finance,nearshore,transition sensitive
WORK-AIRDN-03510,employee,Flight Operations,Data Analytics and Integration,architecture,offshore,standard
WORK-AIRDN-03511,contractor,Operations Control,Cloud Infrastructure and Mainframe,operations,hybrid,standard
WORK-AIRDN-03512,managed-service role,Crew Operations,Workplace Service Desk and Field Support,engineering,onsite,critical knowledge holder
WORK-AIRDN-03513,employee,Technical Operations,SIAM Observability and Service Governance,support,nearshore,standard
WORK-AIRDN-03514,contractor,Airport Operations,Airline Operations AMS,service management,offshore,standard
WORK-AIRDN-03515,managed-service role,Passenger Service,Corporate and SAP AMS,security,hybrid,standard
WORK-AIRDN-03516,employee,Commercial,Digital Customer and Loyalty AMS,data,onsite,standard
WORK-AIRDN-03517,contractor,Cargo,Data Analytics and Integration,procurement,nearshore,standard
WORK-AIRDN-03518,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,finance,offshore,standard
WORK-AIRDN-03519,employee,Procurement,Workplace Service Desk and Field Support,architecture,hybrid,standard
WORK-AIRDN-03520,contractor,Technology,SIAM Observability and Service Governance,operations,onsite,critical knowledge holder
WORK-AIRDN-03521,managed-service role,Data and AI,Airline Operations AMS,engineering,nearshore,standard
WORK-AIRDN-03522,employee,Cybersecurity,Corporate and SAP AMS,support,offshore,standard
WORK-AIRDN-03523,contractor,Workplace,Digital Customer and Loyalty AMS,service management,hybrid,standard
WORK-AIRDN-03524,managed-service role,Service Management,Data Analytics and Integration,security,onsite,standard
WORK-AIRDN-03525,employee,Flight Operations,Cloud Infrastructure and Mainframe,data,nearshore,standard
WORK-AIRDN-03526,contractor,Operations Control,Workplace Service Desk and Field Support,procurement,offshore,standard
WORK-AIRDN-03527,managed-service role,Crew Operations,SIAM Observability and Service Governance,finance,hybrid,standard
WORK-AIRDN-03528,employee,Technical Operations,Airline Operations AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-03529,contractor,Airport Operations,Corporate and SAP AMS,operations,nearshore,standard
WORK-AIRDN-03530,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,engineering,offshore,standard
WORK-AIRDN-03531,employee,Commercial,Data Analytics and Integration,support,hybrid,transition sensitive
WORK-AIRDN-03532,contractor,Cargo,Cloud Infrastructure and Mainframe,service management,onsite,standard
WORK-AIRDN-03533,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,security,nearshore,standard
WORK-AIRDN-03534,employee,Procurement,SIAM Observability and Service Governance,data,offshore,standard
WORK-AIRDN-03535,contractor,Technology,Airline Operations AMS,procurement,hybrid,standard
WORK-AIRDN-03536,managed-service role,Data and AI,Corporate and SAP AMS,finance,onsite,critical knowledge holder
WORK-AIRDN-03537,employee,Cybersecurity,Digital Customer and Loyalty AMS,architecture,nearshore,standard
WORK-AIRDN-03538,contractor,Workplace,Data Analytics and Integration,operations,offshore,standard
WORK-AIRDN-03539,managed-service role,Service Management,Cloud Infrastructure and Mainframe,engineering,hybrid,standard
WORK-AIRDN-03540,employee,Flight Operations,Workplace Service Desk and Field Support,support,onsite,standard
WORK-AIRDN-03541,contractor,Operations Control,SIAM Observability and Service Governance,service management,nearshore,standard
WORK-AIRDN-03542,managed-service role,Crew Operations,Airline Operations AMS,security,offshore,transition sensitive
WORK-AIRDN-03543,employee,Technical Operations,Corporate and SAP AMS,data,hybrid,standard
WORK-AIRDN-03544,contractor,Airport Operations,Digital Customer and Loyalty AMS,procurement,onsite,critical knowledge holder
WORK-AIRDN-03545,managed-service role,Passenger Service,Data Analytics and Integration,finance,nearshore,standard
WORK-AIRDN-03546,employee,Commercial,Cloud Infrastructure and Mainframe,architecture,offshore,standard
WORK-AIRDN-03547,contractor,Cargo,Workplace Service Desk and Field Support,operations,hybrid,standard
WORK-AIRDN-03548,managed-service role,Corporate Finance,SIAM Observability and Service Governance,engineering,onsite,standard
WORK-AIRDN-03549,employee,Procurement,Airline Operations AMS,support,nearshore,standard
WORK-AIRDN-03550,contractor,Technology,Corporate and SAP AMS,service management,offshore,standard
WORK-AIRDN-03551,managed-service role,Data and AI,Digital Customer and Loyalty AMS,security,hybrid,standard
WORK-AIRDN-03552,employee,Cybersecurity,Data Analytics and Integration,data,onsite,critical knowledge holder
WORK-AIRDN-03553,contractor,Workplace,Cloud Infrastructure and Mainframe,procurement,nearshore,transition sensitive
WORK-AIRDN-03554,managed-service role,Service Management,Workplace Service Desk and Field Support,finance,offshore,standard
WORK-AIRDN-03555,employee,Flight Operations,SIAM Observability and Service Governance,architecture,hybrid,standard
WORK-AIRDN-03556,contractor,Operations Control,Airline Operations AMS,operations,onsite,standard
WORK-AIRDN-03557,managed-service role,Crew Operations,Corporate and SAP AMS,engineering,nearshore,standard
WORK-AIRDN-03558,employee,Technical Operations,Digital Customer and Loyalty AMS,support,offshore,standard
WORK-AIRDN-03559,contractor,Airport Operations,Data Analytics and Integration,service management,hybrid,standard
WORK-AIRDN-03560,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,security,onsite,critical knowledge holder
WORK-AIRDN-03561,employee,Commercial,Workplace Service Desk and Field Support,data,nearshore,standard
WORK-AIRDN-03562,contractor,Cargo,SIAM Observability and Service Governance,procurement,offshore,standard
WORK-AIRDN-03563,managed-service role,Corporate Finance,Airline Operations AMS,finance,hybrid,standard
WORK-AIRDN-03564,employee,Procurement,Corporate and SAP AMS,architecture,onsite,transition sensitive
WORK-AIRDN-03565,contractor,Technology,Digital Customer and Loyalty AMS,operations,nearshore,standard
WORK-AIRDN-03566,managed-service role,Data and AI,Data Analytics and Integration,engineering,offshore,standard
WORK-AIRDN-03567,employee,Cybersecurity,Cloud Infrastructure and Mainframe,support,hybrid,standard
WORK-AIRDN-03568,contractor,Workplace,Workplace Service Desk and Field Support,service management,onsite,critical knowledge holder
WORK-AIRDN-03569,managed-service role,Service Management,SIAM Observability and Service Governance,security,nearshore,standard
WORK-AIRDN-03570,employee,Flight Operations,Airline Operations AMS,data,offshore,standard
WORK-AIRDN-03571,contractor,Operations Control,Corporate and SAP AMS,procurement,hybrid,standard
WORK-AIRDN-03572,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,finance,onsite,standard
WORK-AIRDN-03573,employee,Technical Operations,Data Analytics and Integration,architecture,nearshore,standard
WORK-AIRDN-03574,contractor,Airport Operations,Cloud Infrastructure and Mainframe,operations,offshore,standard
WORK-AIRDN-03575,managed-service role,Passenger Service,Workplace Service Desk and Field Support,engineering,hybrid,transition sensitive
WORK-AIRDN-03576,employee,Commercial,SIAM Observability and Service Governance,support,onsite,critical knowledge holder
WORK-AIRDN-03577,contractor,Cargo,Airline Operations AMS,service management,nearshore,standard
WORK-AIRDN-03578,managed-service role,Corporate Finance,Corporate and SAP AMS,security,offshore,standard
WORK-AIRDN-03579,employee,Procurement,Digital Customer and Loyalty AMS,data,hybrid,standard
WORK-AIRDN-03580,contractor,Technology,Data Analytics and Integration,procurement,onsite,standard
WORK-AIRDN-03581,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,finance,nearshore,standard
WORK-AIRDN-03582,employee,Cybersecurity,Workplace Service Desk and Field Support,architecture,offshore,standard
WORK-AIRDN-03583,contractor,Workplace,SIAM Observability and Service Governance,operations,hybrid,standard
WORK-AIRDN-03584,managed-service role,Service Management,Airline Operations AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-03585,employee,Flight Operations,Corporate and SAP AMS,support,nearshore,standard
WORK-AIRDN-03586,contractor,Operations Control,Digital Customer and Loyalty AMS,service management,offshore,transition sensitive
WORK-AIRDN-03587,managed-service role,Crew Operations,Data Analytics and Integration,security,hybrid,standard
WORK-AIRDN-03588,employee,Technical Operations,Cloud Infrastructure and Mainframe,data,onsite,standard
WORK-AIRDN-03589,contractor,Airport Operations,Workplace Service Desk and Field Support,procurement,nearshore,standard
WORK-AIRDN-03590,managed-service role,Passenger Service,SIAM Observability and Service Governance,finance,offshore,standard
WORK-AIRDN-03591,employee,Commercial,Airline Operations AMS,architecture,hybrid,standard
WORK-AIRDN-03592,contractor,Cargo,Corporate and SAP AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-03593,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,engineering,nearshore,standard
WORK-AIRDN-03594,employee,Procurement,Data Analytics and Integration,support,offshore,standard
WORK-AIRDN-03595,contractor,Technology,Cloud Infrastructure and Mainframe,service management,hybrid,standard
WORK-AIRDN-03596,managed-service role,Data and AI,Workplace Service Desk and Field Support,security,onsite,standard
WORK-AIRDN-03597,employee,Cybersecurity,SIAM Observability and Service Governance,data,nearshore,transition sensitive
WORK-AIRDN-03598,contractor,Workplace,Airline Operations AMS,procurement,offshore,standard
WORK-AIRDN-03599,managed-service role,Service Management,Corporate and SAP AMS,finance,hybrid,standard
WORK-AIRDN-03600,employee,Flight Operations,Digital Customer and Loyalty AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-03601,contractor,Operations Control,Data Analytics and Integration,operations,nearshore,standard
WORK-AIRDN-03602,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,engineering,offshore,standard
WORK-AIRDN-03603,employee,Technical Operations,Workplace Service Desk and Field Support,support,hybrid,standard
WORK-AIRDN-03604,contractor,Airport Operations,SIAM Observability and Service Governance,service management,onsite,standard
WORK-AIRDN-03605,managed-service role,Passenger Service,Airline Operations AMS,security,nearshore,standard
WORK-AIRDN-03606,employee,Commercial,Corporate and SAP AMS,data,offshore,standard
WORK-AIRDN-03607,contractor,Cargo,Digital Customer and Loyalty AMS,procurement,hybrid,standard
WORK-AIRDN-03608,managed-service role,Corporate Finance,Data Analytics and Integration,finance,onsite,critical knowledge holder
WORK-AIRDN-03609,employee,Procurement,Cloud Infrastructure and Mainframe,architecture,nearshore,standard
WORK-AIRDN-03610,contractor,Technology,Workplace Service Desk and Field Support,operations,offshore,standard
WORK-AIRDN-03611,managed-service role,Data and AI,SIAM Observability and Service Governance,engineering,hybrid,standard
WORK-AIRDN-03612,employee,Cybersecurity,Airline Operations AMS,support,onsite,standard
WORK-AIRDN-03613,contractor,Workplace,Corporate and SAP AMS,service management,nearshore,standard
WORK-AIRDN-03614,managed-service role,Service Management,Digital Customer and Loyalty AMS,security,offshore,standard
WORK-AIRDN-03615,employee,Flight Operations,Data Analytics and Integration,data,hybrid,standard
WORK-AIRDN-03616,contractor,Operations Control,Cloud Infrastructure and Mainframe,procurement,onsite,critical knowledge holder
WORK-AIRDN-03617,managed-service role,Crew Operations,Workplace Service Desk and Field Support,finance,nearshore,standard
WORK-AIRDN-03618,employee,Technical Operations,SIAM Observability and Service Governance,architecture,offshore,standard
WORK-AIRDN-03619,contractor,Airport Operations,Airline Operations AMS,operations,hybrid,transition sensitive
WORK-AIRDN-03620,managed-service role,Passenger Service,Corporate and SAP AMS,engineering,onsite,standard
WORK-AIRDN-03621,employee,Commercial,Digital Customer and Loyalty AMS,support,nearshore,standard
WORK-AIRDN-03622,contractor,Cargo,Data Analytics and Integration,service management,offshore,standard
WORK-AIRDN-03623,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,security,hybrid,standard
WORK-AIRDN-03624,employee,Procurement,Workplace Service Desk and Field Support,data,onsite,critical knowledge holder
WORK-AIRDN-03625,contractor,Technology,SIAM Observability and Service Governance,procurement,nearshore,standard
WORK-AIRDN-03626,managed-service role,Data and AI,Airline Operations AMS,finance,offshore,standard
WORK-AIRDN-03627,employee,Cybersecurity,Corporate and SAP AMS,architecture,hybrid,standard
WORK-AIRDN-03628,contractor,Workplace,Digital Customer and Loyalty AMS,operations,onsite,standard
WORK-AIRDN-03629,managed-service role,Service Management,Data Analytics and Integration,engineering,nearshore,standard
WORK-AIRDN-03630,employee,Flight Operations,Cloud Infrastructure and Mainframe,support,offshore,transition sensitive
WORK-AIRDN-03631,contractor,Operations Control,Workplace Service Desk and Field Support,service management,hybrid,standard
WORK-AIRDN-03632,managed-service role,Crew Operations,SIAM Observability and Service Governance,security,onsite,critical knowledge holder
WORK-AIRDN-03633,employee,Technical Operations,Airline Operations AMS,data,nearshore,standard
WORK-AIRDN-03634,contractor,Airport Operations,Corporate and SAP AMS,procurement,offshore,standard
WORK-AIRDN-03635,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,finance,hybrid,standard
WORK-AIRDN-03636,employee,Commercial,Data Analytics and Integration,architecture,onsite,standard
WORK-AIRDN-03637,contractor,Cargo,Cloud Infrastructure and Mainframe,operations,nearshore,standard
WORK-AIRDN-03638,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,engineering,offshore,standard
WORK-AIRDN-03639,employee,Procurement,SIAM Observability and Service Governance,support,hybrid,standard
WORK-AIRDN-03640,contractor,Technology,Airline Operations AMS,service management,onsite,critical knowledge holder
WORK-AIRDN-03641,managed-service role,Data and AI,Corporate and SAP AMS,security,nearshore,transition sensitive
WORK-AIRDN-03642,employee,Cybersecurity,Digital Customer and Loyalty AMS,data,offshore,standard
WORK-AIRDN-03643,contractor,Workplace,Data Analytics and Integration,procurement,hybrid,standard
WORK-AIRDN-03644,managed-service role,Service Management,Cloud Infrastructure and Mainframe,finance,onsite,standard
WORK-AIRDN-03645,employee,Flight Operations,Workplace Service Desk and Field Support,architecture,nearshore,standard
WORK-AIRDN-03646,contractor,Operations Control,SIAM Observability and Service Governance,operations,offshore,standard
WORK-AIRDN-03647,managed-service role,Crew Operations,Airline Operations AMS,engineering,hybrid,standard
WORK-AIRDN-03648,employee,Technical Operations,Corporate and SAP AMS,support,onsite,critical knowledge holder
WORK-AIRDN-03649,contractor,Airport Operations,Digital Customer and Loyalty AMS,service management,nearshore,standard
WORK-AIRDN-03650,managed-service role,Passenger Service,Data Analytics and Integration,security,offshore,standard
WORK-AIRDN-03651,employee,Commercial,Cloud Infrastructure and Mainframe,data,hybrid,standard
WORK-AIRDN-03652,contractor,Cargo,Workplace Service Desk and Field Support,procurement,onsite,transition sensitive
WORK-AIRDN-03653,managed-service role,Corporate Finance,SIAM Observability and Service Governance,finance,nearshore,standard
WORK-AIRDN-03654,employee,Procurement,Airline Operations AMS,architecture,offshore,standard
WORK-AIRDN-03655,contractor,Technology,Corporate and SAP AMS,operations,hybrid,standard
WORK-AIRDN-03656,managed-service role,Data and AI,Digital Customer and Loyalty AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-03657,employee,Cybersecurity,Data Analytics and Integration,support,nearshore,standard
WORK-AIRDN-03658,contractor,Workplace,Cloud Infrastructure and Mainframe,service management,offshore,standard
WORK-AIRDN-03659,managed-service role,Service Management,Workplace Service Desk and Field Support,security,hybrid,standard
WORK-AIRDN-03660,employee,Flight Operations,SIAM Observability and Service Governance,data,onsite,standard
WORK-AIRDN-03661,contractor,Operations Control,Airline Operations AMS,procurement,nearshore,standard
WORK-AIRDN-03662,managed-service role,Crew Operations,Corporate and SAP AMS,finance,offshore,standard
WORK-AIRDN-03663,employee,Technical Operations,Digital Customer and Loyalty AMS,architecture,hybrid,transition sensitive
WORK-AIRDN-03664,contractor,Airport Operations,Data Analytics and Integration,operations,onsite,critical knowledge holder
WORK-AIRDN-03665,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,engineering,nearshore,standard
WORK-AIRDN-03666,employee,Commercial,Workplace Service Desk and Field Support,support,offshore,standard
WORK-AIRDN-03667,contractor,Cargo,SIAM Observability and Service Governance,service management,hybrid,standard
WORK-AIRDN-03668,managed-service role,Corporate Finance,Airline Operations AMS,security,onsite,standard
WORK-AIRDN-03669,employee,Procurement,Corporate and SAP AMS,data,nearshore,standard
WORK-AIRDN-03670,contractor,Technology,Digital Customer and Loyalty AMS,procurement,offshore,standard
WORK-AIRDN-03671,managed-service role,Data and AI,Data Analytics and Integration,finance,hybrid,standard
WORK-AIRDN-03672,employee,Cybersecurity,Cloud Infrastructure and Mainframe,architecture,onsite,critical knowledge holder
WORK-AIRDN-03673,contractor,Workplace,Workplace Service Desk and Field Support,operations,nearshore,standard
WORK-AIRDN-03674,managed-service role,Service Management,SIAM Observability and Service Governance,engineering,offshore,transition sensitive
WORK-AIRDN-03675,employee,Flight Operations,Airline Operations AMS,support,hybrid,standard
WORK-AIRDN-03676,contractor,Operations Control,Corporate and SAP AMS,service management,onsite,standard
WORK-AIRDN-03677,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,security,nearshore,standard
WORK-AIRDN-03678,employee,Technical Operations,Data Analytics and Integration,data,offshore,standard
WORK-AIRDN-03679,contractor,Airport Operations,Cloud Infrastructure and Mainframe,procurement,hybrid,standard
WORK-AIRDN-03680,managed-service role,Passenger Service,Workplace Service Desk and Field Support,finance,onsite,critical knowledge holder
WORK-AIRDN-03681,employee,Commercial,SIAM Observability and Service Governance,architecture,nearshore,standard
WORK-AIRDN-03682,contractor,Cargo,Airline Operations AMS,operations,offshore,standard
WORK-AIRDN-03683,managed-service role,Corporate Finance,Corporate and SAP AMS,engineering,hybrid,standard
WORK-AIRDN-03684,employee,Procurement,Digital Customer and Loyalty AMS,support,onsite,standard
WORK-AIRDN-03685,contractor,Technology,Data Analytics and Integration,service management,nearshore,transition sensitive
WORK-AIRDN-03686,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,security,offshore,standard
WORK-AIRDN-03687,employee,Cybersecurity,Workplace Service Desk and Field Support,data,hybrid,standard
WORK-AIRDN-03688,contractor,Workplace,SIAM Observability and Service Governance,procurement,onsite,critical knowledge holder
WORK-AIRDN-03689,managed-service role,Service Management,Airline Operations AMS,finance,nearshore,standard
WORK-AIRDN-03690,employee,Flight Operations,Corporate and SAP AMS,architecture,offshore,standard
WORK-AIRDN-03691,contractor,Operations Control,Digital Customer and Loyalty AMS,operations,hybrid,standard
WORK-AIRDN-03692,managed-service role,Crew Operations,Data Analytics and Integration,engineering,onsite,standard
WORK-AIRDN-03693,employee,Technical Operations,Cloud Infrastructure and Mainframe,support,nearshore,standard
WORK-AIRDN-03694,contractor,Airport Operations,Workplace Service Desk and Field Support,service management,offshore,standard
WORK-AIRDN-03695,managed-service role,Passenger Service,SIAM Observability and Service Governance,security,hybrid,standard
WORK-AIRDN-03696,employee,Commercial,Airline Operations AMS,data,onsite,critical knowledge holder
WORK-AIRDN-03697,contractor,Cargo,Corporate and SAP AMS,procurement,nearshore,standard
WORK-AIRDN-03698,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,finance,offshore,standard
WORK-AIRDN-03699,employee,Procurement,Data Analytics and Integration,architecture,hybrid,standard
WORK-AIRDN-03700,contractor,Technology,Cloud Infrastructure and Mainframe,operations,onsite,standard
WORK-AIRDN-03701,managed-service role,Data and AI,Workplace Service Desk and Field Support,engineering,nearshore,standard
WORK-AIRDN-03702,employee,Cybersecurity,SIAM Observability and Service Governance,support,offshore,standard
WORK-AIRDN-03703,contractor,Workplace,Airline Operations AMS,service management,hybrid,standard
WORK-AIRDN-03704,managed-service role,Service Management,Corporate and SAP AMS,security,onsite,critical knowledge holder
WORK-AIRDN-03705,employee,Flight Operations,Digital Customer and Loyalty AMS,data,nearshore,standard
WORK-AIRDN-03706,contractor,Operations Control,Data Analytics and Integration,procurement,offshore,standard
WORK-AIRDN-03707,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,finance,hybrid,transition sensitive
WORK-AIRDN-03708,employee,Technical Operations,Workplace Service Desk and Field Support,architecture,onsite,standard
WORK-AIRDN-03709,contractor,Airport Operations,SIAM Observability and Service Governance,operations,nearshore,standard
WORK-AIRDN-03710,managed-service role,Passenger Service,Airline Operations AMS,engineering,offshore,standard
WORK-AIRDN-03711,employee,Commercial,Corporate and SAP AMS,support,hybrid,standard
WORK-AIRDN-03712,contractor,Cargo,Digital Customer and Loyalty AMS,service management,onsite,critical knowledge holder
WORK-AIRDN-03713,managed-service role,Corporate Finance,Data Analytics and Integration,security,nearshore,standard
WORK-AIRDN-03714,employee,Procurement,Cloud Infrastructure and Mainframe,data,offshore,standard
WORK-AIRDN-03715,contractor,Technology,Workplace Service Desk and Field Support,procurement,hybrid,standard
WORK-AIRDN-03716,managed-service role,Data and AI,SIAM Observability and Service Governance,finance,onsite,standard
WORK-AIRDN-03717,employee,Cybersecurity,Airline Operations AMS,architecture,nearshore,standard
WORK-AIRDN-03718,contractor,Workplace,Corporate and SAP AMS,operations,offshore,transition sensitive
WORK-AIRDN-03719,managed-service role,Service Management,Digital Customer and Loyalty AMS,engineering,hybrid,standard
WORK-AIRDN-03720,employee,Flight Operations,Data Analytics and Integration,support,onsite,critical knowledge holder
WORK-AIRDN-03721,contractor,Operations Control,Cloud Infrastructure and Mainframe,service management,nearshore,standard
WORK-AIRDN-03722,managed-service role,Crew Operations,Workplace Service Desk and Field Support,security,offshore,standard
WORK-AIRDN-03723,employee,Technical Operations,SIAM Observability and Service Governance,data,hybrid,standard
WORK-AIRDN-03724,contractor,Airport Operations,Airline Operations AMS,procurement,onsite,standard
WORK-AIRDN-03725,managed-service role,Passenger Service,Corporate and SAP AMS,finance,nearshore,standard
WORK-AIRDN-03726,employee,Commercial,Digital Customer and Loyalty AMS,architecture,offshore,standard
WORK-AIRDN-03727,contractor,Cargo,Data Analytics and Integration,operations,hybrid,standard
WORK-AIRDN-03728,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,engineering,onsite,critical knowledge holder
WORK-AIRDN-03729,employee,Procurement,Workplace Service Desk and Field Support,support,nearshore,transition sensitive
WORK-AIRDN-03730,contractor,Technology,SIAM Observability and Service Governance,service management,offshore,standard
WORK-AIRDN-03731,managed-service role,Data and AI,Airline Operations AMS,security,hybrid,standard
WORK-AIRDN-03732,employee,Cybersecurity,Corporate and SAP AMS,data,onsite,standard
WORK-AIRDN-03733,contractor,Workplace,Digital Customer and Loyalty AMS,procurement,nearshore,standard
WORK-AIRDN-03734,managed-service role,Service Management,Data Analytics and Integration,finance,offshore,standard
WORK-AIRDN-03735,employee,Flight Operations,Cloud Infrastructure and Mainframe,architecture,hybrid,standard
WORK-AIRDN-03736,contractor,Operations Control,Workplace Service Desk and Field Support,operations,onsite,critical knowledge holder
WORK-AIRDN-03737,managed-service role,Crew Operations,SIAM Observability and Service Governance,engineering,nearshore,standard
WORK-AIRDN-03738,employee,Technical Operations,Airline Operations AMS,support,offshore,standard
WORK-AIRDN-03739,contractor,Airport Operations,Corporate and SAP AMS,service management,hybrid,standard
WORK-AIRDN-03740,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,security,onsite,transition sensitive
WORK-AIRDN-03741,employee,Commercial,Data Analytics and Integration,data,nearshore,standard
WORK-AIRDN-03742,contractor,Cargo,Cloud Infrastructure and Mainframe,procurement,offshore,standard
WORK-AIRDN-03743,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,finance,hybrid,standard
WORK-AIRDN-03744,employee,Procurement,SIAM Observability and Service Governance,architecture,onsite,critical knowledge holder
WORK-AIRDN-03745,contractor,Technology,Airline Operations AMS,operations,nearshore,standard
