risk_id,risk_name,business_function,severity,response,linked_control_id
RISK-AIRDN-0563,data lineage gap,Corporate Finance,low,requires executive decision,CTRL-AIRDN-0564
RISK-AIRDN-0564,SLA ambiguity,Procurement,critical,mitigate,CTRL-AIRDN-0565
RISK-AIRDN-0565,cloud cost overrun,Technology,high,monitor,CTRL-AIRDN-0566
RISK-AIRDN-0566,airport support fragility,Data and AI,medium,accept pending evidence,CTRL-AIRDN-0567
RISK-AIRDN-0567,cyber access control,Cybersecurity,low,requires executive decision,CTRL-AIRDN-0568
RISK-AIRDN-0568,regulatory evidence gap,Workplace,critical,mitigate,CTRL-AIRDN-0569
RISK-AIRDN-0569,KPI conflict,Service Management,high,monitor,CTRL-AIRDN-0570
RISK-AIRDN-0570,transition disruption,Flight Operations,medium,accept pending evidence,CTRL-AIRDN-0571
RISK-AIRDN-0571,supplier concentration,Operations Control,low,requires executive decision,CTRL-AIRDN-0572
RISK-AIRDN-0572,mainframe skill scarcity,Crew Operations,critical,mitigate,CTRL-AIRDN-0573
RISK-AIRDN-0573,data lineage gap,Technical Operations,high,monitor,CTRL-AIRDN-0574
RISK-AIRDN-0574,SLA ambiguity,Airport Operations,medium,accept pending evidence,CTRL-AIRDN-0575
RISK-AIRDN-0575,cloud cost overrun,Passenger Service,low,requires executive decision,CTRL-AIRDN-0576
RISK-AIRDN-0576,airport support fragility,Commercial,critical,mitigate,CTRL-AIRDN-0577
RISK-AIRDN-0577,cyber access control,Cargo,high,monitor,CTRL-AIRDN-0578
RISK-AIRDN-0578,regulatory evidence gap,Corporate Finance,medium,accept pending evidence,CTRL-AIRDN-0579
RISK-AIRDN-0579,KPI conflict,Procurement,low,requires executive decision,CTRL-AIRDN-0580
RISK-AIRDN-0580,transition disruption,Technology,critical,mitigate,CTRL-AIRDN-0581
RISK-AIRDN-0581,supplier concentration,Data and AI,high,monitor,CTRL-AIRDN-0582
RISK-AIRDN-0582,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0583
RISK-AIRDN-0583,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0584
RISK-AIRDN-0584,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0585
RISK-AIRDN-0585,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0586
RISK-AIRDN-0586,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0587
RISK-AIRDN-0587,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0588
RISK-AIRDN-0588,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0589
RISK-AIRDN-0589,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0590
RISK-AIRDN-0590,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0591
RISK-AIRDN-0591,supplier concentration,Commercial,low,requires executive decision,CTRL-AIRDN-0592
RISK-AIRDN-0592,mainframe skill scarcity,Cargo,critical,mitigate,CTRL-AIRDN-0593
RISK-AIRDN-0593,data lineage gap,Corporate Finance,high,monitor,CTRL-AIRDN-0594
RISK-AIRDN-0594,SLA ambiguity,Procurement,medium,accept pending evidence,CTRL-AIRDN-0595
RISK-AIRDN-0595,cloud cost overrun,Technology,low,requires executive decision,CTRL-AIRDN-0596
RISK-AIRDN-0596,airport support fragility,Data and AI,critical,mitigate,CTRL-AIRDN-0597
RISK-AIRDN-0597,cyber access control,Cybersecurity,high,monitor,CTRL-AIRDN-0598
RISK-AIRDN-0598,regulatory evidence gap,Workplace,medium,accept pending evidence,CTRL-AIRDN-0599
RISK-AIRDN-0599,KPI conflict,Service Management,low,requires executive decision,CTRL-AIRDN-0600
RISK-AIRDN-0600,transition disruption,Flight Operations,critical,mitigate,CTRL-AIRDN-0601
RISK-AIRDN-0601,supplier concentration,Operations Control,high,monitor,CTRL-AIRDN-0602
RISK-AIRDN-0602,mainframe skill scarcity,Crew Operations,medium,accept pending evidence,CTRL-AIRDN-0603
RISK-AIRDN-0603,data lineage gap,Technical Operations,low,requires executive decision,CTRL-AIRDN-0604
RISK-AIRDN-0604,SLA ambiguity,Airport Operations,critical,mitigate,CTRL-AIRDN-0605
RISK-AIRDN-0605,cloud cost overrun,Passenger Service,high,monitor,CTRL-AIRDN-0606
RISK-AIRDN-0606,airport support fragility,Commercial,medium,accept pending evidence,CTRL-AIRDN-0607
RISK-AIRDN-0607,cyber access control,Cargo,low,requires executive decision,CTRL-AIRDN-0608
RISK-AIRDN-0608,regulatory evidence gap,Corporate Finance,critical,mitigate,CTRL-AIRDN-0609
RISK-AIRDN-0609,KPI conflict,Procurement,high,monitor,CTRL-AIRDN-0610
RISK-AIRDN-0610,transition disruption,Technology,medium,accept pending evidence,CTRL-AIRDN-0611
RISK-AIRDN-0611,supplier concentration,Data and AI,low,requires executive decision,CTRL-AIRDN-0612
RISK-AIRDN-0612,mainframe skill scarcity,Cybersecurity,critical,mitigate,CTRL-AIRDN-0613
RISK-AIRDN-0613,data lineage gap,Workplace,high,monitor,CTRL-AIRDN-0614
RISK-AIRDN-0614,SLA ambiguity,Service Management,medium,accept pending evidence,CTRL-AIRDN-0615
RISK-AIRDN-0615,cloud cost overrun,Flight Operations,low,requires executive decision,CTRL-AIRDN-0616
RISK-AIRDN-0616,airport support fragility,Operations Control,critical,mitigate,CTRL-AIRDN-0617
RISK-AIRDN-0617,cyber access control,Crew Operations,high,monitor,CTRL-AIRDN-0618
RISK-AIRDN-0618,regulatory evidence gap,Technical Operations,medium,accept pending evidence,CTRL-AIRDN-0619
RISK-AIRDN-0619,KPI conflict,Airport Operations,low,requires executive decision,CTRL-AIRDN-0620
RISK-AIRDN-0620,transition disruption,Passenger Service,critical,mitigate,CTRL-AIRDN-0621
RISK-AIRDN-0621,supplier concentration,Commercial,high,monitor,CTRL-AIRDN-0622
RISK-AIRDN-0622,mainframe skill scarcity,Cargo,medium,accept pending evidence,CTRL-AIRDN-0623
RISK-AIRDN-0623,data lineage gap,Corporate Finance,low,requires executive decision,CTRL-AIRDN-0624
RISK-AIRDN-0624,SLA ambiguity,Procurement,critical,mitigate,CTRL-AIRDN-0625
RISK-AIRDN-0625,cloud cost overrun,Technology,high,monitor,CTRL-AIRDN-0626
RISK-AIRDN-0626,airport support fragility,Data and AI,medium,accept pending evidence,CTRL-AIRDN-0627
RISK-AIRDN-0627,cyber access control,Cybersecurity,low,requires executive decision,CTRL-AIRDN-0628
RISK-AIRDN-0628,regulatory evidence gap,Workplace,critical,mitigate,CTRL-AIRDN-0629
RISK-AIRDN-0629,KPI conflict,Service Management,high,monitor,CTRL-AIRDN-0630
RISK-AIRDN-0630,transition disruption,Flight Operations,medium,accept pending evidence,CTRL-AIRDN-0631
RISK-AIRDN-0631,supplier concentration,Operations Control,low,requires executive decision,CTRL-AIRDN-0632
RISK-AIRDN-0632,mainframe skill scarcity,Crew Operations,critical,mitigate,CTRL-AIRDN-0633
RISK-AIRDN-0633,data lineage gap,Technical Operations,high,monitor,CTRL-AIRDN-0634
RISK-AIRDN-0634,SLA ambiguity,Airport Operations,medium,accept pending evidence,CTRL-AIRDN-0635
RISK-AIRDN-0635,cloud cost overrun,Passenger Service,low,requires executive decision,CTRL-AIRDN-0636
RISK-AIRDN-0636,airport support fragility,Commercial,critical,mitigate,CTRL-AIRDN-0637
RISK-AIRDN-0637,cyber access control,Cargo,high,monitor,CTRL-AIRDN-0638
RISK-AIRDN-0638,regulatory evidence gap,Corporate Finance,medium,accept pending evidence,CTRL-AIRDN-0639
RISK-AIRDN-0639,KPI conflict,Procurement,low,requires executive decision,CTRL-AIRDN-0640
RISK-AIRDN-0640,transition disruption,Technology,critical,mitigate,CTRL-AIRDN-0641
RISK-AIRDN-0641,supplier concentration,Data and AI,high,monitor,CTRL-AIRDN-0642
RISK-AIRDN-0642,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0643
RISK-AIRDN-0643,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0644
RISK-AIRDN-0644,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0645
RISK-AIRDN-0645,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0646
RISK-AIRDN-0646,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0647
RISK-AIRDN-0647,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0648
RISK-AIRDN-0648,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0649
RISK-AIRDN-0649,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0650
RISK-AIRDN-0650,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0651
