infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-AIRDN-03773,private cloud central,mainframe LPAR,colocation,Service management platform,Corporate Finance,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03774,AWS digital landing zone,integration runtime,AWS workload,mainframe batch scheduler,Procurement,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03775,AWS analytics landing zone,edge appliance,Azure workload,container/Kubernetes,Technology,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03776,Azure enterprise landing zone,security sensor,SaaS,AIX/UNIX middleware,Data and AI,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03777,Azure AI/data landing zone,observability collector,edge/station,API gateway/iPaaS,Cybersecurity,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03778,station edge footprint,desktop/endpoint group,legacy UNIX/AIX,BI/reporting platform,Workplace,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03779,crew/MRO field footprint,cloud resource group,hybrid,security/IAM stack,Service Management,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03780,mainframe complex,compute VM/cluster,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,Airline Operations AMS,regulated/restricted,capacity constrained,resilience evidence required
INFRA-AIRDN-03781,colocation facility,database platform,private cloud,Java/.NET custom,Operations Control,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03782,global network zone,network zone,owned data center,SAP S/4HANA,Crew Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03783,primary enterprise data center,storage tier,colocation,legacy SAP ECC,Technical Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03784,secondary resilience data center,container platform,AWS workload,SAP Ariba/Concur/BW/BTP,Airport Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03785,private cloud east,mainframe LPAR,Azure workload,Teradata-scale EDW,Passenger Service,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03786,private cloud central,integration runtime,SaaS,Databricks-style lakehouse,Commercial,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03787,AWS digital landing zone,edge appliance,edge/station,Snowflake-style cloud warehouse,Cargo,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03788,AWS analytics landing zone,security sensor,legacy UNIX/AIX,Kafka/event streaming,Corporate Finance,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03789,Azure enterprise landing zone,observability collector,hybrid,Oracle/SQL Server,Procurement,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03790,Azure AI/data landing zone,desktop/endpoint group,mainframe z/OS,Hadoop remnant,Technology,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03791,station edge footprint,cloud resource group,private cloud,Service management platform,Data and AI,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03792,crew/MRO field footprint,compute VM/cluster,owned data center,mainframe batch scheduler,Cybersecurity,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03793,mainframe complex,database platform,colocation,container/Kubernetes,Workplace,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03794,colocation facility,network zone,AWS workload,AIX/UNIX middleware,Service Management,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03795,global network zone,storage tier,Azure workload,API gateway/iPaaS,Flight Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03796,primary enterprise data center,container platform,SaaS,BI/reporting platform,Operations Control,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03797,secondary resilience data center,mainframe LPAR,edge/station,security/IAM stack,Crew Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03798,private cloud east,integration runtime,legacy UNIX/AIX,COBOL/CICS/DB2/MQ,Technical Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03799,private cloud central,edge appliance,hybrid,Java/.NET custom,Airport Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03800,AWS digital landing zone,security sensor,mainframe z/OS,SAP S/4HANA,Passenger Service,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03801,AWS analytics landing zone,observability collector,private cloud,legacy SAP ECC,Commercial,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03802,Azure enterprise landing zone,desktop/endpoint group,owned data center,SAP Ariba/Concur/BW/BTP,Cargo,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03803,Azure AI/data landing zone,cloud resource group,colocation,Teradata-scale EDW,Corporate Finance,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03804,station edge footprint,compute VM/cluster,AWS workload,Databricks-style lakehouse,Procurement,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03805,crew/MRO field footprint,database platform,Azure workload,Snowflake-style cloud warehouse,Technology,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03806,mainframe complex,network zone,SaaS,Kafka/event streaming,Data and AI,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03807,colocation facility,storage tier,edge/station,Oracle/SQL Server,Cybersecurity,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03808,global network zone,container platform,legacy UNIX/AIX,Hadoop remnant,Workplace,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03809,primary enterprise data center,mainframe LPAR,hybrid,Service management platform,Service Management,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03810,secondary resilience data center,integration runtime,mainframe z/OS,mainframe batch scheduler,Flight Operations,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03811,private cloud east,edge appliance,private cloud,container/Kubernetes,Operations Control,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03812,private cloud central,security sensor,owned data center,AIX/UNIX middleware,Crew Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03813,AWS digital landing zone,observability collector,colocation,API gateway/iPaaS,Technical Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03814,AWS analytics landing zone,desktop/endpoint group,AWS workload,BI/reporting platform,Airport Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03815,Azure enterprise landing zone,cloud resource group,Azure workload,security/IAM stack,Passenger Service,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03816,Azure AI/data landing zone,compute VM/cluster,SaaS,COBOL/CICS/DB2/MQ,Commercial,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03817,station edge footprint,database platform,edge/station,Java/.NET custom,Cargo,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03818,crew/MRO field footprint,network zone,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03819,mainframe complex,storage tier,hybrid,legacy SAP ECC,Procurement,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03820,colocation facility,container platform,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03821,global network zone,mainframe LPAR,private cloud,Teradata-scale EDW,Data and AI,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03822,primary enterprise data center,integration runtime,owned data center,Databricks-style lakehouse,Cybersecurity,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03823,secondary resilience data center,edge appliance,colocation,Snowflake-style cloud warehouse,Workplace,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03824,private cloud east,security sensor,AWS workload,Kafka/event streaming,Service Management,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03825,private cloud central,observability collector,Azure workload,Oracle/SQL Server,Flight Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03826,AWS digital landing zone,desktop/endpoint group,SaaS,Hadoop remnant,Operations Control,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03827,AWS analytics landing zone,cloud resource group,edge/station,Service management platform,Crew Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03828,Azure enterprise landing zone,compute VM/cluster,legacy UNIX/AIX,mainframe batch scheduler,Technical Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03829,Azure AI/data landing zone,database platform,hybrid,container/Kubernetes,Airport Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03830,station edge footprint,network zone,mainframe z/OS,AIX/UNIX middleware,Passenger Service,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03831,crew/MRO field footprint,storage tier,private cloud,API gateway/iPaaS,Commercial,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03832,mainframe complex,container platform,owned data center,BI/reporting platform,Cargo,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03833,colocation facility,mainframe LPAR,colocation,security/IAM stack,Corporate Finance,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03834,global network zone,integration runtime,AWS workload,COBOL/CICS/DB2/MQ,Procurement,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03835,primary enterprise data center,edge appliance,Azure workload,Java/.NET custom,Technology,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03836,secondary resilience data center,security sensor,SaaS,SAP S/4HANA,Data and AI,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03837,private cloud east,observability collector,edge/station,legacy SAP ECC,Cybersecurity,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03838,private cloud central,desktop/endpoint group,legacy UNIX/AIX,SAP Ariba/Concur/BW/BTP,Workplace,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03839,AWS digital landing zone,cloud resource group,hybrid,Teradata-scale EDW,Service Management,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03840,AWS analytics landing zone,compute VM/cluster,mainframe z/OS,Databricks-style lakehouse,Flight Operations,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03841,Azure enterprise landing zone,database platform,private cloud,Snowflake-style cloud warehouse,Operations Control,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03842,Azure AI/data landing zone,network zone,owned data center,Kafka/event streaming,Crew Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03843,station edge footprint,storage tier,colocation,Oracle/SQL Server,Technical Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-03844,crew/MRO field footprint,container platform,AWS workload,Hadoop remnant,Airport Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03845,mainframe complex,mainframe LPAR,Azure workload,Service management platform,Passenger Service,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03846,colocation facility,integration runtime,SaaS,mainframe batch scheduler,Commercial,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03847,global network zone,edge appliance,edge/station,container/Kubernetes,Cargo,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03848,primary enterprise data center,security sensor,legacy UNIX/AIX,AIX/UNIX middleware,Corporate Finance,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03849,secondary resilience data center,observability collector,hybrid,API gateway/iPaaS,Procurement,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03850,private cloud east,desktop/endpoint group,mainframe z/OS,BI/reporting platform,Technology,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-03851,private cloud central,cloud resource group,private cloud,security/IAM stack,Data and AI,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03852,AWS digital landing zone,compute VM/cluster,owned data center,COBOL/CICS/DB2/MQ,Cybersecurity,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03853,AWS analytics landing zone,database platform,colocation,Java/.NET custom,Workplace,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03854,Azure enterprise landing zone,network zone,AWS workload,SAP S/4HANA,Service Management,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03855,Azure AI/data landing zone,storage tier,Azure workload,legacy SAP ECC,Flight Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03856,station edge footprint,container platform,SaaS,SAP Ariba/Concur/BW/BTP,Operations Control,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03857,crew/MRO field footprint,mainframe LPAR,edge/station,Teradata-scale EDW,Crew Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03858,mainframe complex,integration runtime,legacy UNIX/AIX,Databricks-style lakehouse,Technical Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03859,colocation facility,edge appliance,hybrid,Snowflake-style cloud warehouse,Airport Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03860,global network zone,security sensor,mainframe z/OS,Kafka/event streaming,Passenger Service,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03861,primary enterprise data center,observability collector,private cloud,Oracle/SQL Server,Commercial,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03862,secondary resilience data center,desktop/endpoint group,owned data center,Hadoop remnant,Cargo,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03863,private cloud east,cloud resource group,colocation,Service management platform,Corporate Finance,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03864,private cloud central,compute VM/cluster,AWS workload,mainframe batch scheduler,Procurement,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03865,AWS digital landing zone,database platform,Azure workload,container/Kubernetes,Technology,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03866,AWS analytics landing zone,network zone,SaaS,AIX/UNIX middleware,Data and AI,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03867,Azure enterprise landing zone,storage tier,edge/station,API gateway/iPaaS,Cybersecurity,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03868,Azure AI/data landing zone,container platform,legacy UNIX/AIX,BI/reporting platform,Workplace,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03869,station edge footprint,mainframe LPAR,hybrid,security/IAM stack,Service Management,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03870,crew/MRO field footprint,integration runtime,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience evidence required
INFRA-AIRDN-03871,mainframe complex,edge appliance,private cloud,Java/.NET custom,Operations Control,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03872,colocation facility,security sensor,owned data center,SAP S/4HANA,Crew Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03873,global network zone,observability collector,colocation,legacy SAP ECC,Technical Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03874,primary enterprise data center,desktop/endpoint group,AWS workload,SAP Ariba/Concur/BW/BTP,Airport Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03875,secondary resilience data center,cloud resource group,Azure workload,Teradata-scale EDW,Passenger Service,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03876,private cloud east,compute VM/cluster,SaaS,Databricks-style lakehouse,Commercial,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03877,private cloud central,database platform,edge/station,Snowflake-style cloud warehouse,Cargo,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03878,AWS digital landing zone,network zone,legacy UNIX/AIX,Kafka/event streaming,Corporate Finance,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03879,AWS analytics landing zone,storage tier,hybrid,Oracle/SQL Server,Procurement,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03880,Azure enterprise landing zone,container platform,mainframe z/OS,Hadoop remnant,Technology,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03881,Azure AI/data landing zone,mainframe LPAR,private cloud,Service management platform,Data and AI,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03882,station edge footprint,integration runtime,owned data center,mainframe batch scheduler,Cybersecurity,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03883,crew/MRO field footprint,edge appliance,colocation,container/Kubernetes,Workplace,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03884,mainframe complex,security sensor,AWS workload,AIX/UNIX middleware,Service Management,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03885,colocation facility,observability collector,Azure workload,API gateway/iPaaS,Flight Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03886,global network zone,desktop/endpoint group,SaaS,BI/reporting platform,Operations Control,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03887,primary enterprise data center,cloud resource group,edge/station,security/IAM stack,Crew Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03888,secondary resilience data center,compute VM/cluster,legacy UNIX/AIX,COBOL/CICS/DB2/MQ,Technical Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03889,private cloud east,database platform,hybrid,Java/.NET custom,Airport Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03890,private cloud central,network zone,mainframe z/OS,SAP S/4HANA,Passenger Service,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03891,AWS digital landing zone,storage tier,private cloud,legacy SAP ECC,Commercial,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03892,AWS analytics landing zone,container platform,owned data center,SAP Ariba/Concur/BW/BTP,Cargo,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03893,Azure enterprise landing zone,mainframe LPAR,colocation,Teradata-scale EDW,Corporate Finance,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03894,Azure AI/data landing zone,integration runtime,AWS workload,Databricks-style lakehouse,Procurement,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03895,station edge footprint,edge appliance,Azure workload,Snowflake-style cloud warehouse,Technology,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03896,crew/MRO field footprint,security sensor,SaaS,Kafka/event streaming,Data and AI,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03897,mainframe complex,observability collector,edge/station,Oracle/SQL Server,Cybersecurity,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03898,colocation facility,desktop/endpoint group,legacy UNIX/AIX,Hadoop remnant,Workplace,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03899,global network zone,cloud resource group,hybrid,Service management platform,Service Management,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03900,primary enterprise data center,compute VM/cluster,mainframe z/OS,mainframe batch scheduler,Flight Operations,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03901,secondary resilience data center,database platform,private cloud,container/Kubernetes,Operations Control,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03902,private cloud east,network zone,owned data center,AIX/UNIX middleware,Crew Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03903,private cloud central,storage tier,colocation,API gateway/iPaaS,Technical Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03904,AWS digital landing zone,container platform,AWS workload,BI/reporting platform,Airport Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03905,AWS analytics landing zone,mainframe LPAR,Azure workload,security/IAM stack,Passenger Service,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03906,Azure enterprise landing zone,integration runtime,SaaS,COBOL/CICS/DB2/MQ,Commercial,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-03907,Azure AI/data landing zone,edge appliance,edge/station,Java/.NET custom,Cargo,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03908,station edge footprint,security sensor,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03909,crew/MRO field footprint,observability collector,hybrid,legacy SAP ECC,Procurement,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03910,mainframe complex,desktop/endpoint group,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03911,colocation facility,cloud resource group,private cloud,Teradata-scale EDW,Data and AI,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03912,global network zone,compute VM/cluster,owned data center,Databricks-style lakehouse,Cybersecurity,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03913,primary enterprise data center,database platform,colocation,Snowflake-style cloud warehouse,Workplace,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03914,secondary resilience data center,network zone,AWS workload,Kafka/event streaming,Service Management,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03915,private cloud east,storage tier,Azure workload,Oracle/SQL Server,Flight Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03916,private cloud central,container platform,SaaS,Hadoop remnant,Operations Control,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03917,AWS digital landing zone,mainframe LPAR,edge/station,Service management platform,Crew Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03918,AWS analytics landing zone,integration runtime,legacy UNIX/AIX,mainframe batch scheduler,Technical Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03919,Azure enterprise landing zone,edge appliance,hybrid,container/Kubernetes,Airport Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03920,Azure AI/data landing zone,security sensor,mainframe z/OS,AIX/UNIX middleware,Passenger Service,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-03921,station edge footprint,observability collector,private cloud,API gateway/iPaaS,Commercial,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03922,crew/MRO field footprint,desktop/endpoint group,owned data center,BI/reporting platform,Cargo,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03923,mainframe complex,cloud resource group,colocation,security/IAM stack,Corporate Finance,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03924,colocation facility,compute VM/cluster,AWS workload,COBOL/CICS/DB2/MQ,Procurement,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-03925,global network zone,database platform,Azure workload,Java/.NET custom,Technology,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03926,primary enterprise data center,network zone,SaaS,SAP S/4HANA,Data and AI,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03927,secondary resilience data center,storage tier,edge/station,legacy SAP ECC,Cybersecurity,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-03928,private cloud east,container platform,legacy UNIX/AIX,SAP Ariba/Concur/BW/BTP,Workplace,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03929,private cloud central,mainframe LPAR,hybrid,Teradata-scale EDW,Service Management,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03930,AWS digital landing zone,integration runtime,mainframe z/OS,Databricks-style lakehouse,Flight Operations,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-03931,AWS analytics landing zone,edge appliance,private cloud,Snowflake-style cloud warehouse,Operations Control,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-03932,Azure enterprise landing zone,security sensor,owned data center,Kafka/event streaming,Crew Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
