data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-AIRDN-0601,CUSTOMER_SERVICE product 0601,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Operations Control,2.6 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-182
DATA-AIRDN-0602,COMMERCIAL_REVENUE product 0602,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Crew Operations,2.7 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-183
DATA-AIRDN-0603,MRO_SUPPLY_CHAIN product 0603,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Technical Operations,2.7 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-184
DATA-AIRDN-0604,FINANCE_PROCUREMENT product 0604,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Airport Operations,2.8 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-185
DATA-AIRDN-0605,STATION_OPERATIONS product 0605,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Passenger Service,2.9 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-186
DATA-AIRDN-0606,SECURITY_RISK product 0606,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Commercial,10.4 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-187
DATA-AIRDN-0607,CREW_OPS product 0607,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Cargo,3.0 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-188
DATA-AIRDN-0608,AIRLINE_EVENTS product 0608,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Corporate Finance,3.0 PB logical footprint,regulated retention,lineage candidate,AI feature candidate,VEND-AIRDN-189
DATA-AIRDN-0609,CUSTOMER_SERVICE product 0609,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Procurement,3.1 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-190
DATA-AIRDN-0610,COMMERCIAL_REVENUE product 0610,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Technology,3.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-191
DATA-AIRDN-0611,MRO_SUPPLY_CHAIN product 0611,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Data and AI,3.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-192
DATA-AIRDN-0612,FINANCE_PROCUREMENT product 0612,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Cybersecurity,11.8 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-193
DATA-AIRDN-0613,STATION_OPERATIONS product 0613,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Workplace,3.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-194
DATA-AIRDN-0614,SECURITY_RISK product 0614,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Service Management,3.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-195
DATA-AIRDN-0615,CREW_OPS product 0615,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Flight Operations,3.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-196
DATA-AIRDN-0616,AIRLINE_EVENTS product 0616,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Operations Control,3.5 PB logical footprint,billions of daily events family,lineage candidate,AI feature candidate,VEND-AIRDN-197
DATA-AIRDN-0617,CUSTOMER_SERVICE product 0617,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Crew Operations,3.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-198
DATA-AIRDN-0618,COMMERCIAL_REVENUE product 0618,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Technical Operations,13.1 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-199
DATA-AIRDN-0619,MRO_SUPPLY_CHAIN product 0619,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Airport Operations,3.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-200
DATA-AIRDN-0620,FINANCE_PROCUREMENT product 0620,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Passenger Service,3.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-201
DATA-AIRDN-0621,STATION_OPERATIONS product 0621,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Commercial,3.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-202
DATA-AIRDN-0622,SECURITY_RISK product 0622,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Cargo,3.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-203
DATA-AIRDN-0623,CREW_OPS product 0623,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Corporate Finance,3.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-204
DATA-AIRDN-0624,AIRLINE_EVENTS product 0624,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Procurement,14.4 PB logical footprint,near-real-time operational feed,lineage incomplete,AI feature candidate,VEND-AIRDN-205
DATA-AIRDN-0625,CUSTOMER_SERVICE product 0625,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Technology,4.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-206
DATA-AIRDN-0626,COMMERCIAL_REVENUE product 0626,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Data and AI,4.1 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-207
DATA-AIRDN-0627,MRO_SUPPLY_CHAIN product 0627,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Cybersecurity,4.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-208
DATA-AIRDN-0628,FINANCE_PROCUREMENT product 0628,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Workplace,4.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-209
DATA-AIRDN-0629,STATION_OPERATIONS product 0629,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Service Management,4.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-210
DATA-AIRDN-0630,SECURITY_RISK product 0630,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Flight Operations,15.7 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-211
DATA-AIRDN-0631,CREW_OPS product 0631,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Operations Control,4.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-212
DATA-AIRDN-0632,AIRLINE_EVENTS product 0632,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Crew Operations,4.5 PB logical footprint,batch plus streaming,lineage candidate,AI feature candidate,VEND-AIRDN-213
DATA-AIRDN-0633,CUSTOMER_SERVICE product 0633,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Technical Operations,4.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-214
DATA-AIRDN-0634,COMMERCIAL_REVENUE product 0634,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Airport Operations,4.6 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-215
DATA-AIRDN-0635,MRO_SUPPLY_CHAIN product 0635,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Passenger Service,4.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-216
DATA-AIRDN-0636,FINANCE_PROCUREMENT product 0636,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Commercial,17.0 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-217
DATA-AIRDN-0637,STATION_OPERATIONS product 0637,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Cargo,4.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-218
DATA-AIRDN-0638,SECURITY_RISK product 0638,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Corporate Finance,4.8 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-219
DATA-AIRDN-0639,CREW_OPS product 0639,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Procurement,4.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-220
DATA-AIRDN-0640,AIRLINE_EVENTS product 0640,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Technology,0.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,AI feature candidate,VEND-AIRDN-221
DATA-AIRDN-0641,CUSTOMER_SERVICE product 0641,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Data and AI,0.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-222
DATA-AIRDN-0642,COMMERCIAL_REVENUE product 0642,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Cybersecurity,0.8 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-223
DATA-AIRDN-0643,MRO_SUPPLY_CHAIN product 0643,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Workplace,0.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-224
DATA-AIRDN-0644,FINANCE_PROCUREMENT product 0644,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Service Management,0.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-225
DATA-AIRDN-0645,STATION_OPERATIONS product 0645,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Flight Operations,0.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-226
DATA-AIRDN-0646,SECURITY_RISK product 0646,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Operations Control,0.5 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-227
DATA-AIRDN-0647,CREW_OPS product 0647,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Crew Operations,0.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-228
DATA-AIRDN-0648,AIRLINE_EVENTS product 0648,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Technical Operations,2.1 PB logical footprint,regulated retention,lineage incomplete,AI feature candidate,VEND-AIRDN-229
DATA-AIRDN-0649,CUSTOMER_SERVICE product 0649,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Airport Operations,0.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-230
DATA-AIRDN-0650,COMMERCIAL_REVENUE product 0650,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Passenger Service,0.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-231
DATA-AIRDN-0651,MRO_SUPPLY_CHAIN product 0651,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Commercial,0.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-232
DATA-AIRDN-0652,FINANCE_PROCUREMENT product 0652,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Cargo,0.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-233
DATA-AIRDN-0653,STATION_OPERATIONS product 0653,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Corporate Finance,0.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-234
DATA-AIRDN-0654,SECURITY_RISK product 0654,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Procurement,3.4 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-235
DATA-AIRDN-0655,CREW_OPS product 0655,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Technology,1.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-236
DATA-AIRDN-0656,AIRLINE_EVENTS product 0656,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Data and AI,1.1 PB logical footprint,billions of daily events family,lineage candidate,AI feature candidate,VEND-AIRDN-237
DATA-AIRDN-0657,CUSTOMER_SERVICE product 0657,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Cybersecurity,1.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-238
DATA-AIRDN-0658,COMMERCIAL_REVENUE product 0658,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Workplace,1.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-239
DATA-AIRDN-0659,MRO_SUPPLY_CHAIN product 0659,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Service Management,1.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-240
DATA-AIRDN-0660,FINANCE_PROCUREMENT product 0660,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Flight Operations,4.7 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-241
DATA-AIRDN-0661,STATION_OPERATIONS product 0661,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Operations Control,1.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-242
DATA-AIRDN-0662,SECURITY_RISK product 0662,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Crew Operations,1.5 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-243
DATA-AIRDN-0663,CREW_OPS product 0663,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Technical Operations,1.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-244
DATA-AIRDN-0664,AIRLINE_EVENTS product 0664,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Airport Operations,1.6 PB logical footprint,near-real-time operational feed,lineage candidate,AI feature candidate,VEND-AIRDN-245
DATA-AIRDN-0665,CUSTOMER_SERVICE product 0665,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Passenger Service,1.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-246
DATA-AIRDN-0666,COMMERCIAL_REVENUE product 0666,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Commercial,6.0 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-247
DATA-AIRDN-0667,MRO_SUPPLY_CHAIN product 0667,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Cargo,1.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-248
DATA-AIRDN-0668,FINANCE_PROCUREMENT product 0668,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Corporate Finance,1.8 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-249
DATA-AIRDN-0669,STATION_OPERATIONS product 0669,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Procurement,1.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-250
DATA-AIRDN-0670,SECURITY_RISK product 0670,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Technology,2.0 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-251
DATA-AIRDN-0671,CREW_OPS product 0671,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Data and AI,2.0 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-252
DATA-AIRDN-0672,AIRLINE_EVENTS product 0672,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Cybersecurity,7.4 PB logical footprint,batch plus streaming,lineage incomplete,AI feature candidate,VEND-AIRDN-253
DATA-AIRDN-0673,CUSTOMER_SERVICE product 0673,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Workplace,2.1 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-254
DATA-AIRDN-0674,COMMERCIAL_REVENUE product 0674,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Service Management,2.2 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-255
DATA-AIRDN-0675,MRO_SUPPLY_CHAIN product 0675,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Flight Operations,2.3 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-256
DATA-AIRDN-0676,FINANCE_PROCUREMENT product 0676,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Operations Control,2.3 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-257
DATA-AIRDN-0677,STATION_OPERATIONS product 0677,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Crew Operations,2.4 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-258
DATA-AIRDN-0678,SECURITY_RISK product 0678,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Technical Operations,8.7 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-259
DATA-AIRDN-0679,CREW_OPS product 0679,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Airport Operations,2.5 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-260
DATA-AIRDN-0680,AIRLINE_EVENTS product 0680,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Passenger Service,2.6 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,AI feature candidate,VEND-AIRDN-261
DATA-AIRDN-0681,CUSTOMER_SERVICE product 0681,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Commercial,2.6 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-262
DATA-AIRDN-0682,COMMERCIAL_REVENUE product 0682,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Cargo,2.7 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-263
DATA-AIRDN-0683,MRO_SUPPLY_CHAIN product 0683,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Corporate Finance,2.7 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-264
DATA-AIRDN-0684,FINANCE_PROCUREMENT product 0684,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Procurement,10.0 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-265
DATA-AIRDN-0685,STATION_OPERATIONS product 0685,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Technology,2.9 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-266
DATA-AIRDN-0686,SECURITY_RISK product 0686,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Data and AI,2.9 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-267
DATA-AIRDN-0687,CREW_OPS product 0687,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Cybersecurity,3.0 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-268
DATA-AIRDN-0688,AIRLINE_EVENTS product 0688,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Workplace,3.0 PB logical footprint,regulated retention,lineage candidate,AI feature candidate,VEND-AIRDN-269
DATA-AIRDN-0689,CUSTOMER_SERVICE product 0689,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Service Management,3.1 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-270
DATA-AIRDN-0690,COMMERCIAL_REVENUE product 0690,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Flight Operations,11.3 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-271
DATA-AIRDN-0691,MRO_SUPPLY_CHAIN product 0691,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Operations Control,3.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-272
DATA-AIRDN-0692,FINANCE_PROCUREMENT product 0692,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Crew Operations,3.3 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-273
DATA-AIRDN-0693,STATION_OPERATIONS product 0693,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Technical Operations,3.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-274
DATA-AIRDN-0694,SECURITY_RISK product 0694,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Airport Operations,3.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-275
DATA-AIRDN-0695,CREW_OPS product 0695,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Passenger Service,3.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-276
DATA-AIRDN-0696,AIRLINE_EVENTS product 0696,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Commercial,12.6 PB logical footprint,billions of daily events family,lineage incomplete,AI feature candidate,VEND-AIRDN-277
DATA-AIRDN-0697,CUSTOMER_SERVICE product 0697,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Cargo,3.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-278
DATA-AIRDN-0698,COMMERCIAL_REVENUE product 0698,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Corporate Finance,3.6 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-279
DATA-AIRDN-0699,MRO_SUPPLY_CHAIN product 0699,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Procurement,3.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-280
DATA-AIRDN-0700,FINANCE_PROCUREMENT product 0700,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Technology,3.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-281
DATA-AIRDN-0701,STATION_OPERATIONS product 0701,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Data and AI,3.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-282
DATA-AIRDN-0702,SECURITY_RISK product 0702,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Cybersecurity,14.0 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-283
DATA-AIRDN-0703,CREW_OPS product 0703,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Workplace,3.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-284
DATA-AIRDN-0704,AIRLINE_EVENTS product 0704,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Service Management,4.0 PB logical footprint,near-real-time operational feed,lineage candidate,AI feature candidate,VEND-AIRDN-285
DATA-AIRDN-0705,CUSTOMER_SERVICE product 0705,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Flight Operations,4.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-286
DATA-AIRDN-0706,COMMERCIAL_REVENUE product 0706,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Operations Control,4.1 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-287
DATA-AIRDN-0707,MRO_SUPPLY_CHAIN product 0707,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Crew Operations,4.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-288
DATA-AIRDN-0708,FINANCE_PROCUREMENT product 0708,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Technical Operations,15.3 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-289
DATA-AIRDN-0709,STATION_OPERATIONS product 0709,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Airport Operations,4.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-290
DATA-AIRDN-0710,SECURITY_RISK product 0710,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Passenger Service,4.4 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-291
DATA-AIRDN-0711,CREW_OPS product 0711,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Commercial,4.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-292
DATA-AIRDN-0712,AIRLINE_EVENTS product 0712,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Cargo,4.5 PB logical footprint,batch plus streaming,lineage candidate,AI feature candidate,VEND-AIRDN-293
DATA-AIRDN-0713,CUSTOMER_SERVICE product 0713,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Corporate Finance,4.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-294
DATA-AIRDN-0714,COMMERCIAL_REVENUE product 0714,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Procurement,16.6 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-295
DATA-AIRDN-0715,MRO_SUPPLY_CHAIN product 0715,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Technology,4.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-296
DATA-AIRDN-0716,FINANCE_PROCUREMENT product 0716,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Data and AI,4.7 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-297
