report_id,report_name,business_function,lifecycle_status,refresh_cadence,source_data_product_id,evidence_gap
BI-AIRDN-03127,service report 03127,Cargo,stale,monthly,DATA-AIRDN-0632,source-backed candidate
BI-AIRDN-03128,security report 03128,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0635,source-backed candidate
BI-AIRDN-03129,executive report 03129,Procurement,executive critical,ad hoc,DATA-AIRDN-0638,source-backed candidate
BI-AIRDN-03130,operations report 03130,Technology,active,daily,DATA-AIRDN-0641,source-backed candidate
BI-AIRDN-03131,crew report 03131,Data and AI,duplicate,weekly,DATA-AIRDN-0644,source-backed candidate
BI-AIRDN-03132,MRO report 03132,Cybersecurity,stale,monthly,DATA-AIRDN-0647,KPI definition conflict
BI-AIRDN-03133,commercial report 03133,Workplace,candidate retire,real-time,DATA-AIRDN-0650,source-backed candidate
BI-AIRDN-03134,finance report 03134,Service Management,executive critical,ad hoc,DATA-AIRDN-0653,source-backed candidate
BI-AIRDN-03135,procurement report 03135,Flight Operations,active,daily,DATA-AIRDN-0656,source-backed candidate
BI-AIRDN-03136,station report 03136,Operations Control,duplicate,weekly,DATA-AIRDN-0659,source-backed candidate
BI-AIRDN-03137,service report 03137,Crew Operations,stale,monthly,DATA-AIRDN-0662,source-backed candidate
BI-AIRDN-03138,security report 03138,Technical Operations,candidate retire,real-time,DATA-AIRDN-0665,source-backed candidate
BI-AIRDN-03139,executive report 03139,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0668,source-backed candidate
BI-AIRDN-03140,operations report 03140,Passenger Service,active,daily,DATA-AIRDN-0671,source-backed candidate
BI-AIRDN-03141,crew report 03141,Commercial,duplicate,weekly,DATA-AIRDN-0674,owner unclear
BI-AIRDN-03142,MRO report 03142,Cargo,stale,monthly,DATA-AIRDN-0677,source-backed candidate
BI-AIRDN-03143,commercial report 03143,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0680,source-backed candidate
BI-AIRDN-03144,finance report 03144,Procurement,executive critical,ad hoc,DATA-AIRDN-0683,KPI definition conflict
BI-AIRDN-03145,procurement report 03145,Technology,active,daily,DATA-AIRDN-0686,source-backed candidate
BI-AIRDN-03146,station report 03146,Data and AI,duplicate,weekly,DATA-AIRDN-0689,source-backed candidate
BI-AIRDN-03147,service report 03147,Cybersecurity,stale,monthly,DATA-AIRDN-0692,source-backed candidate
BI-AIRDN-03148,security report 03148,Workplace,candidate retire,real-time,DATA-AIRDN-0695,source-backed candidate
BI-AIRDN-03149,executive report 03149,Service Management,executive critical,ad hoc,DATA-AIRDN-0698,source-backed candidate
BI-AIRDN-03150,operations report 03150,Flight Operations,active,daily,DATA-AIRDN-0701,owner unclear
BI-AIRDN-03151,crew report 03151,Operations Control,duplicate,weekly,DATA-AIRDN-0704,source-backed candidate
BI-AIRDN-03152,MRO report 03152,Crew Operations,stale,monthly,DATA-AIRDN-0707,source-backed candidate
BI-AIRDN-03153,commercial report 03153,Technical Operations,candidate retire,real-time,DATA-AIRDN-0710,source-backed candidate
BI-AIRDN-03154,finance report 03154,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0713,source-backed candidate
BI-AIRDN-03155,procurement report 03155,Passenger Service,active,daily,DATA-AIRDN-0716,source-backed candidate
BI-AIRDN-03156,station report 03156,Commercial,duplicate,weekly,DATA-AIRDN-0719,KPI definition conflict
BI-AIRDN-03157,service report 03157,Cargo,stale,monthly,DATA-AIRDN-0722,source-backed candidate
BI-AIRDN-03158,security report 03158,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0725,source-backed candidate
BI-AIRDN-03159,executive report 03159,Procurement,executive critical,ad hoc,DATA-AIRDN-0728,owner unclear
BI-AIRDN-03160,operations report 03160,Technology,active,daily,DATA-AIRDN-0731,source-backed candidate
BI-AIRDN-03161,crew report 03161,Data and AI,duplicate,weekly,DATA-AIRDN-0734,source-backed candidate
BI-AIRDN-03162,MRO report 03162,Cybersecurity,stale,monthly,DATA-AIRDN-0737,source-backed candidate
BI-AIRDN-03163,commercial report 03163,Workplace,candidate retire,real-time,DATA-AIRDN-0740,source-backed candidate
BI-AIRDN-03164,finance report 03164,Service Management,executive critical,ad hoc,DATA-AIRDN-0743,source-backed candidate
BI-AIRDN-03165,procurement report 03165,Flight Operations,active,daily,DATA-AIRDN-0746,source-backed candidate
BI-AIRDN-03166,station report 03166,Operations Control,duplicate,weekly,DATA-AIRDN-0749,source-backed candidate
BI-AIRDN-03167,service report 03167,Crew Operations,stale,monthly,DATA-AIRDN-0752,source-backed candidate
BI-AIRDN-03168,security report 03168,Technical Operations,candidate retire,real-time,DATA-AIRDN-0755,KPI definition conflict
BI-AIRDN-03169,executive report 03169,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0758,source-backed candidate
BI-AIRDN-03170,operations report 03170,Passenger Service,active,daily,DATA-AIRDN-0761,source-backed candidate
BI-AIRDN-03171,crew report 03171,Commercial,duplicate,weekly,DATA-AIRDN-0764,source-backed candidate
BI-AIRDN-03172,MRO report 03172,Cargo,stale,monthly,DATA-AIRDN-0767,source-backed candidate
BI-AIRDN-03173,commercial report 03173,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0770,source-backed candidate
BI-AIRDN-03174,finance report 03174,Procurement,executive critical,ad hoc,DATA-AIRDN-0773,source-backed candidate
BI-AIRDN-03175,procurement report 03175,Technology,active,daily,DATA-AIRDN-0776,source-backed candidate
BI-AIRDN-03176,station report 03176,Data and AI,duplicate,weekly,DATA-AIRDN-0779,source-backed candidate
BI-AIRDN-03177,service report 03177,Cybersecurity,stale,monthly,DATA-AIRDN-0782,owner unclear
BI-AIRDN-03178,security report 03178,Workplace,candidate retire,real-time,DATA-AIRDN-0785,source-backed candidate
BI-AIRDN-03179,executive report 03179,Service Management,executive critical,ad hoc,DATA-AIRDN-0788,source-backed candidate
BI-AIRDN-03180,operations report 03180,Flight Operations,active,daily,DATA-AIRDN-0791,KPI definition conflict
BI-AIRDN-03181,crew report 03181,Operations Control,duplicate,weekly,DATA-AIRDN-0794,source-backed candidate
BI-AIRDN-03182,MRO report 03182,Crew Operations,stale,monthly,DATA-AIRDN-0797,source-backed candidate
BI-AIRDN-03183,commercial report 03183,Technical Operations,candidate retire,real-time,DATA-AIRDN-0800,source-backed candidate
BI-AIRDN-03184,finance report 03184,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0803,source-backed candidate
BI-AIRDN-03185,procurement report 03185,Passenger Service,active,daily,DATA-AIRDN-0806,source-backed candidate
BI-AIRDN-03186,station report 03186,Commercial,duplicate,weekly,DATA-AIRDN-0809,owner unclear
BI-AIRDN-03187,service report 03187,Cargo,stale,monthly,DATA-AIRDN-0812,source-backed candidate
BI-AIRDN-03188,security report 03188,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0815,source-backed candidate
BI-AIRDN-03189,executive report 03189,Procurement,executive critical,ad hoc,DATA-AIRDN-0818,source-backed candidate
BI-AIRDN-03190,operations report 03190,Technology,active,daily,DATA-AIRDN-0821,source-backed candidate
BI-AIRDN-03191,crew report 03191,Data and AI,duplicate,weekly,DATA-AIRDN-0824,source-backed candidate
BI-AIRDN-03192,MRO report 03192,Cybersecurity,stale,monthly,DATA-AIRDN-0827,KPI definition conflict
BI-AIRDN-03193,commercial report 03193,Workplace,candidate retire,real-time,DATA-AIRDN-0830,source-backed candidate
BI-AIRDN-03194,finance report 03194,Service Management,executive critical,ad hoc,DATA-AIRDN-0833,source-backed candidate
BI-AIRDN-03195,procurement report 03195,Flight Operations,active,daily,DATA-AIRDN-0836,owner unclear
BI-AIRDN-03196,station report 03196,Operations Control,duplicate,weekly,DATA-AIRDN-0839,source-backed candidate
BI-AIRDN-03197,service report 03197,Crew Operations,stale,monthly,DATA-AIRDN-0842,source-backed candidate
BI-AIRDN-03198,security report 03198,Technical Operations,candidate retire,real-time,DATA-AIRDN-0845,source-backed candidate
BI-AIRDN-03199,executive report 03199,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0848,source-backed candidate
BI-AIRDN-03200,operations report 03200,Passenger Service,active,daily,DATA-AIRDN-0851,source-backed candidate
BI-AIRDN-03201,crew report 03201,Commercial,duplicate,weekly,DATA-AIRDN-0854,source-backed candidate
BI-AIRDN-03202,MRO report 03202,Cargo,stale,monthly,DATA-AIRDN-0857,source-backed candidate
BI-AIRDN-03203,commercial report 03203,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0860,source-backed candidate
BI-AIRDN-03204,finance report 03204,Procurement,executive critical,ad hoc,DATA-AIRDN-0863,KPI definition conflict
BI-AIRDN-03205,procurement report 03205,Technology,active,daily,DATA-AIRDN-0866,source-backed candidate
BI-AIRDN-03206,station report 03206,Data and AI,duplicate,weekly,DATA-AIRDN-0869,source-backed candidate
BI-AIRDN-03207,service report 03207,Cybersecurity,stale,monthly,DATA-AIRDN-0872,source-backed candidate
BI-AIRDN-03208,security report 03208,Workplace,candidate retire,real-time,DATA-AIRDN-0875,source-backed candidate
BI-AIRDN-03209,executive report 03209,Service Management,executive critical,ad hoc,DATA-AIRDN-0878,source-backed candidate
BI-AIRDN-03210,operations report 03210,Flight Operations,active,daily,DATA-AIRDN-0881,source-backed candidate
BI-AIRDN-03211,crew report 03211,Operations Control,duplicate,weekly,DATA-AIRDN-0884,source-backed candidate
BI-AIRDN-03212,MRO report 03212,Crew Operations,stale,monthly,DATA-AIRDN-0887,source-backed candidate
BI-AIRDN-03213,commercial report 03213,Technical Operations,candidate retire,real-time,DATA-AIRDN-0890,owner unclear
BI-AIRDN-03214,finance report 03214,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0893,source-backed candidate
BI-AIRDN-03215,procurement report 03215,Passenger Service,active,daily,DATA-AIRDN-0896,source-backed candidate
BI-AIRDN-03216,station report 03216,Commercial,duplicate,weekly,DATA-AIRDN-0899,KPI definition conflict
BI-AIRDN-03217,service report 03217,Cargo,stale,monthly,DATA-AIRDN-0902,source-backed candidate
BI-AIRDN-03218,security report 03218,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0905,source-backed candidate
BI-AIRDN-03219,executive report 03219,Procurement,executive critical,ad hoc,DATA-AIRDN-0908,source-backed candidate
BI-AIRDN-03220,operations report 03220,Technology,active,daily,DATA-AIRDN-0911,source-backed candidate
BI-AIRDN-03221,crew report 03221,Data and AI,duplicate,weekly,DATA-AIRDN-0914,source-backed candidate
BI-AIRDN-03222,MRO report 03222,Cybersecurity,stale,monthly,DATA-AIRDN-0917,owner unclear
BI-AIRDN-03223,commercial report 03223,Workplace,candidate retire,real-time,DATA-AIRDN-0920,source-backed candidate
BI-AIRDN-03224,finance report 03224,Service Management,executive critical,ad hoc,DATA-AIRDN-0923,source-backed candidate
BI-AIRDN-03225,procurement report 03225,Flight Operations,active,daily,DATA-AIRDN-0926,source-backed candidate
BI-AIRDN-03226,station report 03226,Operations Control,duplicate,weekly,DATA-AIRDN-0929,source-backed candidate
BI-AIRDN-03227,service report 03227,Crew Operations,stale,monthly,DATA-AIRDN-0932,source-backed candidate
BI-AIRDN-03228,security report 03228,Technical Operations,candidate retire,real-time,DATA-AIRDN-0935,KPI definition conflict
BI-AIRDN-03229,executive report 03229,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0938,source-backed candidate
BI-AIRDN-03230,operations report 03230,Passenger Service,active,daily,DATA-AIRDN-0941,source-backed candidate
BI-AIRDN-03231,crew report 03231,Commercial,duplicate,weekly,DATA-AIRDN-0944,owner unclear
BI-AIRDN-03232,MRO report 03232,Cargo,stale,monthly,DATA-AIRDN-0947,source-backed candidate
BI-AIRDN-03233,commercial report 03233,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0950,source-backed candidate
BI-AIRDN-03234,finance report 03234,Procurement,executive critical,ad hoc,DATA-AIRDN-0953,source-backed candidate
BI-AIRDN-03235,procurement report 03235,Technology,active,daily,DATA-AIRDN-0956,source-backed candidate
BI-AIRDN-03236,station report 03236,Data and AI,duplicate,weekly,DATA-AIRDN-0959,source-backed candidate
BI-AIRDN-03237,service report 03237,Cybersecurity,stale,monthly,DATA-AIRDN-0962,source-backed candidate
BI-AIRDN-03238,security report 03238,Workplace,candidate retire,real-time,DATA-AIRDN-0965,source-backed candidate
BI-AIRDN-03239,executive report 03239,Service Management,executive critical,ad hoc,DATA-AIRDN-0968,source-backed candidate
BI-AIRDN-03240,operations report 03240,Flight Operations,active,daily,DATA-AIRDN-0971,KPI definition conflict
BI-AIRDN-03241,crew report 03241,Operations Control,duplicate,weekly,DATA-AIRDN-0974,source-backed candidate
BI-AIRDN-03242,MRO report 03242,Crew Operations,stale,monthly,DATA-AIRDN-0977,source-backed candidate
BI-AIRDN-03243,commercial report 03243,Technical Operations,candidate retire,real-time,DATA-AIRDN-0980,source-backed candidate
BI-AIRDN-03244,finance report 03244,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0983,source-backed candidate
BI-AIRDN-03245,procurement report 03245,Passenger Service,active,daily,DATA-AIRDN-0986,source-backed candidate
BI-AIRDN-03246,station report 03246,Commercial,duplicate,weekly,DATA-AIRDN-0989,source-backed candidate
BI-AIRDN-03247,service report 03247,Cargo,stale,monthly,DATA-AIRDN-0992,source-backed candidate
BI-AIRDN-03248,security report 03248,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0995,source-backed candidate
BI-AIRDN-03249,executive report 03249,Procurement,executive critical,ad hoc,DATA-AIRDN-0998,owner unclear
BI-AIRDN-03250,operations report 03250,Technology,active,daily,DATA-AIRDN-1001,source-backed candidate
BI-AIRDN-03251,crew report 03251,Data and AI,duplicate,weekly,DATA-AIRDN-1004,source-backed candidate
BI-AIRDN-03252,MRO report 03252,Cybersecurity,stale,monthly,DATA-AIRDN-1007,KPI definition conflict
BI-AIRDN-03253,commercial report 03253,Workplace,candidate retire,real-time,DATA-AIRDN-1010,source-backed candidate
BI-AIRDN-03254,finance report 03254,Service Management,executive critical,ad hoc,DATA-AIRDN-1013,source-backed candidate
BI-AIRDN-03255,procurement report 03255,Flight Operations,active,daily,DATA-AIRDN-1016,source-backed candidate
BI-AIRDN-03256,station report 03256,Operations Control,duplicate,weekly,DATA-AIRDN-1019,source-backed candidate
BI-AIRDN-03257,service report 03257,Crew Operations,stale,monthly,DATA-AIRDN-1022,source-backed candidate
BI-AIRDN-03258,security report 03258,Technical Operations,candidate retire,real-time,DATA-AIRDN-1025,owner unclear
BI-AIRDN-03259,executive report 03259,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1028,source-backed candidate
BI-AIRDN-03260,operations report 03260,Passenger Service,active,daily,DATA-AIRDN-1031,source-backed candidate
BI-AIRDN-03261,crew report 03261,Commercial,duplicate,weekly,DATA-AIRDN-1034,source-backed candidate
BI-AIRDN-03262,MRO report 03262,Cargo,stale,monthly,DATA-AIRDN-1037,source-backed candidate
BI-AIRDN-03263,commercial report 03263,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1040,source-backed candidate
BI-AIRDN-03264,finance report 03264,Procurement,executive critical,ad hoc,DATA-AIRDN-1043,KPI definition conflict
BI-AIRDN-03265,procurement report 03265,Technology,active,daily,DATA-AIRDN-1046,source-backed candidate
BI-AIRDN-03266,station report 03266,Data and AI,duplicate,weekly,DATA-AIRDN-1049,source-backed candidate
BI-AIRDN-03267,service report 03267,Cybersecurity,stale,monthly,DATA-AIRDN-1052,owner unclear
BI-AIRDN-03268,security report 03268,Workplace,candidate retire,real-time,DATA-AIRDN-1055,source-backed candidate
BI-AIRDN-03269,executive report 03269,Service Management,executive critical,ad hoc,DATA-AIRDN-1058,source-backed candidate
BI-AIRDN-03270,operations report 03270,Flight Operations,active,daily,DATA-AIRDN-1061,source-backed candidate
BI-AIRDN-03271,crew report 03271,Operations Control,duplicate,weekly,DATA-AIRDN-1064,source-backed candidate
BI-AIRDN-03272,MRO report 03272,Crew Operations,stale,monthly,DATA-AIRDN-1067,source-backed candidate
BI-AIRDN-03273,commercial report 03273,Technical Operations,candidate retire,real-time,DATA-AIRDN-1070,source-backed candidate
BI-AIRDN-03274,finance report 03274,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1073,source-backed candidate
BI-AIRDN-03275,procurement report 03275,Passenger Service,active,daily,DATA-AIRDN-1076,source-backed candidate
BI-AIRDN-03276,station report 03276,Commercial,duplicate,weekly,DATA-AIRDN-1079,KPI definition conflict
BI-AIRDN-03277,service report 03277,Cargo,stale,monthly,DATA-AIRDN-1082,source-backed candidate
BI-AIRDN-03278,security report 03278,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1085,source-backed candidate
BI-AIRDN-03279,executive report 03279,Procurement,executive critical,ad hoc,DATA-AIRDN-1088,source-backed candidate
BI-AIRDN-03280,operations report 03280,Technology,active,daily,DATA-AIRDN-1091,source-backed candidate
BI-AIRDN-03281,crew report 03281,Data and AI,duplicate,weekly,DATA-AIRDN-1094,source-backed candidate
BI-AIRDN-03282,MRO report 03282,Cybersecurity,stale,monthly,DATA-AIRDN-1097,source-backed candidate
BI-AIRDN-03283,commercial report 03283,Workplace,candidate retire,real-time,DATA-AIRDN-1100,source-backed candidate
BI-AIRDN-03284,finance report 03284,Service Management,executive critical,ad hoc,DATA-AIRDN-1103,source-backed candidate
BI-AIRDN-03285,procurement report 03285,Flight Operations,active,daily,DATA-AIRDN-1106,owner unclear
BI-AIRDN-03286,station report 03286,Operations Control,duplicate,weekly,DATA-AIRDN-1109,source-backed candidate
BI-AIRDN-03287,service report 03287,Crew Operations,stale,monthly,DATA-AIRDN-1112,source-backed candidate
BI-AIRDN-03288,security report 03288,Technical Operations,candidate retire,real-time,DATA-AIRDN-1115,KPI definition conflict
BI-AIRDN-03289,executive report 03289,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1118,source-backed candidate
BI-AIRDN-03290,operations report 03290,Passenger Service,active,daily,DATA-AIRDN-1121,source-backed candidate
BI-AIRDN-03291,crew report 03291,Commercial,duplicate,weekly,DATA-AIRDN-1124,source-backed candidate
BI-AIRDN-03292,MRO report 03292,Cargo,stale,monthly,DATA-AIRDN-1127,source-backed candidate
BI-AIRDN-03293,commercial report 03293,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1130,source-backed candidate
BI-AIRDN-03294,finance report 03294,Procurement,executive critical,ad hoc,DATA-AIRDN-1133,owner unclear
BI-AIRDN-03295,procurement report 03295,Technology,active,daily,DATA-AIRDN-1136,source-backed candidate
BI-AIRDN-03296,station report 03296,Data and AI,duplicate,weekly,DATA-AIRDN-1139,source-backed candidate
BI-AIRDN-03297,service report 03297,Cybersecurity,stale,monthly,DATA-AIRDN-1142,source-backed candidate
BI-AIRDN-03298,security report 03298,Workplace,candidate retire,real-time,DATA-AIRDN-1145,source-backed candidate
BI-AIRDN-03299,executive report 03299,Service Management,executive critical,ad hoc,DATA-AIRDN-1148,source-backed candidate
BI-AIRDN-03300,operations report 03300,Flight Operations,active,daily,DATA-AIRDN-1151,KPI definition conflict
BI-AIRDN-03301,crew report 03301,Operations Control,duplicate,weekly,DATA-AIRDN-1154,source-backed candidate
BI-AIRDN-03302,MRO report 03302,Crew Operations,stale,monthly,DATA-AIRDN-1157,source-backed candidate
BI-AIRDN-03303,commercial report 03303,Technical Operations,candidate retire,real-time,DATA-AIRDN-1160,owner unclear
BI-AIRDN-03304,finance report 03304,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1163,source-backed candidate
BI-AIRDN-03305,procurement report 03305,Passenger Service,active,daily,DATA-AIRDN-1166,source-backed candidate
BI-AIRDN-03306,station report 03306,Commercial,duplicate,weekly,DATA-AIRDN-1169,source-backed candidate
BI-AIRDN-03307,service report 03307,Cargo,stale,monthly,DATA-AIRDN-1172,source-backed candidate
BI-AIRDN-03308,security report 03308,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1175,source-backed candidate
BI-AIRDN-03309,executive report 03309,Procurement,executive critical,ad hoc,DATA-AIRDN-1178,source-backed candidate
BI-AIRDN-03310,operations report 03310,Technology,active,daily,DATA-AIRDN-1181,source-backed candidate
BI-AIRDN-03311,crew report 03311,Data and AI,duplicate,weekly,DATA-AIRDN-1184,source-backed candidate
BI-AIRDN-03312,MRO report 03312,Cybersecurity,stale,monthly,DATA-AIRDN-1187,KPI definition conflict
BI-AIRDN-03313,commercial report 03313,Workplace,candidate retire,real-time,DATA-AIRDN-1190,source-backed candidate
BI-AIRDN-03314,finance report 03314,Service Management,executive critical,ad hoc,DATA-AIRDN-1193,source-backed candidate
BI-AIRDN-03315,procurement report 03315,Flight Operations,active,daily,DATA-AIRDN-1196,source-backed candidate
BI-AIRDN-03316,station report 03316,Operations Control,duplicate,weekly,DATA-AIRDN-1199,source-backed candidate
BI-AIRDN-03317,service report 03317,Crew Operations,stale,monthly,DATA-AIRDN-1202,source-backed candidate
BI-AIRDN-03318,security report 03318,Technical Operations,candidate retire,real-time,DATA-AIRDN-1205,source-backed candidate
BI-AIRDN-03319,executive report 03319,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1208,source-backed candidate
BI-AIRDN-03320,operations report 03320,Passenger Service,active,daily,DATA-AIRDN-1211,source-backed candidate
BI-AIRDN-03321,crew report 03321,Commercial,duplicate,weekly,DATA-AIRDN-1214,owner unclear
BI-AIRDN-03322,MRO report 03322,Cargo,stale,monthly,DATA-AIRDN-1217,source-backed candidate
BI-AIRDN-03323,commercial report 03323,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1220,source-backed candidate
BI-AIRDN-03324,finance report 03324,Procurement,executive critical,ad hoc,DATA-AIRDN-1223,KPI definition conflict
BI-AIRDN-03325,procurement report 03325,Technology,active,daily,DATA-AIRDN-1226,source-backed candidate
BI-AIRDN-03326,station report 03326,Data and AI,duplicate,weekly,DATA-AIRDN-1229,source-backed candidate
BI-AIRDN-03327,service report 03327,Cybersecurity,stale,monthly,DATA-AIRDN-1232,source-backed candidate
BI-AIRDN-03328,security report 03328,Workplace,candidate retire,real-time,DATA-AIRDN-1235,source-backed candidate
BI-AIRDN-03329,executive report 03329,Service Management,executive critical,ad hoc,DATA-AIRDN-1238,source-backed candidate
BI-AIRDN-03330,operations report 03330,Flight Operations,active,daily,DATA-AIRDN-1241,owner unclear
BI-AIRDN-03331,crew report 03331,Operations Control,duplicate,weekly,DATA-AIRDN-1244,source-backed candidate
BI-AIRDN-03332,MRO report 03332,Crew Operations,stale,monthly,DATA-AIRDN-1247,source-backed candidate
BI-AIRDN-03333,commercial report 03333,Technical Operations,candidate retire,real-time,DATA-AIRDN-1250,source-backed candidate
BI-AIRDN-03334,finance report 03334,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0003,source-backed candidate
BI-AIRDN-03335,procurement report 03335,Passenger Service,active,daily,DATA-AIRDN-0006,source-backed candidate
BI-AIRDN-03336,station report 03336,Commercial,duplicate,weekly,DATA-AIRDN-0009,KPI definition conflict
BI-AIRDN-03337,service report 03337,Cargo,stale,monthly,DATA-AIRDN-0012,source-backed candidate
BI-AIRDN-03338,security report 03338,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0015,source-backed candidate
BI-AIRDN-03339,executive report 03339,Procurement,executive critical,ad hoc,DATA-AIRDN-0018,owner unclear
BI-AIRDN-03340,operations report 03340,Technology,active,daily,DATA-AIRDN-0021,source-backed candidate
BI-AIRDN-03341,crew report 03341,Data and AI,duplicate,weekly,DATA-AIRDN-0024,source-backed candidate
BI-AIRDN-03342,MRO report 03342,Cybersecurity,stale,monthly,DATA-AIRDN-0027,source-backed candidate
BI-AIRDN-03343,commercial report 03343,Workplace,candidate retire,real-time,DATA-AIRDN-0030,source-backed candidate
BI-AIRDN-03344,finance report 03344,Service Management,executive critical,ad hoc,DATA-AIRDN-0033,source-backed candidate
BI-AIRDN-03345,procurement report 03345,Flight Operations,active,daily,DATA-AIRDN-0036,source-backed candidate
BI-AIRDN-03346,station report 03346,Operations Control,duplicate,weekly,DATA-AIRDN-0039,source-backed candidate
BI-AIRDN-03347,service report 03347,Crew Operations,stale,monthly,DATA-AIRDN-0042,source-backed candidate
BI-AIRDN-03348,security report 03348,Technical Operations,candidate retire,real-time,DATA-AIRDN-0045,KPI definition conflict
BI-AIRDN-03349,executive report 03349,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0048,source-backed candidate
BI-AIRDN-03350,operations report 03350,Passenger Service,active,daily,DATA-AIRDN-0051,source-backed candidate
BI-AIRDN-03351,crew report 03351,Commercial,duplicate,weekly,DATA-AIRDN-0054,source-backed candidate
BI-AIRDN-03352,MRO report 03352,Cargo,stale,monthly,DATA-AIRDN-0057,source-backed candidate
BI-AIRDN-03353,commercial report 03353,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0060,source-backed candidate
BI-AIRDN-03354,finance report 03354,Procurement,executive critical,ad hoc,DATA-AIRDN-0063,source-backed candidate
BI-AIRDN-03355,procurement report 03355,Technology,active,daily,DATA-AIRDN-0066,source-backed candidate
BI-AIRDN-03356,station report 03356,Data and AI,duplicate,weekly,DATA-AIRDN-0069,source-backed candidate
BI-AIRDN-03357,service report 03357,Cybersecurity,stale,monthly,DATA-AIRDN-0072,owner unclear
BI-AIRDN-03358,security report 03358,Workplace,candidate retire,real-time,DATA-AIRDN-0075,source-backed candidate
BI-AIRDN-03359,executive report 03359,Service Management,executive critical,ad hoc,DATA-AIRDN-0078,source-backed candidate
BI-AIRDN-03360,operations report 03360,Flight Operations,active,daily,DATA-AIRDN-0081,KPI definition conflict
BI-AIRDN-03361,crew report 03361,Operations Control,duplicate,weekly,DATA-AIRDN-0084,source-backed candidate
BI-AIRDN-03362,MRO report 03362,Crew Operations,stale,monthly,DATA-AIRDN-0087,source-backed candidate
BI-AIRDN-03363,commercial report 03363,Technical Operations,candidate retire,real-time,DATA-AIRDN-0090,source-backed candidate
BI-AIRDN-03364,finance report 03364,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0093,source-backed candidate
BI-AIRDN-03365,procurement report 03365,Passenger Service,active,daily,DATA-AIRDN-0096,source-backed candidate
BI-AIRDN-03366,station report 03366,Commercial,duplicate,weekly,DATA-AIRDN-0099,owner unclear
BI-AIRDN-03367,service report 03367,Cargo,stale,monthly,DATA-AIRDN-0102,source-backed candidate
BI-AIRDN-03368,security report 03368,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0105,source-backed candidate
BI-AIRDN-03369,executive report 03369,Procurement,executive critical,ad hoc,DATA-AIRDN-0108,source-backed candidate
BI-AIRDN-03370,operations report 03370,Technology,active,daily,DATA-AIRDN-0111,source-backed candidate
BI-AIRDN-03371,crew report 03371,Data and AI,duplicate,weekly,DATA-AIRDN-0114,source-backed candidate
BI-AIRDN-03372,MRO report 03372,Cybersecurity,stale,monthly,DATA-AIRDN-0117,KPI definition conflict
BI-AIRDN-03373,commercial report 03373,Workplace,candidate retire,real-time,DATA-AIRDN-0120,source-backed candidate
BI-AIRDN-03374,finance report 03374,Service Management,executive critical,ad hoc,DATA-AIRDN-0123,source-backed candidate
BI-AIRDN-03375,procurement report 03375,Flight Operations,active,daily,DATA-AIRDN-0126,owner unclear
BI-AIRDN-03376,station report 03376,Operations Control,duplicate,weekly,DATA-AIRDN-0129,source-backed candidate
BI-AIRDN-03377,service report 03377,Crew Operations,stale,monthly,DATA-AIRDN-0132,source-backed candidate
BI-AIRDN-03378,security report 03378,Technical Operations,candidate retire,real-time,DATA-AIRDN-0135,source-backed candidate
BI-AIRDN-03379,executive report 03379,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0138,source-backed candidate
BI-AIRDN-03380,operations report 03380,Passenger Service,active,daily,DATA-AIRDN-0141,source-backed candidate
BI-AIRDN-03381,crew report 03381,Commercial,duplicate,weekly,DATA-AIRDN-0144,source-backed candidate
BI-AIRDN-03382,MRO report 03382,Cargo,stale,monthly,DATA-AIRDN-0147,source-backed candidate
