process_id,scenario,process_step,owning_domain,system_dependency,data_dependency,kpi_dependency,current_state_note,source_id
IROPS-AIRDN-0300,weather disruption,reconcile,Flight Operations,APP-AIRDN-1216,DATA-AIRDN-0651,KPI-AIRDN-301,manual workaround today,SRC-AIRDN-OPS-013
IROPS-AIRDN-0301,aircraft availability,measure,Operations Control,APP-AIRDN-1235,DATA-AIRDN-0674,KPI-AIRDN-302,system-supported but evidence required,SRC-AIRDN-OPS-014
IROPS-AIRDN-0302,crew legality,settle,Crew Operations,APP-AIRDN-1254,DATA-AIRDN-0697,KPI-AIRDN-303,system-supported but evidence required,SRC-AIRDN-OPS-015
IROPS-AIRDN-0303,gate constraint,review,Technical Operations,APP-AIRDN-1273,DATA-AIRDN-0720,KPI-AIRDN-304,system-supported but evidence required,SRC-AIRDN-OPS-016
IROPS-AIRDN-0304,passenger reaccommodation,detect,Airport Operations,APP-AIRDN-1292,DATA-AIRDN-0743,KPI-AIRDN-305,system-supported but evidence required,SRC-AIRDN-OPS-017
IROPS-AIRDN-0305,baggage rerouting,decide,Passenger Service,APP-AIRDN-1311,DATA-AIRDN-0766,KPI-AIRDN-306,manual workaround today,SRC-AIRDN-OPS-018
IROPS-AIRDN-0306,hotel/meal provisioning,recover,Commercial,APP-AIRDN-1330,DATA-AIRDN-0789,KPI-AIRDN-307,cross-vendor dependency,SRC-AIRDN-OPS-019
IROPS-AIRDN-0307,customer notification,communicate,Cargo,APP-AIRDN-1349,DATA-AIRDN-0812,KPI-AIRDN-308,system-supported but evidence required,SRC-AIRDN-OPS-020
IROPS-AIRDN-0308,airport staffing,reconcile,Corporate Finance,APP-AIRDN-1368,DATA-AIRDN-0835,KPI-AIRDN-309,system-supported but evidence required,SRC-AIRDN-OPS-021
IROPS-AIRDN-0309,partner coordination,measure,Procurement,APP-AIRDN-1387,DATA-AIRDN-0858,KPI-AIRDN-310,system-supported but evidence required,SRC-AIRDN-OPS-022
IROPS-AIRDN-0310,maintenance event,settle,Technology,APP-AIRDN-1406,DATA-AIRDN-0881,KPI-AIRDN-311,manual workaround today,SRC-AIRDN-OPS-023
IROPS-AIRDN-0311,operations-control decision,review,Data and AI,APP-AIRDN-1425,DATA-AIRDN-0904,KPI-AIRDN-312,system-supported but evidence required,SRC-AIRDN-OPS-024
IROPS-AIRDN-0312,weather disruption,detect,Cybersecurity,APP-AIRDN-1444,DATA-AIRDN-0927,KPI-AIRDN-313,system-supported but evidence required,SRC-AIRDN-OPS-025
IROPS-AIRDN-0313,aircraft availability,decide,Workplace,APP-AIRDN-1463,DATA-AIRDN-0950,KPI-AIRDN-314,system-supported but evidence required,SRC-AIRDN-OPS-026
IROPS-AIRDN-0314,crew legality,recover,Service Management,APP-AIRDN-1482,DATA-AIRDN-0973,KPI-AIRDN-315,system-supported but evidence required,SRC-AIRDN-OPS-027
IROPS-AIRDN-0315,gate constraint,communicate,Flight Operations,APP-AIRDN-0006,DATA-AIRDN-0996,KPI-AIRDN-316,manual workaround today,SRC-AIRDN-OPS-028
IROPS-AIRDN-0316,passenger reaccommodation,reconcile,Operations Control,APP-AIRDN-0025,DATA-AIRDN-1019,KPI-AIRDN-317,system-supported but evidence required,SRC-AIRDN-OPS-029
IROPS-AIRDN-0317,baggage rerouting,measure,Crew Operations,APP-AIRDN-0044,DATA-AIRDN-1042,KPI-AIRDN-318,system-supported but evidence required,SRC-AIRDN-OPS-030
IROPS-AIRDN-0318,hotel/meal provisioning,settle,Technical Operations,APP-AIRDN-0063,DATA-AIRDN-1065,KPI-AIRDN-319,system-supported but evidence required,SRC-AIRDN-OPS-031
IROPS-AIRDN-0319,customer notification,review,Airport Operations,APP-AIRDN-0082,DATA-AIRDN-1088,KPI-AIRDN-320,system-supported but evidence required,SRC-AIRDN-OPS-032
IROPS-AIRDN-0320,airport staffing,detect,Passenger Service,APP-AIRDN-0101,DATA-AIRDN-1111,KPI-AIRDN-321,manual workaround today,SRC-AIRDN-OPS-033
IROPS-AIRDN-0321,partner coordination,decide,Commercial,APP-AIRDN-0120,DATA-AIRDN-1134,KPI-AIRDN-322,system-supported but evidence required,SRC-AIRDN-OPS-034
IROPS-AIRDN-0322,maintenance event,recover,Cargo,APP-AIRDN-0139,DATA-AIRDN-1157,KPI-AIRDN-323,system-supported but evidence required,SRC-AIRDN-OPS-035
IROPS-AIRDN-0323,operations-control decision,communicate,Corporate Finance,APP-AIRDN-0158,DATA-AIRDN-1180,KPI-AIRDN-324,system-supported but evidence required,SRC-AIRDN-OPS-036
IROPS-AIRDN-0324,weather disruption,reconcile,Procurement,APP-AIRDN-0177,DATA-AIRDN-1203,KPI-AIRDN-325,cross-vendor dependency,SRC-AIRDN-OPS-037
IROPS-AIRDN-0325,aircraft availability,measure,Technology,APP-AIRDN-0196,DATA-AIRDN-1226,KPI-AIRDN-326,manual workaround today,SRC-AIRDN-OPS-038
IROPS-AIRDN-0326,crew legality,settle,Data and AI,APP-AIRDN-0215,DATA-AIRDN-1249,KPI-AIRDN-327,system-supported but evidence required,SRC-AIRDN-OPS-039
IROPS-AIRDN-0327,gate constraint,review,Cybersecurity,APP-AIRDN-0234,DATA-AIRDN-0022,KPI-AIRDN-328,system-supported but evidence required,SRC-AIRDN-OPS-040
IROPS-AIRDN-0328,passenger reaccommodation,detect,Workplace,APP-AIRDN-0253,DATA-AIRDN-0045,KPI-AIRDN-329,system-supported but evidence required,SRC-AIRDN-OPS-041
IROPS-AIRDN-0329,baggage rerouting,decide,Service Management,APP-AIRDN-0272,DATA-AIRDN-0068,KPI-AIRDN-330,system-supported but evidence required,SRC-AIRDN-OPS-042
IROPS-AIRDN-0330,hotel/meal provisioning,recover,Flight Operations,APP-AIRDN-0291,DATA-AIRDN-0091,KPI-AIRDN-331,manual workaround today,SRC-AIRDN-OPS-043
IROPS-AIRDN-0331,customer notification,communicate,Operations Control,APP-AIRDN-0310,DATA-AIRDN-0114,KPI-AIRDN-332,system-supported but evidence required,SRC-AIRDN-OPS-044
IROPS-AIRDN-0332,airport staffing,reconcile,Crew Operations,APP-AIRDN-0329,DATA-AIRDN-0137,KPI-AIRDN-333,system-supported but evidence required,SRC-AIRDN-OPS-045
IROPS-AIRDN-0333,partner coordination,measure,Technical Operations,APP-AIRDN-0348,DATA-AIRDN-0160,KPI-AIRDN-334,cross-vendor dependency,SRC-AIRDN-OPS-046
IROPS-AIRDN-0334,maintenance event,settle,Airport Operations,APP-AIRDN-0367,DATA-AIRDN-0183,KPI-AIRDN-335,system-supported but evidence required,SRC-AIRDN-OPS-047
IROPS-AIRDN-0335,operations-control decision,review,Passenger Service,APP-AIRDN-0386,DATA-AIRDN-0206,KPI-AIRDN-336,manual workaround today,SRC-AIRDN-OPS-048
IROPS-AIRDN-0336,weather disruption,detect,Commercial,APP-AIRDN-0405,DATA-AIRDN-0229,KPI-AIRDN-337,system-supported but evidence required,SRC-AIRDN-OPS-001
IROPS-AIRDN-0337,aircraft availability,decide,Cargo,APP-AIRDN-0424,DATA-AIRDN-0252,KPI-AIRDN-338,system-supported but evidence required,SRC-AIRDN-OPS-002
IROPS-AIRDN-0338,crew legality,recover,Corporate Finance,APP-AIRDN-0443,DATA-AIRDN-0275,KPI-AIRDN-339,system-supported but evidence required,SRC-AIRDN-OPS-003
IROPS-AIRDN-0339,gate constraint,communicate,Procurement,APP-AIRDN-0462,DATA-AIRDN-0298,KPI-AIRDN-340,system-supported but evidence required,SRC-AIRDN-OPS-004
IROPS-AIRDN-0340,passenger reaccommodation,reconcile,Technology,APP-AIRDN-0481,DATA-AIRDN-0321,KPI-AIRDN-341,manual workaround today,SRC-AIRDN-OPS-005
IROPS-AIRDN-0341,baggage rerouting,measure,Data and AI,APP-AIRDN-0500,DATA-AIRDN-0344,KPI-AIRDN-342,system-supported but evidence required,SRC-AIRDN-OPS-006
IROPS-AIRDN-0342,hotel/meal provisioning,settle,Cybersecurity,APP-AIRDN-0519,DATA-AIRDN-0367,KPI-AIRDN-343,cross-vendor dependency,SRC-AIRDN-OPS-007
IROPS-AIRDN-0343,customer notification,review,Workplace,APP-AIRDN-0538,DATA-AIRDN-0390,KPI-AIRDN-344,system-supported but evidence required,SRC-AIRDN-OPS-008
IROPS-AIRDN-0344,airport staffing,detect,Service Management,APP-AIRDN-0557,DATA-AIRDN-0413,KPI-AIRDN-345,system-supported but evidence required,SRC-AIRDN-OPS-009
IROPS-AIRDN-0345,partner coordination,decide,Flight Operations,APP-AIRDN-0576,DATA-AIRDN-0436,KPI-AIRDN-346,manual workaround today,SRC-AIRDN-OPS-010
IROPS-AIRDN-0346,maintenance event,recover,Operations Control,APP-AIRDN-0595,DATA-AIRDN-0459,KPI-AIRDN-347,system-supported but evidence required,SRC-AIRDN-OPS-011
IROPS-AIRDN-0347,operations-control decision,communicate,Crew Operations,APP-AIRDN-0614,DATA-AIRDN-0482,KPI-AIRDN-348,system-supported but evidence required,SRC-AIRDN-OPS-012
IROPS-AIRDN-0348,weather disruption,reconcile,Technical Operations,APP-AIRDN-0633,DATA-AIRDN-0505,KPI-AIRDN-349,system-supported but evidence required,SRC-AIRDN-OPS-013
IROPS-AIRDN-0349,aircraft availability,measure,Airport Operations,APP-AIRDN-0652,DATA-AIRDN-0528,KPI-AIRDN-350,system-supported but evidence required,SRC-AIRDN-OPS-014
IROPS-AIRDN-0350,crew legality,settle,Passenger Service,APP-AIRDN-0671,DATA-AIRDN-0551,KPI-AIRDN-351,manual workaround today,SRC-AIRDN-OPS-015
IROPS-AIRDN-0351,gate constraint,review,Commercial,APP-AIRDN-0690,DATA-AIRDN-0574,KPI-AIRDN-352,cross-vendor dependency,SRC-AIRDN-OPS-016
IROPS-AIRDN-0352,passenger reaccommodation,detect,Cargo,APP-AIRDN-0709,DATA-AIRDN-0597,KPI-AIRDN-353,system-supported but evidence required,SRC-AIRDN-OPS-017
IROPS-AIRDN-0353,baggage rerouting,decide,Corporate Finance,APP-AIRDN-0728,DATA-AIRDN-0620,KPI-AIRDN-354,system-supported but evidence required,SRC-AIRDN-OPS-018
IROPS-AIRDN-0354,hotel/meal provisioning,recover,Procurement,APP-AIRDN-0747,DATA-AIRDN-0643,KPI-AIRDN-355,system-supported but evidence required,SRC-AIRDN-OPS-019
IROPS-AIRDN-0355,customer notification,communicate,Technology,APP-AIRDN-0766,DATA-AIRDN-0666,KPI-AIRDN-356,manual workaround today,SRC-AIRDN-OPS-020
IROPS-AIRDN-0356,airport staffing,reconcile,Data and AI,APP-AIRDN-0785,DATA-AIRDN-0689,KPI-AIRDN-357,system-supported but evidence required,SRC-AIRDN-OPS-021
IROPS-AIRDN-0357,partner coordination,measure,Cybersecurity,APP-AIRDN-0804,DATA-AIRDN-0712,KPI-AIRDN-358,system-supported but evidence required,SRC-AIRDN-OPS-022
IROPS-AIRDN-0358,maintenance event,settle,Workplace,APP-AIRDN-0823,DATA-AIRDN-0735,KPI-AIRDN-359,system-supported but evidence required,SRC-AIRDN-OPS-023
IROPS-AIRDN-0359,operations-control decision,review,Service Management,APP-AIRDN-0842,DATA-AIRDN-0758,KPI-AIRDN-360,system-supported but evidence required,SRC-AIRDN-OPS-024
IROPS-AIRDN-0360,weather disruption,detect,Flight Operations,APP-AIRDN-0861,DATA-AIRDN-0781,KPI-AIRDN-361,manual workaround today,SRC-AIRDN-OPS-025
IROPS-AIRDN-0361,aircraft availability,decide,Operations Control,APP-AIRDN-0880,DATA-AIRDN-0804,KPI-AIRDN-362,system-supported but evidence required,SRC-AIRDN-OPS-026
IROPS-AIRDN-0362,crew legality,recover,Crew Operations,APP-AIRDN-0899,DATA-AIRDN-0827,KPI-AIRDN-363,system-supported but evidence required,SRC-AIRDN-OPS-027
IROPS-AIRDN-0363,gate constraint,communicate,Technical Operations,APP-AIRDN-0918,DATA-AIRDN-0850,KPI-AIRDN-364,system-supported but evidence required,SRC-AIRDN-OPS-028
IROPS-AIRDN-0364,passenger reaccommodation,reconcile,Airport Operations,APP-AIRDN-0937,DATA-AIRDN-0873,KPI-AIRDN-365,system-supported but evidence required,SRC-AIRDN-OPS-029
IROPS-AIRDN-0365,baggage rerouting,measure,Passenger Service,APP-AIRDN-0956,DATA-AIRDN-0896,KPI-AIRDN-366,manual workaround today,SRC-AIRDN-OPS-030
IROPS-AIRDN-0366,hotel/meal provisioning,settle,Commercial,APP-AIRDN-0975,DATA-AIRDN-0919,KPI-AIRDN-367,system-supported but evidence required,SRC-AIRDN-OPS-031
IROPS-AIRDN-0367,customer notification,review,Cargo,APP-AIRDN-0994,DATA-AIRDN-0942,KPI-AIRDN-368,system-supported but evidence required,SRC-AIRDN-OPS-032
IROPS-AIRDN-0368,airport staffing,detect,Corporate Finance,APP-AIRDN-1013,DATA-AIRDN-0965,KPI-AIRDN-369,system-supported but evidence required,SRC-AIRDN-OPS-033
IROPS-AIRDN-0369,partner coordination,decide,Procurement,APP-AIRDN-1032,DATA-AIRDN-0988,KPI-AIRDN-370,cross-vendor dependency,SRC-AIRDN-OPS-034
IROPS-AIRDN-0370,maintenance event,recover,Technology,APP-AIRDN-1051,DATA-AIRDN-1011,KPI-AIRDN-371,manual workaround today,SRC-AIRDN-OPS-035
IROPS-AIRDN-0371,operations-control decision,communicate,Data and AI,APP-AIRDN-1070,DATA-AIRDN-1034,KPI-AIRDN-372,system-supported but evidence required,SRC-AIRDN-OPS-036
IROPS-AIRDN-0372,weather disruption,reconcile,Cybersecurity,APP-AIRDN-1089,DATA-AIRDN-1057,KPI-AIRDN-373,system-supported but evidence required,SRC-AIRDN-OPS-037
IROPS-AIRDN-0373,aircraft availability,measure,Workplace,APP-AIRDN-1108,DATA-AIRDN-1080,KPI-AIRDN-374,system-supported but evidence required,SRC-AIRDN-OPS-038
IROPS-AIRDN-0374,crew legality,settle,Service Management,APP-AIRDN-1127,DATA-AIRDN-1103,KPI-AIRDN-375,system-supported but evidence required,SRC-AIRDN-OPS-039
IROPS-AIRDN-0375,gate constraint,review,Flight Operations,APP-AIRDN-1146,DATA-AIRDN-1126,KPI-AIRDN-376,manual workaround today,SRC-AIRDN-OPS-040
IROPS-AIRDN-0376,passenger reaccommodation,detect,Operations Control,APP-AIRDN-1165,DATA-AIRDN-1149,KPI-AIRDN-377,system-supported but evidence required,SRC-AIRDN-OPS-041
IROPS-AIRDN-0377,baggage rerouting,decide,Crew Operations,APP-AIRDN-1184,DATA-AIRDN-1172,KPI-AIRDN-378,system-supported but evidence required,SRC-AIRDN-OPS-042
IROPS-AIRDN-0378,hotel/meal provisioning,recover,Technical Operations,APP-AIRDN-1203,DATA-AIRDN-1195,KPI-AIRDN-379,cross-vendor dependency,SRC-AIRDN-OPS-043
IROPS-AIRDN-0379,customer notification,communicate,Airport Operations,APP-AIRDN-1222,DATA-AIRDN-1218,KPI-AIRDN-380,system-supported but evidence required,SRC-AIRDN-OPS-044
IROPS-AIRDN-0380,airport staffing,reconcile,Passenger Service,APP-AIRDN-1241,DATA-AIRDN-1241,KPI-AIRDN-381,manual workaround today,SRC-AIRDN-OPS-045
IROPS-AIRDN-0381,partner coordination,measure,Commercial,APP-AIRDN-1260,DATA-AIRDN-0014,KPI-AIRDN-382,system-supported but evidence required,SRC-AIRDN-OPS-046
IROPS-AIRDN-0382,maintenance event,settle,Cargo,APP-AIRDN-1279,DATA-AIRDN-0037,KPI-AIRDN-383,system-supported but evidence required,SRC-AIRDN-OPS-047
IROPS-AIRDN-0383,operations-control decision,review,Corporate Finance,APP-AIRDN-1298,DATA-AIRDN-0060,KPI-AIRDN-384,system-supported but evidence required,SRC-AIRDN-OPS-048
IROPS-AIRDN-0384,weather disruption,detect,Procurement,APP-AIRDN-1317,DATA-AIRDN-0083,KPI-AIRDN-385,system-supported but evidence required,SRC-AIRDN-OPS-001
IROPS-AIRDN-0385,aircraft availability,decide,Technology,APP-AIRDN-1336,DATA-AIRDN-0106,KPI-AIRDN-386,manual workaround today,SRC-AIRDN-OPS-002
IROPS-AIRDN-0386,crew legality,recover,Data and AI,APP-AIRDN-1355,DATA-AIRDN-0129,KPI-AIRDN-387,system-supported but evidence required,SRC-AIRDN-OPS-003
IROPS-AIRDN-0387,gate constraint,communicate,Cybersecurity,APP-AIRDN-1374,DATA-AIRDN-0152,KPI-AIRDN-388,cross-vendor dependency,SRC-AIRDN-OPS-004
IROPS-AIRDN-0388,passenger reaccommodation,reconcile,Workplace,APP-AIRDN-1393,DATA-AIRDN-0175,KPI-AIRDN-389,system-supported but evidence required,SRC-AIRDN-OPS-005
IROPS-AIRDN-0389,baggage rerouting,measure,Service Management,APP-AIRDN-1412,DATA-AIRDN-0198,KPI-AIRDN-390,system-supported but evidence required,SRC-AIRDN-OPS-006
IROPS-AIRDN-0390,hotel/meal provisioning,settle,Flight Operations,APP-AIRDN-1431,DATA-AIRDN-0221,KPI-AIRDN-391,manual workaround today,SRC-AIRDN-OPS-007
IROPS-AIRDN-0391,customer notification,review,Operations Control,APP-AIRDN-1450,DATA-AIRDN-0244,KPI-AIRDN-392,system-supported but evidence required,SRC-AIRDN-OPS-008
IROPS-AIRDN-0392,airport staffing,detect,Crew Operations,APP-AIRDN-1469,DATA-AIRDN-0267,KPI-AIRDN-393,system-supported but evidence required,SRC-AIRDN-OPS-009
IROPS-AIRDN-0393,partner coordination,decide,Technical Operations,APP-AIRDN-1488,DATA-AIRDN-0290,KPI-AIRDN-394,system-supported but evidence required,SRC-AIRDN-OPS-010
IROPS-AIRDN-0394,maintenance event,recover,Airport Operations,APP-AIRDN-0012,DATA-AIRDN-0313,KPI-AIRDN-395,system-supported but evidence required,SRC-AIRDN-OPS-011
IROPS-AIRDN-0395,operations-control decision,communicate,Passenger Service,APP-AIRDN-0031,DATA-AIRDN-0336,KPI-AIRDN-396,manual workaround today,SRC-AIRDN-OPS-012
IROPS-AIRDN-0396,weather disruption,reconcile,Commercial,APP-AIRDN-0050,DATA-AIRDN-0359,KPI-AIRDN-397,cross-vendor dependency,SRC-AIRDN-OPS-013
IROPS-AIRDN-0397,aircraft availability,measure,Cargo,APP-AIRDN-0069,DATA-AIRDN-0382,KPI-AIRDN-398,system-supported but evidence required,SRC-AIRDN-OPS-014
IROPS-AIRDN-0398,crew legality,settle,Corporate Finance,APP-AIRDN-0088,DATA-AIRDN-0405,KPI-AIRDN-399,system-supported but evidence required,SRC-AIRDN-OPS-015
IROPS-AIRDN-0399,gate constraint,review,Procurement,APP-AIRDN-0107,DATA-AIRDN-0428,KPI-AIRDN-400,system-supported but evidence required,SRC-AIRDN-OPS-016
IROPS-AIRDN-0400,passenger reaccommodation,detect,Technology,APP-AIRDN-0126,DATA-AIRDN-0451,KPI-AIRDN-401,manual workaround today,SRC-AIRDN-OPS-017
IROPS-AIRDN-0401,baggage rerouting,decide,Data and AI,APP-AIRDN-0145,DATA-AIRDN-0474,KPI-AIRDN-402,system-supported but evidence required,SRC-AIRDN-OPS-018
IROPS-AIRDN-0402,hotel/meal provisioning,recover,Cybersecurity,APP-AIRDN-0164,DATA-AIRDN-0497,KPI-AIRDN-403,system-supported but evidence required,SRC-AIRDN-OPS-019
IROPS-AIRDN-0403,customer notification,communicate,Workplace,APP-AIRDN-0183,DATA-AIRDN-0520,KPI-AIRDN-404,system-supported but evidence required,SRC-AIRDN-OPS-020
IROPS-AIRDN-0404,airport staffing,reconcile,Service Management,APP-AIRDN-0202,DATA-AIRDN-0543,KPI-AIRDN-405,system-supported but evidence required,SRC-AIRDN-OPS-021
IROPS-AIRDN-0405,partner coordination,measure,Flight Operations,APP-AIRDN-0221,DATA-AIRDN-0566,KPI-AIRDN-406,manual workaround today,SRC-AIRDN-OPS-022
IROPS-AIRDN-0406,maintenance event,settle,Operations Control,APP-AIRDN-0240,DATA-AIRDN-0589,KPI-AIRDN-407,system-supported but evidence required,SRC-AIRDN-OPS-023
IROPS-AIRDN-0407,operations-control decision,review,Crew Operations,APP-AIRDN-0259,DATA-AIRDN-0612,KPI-AIRDN-408,system-supported but evidence required,SRC-AIRDN-OPS-024
IROPS-AIRDN-0408,weather disruption,detect,Technical Operations,APP-AIRDN-0278,DATA-AIRDN-0635,KPI-AIRDN-409,system-supported but evidence required,SRC-AIRDN-OPS-025
IROPS-AIRDN-0409,aircraft availability,decide,Airport Operations,APP-AIRDN-0297,DATA-AIRDN-0658,KPI-AIRDN-410,system-supported but evidence required,SRC-AIRDN-OPS-026
IROPS-AIRDN-0410,crew legality,recover,Passenger Service,APP-AIRDN-0316,DATA-AIRDN-0681,KPI-AIRDN-411,manual workaround today,SRC-AIRDN-OPS-027
IROPS-AIRDN-0411,gate constraint,communicate,Commercial,APP-AIRDN-0335,DATA-AIRDN-0704,KPI-AIRDN-412,system-supported but evidence required,SRC-AIRDN-OPS-028
IROPS-AIRDN-0412,passenger reaccommodation,reconcile,Cargo,APP-AIRDN-0354,DATA-AIRDN-0727,KPI-AIRDN-413,system-supported but evidence required,SRC-AIRDN-OPS-029
IROPS-AIRDN-0413,baggage rerouting,measure,Corporate Finance,APP-AIRDN-0373,DATA-AIRDN-0750,KPI-AIRDN-414,system-supported but evidence required,SRC-AIRDN-OPS-030
IROPS-AIRDN-0414,hotel/meal provisioning,settle,Procurement,APP-AIRDN-0392,DATA-AIRDN-0773,KPI-AIRDN-415,cross-vendor dependency,SRC-AIRDN-OPS-031
IROPS-AIRDN-0415,customer notification,review,Technology,APP-AIRDN-0411,DATA-AIRDN-0796,KPI-AIRDN-416,manual workaround today,SRC-AIRDN-OPS-032
IROPS-AIRDN-0416,airport staffing,detect,Data and AI,APP-AIRDN-0430,DATA-AIRDN-0819,KPI-AIRDN-417,system-supported but evidence required,SRC-AIRDN-OPS-033
IROPS-AIRDN-0417,partner coordination,decide,Cybersecurity,APP-AIRDN-0449,DATA-AIRDN-0842,KPI-AIRDN-418,system-supported but evidence required,SRC-AIRDN-OPS-034
IROPS-AIRDN-0418,maintenance event,recover,Workplace,APP-AIRDN-0468,DATA-AIRDN-0865,KPI-AIRDN-419,system-supported but evidence required,SRC-AIRDN-OPS-035
IROPS-AIRDN-0419,operations-control decision,communicate,Service Management,APP-AIRDN-0487,DATA-AIRDN-0888,KPI-AIRDN-420,system-supported but evidence required,SRC-AIRDN-OPS-036
IROPS-AIRDN-0420,weather disruption,reconcile,Flight Operations,APP-AIRDN-0506,DATA-AIRDN-0911,KPI-AIRDN-001,manual workaround today,SRC-AIRDN-OPS-037
