control_id,control_name,business_function,control_status,source_id
CTRL-AIRDN-0605,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-0606,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-0607,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-0608,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-0609,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-0610,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-0611,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-0612,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-0613,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-0614,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-0615,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-0616,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-0617,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-0618,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-0619,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-0620,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-0621,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-0622,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-0623,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-0624,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-0625,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-0626,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-0627,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-0628,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-0629,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-0630,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-0631,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-0632,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-0633,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-0634,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-0635,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-0636,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-0637,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-0638,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-0639,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-0640,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-0641,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-0642,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-0643,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-0644,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-0645,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-0646,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-0647,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-0648,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-0649,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-0650,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-0651,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-0652,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-0653,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-0654,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-0655,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-0656,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-0657,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-0658,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-0659,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-0660,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-0661,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-0662,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-0663,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-0664,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-0665,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-0666,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-0667,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-0668,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-0669,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-0670,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-0671,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-0672,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-0673,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-0674,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-0675,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-0676,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-0677,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-0678,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-0679,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-0680,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-0681,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-0682,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-0683,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-0684,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-0685,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-0686,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-0687,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-0688,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-0689,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-0690,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-0691,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-0692,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-0693,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-0694,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-0695,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-0696,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-0697,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-0698,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-0699,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-0700,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-0701,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-0702,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-0703,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-0704,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-0705,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-0706,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-0707,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-0708,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-0709,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-0710,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-0711,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-0712,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-0713,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-0714,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-0715,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-0716,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-0717,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-0718,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-0719,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-0720,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-0721,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-0722,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-0723,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-0724,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-0725,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-0726,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-0727,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-0728,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-0729,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-0730,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-0731,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-0732,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-0733,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-0734,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-0735,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-0736,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-0737,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-0738,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-0739,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-0740,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-0741,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-0742,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-0743,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-0744,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-0745,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-0746,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-0747,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-0748,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-0749,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-0750,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-0751,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-0752,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-0753,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-0754,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-0755,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-0756,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-0757,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-0758,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-0759,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-0760,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-0761,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-0762,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-0763,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-0764,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-0765,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-0766,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-0767,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-0768,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-0769,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-0770,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-0771,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-0772,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-0773,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-0774,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-0775,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-0776,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-0777,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-0778,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-0779,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-0780,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-0781,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-0782,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-0783,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-0784,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-0785,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-0786,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-0787,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-0788,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-0789,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-0790,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-0791,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-0792,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-0793,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-0794,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-0795,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-0796,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-0797,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-0798,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-0799,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-0800,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-0801,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-0802,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-0803,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-0804,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-0805,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-0806,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-0807,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-0808,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-0809,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-0810,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-0811,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-0812,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-0813,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-0814,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-0815,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-0816,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-0817,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-0818,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-0819,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-0820,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-0821,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-0822,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-0823,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-0824,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-0825,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-0826,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-0827,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-0828,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-0829,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-0830,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-0831,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-0832,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-0833,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-0834,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-0835,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-0836,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-0837,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-0838,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-0839,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-0840,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-0841,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-0842,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-0843,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-0844,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-0845,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-0846,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-0847,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-0848,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-0849,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-0850,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-0851,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-0852,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-0853,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-0854,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-0855,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-0856,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-0857,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-0858,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-0859,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-0860,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-0861,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-0862,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-0863,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-0864,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-0865,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-0866,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-0867,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-0868,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-0869,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-0870,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-0871,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-0872,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-0873,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-0874,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-0875,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-0876,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-0877,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-0878,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-0879,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-0880,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-0881,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-0882,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-0883,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-0884,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-0885,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-0886,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-0887,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-0888,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-0889,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-0890,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-0891,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-0892,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-0893,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-0894,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-0895,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-0896,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-0897,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-0898,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-0899,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-0900,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-0901,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-0902,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-0903,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-0904,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-0905,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-0906,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-0907,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
