tenant_key,source_file,original_columns,output_columns,transform
meridian-health,family-7-outcome-intelligence/O02_industry-benchmarks.csv,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-7-outcome-intelligence/O03_competitor-plays.csv,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-7-outcome-intelligence/O04_benefits-realization.csv,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-7-outcome-intelligence/O05_raid-log.csv,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-7-outcome-intelligence/O06_ai-governance.csv,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F18_leadership-org-chart.csv,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F19_team-application-ownership.csv,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F20_capability-system-dependency.csv,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,tenant_key | data_product_id | data_product_name | platform | source_system_id | source_system_name | owner_role | trust_score | lineage_basis | confidence | caveat,tenant_key | data_product_id | data_product_name | platform | source_system_id | source_system_name | owner_role | trust_score | lineage_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F22_contract-system-service-map.csv,tenant_key | map_id | vendor_id | vendor_name | contract_or_scope | annual_value_usd | renewal_date | supported_system_id | supported_system_name | owner_role | source_basis | confidence | caveat,tenant_key | map_id | vendor_id | vendor_name | contract_or_scope | annual_value_usd | renewal_date | supported_system_id | supported_system_name | owner_role | source_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F23_operational-service-map.csv,tenant_key | service_map_id | service_or_process | ticket_or_event_type | monthly_volume_or_count | mttr_hours | backlog_or_change_signal | owning_team_id | owning_team_name | related_system_id | related_system_name | automation_candidate | source_basis | confidence | caveat,tenant_key | service_map_id | service_or_process | ticket_or_event_type | monthly_volume_or_count | mttr_hours | backlog_or_change_signal | owning_team_id | owning_team_name | related_system_id | related_system_name | automation_candidate | source_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,tenant_key | ai_value_map_id | ai_asset_id | ai_asset_name | business_area | tool_or_model | stage_or_status | governance_status | measured_or_committed_value_usd | linked_kpi | value_basis | confidence | caveat,tenant_key | ai_value_map_id | ai_asset_id | ai_asset_name | business_area | tool_or_model | stage_or_status | governance_status | measured_or_committed_value_usd | linked_kpi | value_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
meridian-health,family-8-semantic-enrichment/F25_context-node-dictionary.csv,tenant_key | node_id | business_label | node_type | source_file | readable_summary | confidence | caveat,tenant_key | node_id | business_label | node_type | source_file | readable_summary | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,D19-personas-workforce/D19_personas-workforce.csv,persona_id | persona_name | business_area | population_count | ai_relevance | work_context,persona_id | persona_name | business_area | population_count | ai_relevance | work_context | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T00_ai-investment-super-template.csv,field_name | field_group | required | description,field_name | field_group | required | description | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T01_initiative-registry.csv,initiative_id | initiative_name | portfolio_segment | owner_role | business_sponsor_role | stage | promised_value_usd | measured_value_ytd_usd | confidence | evidence_status | scale_decision | primary_blocker,tenant_key | initiative_id | initiative_name | business_area | portfolio_segment | owner_role | business_sponsor_role | stage | promised_benefit_usd | measured_value_usd | value_confidence | status | evidence_status | scale_decision | primary_blocker | evidence_id | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_t01_value_register
skyharbor-air,ai-control-tower/T02_project-milestones.csv,initiative_id | milestone_id | milestone_name | milestone_type | target_date | actual_date | status | gate_criteria | approver_role | blocker | evidence_id,initiative_id | milestone_id | milestone_name | milestone_type | target_date | actual_date | status | gate_criteria | approver_role | blocker | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T03_tool-usage-monthly.csv,period | tool_name | vendor | business_function | licensed_users | active_users | active_rate_pct | monthly_prompts_or_actions | cost_usd | policy_status | notes,period | tool_name | vendor | business_function | licensed_users | active_users | active_rate_pct | monthly_prompts_or_actions | cost_usd | policy_status | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T04_agent-outcomes.csv,agent_id | agent_name | parent_system_id | business_function | status | monthly_work_items | resolved_or_assisted | human_escalation_pct | exception_rate_pct | verified_value_usd | risk_status | notes,agent_id | agent_name | parent_system_id | business_function | status | monthly_work_items | resolved_or_assisted | human_escalation_pct | exception_rate_pct | verified_value_usd | risk_status | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T05_persona-productivity.csv,persona_id | persona_name | ai_tool_or_agent | baseline_metric | baseline_value | current_value | quality_guardrail | quality_status | annualized_value_usd | evidence_id,persona_id | persona_name | ai_tool_or_agent | baseline_metric | baseline_value | current_value | quality_guardrail | quality_status | annualized_value_usd | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T06_dora-delivery-metrics.csv,team_id | team_name | period | deployment_frequency | lead_time_days | change_failure_rate_pct | mttr_hours | ai_tooling_used | notes,team_id | team_name | period | deployment_frequency | lead_time_days | change_failure_rate_pct | mttr_hours | ai_tooling_used | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T07_benefit-realization.csv,initiative_id | value_basis | committed_value_usd | realized_value_ytd_usd | confidence | measurement_method | finance_attested | evidence_id,tenant_key | initiative_id | metric_basis | value_basis | promised_benefit_usd | measured_value_usd | unrealized_or_blocked_value_usd | confidence | evidence_status | measurement_method | finance_attested | evidence_id | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_t07_benefit_realization
skyharbor-air,ai-control-tower/T08_spend-contracts.csv,spend_id | initiative_id | vendor_or_internal | spend_category | fy26_budget_usd | actual_ytd_usd | renewal_or_gate_date | unit_economics | notes,tenant_key | line_id | initiative_id | vendor_or_tool | spend_category | budget_fy26_usd | actual_ytd_usd | contract_value_usd | renewal_date | unit_economic_note | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_t08_preserve_spend_grain
skyharbor-air,ai-control-tower/T09_risk-governance.csv,risk_id | initiative_id | risk_type | severity | control_status | owner_role | mitigation | evidence_id,risk_id | initiative_id | risk_type | severity | control_status | owner_role | mitigation | evidence_id | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T10_evidence-items.csv,evidence_id | source_id | source_path | source_type | locator | claim_supported | freshness_status | trust_status,evidence_id | source_id | source_path | source_type | locator | claim_supported | freshness_status | trust_status | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T11_refresh-log.csv,refresh_id | period | dataset | source_system | row_count | parser_status | approval_status | loaded_at,refresh_id | period | dataset | source_system | row_count | parser_status | approval_status | loaded_at | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T12_derived-actions.csv,action_id | action_title | priority | derived_from | owner_role | decision_needed | expected_value_usd | approval_status,action_id | action_title | priority | derived_from | owner_role | decision_needed | expected_value_usd | approval_status | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,ai-control-tower/T13_model-ai-inventory.csv,model_id | model_name | domain | parent_initiative_id | status | regulated_or_safety_impact | validation_status | owner_role | evidence_id | notes,model_id | model_name | domain | parent_initiative_id | status | regulated_or_safety_impact | validation_status | owner_role | evidence_id | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-1-enterprise-operating-model/F02_business-org-functions.csv,function_id | function_name | executive_owner_role | head_count | description,function_id | function_name | executive_owner_role | head_count | description | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-1-enterprise-operating-model/F03_it-org-ownership.csv,team_id | team_name | executive_owner_role | domain | head_count_fte | offshore_pct | annual_budget_usd,team_id | team_name | executive_owner_role | domain | head_count_fte | offshore_pct | annual_budget_usd | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,capability_id | capability_name | owning_function_id | value_stream | ai_maturity | business_criticality | description,capability_id | capability_name | owning_function_id | value_stream | ai_maturity | business_criticality | description | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-2-technology-estate/F05_applications-systems.csv,app_id | name | vendor | category | it_owner_team | business_function | deployment | lifecycle_stage | criticality | run_cost_fy26_usd | primary_dataclass | integration_count,app_id | name | vendor | category | it_owner_team | business_function | deployment | lifecycle_stage | criticality | run_cost_fy26_usd | primary_dataclass | integration_count | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-2-technology-estate/F06_system-function-mapping.csv,mapping_id | app_id | capability_id | support_type | process_area | user_count | operational_risk,mapping_id | app_id | capability_id | support_type | process_area | user_count | operational_risk | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-2-technology-estate/F07_infrastructure-cloud.csv,resource_id | resource_type | name | location_or_region | environment | criticality | owner_team | monthly_cost_usd | notes,resource_id | resource_type | name | location_or_region | environment | criticality | owner_team | monthly_cost_usd | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-2-technology-estate/F08_platform-volumetrics.csv,metric_id | platform_id | period | metric_name | value | unit | capacity_pct | notes,metric_id | platform_id | period | metric_name | value | unit | capacity_pct | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,vendor_id | vendor_name | scope | annual_run_rate_usd | renewal_date | criticality | notes,vendor_id | vendor_name | scope | annual_run_rate_usd | renewal_date | criticality | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-4-financial-commercial/F12_it-budget-financials.csv,budget_line_id | budget_area | spend_type | fy26_budget_usd | owner_team_id,tenant_key | line_id | budget_area | function_or_platform | owner_role | owner_team_id | spend_type | budget_fy26_usd | run_budget_fy26_usd | change_budget_fy26_usd | ai_data_budget_fy26_usd | capex_budget_fy26_usd | opex_budget_fy26_usd | labor_pct | vendor_pct | cloud_infra_pct | budget_pressure | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change
skyharbor-air,family-5-execution-operations/F13_initiatives-portfolio.csv,initiative_id | initiative_name | business_function | owning_team | stage | fy26_budget_usd | target_value_usd | primary_blocker,initiative_id | initiative_name | business_function | owning_team | stage | fy26_budget_usd | target_value_usd | primary_blocker | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-5-execution-operations/F14_operations-service-management.csv,record_id | service_area | period | incidents_p1_p2 | incidents_total | mttr_hours | change_failure_rate_pct | availability_pct | notes,tenant_key | signal_id | record_id | service_or_process | service_area | ticket_or_event_type | metric_name | period | monthly_volume | value | threshold | status | severity_mix | mttr_hours | backlog_count | automation_candidate | root_cause_theme | incidents_p1_p2 | incidents_total | change_failure_rate_pct | availability_pct | owner_role | evidence_id | source_file | source_row | value_source | notes,canonical_f14_operations_service_management
skyharbor-air,family-5-execution-operations/F15_kpis-outcome-evidence.csv,kpi_id | kpi_name | business_area | period | value | unit | target | evidence_id | status,kpi_id | kpi_name | business_area | period | value | unit | target | evidence_id | status | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,control_id | risk_domain | control_name | owner_role | status | evidence_id | notes,control_id | risk_domain | control_name | owner_role | status | evidence_id | notes | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,ai_asset_id | asset_name | asset_type | business_function | parent_system_id | status | regulated_workflow | approved_data_scope | model_risk_status | notes,tenant_key | ai_asset_id | ai_asset_name | asset_type | business_area | business_function | owner_role | tool_or_model | parent_system_id | stage | status | monthly_users_or_cases | monthly_users | risk_tier | regulated_workflow | approved_data_scope | approval_status | model_risk_status | measured_value_usd | evidence_id | evidence_status | next_gate | amount_type | view | is_rollup_of | basis | period | formula | formula_version | source_file | source_row | value_source | notes,canonical_f17_ai_automation_footprint
skyharbor-air,family-7-outcome-intelligence/O01_business-metrics.csv,metric_id | function | owning_cxo | metric_name | definition | unit | current_value | target_value | value_stream_id | primary_capability_id,metric_id | function | owning_cxo | metric_name | definition | unit | current_value | target_value | value_stream_id | primary_capability_id | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-7-outcome-intelligence/O02_industry-benchmarks.csv,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage,benchmark_id | metric_id | peer_set | industry_median | top_quartile | best_in_class | your_value | your_quartile | gap_to_top_quartile | source | vintage | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-7-outcome-intelligence/O03_competitor-plays.csv,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain,play_id | metric_id | peer_or_archetype | play_name | metric_moved | delta | enablers | reference_pattern | domain | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-7-outcome-intelligence/O04_benefits-realization.csv,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status,benefit_id | initiative_id | linked_metric_id | benefit_type | baseline | target | forecast | realized_to_date | unit | measurement_method | benefit_owner | realization_status | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-7-outcome-intelligence/O05_raid-log.csv,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation,item_id | initiative_id | type | description | severity | likelihood | status | owner | due_date | mitigation | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-7-outcome-intelligence/O06_ai-governance.csv,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status,gov_id | initiative_id | model_count | model_risk_tier | hitl | bias_monitoring | drift_monitoring | reg_regime | responsible_ai_gate_status | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F18_leadership-org-chart.csv,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat,tenant_key | leader_id | leader_name | role | reports_to_role | organization_area | source_basis | source_file | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F19_team-application-ownership.csv,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat,tenant_key | application_id | application_name | business_domain | business_owner_role | owning_team_id | owning_team_name | executive_owner_role | technical_owner_role | source_basis | source_files | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F20_capability-system-dependency.csv,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat,tenant_key | dependency_id | capability_id | capability_name | system_id | system_name | support_level | criticality | evidence_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,tenant_key | data_product_id | data_product_name | platform | source_system_id | source_system_name | owner_role | trust_score | lineage_basis | confidence | caveat,tenant_key | data_product_id | data_product_name | platform | source_system_id | source_system_name | owner_role | trust_score | lineage_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F22_contract-system-service-map.csv,tenant_key | map_id | vendor_id | vendor_name | contract_or_scope | annual_value_usd | renewal_date | supported_system_id | supported_system_name | owner_role | source_basis | confidence | caveat,tenant_key | map_id | vendor_id | vendor_name | contract_or_scope | annual_value_usd | renewal_date | supported_system_id | supported_system_name | owner_role | source_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F23_operational-service-map.csv,tenant_key | service_map_id | service_or_process | ticket_or_event_type | monthly_volume_or_count | mttr_hours | backlog_or_change_signal | owning_team_id | owning_team_name | related_system_id | related_system_name | automation_candidate | source_basis | confidence | caveat,tenant_key | service_map_id | service_or_process | ticket_or_event_type | monthly_volume_or_count | mttr_hours | backlog_or_change_signal | owning_team_id | owning_team_name | related_system_id | related_system_name | automation_candidate | source_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,tenant_key | ai_value_map_id | ai_asset_id | ai_asset_name | business_area | tool_or_model | stage_or_status | governance_status | measured_or_committed_value_usd | linked_kpi | value_basis | confidence | caveat,tenant_key | ai_value_map_id | ai_asset_id | ai_asset_name | business_area | tool_or_model | stage_or_status | governance_status | measured_or_committed_value_usd | linked_kpi | value_basis | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
skyharbor-air,family-8-semantic-enrichment/F25_context-node-dictionary.csv,tenant_key | node_id | business_label | node_type | source_file | readable_summary | confidence | caveat,tenant_key | node_id | business_label | node_type | source_file | readable_summary | confidence | caveat | source_file | source_row | value_source,snake_case_lineage_copy
