family,file,column,required,data_type,allowed_values,fill_rate_pct,tenants_populated,example_value,owner_role,source_system,how_to_extract,validation_rule,exemplar_status
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,vendor_name,required,text,,100,5/5,SAP,Procurement / Vendor management,"Contract register, CMDB","Use the contracting entity's legal name, consistently across files. Pick one spelling of AWS and keep it.",Same vendor must be spelled identically everywhere or spend will not consolidate.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,scope,recommended,enum,Capacity Reservation | Consumption Commit | Enterprise Agreement | Managed Service | Perpetual License | Professional Services | SaaS Subscription | Support & Maintenance,44,1/5,Managed Service,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,annual_run_rate_usd,recommended,number,,44,1/5,139370000,Procurement / Vendor management,"Contract register, Coupa, Ariba, SAP","Annualised contract value or run rate per vendor or tool. Use the committed value, and note the renewal date so concentration and renewal exposure can be shown.","Total vendor run-rate should land near your IT budget, not several times it.",thin
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,category,recommended,text,,56,4/5,clinical_ai_or_ehr,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,owned_by,recommended,text,,42,3/5,Chief Medical Officer,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,annual_contract_value_usd,recommended,number,,42,3/5,36675000,Procurement / Vendor management,"Contract register, Coupa, Ariba, SAP","Annualised contract value or run rate per vendor or tool. Use the committed value, and note the renewal date so concentration and renewal exposure can be shown.","Total vendor run-rate should land near your IT budget, not several times it.",good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,renewal_date,required,date,,100,5/5,2026-09-04,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,criticality,recommended,enum,critical | high | important | low | medium,86,4/5,critical,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,notes,recommended,text,,44,1/5,tower=Network; owner=CDO; utilization=91; action=Right-size,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",thin
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,license_or_unit_basis,recommended,enum,consumption / usage | enterprise subscription | per transaction | per user / per provider | per user / per seat | transaction / bank account | usage plus platform | user plus services,42,3/5,enterprise subscription,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,commercial_risk,recommended,enum,auto-renew exposure | concentration risk | implementation spend before control evidence gate | normal | overlapping capability | price escalation | renewal before evidence gate | renewal overlaps target architecture decision,42,3/5,renewal before evidence gate,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,annual_spend_usd,recommended,number,,14,1/5,33960000,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,contract_end_date,required,date,,100,5/5,2026-08-15,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,renewal_risk,recommended,enum,high | low | medium,14,1/5,high,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,business_owner,recommended,text,,14,1/5,COO,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,technology_owner,recommended,text,,14,1/5,Store Systems and POS,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,evidence_id,recommended,text,,56,4/5,MER-EVID-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,source_file,governance,enum,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,100,5/5,family-4-financial-commercial/F11_vendors-contracts-licen...,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,source_row,governance,number,,100,5/5,321,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F11_vendors-contracts-licenses.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F12_it-budget-financials.csv,tenant_key,governance,enum,apex-retail | first-capital-financial | lakeshore-industries | meridian-health | skyharbor-air,100,5/5,skyharbor-air,AbarVa,AbarVa onboarding,Pre-filled by AbarVa. Do not edit — it is the tenant fence for row-level security.,Must match the tenant key on every row of every file.,good
family-4-financial-commercial,F12_it-budget-financials.csv,line_id,required,text,,100,5/5,BUD-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-4-financial-commercial,F12_it-budget-financials.csv,budget_area,recommended,text,,79,4/5,IBM Z / mainframe run,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,function_or_platform,recommended,text,,23,2/5,Enterprise Data and Analytics,PMO,Portfolio taxonomy,Your own portfolio taxonomy. Keep it stable across files so the same programme groups the same way everywhere.,Use one taxonomy across the whole pack.,good
family-4-financial-commercial,F12_it-budget-financials.csv,owner_role,recommended,text,,72,4/5,CDAO,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,good
family-4-financial-commercial,F12_it-budget-financials.csv,owner_team_id,recommended,text,,28,1/5,SHA-IT-009,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-4-financial-commercial,F12_it-budget-financials.csv,spend_type,recommended,enum,change | not_loaded | run | run_change,30,2/5,run,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,budget_fy26_usd,required,number,,98,4/5,422000000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-4-financial-commercial,F12_it-budget-financials.csv,run_budget_fy26_usd,required,number,,98,4/5,386000000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-4-financial-commercial,F12_it-budget-financials.csv,change_budget_fy26_usd,required,number,,98,4/5,248000000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-4-financial-commercial,F12_it-budget-financials.csv,ai_data_budget_fy26_usd,required,text,,98,4/5,86360000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-4-financial-commercial,F12_it-budget-financials.csv,capex_budget_fy26_usd,required,number,,98,4/5,177240000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-4-financial-commercial,F12_it-budget-financials.csv,opex_budget_fy26_usd,required,number,,98,4/5,244760000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-4-financial-commercial,F12_it-budget-financials.csv,labor_pct,recommended,number,,49,2/5,44,HR / Workforce planning,"HRIS — Workday, SuccessFactors",Aggregate counts by role and location only. Never send individual employee records.,Counts and percentages only. No personally identifiable data.,good
family-4-financial-commercial,F12_it-budget-financials.csv,vendor_pct,recommended,number,,49,2/5,54,Procurement / Vendor management,"Contract register, CMDB","Use the contracting entity's legal name, consistently across files. Pick one spelling of AWS and keep it.",Same vendor must be spelled identically everywhere or spend will not consolidate.,good
family-4-financial-commercial,F12_it-budget-financials.csv,cloud_infra_pct,recommended,number,,49,2/5,25,HR / Workforce planning,"HRIS — Workday, SuccessFactors",Aggregate counts by role and location only. Never send individual employee records.,Counts and percentages only. No personally identifiable data.,good
family-4-financial-commercial,F12_it-budget-financials.csv,budget_pressure,recommended,enum,"120+ resources, roughly 80 percent maintenance / 20 percent net-new; dollars not provided. | Kyriba rollout requires evidence-based scope control | cloud cost growth | legacy run cost crowding out automation | run cost crowding out change | within plan",51,3/5,"120+ resources, roughly 80 percent maintenance / 20 perce...",Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,amount_type,governance,enum,none,98,4/5,none,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,view,governance,enum,it_budget,98,4/5,it_budget,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,is_rollup_of,governance,text,,0,0/5,,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,basis,governance,enum,committed | not_loaded,100,5/5,committed,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-4-financial-commercial,F12_it-budget-financials.csv,period,governance,date,fy26 | not_loaded,100,5/5,fy26,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
family-4-financial-commercial,F12_it-budget-financials.csv,formula,governance,text,,100,5/5,tenant_spend_type_run_v1; synthetic_capex_opex_split_v1:4...,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F12_it-budget-financials.csv,formula_version,governance,enum,tower_standardized_v1 | v6.0.0-meridian-current-state-20260709,100,5/5,tower_standardized_v1,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F12_it-budget-financials.csv,source_file,governance,enum,family-4-financial-commercial/F12_it-budget-financials.csv | templates/V6_08_spend_value.csv,100,5/5,family-4-financial-commercial/F12_it-budget-financials.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F12_it-budget-financials.csv,source_row,governance,number,,100,5/5,14,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F12_it-budget-financials.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-4-financial-commercial,F12_it-budget-financials.csv,notes,recommended,enum,AI value proof required for FY27 funding | Baseline portfolio funding | Tower projection intentionally avoids invented budget values.,23,2/5,Tower projection intentionally avoids invented budget val...,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,initiative_id,required,text,,100,5/5,INIT-0001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,initiative_name,required,text,,100,5/5,Fleet Renewal Program,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,business_function,required,text,,100,5/5,Transformation,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,owning_team,recommended,text,,29,1/5,CIO,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
family-5-execution-operations,F13_initiatives-portfolio.csv,business_area,recommended,text,,71,4/5,Enterprise data,PMO,Portfolio taxonomy,Your own portfolio taxonomy. Keep it stable across files so the same programme groups the same way everywhere.,Use one taxonomy across the whole pack.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,owner_role,required,text,,100,5/5,VP Operations,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,stage,required,text,,100,5/5,Scaling,PMO,"Portfolio management tool, Clarity, Planview, Jira",The governance stage this initiative is at. Use your own stage gates and tell AbarVa the mapping once.,Must be one of the allowed values listed for this column.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,fy26_budget_usd,recommended,number,,29,1/5,86000000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",thin
family-5-execution-operations,F13_initiatives-portfolio.csv,target_value_usd,recommended,number,,29,1/5,248000000,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
family-5-execution-operations,F13_initiatives-portfolio.csv,budget_usd,recommended,number,,53,3/5,58000000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,promised_benefit_usd,recommended,number,,71,4/5,95000000,Initiative business sponsor,"Business case, investment committee paper","The benefit the approved business case promised. Take it from the paper that got funded, not from a later re-forecast — the gap between promise and outcome is the point.",Must trace to an approved business case. Do not net off costs.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,target_date,recommended,date,,53,3/5,2027-03-31,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,dependency,recommended,text,,53,3/5,"PHI networking, Unity Catalog, EMR/claims identity",Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,risk_status,recommended,enum,critical | high | medium,53,3/5,high,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,move_relevance,recommended,text,,53,3/5,Unified clinical + claims data,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,measured_value_usd,recommended,number,,18,1/5,42000000,Finance business partner,"GL, FP&A benefit tracker","Benefit that Finance has signed off as landed in the P&L or a budget reduction. If Finance has not validated it, leave blank rather than copying the promise.",Must be <= promised. Blank is a legitimate answer and is far better than an optimistic guess.,thin
family-5-execution-operations,F13_initiatives-portfolio.csv,value_confidence,recommended,enum,high | low | medium,18,1/5,medium,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,status,recommended,enum,at_risk | hold_until_evidence | prove_value | scale_candidate,18,1/5,at_risk,PMO,"Portfolio management tool, Clarity, Planview, Jira",The governance stage this initiative is at. Use your own stage gates and tell AbarVa the mapping once.,Must be one of the allowed values listed for this column.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,primary_blocker,recommended,text,,47,2/5,rag=Red; sponsor=Board Technology Committee; ai=N,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,evidence_id,recommended,text,,18,1/5,APX-EVID-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-5-execution-operations,F13_initiatives-portfolio.csv,source_file,governance,enum,family-5-execution-operations/F13_initiatives-portfolio.csv,100,5/5,family-5-execution-operations/F13_initiatives-portfolio.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,source_row,governance,number,,100,5/5,121,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-5-execution-operations,F13_initiatives-portfolio.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
family-5-execution-operations,F14_operations-service-management.csv,tenant_key,governance,enum,apex-retail | first-capital-financial | lakeshore-industries | meridian-health | skyharbor-air,100,5/5,skyharbor-air,AbarVa,AbarVa onboarding,Pre-filled by AbarVa. Do not edit — it is the tenant fence for row-level security.,Must match the tenant key on every row of every file.,good
family-5-execution-operations,F14_operations-service-management.csv,signal_id,recommended,text,,32,4/5,MER-OPS-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-5-execution-operations,F14_operations-service-management.csv,record_id,recommended,text,,68,1/5,SHA-OPS-0001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
family-5-execution-operations,F14_operations-service-management.csv,service_or_process,recommended,text,,32,4/5,Epic interface failures,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,service_area,recommended,text,,68,1/5,PSS/mainframe,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
family-5-execution-operations,F14_operations-service-management.csv,ticket_or_event_type,recommended,enum,control_exception | data_quality | defect | incident | investigation | risk_event | service_request,24,3/5,incident,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,metric_name,recommended,enum,availability_pct | backlog | defect_rate | exception_count | latency_ms | sla_pct,8,1/5,availability_pct,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
family-5-execution-operations,F14_operations-service-management.csv,period,governance,date,,76,2/5,2026-01,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
family-5-execution-operations,F14_operations-service-management.csv,monthly_volume,required,text,,100,5/5,9400,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,value,required,enum,94 | 95 | 96 | 97 | not_loaded,100,5/5,97,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,threshold,recommended,number,,8,1/5,95,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,status,recommended,enum,attention | normal,8,1/5,attention,PMO,"Portfolio management tool, Clarity, Planview, Jira",The governance stage this initiative is at. Use your own stage gates and tell AbarVa the mapping once.,Must be one of the allowed values listed for this column.,good
family-5-execution-operations,F14_operations-service-management.csv,severity_mix,recommended,text,,24,3/5,18% high / 62% medium / 20% low,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,mttr_hours,required,text,,100,5/5,36,Engineering / Platform lead,"GitHub, GitLab, Azure DevOps, Jira, PagerDuty",Export DORA metrics from your delivery toolchain per month per team. Do not hand-key them — they change monthly and a stale figure is worse than a blank one.,Report per month. Lead time in the unit named by the column.,good
family-5-execution-operations,F14_operations-service-management.csv,backlog_count,required,text,,100,5/5,8400,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,automation_candidate,recommended,enum,no | partial | yes,24,3/5,yes,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,root_cause_theme,recommended,text,,24,3/5,source data quality,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,incidents_p1_p2,required,enum,1 | 2 | 3 | 4 | 5 | 6 | 7 | not_loaded,100,5/5,7,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,incidents_total,required,text,,100,5/5,92,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
family-5-execution-operations,F14_operations-service-management.csv,change_failure_rate_pct,required,text,,100,5/5,10.1,Tool administrator,"M365 admin centre, GitHub org insights, vendor usage console",Export the monthly usage report from each tool's own admin console. Licensed = seats paid for; active = seats that actually did something that month. The gap is the story.,"active <= licensed. Report per month, not as an average.",good
family-5-execution-operations,F14_operations-service-management.csv,availability_pct,required,enum,99.2 | 99.3 | 99.4 | 99.5 | 99.6 | 99.7 | not_loaded,100,5/5,99.7,HR / Workforce planning,"HRIS — Workday, SuccessFactors",Aggregate counts by role and location only. Never send individual employee records.,Counts and percentages only. No personally identifiable data.,good
family-5-execution-operations,F14_operations-service-management.csv,owner_role,recommended,text,,8,1/5,VP Store Technology,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,thin
