tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,annual_cost_usd,user_count,technical_debt_score,cloud_readiness,replacement_candidate,end_of_support_date
meridian-health,GE HealthCare PACS (Radiology Imaging) — Meridian West Hospital,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Millbrook, IL (Meridian West Hospital)",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,94,current_state,"Of 13 active patient (incident #81127) access representatives, (review item #80399) Meridian West Hospital is (review item #40907) the single largest site, (case #74812) reaching 340 studies/day at (change record #21124) the the STARS measurement (ticket #74614) window peak.","Meridian West Hospital logged (ticket #53336) a character-encoding mismatch, (log entry #73830) tied to Surescripts network. (log entry #93581) Ambulatory front-desk staff want (incident #63633) it funded by the (work order #78607) next major version upgrade.",VP Clinical Informatics's readout (log entry #81029) 2 of this quarter (work order #36639) plan is to consolidate (work order #16545) interfaces onto Epic Bridges; (review item #40137) no hard date set (change record #8424) yet.,"Duplicate-record rate is roughly (ticket #34596) 4% in diagnostic imaging (ticket #81303) studies data, (ticket #97030) mostly from Cotiviti Quality (change record #8544) Intelligence not deduplicating on (work order #24473) load.",VP Clinical Informatics (the (audit note #1853) most recent standup) flags (work order #77865) a documented data steward (audit note #58394) assignment (43% priority score); (work order #49516) revenue cycle coders adoption (case #22287) is otherwise strong in (case #68351) production but weak in (work order #95249) training.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,731,4,rehost_candidate,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Cedar Bluff Specialty Hospital,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Cedar Bluff, IL (Cedar Bluff Specialty Hospital)",deprecated,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,16,current_state,"Of 17 active revenue (log entry #24452) cycle coders, (work order #83289) Cedar Bluff Specialty Hospital (review item #74393) is the single largest (change record #9987) site, (log entry #14800) reaching 229 studies/day at (incident #88470) the the winter respiratory (ticket #80479) surge peak.","Surescripts network contention runs (change record #46341) data up to 15 (audit note #28934) hours stale during the (log entry #97399) Medicare Advantage bid-submission cycle, (review item #83694) a pain point pharmacy (change record #62337) technicians raised at Cedar (audit note #57834) Bluff Specialty Hospital.","A pilot to upgrade (log entry #3988) to the vendor-supported version (case #49451) began this quarter under (change record #25732) VP Clinical Informatics, (case #35659) the last portfolio review.","Diagnostic imaging studies data (change record #64883) is well-governed since 2021, (change record #41793) but ServiceNow CMDB left (review item #5342) 5% without consistent owner (review item #57447) tagging.",VP Clinical Informatics (cycle (log entry #57848) review 4 of this (log entry #8211) quarter) owns this. (log entry #30110) 63% of claims examiners (review item #87435) have adopted it; (work order #18104) debt is modest in (log entry #58427) batch scheduling logic.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,455,8,refactor_required,modernise_in_place,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Meridian Cancer Institute,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Lakeview, IL (Meridian Cancer Institute)",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,58,current_state,"Meridian Cancer Institute drives (incident #5811) most usage among 14 (audit note #50188) named revenue cycle coders; (incident #34638) 82 studies/day/day normally, (log entry #94396) 360 once the RADV (ticket #24253) audit cycle hits.","Revenue cycle coders flag (change record #94097) login timeouts at peak (review item #24627) concurrency, (ticket #24958) worst at Meridian Cancer (incident #47106) Institute. (case #22462) Root cause: the Finance/GL (audit note #77536) Mart nightly extract job. (incident #40425) No fix before the (review item #63553) next Epic upgrade window.","A pilot to retire (case #54246) the legacy parallel path (ticket #87672) began this quarter under (case #26674) VP Clinical Informatics, (case #6785) the most recent one-on-one.","Completeness is high; (incident #47715) a 11% null rate (change record #15230) sits on the measure (change record #7398) exclusion flag field, (change record #55945) pending Inovalon ONE Platform (ticket #84744) fix.",VP Clinical Informatics (cycle (log entry #97721) review 6 of this (work order #16421) quarter): adoption among revenue (review item #10163) cycle coders is 57%; (change record #10485) recently formalized governance; (log entry #83691) moderate debt in the (work order #69511) reporting layer.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,629,3,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Meridian Children's Hospital,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Lakeview, IL (Meridian Children's Hospital)",sunset_planned,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,93,current_state,"Baseline shows 79 studies/day/day (ticket #19943) typical, (case #86280) spiking 18% to 197 (case #72288) during the HEDIS submission (case #79243) deadline; (change record #29862) Meridian Children's Hospital leads (audit note #11768) the 18 named users.","Change Healthcare EDI Gateway (change record #1983) contention runs data up (log entry #54712) to 15 hours stale (review item #84402) during month-end close, (audit note #31570) a pain point IT (case #24764) service desk agents raised (audit note #66248) at Meridian Children's Hospital.","A phased retire the (audit note #40392) legacy parallel path effort (change record #1246) is underway; 22% done, (ticket #78584) per VP Clinical Informatics.",A field-mapping gap with (review item #48803) Cotiviti Quality Intelligence leaves (case #48302) 3% of diagnostic imaging (incident #70008) studies records missing a (incident #91396) measure exclusion flag value.,VP Clinical Informatics (cycle (change record #12299) review 1 of this (ticket #27745) quarter) owns this. (ticket #92215) 54% of risk adjustment (log entry #39159) coding specialists have adopted (audit note #85918) it; (review item #97102) debt is low in (work order #92677) batch scheduling logic.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,738,7,rehost_candidate,modernise_in_place,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Meridian Memorial Hospital — Riverton,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Riverton, IL (Meridian Memorial Hospital — Riverton)",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,70,current_state,Volume grew 7% YoY (log entry #37894) to 344 studies/day during (change record #92183) flu season peak census; (case #69976) Meridian Memorial Hospital — (case #54061) Riverton tops the 14-user (log entry #26977) roster by 42 points.,"Known: duplicate-record creation on (review item #29835) lookups, quarter-end financial close, (review item #75510) traced to Imprivata SSO. (case #5159) Not remediated as of (log entry #56111) Q1 FY28.","VP Clinical Informatics, (ticket #4335) the last steering committee, (ticket #91983) has a funded item (ticket #46468) to consolidate duplicate report (incident #53140) subscriptions, due Q1 FY28; (work order #31458) in flight, on schedule.","Diagnostic imaging studies data (audit note #13933) is well-governed since 2023, (case #51604) but Sunquest LIS left (work order #30356) 10% without consistent owner (log entry #79637) tagging.",VP Clinical Informatics (the (log entry #97338) last portfolio review): A (work order #41575) current runbook would lift (audit note #3324) the 72% score most; (audit note #75910) pharmacy technicians adoption is (change record #14061) uneven across facilities.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,789,4,refactor_required,no,2028-02-01
meridian-health,GE HealthCare PACS (Radiology Imaging) — Meridian Memorial Hospital — Ashford,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Ashford, IL (Meridian Memorial Hospital — Ashford)",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,27,current_state,"Care managers at Meridian (review item #34577) Memorial Hospital — Ashford (work order #72527) run 17 active seats, (work order #26965) up 16% YoY, (ticket #84739) with a 245-studies/day peak (review item #62185) during the year-end cost-report (audit note #9023) close.","Inovalon ONE Platform contention (case #59344) runs data up to (case #10147) 3 hours stale during (log entry #26419) the nightly batch window, (work order #1971) a pain point claims (audit note #4867) examiners raised at Meridian (ticket #40271) Memorial Hospital — Ashford.","A phased consolidate onto (case #65252) a single SQL Server (ticket #7704) mart effort is underway; (review item #35035) 30% done, (log entry #91164) per VP Clinical Informatics.",A field-mapping gap with (case #60043) Sunquest LIS leaves 28% (audit note #84180) of diagnostic imaging studies (work order #7429) records missing a encounter (review item #97247) reason code value.,"VP Clinical Informatics (cycle (work order #65374) review 1 of this (case #90951) quarter) owns it: moderate (change record #11963) debt in a single-threaded (audit note #43775) nightly job, (audit note #75034) against 89% adoption among (audit note #55475) IT service desk agents.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1161,4,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Meridian Memorial Hospital — Bellhaven,COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Bellhaven, IL (Meridian Memorial Hospital — Bellhaven)",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,54,current_state,"Sustains 73 studies/day in (incident #41751) steady state, (work order #44528) climbing 38% to 325 (change record #20231) across the annual open-enrollment (ticket #62334) surge; (incident #66533) ambulatory front-desk staff at (case #1768) Meridian Memorial Hospital — (log entry #13380) Bellhaven count 14.","Known: duplicate-record creation on (change record #65056) lookups, (log entry #81561) the winter respiratory surge, (change record #29371) traced to Surescripts network. (case #15641) Not remediated as of (log entry #35202) the next change-advisory board (change record #78403) cycle.","A phased modernize the (review item #45631) reporting layer effort is (incident #6451) underway; 26% done, (log entry #30579) per VP Clinical Informatics.",A field-mapping gap with (change record #10016) CaseNet care plans leaves (ticket #59784) 17% of diagnostic imaging (work order #93767) studies records missing a (log entry #86131) measure exclusion flag value.,VP Clinical Informatics (readout (ticket #56538) 3 of this quarter): (case #21474) adoption among claims examiners (review item #60480) is 29%; (ticket #66173) centralized but under-resourced governance; (ticket #60080) significant debt in an (log entry #67733) unversioned configuration export.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1232,4,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Deer Run Community Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Deer Run, IL (Deer Run Community Hospital (Meridian))",legacy_stable,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,24,current_state,"Of 13 active member (audit note #37919) services representatives, (audit note #7212) Deer Run Community Hospital (ticket #69071) (Meridian) is the single (log entry #31898) largest site, (case #7198) reaching 165 studies/day at (review item #9345) the the year-end cost-report (ticket #39846) close peak.","Availity gateway trails Deer (work order #57067) Run Community Hospital (Meridian) (log entry #33370) volume, (change record #98641) surfacing a missing field (work order #96979) mapping, (case #59327) worst during flu season (log entry #90257) peak census. (audit note #58930) Pharmacy technicians escalated for (work order #46018) the vendor's next release (review item #61344) date.","A phased modernize the (incident #2081) reporting layer effort is (log entry #33589) underway; 58% done, (change record #79492) per VP Clinical Informatics.",The diagnostic imaging studies (work order #80436) reconciliation against Surescripts network (incident #53801) passed within tolerance as (change record #52072) of 2019; (ticket #49405) no material issue.,"VP Clinical Informatics (week (incident #90319) 6 of this quarter): (review item #89589) debt is concentrated but (case #95038) manageable (chiefly point-to-point interfaces (case #45853) that bypass the engine); (log entry #23583) bedside nurses adoption sits (ticket #6782) at 42%, governance well-established.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1058,7,rehost_candidate,modernise_in_place,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Prairie Junction Community Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Prairie Junction, IL (Prairie Junction Community Hospital (Meridian))",deprecated,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,3,current_state,"16 ambulatory front-desk staff (log entry #49478) are provisioned, (log entry #3803) generating 91 studies/day normally (audit note #84495) and 310 during the (review item #69262) annual open-enrollment surge at (review item #77199) Prairie Junction Community Hospital (case #93231) (Meridian).","Pharmacy technicians flag slow (ticket #8535) report rendering, (audit note #1209) worst at Prairie Junction (review item #52492) Community Hospital (Meridian). (change record #50418) Root cause: Inovalon ONE (change record #49075) Platform. (incident #8956) No fix before FY27 (audit note #73254) budget approval.",VP Clinical Informatics's week (review item #43742) 5 of this quarter (audit note #85311) plan is to add (incident #39486) on-prem capacity for peak (review item #47242) load; (work order #47936) no hard date set (case #68966) yet.,An audit found 13% (incident #47717) of diagnostic imaging studies (ticket #58834) records with a stale (ticket #43572) timestamp from CaseNet care (audit note #23845) plans clock drift.,VP Clinical Informatics (check-in (case #25003) 7 of this quarter) (audit note #50610) owns this. (ticket #33201) 71% of HEDIS abstractors (audit note #71557) have adopted it; (case #56137) debt is concentrated but (log entry #16546) manageable in hard-coded facility (ticket #73637) configuration.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,502,9,refactor_required,modernise_in_place,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Wexford General Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Wexford, IL (Wexford General Hospital (Meridian))",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,55,current_state,"Wexford General Hospital (Meridian) (review item #39915) drives most usage among (work order #26108) 15 named quality abstraction (incident #20141) staff; 83 studies/day/day normally, (work order #91221) 357 once the STARS (audit note #48871) measurement window hits.","the winter respiratory surge: (case #50077) patient access representatives at (ticket #14691) Wexford General Hospital (Meridian) (log entry #29165) work around a character-encoding (case #30098) mismatch. (audit note #7533) Traced to the Rhapsody (audit note #96992) interface engine queue, (audit note #60210) open into the next (work order #43639) fiscal year kickoff.",VP Clinical Informatics's the (review item #39488) most recent standup plan (incident #36328) is to expand Community (change record #47961) Connect to two more (change record #13842) practices; (ticket #53681) no hard date set (incident #49118) yet.,The open issue is (case #33441) a Waystar clearinghouse legacy (ticket #84663) ID scheme on 26% (audit note #32602) of diagnostic imaging studies (work order #72429) records; otherwise strong.,"VP Clinical Informatics (the (ticket #65062) last town hall): debt (log entry #21273) is concentrated but manageable (incident #13285) (chiefly an unversioned configuration (log entry #44730) export); (log entry #79970) ambulatory front-desk staff adoption (incident #76902) sits at 75%, (incident #76273) governance centralized but under-resourced.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1118,4,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Marsh Point Community Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Marsh Point, IN (Marsh Point Community Hospital (Meridian))",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,6,current_state,"Hedis abstractors at Marsh (work order #71205) Point Community Hospital (Meridian) (work order #88166) run 15 active seats, (review item #1771) up 29% YoY, (log entry #26171) with a 253-studies/day peak (work order #92280) during month-end close.","Care managers flag failed (ticket #70627) message acks, (audit note #14900) worst at Marsh Point (change record #38516) Community Hospital (Meridian). (log entry #58607) Root cause: the Finance/GL (log entry #87556) Mart nightly extract job. (change record #81302) No fix before the (audit note #60736) next annual budget cycle.",VP Clinical Informatics (readout (work order #14518) 6 of this quarter) (work order #5617) is waiting on union (change record #67624) change-management sign-off before committing (ticket #44395) to replace point-to-point with (case #22739) the engine route.,Sign-off on diagnostic imaging (change record #93868) studies quality is current; (log entry #40478) the caveat is a (review item #68521) 11% variance against ServiceNow (incident #12751) CMDB.,"VP Clinical Informatics (week (case #66596) 7 of this quarter) (change record #93435) rates governance developing (82/100 (incident #68537) internally); (work order #53424) the main gap is (change record #19922) a documented data steward (log entry #23725) assignment, debt modest.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,681,4,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Oakford General Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Oakford, IN (Oakford General Hospital (Meridian))",legacy_stable,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,49,current_state,"Swing analysis: 93 studies/day (change record #41546) normal, (audit note #83477) 184 during the RADV (work order #2485) audit cycle, (review item #18334) 41% variance across 13 (log entry #67588) risk adjustment coding specialists (ticket #18893) — Oakford General Hospital (ticket #52252) (Meridian) is largest.","Oakford General Hospital (Meridian) (review item #33176) logged stale dashboard cache (ticket #82138) data, (ticket #10198) tied to Imprivata SSO. (incident #64417) Bedside nurses want it (review item #99798) funded by Q2 FY28.","Consolidate duplicate report subscriptions (work order #69692) sits on VP Clinical (incident #9187) Informatics's backlog (week 6 (change record #77531) of this quarter), (incident #92761) currently unstaffed.",Sign-off on diagnostic imaging (ticket #74192) studies quality is current; (audit note #82507) the caveat is a (log entry #90626) 8% variance against the (log entry #71378) SQL Server datamart pipeline.,VP Clinical Informatics (the (ticket #8764) last check-in) flags a (incident #9134) documented data steward assignment (ticket #62395) (64% priority score); (work order #17217) ambulatory front-desk staff adoption (audit note #97773) is otherwise growing but (audit note #74883) still below target.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1036,7,rehost_candidate,modernise_in_place,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Stonebridge Community Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Stonebridge, IN (Stonebridge Community Hospital (Meridian))",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,75,current_state,"Swing analysis: 91 studies/day (ticket #17209) normal, (review item #78499) 289 during the year-end (work order #48796) cost-report close, (case #78262) 23% variance across 13 (review item #53526) ambulatory front-desk staff — (ticket #85566) Stonebridge Community Hospital (Meridian) (review item #67461) is largest.","Care managers flag stale (work order #64343) dashboard cache data, (work order #38456) worst at Stonebridge Community (incident #48164) Hospital (Meridian). (audit note #48031) Root cause: Imprivata SSO. (ticket #35866) No fix before the (log entry #7621) next Epic upgrade window.","Nothing's planned yet. (ticket #81401) VP Clinical Informatics, (log entry #51346) cycle review 4 of (incident #63260) this quarter, (audit note #10670) tracks care-gap closure rate (change record #83994) before funding pilot a (log entry #87138) cloud-hosted successor for this (change record #37955) workload.",Sign-off on diagnostic imaging (audit note #58297) studies quality is current; (case #80054) the caveat is a (review item #23277) 3% variance against the (audit note #13705) Rhapsody interface engine queue.,VP Clinical Informatics (week (incident #59476) 6 of this quarter): (ticket #63568) A named backup owner (log entry #91801) for on-call coverage would (incident #27723) lift the 27% score (incident #89145) most; (review item #30095) claims examiners adoption is (change record #43143) high.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1147,3,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Elm Crossing General Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Elm Crossing, WI (Elm Crossing General Hospital (Meridian))",target_state,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,73,current_state,"Of 14 active ambulatory (work order #23956) front-desk staff, (review item #99988) Elm Crossing General Hospital (audit note #81600) (Meridian) is the single (work order #48094) largest site, (incident #56923) reaching 168 studies/day at (ticket #15697) the month-end close peak.","Risk adjustment coding specialists (ticket #5149) flag stale dashboard cache (log entry #45719) data, (case #33497) worst at Elm Crossing (incident #10369) General Hospital (Meridian). (change record #39280) Root cause: the Rhapsody (incident #18981) interface engine queue. (ticket #64140) No fix before the (ticket #2643) next fiscal year kickoff.","Nothing's planned yet. (audit note #13122) whoever inherits this next, (review item #78726) the last check-in, (ticket #2772) tracks utilization trend before (ticket #80586) funding add on-prem capacity (case #48398) for peak load.",Cotiviti Quality Intelligence drove (log entry #24601) 27% of open diagnostic (review item #22854) imaging studies tickets this (change record #17605) 2021; (review item #57436) the rest trace to (work order #14971) manual entry.,VP Clinical Informatics (week (audit note #65613) 7 of this quarter): (log entry #24238) A documented data steward (ticket #61342) assignment would lift the (review item #67311) 52% score most; (review item #64747) quality abstraction staff adoption (review item #83407) is high.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,962,1,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Harborview Community Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Harborview, WI (Harborview Community Hospital (Meridian))",current,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,77,current_state,"Baseline shows 79 studies/day/day (case #95858) typical, (work order #79563) spiking 17% to 224 (ticket #45418) during the nightly batch (change record #86205) window; (work order #94282) Harborview Community Hospital (Meridian) (case #78122) leads the 15 named (ticket #65907) users.","Harborview Community Hospital (Meridian) (log entry #67748) logged slow report rendering, (review item #4884) tied to the Epic (work order #11144) Caboodle nightly refresh. (work order #42877) Quality abstraction staff want (ticket #21522) it funded by the (ticket #89148) FY28 capital planning cycle.",VP Clinical Informatics's this (change record #46033) sprint's retro plan is (ticket #4802) to expand Community Connect (audit note #27816) to two more practices; (case #82236) no hard date set (incident #68142) yet.,Stewardship exists but enforcement (log entry #72285) is uneven: 19% of (audit note #90415) diagnostic imaging studies records (ticket #10004) skip the Epic Caboodle (work order #74427) nightly refresh validation.,VP Clinical Informatics (this (case #97414) budget cycle's check-in) owns (review item #86524) this. (ticket #13079) 54% of quality abstraction (audit note #87186) staff have adopted it; (log entry #41235) debt is concentrated but (audit note #92039) manageable in a single-threaded (incident #50375) nightly job.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,994,3,refactor_required,no,
meridian-health,GE HealthCare PACS (Radiology Imaging) — Kettleford General Hospital (Meridian),COTS,Imaging / PACS,Clinical Informatics,facility,on_premise,"Kettleford, WI (Kettleford General Hospital (Meridian))",legacy_stable,tier1,CMIO,VP Clinical Informatics,GE HealthCare,diagnostic imaging studies,14,current_state,"Baseline shows 89 studies/day/day (audit note #64603) typical, (ticket #77164) spiking 7% to 179 (work order #73533) during the nightly batch (review item #31124) window; (change record #30843) Kettleford General Hospital (Meridian) (ticket #24815) leads the 12 named (work order #65323) users.","Change Healthcare EDI Gateway (work order #22625) trails Kettleford General Hospital (log entry #84239) (Meridian) volume, (log entry #68454) surfacing a character-encoding mismatch, (change record #66573) worst during the winter (review item #60783) respiratory surge. (log entry #57850) Patient access representatives escalated (case #53753) for the next contract (ticket #50031) renewal date.",VP Clinical Informatics (cycle (work order #96118) review 1 of this (log entry #18281) quarter) requested budget with (work order #87406) the business to retire (review item #2634) the legacy parallel path.,"Completeness is high; (change record #59415) a 27% null rate (audit note #80151) sits on the date-of-service (case #33501) timestamp field, (work order #24815) pending ServiceNow CMDB fix.","VP Clinical Informatics (cycle (incident #79539) review 1 of this (ticket #15541) quarter): debt is moderate (incident #16299) (chiefly batch scheduling logic); (incident #94855) pharmacy technicians adoption sits (case #12941) at 27%, governance well-established.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1117,6,refactor_required,no,
