tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,annual_cost_usd,utilization_pct,end_of_life_date,dr_tier,capacity_headroom_pct
meridian-health,Nurse Call & Patient Communication System — Oakford General Hospital (Meridian),Nurse Call System,on_premise,"Oakford, IN (Oakford General Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~1,660 workloads/instances",License ceiling reached (cycle (audit note #17147) review 2 of this (ticket #14535) quarter); (case #52648) renewal talks are underway.,false,"Swing analysis: 1,293 workloads/instances (change record #10107) normal, (work order #29873) 3,656 during the Medicare (case #52581) Advantage bid-submission cycle, (review item #58410) 36% variance across 472 (incident #93193) IT service desk agents (case #31258) — Meridian Children's Hospital (incident #16496) is largest.","Care managers flag login (ticket #21837) timeouts at peak concurrency, (audit note #55649) worst at the Lakeview (log entry #76846) flagship campus. (log entry #45622) Root cause: Surescripts network. (case #7142) No fix before Q1 (review item #75283) FY28.",VP Nursing Informatics (check-in (case #89650) 1 of this quarter) (change record #11644) requested budget with the (review item #94035) business to pilot a (log entry #94632) cloud-hosted successor for this (incident #15427) workload.,The Nurse reconciliation against (change record #42563) Rhapsody passed within tolerance (work order #85806) as of 2022; (ticket #26698) no material issue.,"VP Nursing Informatics (cycle (incident #66088) review 2 of this (case #5187) quarter): debt is modest (case #96698) (chiefly an unversioned configuration (change record #84608) export); (work order #70347) member services representatives adoption (case #80018) sits at 29%, (audit note #5282) governance centralized but under-resourced.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,48,,tier3_backup_only,50
meridian-health,Biomedical Device Integration Engine — Stonebridge Community Hospital (Meridian),Biomed Integration Engine,on_premise,"Stonebridge, IN (Stonebridge Community Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~11,333 managed endpoints","Staffing, not capacity, (change record #17367) is the limiter, (work order #10798) says Director, (change record #10316) Interface Engineering & Integration (incident #81782) (cycle review 7 of (work order #10796) this quarter).",false,"Of 540 active Epic (audit note #38344) analysts, (review item #35405) the Downtown Lakeview clinics (incident #89029) is the single largest (review item #70952) site, (change record #4811) reaching 5,542 workloads/instances at (log entry #53084) the quarter-end financial close (case #61249) peak.","Ambulatory front-desk staff flag (ticket #66166) failed message acks, (audit note #10805) worst at the West (incident #31292) County ambulatory sites. (review item #24197) Root cause: Epic Bridges. (ticket #37351) No fix before FY27 (ticket #30608) budget approval.","Director, (log entry #11287) Interface Engineering & Integration, (incident #96582) this sprint's retro, (work order #14908) has a funded item (ticket #58784) to add on-prem capacity (ticket #59255) for peak load, (audit note #28591) due the next fiscal (log entry #58214) year kickoff; approved, (case #25464) not yet started.",Sign-off on Biomed quality (log entry #35184) is current; (ticket #12405) the caveat is a (log entry #59908) 28% variance against the (ticket #13584) Cotiviti workqueue sync.,"Director, (ticket #61725) Interface Engineering & Integration (work order #5125) (the most recent standup): (work order #55527) debt is concentrated but (ticket #29082) manageable (chiefly manual reconciliation (case #6094) scripts); (audit note #61845) pharmacy technicians adoption sits (change record #3650) at 60%, governance well-established.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,66,,tier2_warm,24
meridian-health,Nurse Call & Patient Communication System — Stonebridge Community Hospital (Meridian),Nurse Call System,on_premise,"Stonebridge, IN (Stonebridge Community Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~8,859 managed endpoints",License ceiling reached (the (log entry #75791) last portfolio review); (work order #86175) renewal talks are underway.,false,"Baseline shows 1,519 workloads/instances/day (case #61725) typical, (incident #36784) spiking 6% to 5,770 (work order #34359) during flu season peak (audit note #11472) census; (case #56720) the Lakeview flagship campus (incident #53654) leads the 404 named (audit note #40667) users.","the Rhapsody interface engine (review item #68749) queue trails Meridian Children's (work order #19345) Hospital volume, (work order #76630) surfacing a recurring queue (audit note #7908) backlog, (audit note #40944) worst during the Medicare (log entry #35505) Advantage bid-submission cycle. (incident #10452) Claims examiners escalated for (audit note #73523) the next change-advisory board (work order #50840) cycle.","Nothing's planned yet. (incident #52881) VP Nursing Informatics, (work order #63404) the last town hall, (audit note #24999) tracks uptime before funding (incident #41492) consolidate onto a single (audit note #72247) SQL Server mart.",Stewardship exists but enforcement (review item #14814) is uneven: 6% of (incident #24184) Nurse records skip Sunquest (review item #5360) LIS validation.,"VP Nursing Informatics (cycle (audit note #18663) review 2 of this (ticket #38833) quarter): debt is concentrated (ticket #94773) but manageable (chiefly hard-coded (incident #19492) facility configuration); (review item #16152) IT service desk agents (review item #45272) adoption sits at 30%, (incident #21835) governance centralized but under-resourced.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,75,,tier3_backup_only,25
meridian-health,Biomedical Device Integration Engine — Elm Crossing General Hospital (Meridian),Biomed Integration Engine,on_premise,"Elm Crossing, WI (Elm Crossing General Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~11,854 hosted VMs",License ceiling reached (readout (audit note #26606) 2 of this quarter); (work order #10599) renewal talks are underway.,false,"Meridian Regional Medical Center (incident #82955) drives most usage among (log entry #20857) 420 named HEDIS abstractors; (work order #65181) 1,158 workloads/instances/day normally, (change record #98628) 5,595 once the winter (review item #59219) respiratory surge hits.","Revenue cycle coders flag (work order #66575) duplicate-record creation on lookups, (change record #44530) worst at the Lakeview (ticket #30100) flagship campus. (work order #40894) Root cause: the SQL (change record #99732) Server datamart pipeline. (work order #68782) No fix before the (ticket #69746) next fiscal year kickoff.","Director, (incident #83948) Interface Engineering & Integration's (audit note #37923) cycle review 4 of (incident #83128) this quarter plan is (audit note #5026) to close the interface (incident #48471) remediation item; (incident #42126) no hard date set (ticket #89122) yet.",An audit found 12% (change record #43995) of Biomed records with (case #4407) a stale timestamp from (incident #2007) Change Healthcare EDI Gateway (change record #39994) clock drift.,"Director, (change record #56113) Interface Engineering & Integration (audit note #83049) (check-in 1 of this (ticket #12812) quarter) flags a current (ticket #65149) runbook (30% priority score); (change record #51176) quality abstraction staff adoption (change record #9604) is otherwise moderate.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,41,2027-06-30,tier2_warm,50
meridian-health,Nurse Call & Patient Communication System — Elm Crossing General Hospital (Meridian),Nurse Call System,on_premise,"Elm Crossing, WI (Elm Crossing General Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~4,067 hosted VMs",No elastic scale here; (ticket #30096) more capacity needed by (work order #50443) the next annual budget (audit note #38612) cycle to support growth.,false,"It service desk agents (case #17684) at Cedar Bluff Specialty (change record #59293) Hospital run 511 active (case #6813) seats, up 27% YoY, (work order #42573) with a 3,788-workloads/instances peak (ticket #38826) during the year-end cost-report (incident #78879) close.","Change Healthcare EDI Gateway (review item #99182) trails the Downtown Lakeview (ticket #42850) clinics volume, (case #22791) surfacing a recurring queue (log entry #60660) backlog, (case #72015) worst during month-end close. (work order #90337) It service desk agents (review item #34134) escalated for Q2 FY28.",VP Nursing Informatics (readout (case #29909) 4 of this quarter) (ticket #72467) is waiting on the (case #26704) vendor renewal terms before (log entry #96641) committing to modernize the (case #31014) reporting layer.,The Nurse reconciliation against (review item #33045) the SQL Server datamart (case #74491) pipeline passed within tolerance (work order #45154) as of 2023; (case #21947) no material issue.,"VP Nursing Informatics (readout (change record #24523) 4 of this quarter) (incident #6857) owns it: low debt (log entry #37128) in hard-coded facility configuration, (work order #81893) against 92% adoption among (work order #69111) patient access representatives.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,35,,tier3_backup_only,55
meridian-health,Biomedical Device Integration Engine — Harborview Community Hospital (Meridian),Biomed Integration Engine,on_premise,"Harborview, WI (Harborview Community Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~1,094 workloads/instances",License ceiling reached (the (work order #74422) most recent one-on-one); (audit note #97812) renewal talks are underway.,false,"Of 396 active IT (incident #21046) service desk agents, (audit note #7326) Meridian Children's Hospital is (change record #93369) the single largest site, (case #58907) reaching 3,391 workloads/instances at (ticket #26404) the the year-end cost-report (change record #61621) close peak.",A residual gap from (review item #64864) Imprivata SSO means 4% (ticket #25449) of Biomed records need (ticket #45857) review by member services (case #24931) representatives before the FY28 (audit note #54574) capital planning cycle.,"Director, (audit note #92583) Interface Engineering & Integration (change record #6868) (check-in 6 of this (ticket #32120) quarter) targets whenever staffing (ticket #78376) frees up to pilot (review item #6928) a cloud-hosted successor for (review item #41048) this workload; (review item #23913) on track for the (log entry #85903) next window.",Stewardship exists but enforcement (case #90268) is uneven: 14% of (change record #26423) Biomed records skip Availity (log entry #17918) gateway validation.,"Director, (review item #34127) Interface Engineering & Integration (ticket #4020) (week 1 of this (work order #98106) quarter) owns it: significant (case #46824) debt in the reporting (log entry #31981) layer, (review item #77830) against 73% adoption among (log entry #52713) utilization review nurses.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,44,2030-06-30,tier2_warm,47
meridian-health,Nurse Call & Patient Communication System — Harborview Community Hospital (Meridian),Nurse Call System,on_premise,"Harborview, WI (Harborview Community Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~3,771 managed endpoints",VP Nursing Informatics flags (log entry #43966) this platform as within (audit note #75862) 89% of its practical (ticket #46516) capacity ceiling.,false,"Claims examiners at the (audit note #98220) six affiliated Community Connect (log entry #97553) practices run 457 active (log entry #85486) seats, up 24% YoY, (change record #9644) with a 2,821-workloads/instances peak (case #92434) during flu season peak (review item #97786) census.","the Epic Caboodle nightly (incident #73591) refresh contention runs data (ticket #18137) up to 4 hours (work order #45629) stale during the nightly (case #18637) batch window, (audit note #17494) a pain point Epic (incident #51733) analysts raised at the (change record #1886) Fairhaven Corridor clinics.","Add on-prem capacity for (log entry #74355) peak load is scoped (audit note #58343) but unscheduled, (review item #98017) per VP Nursing Informatics (change record #24605) (this intake).",The Nurse reconciliation against (ticket #29729) Rhapsody passed within tolerance (log entry #52519) as of 2021; (review item #29183) no material issue.,VP Nursing Informatics (cycle (incident #46207) review 1 of this (audit note #43459) quarter): A completed architecture (case #9370) review would lift the (change record #50114) 74% score most; (ticket #45634) IT service desk agents (ticket #32486) adoption is high.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,38,2029-06-30,tier3_backup_only,54
meridian-health,Biomedical Device Integration Engine — Kettleford General Hospital (Meridian),Biomed Integration Engine,on_premise,"Kettleford, WI (Kettleford General Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~9,818 hosted VMs",License ceiling reached (readout (ticket #16231) 6 of this quarter); (log entry #17573) renewal talks are underway.,false,"Baseline shows 1,506 workloads/instances/day (audit note #24180) typical, (audit note #25869) spiking 28% to 3,456 (log entry #29785) during flu season peak (work order #21517) census; (change record #94118) the West County ambulatory (change record #64922) sites leads the 462 (log entry #77043) named users.","Open ticket on stale (work order #62839) dashboard cache data, (ticket #24488) names Inovalon ONE Platform. (case #42414) Member services representatives raised (ticket #94440) it the nightly batch (work order #98300) window, (review item #54630) open as of Q1 (change record #83679) FY28.","Director, (work order #62575) Interface Engineering & Integration's (log entry #91087) cycle review 5 of (work order #76363) this quarter plan is (incident #64964) to automate the nightly (incident #25925) extract reconciliation; (audit note #74502) no hard date set (incident #20288) yet.",The open issue is (ticket #89113) a Sunquest LIS legacy (ticket #9934) ID scheme on 6% (ticket #13393) of Biomed records; (ticket #72648) otherwise strong.,"Director, (audit note #69427) Interface Engineering & Integration (incident #6025) (week 5 of this (log entry #45833) quarter): A named backup (ticket #65819) owner for on-call coverage (case #15481) would lift the 69% (ticket #3118) score most; (case #95456) member services representatives adoption (ticket #81563) is uneven across facilities.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,67,2030-06-30,tier2_warm,22
meridian-health,Nurse Call & Patient Communication System — Kettleford General Hospital (Meridian),Nurse Call System,on_premise,"Kettleford, WI (Kettleford General Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~5,526 hosted VMs",VP Nursing Informatics flags (ticket #65150) this platform as within (audit note #66409) 71% of its practical (audit note #41643) capacity ceiling.,false,"Baseline shows 1,604 workloads/instances/day (ticket #99788) typical, (change record #32169) spiking 23% to 4,121 (review item #12032) during the annual open-enrollment (change record #55629) surge; (review item #95766) the Downtown Lakeview clinics (change record #74176) leads the 416 named (case #1239) users.","the HEDIS submission deadline: (ticket #29293) revenue cycle coders at (review item #33921) St. (audit note #96648) Anselm Community Hospital work (change record #15277) around session drops at (log entry #29182) peak usage. (case #52902) Traced to the Rhapsody (review item #68332) interface engine queue, (incident #34316) open into Q4 FY27.","Nothing's planned yet. (log entry #55779) VP Nursing Informatics, (review item #65439) this sprint's retro, (review item #89121) tracks denial rate before (work order #54867) funding automate the nightly (audit note #30307) extract reconciliation.",The open issue is (incident #51724) a Cotiviti Quality Intelligence (incident #54159) legacy ID scheme on (case #22368) 4% of Nurse records; (case #99200) otherwise strong.,"VP Nursing Informatics (the (incident #20044) last vendor QBR): debt (ticket #49893) is moderate (chiefly hard-coded (change record #34341) facility configuration); (log entry #39426) revenue cycle coders adoption (change record #69167) sits at 49%, (case #5871) governance well-established.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,53,,tier3_backup_only,46
meridian-health,Biomedical Device Integration Engine — Sable Falls Community Hospital (Meridian),Biomed Integration Engine,on_premise,"Sable Falls, IL (Sable Falls Community Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~4,288 concurrent sessions","Staffing, not capacity, (log entry #73699) is the limiter, (incident #6903) says Director, (review item #6951) Interface Engineering & Integration (log entry #55825) (cycle review 7 of (ticket #35096) this quarter).",false,"Baseline shows 1,402 workloads/instances/day (ticket #91765) typical, (ticket #86435) spiking 44% to 4,987 (case #41527) during the RADV audit (change record #90648) cycle; (audit note #57003) the six affiliated Community (audit note #53462) Connect practices leads the (ticket #45465) 553 named users.","Open ticket on session (change record #74797) drops at peak usage, (work order #79608) names Rhapsody. (audit note #91961) Care managers raised it (audit note #1086) flu season peak census, (log entry #33624) open as of whenever (ticket #76007) staffing frees up.","Director, (audit note #44430) Interface Engineering & Integration (work order #95729) (readout 7 of this (change record #74912) quarter) targets the next (review item #45939) change-advisory board cycle to (log entry #67999) consolidate onto a single (incident #12996) SQL Server mart; approved, (log entry #28451) not yet started.",The Biomed reconciliation against (change record #12613) Imprivata SSO passed within (audit note #83089) tolerance as of 2020; (log entry #37329) no material issue.,"Director, (audit note #67030) Interface Engineering & Integration (work order #39713) (week 4 of this (audit note #3009) quarter) owns this. (audit note #70746) 87% of HEDIS abstractors (case #25599) have adopted it; (review item #8651) debt is significant in (case #2185) hard-coded facility configuration.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,52,2028-06-30,tier2_warm,44
meridian-health,Nurse Call & Patient Communication System — Sable Falls Community Hospital (Meridian),Nurse Call System,on_premise,"Sable Falls, IL (Sable Falls Community Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~8,101 workloads/instances","No material capacity constraint (work order #13224) identified, this intake.",false,"Volume grew 11% YoY (review item #15965) to 3,963 workloads/instances during (log entry #97083) the nightly batch window; (change record #55776) the West County ambulatory (review item #65768) sites tops the 430-user (change record #38168) roster by 45 points.","the RADV audit cycle: (work order #41067) quality abstraction staff at (audit note #81367) Meridian Cancer Institute work (log entry #31317) around a character-encoding mismatch. (change record #6900) Traced to the Rhapsody (log entry #29778) interface engine queue, (log entry #35851) open into the next (incident #38276) change-advisory board cycle.",VP Nursing Informatics (cycle (review item #18196) review 7 of this (incident #81319) quarter) targets the vendor's (incident #98218) next release date to (review item #94364) consolidate duplicate report subscriptions; (case #13862) awaiting CISO sign-off.,"Nurse data is well-governed (review item #58203) since 2022, (incident #10658) but Inovalon ONE Platform (log entry #81318) left 21% without consistent (ticket #46548) owner tagging.","VP Nursing Informatics (week (audit note #50788) 2 of this quarter): (case #68291) debt is concentrated but (ticket #40470) manageable (chiefly point-to-point interfaces (review item #69872) that bypass the engine); (work order #83687) Epic analysts adoption sits (incident #95633) at 82%, governance informal.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,60,,tier3_backup_only,34
meridian-health,Biomedical Device Integration Engine — Thornwood General Hospital (Meridian),Biomed Integration Engine,on_premise,"Thornwood, IL (Thornwood General Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~1,313 concurrent sessions",No elastic scale here; (work order #6978) more capacity needed by (ticket #39173) Q1 FY28 to support (case #17791) growth.,false,"387 quality abstraction staff (audit note #65778) are provisioned, (review item #72053) generating 1,214 workloads/instances normally (incident #93677) and 5,674 during the (case #29855) HEDIS submission deadline at (log entry #25871) Meridian West Hospital.",A residual gap from (ticket #71868) the Finance/GL Mart nightly (review item #10040) extract job means 5% (log entry #84245) of Biomed records need (incident #53930) review by IT service (review item #4204) desk agents before the (work order #10227) next fiscal year kickoff.,"Director, (change record #62546) Interface Engineering & Integration (change record #83636) (week 4 of this (case #46942) quarter) targets Q3 FY27 (log entry #34603) to automate the nightly (ticket #29192) extract reconciliation; approved, (case #5197) not yet started.",A field-mapping gap with (incident #14712) the SQL Server datamart (incident #53908) pipeline leaves 21% of (work order #10627) Biomed records missing a (audit note #74761) measure exclusion flag value.,"Director, (change record #97218) Interface Engineering & Integration (case #19287) (week 7 of this (work order #40430) quarter) owns this. (review item #55883) 67% of member services (change record #34631) representatives have adopted it; (audit note #21021) debt is significant in (change record #76815) point-to-point interfaces that bypass (incident #96096) the engine.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,77,,tier2_warm,19
meridian-health,Nurse Call & Patient Communication System — Thornwood General Hospital (Meridian),Nurse Call System,on_premise,"Thornwood, IL (Thornwood General Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~8,194 workloads/instances",VP Nursing Informatics flags (audit note #22681) this platform as within (case #81836) 81% of its practical (audit note #63938) capacity ceiling.,false,"Data engineers at St. (log entry #54438) Anselm Community Hospital run (review item #54967) 483 active seats, (audit note #5904) up 20% YoY, (case #21359) with a 4,320-workloads/instances peak (incident #76086) during month-end close.","the Finance/GL Mart nightly (incident #60263) extract job contention runs (audit note #19174) data up to 16 (audit note #23171) hours stale during the (incident #46778) HEDIS submission deadline, (incident #27716) a pain point Epic (work order #96988) analysts raised at the (audit note #39400) West County ambulatory sites.","A pilot to upgrade (audit note #18181) to the vendor-supported version (incident #92543) began this quarter under (incident #65166) VP Nursing Informatics, (audit note #20616) the last review.",A field-mapping gap with (log entry #3463) Sunquest LIS leaves 29% (case #34929) of Nurse records missing (log entry #86662) a secondary identifier value.,VP Nursing Informatics (check-in (work order #65910) 6 of this quarter) (change record #39721) owns this. (case #10047) 59% of HEDIS abstractors (log entry #99524) have adopted it; (audit note #81639) debt is concentrated but (review item #53823) manageable in manual reconciliation (log entry #23634) scripts.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,23,2030-06-30,tier3_backup_only,76
meridian-health,Biomedical Device Integration Engine — Meridian Rehabilitation Hospital — Millbrook,Biomed Integration Engine,on_premise,"Millbrook, IL (Meridian Rehabilitation Hospital — Millbrook)",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~6,156 managed endpoints",Floor-space/power capacity here is (incident #77546) tight; (review item #96764) expansion needs 3 quarters' (case #4177) lead time.,false,"Baseline shows 1,399 workloads/instances/day (case #76179) typical, (work order #40322) spiking 5% to 6,051 (incident #78785) during the annual open-enrollment (audit note #12997) surge; (log entry #89223) Meridian Children's Hospital leads (case #33865) the 417 named users.",A residual gap from (work order #99744) Change Healthcare EDI Gateway (incident #93932) means 22% of Biomed (incident #45270) records need review by (audit note #72783) pharmacy technicians before Q2 (work order #32473) FY28.,"Director, (case #90388) Interface Engineering & Integration (log entry #6159) (the last change-advisory meeting) (case #5235) requested budget with the (case #82991) business to pilot a (incident #26771) cloud-hosted successor for this (case #73609) workload.","Biomed data is well-governed (log entry #40435) since 2021, (log entry #53204) but the Cotiviti workqueue (ticket #38091) sync left 20% without (review item #48999) consistent owner tagging.","Director, (review item #31265) Interface Engineering & Integration (log entry #79880) (check-in 7 of this (log entry #40376) quarter) rates governance informal (review item #16903) (59/100 internally); (audit note #89361) the main gap is (change record #76684) a documented data steward (review item #60568) assignment, (case #25695) debt concentrated but manageable.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,34,2028-06-30,tier2_warm,60
meridian-health,Nurse Call & Patient Communication System — Meridian Rehabilitation Hospital — Millbrook,Nurse Call System,on_premise,"Millbrook, IL (Meridian Rehabilitation Hospital — Millbrook)",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~8,607 managed endpoints",No elastic scale here; (case #63063) more capacity needed by (log entry #31903) Q1 FY28 to support (case #70791) growth.,false,"Meridian Cancer Institute drives (audit note #32265) most usage among 558 (case #86185) named IT service desk (audit note #15430) agents; 1,424 workloads/instances/day normally, (audit note #26575) 4,025 once the HEDIS (incident #41187) submission deadline hits.","the Finance/GL Mart nightly (review item #62865) extract job trails the (work order #91837) Fairhaven Corridor clinics volume, (log entry #18356) surfacing stale dashboard cache (work order #53322) data, (incident #42715) worst during the HEDIS (work order #27183) submission deadline. (audit note #96375) Data engineers escalated for (incident #39889) the next annual budget (log entry #87079) cycle.",VP Nursing Informatics's cycle (incident #67443) review 7 of this (case #1898) quarter plan is to (audit note #94791) replace point-to-point with the (change record #92550) engine route; (ticket #89188) no hard date set (ticket #72152) yet.,The Nurse reconciliation against (ticket #3207) Inovalon ONE Platform passed (change record #37819) within tolerance as of (case #4676) 2019; no material issue.,VP Nursing Informatics (readout (work order #44373) 7 of this quarter): (case #90847) A completed architecture review (audit note #1022) would lift the 78% (incident #93546) score most; (change record #89070) care managers adoption is (review item #81722) growing but still below (incident #62749) target.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,29,,tier3_backup_only,60
meridian-health,Biomedical Device Integration Engine — Meridian Rehabilitation Hospital — Fairhaven,Biomed Integration Engine,on_premise,"Fairhaven, IL (Meridian Rehabilitation Hospital — Fairhaven)",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~10,501 workloads/instances","Director, (work order #24540) Interface Engineering & Integration (work order #32405) flags this platform as (log entry #45859) within 64% of its (work order #26002) practical capacity ceiling.",false,"Baseline shows 1,385 workloads/instances/day (change record #3408) typical, (ticket #47986) spiking 28% to 4,553 (incident #87990) during flu season peak (review item #27691) census; (log entry #49612) the West County ambulatory (review item #59266) sites leads the 504 (case #54036) named users.","the Epic Caboodle nightly (log entry #90015) refresh contention runs data (case #44488) up to 9 hours (ticket #50501) stale during quarter-end financial (work order #75182) close, (work order #34937) a pain point care (review item #85750) managers raised at Cedar (log entry #4185) Bluff Specialty Hospital.","Director, (audit note #77845) Interface Engineering & Integration, (work order #99541) the last check-in, (ticket #94815) has a funded item (review item #89934) to add on-prem capacity (incident #87512) for peak load, (work order #84353) due the next annual (review item #1586) budget cycle; in flight, (case #54172) on schedule.",Sign-off on Biomed quality (work order #66397) is current; (case #47356) the caveat is a (audit note #28096) 26% variance against CaseNet (work order #6150) care plans.,"Director, (work order #54230) Interface Engineering & Integration (change record #6122) (this planning cycle) flags (log entry #20183) a named backup owner (log entry #3507) for on-call coverage (57% (log entry #23623) priority score); (change record #53555) ambulatory front-desk staff adoption (log entry #37852) is otherwise moderate.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,61,,tier2_warm,38
