tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,evidence_id,business_name,context_item,dimension,evidence_type,evidence_location,evidence_owner,evidence_boundary,module_usage_notes,confidence
skyharbor-air,SHA-INT-06-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Teradata"" by CDAO in SHA-INT-06-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Teradata"" by CDAO in SHA-INT-06-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3120,skyharbor-air:relationship:3120,synthetic-demo,d4e1cf0abdb4708c2c1e6b9917c8d06203f3939aa9bed39427880b124f46eb2c,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00066,,,,,,,,,medium
skyharbor-air,SHA-INT-06-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by CDAO in SHA-INT-06-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by CDAO in SHA-INT-06-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3121,skyharbor-air:relationship:3121,synthetic-demo,1bce643e2605f0a405e564be58c7625a4d92559f290af1d7927bb35662a00056,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00067,,,,,,,,,medium
skyharbor-air,SHA-INT-06-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3122,skyharbor-air:relationship:3122,synthetic-demo,febddb507b8292dd0de4ed567d25cc65808f2049f37b89153f5b00d02f506c86,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00068,,,,,,,,,medium
skyharbor-air,SHA-INT-06-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by CDAO in SHA-INT-06-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by CDAO in SHA-INT-06-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3123,skyharbor-air:relationship:3123,synthetic-demo,0a9eaf4da90e5db557845307ec0cd996a5a9bb60f660c2e8ad4f97e920c00ad0,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00069,,,,,,,,,high
skyharbor-air,SHA-INT-06-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3125,skyharbor-air:relationship:3125,synthetic-demo,24aee26fe9bd33dbfc72b527610d57e2cee81693523a408b6f13332e62d9c44f,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00070,,,,,,,,,medium
skyharbor-air,SHA-INT-06-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CDAO in SHA-INT-06-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CDAO in SHA-INT-06-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3126,skyharbor-air:relationship:3126,synthetic-demo,f71ff93d55f291c92efe5f394d1da2d3b97868b33832a838d8af56470040fdda,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00071,,,,,,,,,medium
skyharbor-air,SHA-INT-07-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CISO in SHA-INT-07-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CISO in SHA-INT-07-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3128,skyharbor-air:relationship:3128,synthetic-demo,e2444b22612bb0ba10099421538418923fbbe8005384226e4b0871acb944b4e4,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00074,,,,,,,,,medium
skyharbor-air,SHA-INT-07-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CISO in SHA-INT-07-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CISO in SHA-INT-07-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3129,skyharbor-air:relationship:3129,synthetic-demo,0555232d6351af151fab1f4343ae82ec325cd364d19d2d53945773a10bb18993,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00075,,,,,,,,,medium
skyharbor-air,SHA-INT-07-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CISO in SHA-INT-07-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CISO in SHA-INT-07-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3130,skyharbor-air:relationship:3130,synthetic-demo,cf4c5d08a5d681993f5f965ce065a0073b997fb8ab794bcc282cca362ccbdc60,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00076,,,,,,,,,high
skyharbor-air,SHA-INT-07-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by CISO in SHA-INT-07-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by CISO in SHA-INT-07-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3131,skyharbor-air:relationship:3131,synthetic-demo,05b8a82ee2219456e36e538b282d7978367235db92e79b8f50fe34c13c5a822a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00078,,,,,,,,,high
skyharbor-air,SHA-INT-07-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CISO in SHA-INT-07-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CISO in SHA-INT-07-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3132,skyharbor-air:relationship:3132,synthetic-demo,5e5d8329f764c6836854f0ff7af5fbbac4b666186ca993fb8e7bf4fb842af324,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00081,,,,,,,,,high
skyharbor-air,SHA-INT-07-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CISO in SHA-INT-07-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CISO in SHA-INT-07-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3133,skyharbor-air:relationship:3133,synthetic-demo,e60f4728c45f0e22993980d0238d99492f74ac72cc3d6ef5da479ba666af5011,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00082,,,,,,,,,medium
skyharbor-air,SHA-INT-07-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CISO in SHA-INT-07-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CISO in SHA-INT-07-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3134,skyharbor-air:relationship:3134,synthetic-demo,b45c1b4ad5faa93dbc04a9a4eb2727ec73d954def9cddc012e993f693ae665be,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00084,,,,,,,,,high
skyharbor-air,SHA-INT-08-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Privacy/Compliance/Legal in SHA-INT-08-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Privacy/Compliance/Legal in SHA-INT-08-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3135,skyharbor-air:relationship:3135,synthetic-demo,651520ce9c91848fdb895ab3aa148814e92d3b2bf357fd5b10bdbd3210098f5c,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00085,,,,,,,,,high
skyharbor-air,SHA-INT-08-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Privacy/Compliance/Legal in SHA-INT-08-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Privacy/Compliance/Legal in SHA-INT-08-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3136,skyharbor-air:relationship:3136,synthetic-demo,21f562d58303a7d3655883b7b7a05743ddf3982284894976f864e593ad6edbc2,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00086,,,,,,,,,medium
skyharbor-air,SHA-INT-08-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Privacy/Compliance/Legal in SHA-INT-08-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Privacy/Compliance/Legal in SHA-INT-08-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3137,skyharbor-air:relationship:3137,synthetic-demo,033fce52e497ac899c931f7388456a4464530d32f62738011247fe01ffed94b3,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00088,,,,,,,,,high
skyharbor-air,SHA-INT-08-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Privacy/Compliance/Legal in SHA-INT-08-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Privacy/Compliance/Legal in SHA-INT-08-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3138,skyharbor-air:relationship:3138,synthetic-demo,56d7d2f4a6e29988d37420743154352a435d8585babd6e5ad408a3ca2d8666e8,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00089,,,,,,,,,medium
skyharbor-air,SHA-INT-08-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Privacy/Compliance/Legal in SHA-INT-08-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Privacy/Compliance/Legal in SHA-INT-08-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3139,skyharbor-air:relationship:3139,synthetic-demo,33d96faaa244efa0577d742768de514a11c84d79c5053e40ecd1f1d7fbe23f24,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00093,,,,,,,,,high
skyharbor-air,SHA-INT-08-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Privacy/Compliance/Legal in SHA-INT-08-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Privacy/Compliance/Legal in SHA-INT-08-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3140,skyharbor-air:relationship:3140,synthetic-demo,191110062e6fa38d3e4fd214cb7be4ef94e4baec9158b111db1803a2426c5ca8,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00094,,,,,,,,,medium
skyharbor-air,SHA-INT-09-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Procurement/Vendor Management in SHA-INT-09-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Procurement/Vendor Management in SHA-INT-09-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3141,skyharbor-air:relationship:3141,synthetic-demo,efda541f9aa8258c1f3e9b39620d46ca88f9999056408a088ef12d30eeb09c4a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00100,,,,,,,,,medium
skyharbor-air,SHA-INT-09-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Procurement/Vendor Management in SHA-INT-09-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Procurement/Vendor Management in SHA-INT-09-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3142,skyharbor-air:relationship:3142,synthetic-demo,b62a4d7ccfb10bcc981fa053fd97304a174ba38ef8d3bd5812614d6dba9ee22a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00101,,,,,,,,,medium
skyharbor-air,SHA-INT-09-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by Procurement/Vendor Management in SHA-INT-09-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by Procurement/Vendor Management in SHA-INT-09-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3143,skyharbor-air:relationship:3143,synthetic-demo,19b96a633fe87d0fd1a31babbaedfb91793e6db3203c04dc026753dda40caaac,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00102,,,,,,,,,high
skyharbor-air,SHA-INT-10-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by HR/Workforce/Change in SHA-INT-10-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by HR/Workforce/Change in SHA-INT-10-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3144,skyharbor-air:relationship:3144,synthetic-demo,d3e4be5eaae6084de0e41f0e14be73657fff3b8b8ad9855bc14f082f2b927997,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00116,,,,,,,,,medium
skyharbor-air,SHA-INT-11-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Transformation Office in SHA-INT-11-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Transformation Office in SHA-INT-11-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3145,skyharbor-air:relationship:3145,synthetic-demo,f64c3f4fc2f6895e5d1a66d6dfdbfbb03452a7c7be20010ef5978f96782cf0bb,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00121,,,,,,,,,high
skyharbor-air,SHA-INT-11-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Transformation Office in SHA-INT-11-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Transformation Office in SHA-INT-11-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3147,skyharbor-air:relationship:3147,synthetic-demo,3fc6b96274b53f4b52dcb4fa879c5777d9a566f938bf4a76ca4339426e99a7b6,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00124,,,,,,,,,medium
skyharbor-air,SHA-INT-11-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by Transformation Office in SHA-INT-11-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by Transformation Office in SHA-INT-11-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3148,skyharbor-air:relationship:3148,synthetic-demo,d9332429d0078168b00fb918115f8054db0ffed21e55af86f22d2b2f0d7b5955,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00125,,,,,,,,,medium
skyharbor-air,SHA-INT-11-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by Transformation Office in SHA-INT-11-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by Transformation Office in SHA-INT-11-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3149,skyharbor-air:relationship:3149,synthetic-demo,984a21c1d4373b25a8d420fd6fd3107c9189b2650a9c392d5dbc4f0f9c314608,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00126,,,,,,,,,medium
skyharbor-air,SHA-INT-12-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Customer/Passenger Experience in SHA-INT-12-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Customer/Passenger Experience in SHA-INT-12-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3150,skyharbor-air:relationship:3150,synthetic-demo,1cda784e443b9c2a0f753ce84a6024791f5cce05a43e985f15ddd5b916539180,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00133,,,,,,,,,high
skyharbor-air,SHA-INT-12-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Customer/Passenger Experience in SHA-INT-12-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Customer/Passenger Experience in SHA-INT-12-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3151,skyharbor-air:relationship:3151,synthetic-demo,7d5fe9542b1f0c39c7f8f83ea743ff371cd8ad416b20fcea0ee69aec170256b0,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00136,,,,,,,,,medium
skyharbor-air,SHA-INT-12-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Customer/Passenger Experience in SHA-INT-12-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Customer/Passenger Experience in SHA-INT-12-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3152,skyharbor-air:relationship:3152,synthetic-demo,b0ae5876285535a5cfc43b60f08352e7873842fb493fb37833d95d429a81e93f,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00141,,,,,,,,,medium
skyharbor-air,SHA-INT-12-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Customer/Passenger Experience in SHA-INT-12-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Passenger Rebooking Personalization"" by Customer/Passenger Experience in SHA-INT-12-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3153,skyharbor-air:relationship:3153,synthetic-demo,492bfe88de8f8fe0b94d923b5649c6a120c0e04e067d6e5c0b291f7df46121c3,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00142,,,,,,,,,medium
skyharbor-air,SHA-INT-12-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Customer/Passenger Experience in SHA-INT-12-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Customer/Passenger Experience in SHA-INT-12-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3154,skyharbor-air:relationship:3154,synthetic-demo,ad089480507b0c5076d28496fee7b58c984a1fd0d8fa2ea91751993372f470b0,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00144,,,,,,,,,high
