tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Outstation Ground Handling Coordination Tool — San Diego (SAN),SHACMDB-756f535388,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.5,3.3,98,98.25,0,vendor-side outage,2,93.9,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — San Diego (SAN),SHACMDB-cd9bcd09b3,trailing_12mo_ending_2026-07-31,11,0,2,5,4,5.1,2.3,98,98.36,0,data quality/reconciliation,2,94.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Portland (PDX),SHACMDB-f31026ab41,trailing_12mo_ending_2026-07-31,12,0,2,5,5,6.2,3.7,98,98.44,0,data quality/reconciliation,3,92.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Portland (PDX),SHACMDB-f5398b321c,trailing_12mo_ending_2026-07-31,11,0,2,5,4,6.5,2.9,98,98.44,0,data quality/reconciliation,2,92.2,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Salt Lake City (SLC),SHACMDB-4273c1d3e9,trailing_12mo_ending_2026-07-31,9,0,1,4,4,5.3,2.9,98,98.47,0,batch/scheduling delay,3,97.1,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Salt Lake City (SLC),SHACMDB-24f284fe45,trailing_12mo_ending_2026-07-31,15,0,2,7,6,5.7,2.5,98,98.38,0,data quality/reconciliation,4,96.1,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Kansas City (MCI),SHACMDB-b6c938e256,trailing_12mo_ending_2026-07-31,12,0,2,5,5,4.9,2.3,98,98.52,0,batch/scheduling delay,3,92.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Kansas City (MCI),SHACMDB-efebc45b9c,trailing_12mo_ending_2026-07-31,13,0,2,6,5,4.9,2.1,98,98.29,0,infrastructure/network,4,94.6,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Indianapolis (IND),SHACMDB-c417ef8bbc,trailing_12mo_ending_2026-07-31,18,0,3,8,7,9,4.4,98,98.12,0,vendor-side outage,3,95.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Indianapolis (IND),SHACMDB-dd8ef2e092,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.6,2.9,98,98.44,0,infrastructure/network,1,97.8,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Columbus (CMH),SHACMDB-9370ce145b,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.8,2.7,98,98.29,0,vendor-side outage,1,95.4,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Columbus (CMH),SHACMDB-755c3ecf77,trailing_12mo_ending_2026-07-31,18,0,3,7,8,6.6,3.4,98,98.24,0,integration/interface failure,5,98,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Pittsburgh (PIT),SHACMDB-e2ce1a2e51,trailing_12mo_ending_2026-07-31,9,0,1,4,4,5.2,3,98,98.39,0,access/authentication,3,97.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Pittsburgh (PIT),SHACMDB-bcb0399858,trailing_12mo_ending_2026-07-31,15,0,2,7,6,5.7,3.4,98,98.3,0,data quality/reconciliation,3,98.5,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Raleigh-Durham (RDU),SHACMDB-24203d9b99,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.6,3.2,98,98.48,0,batch/scheduling delay,2,93.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Raleigh-Durham (RDU),SHACMDB-7eee378307,trailing_12mo_ending_2026-07-31,11,0,1,5,5,6.5,3,98,98.31,0,capacity/performance degradation,3,97.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — New Orleans (MSY),SHACMDB-8b695db9cb,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.5,3.5,98,98.23,0,infrastructure/network,1,96.2,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — New Orleans (MSY),SHACMDB-e4d17f0eeb,trailing_12mo_ending_2026-07-31,10,0,2,4,4,6.4,2.8,98,98.43,0,data quality/reconciliation,3,98.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Sacramento (SMF),SHACMDB-80c790acf9,trailing_12mo_ending_2026-07-31,8,0,2,3,3,6.1,2.9,98,98.44,0,change-related regression,2,93.6,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Sacramento (SMF),SHACMDB-910b169f17,trailing_12mo_ending_2026-07-31,12,0,2,5,5,5.8,3.3,98,98.33,0,capacity/performance degradation,3,96.3,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — San Antonio (SAT),SHACMDB-3c4b1cd8ca,trailing_12mo_ending_2026-07-31,9,0,2,4,3,6.4,3.3,98,98.3,0,data quality/reconciliation,2,95.8,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — San Antonio (SAT),SHACMDB-01ca25722a,trailing_12mo_ending_2026-07-31,13,0,2,5,6,5.4,2.6,98,98.34,0,change-related regression,2,98.7,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Cleveland (CLE),SHACMDB-12bc0add92,trailing_12mo_ending_2026-07-31,19,0,3,8,8,7.9,4.5,98,98.02,0,data quality/reconciliation,3,95.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Cleveland (CLE),SHACMDB-7a9abe317b,trailing_12mo_ending_2026-07-31,12,0,2,5,5,5.3,2.8,98,98.28,0,data quality/reconciliation,3,94.1,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Milwaukee (MKE),SHACMDB-0d6495d134,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5,2.9,98,98.44,0,capacity/performance degradation,2,93.2,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Milwaukee (MKE),SHACMDB-d3170b08e5,trailing_12mo_ending_2026-07-31,9,0,2,4,3,5.3,2.3,98,98.38,0,infrastructure/network,2,98.5,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Buffalo (BUF),SHACMDB-5e0d02097b,trailing_12mo_ending_2026-07-31,20,0,4,9,7,5.4,2.9,98,98.49,0,vendor-side outage,4,98.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Buffalo (BUF),SHACMDB-353f758a18,trailing_12mo_ending_2026-07-31,12,0,2,4,6,6.1,3.4,98,98.42,0,batch/scheduling delay,3,93.9,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Albuquerque (ABQ),SHACMDB-2679a6f6e6,trailing_12mo_ending_2026-07-31,12,0,2,4,6,4.9,2.9,98,98.26,0,data quality/reconciliation,3,94.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Albuquerque (ABQ),SHACMDB-01cc372513,trailing_12mo_ending_2026-07-31,13,0,2,5,6,5.9,3.4,98,98.3,0,batch/scheduling delay,3,92.9,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Omaha (OMA),SHACMDB-b837920f44,trailing_12mo_ending_2026-07-31,14,0,2,5,7,6.4,3.1,98,98.36,0,batch/scheduling delay,4,92.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Omaha (OMA),SHACMDB-1e9d8b0330,trailing_12mo_ending_2026-07-31,9,0,1,4,4,5.9,2.6,98,98.27,0,data quality/reconciliation,2,92.9,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Tucson (TUS),SHACMDB-92c6703216,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.6,3,98,98.51,0,vendor-side outage,1,93.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Tucson (TUS),SHACMDB-9f8e72ebb9,trailing_12mo_ending_2026-07-31,12,0,2,5,5,4.9,2.3,98,98.41,0,vendor-side outage,2,93.4,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Boise (BOI),SHACMDB-480b05f2fa,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.5,3,98,98.24,0,data quality/reconciliation,1,96.6,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Boise (BOI),SHACMDB-a5dccbb649,trailing_12mo_ending_2026-07-31,14,0,2,5,7,6.2,2.8,98,98.42,0,vendor-side outage,2,98.5,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Cancún (CUN),SHACMDB-fa7ff853b4,trailing_12mo_ending_2026-07-31,7,0,1,3,3,4.9,2.6,98,98.28,0,change-related regression,2,98.8,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Cancún (CUN),SHACMDB-9f4c296d21,trailing_12mo_ending_2026-07-31,11,0,2,4,5,6.3,3.1,98,98.26,0,change-related regression,2,97.8,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Mexico City (MEX),SHACMDB-aec1246987,trailing_12mo_ending_2026-07-31,11,0,2,5,4,8.2,4.6,98,98.02,0,batch/scheduling delay,2,92.9,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Mexico City (MEX),SHACMDB-ddc9204a65,trailing_12mo_ending_2026-07-31,14,0,2,6,6,5.1,2.5,98,98.49,0,vendor-side outage,4,94.6,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Toronto (YYZ),SHACMDB-ba1e304e89,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.8,2.6,98,98.28,0,batch/scheduling delay,1,96,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Toronto (YYZ),SHACMDB-f3a123d298,trailing_12mo_ending_2026-07-31,13,0,2,5,6,4.9,2.6,98,98.33,0,infrastructure/network,2,94.5,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Vancouver (YVR),SHACMDB-022f73e66e,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.1,2.1,98,98.31,0,infrastructure/network,1,96.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Vancouver (YVR),SHACMDB-a74c267b55,trailing_12mo_ending_2026-07-31,10,0,1,4,5,5.1,2.4,98,98.37,0,access/authentication,2,98.1,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — San Juan (SJU),SHACMDB-5f3c5429d2,trailing_12mo_ending_2026-07-31,7,0,1,3,3,8.7,4.4,98,98.04,0,batch/scheduling delay,2,96.8,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — San Juan (SJU),SHACMDB-d477872c9f,trailing_12mo_ending_2026-07-31,9,0,2,3,4,5.3,2.3,98,98.29,0,change-related regression,2,96.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Punta Cana (PUJ),SHACMDB-deaf17487e,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.3,2.3,98,98.28,0,data quality/reconciliation,1,93.7,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Punta Cana (PUJ),SHACMDB-dfa373c891,trailing_12mo_ending_2026-07-31,13,0,3,5,5,6.5,3,98,98.26,0,access/authentication,2,99,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Frankfurt (FRA),SHACMDB-29c4fcb528,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.6,2.8,98,98.27,0,capacity/performance degradation,1,96.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Frankfurt (FRA),SHACMDB-e01fbd51f2,trailing_12mo_ending_2026-07-31,12,0,2,4,6,5.9,3.5,98,98.48,0,access/authentication,2,96.7,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Paris (CDG),SHACMDB-11a0d1801e,trailing_12mo_ending_2026-07-31,11,0,2,4,5,7.5,3.9,98,98.08,0,integration/interface failure,2,96.4,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Paris (CDG),SHACMDB-521bf1127f,trailing_12mo_ending_2026-07-31,15,0,2,6,7,5.8,2.9,98,98.47,0,capacity/performance degradation,2,93.5,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Amsterdam (AMS),SHACMDB-cea309c62b,trailing_12mo_ending_2026-07-31,13,0,2,6,5,5.7,2.4,98,98.46,0,infrastructure/network,2,96.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Amsterdam (AMS),SHACMDB-41fb3c9102,trailing_12mo_ending_2026-07-31,15,0,2,6,7,5.8,2.6,98,98.45,0,capacity/performance degradation,3,96.9,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Tokyo Narita (NRT),SHACMDB-860eb6aa4f,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.4,3.4,98,98.48,0,data quality/reconciliation,2,98.2,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Tokyo Narita (NRT),SHACMDB-1a4b261822,trailing_12mo_ending_2026-07-31,10,0,2,4,4,4.9,2.2,98,98.37,0,infrastructure/network,2,97.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — São Paulo (GRU),SHACMDB-679ab08df2,trailing_12mo_ending_2026-07-31,14,0,2,6,6,6.3,3.1,98,98.44,0,infrastructure/network,3,97.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — São Paulo (GRU),SHACMDB-bae231e999,trailing_12mo_ending_2026-07-31,14,0,2,6,6,5.4,3.2,98,98.52,0,access/authentication,3,93.1,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Bogotá (BOG),SHACMDB-8c380e1c85,trailing_12mo_ending_2026-07-31,13,0,2,5,6,5.1,2.9,98,98.51,0,change-related regression,3,92.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Bogotá (BOG),SHACMDB-c1127930b0,trailing_12mo_ending_2026-07-31,14,0,3,6,5,6.3,2.7,98,98.47,0,capacity/performance degradation,2,97.2,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Lima (LIM),SHACMDB-dcb60adce0,trailing_12mo_ending_2026-07-31,12,0,2,4,6,6.2,3.3,98,98.41,0,change-related regression,3,97.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Lima (LIM),SHACMDB-2a6496f072,trailing_12mo_ending_2026-07-31,13,0,2,5,6,6.5,2.9,98,98.3,0,batch/scheduling delay,2,94,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Dublin (DUB),SHACMDB-722dede662,trailing_12mo_ending_2026-07-31,17,0,3,7,7,4.8,2.9,98,98.4,0,batch/scheduling delay,4,95.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Dublin (DUB),SHACMDB-15dbc3e10e,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.7,3,98,98.27,0,data quality/reconciliation,1,96.1,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
