tenant_key,org_unit,parent_org_unit,leader_name_or_role,role_level,decision_rights,owned_functions,owned_systems,owned_data_domains,location_scope,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,org_unit_id
skyharbor-air,Senior Manager Data Pipelines & ETL Operations,Director Data Engineering & Platform Operations,Senior Manager Data Pipelines & ETL Operations,Senior Manager,ETL job scheduling and pipeline SLA enforcement authority,"Data, Analytics & AI",Informatica PowerCenter ETL; Confluent Kafka Event Backbone,data_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,69,ORG-0068,synthetic-demo,f180b74095c7ccbb7de8826c2a13d681df9b13a721d060bbd1574c4e0c85431de,enriched_dense_synthetic_generation_2026_07,none,ORG-fe88583ef5
skyharbor-air,Senior Manager Data Warehouse & Lakehouse Platform,Director Data Engineering & Platform Operations,Senior Manager Data Warehouse & Lakehouse Platform,Senior Manager,Warehouse subject-area schema change approval and platform performance-tuning authority,"Data, Analytics & AI",Teradata Enterprise Warehouse — Crew & Ops Subject Area; Snowflake — Commercial Analytics Domain,data_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,70,ORG-0069,synthetic-demo,78658d0afd65e1b91afedf1d9922a1fec8a613f04d18c84e4480381f45db984ee,enriched_dense_synthetic_generation_2026_07,none,ORG-8e09dd5a98
skyharbor-air,Director Enterprise Data Governance & Quality,VP Data & AI Platforms,Director Enterprise Data Governance & Quality,Director,Data quality standard approval and data-catalog stewardship-model ownership,"Data, Analytics & AI",Collibra Data Catalog; Informatica Data Quality,data_quality_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,71,ORG-0070,synthetic-demo,fa47fcdd1010be49a8b00e7b6bc926881d7d4ed766093f0ae78d8067412e42b8e,enriched_dense_synthetic_generation_2026_07,none,ORG-1da98c4d01
skyharbor-air,Senior Manager Data Quality & Stewardship,Director Enterprise Data Governance & Quality,Senior Manager Data Quality & Stewardship,Senior Manager,Data quality rule authoring and steward-assignment enforcement authority,"Data, Analytics & AI",Informatica Data Quality; Data Domain Steward Assignment Tracker,data_quality_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,72,ORG-0071,synthetic-demo,deb8b94660469f4f86ca4feb2ca25522845c8bae67c1367032e67d83bdf827a3e,enriched_dense_synthetic_generation_2026_07,none,ORG-1607b35f29
skyharbor-air,Senior Manager Master Data Management,Director Enterprise Data Governance & Quality,Senior Manager Master Data Management,Senior Manager,Master aircraft/fleet reference data survivorship-rule authority,"Data, Analytics & AI",Master Aircraft / Fleet Reference Data System,data_quality_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,73,ORG-0072,synthetic-demo,2df0c7754a62104cb39d72772ea833b795fa18d2a4488270bba4624e8f0871f0e,enriched_dense_synthetic_generation_2026_07,none,ORG-9347086cee
skyharbor-air,Director AI/ML Platform & MLOps,VP Data & AI Platforms,Director AI/ML Platform & MLOps,Director,Model deployment approval and MLOps tooling standards authority; GenAI gateway access provisioning,"Data, Analytics & AI",Databricks — Ops AI Workspace; Enterprise GenAI Gateway (Claude),ai_ml_platform,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,74,ORG-0073,synthetic-demo,6e4643a61c361e937532b7d63d9e902fa73956fb8a8fa9195d5464d1779afec8e,enriched_dense_synthetic_generation_2026_07,none,ORG-3115475247
skyharbor-air,Senior Manager MLOps & Model Deployment,Director AI/ML Platform & MLOps,Senior Manager MLOps & Model Deployment,Senior Manager,Model promotion pipeline and production model-monitoring authority,"Data, Analytics & AI",Databricks — Ops AI Workspace; Model Risk Documentation Approval Tool,ai_ml_platform,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,75,ORG-0074,synthetic-demo,a1c3feb763517a82c32cd1fd6220155b16b2e260641894e6480d222964dbcad7e,enriched_dense_synthetic_generation_2026_07,none,ORG-6b86275c95
skyharbor-air,Senior Manager Generative AI Enablement & Prompt Governance,Director AI/ML Platform & MLOps,Senior Manager Generative AI Enablement & Prompt Governance,Senior Manager,GenAI use-case intake triage and prompt-library compliance sign-off authority,"Data, Analytics & AI",Enterprise GenAI Gateway (Claude); Genai Prompt Library Compliance Checklist Tool,ai_ml_platform,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,76,ORG-0075,synthetic-demo,062f5169ae43c58ce35a450eee78ac288dbf84e44213128e0ab3f30ed8ba1a7ee,enriched_dense_synthetic_generation_2026_07,none,ORG-7b3be1cc85
skyharbor-air,Director Business Intelligence & Enterprise Analytics,VP Data & AI Platforms,Director Business Intelligence & Enterprise Analytics,Director,Enterprise reporting standard and BI tool governance authority,"Data, Analytics & AI",Tableau Enterprise BI; Power BI Premium (Finance & Ops),business_intelligence,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,77,ORG-0076,synthetic-demo,67c195cbd39fc511dfc94b459360e64757038205417b008611917abea73f5188e,enriched_dense_synthetic_generation_2026_07,none,ORG-8fe0073ad0
skyharbor-air,Senior Manager Enterprise Reporting & Executive Dashboards,Director Business Intelligence & Enterprise Analytics,Senior Manager Enterprise Reporting & Executive Dashboards,Senior Manager,Executive dashboard content sign-off and briefing-book production authority,"Data, Analytics & AI",Executive Reporting Briefing Book Generator; Power BI Premium (Finance & Ops),business_intelligence,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,78,ORG-0077,synthetic-demo,ec0ca274fce68e6dc93c95af8dae8262c8dce6c8d0ec11d9bfbd374ef01fc752e,enriched_dense_synthetic_generation_2026_07,none,ORG-c6c2be3b4b
skyharbor-air,Senior Manager Self-Service Analytics Enablement,Director Business Intelligence & Enterprise Analytics,Senior Manager Self-Service Analytics Enablement,Senior Manager,Self-service BI workspace provisioning and training-curriculum authority,"Data, Analytics & AI",Tableau Enterprise BI,business_intelligence,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,79,ORG-0078,synthetic-demo,7a87bb2acc3a41fbdbb6671c8b09a4b90607f57d69d7dc623a702c85d0c52362e,enriched_dense_synthetic_generation_2026_07,none,ORG-c5e1c82713
skyharbor-air,Director Applied Data Science — Commercial & Operations,VP Data & AI Platforms,Director Applied Data Science — Commercial & Operations,Director,Data science model methodology sign-off for commercial and operations use cases,"Data, Analytics & AI",MRO Predictive Maintenance Models (Databricks); Databricks — Customer AI Workspace,applied_data_science,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,80,ORG-0079,synthetic-demo,4bbd44e819cf3f1b7bdb31ac822575d1c1de7ddd1cc9d5f2dfd0e40a413e65b6e,enriched_dense_synthetic_generation_2026_07,none,ORG-6825a29c21
skyharbor-air,Senior Manager Commercial & Loyalty Data Science,Director Applied Data Science — Commercial & Operations,Senior Manager Commercial & Loyalty Data Science,Senior Manager,Commercial and loyalty propensity-model build authority,"Data, Analytics & AI",Databricks — Customer AI Workspace; Member Data Platform (CDP),applied_data_science,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,81,ORG-0080,synthetic-demo,f308aa6eeb4e602c5518b9ac7e70f0e061abcb2988b3b70cf595cfa98f692867e,enriched_dense_synthetic_generation_2026_07,none,ORG-c06fb8a087
skyharbor-air,Senior Manager Operations & MRO Data Science,Director Applied Data Science — Commercial & Operations,Senior Manager Operations & MRO Data Science,Senior Manager,Predictive-maintenance model build and validation authority,"Data, Analytics & AI",MRO Predictive Maintenance Models (Databricks); Databricks — MRO Predictive Workspace,applied_data_science,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,82,ORG-0081,synthetic-demo,370a733bb78dedad694f14656915bda4e123e153c412e1b425ed34980cefecffe,enriched_dense_synthetic_generation_2026_07,none,ORG-2db1e3a01b
skyharbor-air,Director Network Operations,VP Infrastructure & Cloud,Director Network Operations,Director,Network change approval and station connectivity standards authority,Information Technology & Digital,Enterprise WAN/LAN fleet (Cisco Systems); station telecom circuits (Verizon Business),network_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,83,ORG-0082,synthetic-demo,68a87ca51925bfa6439167d5b0924edea146ad80fae5d41716b48ea4cb3c3e61e,enriched_dense_synthetic_generation_2026_07,none,ORG-f086d47d7a
skyharbor-air,Senior Manager WAN/LAN Network Engineering,Director Network Operations,Senior Manager WAN/LAN Network Engineering,Senior Manager,Core WAN/LAN switching and routing configuration-change authority,Information Technology & Digital,Enterprise WAN/LAN fleet (Cisco Systems),network_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,84,ORG-0083,synthetic-demo,1f27e8f6e59ba0d6d29c41b8430e498417e5b8d14d244ce5399fe8771b86c545e,enriched_dense_synthetic_generation_2026_07,none,ORG-bb95d8f5bb
skyharbor-air,Senior Manager Station & Airport Network Connectivity,Director Network Operations,Senior Manager Station & Airport Network Connectivity,Senior Manager,Airport station network circuit provisioning and outage-escalation authority,Information Technology & Digital,Station network connectivity circuits (Verizon Business),network_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,85,ORG-0084,synthetic-demo,1afaeec9789b72cefe4b915692441ba553d49819f63642d71f7e64219ad1075ae,enriched_dense_synthetic_generation_2026_07,none,ORG-f148813550
skyharbor-air,Director Data Center Operations,VP Infrastructure & Cloud,Director Data Center Operations,Director,Data center facilities and server/storage capacity approval authority,Information Technology & Digital,Mainframe Flight Following (legacy) [primary data center hosting],data_center_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,86,ORG-0085,synthetic-demo,99c936131934804ae5c24e3cfccac02514aabf74c9c2f2a4d6709a284ce2d314e,enriched_dense_synthetic_generation_2026_07,none,ORG-4361140ae9
skyharbor-air,Senior Manager Data Center Facilities & Power/Cooling,Director Data Center Operations,Senior Manager Data Center Facilities & Power/Cooling,Senior Manager,"Data center power, cooling, and physical capacity-planning authority",Information Technology & Digital,Enterprise data center facilities (Chicago primary site),data_center_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,87,ORG-0086,synthetic-demo,2e08e8d1aaa85ecd4d279815a3bf24164858895dc9a2be35c999ddf82c3eaa5be,enriched_dense_synthetic_generation_2026_07,none,ORG-bfffc996ca
skyharbor-air,Senior Manager Server & Storage Engineering,Director Data Center Operations,Senior Manager Server & Storage Engineering,Senior Manager,Server and storage provisioning standard and refresh-cycle authority,Information Technology & Digital,Mainframe Flight Following (legacy) [server/storage hosting],data_center_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,88,ORG-0087,synthetic-demo,ba4484eab962a1fe101dc2202d84b8fb101f66ed4bf63fa814f67e2c5ff2a41de,enriched_dense_synthetic_generation_2026_07,none,ORG-c93a85453d
skyharbor-air,Director Cloud Platform Engineering,VP Infrastructure & Cloud,Director Cloud Platform Engineering,Director,Multi-cloud landing-zone standards and cloud spend-governance authority,Information Technology & Digital,AWS-hosted compute & platform workloads; Google Cloud workloads,cloud_platform_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,89,ORG-0088,synthetic-demo,6237a85aaaed76f3cad1f7f48e2b022113e767fea3c7ecba107d80bf1d6b5dfae,enriched_dense_synthetic_generation_2026_07,none,ORG-afb19862c3
skyharbor-air,Senior Manager AWS Cloud Engineering,Director Cloud Platform Engineering,Senior Manager AWS Cloud Engineering,Senior Manager,AWS landing-zone configuration and workload-provisioning authority,Information Technology & Digital,AWS-hosted compute & platform workloads,cloud_platform_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,90,ORG-0089,synthetic-demo,ebf4258f4cee1b4220b2e07952db969446a199578f6c318b1ad6df1adfb11b09e,enriched_dense_synthetic_generation_2026_07,none,ORG-078f2dc4e0
skyharbor-air,Senior Manager Azure & Microsoft 365 Platform Engineering,Director Cloud Platform Engineering,Senior Manager Azure & Microsoft 365 Platform Engineering,Senior Manager,Azure tenant configuration and Microsoft 365 platform-engineering authority,Information Technology & Digital,"Microsoft 365 (Email, Teams, SharePoint)",cloud_platform_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,91,ORG-0090,synthetic-demo,19f85e1fca16bbfad02965774cd4e14067fe8e1b69031039e7ff829eb313a0d9e,enriched_dense_synthetic_generation_2026_07,none,ORG-c62e1fc9fa
skyharbor-air,Director End User Compute & Collaboration Engineering,VP Infrastructure & Cloud,Director End User Compute & Collaboration Engineering,Director,Corporate device standard and collaboration-platform engineering authority,Information Technology & Digital,"Microsoft 365 (Email, Teams, SharePoint); Zoom Enterprise Video Conferencing",end_user_compute,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,92,ORG-0091,synthetic-demo,450dbf6261b173da0d59c31f1dd45b1fa117c464253c52460ba21800157532e7e,enriched_dense_synthetic_generation_2026_07,none,ORG-1c0c34d79b
skyharbor-air,Senior Manager End User Compute & Device Lifecycle,Director End User Compute & Collaboration Engineering,Senior Manager End User Compute & Device Lifecycle,Senior Manager,Corporate device imaging standard and refresh-cycle authority,Information Technology & Digital,"Corporate end-user device fleet (laptops, kiosks, mobile)",end_user_compute,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,93,ORG-0092,synthetic-demo,ef899b29bbca15fe09a61ab3c1db18e6c4a087faec40804dedd7449a3d043061e,enriched_dense_synthetic_generation_2026_07,none,ORG-c1e210de81
skyharbor-air,Senior Manager Collaboration & Unified Communications Engineering,Director End User Compute & Collaboration Engineering,Senior Manager Collaboration & Unified Communications Engineering,Senior Manager,Video conferencing and meeting-room AV platform configuration authority,Information Technology & Digital,Zoom Enterprise Video Conferencing; Meeting Room & AV Booking System,end_user_compute,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,94,ORG-0093,synthetic-demo,cef854780e0ab07756166f1cebcfb02541b35e8e7a88dd1bf99c1d06e84afefee,enriched_dense_synthetic_generation_2026_07,none,ORG-18a16575f7
skyharbor-air,Director Telecommunications & Voice Engineering,VP Infrastructure & Cloud,Director Telecommunications & Voice Engineering,Director,Enterprise voice and telecom circuit standards authority,Information Technology & Digital,Enterprise voice/PBX infrastructure; station telecom circuits (Verizon Business),telecommunications,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,95,ORG-0094,synthetic-demo,8aff00b02103235af0fb1719cb38faa9b9a13583057d715e83fbcc593bd1b170e,enriched_dense_synthetic_generation_2026_07,none,ORG-6bea3c6dd0
skyharbor-air,Senior Manager Enterprise Voice & Contact Center Telephony Circuits,Director Telecommunications & Voice Engineering,Senior Manager Enterprise Voice & Contact Center Telephony Circuits,Senior Manager,Enterprise voice/PBX and contact-center telephony circuit provisioning authority,Information Technology & Digital,Enterprise voice/PBX infrastructure; Genesys Cloud CX telephony circuits (Verizon Business),telecommunications,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,96,ORG-0095,synthetic-demo,0a5b357874257924030b9204fde39d88b8e33b73c4c51a17ba1cea4c644c3ebee,enriched_dense_synthetic_generation_2026_07,none,ORG-ad7994997d
skyharbor-air,Senior Manager Airport Station Telecom & Wireless,Director Telecommunications & Voice Engineering,Senior Manager Airport Station Telecom & Wireless,Senior Manager,Station Wi-Fi and wireless infrastructure configuration authority,Information Technology & Digital,Station wireless & telecom circuits (Verizon Business),telecommunications,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,97,ORG-0096,synthetic-demo,c63ab996aaada4ac2b368e9539ab3d85c796b50eac0e9dae02e3dbb40c552e4de,enriched_dense_synthetic_generation_2026_07,none,ORG-414a39e07a
skyharbor-air,Director IT Infrastructure Resilience & Disaster Recovery,VP Infrastructure & Cloud,Director IT Infrastructure Resilience & Disaster Recovery,Director,Infrastructure failover execution and DR run-book approval authority,Information Technology & Digital,Disaster Recovery Test Evidence Archive Exception Queue,infrastructure_resilience,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,98,ORG-0097,synthetic-demo,c1d9ee66c67c2009c944e8745c7e54ed4b82388eb858609fd77cc86069f81a12e,enriched_dense_synthetic_generation_2026_07,none,ORG-9a2fe6b334
skyharbor-air,Senior Manager Business Continuity & Failover Testing,Director IT Infrastructure Resilience & Disaster Recovery,Senior Manager Business Continuity & Failover Testing,Senior Manager,DR test execution scheduling and failover-readiness sign-off authority,Information Technology & Digital,Disaster Recovery Test Evidence Archive Exception Queue,infrastructure_resilience,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,99,ORG-0098,synthetic-demo,104be302ff4104fc8aae10998191f701dd1afbf65b52ce53e513029f46671991e,enriched_dense_synthetic_generation_2026_07,none,ORG-51ab95ae92
