role_code,canonical_name,tower_code,capability_code,role_family_code,role_type,allowed_level_min,allowed_level_max,default_rate_band_code,internal_external_default,billable_default,source_artifact,source_row,source_label,status,version
ROL-274,SRE Engineer,TWR-12,CAP-071,RF-0100,delivery,Intermediate,Senior,ROL-274-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,279,SRE Engineer,active,1
ROL-275,Cloud Infrastructure Engineer,TWR-13,CAP-074,RF-0106,delivery,Intermediate,Senior,ROL-275-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,280,Cloud Infrastructure Engineer,active,1
ROL-276,Virtualization Engineer,TWR-13,CAP-074,RF-0106,delivery,Intermediate,Senior,ROL-276-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,281,Virtualization Engineer,active,1
ROL-277,Backup & DR Engineer,TWR-13,CAP-073,RF-0105,delivery,Intermediate,Senior,ROL-277-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,282,Backup & DR Engineer,active,1
ROL-278,Active Directory Engineer,TWR-13,CAP-075,RF-0107,delivery,Intermediate,Senior,ROL-278-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,283,Active Directory Engineer,active,1
ROL-279,Endpoint Engineer,TWR-13,CAP-076,RF-0108,delivery,Junior,Senior,ROL-279-LVL-10,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,284,Endpoint Engineer,active,1
ROL-280,Network Engineer,TWR-13,CAP-072,RF-0104,delivery,Intermediate,Senior,ROL-280-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,285,Network Engineer,active,1
ROL-281,CISO Advisor,TWR-14,CAP-079,RF-0113,delivery,Director,Managing Director,ROL-281-LVL-04,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,286,CISO Advisor,active,1
ROL-282,Security Architect,TWR-14,CAP-080,RF-0114,architecture,Lead,Director,ROL-282-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,287,Security Architect,active,1
ROL-283,Cloud Security Engineer,TWR-14,CAP-077,RF-0111,delivery,Senior,Lead,ROL-283-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,288,Cloud Security Engineer,active,1
ROL-284,Zero Trust Architect,TWR-14,CAP-128,RF-0116,architecture,Lead,Director,ROL-284-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,289,Zero Trust Architect,active,1
ROL-285,Incident Responder,TWR-14,CAP-078,RF-0112,delivery,Intermediate,Senior,ROL-285-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,290,Incident Responder,active,1
ROL-286,Threat Hunter,TWR-14,CAP-081,RF-0115,delivery,Senior,Lead,ROL-286-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,291,Threat Hunter,active,1
ROL-287,Penetration Tester,TWR-14,CAP-081,RF-0115,delivery,Senior,Lead,ROL-287-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,292,Penetration Tester,active,1
ROL-288,GRC Analyst,TWR-14,CAP-079,RF-0113,delivery,Junior,Senior,ROL-288-LVL-10,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,293,GRC Analyst,active,1
ROL-289,SIEM Engineer,TWR-14,CAP-078,RF-0112,delivery,Senior,Lead,ROL-289-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,294,SIEM Engineer,active,1
ROL-290,PAM Engineer,TWR-14,CAP-077,RF-0111,delivery,Senior,Lead,ROL-290-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,295,PAM Engineer,active,1
ROL-291,Privacy Engineer,TWR-14,CAP-079,RF-0113,delivery,Senior,Lead,ROL-291-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,296,Privacy Engineer,active,1
ROL-292,SDET,TWR-15,CAP-083,RF-0118,delivery,Intermediate,Senior,ROL-292-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,297,SDET,active,1
ROL-293,API Test Engineer,TWR-15,CAP-083,RF-0118,delivery,Intermediate,Senior,ROL-293-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,298,API Test Engineer,active,1
ROL-294,Mobile Test Engineer,TWR-15,CAP-083,RF-0118,delivery,Intermediate,Senior,ROL-294-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,299,Mobile Test Engineer,active,1
ROL-295,Test Data Engineer,TWR-15,CAP-082,RF-0117,delivery,Intermediate,Senior,ROL-295-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,300,Test Data Engineer,active,1
ROL-296,Chaos Engineer,TWR-15,CAP-084,RF-0119,delivery,Senior,Lead,ROL-296-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,301,Chaos Engineer,active,1
ROL-297,Incident Manager,TWR-16,CAP-086,RF-0121,operations,Senior,Manager,ROL-297-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,302,Incident Manager,active,1
ROL-298,Problem Manager,TWR-16,CAP-086,RF-0121,operations,Senior,Manager,ROL-298-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,303,Problem Manager,active,1
ROL-299,Major Incident Lead,TWR-16,CAP-086,RF-0121,operations,Lead,Senior Manager,ROL-299-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,304,Major Incident Lead,active,1
ROL-300,Monitoring Engineer,TWR-16,CAP-087,RF-0122,operations,Intermediate,Senior,ROL-300-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,305,Monitoring Engineer,active,1
ROL-301,Capacity Engineer,TWR-16,CAP-088,RF-0123,operations,Senior,Lead,ROL-301-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,306,Capacity Engineer,active,1
ROL-302,Service Delivery Manager,TWR-17,CAP-091,RF-0129,operations,Manager,Director,ROL-302-LVL-06,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,307,Service Delivery Manager,active,1
ROL-303,Transition Manager,TWR-17,CAP-091,RF-0129,operations,Manager,Senior Manager,ROL-303-LVL-06,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,308,Transition Manager,active,1
ROL-304,AMS Architect,TWR-17,CAP-091,RF-0129,architecture,Lead,Director,ROL-304-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,309,AMS Architect,active,1
ROL-305,Knowledge Manager,TWR-17,CAP-090,RF-0128,operations,Senior,Manager,ROL-305-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,310,Knowledge Manager,active,1
ROL-306,DB2 DBA,TWR-18,CAP-094,RF-0132,delivery,Senior,Lead,ROL-306-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,311,DB2 DBA,active,1
ROL-307,Mainframe Modernization Consultant,TWR-18,CAP-092,RF-0130,delivery,Senior,Senior Manager,ROL-307-LVL-08,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,312,Mainframe Modernization Consultant,active,1
ROL-308,JCL Engineer,TWR-18,CAP-095,RF-0133,delivery,Intermediate,Senior,ROL-308-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,313,JCL Engineer,active,1
ROL-309,Change Analyst,TWR-19,CAP-096,RF-0134,governance,Junior,Senior,ROL-309-LVL-10,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,314,Change Analyst,active,1
ROL-310,Instructional Designer,TWR-19,CAP-097,RF-0135,governance,Intermediate,Senior,ROL-310-LVL-09,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,315,Instructional Designer,active,1
ROL-311,Adoption Analyst,TWR-19,CAP-099,RF-0137,governance,Junior,Senior,ROL-311-LVL-10,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,316,Adoption Analyst,active,1
ROL-312,Portfolio Manager,TWR-20,CAP-101,RF-0139,governance,Director,Principal,ROL-312-LVL-04,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,317,Portfolio Manager,active,1
ROL-313,Agile Coach,TWR-20,CAP-102,RF-0140,governance,Lead,Senior Manager,ROL-313-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,318,Agile Coach,active,1
ROL-314,Release Train Engineer,TWR-20,CAP-102,RF-0140,governance,Lead,Senior Manager,ROL-314-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,319,Release Train Engineer,active,1
ROL-315,Delivery Lead,TWR-20,CAP-101,RF-0139,governance,Manager,Senior Manager,ROL-315-LVL-06,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,320,Delivery Lead,active,1
ROL-316,Business Analyst,TWR-20,CAP-100,RF-0138,governance,Junior,Senior,ROL-316-LVL-10,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,321,Business Analyst,active,1
ROL-317,Business Architect,TWR-21,CAP-103,RF-0144,architecture,Lead,Director,ROL-317-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,322,Business Architect,active,1
ROL-318,Domain Architect,TWR-21,CAP-104,RF-0145,architecture,Lead,Director,ROL-318-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,323,Domain Architect,active,1
ROL-319,Integration Architect (EA),TWR-21,CAP-105,RF-0146,architecture,Lead,Senior Manager,ROL-319-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,324,Integration Architect (EA),active,1
ROL-320,Security Architect (EA),TWR-21,CAP-105,RF-0146,architecture,Lead,Senior Manager,ROL-320-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,325,Security Architect (EA),active,1
ROL-321,Data Architect (EA),TWR-21,CAP-105,RF-0146,architecture,Lead,Senior Manager,ROL-321-LVL-07,internal,true,Workforce_Taxonomy_Master.xlsx:Roles,326,Data Architect (EA),active,1
ROL-322,TBM & FinOps Governance Lead,TWR-20,CAP-140,RF-0141,governance,Senior Manager,Director,ROL-322-LVL-05,internal,true,hand-authored-pr1,,TBM & FinOps Governance Lead,active,1
ROL-323,Value Management Manager,TWR-20,CAP-141,RF-0142,governance,Manager,Senior Manager,ROL-323-LVL-06,internal,true,hand-authored-pr1,,Value Management Manager,active,1
ROL-324,Benefits Realization Lead,TWR-20,CAP-142,RF-0143,governance,Manager,Director,ROL-324-LVL-06,internal,true,hand-authored-pr1,,Benefits Realization Lead,active,1
ROL-325,ITSM Service Delivery Manager,TWR-16,CAP-143,RF-0124,operations,Manager,Director,ROL-325-LVL-06,internal,true,hand-authored-pr1,,ITSM Service Delivery Manager,active,1
ROL-326,Incident & Problem Manager,TWR-16,CAP-144,RF-0125,operations,Manager,Senior Manager,ROL-326-LVL-06,internal,true,hand-authored-pr1,,Incident & Problem Manager,active,1
ROL-327,Capacity & Availability Manager,TWR-16,CAP-145,RF-0126,operations,Manager,Senior Manager,ROL-327-LVL-06,internal,true,hand-authored-pr1,,Capacity & Availability Manager,active,1
ROL-328,Workplace & Collaboration Lead,TWR-13,CAP-146,RF-0109,delivery,Manager,Senior Manager,ROL-328-LVL-06,internal,true,hand-authored-pr1,,Workplace & Collaboration Lead,active,1
ROL-329,Field Support Engineer,TWR-13,CAP-147,RF-0110,delivery,Intermediate,Senior,ROL-329-LVL-09,internal,true,hand-authored-pr1,,Field Support Engineer,active,1
ROL-330,Deskside Support Lead,TWR-13,CAP-147,RF-0110,delivery,Senior,Manager,ROL-330-LVL-08,internal,true,hand-authored-pr1,,Deskside Support Lead,active,1
