eligibility_code,provider_class_code,provider_class_name,location_code,location_name,shore_category,role_delivery_group,eligibility,requires_manual_review,source_artifact,status,version,notes
ELIG-ENG-B-LOC-INDIA-TIER-1-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-INDIA-TIER-1,India Tier 1,offshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-1-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-INDIA-TIER-1,India Tier 1,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-2-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-INDIA-TIER-2,India Tier 2,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-2-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-INDIA-TIER-2,India Tier 2,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-2-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-INDIA-TIER-2,India Tier 2,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-2-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-INDIA-TIER-2,India Tier 2,offshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-2-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-INDIA-TIER-2,India Tier 2,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-LATAM-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-LATAM,LATAM,nearshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-LATAM-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-LATAM,LATAM,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-LATAM-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-LATAM,LATAM,nearshore,executive_advisory,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-LATAM-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-LATAM,LATAM,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-LATAM-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-LATAM,LATAM,nearshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-MIDDLE-EAST-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-MIDDLE-EAST,Middle East,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-MIDDLE-EAST-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-MIDDLE-EAST,Middle East,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-MIDDLE-EAST-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-MIDDLE-EAST,Middle East,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-MIDDLE-EAST-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-MIDDLE-EAST,Middle East,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-MIDDLE-EAST-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-MIDDLE-EAST,Middle East,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-NYC-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-NYC,NYC,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-NYC-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-NYC,NYC,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-NYC-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-NYC,NYC,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-NYC-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-NYC,NYC,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-NYC-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-NYC,NYC,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-PHILIPPINES-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-PHILIPPINES,Philippines,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-PHILIPPINES-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-PHILIPPINES,Philippines,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-PHILIPPINES-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-PHILIPPINES,Philippines,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-PHILIPPINES-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-PHILIPPINES,Philippines,offshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-PHILIPPINES-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-PHILIPPINES,Philippines,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SEATTLE-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-SEATTLE,Seattle,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SEATTLE-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-SEATTLE,Seattle,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SEATTLE-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-SEATTLE,Seattle,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SEATTLE-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-SEATTLE,Seattle,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SEATTLE-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-SEATTLE,Seattle,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SF-BAY-AREA-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-SF-BAY-AREA,SF / Bay Area,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SF-BAY-AREA-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-SF-BAY-AREA,SF / Bay Area,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SF-BAY-AREA-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-SF-BAY-AREA,SF / Bay Area,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SF-BAY-AREA-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-SF-BAY-AREA,SF / Bay Area,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-SF-BAY-AREA-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-SF-BAY-AREA,SF / Bay Area,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-UK-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-UK,UK,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-UK-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-UK,UK,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-UK-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-UK,UK,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-UK-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-UK,UK,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-UK-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-UK,UK,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-WESTERN-EUROPE-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-WESTERN-EUROPE,Western Europe,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-WESTERN-EUROPE-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-WESTERN-EUROPE,Western Europe,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-WESTERN-EUROPE-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-WESTERN-EUROPE,Western Europe,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-WESTERN-EUROPE-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-WESTERN-EUROPE,Western Europe,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-WESTERN-EUROPE-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-WESTERN-EUROPE,Western Europe,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-ATLANTA-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-ATLANTA,Atlanta,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-ATLANTA-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-ATLANTA,Atlanta,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-ATLANTA-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-ATLANTA,Atlanta,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-ATLANTA-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-ATLANTA,Atlanta,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-ATLANTA-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-ATLANTA,Atlanta,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-AUSTRALIA-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-AUSTRALIA,Australia,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-AUSTRALIA-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-AUSTRALIA,Australia,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-AUSTRALIA-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-AUSTRALIA,Australia,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-AUSTRALIA-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-AUSTRALIA,Australia,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-AUSTRALIA-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-AUSTRALIA,Australia,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CANADA-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-CANADA,Canada,nearshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CANADA-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-CANADA,Canada,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CANADA-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-CANADA,Canada,nearshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CANADA-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-CANADA,Canada,nearshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CANADA-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-CANADA,Canada,nearshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CHICAGO-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-CHICAGO,Chicago,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CHICAGO-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-CHICAGO,Chicago,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CHICAGO-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-CHICAGO,Chicago,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CHICAGO-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-CHICAGO,Chicago,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-CHICAGO-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-CHICAGO,Chicago,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-DALLAS-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-DALLAS,Dallas,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-DALLAS-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-DALLAS,Dallas,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-DALLAS-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-DALLAS,Dallas,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-DALLAS-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-DALLAS,Dallas,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-DALLAS-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-DALLAS,Dallas,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-EASTERN-EUROPE-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-EASTERN-EUROPE-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-EASTERN-EUROPE-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-EASTERN-EUROPE-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-EASTERN-EUROPE-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-HOUSTON-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-HOUSTON,Houston,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-HOUSTON-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-HOUSTON,Houston,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-HOUSTON-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-HOUSTON,Houston,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-HOUSTON-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-HOUSTON,Houston,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-HOUSTON-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-HOUSTON,Houston,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-1-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-INDIA-TIER-1,India Tier 1,offshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-1-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-INDIA-TIER-1,India Tier 1,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-1-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-INDIA-TIER-1,India Tier 1,offshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-1-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-INDIA-TIER-1,India Tier 1,offshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-1-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-INDIA-TIER-1,India Tier 1,offshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-2-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-INDIA-TIER-2,India Tier 2,offshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-2-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-INDIA-TIER-2,India Tier 2,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-2-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-INDIA-TIER-2,India Tier 2,offshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-2-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-INDIA-TIER-2,India Tier 2,offshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-INDIA-TIER-2-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-INDIA-TIER-2,India Tier 2,offshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-LATAM-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-LATAM,LATAM,nearshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-LATAM-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-LATAM,LATAM,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-LATAM-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-LATAM,LATAM,nearshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-LATAM-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-LATAM,LATAM,nearshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-LATAM-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-LATAM,LATAM,nearshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-MIDDLE-EAST-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-MIDDLE-EAST,Middle East,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-MIDDLE-EAST-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-MIDDLE-EAST,Middle East,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-MIDDLE-EAST-EXECUTIVE-ADVISORY,INTERNAL,Internal team,LOC-MIDDLE-EAST,Middle East,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-MIDDLE-EAST-PLATFORM-DELIVERY,INTERNAL,Internal team,LOC-MIDDLE-EAST,Middle East,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-MIDDLE-EAST-REGULATED-DOMAIN,INTERNAL,Internal team,LOC-MIDDLE-EAST,Middle East,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-NYC-ARCHITECTURE-SECURITY,INTERNAL,Internal team,LOC-NYC,NYC,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-INTERNAL-LOC-NYC-COMMODITY-DELIVERY,INTERNAL,Internal team,LOC-NYC,NYC,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
