tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,cloud_provider,cloud_account_id,business_unit,application_ref,service_name,usage_type,region,month,usage_quantity,usage_unit,on_demand_spend_usd,covered_spend_usd,total_spend_usd,owner_tag,environment_tag,source_file_id
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-08,921778,service-unit,0,165920,165920,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-08,460889,service-unit,73004.8,9955.2,82960,Enterprise Integration,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-08,1688095,service-unit,191430,163070,354500,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-08,1282952,service-unit,145486.8,123933.2,269420,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-08,1080381,service-unit,199654.4,27225.6,226880,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-08,9723429,GB-month,149740.8,20419.2,170160,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-08,607714,service-unit,112305.6,15314.4,127620,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-08,607714,service-unit,112305.6,15314.4,127620,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-08,405143,service-unit,0,85080,85080,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-08:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-08,270095,service-unit,49913.6,6806.4,56720,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-09,3976111,service-unit,357850,357850,715700,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-09,1871111,service-unit,168400,168400,336800,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-09,1403333,service-unit,222288,30312,252600,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-09,14033333,GB-month,185240,25260,210500,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-09,1052500,GB-month,166716,22734,189450,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-09,818611,service-unit,129668,17682,147350,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-09,935556,service-unit,0,168400,168400,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-09:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-09,467778,service-unit,74096,10104,84200,Enterprise Integration,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-09,1709524,service-unit,179500,179500,359000,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-09,1299238,service-unit,136420,136420,272840,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-09,1094095,service-unit,202188.8,27571.2,229760,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-09,9846857,GB-month,151641.6,20678.4,172320,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-09,615429,service-unit,113731.2,15508.8,129240,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-09,615429,service-unit,113731.2,15508.8,129240,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-09,410286,service-unit,0,86160,86160,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-09:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-09,273524,service-unit,50547.2,6892.8,57440,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-10,3876000,service-unit,404654.4,293025.6,697680,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-10,1824000,service-unit,190425.6,137894.4,328320,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-10,1368000,service-unit,216691.2,29548.8,246240,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-10,13680000,GB-month,180576,24624,205200,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-10,1026000,GB-month,162518.4,22161.6,184680,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-10,798000,service-unit,126403.2,17236.8,143640,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-10,912000,service-unit,0,164160,164160,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-10:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-10,456000,service-unit,72230.4,9849.6,82080,Enterprise Integration,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-10,1664286,service-unit,202710,146790,349500,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-10,1264857,service-unit,154059.6,111560.4,265620,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-10,1065143,service-unit,196838.4,26841.6,223680,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-10,9586286,GB-month,147628.8,20131.2,167760,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-10,599143,service-unit,110721.6,15098.4,125820,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-10,599143,service-unit,110721.6,15098.4,125820,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-10,399429,service-unit,0,83880,83880,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-10:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-10,266286,service-unit,49209.6,6710.4,55920,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-11,3908111,service-unit,379868.4,323591.6,703460,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-11,1839111,service-unit,178761.6,152278.4,331040,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-11,1379333,service-unit,218486.4,29793.6,248280,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-11,13793333,GB-month,182072,24828,206900,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-11,1034500,GB-month,163864.8,22345.2,186210,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-11,804611,service-unit,127450.4,17379.6,144830,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-11,919556,service-unit,0,165520,165520,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-11:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-11,459778,service-unit,72828.8,9931.2,82760,,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-11,1689286,service-unit,191565,163185,354750,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-11,1283857,service-unit,145589.4,124020.6,269610,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-11,1081143,service-unit,199795.2,27244.8,227040,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-11,9730286,GB-month,149846.4,20433.6,170280,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-11,608143,service-unit,112384.8,15325.2,127710,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-11,608143,service-unit,112384.8,15325.2,127710,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-11,405429,service-unit,0,85140,85140,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-11:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-11,270286,service-unit,49948.8,6811.2,56760,,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-12,3919444,service-unit,352750,352750,705500,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
