app_id,name,criticality,owner_role,system_of_record,ams_vendor,time_classification,business_function,deployment_model,annual_run_cost_usd
APP-0493,Flight Ops Service 493,tier1,Director Flight Ops,Amadeus,Wipro,transform,Flight Ops,on_prem_mainframe,6080093
APP-0494,Loyalty Manager 494,tier3,Director Loyalty,Custom Java,IBM Global Services,run,Loyalty,aws,1632926
APP-0495,Revenue Accounting Service 495,tier2,Director Revenue Accounting,Oracle Fusion,Wipro,transform,Revenue Accounting,gcp,5660408
APP-0496,Revenue Accounting Hub 496,tier1,Director Revenue Accounting,SAP S/4HANA,Infosys,run,Revenue Accounting,aws,1243042
APP-0497,Crew Portal 497,tier2,Director Crew,Salesforce,Internal,run,Crew,saas,3580583
APP-0498,MRO Service 498,tier2,Director MRO,Amadeus,Capgemini,transform,MRO,gcp,9274378
APP-0499,Safety Manager 499,tier3,Director Safety,Workday,TCS,transform,Safety,on_prem_distributed,1120806
APP-0500,Flight Ops Gateway 500,tier2,Director Flight Ops,Workday,TCS,run,Flight Ops,on_prem_mainframe,1984406
APP-0501,Safety Gateway 501,tier1,Director Safety,Salesforce,IBM Global Services,run,Safety,private_cloud,7708503
APP-0502,Loyalty Hub 502,tier1,Director Loyalty,SAP S/4HANA,IBM Global Services,grow,Loyalty,azure,1852391
APP-0503,Loyalty Service 503,tier2,Director Loyalty,Snowflake,Wipro,transform,Loyalty,aws,3176582
APP-0504,Finance Hub 504,tier1,Director Finance,ServiceNow,Internal,grow,Finance,gcp,5531720
APP-0505,Cargo Gateway 505,tier1,Director Cargo,Sabre,Capgemini,transform,Cargo,aws,3326660
APP-0506,Cargo Service 506,tier2,Director Cargo,SAP S/4HANA,Infosys,grow,Cargo,aws,8141148
APP-0507,Loyalty Ledger 507,tier2,Director Loyalty,Mainframe COBOL,Wipro,transform,Loyalty,private_cloud,1107644
APP-0508,Catering Ledger 508,tier2,Director Catering,Mainframe COBOL,Accenture,transform,Catering,private_cloud,5195376
APP-0509,Revenue Accounting Ledger 509,tier3,Director Revenue Accounting,Amadeus,TCS,run,Revenue Accounting,on_prem_distributed,4066789
APP-0510,Flight Ops Gateway 510,tier1,Director Flight Ops,Amadeus,Infosys,run,Flight Ops,gcp,2562865
APP-0511,DCS Gateway 511,tier2,Director DCS,Amadeus,Accenture,run,DCS,private_cloud,6248735
APP-0512,Flight Ops Ledger 512,tier1,Director Flight Ops,Mainframe COBOL,TCS,transform,Flight Ops,aws,5086654
APP-0513,Flight Ops Manager 513,tier2,Director Flight Ops,Oracle Fusion,Accenture,transform,Flight Ops,aws,5253950
APP-0514,Crew Hub 514,tier1,Director Crew,SAP S/4HANA,TCS,grow,Crew,saas,4704321
APP-0515,DCS Core 515,tier1,Director DCS,SAP S/4HANA,Infosys,grow,DCS,gcp,9203805
APP-0516,Procurement Portal 516,tier1,Director Procurement,SAP S/4HANA,Wipro,transform,Procurement,private_cloud,5139771
APP-0517,Commercial Core 517,tier1,Director Commercial,Databricks,TCS,transform,Commercial,on_prem_distributed,588793
APP-0518,Network Planning Portal 518,tier1,Director Network Planning,SAP S/4HANA,Capgemini,run,Network Planning,private_cloud,5658182
APP-0519,HR Ledger 519,tier1,Director HR,Sabre,Capgemini,run,HR,azure,4460450
APP-0520,Safety Hub 520,tier1,Director Safety,Snowflake,Capgemini,run,Safety,aws,2479139
APP-0521,DCS Core 521,tier1,Director DCS,Workday,IBM Global Services,transform,DCS,aws,8350850
APP-0522,Flight Ops Gateway 522,tier3,Director Flight Ops,SAP S/4HANA,Wipro,grow,Flight Ops,gcp,5814170
APP-0523,Procurement Portal 523,tier2,Director Procurement,Workday,Internal,run,Procurement,aws,646456
APP-0524,Safety Ledger 524,tier2,Director Safety,Sabre,Wipro,transform,Safety,on_prem_mainframe,7620063
APP-0525,Procurement Manager 525,tier3,Director Procurement,SAP S/4HANA,TCS,grow,Procurement,private_cloud,2888472
APP-0526,Maintenance Ledger 526,tier2,Director Maintenance,Salesforce,IBM Global Services,transform,Maintenance,on_prem_mainframe,2545102
APP-0527,Loyalty Hub 527,tier1,Director Loyalty,Databricks,IBM Global Services,transform,Loyalty,saas,2800501
APP-0528,Ground Ops Gateway 528,tier2,Director Ground Ops,Databricks,Capgemini,transform,Ground Ops,azure,4771834
APP-0529,Ground Ops Engine 529,tier1,Director Ground Ops,Amadeus,Internal,grow,Ground Ops,on_prem_mainframe,8491475
APP-0530,Finance Hub 530,tier2,Director Finance,Sabre,Wipro,transform,Finance,gcp,7201411
APP-0531,Customer Hub 531,tier2,Director Customer,Oracle Fusion,Infosys,grow,Customer,on_prem_mainframe,1983726
APP-0532,Flight Ops Portal 532,tier2,Director Flight Ops,Custom Java,Capgemini,transform,Flight Ops,on_prem_distributed,8885865
APP-0533,Loyalty Hub 533,tier2,Director Loyalty,Sabre,Wipro,run,Loyalty,on_prem_mainframe,3192731
APP-0534,Safety Service 534,tier2,Director Safety,Oracle Fusion,IBM Global Services,transform,Safety,azure,205372
APP-0535,Commercial Ledger 535,tier2,Director Commercial,SAP S/4HANA,IBM Global Services,grow,Commercial,azure,5427969
APP-0536,Revenue Accounting Service 536,tier1,Director Revenue Accounting,Mainframe COBOL,Infosys,run,Revenue Accounting,gcp,2982573
APP-0537,HR Engine 537,tier3,Director HR,Databricks,Accenture,grow,HR,on_prem_distributed,8124857
APP-0538,Flight Ops Core 538,tier2,Director Flight Ops,Oracle Fusion,Wipro,run,Flight Ops,on_prem_mainframe,6256452
APP-0539,Maintenance Manager 539,tier2,Director Maintenance,Snowflake,Wipro,grow,Maintenance,on_prem_mainframe,7622062
APP-0540,Cargo Service 540,tier3,Director Cargo,Amadeus,Internal,grow,Cargo,aws,124933
APP-0541,Loyalty Core 541,tier1,Director Loyalty,Oracle Fusion,TCS,run,Loyalty,saas,8646563
APP-0542,Loyalty Service 542,tier3,Director Loyalty,Salesforce,TCS,grow,Loyalty,gcp,2878553
APP-0543,MRO Engine 543,tier3,Director MRO,Mainframe COBOL,Accenture,grow,MRO,on_prem_distributed,8105629
APP-0544,Catering Portal 544,tier3,Director Catering,Amadeus,Infosys,run,Catering,private_cloud,1478548
APP-0545,Revenue Accounting Manager 545,tier1,Director Revenue Accounting,Oracle Fusion,IBM Global Services,transform,Revenue Accounting,private_cloud,7401939
APP-0546,Procurement Portal 546,tier2,Director Procurement,Custom Java,Wipro,run,Procurement,on_prem_distributed,4180234
APP-0547,Crew Hub 547,tier2,Director Crew,Salesforce,TCS,grow,Crew,private_cloud,5024858
APP-0548,Procurement Ledger 548,tier2,Director Procurement,ServiceNow,TCS,run,Procurement,azure,6994843
APP-0549,Flight Ops Ledger 549,tier1,Director Flight Ops,Custom Java,TCS,transform,Flight Ops,on_prem_distributed,6086781
APP-0550,Finance Ledger 550,tier2,Director Finance,Amadeus,Infosys,grow,Finance,azure,8080324
APP-0551,Ground Ops Ledger 551,tier2,Director Ground Ops,Workday,Capgemini,run,Ground Ops,private_cloud,8806615
APP-0552,Cargo Portal 552,tier1,Director Cargo,Sabre,Internal,run,Cargo,private_cloud,7723790
APP-0553,Commercial Manager 553,tier3,Director Commercial,Oracle Fusion,IBM Global Services,grow,Commercial,on_prem_mainframe,607804
APP-0554,Network Planning Hub 554,tier3,Director Network Planning,Sabre,Wipro,transform,Network Planning,private_cloud,5880775
APP-0555,PSS Core 555,tier3,Director PSS,Amadeus,TCS,grow,PSS,on_prem_distributed,8770034
APP-0556,HR Portal 556,tier1,Director HR,Snowflake,IBM Global Services,transform,HR,saas,7154719
APP-0557,Catering Manager 557,tier3,Director Catering,Custom Java,TCS,grow,Catering,on_prem_mainframe,5822082
APP-0558,Maintenance Hub 558,tier3,Director Maintenance,Custom Java,Accenture,grow,Maintenance,aws,320494
APP-0559,Customer Hub 559,tier1,Director Customer,ServiceNow,Accenture,transform,Customer,private_cloud,6561374
APP-0560,Revenue Accounting Engine 560,tier1,Director Revenue Accounting,Mainframe COBOL,Internal,grow,Revenue Accounting,private_cloud,8335191
APP-0561,Customer Core 561,tier3,Director Customer,Mainframe COBOL,Accenture,transform,Customer,saas,4582245
APP-0562,Crew Ledger 562,tier2,Director Crew,Workday,Capgemini,transform,Crew,aws,5942941
APP-0563,Ground Ops Hub 563,tier1,Director Ground Ops,Custom Java,IBM Global Services,grow,Ground Ops,on_prem_distributed,1915157
APP-0564,Finance Manager 564,tier2,Director Finance,Snowflake,Infosys,grow,Finance,on_prem_distributed,8746927
APP-0565,Finance Gateway 565,tier1,Director Finance,Databricks,Wipro,transform,Finance,azure,7965593
APP-0566,Cargo Core 566,tier2,Director Cargo,Oracle Fusion,Capgemini,grow,Cargo,saas,2294156
APP-0567,HR Manager 567,tier2,Director HR,Oracle Fusion,IBM Global Services,transform,HR,azure,6757531
APP-0568,PSS Engine 568,tier1,Director PSS,Mainframe COBOL,TCS,transform,PSS,private_cloud,5515552
APP-0569,Cargo Portal 569,tier2,Director Cargo,Amadeus,Capgemini,run,Cargo,private_cloud,8400544
APP-0570,Customer Service 570,tier2,Director Customer,Salesforce,IBM Global Services,grow,Customer,saas,6530705
APP-0571,Ground Ops Manager 571,tier2,Director Ground Ops,SAP S/4HANA,Accenture,run,Ground Ops,private_cloud,5252987
APP-0572,Finance Gateway 572,tier1,Director Finance,Workday,TCS,grow,Finance,private_cloud,1807349
APP-0573,Commercial Engine 573,tier1,Director Commercial,Salesforce,Capgemini,grow,Commercial,aws,8074446
APP-0574,Procurement Portal 574,tier2,Director Procurement,Custom Java,Infosys,grow,Procurement,private_cloud,4533943
APP-0575,Revenue Accounting Gateway 575,tier3,Director Revenue Accounting,Oracle Fusion,Internal,run,Revenue Accounting,saas,4342407
APP-0576,Revenue Accounting Manager 576,tier2,Director Revenue Accounting,Sabre,Infosys,run,Revenue Accounting,azure,3410577
APP-0577,MRO Engine 577,tier3,Director MRO,Amadeus,Accenture,run,MRO,gcp,7618656
APP-0578,Crew Core 578,tier2,Director Crew,Amadeus,Capgemini,run,Crew,on_prem_mainframe,1761737
APP-0579,Cargo Hub 579,tier2,Director Cargo,Sabre,IBM Global Services,run,Cargo,on_prem_distributed,6591080
APP-0580,Network Planning Gateway 580,tier2,Director Network Planning,ServiceNow,Wipro,grow,Network Planning,saas,2553464
APP-0581,HR Service 581,tier2,Director HR,Custom Java,Capgemini,run,HR,private_cloud,651324
APP-0582,DCS Service 582,tier1,Director DCS,Oracle Fusion,Infosys,transform,DCS,private_cloud,3157515
APP-0583,Commercial Portal 583,tier2,Director Commercial,Salesforce,Infosys,transform,Commercial,azure,4995820
APP-0584,Flight Ops Portal 584,tier3,Director Flight Ops,Amadeus,Capgemini,grow,Flight Ops,on_prem_mainframe,1142516
APP-0585,Crew Ledger 585,tier2,Director Crew,Amadeus,IBM Global Services,grow,Crew,on_prem_distributed,5993905
APP-0586,Finance Gateway 586,tier1,Director Finance,Custom Java,Capgemini,transform,Finance,saas,3532312
APP-0587,Catering Hub 587,tier2,Director Catering,Workday,Accenture,grow,Catering,azure,4259347
APP-0588,Crew Gateway 588,tier2,Director Crew,Workday,Internal,grow,Crew,on_prem_distributed,8836476
APP-0589,MRO Portal 589,tier2,Director MRO,Databricks,Accenture,transform,MRO,private_cloud,6339984
APP-0590,Crew Gateway 590,tier1,Director Crew,Snowflake,Infosys,run,Crew,saas,4749064
APP-0591,PSS Ledger 591,tier3,Director PSS,Workday,Capgemini,transform,PSS,on_prem_mainframe,1626257
APP-0592,Ground Ops Service 592,tier2,Director Ground Ops,Sabre,Internal,grow,Ground Ops,private_cloud,4689590
APP-0593,Commercial Hub 593,tier1,Director Commercial,Databricks,IBM Global Services,run,Commercial,saas,8662506
APP-0594,PSS Engine 594,tier2,Director PSS,Sabre,Wipro,grow,PSS,gcp,9385589
APP-0595,PSS Hub 595,tier2,Director PSS,Databricks,IBM Global Services,run,PSS,private_cloud,910018
APP-0596,Customer Ledger 596,tier3,Director Customer,Databricks,IBM Global Services,run,Customer,aws,7689905
APP-0597,Maintenance Portal 597,tier2,Director Maintenance,Salesforce,Accenture,transform,Maintenance,saas,5907942
APP-0598,PSS Engine 598,tier1,Director PSS,ServiceNow,Accenture,run,PSS,on_prem_distributed,1505078
APP-0599,Crew Core 599,tier1,Director Crew,Amadeus,Wipro,grow,Crew,private_cloud,5810663
APP-0600,Revenue Accounting Gateway 600,tier3,Director Revenue Accounting,Salesforce,Accenture,run,Revenue Accounting,saas,1016366
