asset_name,asset_class,make_model,location,virtualization,cloud_account,capacity,owner,lifecycle
AZURE-0535,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,xlarge,VP Infrastructure,current
AZURE-0536,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-7,xlarge,VP Infrastructure,current
AZURE-0537,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,large,VP Infrastructure,current
AZURE-0538,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-6,xlarge,VP Infrastructure,current
AZURE-0539,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,medium,VP Infrastructure,current
AZURE-0540,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,small,VP Infrastructure,current
AZURE-0541,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-6,xlarge,VP Infrastructure,aging
AZURE-0542,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,small,VP Infrastructure,current
AZURE-0543,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,xlarge,VP Infrastructure,current
AZURE-0544,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,xlarge,VP Infrastructure,current
AZURE-0545,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,medium,VP Infrastructure,current
AZURE-0546,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,small,VP Infrastructure,current
AZURE-0547,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,small,VP Infrastructure,aging
AZURE-0548,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-6,small,VP Infrastructure,aging
AZURE-0549,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,xlarge,VP Infrastructure,aging
AZURE-0550,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,xlarge,VP Infrastructure,current
AZURE-0551,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,xlarge,VP Infrastructure,current
AZURE-0552,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,medium,VP Infrastructure,current
AZURE-0553,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,small,VP Infrastructure,current
AZURE-0554,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-2,xlarge,VP Infrastructure,aging
AZURE-0555,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,medium,VP Infrastructure,current
AZURE-0556,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-2,medium,VP Infrastructure,aging
AZURE-0557,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-7,medium,VP Infrastructure,current
AZURE-0558,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-6,large,VP Infrastructure,current
AZURE-0559,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,medium,VP Infrastructure,current
AZURE-0560,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-1,large,VP Infrastructure,current
AZURE-0561,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,xlarge,VP Infrastructure,aging
AZURE-0562,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,xlarge,VP Infrastructure,current
AZURE-0563,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-2,medium,VP Infrastructure,current
AZURE-0564,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,medium,VP Infrastructure,aging
AZURE-0565,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-2,medium,VP Infrastructure,current
AZURE-0566,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-1,small,VP Infrastructure,current
AZURE-0567,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,xlarge,VP Infrastructure,aging
AZURE-0568,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,medium,VP Infrastructure,current
AZURE-0569,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,medium,VP Infrastructure,current
AZURE-0570,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,large,VP Infrastructure,current
GCP-0571,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-5,medium,VP Infrastructure,aging
GCP-0572,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,small,VP Infrastructure,aging
GCP-0573,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,xlarge,VP Infrastructure,aging
GCP-0574,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,medium,VP Infrastructure,current
GCP-0575,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-5,xlarge,VP Infrastructure,current
GCP-0576,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,large,VP Infrastructure,current
GCP-0577,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-6,small,VP Infrastructure,aging
GCP-0578,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-6,xlarge,VP Infrastructure,current
GCP-0579,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-5,medium,VP Infrastructure,aging
GCP-0580,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-7,medium,VP Infrastructure,current
GCP-0581,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-7,xlarge,VP Infrastructure,aging
GCP-0582,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,large,VP Infrastructure,aging
GCP-0583,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-6,large,VP Infrastructure,aging
GCP-0584,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-3,small,VP Infrastructure,aging
GCP-0585,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-6,large,VP Infrastructure,current
GCP-0586,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-7,medium,VP Infrastructure,current
GCP-0587,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-8,xlarge,VP Infrastructure,aging
GCP-0588,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-6,large,VP Infrastructure,current
GCP-0589,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,xlarge,VP Infrastructure,current
GCP-0590,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-7,large,VP Infrastructure,aging
GCP-0591,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-3,large,VP Infrastructure,current
GCP-0592,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-3,xlarge,VP Infrastructure,current
GCP-0593,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-3,medium,VP Infrastructure,aging
GCP-0594,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-8,xlarge,VP Infrastructure,current
GCP-0595,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,medium,VP Infrastructure,aging
GCP-0596,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-3,xlarge,VP Infrastructure,current
GCP-0597,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-4,large,VP Infrastructure,aging
GCP-0598,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-9,medium,VP Infrastructure,current
GCP-0599,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-2,small,VP Infrastructure,current
GCP-0600,GCP project,gcp-skyharbor,GCP us-central1,none,gcp-skyharbor-8,small,VP Infrastructure,aging
VMWARE-0601,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,current
VMWARE-0602,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,aging
VMWARE-0603,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,aging
VMWARE-0604,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0605,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,current
VMWARE-0606,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,current
VMWARE-0607,VMware cluster,vSphere 8,DC-West (DR),vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0608,VMware cluster,vSphere 8,DC-East (primary),vSphere,,large,VP Infrastructure,aging
VMWARE-0609,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,current
VMWARE-0610,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,current
VMWARE-0611,VMware cluster,vSphere 8,DC-West (DR),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0612,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,aging
VMWARE-0613,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,aging
VMWARE-0614,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0615,VMware cluster,vSphere 8,DC-East (primary),vSphere,,large,VP Infrastructure,current
VMWARE-0616,VMware cluster,vSphere 8,DC-East (primary),vSphere,,large,VP Infrastructure,current
VMWARE-0617,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,small,VP Infrastructure,current
VMWARE-0618,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,current
VMWARE-0619,VMware cluster,vSphere 8,DC-West (DR),vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0620,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,aging
VMWARE-0621,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,current
VMWARE-0622,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0623,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0624,VMware cluster,vSphere 8,DC-East (primary),vSphere,,medium,VP Infrastructure,current
VMWARE-0625,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,aging
VMWARE-0626,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0627,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,current
VMWARE-0628,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0629,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,current
VMWARE-0630,VMware cluster,vSphere 8,DC-West (DR),vSphere,,medium,VP Infrastructure,aging
VMWARE-0631,VMware cluster,vSphere 8,DC-East (primary),vSphere,,medium,VP Infrastructure,current
VMWARE-0632,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0633,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,current
VMWARE-0634,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,current
VMWARE-0635,VMware cluster,vSphere 8,DC-East (primary),vSphere,,medium,VP Infrastructure,aging
VMWARE-0636,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0637,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0638,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,small,VP Infrastructure,aging
VMWARE-0639,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0640,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,current
VMWARE-0641,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0642,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0643,VMware cluster,vSphere 8,DC-East (primary),vSphere,,large,VP Infrastructure,aging
VMWARE-0644,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,small,VP Infrastructure,current
VMWARE-0645,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,current
VMWARE-0646,VMware cluster,vSphere 8,DC-East (primary),vSphere,,medium,VP Infrastructure,aging
VMWARE-0647,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,xlarge,VP Infrastructure,current
VMWARE-0648,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,aging
VMWARE-0649,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,small,VP Infrastructure,aging
VMWARE-0650,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,small,VP Infrastructure,aging
VMWARE-0651,VMware cluster,vSphere 8,DC-West (DR),vSphere,,small,VP Infrastructure,current
VMWARE-0652,VMware cluster,vSphere 8,DC-West (DR),vSphere,,medium,VP Infrastructure,aging
VMWARE-0653,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0654,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,current
VMWARE-0655,VMware cluster,vSphere 8,DC-East (primary),vSphere,,medium,VP Infrastructure,current
VMWARE-0656,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,small,VP Infrastructure,current
VMWARE-0657,VMware cluster,vSphere 8,DC-West (DR),vSphere,,medium,VP Infrastructure,current
VMWARE-0658,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,current
VMWARE-0659,VMware cluster,vSphere 8,DC-West (DR),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0660,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,aging
VMWARE-0661,VMware cluster,vSphere 8,DC-East (primary),vSphere,,medium,VP Infrastructure,aging
VMWARE-0662,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,large,VP Infrastructure,current
VMWARE-0663,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,current
VMWARE-0664,VMware cluster,vSphere 8,DC-East (primary),vSphere,,large,VP Infrastructure,current
VMWARE-0665,VMware cluster,vSphere 8,DC-West (DR),vSphere,,small,VP Infrastructure,current
VMWARE-0666,VMware cluster,vSphere 8,DC-East (primary),vSphere,,xlarge,VP Infrastructure,current
VMWARE-0667,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,aging
VMWARE-0668,VMware cluster,vSphere 8,DC-West (DR),vSphere,,small,VP Infrastructure,aging
VMWARE-0669,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,current
VMWARE-0670,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,aging
VMWARE-0671,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0672,VMware cluster,vSphere 8,DC-East (primary),vSphere,,small,VP Infrastructure,current
VMWARE-0673,VMware cluster,vSphere 8,DC-West (DR),vSphere,,xlarge,VP Infrastructure,aging
VMWARE-0674,VMware cluster,vSphere 8,DC-East (primary),vSphere,,large,VP Infrastructure,current
VMWARE-0675,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0676,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,current
VMWARE-0677,VMware cluster,vSphere 8,DC-West (DR),vSphere,,small,VP Infrastructure,aging
VMWARE-0678,VMware cluster,vSphere 8,DC-West (DR),vSphere,,large,VP Infrastructure,current
VMWARE-0679,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,current
VMWARE-0680,VMware cluster,vSphere 8,Colo-Hub-A,vSphere,,medium,VP Infrastructure,aging
DATA-0681,Data center,Owned DC,DC-West (DR),none,,xlarge,VP Infrastructure,aging
DATA-0682,Data center,Owned DC,Colo-Hub-A,none,,small,VP Infrastructure,current
DATA-0683,Data center,Owned DC,Colo-Hub-A,none,,large,VP Infrastructure,current
DATA-0684,Data center,Owned DC,DC-West (DR),none,,large,VP Infrastructure,current
DATA-0685,Data center,Owned DC,DC-East (primary),none,,small,VP Infrastructure,current
DATA-0686,Data center,Owned DC,Colo-Hub-A,none,,large,VP Infrastructure,current
