tenant_key,dimension,tab,scan_type,term,found_count,expected,status,route
first-capital,Data Assets & Integrations,data,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,data,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,data,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,data,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,data,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,data,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,data,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=data
first-capital,Data Assets & Integrations,relationships,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,relationships,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=relationships
first-capital,Data Assets & Integrations,gaps,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,gaps,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=gaps
first-capital,Data Assets & Integrations,Evidence,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Data Assets & Integrations,Evidence,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Data+Assets+%26+Integrations&tab=sources
first-capital,Vendors & Contracts,summary,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,positive_tenant_specificity,bank,1,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,positive_tenant_specificity,fraud,1,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,summary,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts
first-capital,Vendors & Contracts,data,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,data,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=data
first-capital,Vendors & Contracts,relationships,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,relationships,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=relationships
first-capital,Vendors & Contracts,gaps,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,gaps,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=gaps
first-capital,Vendors & Contracts,Evidence,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Vendors & Contracts,Evidence,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Vendors+%26+Contracts&tab=sources
first-capital,Metrics & Outcomes,summary,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,positive_tenant_specificity,AML,1,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,summary,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes
first-capital,Metrics & Outcomes,data,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,baggage,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,Meridian,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,Healthcare Demo,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,Epic,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,data,cross_tenant_leak,PHI,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=data
first-capital,Metrics & Outcomes,relationships,positive_tenant_specificity,First Capital,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,positive_tenant_specificity,bank,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,positive_tenant_specificity,fraud,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,positive_tenant_specificity,AML,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,positive_tenant_specificity,KYC,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,positive_tenant_specificity,regulatory,0,diagnostic; aggregate row enforces tenant specificity,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,cross_tenant_leak,SkyHarbor,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,cross_tenant_leak,airline,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,cross_tenant_leak,IROPS,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
first-capital,Metrics & Outcomes,relationships,cross_tenant_leak,crew,0,absent,Pass,/home?client=arcturus&dimension=Metrics+%26+Outcomes&tab=relationships
