record_id,business_unit,use_case_name,use_case_status,readiness_status,funding_status,measurement_status,risk_control_status,tower_tracking_status,evidence_id,source_fact_id
MER-SA07-10_AI_AUTOMATION_USE_CASES-0159,data_analytics_and_ai_platform,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0159,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0159
MER-SA07-10_AI_AUTOMATION_USE_CASES-0160,member_services_contact_center,Application Owners / Business Applications: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0160,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0160
MER-SA07-10_AI_AUTOMATION_USE_CASES-0161,clinical_operations,Application Owners / Business Applications: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0161,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0161
MER-SA07-10_AI_AUTOMATION_USE_CASES-0162,cross_enterprise,Application Owners / Business Applications: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0162,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0162
MER-SA07-10_AI_AUTOMATION_USE_CASES-0163,finance_revenue_cycle,Application Owners / Business Applications: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0163,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0163
MER-SA07-10_AI_AUTOMATION_USE_CASES-0164,cross_enterprise,Application Owners / Business Applications: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0164,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0164
MER-SA07-10_AI_AUTOMATION_USE_CASES-0165,claims_and_eligibility,Application Owners / Business Applications: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0165,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0165
MER-SA07-10_AI_AUTOMATION_USE_CASES-0166,data_analytics_and_ai_platform,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0166,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0166
MER-SA07-10_AI_AUTOMATION_USE_CASES-0167,member_services_contact_center,Application Owners / Business Applications: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0167,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0167
MER-SA07-10_AI_AUTOMATION_USE_CASES-0168,clinical_operations,Application Owners / Business Applications: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0168,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0168
MER-SA07-10_AI_AUTOMATION_USE_CASES-0169,member_services_contact_center,Service Management / IT Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0169,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0169
MER-SA07-10_AI_AUTOMATION_USE_CASES-0170,member_services_contact_center,Service Management / IT Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0170,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0170
MER-SA07-10_AI_AUTOMATION_USE_CASES-0171,member_services_contact_center,Service Management / IT Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0171,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0171
MER-SA07-10_AI_AUTOMATION_USE_CASES-0172,member_services_contact_center,Service Management / IT Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0172,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0172
MER-SA07-10_AI_AUTOMATION_USE_CASES-0173,member_services_contact_center,Service Management / IT Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0173,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0173
MER-SA07-10_AI_AUTOMATION_USE_CASES-0174,member_services_contact_center,Service Management / IT Operations: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0174,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0174
MER-SA07-10_AI_AUTOMATION_USE_CASES-0175,member_services_contact_center,Service Management / IT Operations: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0175,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0175
MER-SA07-10_AI_AUTOMATION_USE_CASES-0176,member_services_contact_center,Service Management / IT Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0176,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0176
MER-SA07-10_AI_AUTOMATION_USE_CASES-0177,member_services_contact_center,Service Management / IT Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0177,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0177
MER-SA07-10_AI_AUTOMATION_USE_CASES-0178,member_services_contact_center,Service Management / IT Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0178,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0178
MER-SA07-10_AI_AUTOMATION_USE_CASES-0179,member_services_contact_center,Service Management / IT Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0179,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0179
MER-SA07-10_AI_AUTOMATION_USE_CASES-0180,member_services_contact_center,Service Management / IT Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0180,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0180
MER-SA07-10_AI_AUTOMATION_USE_CASES-0181,data_analytics_and_ai_platform,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0181,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0181
MER-SA07-10_AI_AUTOMATION_USE_CASES-0182,member_services_contact_center,Procurement / Vendor Management: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0182,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0182
MER-SA07-10_AI_AUTOMATION_USE_CASES-0183,clinical_operations,Procurement / Vendor Management: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0183,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0183
MER-SA07-10_AI_AUTOMATION_USE_CASES-0184,cross_enterprise,Procurement / Vendor Management: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0184,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0184
MER-SA07-10_AI_AUTOMATION_USE_CASES-0185,finance_revenue_cycle,Procurement / Vendor Management: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0185,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0185
MER-SA07-10_AI_AUTOMATION_USE_CASES-0186,cross_enterprise,Procurement / Vendor Management: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0186,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0186
MER-SA07-10_AI_AUTOMATION_USE_CASES-0187,claims_and_eligibility,Procurement / Vendor Management: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0187,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0187
MER-SA07-10_AI_AUTOMATION_USE_CASES-0188,data_analytics_and_ai_platform,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0188,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0188
MER-SA07-10_AI_AUTOMATION_USE_CASES-0189,member_services_contact_center,Procurement / Vendor Management: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0189,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0189
MER-SA07-10_AI_AUTOMATION_USE_CASES-0190,clinical_operations,Procurement / Vendor Management: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0190,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0190
MER-SA07-10_AI_AUTOMATION_USE_CASES-0191,cross_enterprise,Procurement / Vendor Management: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0191,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0191
MER-SA07-10_AI_AUTOMATION_USE_CASES-0192,finance_revenue_cycle,Procurement / Vendor Management: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0192,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0192
MER-SA07-10_AI_AUTOMATION_USE_CASES-0193,member_services_contact_center,HR / Workforce / Change Management: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0193,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0193
MER-SA07-10_AI_AUTOMATION_USE_CASES-0194,clinical_operations,HR / Workforce / Change Management: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0194,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0194
MER-SA07-10_AI_AUTOMATION_USE_CASES-0195,workforce_and_corporate_services,HR / Workforce / Change Management: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0195,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0195
MER-SA07-10_AI_AUTOMATION_USE_CASES-0196,finance_revenue_cycle,HR / Workforce / Change Management: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0196,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0196
MER-SA07-10_AI_AUTOMATION_USE_CASES-0197,workforce_and_corporate_services,HR / Workforce / Change Management: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0197,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0197
MER-SA07-10_AI_AUTOMATION_USE_CASES-0198,claims_and_eligibility,HR / Workforce / Change Management: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0198,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0198
MER-SA07-10_AI_AUTOMATION_USE_CASES-0199,workforce_and_corporate_services,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0199,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0199
MER-SA07-10_AI_AUTOMATION_USE_CASES-0200,member_services_contact_center,HR / Workforce / Change Management: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0200,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0200
MER-SA07-10_AI_AUTOMATION_USE_CASES-0201,clinical_operations,HR / Workforce / Change Management: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0201,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0201
MER-SA07-10_AI_AUTOMATION_USE_CASES-0202,workforce_and_corporate_services,HR / Workforce / Change Management: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0202,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0202
MER-SA07-10_AI_AUTOMATION_USE_CASES-0203,finance_revenue_cycle,HR / Workforce / Change Management: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0203,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0203
MER-SA07-10_AI_AUTOMATION_USE_CASES-0204,workforce_and_corporate_services,HR / Workforce / Change Management: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0204,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0204
MER-SA07-10_AI_AUTOMATION_USE_CASES-0205,clinical_operations,Program / Transformation Office: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0205,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0205
MER-SA07-10_AI_AUTOMATION_USE_CASES-0206,cross_enterprise,Program / Transformation Office: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0206,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0206
MER-SA07-10_AI_AUTOMATION_USE_CASES-0207,finance_revenue_cycle,Program / Transformation Office: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0207,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0207
MER-SA07-10_AI_AUTOMATION_USE_CASES-0208,cross_enterprise,Program / Transformation Office: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0208,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0208
MER-SA07-10_AI_AUTOMATION_USE_CASES-0209,claims_and_eligibility,Program / Transformation Office: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0209,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0209
MER-SA07-10_AI_AUTOMATION_USE_CASES-0210,data_analytics_and_ai_platform,Program / Transformation Office: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0210,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0210
MER-SA07-10_AI_AUTOMATION_USE_CASES-0211,member_services_contact_center,Program / Transformation Office: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0211,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0211
MER-SA07-10_AI_AUTOMATION_USE_CASES-0212,clinical_operations,Program / Transformation Office: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0212,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0212
MER-SA07-10_AI_AUTOMATION_USE_CASES-0213,cross_enterprise,Program / Transformation Office: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0213,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0213
MER-SA07-10_AI_AUTOMATION_USE_CASES-0214,finance_revenue_cycle,Program / Transformation Office: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0214,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0214
MER-SA07-10_AI_AUTOMATION_USE_CASES-0215,cross_enterprise,Program / Transformation Office: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0215,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0215
MER-SA07-10_AI_AUTOMATION_USE_CASES-0216,claims_and_eligibility,Program / Transformation Office: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0216,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0216
MER-V3-AI-UC-001,member_services_contact_center,Member Service AI Assist,discovery,discovery_baseline_required,not_approved,baseline_required,PHI_controls_required,opportunity_only,MER-V3-EVID-AIUC-AI-UC-001,fact:10_ai_automation_use_cases:MER-V3-AI-UC-001
MER-V3-AI-UC-002,member_services_contact_center,Contact Center Knowledge Assist,candidate,discovery_baseline_required,not_approved,baseline_required,controls_required,opportunity_only,MER-V3-EVID-AIUC-AI-UC-002,fact:10_ai_automation_use_cases:MER-V3-AI-UC-002
MER-V3-AI-UC-003,member_services_contact_center,Claims / Eligibility Inquiry Assist,candidate,discovery_baseline_required,not_approved,baseline_required,PHI_controls_required,opportunity_only,MER-V3-EVID-AIUC-AI-UC-003,fact:10_ai_automation_use_cases:MER-V3-AI-UC-003
MER-V3-AI-UC-004,member_services_contact_center,Clinical Operations Documentation Assist,candidate,discovery_baseline_required,not_approved,baseline_required,clinical_risk_review_required,opportunity_only,MER-V3-EVID-AIUC-AI-UC-004,fact:10_ai_automation_use_cases:MER-V3-AI-UC-004
MER-V3-AI-UC-005,member_services_contact_center,Revenue Cycle Exception Triage,candidate,discovery_baseline_required,not_approved,baseline_required,controls_required,opportunity_only,MER-V3-EVID-AIUC-AI-UC-005,fact:10_ai_automation_use_cases:MER-V3-AI-UC-005
