profile_id,tenant_key,entity_type,entity_key,display_name,record_count,confidence,summary
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,1,high,CISO / Security: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,1,medium,Enterprise Architecture: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,1,high,Enterprise Architecture: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,1,high,Enterprise Architecture: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,1,high,Enterprise Architecture: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,1,medium,Enterprise Architecture: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,1,high,Enterprise Architecture: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,1,high,Enterprise Architecture: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,1,high,Enterprise Architecture: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0153,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0153,MER-SA07-10_AI_AUTOMATION_USE_CASES-0153,1,medium,Enterprise Architecture: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0154,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0154,MER-SA07-10_AI_AUTOMATION_USE_CASES-0154,1,high,Enterprise Architecture: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0155,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0155,MER-SA07-10_AI_AUTOMATION_USE_CASES-0155,1,high,Enterprise Architecture: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0156,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0156,MER-SA07-10_AI_AUTOMATION_USE_CASES-0156,1,high,Enterprise Architecture: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0157,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0157,MER-SA07-10_AI_AUTOMATION_USE_CASES-0157,1,medium,Application Owners / Business Applications: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0158,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0158,MER-SA07-10_AI_AUTOMATION_USE_CASES-0158,1,high,Application Owners / Business Applications: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0159,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0159,MER-SA07-10_AI_AUTOMATION_USE_CASES-0159,1,high,Application Owners / Business Applications: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0160,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0160,MER-SA07-10_AI_AUTOMATION_USE_CASES-0160,1,high,Application Owners / Business Applications: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0161,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0161,MER-SA07-10_AI_AUTOMATION_USE_CASES-0161,1,medium,Application Owners / Business Applications: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0162,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0162,MER-SA07-10_AI_AUTOMATION_USE_CASES-0162,1,high,Application Owners / Business Applications: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0163,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0163,MER-SA07-10_AI_AUTOMATION_USE_CASES-0163,1,high,Application Owners / Business Applications: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0164,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0164,MER-SA07-10_AI_AUTOMATION_USE_CASES-0164,1,high,Application Owners / Business Applications: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0165,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0165,MER-SA07-10_AI_AUTOMATION_USE_CASES-0165,1,medium,Application Owners / Business Applications: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0166,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0166,MER-SA07-10_AI_AUTOMATION_USE_CASES-0166,1,high,Application Owners / Business Applications: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0167,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0167,MER-SA07-10_AI_AUTOMATION_USE_CASES-0167,1,high,Application Owners / Business Applications: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0168,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0168,MER-SA07-10_AI_AUTOMATION_USE_CASES-0168,1,high,Application Owners / Business Applications: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0169,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0169,MER-SA07-10_AI_AUTOMATION_USE_CASES-0169,1,medium,Service Management / IT Operations: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0170,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0170,MER-SA07-10_AI_AUTOMATION_USE_CASES-0170,1,high,Service Management / IT Operations: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0171,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0171,MER-SA07-10_AI_AUTOMATION_USE_CASES-0171,1,high,Service Management / IT Operations: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0172,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0172,MER-SA07-10_AI_AUTOMATION_USE_CASES-0172,1,high,Service Management / IT Operations: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0173,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0173,MER-SA07-10_AI_AUTOMATION_USE_CASES-0173,1,medium,Service Management / IT Operations: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0174,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0174,MER-SA07-10_AI_AUTOMATION_USE_CASES-0174,1,high,Service Management / IT Operations: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0175,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0175,MER-SA07-10_AI_AUTOMATION_USE_CASES-0175,1,high,Service Management / IT Operations: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0176,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0176,MER-SA07-10_AI_AUTOMATION_USE_CASES-0176,1,high,Service Management / IT Operations: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0177,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0177,MER-SA07-10_AI_AUTOMATION_USE_CASES-0177,1,medium,Service Management / IT Operations: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0178,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0178,MER-SA07-10_AI_AUTOMATION_USE_CASES-0178,1,high,Service Management / IT Operations: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0179,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0179,MER-SA07-10_AI_AUTOMATION_USE_CASES-0179,1,high,Service Management / IT Operations: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0180,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0180,MER-SA07-10_AI_AUTOMATION_USE_CASES-0180,1,high,Service Management / IT Operations: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0181,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0181,MER-SA07-10_AI_AUTOMATION_USE_CASES-0181,1,medium,Procurement / Vendor Management: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0182,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0182,MER-SA07-10_AI_AUTOMATION_USE_CASES-0182,1,high,Procurement / Vendor Management: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0183,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0183,MER-SA07-10_AI_AUTOMATION_USE_CASES-0183,1,high,Procurement / Vendor Management: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0184,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0184,MER-SA07-10_AI_AUTOMATION_USE_CASES-0184,1,high,Procurement / Vendor Management: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0185,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0185,MER-SA07-10_AI_AUTOMATION_USE_CASES-0185,1,medium,Procurement / Vendor Management: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0186,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0186,MER-SA07-10_AI_AUTOMATION_USE_CASES-0186,1,high,Procurement / Vendor Management: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0187,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0187,MER-SA07-10_AI_AUTOMATION_USE_CASES-0187,1,high,Procurement / Vendor Management: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0188,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0188,MER-SA07-10_AI_AUTOMATION_USE_CASES-0188,1,high,Procurement / Vendor Management: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0189,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0189,MER-SA07-10_AI_AUTOMATION_USE_CASES-0189,1,medium,Procurement / Vendor Management: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0190,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0190,MER-SA07-10_AI_AUTOMATION_USE_CASES-0190,1,high,Procurement / Vendor Management: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0191,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0191,MER-SA07-10_AI_AUTOMATION_USE_CASES-0191,1,high,Procurement / Vendor Management: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0192,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0192,MER-SA07-10_AI_AUTOMATION_USE_CASES-0192,1,high,Procurement / Vendor Management: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0193,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0193,MER-SA07-10_AI_AUTOMATION_USE_CASES-0193,1,medium,HR / Workforce / Change Management: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0194,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0194,MER-SA07-10_AI_AUTOMATION_USE_CASES-0194,1,high,HR / Workforce / Change Management: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0195,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0195,MER-SA07-10_AI_AUTOMATION_USE_CASES-0195,1,high,HR / Workforce / Change Management: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0196,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0196,MER-SA07-10_AI_AUTOMATION_USE_CASES-0196,1,high,HR / Workforce / Change Management: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0197,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0197,MER-SA07-10_AI_AUTOMATION_USE_CASES-0197,1,medium,HR / Workforce / Change Management: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0198,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0198,MER-SA07-10_AI_AUTOMATION_USE_CASES-0198,1,high,HR / Workforce / Change Management: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0199,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0199,MER-SA07-10_AI_AUTOMATION_USE_CASES-0199,1,high,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0200,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0200,MER-SA07-10_AI_AUTOMATION_USE_CASES-0200,1,high,HR / Workforce / Change Management: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0201,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0201,MER-SA07-10_AI_AUTOMATION_USE_CASES-0201,1,medium,HR / Workforce / Change Management: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0202,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0202,MER-SA07-10_AI_AUTOMATION_USE_CASES-0202,1,high,HR / Workforce / Change Management: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0203,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0203,MER-SA07-10_AI_AUTOMATION_USE_CASES-0203,1,high,HR / Workforce / Change Management: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0204,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0204,MER-SA07-10_AI_AUTOMATION_USE_CASES-0204,1,high,HR / Workforce / Change Management: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0205,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0205,MER-SA07-10_AI_AUTOMATION_USE_CASES-0205,1,medium,Program / Transformation Office: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0206,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0206,MER-SA07-10_AI_AUTOMATION_USE_CASES-0206,1,high,Program / Transformation Office: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0207,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0207,MER-SA07-10_AI_AUTOMATION_USE_CASES-0207,1,high,Program / Transformation Office: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0208,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0208,MER-SA07-10_AI_AUTOMATION_USE_CASES-0208,1,high,Program / Transformation Office: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0209,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0209,MER-SA07-10_AI_AUTOMATION_USE_CASES-0209,1,medium,Program / Transformation Office: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0210,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0210,MER-SA07-10_AI_AUTOMATION_USE_CASES-0210,1,high,Program / Transformation Office: Governed data foundation for AI / LLM automation
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0211,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0211,MER-SA07-10_AI_AUTOMATION_USE_CASES-0211,1,high,Program / Transformation Office: Call center optimization
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0212,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0212,MER-SA07-10_AI_AUTOMATION_USE_CASES-0212,1,high,Program / Transformation Office: Provider quality and performance
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0213,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0213,MER-SA07-10_AI_AUTOMATION_USE_CASES-0213,1,medium,Program / Transformation Office: End-to-end cost transparency
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0214,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0214,MER-SA07-10_AI_AUTOMATION_USE_CASES-0214,1,high,Program / Transformation Office: Payment integrity and leakage reduction
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0215,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0215,MER-SA07-10_AI_AUTOMATION_USE_CASES-0215,1,high,Program / Transformation Office: Automated close and reporting
profile:ai_candidate_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0216,meridian-health,ai_candidate_use_cases,MER-SA07-10_AI_AUTOMATION_USE_CASES-0216,MER-SA07-10_AI_AUTOMATION_USE_CASES-0216,1,high,Program / Transformation Office: Unified clinical + claims lakehouse
profile:ai_candidate_use_cases:MER-V3-AI-UC-001,meridian-health,ai_candidate_use_cases,MER-V3-AI-UC-001,MER-V3-AI-UC-001,1,high,Member Service AI Assist
profile:ai_candidate_use_cases:MER-V3-AI-UC-002,meridian-health,ai_candidate_use_cases,MER-V3-AI-UC-002,MER-V3-AI-UC-002,1,high,Contact Center Knowledge Assist
profile:ai_candidate_use_cases:MER-V3-AI-UC-003,meridian-health,ai_candidate_use_cases,MER-V3-AI-UC-003,MER-V3-AI-UC-003,1,high,Claims / Eligibility Inquiry Assist
profile:ai_candidate_use_cases:MER-V3-AI-UC-004,meridian-health,ai_candidate_use_cases,MER-V3-AI-UC-004,MER-V3-AI-UC-004,1,high,Clinical Operations Documentation Assist
profile:ai_candidate_use_cases:MER-V3-AI-UC-005,meridian-health,ai_candidate_use_cases,MER-V3-AI-UC-005,MER-V3-AI-UC-005,1,high,Revenue Cycle Exception Triage
profile:data_assets:Unified_clinical_+_claims_lakehouse:_EMR_clinical,meridian-health,data_assets,Unified clinical + claims lakehouse: EMR clinical,Unified clinical + claims lakehouse: EMR clinical,1,high,Unified clinical + claims lakehouse: EMR clinical
profile:data_assets:Unified_clinical_+_claims_lakehouse:_claims,meridian-health,data_assets,Unified clinical + claims lakehouse: claims,Unified clinical + claims lakehouse: claims,1,high,Unified clinical + claims lakehouse: claims
profile:data_assets:Unified_clinical_+_claims_lakehouse:_pharmacy,meridian-health,data_assets,Unified clinical + claims lakehouse: pharmacy,Unified clinical + claims lakehouse: pharmacy,1,high,Unified clinical + claims lakehouse: pharmacy
profile:data_assets:Governed_data_foundation_for_AI_/_LLM_automation:_prior_authorization,meridian-health,data_assets,Governed data foundation for AI / LLM automation: prior authorization,Governed data foundation for AI / LLM automation: prior authorization,1,medium,Governed data foundation for AI / LLM automation: prior authorization
profile:data_assets:Governed_data_foundation_for_AI_/_LLM_automation:_coding,meridian-health,data_assets,Governed data foundation for AI / LLM automation: coding,Governed data foundation for AI / LLM automation: coding,1,high,Governed data foundation for AI / LLM automation: coding
profile:data_assets:Governed_data_foundation_for_AI_/_LLM_automation:_utilization_management,meridian-health,data_assets,Governed data foundation for AI / LLM automation: utilization management,Governed data foundation for AI / LLM automation: utilization management,1,high,Governed data foundation for AI / LLM automation: utilization management
profile:data_assets:Call_center_optimization:_transcripts,meridian-health,data_assets,Call center optimization: transcripts,Call center optimization: transcripts,1,high,Call center optimization: transcripts
profile:data_assets:Call_center_optimization:_CRM_cases,meridian-health,data_assets,Call center optimization: CRM cases,Call center optimization: CRM cases,1,medium,Call center optimization: CRM cases
profile:data_assets:Call_center_optimization:_claims_status,meridian-health,data_assets,Call center optimization: claims status,Call center optimization: claims status,1,high,Call center optimization: claims status
profile:data_assets:Provider_quality_and_performance:_HEDIS,meridian-health,data_assets,Provider quality and performance: HEDIS,Provider quality and performance: HEDIS,1,high,Provider quality and performance: HEDIS
profile:data_assets:Provider_quality_and_performance:_STAR,meridian-health,data_assets,Provider quality and performance: STAR,Provider quality and performance: STAR,1,high,Provider quality and performance: STAR
profile:data_assets:Provider_quality_and_performance:_provider_attribution,meridian-health,data_assets,Provider quality and performance: provider attribution,Provider quality and performance: provider attribution,1,medium,Provider quality and performance: provider attribution
profile:data_assets:End-to-end_cost_transparency:_claims,meridian-health,data_assets,End-to-end cost transparency: claims,End-to-end cost transparency: claims,1,high,End-to-end cost transparency: claims
profile:data_assets:End-to-end_cost_transparency:_capitation,meridian-health,data_assets,End-to-end cost transparency: capitation,End-to-end cost transparency: capitation,1,high,End-to-end cost transparency: capitation
profile:data_assets:End-to-end_cost_transparency:_provider_contracts,meridian-health,data_assets,End-to-end cost transparency: provider contracts,End-to-end cost transparency: provider contracts,1,high,End-to-end cost transparency: provider contracts
profile:data_assets:Payment_integrity_and_leakage_reduction:_claims_anomalies,meridian-health,data_assets,Payment integrity and leakage reduction: claims anomalies,Payment integrity and leakage reduction: claims anomalies,1,medium,Payment integrity and leakage reduction: claims anomalies
profile:data_assets:Payment_integrity_and_leakage_reduction:_fraud_waste_abuse,meridian-health,data_assets,Payment integrity and leakage reduction: fraud waste abuse,Payment integrity and leakage reduction: fraud waste abuse,1,high,Payment integrity and leakage reduction: fraud waste abuse
profile:data_assets:Payment_integrity_and_leakage_reduction:_billing_patterns,meridian-health,data_assets,Payment integrity and leakage reduction: billing patterns,Payment integrity and leakage reduction: billing patterns,1,high,Payment integrity and leakage reduction: billing patterns
profile:data_assets:Automated_close_and_reporting:_GL,meridian-health,data_assets,Automated close and reporting: GL,Automated close and reporting: GL,1,high,Automated close and reporting: GL
profile:data_assets:Automated_close_and_reporting:_close_process,meridian-health,data_assets,Automated close and reporting: close process,Automated close and reporting: close process,1,medium,Automated close and reporting: close process
profile:data_assets:Automated_close_and_reporting:_financial_reporting,meridian-health,data_assets,Automated close and reporting: financial reporting,Automated close and reporting: financial reporting,1,high,Automated close and reporting: financial reporting
profile:data_assets:CEO_/_Enterprise_Strategy:_Unified_clinical_+_claims_lakehouse,meridian-health,data_assets,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,2,medium,CEO / Enterprise Strategy: Unified clinical + claims lakehouse; CEO / Enterprise Strategy: Unified clinical + claims lakehouse
profile:data_assets:CEO_/_Enterprise_Strategy:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,data_assets,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,2,medium,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation; CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation
profile:data_assets:CEO_/_Enterprise_Strategy:_Call_center_optimization,meridian-health,data_assets,CEO / Enterprise Strategy: Call center optimization,CEO / Enterprise Strategy: Call center optimization,2,high,CEO / Enterprise Strategy: Call center optimization; CEO / Enterprise Strategy: Call center optimization
