record_id,use_case_name,use_case_status,funding_status,ai_spend_type,data_domain,affected_process,derived_business_unit,mapping_method,source_fields_used,evidence_id,review_status
MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,Enterprise Architecture: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0148,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,Enterprise Architecture: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0149,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,Enterprise Architecture: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0150,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,Enterprise Architecture: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0151,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,Enterprise Architecture: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0152,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0153,Enterprise Architecture: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0153,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0154,Enterprise Architecture: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0154,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0155,Enterprise Architecture: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0155,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0156,Enterprise Architecture: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0156,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0157,Application Owners / Business Applications: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0157,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0158,Application Owners / Business Applications: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0158,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0159,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0159,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0160,Application Owners / Business Applications: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0160,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0161,Application Owners / Business Applications: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0161,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0162,Application Owners / Business Applications: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0162,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0163,Application Owners / Business Applications: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0163,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0164,Application Owners / Business Applications: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0164,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0165,Application Owners / Business Applications: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0165,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0166,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0166,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0167,Application Owners / Business Applications: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0167,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0168,Application Owners / Business Applications: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0168,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0169,Service Management / IT Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0169,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0170,Service Management / IT Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0170,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0171,Service Management / IT Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0171,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0172,Service Management / IT Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0172,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0173,Service Management / IT Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0173,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0174,Service Management / IT Operations: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0174,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0175,Service Management / IT Operations: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0175,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0176,Service Management / IT Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0176,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0177,Service Management / IT Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0177,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0178,Service Management / IT Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0178,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0179,Service Management / IT Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0179,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0180,Service Management / IT Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0180,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0181,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0181,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0182,Procurement / Vendor Management: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0182,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0183,Procurement / Vendor Management: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0183,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0184,Procurement / Vendor Management: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0184,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0185,Procurement / Vendor Management: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0185,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0186,Procurement / Vendor Management: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0186,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0187,Procurement / Vendor Management: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0187,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0188,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0188,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0189,Procurement / Vendor Management: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0189,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0190,Procurement / Vendor Management: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0190,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0191,Procurement / Vendor Management: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0191,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0192,Procurement / Vendor Management: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0192,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0193,HR / Workforce / Change Management: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0193,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0194,HR / Workforce / Change Management: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0194,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0195,HR / Workforce / Change Management: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0195,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0196,HR / Workforce / Change Management: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0196,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0197,HR / Workforce / Change Management: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0197,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0198,HR / Workforce / Change Management: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0198,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0199,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0199,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0200,HR / Workforce / Change Management: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0200,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0201,HR / Workforce / Change Management: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0201,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0202,HR / Workforce / Change Management: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0202,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0203,HR / Workforce / Change Management: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0203,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0204,HR / Workforce / Change Management: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0204,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0205,Program / Transformation Office: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0205,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0206,Program / Transformation Office: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0206,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0207,Program / Transformation Office: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0207,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0208,Program / Transformation Office: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0208,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0209,Program / Transformation Office: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0209,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0210,Program / Transformation Office: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0210,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0211,Program / Transformation Office: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0211,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0212,Program / Transformation Office: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0212,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0213,Program / Transformation Office: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0213,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0214,Program / Transformation Office: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0214,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0215,Program / Transformation Office: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0215,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0216,Program / Transformation Office: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0216,derived_mapping_reviewable
MER-V3-AI-UC-001,Member Service AI Assist,discovery,not_approved,candidate_ai_opportunity,CRM; claims; eligibility; benefits; knowledge base; call transcripts; contact center events; member identity,Member service,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-001,derived_mapping_reviewable
MER-V3-AI-UC-002,Contact Center Knowledge Assist,candidate,not_approved,candidate_ai_opportunity,knowledge articles; SOPs; contact reasons; call transcripts,Member service,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-002,derived_mapping_reviewable
MER-V3-AI-UC-003,Claims / Eligibility Inquiry Assist,candidate,not_approved,candidate_ai_opportunity,claims; eligibility; benefits; member identity,Member service,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-003,derived_mapping_reviewable
MER-V3-AI-UC-004,Clinical Operations Documentation Assist,candidate,not_approved,candidate_ai_opportunity,Epic encounter; note templates; clinical policies,Member service,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-004,derived_mapping_reviewable
MER-V3-AI-UC-005,Revenue Cycle Exception Triage,candidate,not_approved,candidate_ai_opportunity,denials; claims edits; coding work queues,Member service,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-005,derived_mapping_reviewable
MER-V3-AI-UC-006,Workforce Productivity / Policy Assist,approved_for_pilot,approved,embedded_platform_ai,HR policies; IT knowledge; compliance SOPs,Knowledge work,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-006,derived_mapping_reviewable
MER-V3-AI-UC-007,ServiceNow ITSM Virtual Agent / Ticket Summary,approved_for_pilot,approved,embedded_platform_ai,tickets; knowledge articles; incident history,IT service management,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-007,derived_mapping_reviewable
MER-V3-AI-UC-008,Workday HR/Finance Workflow Assist,approved_for_pilot,approved,embedded_platform_ai,HR case; finance workflow; policy; approval data,HR and finance service workflows,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-008,derived_mapping_reviewable
MER-V3-AI-UC-009,Developer Productivity Code Assist,approved_for_pilot,approved,embedded_platform_ai,repos; pull requests; build/test telemetry,Software delivery,workforce_and_corporate_services,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-V3-EVID-AIUC-AI-UC-009,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-9019,CFO / Finance & Value: AI Benefits Realization Ledger,,not_approved,,usage and finance actuals,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-9019,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-9020,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,,not_approved,,member service data,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-9020,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-9021,CISO / Security: AI Governance / Model Risk Controls,,not_approved,,PHI audit logs; model inventory,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-9021,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-9022,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,,not_approved,,contact center events; knowledge base,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-9022,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-9023,CIO / Enterprise Technology: FY26 AI spend governance,,not_approved,,program and finance rows,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-9023,derived_mapping_reviewable
