insight_id,source_record_id,source_fact_id,stakeholder_role,interview_group,priority_theme,business_priority,key_initiative,move_candidate_id,matched_candidate_use_case_id,matched_metric_fact_id,matched_risk_control_fact_id,evidence_id,confidence,allowed_use,blocked_use
interview_insight:MER-INT-11:Q01,MER-INT-11:Q01,fact:interviews_executive_interviews:MER-INT-11:Q01,Privacy,Privacy / Compliance / Legal,strategy,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0013,MER-SA07-INT-EVID-0121,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q02,MER-INT-11:Q02,fact:interviews_executive_interviews:MER-INT-11:Q02,Privacy,Privacy / Compliance / Legal,operating model,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0018,MER-SA07-INT-EVID-0122,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q03,MER-INT-11:Q03,fact:interviews_executive_interviews:MER-INT-11:Q03,Privacy,Privacy / Compliance / Legal,vendor,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0023,MER-SA07-INT-EVID-0123,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q04,MER-INT-11:Q04,fact:interviews_executive_interviews:MER-INT-11:Q04,Privacy,Privacy / Compliance / Legal,platform,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0028,MER-SA07-INT-EVID-0124,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q05,MER-INT-11:Q05,fact:interviews_executive_interviews:MER-INT-11:Q05,Privacy,Privacy / Compliance / Legal,data,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0001,MER-SA07-INT-EVID-0125,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q06,MER-INT-11:Q06,fact:interviews_executive_interviews:MER-INT-11:Q06,Privacy,Privacy / Compliance / Legal,modernization,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0006,MER-SA07-INT-EVID-0126,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q07,MER-INT-11:Q07,fact:interviews_executive_interviews:MER-INT-11:Q07,Privacy,Privacy / Compliance / Legal,AI readiness,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0011,MER-SA07-INT-EVID-0127,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q08,MER-INT-11:Q08,fact:interviews_executive_interviews:MER-INT-11:Q08,Privacy,Privacy / Compliance / Legal,risk,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0016,MER-SA07-INT-EVID-0128,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q09,MER-INT-11:Q09,fact:interviews_executive_interviews:MER-INT-11:Q09,Privacy,Privacy / Compliance / Legal,metrics,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0017,MER-SA07-INT-EVID-0129,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q10,MER-INT-11:Q10,fact:interviews_executive_interviews:MER-INT-11:Q10,Privacy,Privacy / Compliance / Legal,value,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0022,MER-SA07-INT-EVID-0130,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q11,MER-INT-11:Q11,fact:interviews_executive_interviews:MER-INT-11:Q11,Privacy,Privacy / Compliance / Legal,sourcing,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0027,MER-SA07-INT-EVID-0131,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-11:Q12,MER-INT-11:Q12,fact:interviews_executive_interviews:MER-INT-11:Q12,Privacy,Privacy / Compliance / Legal,evidence,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0004,MER-SA07-INT-EVID-0132,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q01,MER-INT-12:Q01,fact:interviews_executive_interviews:MER-INT-12:Q01,CISO,CISO / Security,strategy,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0017,MER-SA07-INT-EVID-0133,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q02,MER-INT-12:Q02,fact:interviews_executive_interviews:MER-INT-12:Q02,CISO,CISO / Security,operating model,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0022,MER-SA07-INT-EVID-0134,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q03,MER-INT-12:Q03,fact:interviews_executive_interviews:MER-INT-12:Q03,CISO,CISO / Security,vendor,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0027,MER-SA07-INT-EVID-0135,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q04,MER-INT-12:Q04,fact:interviews_executive_interviews:MER-INT-12:Q04,CISO,CISO / Security,platform,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0004,MER-SA07-INT-EVID-0136,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q05,MER-INT-12:Q05,fact:interviews_executive_interviews:MER-INT-12:Q05,CISO,CISO / Security,data,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0005,MER-SA07-INT-EVID-0137,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q06,MER-INT-12:Q06,fact:interviews_executive_interviews:MER-INT-12:Q06,CISO,CISO / Security,modernization,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0010,MER-SA07-INT-EVID-0138,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q07,MER-INT-12:Q07,fact:interviews_executive_interviews:MER-INT-12:Q07,CISO,CISO / Security,AI readiness,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0015,MER-SA07-INT-EVID-0139,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q08,MER-INT-12:Q08,fact:interviews_executive_interviews:MER-INT-12:Q08,CISO,CISO / Security,risk,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0020,MER-SA07-INT-EVID-0140,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q09,MER-INT-12:Q09,fact:interviews_executive_interviews:MER-INT-12:Q09,CISO,CISO / Security,metrics,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0021,MER-SA07-INT-EVID-0141,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q10,MER-INT-12:Q10,fact:interviews_executive_interviews:MER-INT-12:Q10,CISO,CISO / Security,value,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0026,MER-SA07-INT-EVID-0142,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q11,MER-INT-12:Q11,fact:interviews_executive_interviews:MER-INT-12:Q11,CISO,CISO / Security,sourcing,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0003,MER-SA07-INT-EVID-0143,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-12:Q12,MER-INT-12:Q12,fact:interviews_executive_interviews:MER-INT-12:Q12,CISO,CISO / Security,evidence,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0008,MER-SA07-INT-EVID-0144,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q01,MER-INT-13:Q01,fact:interviews_executive_interviews:MER-INT-13:Q01,Enterprise Architecture,Enterprise Architecture,strategy,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0021,MER-SA07-INT-EVID-0145,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q02,MER-INT-13:Q02,fact:interviews_executive_interviews:MER-INT-13:Q02,Enterprise Architecture,Enterprise Architecture,operating model,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0026,MER-SA07-INT-EVID-0146,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q03,MER-INT-13:Q03,fact:interviews_executive_interviews:MER-INT-13:Q03,Enterprise Architecture,Enterprise Architecture,vendor,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0003,MER-SA07-INT-EVID-0147,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q04,MER-INT-13:Q04,fact:interviews_executive_interviews:MER-INT-13:Q04,Enterprise Architecture,Enterprise Architecture,platform,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0008,MER-SA07-INT-EVID-0148,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q05,MER-INT-13:Q05,fact:interviews_executive_interviews:MER-INT-13:Q05,Enterprise Architecture,Enterprise Architecture,data,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0009,MER-SA07-INT-EVID-0149,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q06,MER-INT-13:Q06,fact:interviews_executive_interviews:MER-INT-13:Q06,Enterprise Architecture,Enterprise Architecture,modernization,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0014,MER-SA07-INT-EVID-0150,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q07,MER-INT-13:Q07,fact:interviews_executive_interviews:MER-INT-13:Q07,Enterprise Architecture,Enterprise Architecture,AI readiness,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0019,MER-SA07-INT-EVID-0151,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q08,MER-INT-13:Q08,fact:interviews_executive_interviews:MER-INT-13:Q08,Enterprise Architecture,Enterprise Architecture,risk,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0024,MER-SA07-INT-EVID-0152,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q09,MER-INT-13:Q09,fact:interviews_executive_interviews:MER-INT-13:Q09,Enterprise Architecture,Enterprise Architecture,metrics,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0025,MER-SA07-INT-EVID-0153,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q10,MER-INT-13:Q10,fact:interviews_executive_interviews:MER-INT-13:Q10,Enterprise Architecture,Enterprise Architecture,value,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0002,MER-SA07-INT-EVID-0154,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q11,MER-INT-13:Q11,fact:interviews_executive_interviews:MER-INT-13:Q11,Enterprise Architecture,Enterprise Architecture,sourcing,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0007,MER-SA07-INT-EVID-0155,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-13:Q12,MER-INT-13:Q12,fact:interviews_executive_interviews:MER-INT-13:Q12,Enterprise Architecture,Enterprise Architecture,evidence,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0012,MER-SA07-INT-EVID-0156,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q01,MER-INT-14:Q01,fact:interviews_executive_interviews:MER-INT-14:Q01,Application Owners,Application Owners / Business Applications,strategy,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0025,MER-SA07-INT-EVID-0157,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q02,MER-INT-14:Q02,fact:interviews_executive_interviews:MER-INT-14:Q02,Application Owners,Application Owners / Business Applications,operating model,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0002,MER-SA07-INT-EVID-0158,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q03,MER-INT-14:Q03,fact:interviews_executive_interviews:MER-INT-14:Q03,Application Owners,Application Owners / Business Applications,vendor,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0007,MER-SA07-INT-EVID-0159,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q04,MER-INT-14:Q04,fact:interviews_executive_interviews:MER-INT-14:Q04,Application Owners,Application Owners / Business Applications,platform,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0012,MER-SA07-INT-EVID-0160,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q05,MER-INT-14:Q05,fact:interviews_executive_interviews:MER-INT-14:Q05,Application Owners,Application Owners / Business Applications,data,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0013,MER-SA07-INT-EVID-0161,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q06,MER-INT-14:Q06,fact:interviews_executive_interviews:MER-INT-14:Q06,Application Owners,Application Owners / Business Applications,modernization,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0018,MER-SA07-INT-EVID-0162,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q07,MER-INT-14:Q07,fact:interviews_executive_interviews:MER-INT-14:Q07,Application Owners,Application Owners / Business Applications,AI readiness,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0023,MER-SA07-INT-EVID-0163,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q08,MER-INT-14:Q08,fact:interviews_executive_interviews:MER-INT-14:Q08,Application Owners,Application Owners / Business Applications,risk,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0028,MER-SA07-INT-EVID-0164,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q09,MER-INT-14:Q09,fact:interviews_executive_interviews:MER-INT-14:Q09,Application Owners,Application Owners / Business Applications,metrics,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0001,MER-SA07-INT-EVID-0165,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q10,MER-INT-14:Q10,fact:interviews_executive_interviews:MER-INT-14:Q10,Application Owners,Application Owners / Business Applications,value,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0006,MER-SA07-INT-EVID-0166,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q11,MER-INT-14:Q11,fact:interviews_executive_interviews:MER-INT-14:Q11,Application Owners,Application Owners / Business Applications,sourcing,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0011,MER-SA07-INT-EVID-0167,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-14:Q12,MER-INT-14:Q12,fact:interviews_executive_interviews:MER-INT-14:Q12,Application Owners,Application Owners / Business Applications,evidence,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0016,MER-SA07-INT-EVID-0168,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q01,MER-INT-15:Q01,fact:interviews_executive_interviews:MER-INT-15:Q01,Service Management,Service Management / IT Operations,strategy,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0001,MER-SA07-INT-EVID-0169,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q02,MER-INT-15:Q02,fact:interviews_executive_interviews:MER-INT-15:Q02,Service Management,Service Management / IT Operations,operating model,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0006,MER-SA07-INT-EVID-0170,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q03,MER-INT-15:Q03,fact:interviews_executive_interviews:MER-INT-15:Q03,Service Management,Service Management / IT Operations,vendor,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0011,MER-SA07-INT-EVID-0171,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q04,MER-INT-15:Q04,fact:interviews_executive_interviews:MER-INT-15:Q04,Service Management,Service Management / IT Operations,platform,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0016,MER-SA07-INT-EVID-0172,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q05,MER-INT-15:Q05,fact:interviews_executive_interviews:MER-INT-15:Q05,Service Management,Service Management / IT Operations,data,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0017,MER-SA07-INT-EVID-0173,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q06,MER-INT-15:Q06,fact:interviews_executive_interviews:MER-INT-15:Q06,Service Management,Service Management / IT Operations,modernization,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0022,MER-SA07-INT-EVID-0174,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q07,MER-INT-15:Q07,fact:interviews_executive_interviews:MER-INT-15:Q07,Service Management,Service Management / IT Operations,AI readiness,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0027,MER-SA07-INT-EVID-0175,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q08,MER-INT-15:Q08,fact:interviews_executive_interviews:MER-INT-15:Q08,Service Management,Service Management / IT Operations,risk,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0004,MER-SA07-INT-EVID-0176,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q09,MER-INT-15:Q09,fact:interviews_executive_interviews:MER-INT-15:Q09,Service Management,Service Management / IT Operations,metrics,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0005,MER-SA07-INT-EVID-0177,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q10,MER-INT-15:Q10,fact:interviews_executive_interviews:MER-INT-15:Q10,Service Management,Service Management / IT Operations,value,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0010,MER-SA07-INT-EVID-0178,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q11,MER-INT-15:Q11,fact:interviews_executive_interviews:MER-INT-15:Q11,Service Management,Service Management / IT Operations,sourcing,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0015,MER-SA07-INT-EVID-0179,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-15:Q12,MER-INT-15:Q12,fact:interviews_executive_interviews:MER-INT-15:Q12,Service Management,Service Management / IT Operations,evidence,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0020,MER-SA07-INT-EVID-0180,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
