candidate_use_case_id,candidate_name,funding_status,interview_support_count,stakeholder_roles,required_evidence,interview_source_fact_ids,evidence_ids,boundary
MER-SA07-10_AI_AUTOMATION_USE_CASES-0198,HR / Workforce / Change Management: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0199,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0200,HR / Workforce / Change Management: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0201,HR / Workforce / Change Management: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0202,HR / Workforce / Change Management: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0203,HR / Workforce / Change Management: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0204,HR / Workforce / Change Management: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0205,Program / Transformation Office: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0206,Program / Transformation Office: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0207,Program / Transformation Office: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0208,Program / Transformation Office: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0209,Program / Transformation Office: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0210,Program / Transformation Office: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0211,Program / Transformation Office: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0212,Program / Transformation Office: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0213,Program / Transformation Office: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0214,Program / Transformation Office: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0215,Program / Transformation Office: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0216,Program / Transformation Office: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-V3-AI-UC-001,Member Service AI Assist,not_approved,1,Chief Experience Officer,"Approved business case, baseline, and PHI controls required",fact:interviews_executive_interviews:MER-INT-20:Q13,MER-SA07-INT-EVID-9020,Interview support does not convert candidate funding status.
MER-V3-AI-UC-002,Contact Center Knowledge Assist,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-V3-AI-UC-003,Claims / Eligibility Inquiry Assist,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-V3-AI-UC-004,Clinical Operations Documentation Assist,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-V3-AI-UC-005,Revenue Cycle Exception Triage,not_approved,0,,,,,Interview support does not convert candidate funding status.
