play_id,metric_id,peer_or_archetype,play_name,metric_moved,delta,enablers,reference_pattern,domain,source_file,source_row,value_source
PLAY-0205,MET-0028,Digital-native peer,Digital-native peer automated maintenance cost per flight hour,Maintenance Cost per Flight Hour,-2.6 $,fuel-burn optimization|network optimization solver|computer-vision bag tracking|real-time ops data,Platform Consolidation,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,206,tenant_file
PLAY-0206,MET-0141,Flag-carrier peer,Flag-carrier peer consolidated fuel burn per asm,Fuel Burn per ASM (Corporate),-2.3 kg,generative customer assistant|rebooking automation|cargo capacity optimizer|real-time ops data,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,207,tenant_file
PLAY-0207,MET-0028,LCC archetype,LCC archetype consolidated maintenance cost per flight hour,Maintenance Cost per Flight Hour,-1.9 $,real-time ops data|rebooking automation|demand-sensing ML|crew-ops AI,Real-time Decisioning,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,208,tenant_file
PLAY-0208,MET-0067,LCC archetype,LCC archetype automated digital self-service rate,Digital Self-Service Rate (Maintenance),+2.8 %,real-time ops data|crew-ops AI|digital twin of operations,AI Optimization,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,209,tenant_file
PLAY-0209,MET-0074,Digital-native peer,Digital-native peer deployed AI for load factor %,Load Factor % (Maintenance),+4.1 %,network optimization solver|rebooking automation|crew-ops AI|dynamic pricing engine,Automation,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,210,tenant_file
PLAY-0210,MET-0041,LCC archetype,LCC archetype automated safety incident rate,Safety Incident Rate (Operations),-3.0 rate,digital twin of operations|predictive maintenance,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,211,tenant_file
PLAY-0211,MET-0065,Top-quartile carrier,Top-quartile carrier optimized ebit margin,EBIT Margin (Maintenance),+4.3 %,generative customer assistant|demand-sensing ML|real-time ops data,Automation,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,212,tenant_file
PLAY-0212,MET-0043,Best-in-class operator,Best-in-class operator consolidated on-time performance %,On-Time Performance % (Operations),+1.9 %,cargo capacity optimizer|real-time ops data|computer-vision bag tracking|crew-ops AI,Generative Assist,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,213,tenant_file
PLAY-0213,MET-0037,LCC archetype,LCC archetype digitized digital self-service rate,Digital Self-Service Rate (Operations),+3.0 %,crew-ops AI|self-service rebooking|demand-sensing ML|dynamic pricing engine,Predictive Analytics,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,214,tenant_file
PLAY-0214,MET-0135,Best-in-class operator,Best-in-class operator digitized casm,CASM (Corporate),-4.4 cents,predictive maintenance|generative customer assistant|fuel-burn optimization,Generative Assist,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,215,tenant_file
PLAY-0215,MET-0089,Cross-industry leader,Cross-industry leader re-engineered technical dispatch reliability,Technical Dispatch Reliability (Maintenance),+3.0 %,predictive maintenance|demand-sensing ML,Generative Assist,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,216,tenant_file
PLAY-0216,MET-0016,Digital-native peer,Digital-native peer deployed AI for rasm,RASM,+2.1 cents,rebooking automation|loyalty personalization engine,Platform Consolidation,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,217,tenant_file
PLAY-0217,MET-0163,Flag-carrier peer,Flag-carrier peer consolidated on-time performance %,On-Time Performance % (Finance),+1.4 %,network optimization solver|crew-ops AI|fuel-burn optimization,Platform Consolidation,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,218,tenant_file
PLAY-0218,MET-0071,Best-in-class operator,Best-in-class operator optimized safety incident rate,Safety Incident Rate (Maintenance),-1.3 rate,generative customer assistant|loyalty personalization engine|computer-vision bag tracking,AI Optimization,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,219,tenant_file
PLAY-0219,MET-0170,Cross-industry leader,Cross-industry leader deployed AI for aircraft utilization,Aircraft Utilization (Finance),+1.1 hours,demand-sensing ML|self-service rebooking,Predictive Analytics,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,220,tenant_file
PLAY-0220,MET-0157,Digital-native peer,Digital-native peer automated digital self-service rate,Digital Self-Service Rate (Finance),+1.4 %,self-service rebooking|crew-ops AI,Automation,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,221,tenant_file
PLAY-0221,MET-0147,Digital-native peer,Digital-native peer optimized net promoter score,Net Promoter Score (Pax) (Corporate),+3.9 score,rebooking automation|crew-ops AI|automated revenue accounting,Real-time Decisioning,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,222,tenant_file
PLAY-0222,MET-0128,Flag-carrier peer,Flag-carrier peer digitized it spend as % of revenue,IT Spend as % of Revenue (Corporate),-3.4 %,dynamic pricing engine|crew-ops AI|cargo capacity optimizer,Platform Consolidation,Technology,family-7-outcome-intelligence/O03_competitor-plays.csv,223,tenant_file
PLAY-0223,MET-0022,Cross-industry leader,Cross-industry leader deployed AI for turnaround time,Turnaround Time,-4.3 minutes,digital twin of operations|network optimization solver|demand-sensing ML,Predictive Analytics,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,224,tenant_file
PLAY-0224,MET-0043,Cross-industry leader,Cross-industry leader re-engineered on-time performance %,On-Time Performance % (Operations),+2.4 %,digital twin of operations|demand-sensing ML|automated revenue accounting|network optimization solver,AI Optimization,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,225,tenant_file
PLAY-0225,MET-0071,Digital-native peer,Digital-native peer re-engineered safety incident rate,Safety Incident Rate (Maintenance),-4.4 rate,real-time ops data|crew-ops AI,AI Optimization,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,226,tenant_file
PLAY-0226,MET-0057,Top-quartile carrier,Top-quartile carrier digitized net promoter score,Net Promoter Score (Pax) (Operations),+1.0 score,automated revenue accounting|cargo capacity optimizer,AI Optimization,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,227,tenant_file
PLAY-0227,MET-0071,Flag-carrier peer,Flag-carrier peer re-engineered safety incident rate,Safety Incident Rate (Maintenance),-3.0 rate,self-service rebooking|demand-sensing ML|digital twin of operations,Platform Consolidation,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,228,tenant_file
PLAY-0228,MET-0010,LCC archetype,LCC archetype re-engineered procurement cost savings,Procurement Cost Savings,+2.6 %,dynamic pricing engine|automated revenue accounting|self-service rebooking|rebooking automation,Generative Assist,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,229,tenant_file
PLAY-0229,MET-0179,Best-in-class operator,Best-in-class operator digitized technical dispatch reliability,Technical Dispatch Reliability (Finance),+1.0 %,real-time ops data|fuel-burn optimization,Self-Service Shift,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,230,tenant_file
PLAY-0230,MET-0105,Top-quartile carrier,Top-quartile carrier automated casm,CASM (Customer),-2.5 cents,automated revenue accounting|computer-vision bag tracking,Process Redesign,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,231,tenant_file
PLAY-0231,MET-0036,Flag-carrier peer,Flag-carrier peer optimized days sales outstanding,Days Sales Outstanding (Operations),-3.7 days,fuel-burn optimization|digital twin of operations|dynamic pricing engine|automated revenue accounting,Generative Assist,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,232,tenant_file
PLAY-0232,MET-0113,Cross-industry leader,Cross-industry leader re-engineered cargo yield,Cargo Yield (Customer),+3.3 $,crew-ops AI|network optimization solver,Real-time Decisioning,Cargo,family-7-outcome-intelligence/O03_competitor-plays.csv,233,tenant_file
PLAY-0233,MET-0039,Digital-native peer,Digital-native peer deployed AI for first contact resolution,First Contact Resolution (Operations),+2.9 %,automated revenue accounting|self-service rebooking|digital twin of operations,Process Redesign,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,234,tenant_file
PLAY-0234,MET-0060,Flag-carrier peer,Flag-carrier peer consolidated disruption recovery time,Disruption Recovery Time (Operations),-2.6 hours,fuel-burn optimization|cargo capacity optimizer,Predictive Analytics,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,235,tenant_file
PLAY-0235,MET-0013,Digital-native peer,Digital-native peer digitized on-time performance %,On-Time Performance %,+3.8 %,crew-ops AI|automated revenue accounting|computer-vision bag tracking,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,236,tenant_file
PLAY-0236,MET-0121,Best-in-class operator,Best-in-class operator optimized cost-to-income ratio,Cost-to-Income Ratio (Corporate),-1.5 %,crew-ops AI|computer-vision bag tracking,Self-Service Shift,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,237,tenant_file
PLAY-0237,MET-0078,Best-in-class operator,Best-in-class operator digitized ancillary revenue per pax,Ancillary Revenue per Pax (Maintenance),+2.8 $,loyalty personalization engine|crew-ops AI,Predictive Analytics,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,238,tenant_file
PLAY-0238,MET-0179,Cross-industry leader,Cross-industry leader digitized technical dispatch reliability,Technical Dispatch Reliability (Finance),+2.0 %,network optimization solver|generative customer assistant|dynamic pricing engine|self-service rebooking,Real-time Decisioning,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,239,tenant_file
PLAY-0239,MET-0129,Best-in-class operator,Best-in-class operator digitized first contact resolution,First Contact Resolution (Corporate),+2.2 %,digital twin of operations|generative customer assistant|real-time ops data|demand-sensing ML,Generative Assist,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,240,tenant_file
PLAY-0240,MET-0136,LCC archetype,LCC archetype deployed AI for rasm,RASM (Corporate),+2.3 cents,computer-vision bag tracking|loyalty personalization engine,Generative Assist,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,241,tenant_file
PLAY-0241,MET-0121,LCC archetype,LCC archetype deployed AI for cost-to-income ratio,Cost-to-Income Ratio (Corporate),-2.1 %,rebooking automation|automated revenue accounting|predictive maintenance|crew-ops AI,Self-Service Shift,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,242,tenant_file
PLAY-0242,MET-0036,Cross-industry leader,Cross-industry leader deployed AI for days sales outstanding,Days Sales Outstanding (Operations),-1.9 days,loyalty personalization engine|automated revenue accounting|computer-vision bag tracking|generative customer assistant,AI Optimization,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,243,tenant_file
PLAY-0243,MET-0044,LCC archetype,LCC archetype optimized load factor %,Load Factor % (Operations),+2.4 %,dynamic pricing engine|network optimization solver,Predictive Analytics,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,244,tenant_file
PLAY-0244,MET-0130,Digital-native peer,Digital-native peer deployed AI for procurement cost savings,Procurement Cost Savings (Corporate),+1.8 %,self-service rebooking|dynamic pricing engine|crew-ops AI|digital twin of operations,Automation,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,245,tenant_file
PLAY-0245,MET-0028,Digital-native peer,Digital-native peer digitized maintenance cost per flight hour,Maintenance Cost per Flight Hour,-0.9 $,rebooking automation|automated revenue accounting|real-time ops data,Generative Assist,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,246,tenant_file
PLAY-0246,MET-0150,Top-quartile carrier,Top-quartile carrier optimized disruption recovery time,Disruption Recovery Time (Corporate),-1.3 hours,fuel-burn optimization|generative customer assistant,Automation,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,247,tenant_file
PLAY-0247,MET-0147,Flag-carrier peer,Flag-carrier peer consolidated net promoter score,Net Promoter Score (Pax) (Corporate),+1.3 score,rebooking automation|self-service rebooking|computer-vision bag tracking|fuel-burn optimization,Self-Service Shift,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,248,tenant_file
PLAY-0248,MET-0020,LCC archetype,LCC archetype digitized aircraft utilization,Aircraft Utilization,+2.5 hours,dynamic pricing engine|predictive maintenance|automated revenue accounting,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,249,tenant_file
PLAY-0249,MET-0138,Flag-carrier peer,Flag-carrier peer optimized ancillary revenue per pax,Ancillary Revenue per Pax (Corporate),+1.0 $,fuel-burn optimization|generative customer assistant|computer-vision bag tracking,Predictive Analytics,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,250,tenant_file
PLAY-0250,MET-0058,Digital-native peer,Digital-native peer optimized maintenance cost per flight hour,Maintenance Cost per Flight Hour (Operations),-4.0 $,computer-vision bag tracking|crew-ops AI|fuel-burn optimization,Automation,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,251,tenant_file
PLAY-0251,MET-0107,Digital-native peer,Digital-native peer re-engineered completion factor %,Completion Factor % (Customer),+4.2 %,loyalty personalization engine|fuel-burn optimization|dynamic pricing engine|real-time ops data,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,252,tenant_file
PLAY-0252,MET-0143,Flag-carrier peer,Flag-carrier peer deployed AI for cargo yield,Cargo Yield (Corporate),+3.0 $,automated revenue accounting|predictive maintenance|cargo capacity optimizer,Automation,Cargo,family-7-outcome-intelligence/O03_competitor-plays.csv,253,tenant_file
PLAY-0253,MET-0068,LCC archetype,LCC archetype optimized it spend as % of revenue,IT Spend as % of Revenue (Maintenance),-1.1 %,crew-ops AI|rebooking automation|network optimization solver,AI Optimization,Technology,family-7-outcome-intelligence/O03_competitor-plays.csv,254,tenant_file
PLAY-0254,MET-0104,Flag-carrier peer,Flag-carrier peer digitized load factor %,Load Factor % (Customer),+1.8 %,rebooking automation|predictive maintenance,Platform Consolidation,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,255,tenant_file
PLAY-0255,MET-0092,Best-in-class operator,Best-in-class operator consolidated net promoter score,Net Promoter Score (Customer),+3.6 score,automated revenue accounting|self-service rebooking|predictive maintenance|cargo capacity optimizer,Self-Service Shift,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,256,tenant_file
PLAY-0256,MET-0176,Digital-native peer,Digital-native peer automated loyalty member growth,Loyalty Member Growth (Finance),+2.2 %,fuel-burn optimization|real-time ops data,Self-Service Shift,Loyalty,family-7-outcome-intelligence/O03_competitor-plays.csv,257,tenant_file
PLAY-0257,MET-0049,Cross-industry leader,Cross-industry leader automated mishandled bags per 1000,Mishandled Bags per 1000 (Operations),-3.5 rate,loyalty personalization engine|cargo capacity optimizer|rebooking automation|computer-vision bag tracking,Platform Consolidation,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,258,tenant_file
PLAY-0258,MET-0041,Best-in-class operator,Best-in-class operator re-engineered safety incident rate,Safety Incident Rate (Operations),-1.9 rate,demand-sensing ML|computer-vision bag tracking,Self-Service Shift,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,259,tenant_file
PLAY-0259,MET-0178,Flag-carrier peer,Flag-carrier peer digitized maintenance cost per flight hour,Maintenance Cost per Flight Hour (Finance),-3.2 $,generative customer assistant|fuel-burn optimization|real-time ops data|automated revenue accounting,Predictive Analytics,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,260,tenant_file
PLAY-0260,MET-0152,Top-quartile carrier,Top-quartile carrier optimized net promoter score,Net Promoter Score (Finance),+2.2 score,network optimization solver|demand-sensing ML,AI Optimization,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,261,tenant_file
PLAY-0261,MET-0165,Digital-native peer,Digital-native peer deployed AI for casm,CASM (Finance),-4.4 cents,digital twin of operations|generative customer assistant|rebooking automation,Self-Service Shift,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,262,tenant_file
PLAY-0262,MET-0016,LCC archetype,LCC archetype automated rasm,RASM,+3.3 cents,self-service rebooking|rebooking automation|dynamic pricing engine,Real-time Decisioning,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,263,tenant_file
PLAY-0263,MET-0109,Cross-industry leader,Cross-industry leader re-engineered mishandled bags per 1000,Mishandled Bags per 1000 (Customer),-3.8 rate,fuel-burn optimization|rebooking automation|dynamic pricing engine,Real-time Decisioning,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,264,tenant_file
PLAY-0264,MET-0009,Digital-native peer,Digital-native peer digitized first contact resolution,First Contact Resolution,+3.0 %,demand-sensing ML|digital twin of operations,Platform Consolidation,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,265,tenant_file
PLAY-0265,MET-0082,Digital-native peer,Digital-native peer consolidated turnaround time,Turnaround Time (Maintenance),-3.0 minutes,self-service rebooking|predictive maintenance|dynamic pricing engine,Process Redesign,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,266,tenant_file
PLAY-0266,MET-0007,Best-in-class operator,Best-in-class operator re-engineered digital self-service rate,Digital Self-Service Rate,+3.0 %,crew-ops AI|computer-vision bag tracking|automated revenue accounting|generative customer assistant,Process Redesign,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,267,tenant_file
PLAY-0267,MET-0070,Best-in-class operator,Best-in-class operator optimized procurement cost savings,Procurement Cost Savings (Maintenance),+2.6 %,fuel-burn optimization|dynamic pricing engine|predictive maintenance,Platform Consolidation,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,268,tenant_file
PLAY-0268,MET-0161,Top-quartile carrier,Top-quartile carrier deployed AI for safety incident rate,Safety Incident Rate (Finance),-2.9 rate,fuel-burn optimization|computer-vision bag tracking|crew-ops AI|cargo capacity optimizer,Platform Consolidation,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,269,tenant_file
PLAY-0269,MET-0138,Best-in-class operator,Best-in-class operator re-engineered ancillary revenue per pax,Ancillary Revenue per Pax (Corporate),+1.5 $,automated revenue accounting|self-service rebooking|loyalty personalization engine|cargo capacity optimizer,Generative Assist,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,270,tenant_file
PLAY-0270,MET-0093,Top-quartile carrier,Top-quartile carrier deployed AI for employee attrition rate,Employee Attrition Rate (Customer),-3.2 %,digital twin of operations|rebooking automation|crew-ops AI|automated revenue accounting,Automation,Workforce,family-7-outcome-intelligence/O03_competitor-plays.csv,271,tenant_file
PLAY-0271,MET-0017,LCC archetype,LCC archetype optimized completion factor %,Completion Factor %,+4.3 %,computer-vision bag tracking|fuel-burn optimization|demand-sensing ML,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,272,tenant_file
PLAY-0272,MET-0054,Cross-industry leader,Cross-industry leader consolidated crew utilization %,Crew Utilization % (Operations),+1.0 %,dynamic pricing engine|loyalty personalization engine|computer-vision bag tracking|real-time ops data,Self-Service Shift,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,273,tenant_file
PLAY-0273,MET-0163,Top-quartile carrier,Top-quartile carrier optimized on-time performance %,On-Time Performance % (Finance),+4.1 %,cargo capacity optimizer|crew-ops AI|network optimization solver,Platform Consolidation,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,274,tenant_file
PLAY-0274,MET-0093,Digital-native peer,Digital-native peer digitized employee attrition rate,Employee Attrition Rate (Customer),-3.5 %,automated revenue accounting|rebooking automation|cargo capacity optimizer|dynamic pricing engine,AI Optimization,Workforce,family-7-outcome-intelligence/O03_competitor-plays.csv,275,tenant_file
PLAY-0275,MET-0145,LCC archetype,LCC archetype re-engineered schedule reliability %,Schedule Reliability % (Corporate),+1.0 %,loyalty personalization engine|rebooking automation|dynamic pricing engine,Automation,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,276,tenant_file
PLAY-0276,MET-0150,Cross-industry leader,Cross-industry leader re-engineered disruption recovery time,Disruption Recovery Time (Corporate),-2.7 hours,rebooking automation|crew-ops AI|fuel-burn optimization,AI Optimization,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,277,tenant_file
PLAY-0277,MET-0028,Best-in-class operator,Best-in-class operator automated maintenance cost per flight hour,Maintenance Cost per Flight Hour,-2.8 $,predictive maintenance|cargo capacity optimizer,Automation,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,278,tenant_file
PLAY-0278,MET-0109,Flag-carrier peer,Flag-carrier peer deployed AI for mishandled bags per 1000,Mishandled Bags per 1000 (Customer),-3.4 rate,self-service rebooking|network optimization solver|predictive maintenance|fuel-burn optimization,Self-Service Shift,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,279,tenant_file
PLAY-0279,MET-0050,Flag-carrier peer,Flag-carrier peer deployed AI for aircraft utilization,Aircraft Utilization (Operations),+1.4 hours,automated revenue accounting|network optimization solver|digital twin of operations,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,280,tenant_file
PLAY-0280,MET-0134,Cross-industry leader,Cross-industry leader deployed AI for load factor %,Load Factor % (Corporate),+1.7 %,self-service rebooking|fuel-burn optimization|cargo capacity optimizer,AI Optimization,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,281,tenant_file
PLAY-0281,MET-0011,Top-quartile carrier,Top-quartile carrier digitized safety incident rate,Safety Incident Rate,-3.8 rate,rebooking automation|digital twin of operations|cargo capacity optimizer|demand-sensing ML,Self-Service Shift,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,282,tenant_file
PLAY-0282,MET-0162,Top-quartile carrier,Top-quartile carrier deployed AI for cyber mean-time-to-detect,Cyber Mean-Time-to-Detect (Finance),-4.4 hours,generative customer assistant|digital twin of operations|real-time ops data|cargo capacity optimizer,Self-Service Shift,Risk,family-7-outcome-intelligence/O03_competitor-plays.csv,283,tenant_file
PLAY-0283,MET-0005,LCC archetype,LCC archetype consolidated ebit margin,EBIT Margin,+3.5 %,self-service rebooking|network optimization solver|real-time ops data|generative customer assistant,AI Optimization,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,284,tenant_file
PLAY-0284,MET-0178,Digital-native peer,Digital-native peer consolidated maintenance cost per flight hour,Maintenance Cost per Flight Hour (Finance),-3.8 $,cargo capacity optimizer|network optimization solver|dynamic pricing engine,AI Optimization,Maintenance,family-7-outcome-intelligence/O03_competitor-plays.csv,285,tenant_file
PLAY-0285,MET-0120,Cross-industry leader,Cross-industry leader re-engineered disruption recovery time,Disruption Recovery Time (Customer),-3.6 hours,demand-sensing ML|network optimization solver|loyalty personalization engine|self-service rebooking,Predictive Analytics,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,286,tenant_file
PLAY-0286,MET-0123,Cross-industry leader,Cross-industry leader optimized employee attrition rate,Employee Attrition Rate (Corporate),-4.2 %,generative customer assistant|crew-ops AI,AI Optimization,Workforce,family-7-outcome-intelligence/O03_competitor-plays.csv,287,tenant_file
PLAY-0287,MET-0139,Cross-industry leader,Cross-industry leader automated mishandled bags per 1000,Mishandled Bags per 1000 (Corporate),-3.4 rate,crew-ops AI|real-time ops data|demand-sensing ML|digital twin of operations,Automation,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,288,tenant_file
PLAY-0288,MET-0160,LCC archetype,LCC archetype deployed AI for procurement cost savings,Procurement Cost Savings (Finance),+4.3 %,generative customer assistant|fuel-burn optimization,Automation,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,289,tenant_file
PLAY-0289,MET-0077,Cross-industry leader,Cross-industry leader digitized completion factor %,Completion Factor % (Maintenance),+3.3 %,fuel-burn optimization|predictive maintenance|automated revenue accounting,Predictive Analytics,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,290,tenant_file
PLAY-0290,MET-0071,Top-quartile carrier,Top-quartile carrier deployed AI for safety incident rate,Safety Incident Rate (Maintenance),-3.8 rate,network optimization solver|dynamic pricing engine,Self-Service Shift,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,291,tenant_file
PLAY-0291,MET-0100,Digital-native peer,Digital-native peer deployed AI for procurement cost savings,Procurement Cost Savings (Customer),+2.8 %,real-time ops data|fuel-burn optimization|crew-ops AI,Self-Service Shift,Corporate,family-7-outcome-intelligence/O03_competitor-plays.csv,292,tenant_file
PLAY-0292,MET-0055,Best-in-class operator,Best-in-class operator digitized schedule reliability %,Schedule Reliability % (Operations),+1.0 %,loyalty personalization engine|cargo capacity optimizer,AI Optimization,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,293,tenant_file
PLAY-0293,MET-0144,Flag-carrier peer,Flag-carrier peer consolidated crew utilization %,Crew Utilization % (Corporate),+3.8 %,cargo capacity optimizer|generative customer assistant|real-time ops data|digital twin of operations,Real-time Decisioning,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,294,tenant_file
PLAY-0294,MET-0156,Digital-native peer,Digital-native peer optimized days sales outstanding,Days Sales Outstanding (Finance),-4.4 days,cargo capacity optimizer|self-service rebooking|fuel-burn optimization|crew-ops AI,Platform Consolidation,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,295,tenant_file
PLAY-0295,MET-0108,Top-quartile carrier,Top-quartile carrier digitized ancillary revenue per pax,Ancillary Revenue per Pax (Customer),+1.9 $,fuel-burn optimization|cargo capacity optimizer|real-time ops data|self-service rebooking,Predictive Analytics,Commercial,family-7-outcome-intelligence/O03_competitor-plays.csv,296,tenant_file
PLAY-0296,MET-0003,Digital-native peer,Digital-native peer deployed AI for employee attrition rate,Employee Attrition Rate,-3.6 %,digital twin of operations|demand-sensing ML,Automation,Workforce,family-7-outcome-intelligence/O03_competitor-plays.csv,297,tenant_file
PLAY-0297,MET-0067,Digital-native peer,Digital-native peer re-engineered digital self-service rate,Digital Self-Service Rate (Maintenance),+2.3 %,loyalty personalization engine|fuel-burn optimization|rebooking automation,Generative Assist,Customer,family-7-outcome-intelligence/O03_competitor-plays.csv,298,tenant_file
PLAY-0298,MET-0150,Digital-native peer,Digital-native peer digitized disruption recovery time,Disruption Recovery Time (Corporate),-4.1 hours,real-time ops data|digital twin of operations|rebooking automation|automated revenue accounting,AI Optimization,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,299,tenant_file
PLAY-0299,MET-0065,Flag-carrier peer,Flag-carrier peer optimized ebit margin,EBIT Margin (Maintenance),+1.4 %,loyalty personalization engine|digital twin of operations|real-time ops data|automated revenue accounting,Real-time Decisioning,Finance,family-7-outcome-intelligence/O03_competitor-plays.csv,300,tenant_file
PLAY-0300,MET-0112,Digital-native peer,Digital-native peer automated turnaround time,Turnaround Time (Customer),-2.2 minutes,self-service rebooking|cargo capacity optimizer|predictive maintenance|generative customer assistant,Predictive Analytics,Operations,family-7-outcome-intelligence/O03_competitor-plays.csv,301,tenant_file
