benefit_id,initiative_id,linked_metric_id,benefit_type,baseline,target,forecast,realized_to_date,unit,measurement_method,benefit_owner,realization_status,source_file,source_row,value_source
BEN-00288,INIT-0067,MET-0051,Cost Takeout,177.7,218.5,214.8,145.5,%,Modelled estimate,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,289,tenant_file
BEN-00289,INIT-0035,MET-0089,Revenue,73.8,88.3,92.3,34.6,%,Modelled estimate,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,290,tenant_file
BEN-00290,INIT-0035,MET-0069,Revenue,144.7,159.5,146.4,9.7,hours,Finance-validated,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,291,tenant_file
BEN-00291,INIT-0097,MET-0001,Revenue,146.2,195.1,170,12.3,FTE,Audit confirmation,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,292,tenant_file
BEN-00292,INIT-0005,MET-0048,Risk Reduction,67.1,82.2,71.1,17.5,FTE,Finance-validated,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,293,tenant_file
BEN-00293,INIT-0003,MET-0089,Revenue,192.8,253.7,222.7,56.4,FTE,Audit confirmation,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,294,tenant_file
BEN-00294,INIT-0082,MET-0142,Compliance,195,248.1,231.8,14.1,FTE,Finance-validated,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,295,tenant_file
BEN-00295,INIT-0091,MET-0057,Revenue,98.5,124,117.6,6.5,FTE,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,296,tenant_file
BEN-00296,INIT-0023,MET-0147,Productivity,111.3,142.7,134.5,36.2,hours,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,297,tenant_file
BEN-00297,INIT-0021,MET-0149,Cost Takeout,148.2,183.8,180.3,78.1,pts,Modelled estimate,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,298,tenant_file
BEN-00298,INIT-0048,MET-0016,Productivity,147.7,157.9,147.4,46.8,FTE,Operational KPI delta,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,299,tenant_file
BEN-00299,INIT-0048,MET-0173,Risk Reduction,109.2,135.5,139.9,20.8,FTE,System telemetry,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,300,tenant_file
BEN-00300,INIT-0065,MET-0126,Productivity,124.7,152.8,156.6,101.3,pts,Operational KPI delta,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,301,tenant_file
BEN-00301,INIT-0060,MET-0104,Compliance,62,82.3,80.3,18.1,FTE,Audit confirmation,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,302,tenant_file
BEN-00302,INIT-0091,MET-0035,Revenue,190.9,253.5,245.5,59.9,hours,Operational KPI delta,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,303,tenant_file
BEN-00303,INIT-0012,MET-0131,Revenue,124.8,135,121.6,85,pts,Finance-validated,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,304,tenant_file
BEN-00304,INIT-0036,MET-0094,Productivity,136.7,181.8,164.3,71,$M,Operational KPI delta,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,305,tenant_file
BEN-00305,INIT-0038,MET-0055,Compliance,110.8,134.9,123.6,53.9,$M,Modelled estimate,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,306,tenant_file
BEN-00306,INIT-0107,MET-0082,Revenue,50.8,67.5,61.2,12.3,$M,Survey-based,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,307,tenant_file
BEN-00307,INIT-0054,MET-0125,Revenue,75.2,84.4,88.2,4.7,FTE,Survey-based,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,308,tenant_file
BEN-00308,INIT-0077,MET-0017,Revenue,83,90.7,80.3,37.4,pts,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,309,tenant_file
BEN-00309,INIT-0108,MET-0174,Compliance,128.7,155.6,159.9,60.2,FTE,Survey-based,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,310,tenant_file
BEN-00310,INIT-0082,MET-0145,Revenue,136.6,189.2,179.6,142,%,System telemetry,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,311,tenant_file
BEN-00311,INIT-0098,MET-0157,Compliance,112.1,136.6,125.1,64.5,$M,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,312,tenant_file
BEN-00312,INIT-0009,MET-0032,Cost Takeout,180.3,244.2,219.1,170,pts,Modelled estimate,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,313,tenant_file
BEN-00313,INIT-0099,MET-0127,Compliance,111.7,134.6,137.4,51,%,Audit confirmation,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,314,tenant_file
BEN-00314,INIT-0009,MET-0002,Productivity,171.1,214,192,23.3,hours,Survey-based,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,315,tenant_file
BEN-00315,INIT-0016,MET-0020,Cost Takeout,110.7,151.4,130.2,78.6,FTE,Operational KPI delta,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,316,tenant_file
BEN-00316,INIT-0111,MET-0112,Revenue,128.9,156.1,144.8,7.2,%,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,317,tenant_file
BEN-00317,INIT-0048,MET-0136,Revenue,198.8,261.3,255.1,1.7,%,Operational KPI delta,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,318,tenant_file
BEN-00318,INIT-0011,MET-0169,Productivity,112.4,136.2,122,87.3,hours,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,319,tenant_file
BEN-00319,INIT-0028,MET-0170,Productivity,85.7,108.6,111.6,60.9,$M,Audit confirmation,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,320,tenant_file
BEN-00320,INIT-0116,MET-0167,Cost Takeout,99.7,115.8,99.2,2.4,%,Modelled estimate,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,321,tenant_file
