"tenant","storage_location","refreshed_at","page","tab","component","rendered_value","generated_by","deterministic_object","source_layer","source_files","claude_prompt_file","claude_response_file","notes"
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Vendors & Contracts","Relationships","Relationship story","{""chain"":[""vendors → data_platforms (Epic Clarity/Caboodle feeds lakehouse foundation)"",""vendors → use_cases (contract readiness gates all five priority use cases)"",""vendors → risks (each vendor carries a distinct unresolved contract or integration risk)"",""vendors → governance (no vendor contract yet includes certified data governance or AI audit controls)"",""vendors → financials (managed services maintenance load and undisclosed contract values block FP&A validation)""],""note"":""Vendor contract risk is the upstream gate for platform, governance, and use-case dimensions — no use case reaches decision grade until Epic integration, AWS/Databricks foundation, and managed services scope are resolved and commercially evidenced.""}","Claude-authored relationship interpretation","design_slots.REL.vendors","canonical relationship rows plus source dimension","07_vendors_contracts.csv — 231 rows, 9 active, refreshed 2026-07-17; 12_relationships.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Relationship interpretation remains evidence-bounded."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Vendors & Contracts","Gaps","Dimension gaps","{""missing"":""Contract values and commercial terms for all seven active vendors"",""blocks"":""FP&A validation, total cost of ownership analysis, and AI spend governance (CIO FY26 priority)"",""needed"":""Executed contract extracts or vendor-confirmed pricing schedules"",""handoff"":""Procurement and CIO office to provide contract repository access to Nexus ingestion pipeline""}; {""missing"":""Epic Clarity-to-lakehouse integration architecture and certification evidence"",""blocks"":""Unified clinical + claims lakehouse, provider quality, and cost transparency use cases"",""needed"":""Epic integration design, medallion layer mapping, and data quality certification"",""handoff"":""Clinical Platforms and CTO to commission Epic-to-AWS/Databricks integration scoping""}; {""missing"":""AWS/Databricks medallion architecture build and certification"",""blocks"":""All lakehouse-dependent use cases and AI/LLM governance foundation"",""needed"":""Certified medallion architecture with bronze/silver/gold layer evidence and data quality rules"",""handoff"":""CTO and Data Platform team to deliver architecture certification to Nexus evidence registry""}; {""missing"":""Outsourced managed services provider identity, contract scope, and capacity model"",""blocks"":""Net-new delivery capacity assessment and CDAO operating model design"",""needed"":""Vendor identity, SOW scope, FTE allocation, and maintenance vs. innovation split"",""handoff"":""CDAO and Procurement to disclose vendor identity and contract terms for Nexus ingestion""}; {""missing"":""AI and model risk governance controls across all AI-enabled vendors (Microsoft Copilot, Databricks, SAS)"",""blocks"":""AI Benefits Realization Ledger, AI Governance / Model Risk Controls use case, CISO sign-off"",""needed"":""HITL controls, audit logging, model risk evidence, and OneTrust/Purview integration confirmation"",""handoff"":""CISO and CIO to provide AI governance control evidence for each vendor to Nexus evidence registry""}","Claude-authored gap synthesis","design_slots.DGAPS.vendors","canonical gaps, risks, metrics, and evidence boundaries","07_vendors_contracts.csv — 231 rows, 9 active, refreshed 2026-07-17; 11_risks_controls.csv; 13_evidence_sources.csv; 14_metrics_outcomes.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Vendors & Contracts","Evidence","Evidence cards","{""name"":""Epic Vendor Record"",""type"":""Vendor Master"",""date"":""2026-07-17"",""rows"":""1 active"",""facts"":""Epic provides clinical EHR (Hyperspace), reporting (Clarity), and analytics (Caboodle). Integration to a governed lakehouse is unproven. Contract pricing not yet evidenced."",""st"":""source-backed"",""fields"":""vendor_id, service, linked_systems, contract_risk, pricing_basis"",""supports"":""Clinical data foundation for lakehouse and provider quality use cases"",""missing"":""Lakehouse integration design, medallion mapping, and commercial terms""}; {""name"":""AWS + Databricks Vendor Records"",""type"":""Vendor Master"",""date"":""2026-07-17"",""rows"":""2 active"",""facts"":""AWS and Databricks are designated target-state cloud and lakehouse platforms. No certified medallion architecture. No analytics-ready foundation. Commercial terms not evidenced."",""st"":""source-backed"",""fields"":""vendor_id, service, linked_systems, contract_risk, pricing_basis"",""supports"":""Target platform direction for all five priority use cases"",""missing"":""Medallion architecture certification, foundation readiness evidence, and commercial terms""}; {""name"":""Outsourced Analytics Managed Services Provider Record"",""type"":""Vendor Master"",""date"":""2026-07-17"",""rows"":""1 candidate"",""facts"":""Provider absorbs estimated 80% maintenance load across SQL Marts, Tableau, Power BI, and SAS. Vendor identity and contract values not yet evidenced. Limits net-new delivery capacity."",""st"":""source-backed"",""fields"":""vendor_id, service, owning_function, linked_systems, contract_risk, pricing_basis"",""supports"":""CDAO operating model and capacity planning"",""missing"":""Vendor identity, SOW scope, FTE split, and contract values""}; {""name"":""Tableau + SAS Vendor Records"",""type"":""Vendor Master"",""date"":""2026-07-17"",""rows"":""2 active"",""facts"":""Tableau carries extract sprawl and duplicate dashboard risk. SAS model and extract lineage is ungoverned. Both block payment integrity and cost transparency use cases from advancing."",""st"":""source-backed"",""fields"":""vendor_id, service, linked_systems, contract_risk, pricing_basis"",""supports"":""Legacy analytics rationalization and payment integrity use case"",""missing"":""Rationalization roadmap, model lineage inventory, and commercial terms""}; {""name"":""CEO / CIO / CFO Stakeholder Intent Signals — Vendor-Linked Use Cases"",""type"":""Stakeholder Intent"",""date"":""2026-07-17"",""rows"":""11 candidate signals reviewed"",""facts"":""CEO, CFO, and CIO all flag lakehouse, AI/LLM governance, call center optimization, cost transparency, and payment integrity as top priorities. All are blocked pending vendor evidence closure. No use case is decision-grade."",""st"":""directional"",""fields"":""business_name, context_item, confidence, active_candidate_status, evidence_id"",""supports"":""Executive demand signal for vendor sequencing and contract prioritization"",""missing"":""Decision-grade evidence gates for each use case; vendor contract terms required before sourcing events""}; {""name"":""AI Vendor Signals (Microsoft Copilot, Genesys, Salesforce)"",""type"":""AI Vendor Evidence"",""date"":""2026-07-17"",""rows"":""3 AI vendor evidence refs"",""facts"":""Microsoft M365 Copilot, Genesys, and Salesforce are referenced across AI, contact center, and CRM use cases. HITL, audit logging, and model-risk controls are not yet evidenced for any AI-enabled vendor."",""st"":""needs-evidence"",""fields"":""vendor_id, linked_systems, use_cases, evidence_id"",""supports"":""AI Governance / Model Risk Controls and Contact Center Optimization use cases"",""missing"":""HITL controls, AI audit trail, OneTrust/Purview integration confirmation, and CISO sign-off""}","Claude-authored evidence summary","design_slots.EVID.vendors","evidence registry plus dimension file","07_vendors_contracts.csv — 231 rows, 9 active, refreshed 2026-07-17; 13_evidence_sources.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Summary","Story card","{""meaning"":""Meridian's IT spend is structurally weighted toward run-the-business obligations — Epic, on-prem infrastructure, SAS, and Tableau — leaving change-the-business investment thin and ungoverned against seven declared strategic use cases."",""observed"":""293 budget evidence references are loaded across run and change towers. No approved business case, signed baseline, or benefits ledger is evidenced for any of the seven value hypotheses. FY26 AI spend governance is listed as a use case, not a control — signaling the governance mechanism itself is unfunded."",""matters"":""Without a funded, evidence-gated business case per use case, the board cannot distinguish strategic investment from discretionary spend. Every value hypothesis remains a hypothesis — not a commitment — and the CFO has no ledger to track realization."",""supports"":""CEO, CFO, and CIO all cite AI/LLM automation, lakehouse, and call center optimization as top priorities. None have cleared the evidence gate required to move from planning to approved program funding.""}","Claude-authored tool payload","design_slots.STORY.budget","canonical dimension rows + cross-dimension context","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this dimension story without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Summary","Insight breakdown","{""findings"":[""Run towers — Epic, on-prem SQL Server, SAS, Tableau, and legacy infrastructure — dominate the spend profile; change budget is thin relative to the seven declared strategic use cases."",""FY26 AI spend governance is catalogued as a use case rather than an operating control, meaning no formal mechanism exists to gate, track, or rationalize AI investment across the portfolio."",""All seven value hypotheses — lakehouse, AI/LLM, call center, provider quality, cost transparency, payment integrity, and automated close — lack approved business cases, signed baselines, and benefits ledger ties."",""The CFO's AI Benefits Realization Ledger use case is itself in planning stage, creating a circular gap: the instrument needed to prove value is not yet funded or operational.""],""breakdown"":{""title"":""IT Budget Posture by Tower — Meridian Health System"",""rows"":[{""label"":""Run: Applications (Epic, SAS, Tableau, Power BI)"",""value"":""High spend, evidenced"",""note"":""Dominates run budget; change investment constrained by these obligations""},{""label"":""Run: Infrastructure & On-Prem"",""value"":""High spend, evidenced"",""note"":""On-prem SQL Server and legacy estate; AWS/Databricks migration not yet funded to production""},{""label"":""Run: Managed Services & Cybersecurity"",""value"":""Moderate spend, evidenced"",""note"":""OneTrust, Microsoft Purview, ServiceNow; AI governance controls not yet layered""},{""label"":""Change: Data & AI Programs"",""value"":""Low-moderate, no approved BCs"",""note"":""Seven use cases in planning; no signed baseline or benefits ledger for any""},{""label"":""Change: AI Governance & Model Risk"",""value"":""Minimal, needs evidence"",""note"":""HITL, audit logging, and model-risk controls unfunded; CISO flagged as gap""}]}}","Claude-authored tool payload","design_slots.INSIGHTS.budget","canonical dimension rows + cross-dimension context","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this insight structure without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Summary","Visual blocks","{""type"":""decision_matrix"",""title"":""Meridian IT Budget — Use Case Funding Readiness Gate"",""subtitle"":""All seven strategic use cases are in planning; none have cleared the evidence gate required for approved program funding."",""data"":{""columns"":[""Use Case"",""Executive Sponsor Signal"",""Evidence Gate Status"",""Business Case Approved"",""Benefits Ledger Tied""],""rows"":[{""use_case"":""Unified Clinical + Claims Lakehouse"",""sponsor"":""CEO, CIO, CDAO"",""gate"":""Open — medallion arch + identity spine missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""Governed Data Foundation / AI-LLM"",""sponsor"":""CEO, CFO, CIO, CDAO"",""gate"":""Open — governance model + semantic layer missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""Call Center Optimization"",""sponsor"":""CEO, CFO, CIO, CXO"",""gate"":""Open — transcript governance + intent taxonomy missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""Payment Integrity & Leakage Reduction"",""sponsor"":""CFO, CXO"",""gate"":""Open — SAS lineage + entity resolution missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""End-to-End Cost Transparency"",""sponsor"":""CEO, CFO, CDAO"",""gate"":""Open — provider contract digitization missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""Provider Quality & Performance"",""sponsor"":""CEO, CIO"",""gate"":""Open — HEDIS/STAR attribution + contract linkage missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""Automated Close & Reporting"",""sponsor"":""CFO, CIO"",""gate"":""Open — GL lineage + close workflow integration missing"",""bc"":""No"",""ledger"":""No""},{""use_case"":""AI Benefits Realization Ledger"",""sponsor"":""CFO"",""gate"":""Open — ledger design + system of record unfunded"",""bc"":""No"",""ledger"":""N/A — is the ledger""}],""decision_note"":""No use case advances to funded program status until its evidence gate closes, a baseline owner signs off, and FP&A validates the benefit quantification. The CFO's ledger must be funded first to make any other realization claim defensible.""}}","Claude-authored visual block payload","design_slots.VISUAL_BLOCKS.budget","canonical dimension rows + cross-dimension context","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Cards, charts, graphs, and dashboard panels render from this structure."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Data","Rows","298 rows render from approved pack with search/filter controls
1. {""business_name"":""Unified clinical + claims lakehouse value hypothesis"",""value_hypothesis"":""Create a governed longitudinal patient/member view only after EMR, claims, pharmacy, identity, medallion, and governance evidence are certified; quantify value after baseline owners sign off."",""amount_usd"":""Needs evidence"",""realized_value_usd"":""Needs evidence"",""value_boundary"":""no_realized_value_claim_without_tower_evidence"",""confidence"":""high"",""context_item"":""Unified clinical + claims lakehouse value hypothesis"",""dimension"":""08_it_budget_spend_value"",""evidence_id"":""MER-V3-EVID-0360""}
2. {""business_name"":""Governed data foundation for AI / LLM automation value hypothesis"",""value_hypothesis"":""Enable prior-auth, coding, and UM automation only after governance, semantic ownership, lineage, and control evidence are in place; quantify after workflow baselines and audit requirements are captured."",""amount_usd"":""Needs evidence"",""realized_value_usd"":""Needs evidence"",""value_boundary"":""no_realized_value_claim_without_tower_evidence"",""confidence"":""high"",""context_item"":""Governed data foundation for AI / LLM automation value hypothesis"",""dimension"":""08_it_budget_spend_value"",""evidence_id"":""MER-V3-EVID-0361""}
3. {""business_name"":""Call center optimization value hypothesis"",""value_hypothesis"":""Improve agent assist and next-best-action only after transcript, CRM, claims, intent, and QA-label evidence is governed; quantify after baseline AHT, containment, and first-call-resolution data are loaded."",""amount_usd"":""Needs evidence"",""realized_value_usd"":""Needs evidence"",""value_boundary"":""no_realized_value_claim_without_tower_evidence"",""confidence"":""high"",""context_item"":""Call center optimization value hypothesis"",""dimension"":""08_it_budget_spend_value"",""evidence_id"":""MER-V3-EVID-0362""}
4. {""business_name"":""Provider quality and performance value hypothesis"",""value_hypothesis"":""Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff."",""amount_usd"":""Needs evidence"",""realized_value_usd"":""Needs evidence"",""value_boundary"":""no_realized_value_claim_without_tower_evidence"",""confidence"":""medium"",""context_item"":""Provider quality and performance value hypothesis"",""dimension"":""08_it_budget_spend_value"",""evidence_id"":""MER-V3-EVID-0363""}
5. {""business_name"":""End-to-end cost transparency value hypothesis"",""value_hypothesis"":""Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff."",""amount_usd"":""Needs evidence"",""realized_value_usd"":""Needs evidence"",""value_boundary"":""no_realized_value_claim_without_tower_evidence"",""confidence"":""high"",""context_item"":""End-to-end cost transparency value hypothesis"",""dimension"":""08_it_budget_spend_value"",""evidence_id"":""MER-V3-EVID-0364""}","Deterministic full-row projection from canonical CSV","design_slots.DATA.budget","canonical tenant input rows","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17","not_applicable","not_applicable","Review table previews five rows; UI has the full row set and filters."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Relationships","Relationship story","{""chain"":[""IT Budget allocation → funds (or starves) evidence-closure work for seven use cases"",""Evidence closure → gates business case approval for lakehouse, AI/LLM, call center, cost transparency, payment integrity, provider quality, automated close"",""Approved business case → enables CFO Benefits Realization Ledger to activate"",""Benefits Realization Ledger → provides board-grade proof of AI investment return"",""AI spend governance (FY26) → must shift from use case to operating control before any program funding is committed""],""note"":""Budget is the upstream constraint: until run-vs-change rebalancing is approved and evidence gates are funded, all seven strategic use cases remain in planning and the CFO has no ledger mechanism to track or defend AI investment to the board.""}","Claude-authored relationship interpretation","design_slots.REL.budget","canonical relationship rows plus source dimension","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17; 12_relationships.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Relationship interpretation remains evidence-bounded."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Gaps","Dimension gaps","{""missing"":""No approved business case or signed baseline for any of the seven value hypotheses"",""blocks"":""CFO cannot commit to, track, or defend AI program spend; all use cases remain planning-grade"",""needed"":""FP&A-validated business cases with baseline owners, benefit categories, and realization milestones per use case"",""handoff"":""CFO / Finance & Value team to own baseline signoff; CIO to gate program funding release""}; {""missing"":""AI Benefits Realization Ledger is itself in planning — the tracking instrument is unfunded"",""blocks"":""No mechanism exists to reconcile AI spend against realized outcomes for board reporting"",""needed"":""Funded ledger design, system of record (Workday/ServiceNow), and CFO-owned reporting cadence"",""handoff"":""CFO to sponsor; CIO and CDAO to provide program and data inputs""}; {""missing"":""FY26 AI spend governance is a use case, not an operating control"",""blocks"":""No formal gate exists to approve, rationalize, or halt AI investments across the portfolio"",""needed"":""Governance framework with investment thresholds, evidence requirements, and CISO/model-risk sign-off criteria"",""handoff"":""CIO to own framework; CISO to own model-risk and audit-logging controls""}; {""missing"":""Run-vs-change budget split is not evidenced at a level sufficient for rebalancing decisions"",""blocks"":""Leadership cannot quantify how much run obligation constrains strategic change capacity"",""needed"":""Tower-level spend extract with run/change tagging, validated by FP&A"",""handoff"":""CIO and CFO to co-own tower taxonomy; FP&A to validate actuals vs. plan""}; {""missing"":""No HITL, audit logging, or model-risk budget line evidenced for any AI use case"",""blocks"":""CISO and compliance cannot certify AI controls; regulatory exposure unquantified"",""needed"":""Explicit budget allocation for AI governance controls tied to each use case program plan"",""handoff"":""CISO to define control requirements; CIO to fund within change budget""}","Claude-authored gap synthesis","design_slots.DGAPS.budget","canonical gaps, risks, metrics, and evidence boundaries","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17; 11_risks_controls.csv; 13_evidence_sources.csv; 14_metrics_outcomes.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / IT Budget, Spend & Value","Evidence","Evidence cards","{""name"":""IT Budget Spend & Value Dataset"",""type"":""Structured CSV — planning-grade synthetic"",""date"":""2026-07-17"",""rows"":""298 total; 76 active; 222 candidate"",""facts"":""293 evidence references across run and change towers: applications, infrastructure, managed services, cybersecurity, data/AI programs, and AI governance. High confidence: 234 rows; medium: 64 rows. No realized-value claims are supported without tower evidence and FP&A validation."",""st"":""source-backed"",""fields"":""Tower, spend category (run/change), use case linkage, confidence, active/candidate status, value hypothesis, evidence ID"",""supports"":""Run tower dominance, change budget thinness, and absence of approved business cases across all seven use cases"",""missing"":""FP&A-validated actuals, approved business cases, signed baselines, benefits ledger ties, and PHI controls""}; {""name"":""Value Hypothesis Evidence Bundle (MER-V3-EVID-0360 to 0366)"",""type"":""Synthetic planning-grade evidence — seven use cases"",""date"":""2026-07-17"",""rows"":""7 value hypothesis records, all active"",""facts"":""All seven use cases — lakehouse, AI/LLM, call center, provider quality, cost transparency, payment integrity, automated close — are high or medium confidence but explicitly conditioned: value is quantifiable only after evidence gates are certified and baseline owners sign off."",""st"":""source-backed"",""fields"":""Use case name, value hypothesis, evidence gate conditions, confidence, active/candidate status"",""supports"":""No use case has cleared its evidence gate; none are decision-grade for budget commitment"",""missing"":""Baseline owner signoff, certified evidence gates, and FP&A-validated benefit quantification for all seven""}; {""name"":""Stakeholder Interview Evidence (MER-SA07-INT-EVID-0001 to 0033)"",""type"":""Synthetic stakeholder interview signals"",""date"":""2026-07-17"",""rows"":""33 interview evidence records across CEO, CFO, CIO, CTO, CISO, Chief Experience Officer"",""facts"":""CEO, CFO, and CIO all cite AI/LLM automation, lakehouse, and call center optimization as top priorities. Every stakeholder signal is conditioned: 'promising but not decision-grade until evidence closes.' No stakeholder has approved a funded program."",""st"":""directional"",""fields"":""Stakeholder role, use case, confidence, blocking evidence gap, decision-grade status"",""supports"":""Executive alignment on priorities exists; funding commitment does not"",""missing"":""Approved program charters, budget allocations, and evidence gate closure confirmations from any stakeholder""}; {""name"":""Run Tower Evidence (BUD-RUN series)"",""type"":""Synthetic budget tower evidence — run category"",""date"":""2026-07-17"",""rows"":""29 run-tower evidence records across applications, infrastructure, managed services, cybersecurity, data, and workplace"",""facts"":""Run towers cover Epic, on-prem SQL Server, SAS, Tableau, Power BI, claims platform, pharmacy platform, CRM, and contact center telephony. These obligations are evidenced and structurally dominant in the budget profile."",""st"":""source-backed"",""fields"":""Tower, system, spend category, evidence ID"",""supports"":""Run spend is the primary budget constraint limiting change investment capacity"",""missing"":""Actual dollar amounts, FP&A-validated run totals, and run-reduction roadmap tied to cloud migration""}; {""name"":""Change Tower Evidence (BUD-CHG series)"",""type"":""Synthetic budget tower evidence — change category"",""date"":""2026-07-17"",""rows"":""36 change-tower evidence records across data, integration, cybersecurity, EHR, member, cloud, operating model, and AI governance"",""facts"":""Change towers span data/AI programs, cloud migration (AWS/Databricks direction), EHR modernization, member experience, integration, and AI governance. AI governance change budget (BUD-CHG-AIGOV) has only 4 evidence records — the thinnest of all change categories."",""st"":""source-backed"",""fields"":""Tower, program area, evidence ID, change category"",""supports"":""AI governance is the most underfunded change category relative to its risk exposure across all seven use cases"",""missing"":""Approved change program budgets, milestone-linked spend plans, and benefits realization tracking for each tower""}; {""name"":""FY26 AI Spend Governance Use Case Signal"",""type"":""Directional — use case catalogue entry"",""date"":""2026-07-17"",""rows"":""1 use case record; CIO-owned"",""facts"":""FY26 AI spend governance appears in the use case catalogue under CIO / Enterprise Technology. It is not evidenced as an operating control, governance framework, or funded program. Its presence as a use case — rather than a policy — signals the control mechanism itself is in planning."",""st"":""needs-evidence"",""fields"":""Use case name, owner, system linkage (M365 Copilot, ServiceNow, Workday, GitHub Copilot, Databricks, AWS)"",""supports"":""No formal AI investment gate exists; spend decisions are being made without a governing framework"",""missing"":""Governance framework document, investment threshold policy, CISO model-risk sign-off criteria, and board reporting cadence""}","Claude-authored evidence summary","design_slots.EVID.budget","evidence registry plus dimension file","08_it_budget_spend_value.csv — 298 rows, 76 active, refreshed 2026-07-17; 13_evidence_sources.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Programs & Initiatives","Summary","Story card","{""meaning"":""Meridian's program portfolio is strategically coherent but operationally unready — every flagship use case is gated by the same missing foundations: no certified medallion architecture, no identity spine, no formal governance, and no AI audit trail."",""observed"":""31 of 256 program rows are active; 225 remain candidate. All seven CEO/CFO-priority use cases are in planning stage with open evidence gates. AWS/Databricks is the target direction but no certified platform foundation is evidenced."",""matters"":""Without closing the lakehouse, governance, and contract-digitization gates, Meridian cannot advance any of its top-five use cases from planning to execution — stalling AI, cost transparency, and quality initiatives simultaneously."",""supports"":""Resolve the five evidence gates in priority order: (1) lakehouse foundation, (2) data governance operating model, (3) provider contract digitization, (4) transcript governance, (5) payment integrity model lineage.""}","Claude-authored tool payload","design_slots.STORY.programs","canonical dimension rows + cross-dimension context","09_programs_initiatives.csv — 256 rows, 31 active, 225 candidate; refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this dimension story without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Programs & Initiatives","Summary","Insight breakdown","{""findings"":[""All seven flagship programs share a common blocker: no certified medallion architecture and no formal data governance operating model — resolving these two gates unblocks the entire portfolio."",""225 of 256 program rows remain candidate status, signaling that Meridian's initiative inventory is aspirational; active program count (31) is insufficient to cover the breadth of stated strategic priorities."",""Payment integrity and cost transparency are the CFO's top-cited value levers, yet both are blocked by ungoverned SAS model lineage and undigitized provider contract terms — neither gap has an assigned owner or timeline."",""Call center optimization spans Genesys, Salesforce Health Cloud, and the claims platform but lacks transcript governance, real-time integration proof, and member identity linkage — three prerequisites that must be sequenced before any agent-assist value can be measured.""],""breakdown"":{""title"":""Program Portfolio Status — Meridian Health System"",""rows"":[{""label"":""Total Program Rows"",""value"":""256"",""note"":""Full inventory across all use cases and domains""},{""label"":""Active Programs"",""value"":""31"",""note"":""Confirmed in-flight; evidence gates open on all flagship items""},{""label"":""Candidate Programs"",""value"":""225"",""note"":""Aspirational; require evidence closure before activation""},{""label"":""High-Confidence Rows"",""value"":""188"",""note"":""73% of total; directionally reliable for planning""},{""label"":""Evidence Refs Logged"",""value"":""251"",""note"":""Covers V3 and SA07 series; no certified production evidence""}]}}","Claude-authored tool payload","design_slots.INSIGHTS.programs","canonical dimension rows + cross-dimension context","09_programs_initiatives.csv — 256 rows, 31 active, 225 candidate; refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this insight structure without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Programs & Initiatives","Summary","Visual blocks","{""type"":""evidence_bar"",""title"":""Flagship Program Evidence Gate Status"",""subtitle"":""All 7 CEO/CFO-priority programs — planning stage; gates open as of 2026-07-17"",""data"":{""bars"":[{""label"":""Unified Clinical + Claims Lakehouse"",""pct"":15,""status"":""blocked"",""gate"":""Medallion architecture · Identity spine · Claims/Pharmacy harmonization · AWS/Databricks foundation""},{""label"":""Governed Data Foundation for AI / LLM"",""pct"":10,""status"":""blocked"",""gate"":""Governance operating model · Semantic layer · AI audit trail · Data quality rules""},{""label"":""Payment Integrity & Leakage Reduction"",""pct"":20,""status"":""blocked"",""gate"":""SAS model lineage · Provider entity resolution · Recovery workflow · Finance validation""},{""label"":""End-to-End Cost Transparency"",""pct"":18,""status"":""blocked"",""gate"":""Contract digitization · GL/claims alignment · Cost allocation rules · Margin semantic model""},{""label"":""Call Center Optimization"",""pct"":22,""status"":""blocked"",""gate"":""Transcript governance · Real-time integration · Intent taxonomy · Member identity linkage""},{""label"":""Provider Quality & Performance"",""pct"":25,""status"":""blocked"",""gate"":""Measure logic consolidation · Attribution ownership · Contract linkage · Near-real-time quality layer""},{""label"":""Automated Close & Reporting"",""pct"":30,""status"":""blocked"",""gate"":""Finance semantic layer · Close workflow integration · Metric governance · Manual load reduction""}],""legend"":""Bar length = relative evidence completeness (planning-grade estimate); all programs require evidence gate closure before execution""}}","Claude-authored visual block payload","design_slots.VISUAL_BLOCKS.programs","canonical dimension rows + cross-dimension context","09_programs_initiatives.csv — 256 rows, 31 active, 225 candidate; refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Cards, charts, graphs, and dashboard panels render from this structure."
