tenant_key,module,page,claim_id,claim_kind,label,gate_status,realized_value_language_allowed,reason,required_evidence,projection_evidence_ids,source_fact_id,source_dimension,active_source_file,active_source_row,active_source_data_row,active_record_id,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_financial_fact_type,active_program_code,active_initiative_id,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-271,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-271-evidence,meridian-health-08_spend_value-08_spend_value-row-271,08_spend_value,08_it_budget_spend_value.csv,272,271,MER-V3-BUD-CHG-CYBER-05,MER-V3-EVID-BUD-CHG-CYBER-05,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Audit automation FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,272,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-272,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-272-evidence,meridian-health-08_spend_value-08_spend_value-row-272,08_spend_value,08_it_budget_spend_value.csv,273,272,MER-V3-BUD-CHG-EHR-01,MER-V3-EVID-BUD-CHG-EHR-01,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Epic Cogito quality analytics FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,273,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-273,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-273-evidence,meridian-health-08_spend_value-08_spend_value-row-273,08_spend_value,08_it_budget_spend_value.csv,274,273,MER-V3-BUD-CHG-EHR-02,MER-V3-EVID-BUD-CHG-EHR-02,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Clinical operations dashboarding FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,274,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-274,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-274-evidence,meridian-health-08_spend_value-08_spend_value-row-274,08_spend_value,08_it_budget_spend_value.csv,275,274,MER-V3-BUD-CHG-EHR-03,MER-V3-EVID-BUD-CHG-EHR-03,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Revenue cycle analytics FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,275,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-275,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-275-evidence,meridian-health-08_spend_value-08_spend_value-row-275,08_spend_value,08_it_budget_spend_value.csv,276,275,MER-V3-BUD-CHG-EHR-04,MER-V3-EVID-BUD-CHG-EHR-04,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Population health measures FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,276,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-276,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-276-evidence,meridian-health-08_spend_value-08_spend_value-row-276,08_spend_value,08_it_budget_spend_value.csv,277,276,MER-V3-BUD-CHG-EHR-05,MER-V3-EVID-BUD-CHG-EHR-05,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Clinical data validation FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,277,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-277,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-277-evidence,meridian-health-08_spend_value-08_spend_value-row-277,08_spend_value,08_it_budget_spend_value.csv,278,277,MER-V3-BUD-CHG-MBR-01,MER-V3-EVID-BUD-CHG-MBR-01,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Contact center platform modernization FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,278,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-278,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-278-evidence,meridian-health-08_spend_value-08_spend_value-row-278,08_spend_value,08_it_budget_spend_value.csv,279,278,MER-V3-BUD-CHG-MBR-02,MER-V3-EVID-BUD-CHG-MBR-02,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,CRM/member service workflow FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,279,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-279,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-279-evidence,meridian-health-08_spend_value-08_spend_value-row-279,08_spend_value,08_it_budget_spend_value.csv,280,279,MER-V3-BUD-CHG-MBR-03,MER-V3-EVID-BUD-CHG-MBR-03,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Telephony/routing modernization FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,280,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-280,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-280-evidence,meridian-health-08_spend_value-08_spend_value-row-280,08_spend_value,08_it_budget_spend_value.csv,281,280,MER-V3-BUD-CHG-MBR-04,MER-V3-EVID-BUD-CHG-MBR-04,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Knowledge base migration FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,281,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-281,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-281-evidence,meridian-health-08_spend_value-08_spend_value-row-281,08_spend_value,08_it_budget_spend_value.csv,282,281,MER-V3-BUD-CHG-MBR-05,MER-V3-EVID-BUD-CHG-MBR-05,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Agent knowledge foundation FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,282,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-282,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-282-evidence,meridian-health-08_spend_value-08_spend_value-row-282,08_spend_value,08_it_budget_spend_value.csv,283,282,MER-V3-BUD-CHG-CLOUD-01,MER-V3-EVID-BUD-CHG-CLOUD-01,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Cloud tagging/showback FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,283,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-283,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-283-evidence,meridian-health-08_spend_value-08_spend_value-row-283,08_spend_value,08_it_budget_spend_value.csv,284,283,MER-V3-BUD-CHG-CLOUD-02,MER-V3-EVID-BUD-CHG-CLOUD-02,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Reserved capacity optimization FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,284,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-284,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-284-evidence,meridian-health-08_spend_value-08_spend_value-row-284,08_spend_value,08_it_budget_spend_value.csv,285,284,MER-V3-BUD-CHG-CLOUD-03,MER-V3-EVID-BUD-CHG-CLOUD-03,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Cloud security posture FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,285,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-285,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-285-evidence,meridian-health-08_spend_value-08_spend_value-row-285,08_spend_value,08_it_budget_spend_value.csv,286,285,MER-V3-BUD-CHG-CLOUD-04,MER-V3-EVID-BUD-CHG-CLOUD-04,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Landing zone automation FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,286,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-286,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-286-evidence,meridian-health-08_spend_value-08_spend_value-row-286,08_spend_value,08_it_budget_spend_value.csv,287,286,MER-V3-BUD-CHG-OPM-01,MER-V3-EVID-BUD-CHG-OPM-01,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Data product operating model FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,287,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-287,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-287-evidence,meridian-health-08_spend_value-08_spend_value-row-287,08_spend_value,08_it_budget_spend_value.csv,288,287,MER-V3-BUD-CHG-OPM-02,MER-V3-EVID-BUD-CHG-OPM-02,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Domain ownership / stewardship FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,288,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-288,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-288-evidence,meridian-health-08_spend_value-08_spend_value-row-288,08_spend_value,08_it_budget_spend_value.csv,289,288,MER-V3-BUD-CHG-OPM-03,MER-V3-EVID-BUD-CHG-OPM-03,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Data product training FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,289,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-289,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-289-evidence,meridian-health-08_spend_value-08_spend_value-row-289,08_spend_value,08_it_budget_spend_value.csv,290,289,MER-V3-BUD-CHG-OPM-04,MER-V3-EVID-BUD-CHG-OPM-04,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Quality/control framework FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,290,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-290,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-290-evidence,meridian-health-08_spend_value-08_spend_value-row-290,08_spend_value,08_it_budget_spend_value.csv,291,290,MER-V3-BUD-CHG-AIGOV-01,MER-V3-EVID-BUD-CHG-AIGOV-01,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,AI policy and controls FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,291,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-291,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-291-evidence,meridian-health-08_spend_value-08_spend_value-row-291,08_spend_value,08_it_budget_spend_value.csv,292,291,MER-V3-BUD-CHG-AIGOV-02,MER-V3-EVID-BUD-CHG-AIGOV-02,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Model inventory and risk register FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,292,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-292,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-292-evidence,meridian-health-08_spend_value-08_spend_value-row-292,08_spend_value,08_it_budget_spend_value.csv,293,292,MER-V3-BUD-CHG-AIGOV-03,MER-V3-EVID-BUD-CHG-AIGOV-03,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,HITL/privacy validation FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,293,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-293,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-293-evidence,meridian-health-08_spend_value-08_spend_value-row-293,08_spend_value,08_it_budget_spend_value.csv,294,293,MER-V3-BUD-CHG-AIGOV-04,MER-V3-EVID-BUD-CHG-AIGOV-04,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,AI adoption/change enablement FY26 budget,fy26_budget_line,,,08_it_budget_spend_value.csv,294,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-294,measured_value,CFO / Finance & Value: AI Benefits Realization Ledger,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-294-evidence,meridian-health-08_spend_value-08_spend_value-row-294,08_spend_value,08_it_budget_spend_value.csv,295,294,MER-SA07-08_IT_BUDGET_SPEND_VALUE-9019,MER-SA07-INT-EVID-9019,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: AI Benefits Realization Ledger,,,,08_it_budget_spend_value.csv,295,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-295,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-295-evidence,meridian-health-08_spend_value-08_spend_value-row-295,08_spend_value,08_it_budget_spend_value.csv,296,295,MER-SA07-08_IT_BUDGET_SPEND_VALUE-9020,MER-SA07-INT-EVID-9020,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,,,,08_it_budget_spend_value.csv,296,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-296,measured_value,CISO / Security: AI Governance / Model Risk Controls,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-296-evidence,meridian-health-08_spend_value-08_spend_value-row-296,08_spend_value,08_it_budget_spend_value.csv,297,296,MER-SA07-08_IT_BUDGET_SPEND_VALUE-9021,MER-SA07-INT-EVID-9021,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: AI Governance / Model Risk Controls,,,,08_it_budget_spend_value.csv,297,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-297,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-297-evidence,meridian-health-08_spend_value-08_spend_value-row-297,08_spend_value,08_it_budget_spend_value.csv,298,297,MER-SA07-08_IT_BUDGET_SPEND_VALUE-9022,MER-SA07-INT-EVID-9022,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,,,,08_it_budget_spend_value.csv,298,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-298,measured_value,CIO / Enterprise Technology: FY26 AI spend governance,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-298-evidence,meridian-health-08_spend_value-08_spend_value-row-298,08_spend_value,08_it_budget_spend_value.csv,299,298,MER-SA07-08_IT_BUDGET_SPEND_VALUE-9023,MER-SA07-INT-EVID-9023,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: FY26 AI spend governance,,,,08_it_budget_spend_value.csv,299,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-1,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-1-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-1,09_programs_initiatives,09_programs_initiatives.csv,2,1,MER-V3-0001,MER-V3-EVID-0100,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Unified clinical + claims lakehouse: EMR clinical,,,,09_programs_initiatives.csv,2,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-2,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-2-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-2,09_programs_initiatives,09_programs_initiatives.csv,3,2,MER-V3-0002,MER-V3-EVID-0101,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Unified clinical + claims lakehouse: claims,,,,09_programs_initiatives.csv,3,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-3,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-3-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-3,09_programs_initiatives,09_programs_initiatives.csv,4,3,MER-V3-0003,MER-V3-EVID-0102,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Unified clinical + claims lakehouse: pharmacy,,,,09_programs_initiatives.csv,4,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-4,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-4-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-4,09_programs_initiatives,09_programs_initiatives.csv,5,4,MER-V3-0004,MER-V3-EVID-0103,medium,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Governed data foundation for AI / LLM automation: prior authorization,,,,09_programs_initiatives.csv,5,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-5,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-5-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-5,09_programs_initiatives,09_programs_initiatives.csv,6,5,MER-V3-0005,MER-V3-EVID-0104,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Governed data foundation for AI / LLM automation: coding,,,,09_programs_initiatives.csv,6,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-6,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-6-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-6,09_programs_initiatives,09_programs_initiatives.csv,7,6,MER-V3-0006,MER-V3-EVID-0105,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Governed data foundation for AI / LLM automation: utilization management,,,,09_programs_initiatives.csv,7,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-7,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-7-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-7,09_programs_initiatives,09_programs_initiatives.csv,8,7,MER-V3-0007,MER-V3-EVID-0106,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Call center optimization: transcripts,,,,09_programs_initiatives.csv,8,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-8,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-8-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-8,09_programs_initiatives,09_programs_initiatives.csv,9,8,MER-V3-0008,MER-V3-EVID-0107,medium,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Call center optimization: CRM cases,,,,09_programs_initiatives.csv,9,found,found
