tenant_key,module,page,record_type,record_id,label,source_dimension,projection_evidence_ids,projection_status,safe_to_display,claim_basis,active_source_file,active_source_row,active_source_data_row,active_record_id,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_financial_fact_type,active_program_code,active_initiative_id,active_vendor_name,active_system_name,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-213,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-213-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,214,213,MER-SA07-14_METRICS_OUTCOMES-0185,MER-SA07-INT-EVID-0185,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Payment integrity and leakage reduction,,,,,,14_metrics_outcomes.csv,214,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-214,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-214-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,215,214,MER-SA07-14_METRICS_OUTCOMES-0186,MER-SA07-INT-EVID-0186,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Automated close and reporting,,,,,,14_metrics_outcomes.csv,215,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-215,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-215-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,216,215,MER-SA07-14_METRICS_OUTCOMES-0187,MER-SA07-INT-EVID-0187,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Unified clinical + claims lakehouse,,,,,,14_metrics_outcomes.csv,216,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-216,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-216-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,217,216,MER-SA07-14_METRICS_OUTCOMES-0188,MER-SA07-INT-EVID-0188,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,,,,,,14_metrics_outcomes.csv,217,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-217,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-217-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,218,217,MER-SA07-14_METRICS_OUTCOMES-0189,MER-SA07-INT-EVID-0189,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Call center optimization,,,,,,14_metrics_outcomes.csv,218,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-218,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-218-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,219,218,MER-SA07-14_METRICS_OUTCOMES-0190,MER-SA07-INT-EVID-0190,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Provider quality and performance,,,,,,14_metrics_outcomes.csv,219,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-219,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-219-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,220,219,MER-SA07-14_METRICS_OUTCOMES-0191,MER-SA07-INT-EVID-0191,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: End-to-end cost transparency,,,,,,14_metrics_outcomes.csv,220,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-220,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-220-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,221,220,MER-SA07-14_METRICS_OUTCOMES-0192,MER-SA07-INT-EVID-0192,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Payment integrity and leakage reduction,,,,,,14_metrics_outcomes.csv,221,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-221,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-221-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,222,221,MER-SA07-14_METRICS_OUTCOMES-0193,MER-SA07-INT-EVID-0193,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Call center optimization,,,,,,14_metrics_outcomes.csv,222,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-222,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-222-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,223,222,MER-SA07-14_METRICS_OUTCOMES-0194,MER-SA07-INT-EVID-0194,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Provider quality and performance,,,,,,14_metrics_outcomes.csv,223,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-223,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-223-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,224,223,MER-SA07-14_METRICS_OUTCOMES-0195,MER-SA07-INT-EVID-0195,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: End-to-end cost transparency,,,,,,14_metrics_outcomes.csv,224,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-224,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-224-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,225,224,MER-SA07-14_METRICS_OUTCOMES-0196,MER-SA07-INT-EVID-0196,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Payment integrity and leakage reduction,,,,,,14_metrics_outcomes.csv,225,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-225,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-225-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,226,225,MER-SA07-14_METRICS_OUTCOMES-0197,MER-SA07-INT-EVID-0197,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Automated close and reporting,,,,,,14_metrics_outcomes.csv,226,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-226,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-226-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,227,226,MER-SA07-14_METRICS_OUTCOMES-0198,MER-SA07-INT-EVID-0198,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Unified clinical + claims lakehouse,,,,,,14_metrics_outcomes.csv,227,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-227,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-227-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,228,227,MER-SA07-14_METRICS_OUTCOMES-0199,MER-SA07-INT-EVID-0199,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,,,,,,14_metrics_outcomes.csv,228,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-228,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-228-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,229,228,MER-SA07-14_METRICS_OUTCOMES-0200,MER-SA07-INT-EVID-0200,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Call center optimization,,,,,,14_metrics_outcomes.csv,229,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-229,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-229-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,230,229,MER-SA07-14_METRICS_OUTCOMES-0201,MER-SA07-INT-EVID-0201,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Provider quality and performance,,,,,,14_metrics_outcomes.csv,230,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-230,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-230-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,231,230,MER-SA07-14_METRICS_OUTCOMES-0202,MER-SA07-INT-EVID-0202,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: End-to-end cost transparency,,,,,,14_metrics_outcomes.csv,231,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-231,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-231-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,232,231,MER-SA07-14_METRICS_OUTCOMES-0203,MER-SA07-INT-EVID-0203,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Payment integrity and leakage reduction,,,,,,14_metrics_outcomes.csv,232,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-232,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-232-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,233,232,MER-SA07-14_METRICS_OUTCOMES-0204,MER-SA07-INT-EVID-0204,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Automated close and reporting,,,,,,14_metrics_outcomes.csv,233,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-233,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-233-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,234,233,MER-SA07-14_METRICS_OUTCOMES-0205,MER-SA07-INT-EVID-0205,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Provider quality and performance,,,,,,14_metrics_outcomes.csv,234,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-234,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-234-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,235,234,MER-SA07-14_METRICS_OUTCOMES-0206,MER-SA07-INT-EVID-0206,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: End-to-end cost transparency,,,,,,14_metrics_outcomes.csv,235,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-235,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-235-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,236,235,MER-SA07-14_METRICS_OUTCOMES-0207,MER-SA07-INT-EVID-0207,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Payment integrity and leakage reduction,,,,,,14_metrics_outcomes.csv,236,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-236,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-236-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,237,236,MER-SA07-14_METRICS_OUTCOMES-0208,MER-SA07-INT-EVID-0208,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Automated close and reporting,,,,,,14_metrics_outcomes.csv,237,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-237,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-237-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,238,237,MER-SA07-14_METRICS_OUTCOMES-0209,MER-SA07-INT-EVID-0209,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Unified clinical + claims lakehouse,,,,,,14_metrics_outcomes.csv,238,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-238,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-238-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,239,238,MER-SA07-14_METRICS_OUTCOMES-0210,MER-SA07-INT-EVID-0210,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Governed data foundation for AI / LLM automation,,,,,,14_metrics_outcomes.csv,239,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-239,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-239-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,240,239,MER-SA07-14_METRICS_OUTCOMES-0211,MER-SA07-INT-EVID-0211,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Call center optimization,,,,,,14_metrics_outcomes.csv,240,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-240,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-240-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,241,240,MER-SA07-14_METRICS_OUTCOMES-0212,MER-SA07-INT-EVID-0212,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Provider quality and performance,,,,,,14_metrics_outcomes.csv,241,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-241,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-241-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,242,241,MER-SA07-14_METRICS_OUTCOMES-0213,MER-SA07-INT-EVID-0213,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: End-to-end cost transparency,,,,,,14_metrics_outcomes.csv,242,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-242,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-242-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,243,242,MER-SA07-14_METRICS_OUTCOMES-0214,MER-SA07-INT-EVID-0214,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Payment integrity and leakage reduction,,,,,,14_metrics_outcomes.csv,243,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-243,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-243-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,244,243,MER-SA07-14_METRICS_OUTCOMES-0215,MER-SA07-INT-EVID-0215,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Automated close and reporting,,,,,,14_metrics_outcomes.csv,244,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-244,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-244-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,245,244,MER-SA07-14_METRICS_OUTCOMES-0216,MER-SA07-INT-EVID-0216,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Program / Transformation Office: Unified clinical + claims lakehouse,,,,,,14_metrics_outcomes.csv,245,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-245,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-245-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,246,245,MER-V3-BEN-001,MER-V3-EVID-BEN-001,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Microsoft 365 Copilot benefit measurement,,,,,,14_metrics_outcomes.csv,246,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-246,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-246-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,247,246,MER-V3-BEN-002,MER-V3-EVID-BEN-002,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,ServiceNow AI Agent Assist benefit measurement,,,,,,14_metrics_outcomes.csv,247,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-247,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-247-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,248,247,MER-V3-BEN-003,MER-V3-EVID-BEN-003,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Workday AI HR/Finance Assist benefit measurement,,,,,,14_metrics_outcomes.csv,248,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-248,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-248-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,249,248,MER-V3-BEN-004,MER-V3-EVID-BEN-004,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,GitHub Copilot Enterprise benefit measurement,,,,,,14_metrics_outcomes.csv,249,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-249,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-249-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,250,249,MER-V3-BEN-005,MER-V3-EVID-BEN-005,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Contact Center Knowledge Foundation benefit measurement,,,,,,14_metrics_outcomes.csv,250,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-250,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-250-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,251,250,MER-V3-BEN-006,MER-V3-EVID-BEN-006,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Data and AI Platform Enablement benefit measurement,,,,,,14_metrics_outcomes.csv,251,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-251,metric,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-251-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,252,251,MER-V3-BEN-007,MER-V3-EVID-BEN-007,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,AI Governance Controls benefit measurement,,,,,,14_metrics_outcomes.csv,252,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-252,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-252-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,253,252,MER-V3-BEN-008,MER-V3-EVID-BEN-008,high,synthetic_v3_context_generation,meridian_health_v3_reload_template_finalization_2026_07_17,synthetic_demo_phi_free_planning_grade,Member Service AI Assist benefit measurement,,,,,,14_metrics_outcomes.csv,253,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-253,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-253-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,254,253,MER-SA07-14_METRICS_OUTCOMES-9019,MER-SA07-INT-EVID-9019,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CFO / Finance & Value: AI Benefits Realization Ledger,,,,,,14_metrics_outcomes.csv,254,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-254,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-254-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,255,254,MER-SA07-14_METRICS_OUTCOMES-9020,MER-SA07-INT-EVID-9020,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,,,,,,14_metrics_outcomes.csv,255,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-255,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-255-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,256,255,MER-SA07-14_METRICS_OUTCOMES-9021,MER-SA07-INT-EVID-9021,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: AI Governance / Model Risk Controls,,,,,,14_metrics_outcomes.csv,256,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-256,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-256-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,257,256,MER-SA07-14_METRICS_OUTCOMES-9022,MER-SA07-INT-EVID-9022,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,,,,,,14_metrics_outcomes.csv,257,found,found
meridian-health,tower,tower,metric,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-257,Metrics and outcomes row,14_metrics_outcomes,meridian-health-14_metrics_outcomes-14_metrics_outcomes-row-257-evidence,v3_context_pack_ready,true,,14_metrics_outcomes.csv,258,257,MER-SA07-14_METRICS_OUTCOMES-9023,MER-SA07-INT-EVID-9023,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CIO / Enterprise Technology: FY26 AI spend governance,,,,,,14_metrics_outcomes.csv,258,found,found
meridian-health,tower,tower,value,meridian-health-08_spend_value-08_spend_value-row-1,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-1-evidence,v3_context_pack_ready,true,budget,08_it_budget_spend_value.csv,2,1,MER-V3-0001,MER-V3-EVID-0360,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Unified clinical + claims lakehouse value hypothesis,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,2,found,found
meridian-health,tower,tower,value,meridian-health-08_spend_value-08_spend_value-row-2,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-2-evidence,v3_context_pack_ready,true,budget,08_it_budget_spend_value.csv,3,2,MER-V3-0002,MER-V3-EVID-0361,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Governed data foundation for AI / LLM automation value hypothesis,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,3,found,found
meridian-health,tower,tower,value,meridian-health-08_spend_value-08_spend_value-row-3,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-3-evidence,v3_context_pack_ready,true,budget,08_it_budget_spend_value.csv,4,3,MER-V3-0003,MER-V3-EVID-0362,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Call center optimization value hypothesis,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,4,found,found
meridian-health,tower,tower,value,meridian-health-08_spend_value-08_spend_value-row-4,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-4-evidence,v3_context_pack_ready,true,budget,08_it_budget_spend_value.csv,5,4,MER-V3-0004,MER-V3-EVID-0363,medium,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Provider quality and performance value hypothesis,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,5,found,found
meridian-health,tower,tower,value,meridian-health-08_spend_value-08_spend_value-row-5,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-5-evidence,v3_context_pack_ready,true,budget,08_it_budget_spend_value.csv,6,5,MER-V3-0005,MER-V3-EVID-0364,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,End-to-end cost transparency value hypothesis,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,6,found,found
meridian-health,tower,tower,value,meridian-health-08_spend_value-08_spend_value-row-6,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-6-evidence,v3_context_pack_ready,true,budget,08_it_budget_spend_value.csv,7,6,MER-V3-0006,MER-V3-EVID-0365,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo_phi_free_planning_grade,Payment integrity and leakage reduction value hypothesis,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,7,found,found
