tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
skyharbor-air,SHA-GAP-00001,00_enterprise_profile,SHA-00-00001,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01130,04_applications_systems,SHA-04-00286,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-02686; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01131,04_applications_systems,SHA-04-00287,missing_owner,PCI requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-02687; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01132,04_applications_systems,SHA-04-00288,missing_baseline,cyber risk requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-02688; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01133,04_applications_systems,SHA-04-00289,missing_lineage,identity and access requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-02689; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01134,04_applications_systems,SHA-04-00290,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-02690; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01135,04_applications_systems,SHA-04-00291,missing_control_attestation,model explainability requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-02691; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01136,04_applications_systems,SHA-04-00292,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-02692; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01137,04_applications_systems,SHA-04-00293,missing_baseline,incident response requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-02693; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01138,04_applications_systems,SHA-04-00294,missing_lineage,airport-local operating variation requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-02694; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01139,04_applications_systems,SHA-04-00295,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-02695; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01140,04_applications_systems,SHA-04-00296,missing_control_attestation,cloud resilience requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-02696; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01141,04_applications_systems,SHA-04-00297,missing_owner,safety criticality requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-02697; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01142,04_applications_systems,SHA-04-00298,missing_baseline,operational resilience requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-02698; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01143,04_applications_systems,SHA-04-00299,missing_lineage,crew and legal constraints requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-02699; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01144,04_applications_systems,SHA-04-00300,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Contact center agent assist,SHA-EVID-02700; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01145,04_applications_systems,SHA-04-00301,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-02701; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01146,04_applications_systems,SHA-04-00302,missing_owner,PCI requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-02702; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01147,04_applications_systems,SHA-04-00303,missing_baseline,cyber risk requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-02703; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01148,04_applications_systems,SHA-04-00304,missing_lineage,identity and access requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-02704; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01149,04_applications_systems,SHA-04-00305,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-02705; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01150,04_applications_systems,SHA-04-00306,missing_control_attestation,model explainability requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-02706; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01151,04_applications_systems,SHA-04-00307,missing_owner,human-in-the-loop operations requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-02707; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01152,04_applications_systems,SHA-04-00308,missing_baseline,incident response requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-02708; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01153,04_applications_systems,SHA-04-00309,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-02709; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01154,04_applications_systems,SHA-04-00310,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-02710; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01155,04_applications_systems,SHA-04-00311,missing_control_attestation,cloud resilience requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-02711; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01156,04_applications_systems,SHA-04-00312,missing_owner,safety criticality requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-02712; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01157,04_applications_systems,SHA-04-00313,missing_baseline,operational resilience requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-02713; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01158,04_applications_systems,SHA-04-00314,missing_lineage,crew and legal constraints requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-02714; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01159,04_applications_systems,SHA-04-00315,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-02715; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01160,04_applications_systems,SHA-04-00316,missing_control_attestation,data privacy requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-02716; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01161,04_applications_systems,SHA-04-00317,missing_owner,PCI requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-02717; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01162,04_applications_systems,SHA-04-00318,missing_baseline,cyber risk requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-02718; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01163,04_applications_systems,SHA-04-00319,missing_lineage,identity and access requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-02719; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01164,04_applications_systems,SHA-04-00320,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-02720; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01165,04_applications_systems,SHA-04-00321,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-02721; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01166,04_applications_systems,SHA-04-00322,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-02722; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01167,04_applications_systems,SHA-04-00323,missing_baseline,incident response requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-02723; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01168,04_applications_systems,SHA-04-00324,missing_lineage,airport-local operating variation requires evidence validation before active use.,Contact center agent assist,SHA-EVID-02724; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01169,04_applications_systems,SHA-04-00325,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-02725; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01170,04_applications_systems,SHA-04-00326,missing_control_attestation,cloud resilience requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-02726; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01171,04_applications_systems,SHA-04-00327,missing_owner,safety criticality requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-02727; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01172,04_applications_systems,SHA-04-00328,missing_baseline,operational resilience requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-02728; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01173,04_applications_systems,SHA-04-00329,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-02729; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01174,04_applications_systems,SHA-04-00330,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-02730; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01175,04_applications_systems,SHA-04-00331,missing_control_attestation,data privacy requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-02731; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01176,04_applications_systems,SHA-04-00332,missing_owner,PCI requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-02732; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01177,04_applications_systems,SHA-04-00333,missing_baseline,cyber risk requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-02733; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01178,04_applications_systems,SHA-04-00334,missing_lineage,identity and access requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-02734; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01179,04_applications_systems,SHA-04-00335,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-02735; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01180,04_applications_systems,SHA-04-00336,missing_control_attestation,model explainability requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-02736; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01181,04_applications_systems,SHA-04-00337,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-02737; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01182,04_applications_systems,SHA-04-00338,missing_baseline,incident response requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-02738; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01183,04_applications_systems,SHA-04-00339,missing_lineage,airport-local operating variation requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-02739; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01184,04_applications_systems,SHA-04-00340,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-02740; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01185,04_applications_systems,SHA-04-00341,missing_control_attestation,cloud resilience requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-02741; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01186,04_applications_systems,SHA-04-00342,missing_owner,safety criticality requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-02742; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01187,04_applications_systems,SHA-04-00343,missing_baseline,operational resilience requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-02743; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01188,04_applications_systems,SHA-04-00344,missing_lineage,crew and legal constraints requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-02744; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01189,04_applications_systems,SHA-04-00345,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-02745; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01190,04_applications_systems,SHA-04-00346,missing_control_attestation,data privacy requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-02746; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01191,04_applications_systems,SHA-04-00347,missing_owner,PCI requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-02747; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01192,04_applications_systems,SHA-04-00348,missing_baseline,cyber risk requires evidence validation before active use.,Contact center agent assist,SHA-EVID-02748; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01193,04_applications_systems,SHA-04-00349,missing_lineage,identity and access requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-02749; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01194,04_applications_systems,SHA-04-00350,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-02750; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01195,04_applications_systems,SHA-04-00351,missing_control_attestation,model explainability requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-02751; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01196,04_applications_systems,SHA-04-00352,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-02752; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01197,04_applications_systems,SHA-04-00353,missing_baseline,incident response requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-02753; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01198,04_applications_systems,SHA-04-00354,missing_lineage,airport-local operating variation requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-02754; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01199,04_applications_systems,SHA-04-00355,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-02755; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01200,04_applications_systems,SHA-04-00356,missing_control_attestation,cloud resilience requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-02756; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01201,04_applications_systems,SHA-04-00357,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-02757; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01202,04_applications_systems,SHA-04-00358,missing_baseline,operational resilience requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-02758; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01203,04_applications_systems,SHA-04-00359,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-02759; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01204,04_applications_systems,SHA-04-00360,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-02760; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01205,05_data_assets_integrations,SHA-05-00001,missing_control_attestation,data privacy requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-03001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01206,05_data_assets_integrations,SHA-05-00002,missing_owner,PCI requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-03002; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01207,05_data_assets_integrations,SHA-05-00003,missing_baseline,cyber risk requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-03003; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01208,05_data_assets_integrations,SHA-05-00004,missing_lineage,identity and access requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-03004; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01209,05_data_assets_integrations,SHA-05-00005,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-03005; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01210,05_data_assets_integrations,SHA-05-00006,missing_control_attestation,model explainability requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-03006; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01211,05_data_assets_integrations,SHA-05-00007,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-03007; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01212,05_data_assets_integrations,SHA-05-00008,missing_baseline,incident response requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-03008; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01213,05_data_assets_integrations,SHA-05-00009,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-03009; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01214,05_data_assets_integrations,SHA-05-00010,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-03010; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01215,05_data_assets_integrations,SHA-05-00011,missing_control_attestation,cloud resilience requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-03011; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01216,05_data_assets_integrations,SHA-05-00012,missing_owner,safety criticality requires evidence validation before active use.,Contact center agent assist,SHA-EVID-03012; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01217,05_data_assets_integrations,SHA-05-00013,missing_baseline,operational resilience requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-03013; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01218,05_data_assets_integrations,SHA-05-00014,missing_lineage,crew and legal constraints requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-03014; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01219,05_data_assets_integrations,SHA-05-00015,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-03015; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01220,05_data_assets_integrations,SHA-05-00016,missing_control_attestation,data privacy requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-03016; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01221,05_data_assets_integrations,SHA-05-00017,missing_owner,PCI requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-03017; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01222,05_data_assets_integrations,SHA-05-00018,missing_baseline,cyber risk requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-03018; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01223,05_data_assets_integrations,SHA-05-00019,missing_lineage,identity and access requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-03019; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01224,05_data_assets_integrations,SHA-05-00020,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-03020; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01225,05_data_assets_integrations,SHA-05-00021,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-03021; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01226,05_data_assets_integrations,SHA-05-00022,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-03022; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01227,05_data_assets_integrations,SHA-05-00023,missing_baseline,incident response requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-03023; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01228,05_data_assets_integrations,SHA-05-00024,missing_lineage,airport-local operating variation requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-03024; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01229,05_data_assets_integrations,SHA-05-00025,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-03025; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01230,05_data_assets_integrations,SHA-05-00026,missing_control_attestation,cloud resilience requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-03026; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01231,05_data_assets_integrations,SHA-05-00027,missing_owner,safety criticality requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-03027; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01232,05_data_assets_integrations,SHA-05-00028,missing_baseline,operational resilience requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-03028; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01233,05_data_assets_integrations,SHA-05-00029,missing_lineage,crew and legal constraints requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-03029; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01234,05_data_assets_integrations,SHA-05-00030,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-03030; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01235,05_data_assets_integrations,SHA-05-00031,missing_control_attestation,data privacy requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-03031; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01236,05_data_assets_integrations,SHA-05-00032,missing_owner,PCI requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-03032; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01237,05_data_assets_integrations,SHA-05-00033,missing_baseline,cyber risk requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-03033; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01238,05_data_assets_integrations,SHA-05-00034,missing_lineage,identity and access requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-03034; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01239,05_data_assets_integrations,SHA-05-00035,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-03035; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01240,05_data_assets_integrations,SHA-05-00036,missing_control_attestation,model explainability requires evidence validation before active use.,Contact center agent assist,SHA-EVID-03036; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01241,05_data_assets_integrations,SHA-05-00037,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-03037; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01242,05_data_assets_integrations,SHA-05-00038,missing_baseline,incident response requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-03038; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01243,05_data_assets_integrations,SHA-05-00039,missing_lineage,airport-local operating variation requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-03039; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01244,05_data_assets_integrations,SHA-05-00040,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-03040; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01245,05_data_assets_integrations,SHA-05-00041,missing_control_attestation,cloud resilience requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-03041; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01246,05_data_assets_integrations,SHA-05-00042,missing_owner,safety criticality requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-03042; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01247,05_data_assets_integrations,SHA-05-00043,missing_baseline,operational resilience requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-03043; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01248,05_data_assets_integrations,SHA-05-00044,missing_lineage,crew and legal constraints requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-03044; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01249,05_data_assets_integrations,SHA-05-00045,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-03045; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01250,05_data_assets_integrations,SHA-05-00046,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-03046; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01251,05_data_assets_integrations,SHA-05-00047,missing_owner,PCI requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-03047; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01252,05_data_assets_integrations,SHA-05-00048,missing_baseline,cyber risk requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-03048; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01253,05_data_assets_integrations,SHA-05-00049,missing_lineage,identity and access requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-03049; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01254,05_data_assets_integrations,SHA-05-00050,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-03050; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01255,05_data_assets_integrations,SHA-05-00051,missing_control_attestation,model explainability requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-03051; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01256,05_data_assets_integrations,SHA-05-00052,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-03052; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01257,05_data_assets_integrations,SHA-05-00053,missing_baseline,incident response requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-03053; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01258,05_data_assets_integrations,SHA-05-00054,missing_lineage,airport-local operating variation requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-03054; source file; owner; baseline; control status,medium,candidate
