person_key,team_id,role_family,employment_type,level,location
MR-ROLE-0631,TEAM-MR-INFRA,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0632,TEAM-MR-INFRA,analyst,fte,L3,Oakland
MR-ROLE-0633,TEAM-MR-INFRA,engineer,fte,L4,Remote CA
MR-ROLE-0634,TEAM-MR-INFRA,app_specialist,fte,director,Hybrid
MR-ROLE-0635,TEAM-MR-INFRA,security_engineer,fte,L1,Sacramento
MR-ROLE-0636,TEAM-MR-SECURITY,data_engineer,fte,L2,Roseville
MR-ROLE-0637,TEAM-MR-SECURITY,service_desk,fte,L3,Oakland
MR-ROLE-0638,TEAM-MR-SECURITY,product_manager,fte,L4,Remote CA
MR-ROLE-0639,TEAM-MR-SECURITY,clinical_informaticist,contractor,director,Hybrid
MR-ROLE-0640,TEAM-MR-SECURITY,analyst,fte,L1,Sacramento
MR-ROLE-0641,TEAM-MR-SECURITY,engineer,fte,L2,Roseville
MR-ROLE-0642,TEAM-MR-SECURITY,app_specialist,fte,L3,Oakland
MR-ROLE-0643,TEAM-MR-SECURITY,security_engineer,fte,L4,Remote CA
MR-ROLE-0644,TEAM-MR-SECURITY,data_engineer,fte,director,Hybrid
MR-ROLE-0645,TEAM-MR-SECURITY,service_desk,fte,L1,Sacramento
MR-ROLE-0646,TEAM-MR-SECURITY,product_manager,fte,L2,Roseville
MR-ROLE-0647,TEAM-MR-SECURITY,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0648,TEAM-MR-SECURITY,analyst,contractor,L4,Remote CA
MR-ROLE-0649,TEAM-MR-SECURITY,engineer,fte,director,Hybrid
MR-ROLE-0650,TEAM-MR-SECURITY,app_specialist,fte,L1,Sacramento
MR-ROLE-0651,TEAM-MR-SECURITY,security_engineer,fte,L2,Roseville
MR-ROLE-0652,TEAM-MR-SECURITY,data_engineer,fte,L3,Oakland
MR-ROLE-0653,TEAM-MR-SECURITY,service_desk,fte,L4,Remote CA
MR-ROLE-0654,TEAM-MR-SECURITY,product_manager,fte,director,Hybrid
MR-ROLE-0655,TEAM-MR-SECURITY,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0656,TEAM-MR-SECURITY,analyst,fte,L2,Roseville
MR-ROLE-0657,TEAM-MR-SECURITY,engineer,contractor,L3,Oakland
MR-ROLE-0658,TEAM-MR-SECURITY,app_specialist,fte,L4,Remote CA
MR-ROLE-0659,TEAM-MR-SECURITY,security_engineer,fte,director,Hybrid
MR-ROLE-0660,TEAM-MR-SECURITY,data_engineer,fte,L1,Sacramento
MR-ROLE-0661,TEAM-MR-SECURITY,service_desk,fte,L2,Roseville
MR-ROLE-0662,TEAM-MR-SECURITY,product_manager,fte,L3,Oakland
MR-ROLE-0663,TEAM-MR-SECURITY,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0664,TEAM-MR-SECURITY,analyst,fte,director,Hybrid
MR-ROLE-0665,TEAM-MR-SECURITY,engineer,fte,L1,Sacramento
MR-ROLE-0666,TEAM-MR-SECURITY,app_specialist,contractor,L2,Roseville
MR-ROLE-0667,TEAM-MR-SECURITY,security_engineer,fte,L3,Oakland
MR-ROLE-0668,TEAM-MR-SECURITY,data_engineer,fte,L4,Remote CA
MR-ROLE-0669,TEAM-MR-SECURITY,service_desk,fte,director,Hybrid
MR-ROLE-0670,TEAM-MR-SECURITY,product_manager,fte,L1,Sacramento
MR-ROLE-0671,TEAM-MR-SECURITY,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0672,TEAM-MR-SECURITY,analyst,fte,L3,Oakland
MR-ROLE-0673,TEAM-MR-SECURITY,engineer,fte,L4,Remote CA
MR-ROLE-0674,TEAM-MR-SECURITY,app_specialist,fte,director,Hybrid
MR-ROLE-0675,TEAM-MR-SECURITY,security_engineer,contractor,L1,Sacramento
MR-ROLE-0676,TEAM-MR-SECURITY,data_engineer,fte,L2,Roseville
MR-ROLE-0677,TEAM-MR-SECURITY,service_desk,fte,L3,Oakland
MR-ROLE-0678,TEAM-MR-SECURITY,product_manager,fte,L4,Remote CA
MR-ROLE-0679,TEAM-MR-SECURITY,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0680,TEAM-MR-SECURITY,analyst,fte,L1,Sacramento
MR-ROLE-0681,TEAM-MR-SECURITY,engineer,fte,L2,Roseville
MR-ROLE-0682,TEAM-MR-SECURITY,app_specialist,fte,L3,Oakland
MR-ROLE-0683,TEAM-MR-SECURITY,security_engineer,fte,L4,Remote CA
MR-ROLE-0684,TEAM-MR-SECURITY,data_engineer,contractor,director,Hybrid
MR-ROLE-0685,TEAM-MR-SECURITY,service_desk,fte,L1,Sacramento
MR-ROLE-0686,TEAM-MR-SECURITY,product_manager,fte,L2,Roseville
MR-ROLE-0687,TEAM-MR-SECURITY,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0688,TEAM-MR-SECURITY,analyst,fte,L4,Remote CA
MR-ROLE-0689,TEAM-MR-SECURITY,engineer,fte,director,Hybrid
MR-ROLE-0690,TEAM-MR-SECURITY,app_specialist,fte,L1,Sacramento
MR-ROLE-0691,TEAM-MR-SECURITY,security_engineer,fte,L2,Roseville
MR-ROLE-0692,TEAM-MR-SECURITY,data_engineer,fte,L3,Oakland
MR-ROLE-0693,TEAM-MR-SECURITY,service_desk,contractor,L4,Remote CA
MR-ROLE-0694,TEAM-MR-SECURITY,product_manager,fte,director,Hybrid
MR-ROLE-0695,TEAM-MR-SECURITY,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0696,TEAM-MR-SECURITY,analyst,fte,L2,Roseville
MR-ROLE-0697,TEAM-MR-SECURITY,engineer,fte,L3,Oakland
MR-ROLE-0698,TEAM-MR-SECURITY,app_specialist,fte,L4,Remote CA
MR-ROLE-0699,TEAM-MR-SECURITY,security_engineer,fte,director,Hybrid
MR-ROLE-0700,TEAM-MR-SECURITY,data_engineer,fte,L1,Sacramento
MR-ROLE-0701,TEAM-MR-SECURITY,service_desk,fte,L2,Roseville
MR-ROLE-0702,TEAM-MR-SECURITY,product_manager,contractor,L3,Oakland
MR-ROLE-0703,TEAM-MR-SECURITY,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0704,TEAM-MR-SECURITY,analyst,fte,director,Hybrid
MR-ROLE-0705,TEAM-MR-SECURITY,engineer,fte,L1,Sacramento
MR-ROLE-0706,TEAM-MR-SECURITY,app_specialist,fte,L2,Roseville
MR-ROLE-0707,TEAM-MR-SECURITY,security_engineer,fte,L3,Oakland
MR-ROLE-0708,TEAM-MR-SECURITY,data_engineer,fte,L4,Remote CA
MR-ROLE-0709,TEAM-MR-SECURITY,service_desk,fte,director,Hybrid
MR-ROLE-0710,TEAM-MR-SECURITY,product_manager,fte,L1,Sacramento
MR-ROLE-0711,TEAM-MR-SECURITY,clinical_informaticist,contractor,L2,Roseville
MR-ROLE-0712,TEAM-MR-SECURITY,analyst,fte,L3,Oakland
MR-ROLE-0713,TEAM-MR-SECURITY,engineer,fte,L4,Remote CA
MR-ROLE-0714,TEAM-MR-SECURITY,app_specialist,fte,director,Hybrid
MR-ROLE-0715,TEAM-MR-SECURITY,security_engineer,fte,L1,Sacramento
MR-ROLE-0716,TEAM-MR-SECURITY,data_engineer,fte,L2,Roseville
MR-ROLE-0717,TEAM-MR-SECURITY,service_desk,fte,L3,Oakland
MR-ROLE-0718,TEAM-MR-SECURITY,product_manager,fte,L4,Remote CA
MR-ROLE-0719,TEAM-MR-SECURITY,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0720,TEAM-MR-SECURITY,analyst,contractor,L1,Sacramento
MR-ROLE-0721,TEAM-MR-SECURITY,engineer,fte,L2,Roseville
MR-ROLE-0722,TEAM-MR-SECURITY,app_specialist,fte,L3,Oakland
MR-ROLE-0723,TEAM-MR-SECURITY,security_engineer,fte,L4,Remote CA
MR-ROLE-0724,TEAM-MR-SECURITY,data_engineer,fte,director,Hybrid
MR-ROLE-0725,TEAM-MR-SECURITY,service_desk,fte,L1,Sacramento
MR-ROLE-0726,TEAM-MR-SECURITY,product_manager,fte,L2,Roseville
MR-ROLE-0727,TEAM-MR-SECURITY,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0728,TEAM-MR-SECURITY,analyst,fte,L4,Remote CA
MR-ROLE-0729,TEAM-MR-SECURITY,engineer,contractor,director,Hybrid
MR-ROLE-0730,TEAM-MR-SECURITY,app_specialist,fte,L1,Sacramento
MR-ROLE-0731,TEAM-MR-DATA-AI,security_engineer,fte,L2,Roseville
MR-ROLE-0732,TEAM-MR-DATA-AI,data_engineer,fte,L3,Oakland
MR-ROLE-0733,TEAM-MR-DATA-AI,service_desk,fte,L4,Remote CA
MR-ROLE-0734,TEAM-MR-DATA-AI,product_manager,fte,director,Hybrid
MR-ROLE-0735,TEAM-MR-DATA-AI,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0736,TEAM-MR-DATA-AI,analyst,fte,L2,Roseville
MR-ROLE-0737,TEAM-MR-DATA-AI,engineer,fte,L3,Oakland
MR-ROLE-0738,TEAM-MR-DATA-AI,app_specialist,contractor,L4,Remote CA
MR-ROLE-0739,TEAM-MR-DATA-AI,security_engineer,fte,director,Hybrid
MR-ROLE-0740,TEAM-MR-DATA-AI,data_engineer,fte,L1,Sacramento
MR-ROLE-0741,TEAM-MR-DATA-AI,service_desk,fte,L2,Roseville
MR-ROLE-0742,TEAM-MR-DATA-AI,product_manager,fte,L3,Oakland
MR-ROLE-0743,TEAM-MR-DATA-AI,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0744,TEAM-MR-DATA-AI,analyst,fte,director,Hybrid
MR-ROLE-0745,TEAM-MR-DATA-AI,engineer,fte,L1,Sacramento
MR-ROLE-0746,TEAM-MR-DATA-AI,app_specialist,fte,L2,Roseville
MR-ROLE-0747,TEAM-MR-DATA-AI,security_engineer,contractor,L3,Oakland
MR-ROLE-0748,TEAM-MR-DATA-AI,data_engineer,fte,L4,Remote CA
MR-ROLE-0749,TEAM-MR-DATA-AI,service_desk,fte,director,Hybrid
MR-ROLE-0750,TEAM-MR-DATA-AI,product_manager,fte,L1,Sacramento
MR-ROLE-0751,TEAM-MR-DATA-AI,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0752,TEAM-MR-DATA-AI,analyst,fte,L3,Oakland
MR-ROLE-0753,TEAM-MR-DATA-AI,engineer,fte,L4,Remote CA
MR-ROLE-0754,TEAM-MR-DATA-AI,app_specialist,fte,director,Hybrid
MR-ROLE-0755,TEAM-MR-DATA-AI,security_engineer,fte,L1,Sacramento
MR-ROLE-0756,TEAM-MR-DATA-AI,data_engineer,contractor,L2,Roseville
MR-ROLE-0757,TEAM-MR-DATA-AI,service_desk,fte,L3,Oakland
MR-ROLE-0758,TEAM-MR-DATA-AI,product_manager,fte,L4,Remote CA
MR-ROLE-0759,TEAM-MR-DATA-AI,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0760,TEAM-MR-DATA-AI,analyst,fte,L1,Sacramento
MR-ROLE-0761,TEAM-MR-DATA-AI,engineer,fte,L2,Roseville
MR-ROLE-0762,TEAM-MR-DATA-AI,app_specialist,fte,L3,Oakland
MR-ROLE-0763,TEAM-MR-DATA-AI,security_engineer,fte,L4,Remote CA
MR-ROLE-0764,TEAM-MR-DATA-AI,data_engineer,fte,director,Hybrid
MR-ROLE-0765,TEAM-MR-DATA-AI,service_desk,contractor,L1,Sacramento
MR-ROLE-0766,TEAM-MR-DATA-AI,product_manager,fte,L2,Roseville
MR-ROLE-0767,TEAM-MR-DATA-AI,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0768,TEAM-MR-DATA-AI,analyst,fte,L4,Remote CA
MR-ROLE-0769,TEAM-MR-DATA-AI,engineer,fte,director,Hybrid
MR-ROLE-0770,TEAM-MR-DATA-AI,app_specialist,fte,L1,Sacramento
MR-ROLE-0771,TEAM-MR-DATA-AI,security_engineer,fte,L2,Roseville
MR-ROLE-0772,TEAM-MR-DATA-AI,data_engineer,fte,L3,Oakland
MR-ROLE-0773,TEAM-MR-DATA-AI,service_desk,fte,L4,Remote CA
MR-ROLE-0774,TEAM-MR-DATA-AI,product_manager,contractor,director,Hybrid
MR-ROLE-0775,TEAM-MR-DATA-AI,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0776,TEAM-MR-DATA-AI,analyst,fte,L2,Roseville
MR-ROLE-0777,TEAM-MR-DATA-AI,engineer,fte,L3,Oakland
MR-ROLE-0778,TEAM-MR-DATA-AI,app_specialist,fte,L4,Remote CA
MR-ROLE-0779,TEAM-MR-DATA-AI,security_engineer,fte,director,Hybrid
MR-ROLE-0780,TEAM-MR-DATA-AI,data_engineer,fte,L1,Sacramento
MR-ROLE-0781,TEAM-MR-DATA-AI,service_desk,fte,L2,Roseville
MR-ROLE-0782,TEAM-MR-DATA-AI,product_manager,fte,L3,Oakland
MR-ROLE-0783,TEAM-MR-DATA-AI,clinical_informaticist,contractor,L4,Remote CA
MR-ROLE-0784,TEAM-MR-DATA-AI,analyst,fte,director,Hybrid
MR-ROLE-0785,TEAM-MR-DATA-AI,engineer,fte,L1,Sacramento
MR-ROLE-0786,TEAM-MR-DATA-AI,app_specialist,fte,L2,Roseville
MR-ROLE-0787,TEAM-MR-DATA-AI,security_engineer,fte,L3,Oakland
MR-ROLE-0788,TEAM-MR-DATA-AI,data_engineer,fte,L4,Remote CA
MR-ROLE-0789,TEAM-MR-DATA-AI,service_desk,fte,director,Hybrid
MR-ROLE-0790,TEAM-MR-DATA-AI,product_manager,fte,L1,Sacramento
MR-ROLE-0791,TEAM-MR-DATA-AI,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0792,TEAM-MR-DATA-AI,analyst,contractor,L3,Oakland
MR-ROLE-0793,TEAM-MR-DATA-AI,engineer,fte,L4,Remote CA
MR-ROLE-0794,TEAM-MR-DATA-AI,app_specialist,fte,director,Hybrid
MR-ROLE-0795,TEAM-MR-DATA-AI,security_engineer,fte,L1,Sacramento
MR-ROLE-0796,TEAM-MR-DATA-AI,data_engineer,fte,L2,Roseville
MR-ROLE-0797,TEAM-MR-DATA-AI,service_desk,fte,L3,Oakland
MR-ROLE-0798,TEAM-MR-DATA-AI,product_manager,fte,L4,Remote CA
MR-ROLE-0799,TEAM-MR-DATA-AI,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0800,TEAM-MR-DATA-AI,analyst,fte,L1,Sacramento
MR-ROLE-0801,TEAM-MR-DATA-AI,engineer,contractor,L2,Roseville
MR-ROLE-0802,TEAM-MR-DATA-AI,app_specialist,fte,L3,Oakland
MR-ROLE-0803,TEAM-MR-DATA-AI,security_engineer,fte,L4,Remote CA
MR-ROLE-0804,TEAM-MR-DATA-AI,data_engineer,fte,director,Hybrid
MR-ROLE-0805,TEAM-MR-DATA-AI,service_desk,fte,L1,Sacramento
MR-ROLE-0806,TEAM-MR-DATA-AI,product_manager,fte,L2,Roseville
MR-ROLE-0807,TEAM-MR-DATA-AI,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0808,TEAM-MR-DATA-AI,analyst,fte,L4,Remote CA
MR-ROLE-0809,TEAM-MR-DATA-AI,engineer,fte,director,Hybrid
MR-ROLE-0810,TEAM-MR-DATA-AI,app_specialist,contractor,L1,Sacramento
MR-ROLE-0811,TEAM-MR-DATA-AI,security_engineer,fte,L2,Roseville
MR-ROLE-0812,TEAM-MR-DATA-AI,data_engineer,fte,L3,Oakland
MR-ROLE-0813,TEAM-MR-DATA-AI,service_desk,fte,L4,Remote CA
MR-ROLE-0814,TEAM-MR-DATA-AI,product_manager,fte,director,Hybrid
MR-ROLE-0815,TEAM-MR-DATA-AI,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0816,TEAM-MR-DATA-AI,analyst,fte,L2,Roseville
MR-ROLE-0817,TEAM-MR-DATA-AI,engineer,fte,L3,Oakland
MR-ROLE-0818,TEAM-MR-DATA-AI,app_specialist,fte,L4,Remote CA
MR-ROLE-0819,TEAM-MR-DATA-AI,security_engineer,contractor,director,Hybrid
MR-ROLE-0820,TEAM-MR-DATA-AI,data_engineer,fte,L1,Sacramento
MR-ROLE-0821,TEAM-MR-DATA-AI,service_desk,fte,L2,Roseville
MR-ROLE-0822,TEAM-MR-DATA-AI,product_manager,fte,L3,Oakland
MR-ROLE-0823,TEAM-MR-DATA-AI,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0824,TEAM-MR-DATA-AI,analyst,fte,director,Hybrid
MR-ROLE-0825,TEAM-MR-DATA-AI,engineer,fte,L1,Sacramento
MR-ROLE-0826,TEAM-MR-DATA-AI,app_specialist,fte,L2,Roseville
MR-ROLE-0827,TEAM-MR-DATA-AI,security_engineer,fte,L3,Oakland
MR-ROLE-0828,TEAM-MR-DATA-AI,data_engineer,contractor,L4,Remote CA
MR-ROLE-0829,TEAM-MR-DATA-AI,service_desk,fte,director,Hybrid
MR-ROLE-0830,TEAM-MR-DATA-AI,product_manager,fte,L1,Sacramento
MR-ROLE-0831,TEAM-MR-DATA-AI,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0832,TEAM-MR-DATA-AI,analyst,fte,L3,Oakland
MR-ROLE-0833,TEAM-MR-DATA-AI,engineer,fte,L4,Remote CA
MR-ROLE-0834,TEAM-MR-DATA-AI,app_specialist,fte,director,Hybrid
MR-ROLE-0835,TEAM-MR-DATA-AI,security_engineer,fte,L1,Sacramento
MR-ROLE-0836,TEAM-MR-DATA-AI,data_engineer,fte,L2,Roseville
MR-ROLE-0837,TEAM-MR-DATA-AI,service_desk,contractor,L3,Oakland
MR-ROLE-0838,TEAM-MR-DATA-AI,product_manager,fte,L4,Remote CA
MR-ROLE-0839,TEAM-MR-DATA-AI,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0840,TEAM-MR-DATA-AI,analyst,fte,L1,Sacramento
MR-ROLE-0841,TEAM-MR-DATA-AI,engineer,fte,L2,Roseville
MR-ROLE-0842,TEAM-MR-DATA-AI,app_specialist,fte,L3,Oakland
MR-ROLE-0843,TEAM-MR-DATA-AI,security_engineer,fte,L4,Remote CA
MR-ROLE-0844,TEAM-MR-DATA-AI,data_engineer,fte,director,Hybrid
MR-ROLE-0845,TEAM-MR-DATA-AI,service_desk,fte,L1,Sacramento
MR-ROLE-0846,TEAM-MR-DATA-AI,product_manager,contractor,L2,Roseville
MR-ROLE-0847,TEAM-MR-DATA-AI,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0848,TEAM-MR-DATA-AI,analyst,fte,L4,Remote CA
MR-ROLE-0849,TEAM-MR-DATA-AI,engineer,fte,director,Hybrid
MR-ROLE-0850,TEAM-MR-DATA-AI,app_specialist,fte,L1,Sacramento
MR-ROLE-0851,TEAM-MR-DATA-AI,security_engineer,fte,L2,Roseville
MR-ROLE-0852,TEAM-MR-DATA-AI,data_engineer,fte,L3,Oakland
MR-ROLE-0853,TEAM-MR-DATA-AI,service_desk,fte,L4,Remote CA
MR-ROLE-0854,TEAM-MR-DATA-AI,product_manager,fte,director,Hybrid
MR-ROLE-0855,TEAM-MR-DATA-AI,clinical_informaticist,contractor,L1,Sacramento
MR-ROLE-0856,TEAM-MR-DATA-AI,analyst,fte,L2,Roseville
MR-ROLE-0857,TEAM-MR-DATA-AI,engineer,fte,L3,Oakland
MR-ROLE-0858,TEAM-MR-DATA-AI,app_specialist,fte,L4,Remote CA
MR-ROLE-0859,TEAM-MR-DATA-AI,security_engineer,fte,director,Hybrid
MR-ROLE-0860,TEAM-MR-DATA-AI,data_engineer,fte,L1,Sacramento
MR-ROLE-0861,TEAM-MR-DATA-AI,service_desk,fte,L2,Roseville
MR-ROLE-0862,TEAM-MR-DATA-AI,product_manager,fte,L3,Oakland
MR-ROLE-0863,TEAM-MR-DATA-AI,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0864,TEAM-MR-DATA-AI,analyst,contractor,director,Hybrid
MR-ROLE-0865,TEAM-MR-DATA-AI,engineer,fte,L1,Sacramento
MR-ROLE-0866,TEAM-MR-DATA-AI,app_specialist,fte,L2,Roseville
MR-ROLE-0867,TEAM-MR-DATA-AI,security_engineer,fte,L3,Oakland
MR-ROLE-0868,TEAM-MR-DATA-AI,data_engineer,fte,L4,Remote CA
MR-ROLE-0869,TEAM-MR-DATA-AI,service_desk,fte,director,Hybrid
MR-ROLE-0870,TEAM-MR-DATA-AI,product_manager,fte,L1,Sacramento
MR-ROLE-0871,TEAM-MR-DATA-AI,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0872,TEAM-MR-DATA-AI,analyst,fte,L3,Oakland
MR-ROLE-0873,TEAM-MR-DATA-AI,engineer,contractor,L4,Remote CA
MR-ROLE-0874,TEAM-MR-DATA-AI,app_specialist,fte,director,Hybrid
MR-ROLE-0875,TEAM-MR-DATA-AI,security_engineer,fte,L1,Sacramento
MR-ROLE-0876,TEAM-MR-DATA-AI,data_engineer,fte,L2,Roseville
MR-ROLE-0877,TEAM-MR-DATA-AI,service_desk,fte,L3,Oakland
MR-ROLE-0878,TEAM-MR-DATA-AI,product_manager,fte,L4,Remote CA
MR-ROLE-0879,TEAM-MR-DATA-AI,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0880,TEAM-MR-DATA-AI,analyst,fte,L1,Sacramento
MR-ROLE-0881,TEAM-MR-DATA-AI,engineer,fte,L2,Roseville
MR-ROLE-0882,TEAM-MR-DATA-AI,app_specialist,contractor,L3,Oakland
MR-ROLE-0883,TEAM-MR-DATA-AI,security_engineer,fte,L4,Remote CA
MR-ROLE-0884,TEAM-MR-DATA-AI,data_engineer,fte,director,Hybrid
MR-ROLE-0885,TEAM-MR-DATA-AI,service_desk,fte,L1,Sacramento
MR-ROLE-0886,TEAM-MR-DATA-AI,product_manager,fte,L2,Roseville
MR-ROLE-0887,TEAM-MR-DATA-AI,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0888,TEAM-MR-DATA-AI,analyst,fte,L4,Remote CA
MR-ROLE-0889,TEAM-MR-DATA-AI,engineer,fte,director,Hybrid
MR-ROLE-0890,TEAM-MR-DATA-AI,app_specialist,fte,L1,Sacramento
MR-ROLE-0891,TEAM-MR-DATA-AI,security_engineer,contractor,L2,Roseville
MR-ROLE-0892,TEAM-MR-DATA-AI,data_engineer,fte,L3,Oakland
MR-ROLE-0893,TEAM-MR-DATA-AI,service_desk,fte,L4,Remote CA
MR-ROLE-0894,TEAM-MR-DATA-AI,product_manager,fte,director,Hybrid
MR-ROLE-0895,TEAM-MR-DATA-AI,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0896,TEAM-MR-DATA-AI,analyst,fte,L2,Roseville
MR-ROLE-0897,TEAM-MR-DATA-AI,engineer,fte,L3,Oakland
MR-ROLE-0898,TEAM-MR-DATA-AI,app_specialist,fte,L4,Remote CA
MR-ROLE-0899,TEAM-MR-DATA-AI,security_engineer,fte,director,Hybrid
MR-ROLE-0900,TEAM-MR-DATA-AI,data_engineer,contractor,L1,Sacramento
MR-ROLE-0901,TEAM-MR-DATA-AI,service_desk,fte,L2,Roseville
MR-ROLE-0902,TEAM-MR-DATA-AI,product_manager,fte,L3,Oakland
MR-ROLE-0903,TEAM-MR-DATA-AI,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0904,TEAM-MR-DATA-AI,analyst,fte,director,Hybrid
MR-ROLE-0905,TEAM-MR-DATA-AI,engineer,fte,L1,Sacramento
MR-ROLE-0906,TEAM-MR-DATA-AI,app_specialist,fte,L2,Roseville
MR-ROLE-0907,TEAM-MR-DATA-AI,security_engineer,fte,L3,Oakland
MR-ROLE-0908,TEAM-MR-DATA-AI,data_engineer,fte,L4,Remote CA
MR-ROLE-0909,TEAM-MR-DATA-AI,service_desk,contractor,director,Hybrid
MR-ROLE-0910,TEAM-MR-DATA-AI,product_manager,fte,L1,Sacramento
MR-ROLE-0911,TEAM-MR-DATA-AI,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0912,TEAM-MR-DATA-AI,analyst,fte,L3,Oakland
MR-ROLE-0913,TEAM-MR-DATA-AI,engineer,fte,L4,Remote CA
MR-ROLE-0914,TEAM-MR-DATA-AI,app_specialist,fte,director,Hybrid
MR-ROLE-0915,TEAM-MR-DATA-AI,security_engineer,fte,L1,Sacramento
MR-ROLE-0916,TEAM-MR-DATA-AI,data_engineer,fte,L2,Roseville
MR-ROLE-0917,TEAM-MR-DATA-AI,service_desk,fte,L3,Oakland
MR-ROLE-0918,TEAM-MR-DATA-AI,product_manager,contractor,L4,Remote CA
MR-ROLE-0919,TEAM-MR-DATA-AI,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0920,TEAM-MR-DATA-AI,analyst,fte,L1,Sacramento
MR-ROLE-0921,TEAM-MR-DATA-AI,engineer,fte,L2,Roseville
MR-ROLE-0922,TEAM-MR-DATA-AI,app_specialist,fte,L3,Oakland
MR-ROLE-0923,TEAM-MR-DATA-AI,security_engineer,fte,L4,Remote CA
MR-ROLE-0924,TEAM-MR-DATA-AI,data_engineer,fte,director,Hybrid
MR-ROLE-0925,TEAM-MR-DATA-AI,service_desk,fte,L1,Sacramento
MR-ROLE-0926,TEAM-MR-DATA-AI,product_manager,fte,L2,Roseville
MR-ROLE-0927,TEAM-MR-DATA-AI,clinical_informaticist,contractor,L3,Oakland
MR-ROLE-0928,TEAM-MR-DATA-AI,analyst,fte,L4,Remote CA
MR-ROLE-0929,TEAM-MR-DATA-AI,engineer,fte,director,Hybrid
MR-ROLE-0930,TEAM-MR-DATA-AI,app_specialist,fte,L1,Sacramento
MR-ROLE-0931,TEAM-MR-DATA-AI,security_engineer,fte,L2,Roseville
MR-ROLE-0932,TEAM-MR-DATA-AI,data_engineer,fte,L3,Oakland
MR-ROLE-0933,TEAM-MR-DATA-AI,service_desk,fte,L4,Remote CA
MR-ROLE-0934,TEAM-MR-DATA-AI,product_manager,fte,director,Hybrid
MR-ROLE-0935,TEAM-MR-DATA-AI,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0936,TEAM-MR-DATA-AI,analyst,contractor,L2,Roseville
MR-ROLE-0937,TEAM-MR-DATA-AI,engineer,fte,L3,Oakland
MR-ROLE-0938,TEAM-MR-DATA-AI,app_specialist,fte,L4,Remote CA
MR-ROLE-0939,TEAM-MR-DATA-AI,security_engineer,fte,director,Hybrid
MR-ROLE-0940,TEAM-MR-DATA-AI,data_engineer,fte,L1,Sacramento
MR-ROLE-0941,TEAM-MR-DATA-AI,service_desk,fte,L2,Roseville
MR-ROLE-0942,TEAM-MR-DATA-AI,product_manager,fte,L3,Oakland
MR-ROLE-0943,TEAM-MR-DATA-AI,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0944,TEAM-MR-DATA-AI,analyst,fte,director,Hybrid
MR-ROLE-0945,TEAM-MR-DATA-AI,engineer,contractor,L1,Sacramento
MR-ROLE-0946,TEAM-MR-DATA-AI,app_specialist,fte,L2,Roseville
MR-ROLE-0947,TEAM-MR-DATA-AI,security_engineer,fte,L3,Oakland
MR-ROLE-0948,TEAM-MR-DATA-AI,data_engineer,fte,L4,Remote CA
MR-ROLE-0949,TEAM-MR-DATA-AI,service_desk,fte,director,Hybrid
MR-ROLE-0950,TEAM-MR-DATA-AI,product_manager,fte,L1,Sacramento
MR-ROLE-0951,TEAM-MR-DATA-AI,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0952,TEAM-MR-DATA-AI,analyst,fte,L3,Oakland
MR-ROLE-0953,TEAM-MR-DATA-AI,engineer,fte,L4,Remote CA
MR-ROLE-0954,TEAM-MR-DATA-AI,app_specialist,contractor,director,Hybrid
MR-ROLE-0955,TEAM-MR-DATA-AI,security_engineer,fte,L1,Sacramento
MR-ROLE-0956,TEAM-MR-DATA-AI,data_engineer,fte,L2,Roseville
