"tenant","page","tab","component","rendered_value","generated_by","deterministic_object","storage_location","source_layer","source_files","refreshed_at","claude_prompt_file","claude_response_file","notes"
"meridian-health","Enterprise Dimensions / Evidence Sources","Data","Data table projection","row_count: 229 | source_file: datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv | filter_fields:  | columns: 1. k: business_name | label: Business Name
2. k: evidence_type | label: Evidence Type
3. k: evidence_location | label: Evidence Location
4. k: evidence_owner | label: Evidence Owner
5. k: evidence_boundary | label: Evidence Boundary
6. k: confidence | label: Confidence | pill: status
7. k: context_item | label: Context Item
8. k: dimension | label: Dimension
9. k: evidence_id | label: Evidence Id | sample_rows: 1. business_name: Unified clinical + claims lakehouse synthetic evidence bundle | evidence_type: synthetic_context_bundle | evidence_location: datasets/meridian-health-canonical-canonical-current-state-v1 | evidence_owner: Nexus synthetic data steward | evidence_boundary: synthetic_demo_phi_free_planning_grade | confidence: high | context_item: Unified clinical + claims lakehouse synthetic evidence bundle | dimension: 13_evidence_sources | evidence_id: MER-V3-EVID-0240
2. business_name: Governed data foundation for AI / LLM automation synthetic evidence bundle | evidence_type: synthetic_context_bundle | evidence_location: datasets/meridian-health-canonical-canonical-current-state-v1 | evidence_owner: Nexus synthetic data steward | evidence_boundary: synthetic_demo_phi_free_planning_grade | confidence: high | context_item: Governed data foundation for AI / LLM automation synthetic evidence bundle | dimension: 13_evidence_sources | evidence_id: MER-V3-EVID-0241
3. business_name: Call center optimization synthetic evidence bundle | evidence_type: synthetic_context_bundle | evidence_location: datasets/meridian-health-canonical-canonical-current-state-v1 | evidence_owner: Nexus synthetic data steward | evidence_boundary: synthetic_demo_phi_free_planning_grade | confidence: high | context_item: Call center optimization synthetic evidence bundle | dimension: 13_evidence_sources | evidence_id: MER-V3-EVID-0242
4. business_name: Provider quality and performance synthetic evidence bundle | evidence_type: synthetic_context_bundle | evidence_location: datasets/meridian-health-canonical-canonical-current-state-v1 | evidence_owner: Nexus synthetic data steward | evidence_boundary: synthetic_demo_phi_free_planning_grade | confidence: medium | context_item: Provider quality and performance synthetic evidence bundle | dimension: 13_evidence_sources | evidence_id: MER-V3-EVID-0243
5. business_name: End-to-end cost transparency synthetic evidence bundle | evidence_type: synthetic_context_bundle | evidence_location: datasets/meridian-health-canonical-canonical-current-state-v1 | evidence_owner: Nexus synthetic data steward | evidence_boundary: synthetic_demo_phi_free_planning_grade | confidence: high | context_item: End-to-end cost transparency synthetic evidence bundle | dimension: 13_evidence_sources | evidence_id: MER-V3-EVID-0244","Deterministic full-row projection from canonical CSV; render all rows with filters","design_slots.DATA.evidence","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json","Full rows are in design-contract-pack.json; review table shows first 5 only."
"meridian-health","Enterprise Dimensions / Evidence Sources","Relationships","Relationship story","chain: 1. Source
2. Claim
3. Dimension
4. Decision | note: Relationship interpretation is advisory until cross-domain links are validated against source evidence.","Claude-derived or approved story fallback plus canonical rows","design_slots.REL.evidence","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv; 12_relationships.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Evidence Sources","Gaps","Dimension gaps","","Claude-derived or approved story fallback plus canonical rows","design_slots.DGAPS.evidence","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv; 11_risks_controls.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Evidence Sources","Evidence","Evidence cards","1. name: 13_evidence_sources.csv | type: Canonical input | date: Jul 2026 | rows: 229 | facts: 229 | st: source-backed | fields: business_name, context_item, confidence, active_candidate_status, evidence_id | supports: Evidence Sources | missing: Named client validation where required","Claude-derived or approved story fallback plus canonical rows","design_slots.EVID.evidence","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Summary","Dimension header summary","key: metrics | name: Metrics & Outcomes | count: 244 | status: source-backed | pct: 90% | evCount: 244 | summary: Metric rows define what value could be measured, but most current entries are boundary statements rather than validated baselines. | covers: 1. Unified clinical + claims lakehouse: No certified medallion architecture
2. Unified clinical + claims lakehouse: No patient/member identity spine loaded
3. Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven
4. Unified clinical + claims lakehouse: AWS/Databricks foundation not ready | sources: 1. 14_metrics_outcomes.csv
2. MER-V3-EVID-0170
3. MER-V3-EVID-0171
4. MER-V3-EVID-0172","Claude-derived or approved story fallback plus canonical rows","design_slots.DIMS[metrics]","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Summary","Story card","meaning: The metric layer protects the executive story from overclaiming by separating hypotheses, baselines, targets, and measured outcomes. | observed: Rows repeatedly mark baseline-required-before-value-claim across lakehouse, AI automation, call center, provider quality, cost transparency, payment integrity, and close automation. | matters: This is where Tower must eventually prove value. Until finance, clinical, and operational baselines are confirmed, the right answer is readiness and sequencing, not ROI. | supports: Supports baseline planning, Tower readiness, and value-governance design; blocks final value or savings claims.","Claude-derived or approved story fallback plus canonical rows","design_slots.STORY.metrics","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Summary","Insight findings","findings: 1. Metrics exist as a measurement agenda, not as realized benefits.
2. The most important next metrics are maintenance/ad hoc share, call containment, prior-auth turnaround, payment leakage, close cycle, and quality attribution accuracy.
3. Next validation: baseline owner, calculation logic, current value, target value, and finance tie-out for each priority outcome. | breakdown: title: Metrics & Outcomes evidence posture | rows: 1. label: Source rows | value: 244 | note: Canonical input rows available to the Home data tab.
2. label: Evidence references | value: 244 | note: Evidence identifiers visible in the context layer.
3. label: Readiness | value: Decision-grade | note: Derived from confidence mix and known evidence boundaries.","Claude-derived or approved story fallback plus canonical rows","design_slots.INSIGHTS.metrics","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Data","Data table projection","row_count: 244 | source_file: datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv | filter_fields:  | columns: 1. k: business_name | label: Business Name
2. k: use_case | label: Use Case
3. k: risk_or_gap | label: Risk Or Gap
4. k: affected_systems | label: Affected Systems
5. k: metric_boundary | label: Metric Boundary
6. k: forbidden_claims | label: Forbidden Claims
7. k: confidence | label: Confidence | pill: status
8. k: context_item | label: Context Item
9. k: dimension | label: Dimension | sample_rows: 1. business_name: Unified clinical + claims lakehouse: No certified medallion architecture | use_case: Unified clinical + claims lakehouse | risk_or_gap: No certified medallion architecture | affected_systems: Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS | metric_boundary: baseline_required_before_value_claim | forbidden_claims: Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence. | confidence: high | context_item: Unified clinical + claims lakehouse: No certified medallion architecture | dimension: 14_metrics_outcomes
2. business_name: Unified clinical + claims lakehouse: No patient/member identity spine loaded | use_case: Unified clinical + claims lakehouse | risk_or_gap: No patient/member identity spine loaded | affected_systems: Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS | metric_boundary: baseline_required_before_value_claim | forbidden_claims: Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence. | confidence: high | context_item: Unified clinical + claims lakehouse: No patient/member identity spine loaded | dimension: 14_metrics_outcomes
3. business_name: Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven | use_case: Unified clinical + claims lakehouse | risk_or_gap: Claims and pharmacy harmonization not proven | affected_systems: Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS | metric_boundary: baseline_required_before_value_claim | forbidden_claims: Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence. | confidence: high | context_item: Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven | dimension: 14_metrics_outcomes
4. business_name: Unified clinical + claims lakehouse: AWS/Databricks foundation not ready | use_case: Unified clinical + claims lakehouse | risk_or_gap: AWS/Databricks foundation not ready | affected_systems: Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS | metric_boundary: baseline_required_before_value_claim | forbidden_claims: Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence. | confidence: medium | context_item: Unified clinical + claims lakehouse: AWS/Databricks foundation not ready | dimension: 14_metrics_outcomes
5. business_name: Governed data foundation for AI / LLM automation: No formal data governance | use_case: Governed data foundation for AI / LLM automation | risk_or_gap: No formal data governance | affected_systems: Epic Clarity; SQL Server reporting marts; SAS analytics estate; Databricks on AWS | metric_boundary: baseline_required_before_value_claim | forbidden_claims: Do not claim LLM workflows are production-ready.; Do not claim governance exists.; Do not claim automation savings without baseline and adoption evidence. | confidence: high | context_item: Governed data foundation for AI / LLM automation: No formal data governance | dimension: 14_metrics_outcomes","Deterministic full-row projection from canonical CSV; render all rows with filters","design_slots.DATA.metrics","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json","Full rows are in design-contract-pack.json; review table shows first 5 only."
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Relationships","Relationship story","chain: 1. Metric
2. Baseline
3. Target
4. Tower proof | note: Relationship interpretation is advisory until cross-domain links are validated against source evidence.","Claude-derived or approved story fallback plus canonical rows","design_slots.REL.metrics","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv; 12_relationships.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Gaps","Dimension gaps","1. missing: No certified medallion architecture | blocks: Decision-grade dependency, value, or execution claims | needed: Client-confirmed ownership, baseline, lineage, or source evidence | handoff: Tower
2. missing: No patient/member identity spine loaded | blocks: Decision-grade dependency, value, or execution claims | needed: Client-confirmed ownership, baseline, lineage, or source evidence | handoff: Tower","Claude-derived or approved story fallback plus canonical rows","design_slots.DGAPS.metrics","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv; 11_risks_controls.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Metrics & Outcomes","Evidence","Evidence cards","1. name: 14_metrics_outcomes.csv | type: Canonical input | date: Jul 2026 | rows: 244 | facts: 244 | st: source-backed | fields: business_name, context_item, confidence, active_candidate_status, use_case | supports: Metrics & Outcomes | missing: No certified medallion architecture","Claude-derived or approved story fallback plus canonical rows","design_slots.EVID.metrics","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Industry Context","Summary","Dimension header summary","key: industry | name: Industry Context | count: 7 | status: source-backed | pct: 94% | evCount: 7 | summary: Industry patterns confirm Meridian is pursuing common health-system priorities, but the evidence shows foundational data maturity is behind the ambition. | covers: 1. Unified clinical + claims lakehouse pattern
2. Governed data foundation for AI / LLM automation pattern
3. Call center optimization pattern
4. Provider quality and performance pattern | sources: 1. 15_industry_context_patterns.csv
2. MER-V3-EVID-0320
3. MER-V3-EVID-0321
4. MER-V3-EVID-0322","Claude-derived or approved story fallback plus canonical rows","design_slots.DIMS[industry]","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Industry Context","Summary","Story card","meaning: The industry lens turns generic healthcare trends into Meridian-specific implications: AI, quality, cost transparency, and member experience all depend on governed data. | observed: Pattern rows repeatedly connect healthcare use cases to the same evidence gaps: medallion architecture, identity spine, transcript governance, contract terms, and semantic ownership. | matters: This prevents a trend-led pitch. The story becomes: Meridian has the right use cases, but must prove the operating data foundation before scaling AI. | supports: Supports executive positioning, peer-pattern framing, and prioritization; not benchmark claims or external market proof.","Claude-derived or approved story fallback plus canonical rows","design_slots.STORY.industry","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Industry Context","Summary","Insight findings","findings: 1. Healthcare peers are moving toward longitudinal data, AI-enabled operations, and value-based performance, but Meridian's blockers are internal data and governance readiness.
2. The context supports a foundation-first transformation narrative instead of a point-solution AI narrative.
3. Next validation: external benchmark ranges only after internal baselines and evidence ownership are confirmed. | breakdown: title: Industry Context evidence posture | rows: 1. label: Source rows | value: 7 | note: Canonical input rows available to the Home data tab.
2. label: Evidence references | value: 7 | note: Evidence identifiers visible in the context layer.
3. label: Readiness | value: Decision-grade | note: Derived from confidence mix and known evidence boundaries.","Claude-derived or approved story fallback plus canonical rows","design_slots.INSIGHTS.industry","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Industry Context","Data","Data table projection","row_count: 7 | source_file: datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv | filter_fields:  | columns: 1. k: business_name | label: Business Name
2. k: industry_context | label: Industry Context
3. k: signals | label: Signals
4. k: module_next_actions | label: Module Next Actions
5. k: confidence | label: Confidence | pill: status
6. k: context_item | label: Context Item
7. k: dimension | label: Dimension
8. k: evidence_id | label: Evidence Id
9. k: active_candidate_status | label: Active Candidate Status | sample_rows: 1. business_name: Unified clinical + claims lakehouse pattern | industry_context: Healthcare | signals: No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready | module_next_actions: Home brief; Intelligence retrieval; Moves evidence gate; Source context only; Tower baseline request | confidence: high | context_item: Unified clinical + claims lakehouse pattern | dimension: 15_industry_context_patterns | evidence_id: MER-V3-EVID-0320 | active_candidate_status: active
2. business_name: Governed data foundation for AI / LLM automation pattern | industry_context: Healthcare | signals: No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not yet evidenced | module_next_actions: Home brief; Intelligence retrieval; Moves evidence gate; Source context only; Tower baseline request | confidence: high | context_item: Governed data foundation for AI / LLM automation pattern | dimension: 15_industry_context_patterns | evidence_id: MER-V3-EVID-0321 | active_candidate_status: active
3. business_name: Call center optimization pattern | industry_context: Healthcare | signals: Transcript governance not yet evidenced; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven | module_next_actions: Home brief; Intelligence retrieval; Moves evidence gate; Source context only; Tower baseline request | confidence: high | context_item: Call center optimization pattern | dimension: 15_industry_context_patterns | evidence_id: MER-V3-EVID-0322 | active_candidate_status: active
4. business_name: Provider quality and performance pattern | industry_context: Healthcare | signals: Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven | module_next_actions: Home brief; Intelligence retrieval; Moves evidence gate; Source context only; Tower baseline request | confidence: medium | context_item: Provider quality and performance pattern | dimension: 15_industry_context_patterns | evidence_id: MER-V3-EVID-0323 | active_candidate_status: active
5. business_name: End-to-end cost transparency pattern | industry_context: Healthcare | signals: Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not yet evidenced; Margin semantic model not certified | module_next_actions: Home brief; Intelligence retrieval; Moves evidence gate; Source context only; Tower baseline request | confidence: high | context_item: End-to-end cost transparency pattern | dimension: 15_industry_context_patterns | evidence_id: MER-V3-EVID-0324 | active_candidate_status: candidate","Deterministic full-row projection from canonical CSV; render all rows with filters","design_slots.DATA.industry","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json","Full rows are in design-contract-pack.json; review table shows first 5 only."
"meridian-health","Enterprise Dimensions / Industry Context","Relationships","Relationship story","chain: 1. Pattern
2. Peer signal
3. Meridian implication | note: Relationship interpretation is advisory until cross-domain links are validated against source evidence.","Claude-derived or approved story fallback plus canonical rows","design_slots.REL.industry","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv; 12_relationships.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Industry Context","Gaps","Dimension gaps","","Claude-derived or approved story fallback plus canonical rows","design_slots.DGAPS.industry","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv; 11_risks_controls.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Industry Context","Evidence","Evidence cards","1. name: 15_industry_context_patterns.csv | type: Canonical input | date: Jul 2026 | rows: 7 | facts: 7 | st: source-backed | fields: business_name, context_item, confidence, active_candidate_status, evidence_id | supports: Industry Context | missing: Named client validation where required","Claude-derived or approved story fallback plus canonical rows","design_slots.EVID.industry","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Expert Lenses","Summary","Dimension header summary","key: lenses | name: Expert Lenses | count: 7 | status: source-backed | pct: 94% | evCount: 7 | summary: Meridian's fragmented analytics estate (SQL marts, Tableau, SAS, Power BI) limits decision velocity and blocks AI readiness. | covers: 1. Unified clinical + claims lakehouse pattern
2. Governed data foundation for AI / LLM automation pattern
3. Call center optimization pattern
4. Provider quality and performance pattern | sources: 1. 16_expert_lenses.csv
2. MER-V3-EVID-0320
3. MER-V3-EVID-0321
4. MER-V3-EVID-0322","Claude-derived or approved story fallback plus canonical rows","design_slots.DIMS[lenses]","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/16_expert_lenses.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Expert Lenses","Summary","Story card","meaning: Nexus understands Meridian as a health organization at an inflection point. | observed: Meridian's fragmented analytics estate (SQL marts, Tableau, SAS, Power BI) limits decision velocity and blocks AI readiness. Unified clinical-claims lakehouse with governed foundation is prerequisite for AI/LLM automation at scale. | matters: Nexus understands Meridian as a health organization at an inflection point. | supports: Nexus understanding is based on planning-grade context, not audited production data.","Claude-derived or approved story fallback plus canonical rows","design_slots.STORY.lenses","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/16_expert_lenses.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Expert Lenses","Summary","Insight findings","findings: 1. Nexus understands Meridian as a health organization at an inflection point.
2. Nexus understands Meridian as a health organization at an inflection point.
3. Nexus understanding is based on planning-grade context, not audited production data. | breakdown: title: Expert Lenses evidence posture | rows: 1. label: Source rows | value: 7 | note: Canonical input rows available to the Home data tab.
2. label: Evidence references | value: 7 | note: Evidence identifiers visible in the context layer.
3. label: Readiness | value: Decision-grade | note: Derived from confidence mix and known evidence boundaries.","Claude-derived or approved story fallback plus canonical rows","design_slots.INSIGHTS.lenses","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/16_expert_lenses.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
