report_id,report_name,business_function,lifecycle_status,refresh_cadence,source_data_product_id,evidence_gap
BI-HCDN-04987,finance report 04987,Cardiology,stale,weekly,DATA-HCDN-01462,source-backed candidate
BI-HCDN-04988,actuarial report 04988,Data and Analytics,candidate retire,monthly,DATA-HCDN-01465,source-backed candidate
BI-HCDN-04989,pharmacy report 04989,Clinical Analytics,executive critical,quarterly,DATA-HCDN-01468,source-backed candidate
BI-HCDN-04990,provider-network report 04990,Actuarial,active,real-time,DATA-HCDN-01471,source-backed candidate
BI-HCDN-04991,executive report 04991,Departmental Reporting,duplicate,ad hoc,DATA-HCDN-01474,source-backed candidate
BI-HCDN-04992,Stars report 04992,AI Transformation,stale,daily,DATA-HCDN-01477,KPI definition conflict
BI-HCDN-04993,HEDIS report 04993,Technology,candidate retire,weekly,DATA-HCDN-01480,source-backed candidate
BI-HCDN-04994,CAHPS report 04994,Security,executive critical,monthly,DATA-HCDN-01483,source-backed candidate
BI-HCDN-04995,RAF report 04995,Procurement,active,quarterly,DATA-HCDN-01486,owner unclear
BI-HCDN-04996,clinical report 04996,HR,duplicate,real-time,DATA-HCDN-01489,source-backed candidate
BI-HCDN-04997,claims report 04997,Supply Chain,stale,ad hoc,DATA-HCDN-01492,source-backed candidate
BI-HCDN-04998,denials report 04998,Privacy,candidate retire,daily,DATA-HCDN-01495,source-backed candidate
BI-HCDN-04999,access report 04999,Compliance,executive critical,weekly,DATA-HCDN-01498,source-backed candidate
BI-HCDN-05000,finance report 05000,Provider Network,active,monthly,DATA-HCDN-00001,source-backed candidate
BI-HCDN-05001,actuarial report 05001,Value-Based Care,duplicate,quarterly,DATA-HCDN-00004,source-backed candidate
BI-HCDN-05002,pharmacy report 05002,Clinical Operations,stale,real-time,DATA-HCDN-00007,source-backed candidate
BI-HCDN-05003,provider-network report 05003,Revenue Cycle,candidate retire,ad hoc,DATA-HCDN-00010,source-backed candidate
BI-HCDN-05004,executive report 05004,Patient Access,executive critical,daily,DATA-HCDN-00013,KPI definition conflict
BI-HCDN-05005,Stars report 05005,Interoperability,active,weekly,DATA-HCDN-00016,source-backed candidate
BI-HCDN-05006,HEDIS report 05006,Population Health,duplicate,monthly,DATA-HCDN-00019,source-backed candidate
BI-HCDN-05007,CAHPS report 05007,Health Plan Operations,stale,quarterly,DATA-HCDN-00022,source-backed candidate
BI-HCDN-05008,RAF report 05008,Medicare Advantage,candidate retire,real-time,DATA-HCDN-00025,source-backed candidate
BI-HCDN-05009,clinical report 05009,Claims Operations,executive critical,ad hoc,DATA-HCDN-00028,source-backed candidate
BI-HCDN-05010,claims report 05010,Utilization Management,active,daily,DATA-HCDN-00031,source-backed candidate
BI-HCDN-05011,denials report 05011,Member Services,duplicate,weekly,DATA-HCDN-00034,source-backed candidate
BI-HCDN-05012,access report 05012,Quality and Stars,stale,monthly,DATA-HCDN-00037,source-backed candidate
BI-HCDN-05013,finance report 05013,Risk Adjustment,candidate retire,quarterly,DATA-HCDN-00040,owner unclear
BI-HCDN-05014,actuarial report 05014,Care Management,executive critical,real-time,DATA-HCDN-00043,source-backed candidate
BI-HCDN-05015,pharmacy report 05015,Finance,active,ad hoc,DATA-HCDN-00046,source-backed candidate
BI-HCDN-05016,provider-network report 05016,Coding,duplicate,daily,DATA-HCDN-00049,KPI definition conflict
BI-HCDN-05017,executive report 05017,Payer Contracting,stale,weekly,DATA-HCDN-00052,source-backed candidate
BI-HCDN-05018,Stars report 05018,Digital Front Door,candidate retire,monthly,DATA-HCDN-00055,source-backed candidate
BI-HCDN-05019,HEDIS report 05019,Contact Center,executive critical,quarterly,DATA-HCDN-00058,source-backed candidate
BI-HCDN-05020,CAHPS report 05020,Ambulatory Care,active,real-time,DATA-HCDN-00061,source-backed candidate
BI-HCDN-05021,RAF report 05021,Emergency Department,duplicate,ad hoc,DATA-HCDN-00064,source-backed candidate
BI-HCDN-05022,clinical report 05022,Inpatient,stale,daily,DATA-HCDN-00067,owner unclear
BI-HCDN-05023,claims report 05023,Surgery,candidate retire,weekly,DATA-HCDN-00070,source-backed candidate
BI-HCDN-05024,denials report 05024,Imaging,executive critical,monthly,DATA-HCDN-00073,source-backed candidate
BI-HCDN-05025,access report 05025,Lab,active,quarterly,DATA-HCDN-00076,source-backed candidate
BI-HCDN-05026,finance report 05026,Pharmacy,duplicate,real-time,DATA-HCDN-00079,source-backed candidate
BI-HCDN-05027,actuarial report 05027,Oncology,stale,ad hoc,DATA-HCDN-00082,source-backed candidate
BI-HCDN-05028,pharmacy report 05028,Cardiology,candidate retire,daily,DATA-HCDN-00085,KPI definition conflict
BI-HCDN-05029,provider-network report 05029,Data and Analytics,executive critical,weekly,DATA-HCDN-00088,source-backed candidate
BI-HCDN-05030,executive report 05030,Clinical Analytics,active,monthly,DATA-HCDN-00091,source-backed candidate
BI-HCDN-05031,Stars report 05031,Actuarial,duplicate,quarterly,DATA-HCDN-00094,owner unclear
BI-HCDN-05032,HEDIS report 05032,Departmental Reporting,stale,real-time,DATA-HCDN-00097,source-backed candidate
BI-HCDN-05033,CAHPS report 05033,AI Transformation,candidate retire,ad hoc,DATA-HCDN-00100,source-backed candidate
BI-HCDN-05034,RAF report 05034,Technology,executive critical,daily,DATA-HCDN-00103,source-backed candidate
BI-HCDN-05035,clinical report 05035,Security,active,weekly,DATA-HCDN-00106,source-backed candidate
BI-HCDN-05036,claims report 05036,Procurement,duplicate,monthly,DATA-HCDN-00109,source-backed candidate
BI-HCDN-05037,denials report 05037,HR,stale,quarterly,DATA-HCDN-00112,source-backed candidate
BI-HCDN-05038,access report 05038,Supply Chain,candidate retire,real-time,DATA-HCDN-00115,source-backed candidate
BI-HCDN-05039,finance report 05039,Privacy,executive critical,ad hoc,DATA-HCDN-00118,source-backed candidate
BI-HCDN-05040,actuarial report 05040,Compliance,active,daily,DATA-HCDN-00121,KPI definition conflict
BI-HCDN-05041,pharmacy report 05041,Provider Network,duplicate,weekly,DATA-HCDN-00124,source-backed candidate
BI-HCDN-05042,provider-network report 05042,Value-Based Care,stale,monthly,DATA-HCDN-00127,source-backed candidate
BI-HCDN-05043,executive report 05043,Clinical Operations,candidate retire,quarterly,DATA-HCDN-00130,source-backed candidate
BI-HCDN-05044,Stars report 05044,Revenue Cycle,executive critical,real-time,DATA-HCDN-00133,source-backed candidate
BI-HCDN-05045,HEDIS report 05045,Patient Access,active,ad hoc,DATA-HCDN-00136,source-backed candidate
BI-HCDN-05046,CAHPS report 05046,Interoperability,duplicate,daily,DATA-HCDN-00139,source-backed candidate
BI-HCDN-05047,RAF report 05047,Population Health,stale,weekly,DATA-HCDN-00142,source-backed candidate
BI-HCDN-05048,clinical report 05048,Health Plan Operations,candidate retire,monthly,DATA-HCDN-00145,source-backed candidate
BI-HCDN-05049,claims report 05049,Medicare Advantage,executive critical,quarterly,DATA-HCDN-00148,owner unclear
BI-HCDN-05050,denials report 05050,Claims Operations,active,real-time,DATA-HCDN-00151,source-backed candidate
BI-HCDN-05051,access report 05051,Utilization Management,duplicate,ad hoc,DATA-HCDN-00154,source-backed candidate
BI-HCDN-05052,finance report 05052,Member Services,stale,daily,DATA-HCDN-00157,KPI definition conflict
BI-HCDN-05053,actuarial report 05053,Quality and Stars,candidate retire,weekly,DATA-HCDN-00160,source-backed candidate
BI-HCDN-05054,pharmacy report 05054,Risk Adjustment,executive critical,monthly,DATA-HCDN-00163,source-backed candidate
BI-HCDN-05055,provider-network report 05055,Care Management,active,quarterly,DATA-HCDN-00166,source-backed candidate
BI-HCDN-05056,executive report 05056,Finance,duplicate,real-time,DATA-HCDN-00169,source-backed candidate
BI-HCDN-05057,Stars report 05057,Coding,stale,ad hoc,DATA-HCDN-00172,source-backed candidate
BI-HCDN-05058,HEDIS report 05058,Payer Contracting,candidate retire,daily,DATA-HCDN-00175,owner unclear
BI-HCDN-05059,CAHPS report 05059,Digital Front Door,executive critical,weekly,DATA-HCDN-00178,source-backed candidate
BI-HCDN-05060,RAF report 05060,Contact Center,active,monthly,DATA-HCDN-00181,source-backed candidate
BI-HCDN-05061,clinical report 05061,Ambulatory Care,duplicate,quarterly,DATA-HCDN-00184,source-backed candidate
BI-HCDN-05062,claims report 05062,Emergency Department,stale,real-time,DATA-HCDN-00187,source-backed candidate
BI-HCDN-05063,denials report 05063,Inpatient,candidate retire,ad hoc,DATA-HCDN-00190,source-backed candidate
BI-HCDN-05064,access report 05064,Surgery,executive critical,daily,DATA-HCDN-00193,KPI definition conflict
BI-HCDN-05065,finance report 05065,Imaging,active,weekly,DATA-HCDN-00196,source-backed candidate
BI-HCDN-05066,actuarial report 05066,Lab,duplicate,monthly,DATA-HCDN-00199,source-backed candidate
BI-HCDN-05067,pharmacy report 05067,Pharmacy,stale,quarterly,DATA-HCDN-00202,owner unclear
BI-HCDN-05068,provider-network report 05068,Oncology,candidate retire,real-time,DATA-HCDN-00205,source-backed candidate
BI-HCDN-05069,executive report 05069,Cardiology,executive critical,ad hoc,DATA-HCDN-00208,source-backed candidate
BI-HCDN-05070,Stars report 05070,Data and Analytics,active,daily,DATA-HCDN-00211,source-backed candidate
BI-HCDN-05071,HEDIS report 05071,Clinical Analytics,duplicate,weekly,DATA-HCDN-00214,source-backed candidate
BI-HCDN-05072,CAHPS report 05072,Actuarial,stale,monthly,DATA-HCDN-00217,source-backed candidate
BI-HCDN-05073,RAF report 05073,Departmental Reporting,candidate retire,quarterly,DATA-HCDN-00220,source-backed candidate
BI-HCDN-05074,clinical report 05074,AI Transformation,executive critical,real-time,DATA-HCDN-00223,source-backed candidate
BI-HCDN-05075,claims report 05075,Technology,active,ad hoc,DATA-HCDN-00226,source-backed candidate
BI-HCDN-05076,denials report 05076,Security,duplicate,daily,DATA-HCDN-00229,KPI definition conflict
BI-HCDN-05077,access report 05077,Procurement,stale,weekly,DATA-HCDN-00232,source-backed candidate
BI-HCDN-05078,finance report 05078,HR,candidate retire,monthly,DATA-HCDN-00235,source-backed candidate
BI-HCDN-05079,actuarial report 05079,Supply Chain,executive critical,quarterly,DATA-HCDN-00238,source-backed candidate
BI-HCDN-05080,pharmacy report 05080,Privacy,active,real-time,DATA-HCDN-00241,source-backed candidate
BI-HCDN-05081,provider-network report 05081,Compliance,duplicate,ad hoc,DATA-HCDN-00244,source-backed candidate
BI-HCDN-05082,executive report 05082,Provider Network,stale,daily,DATA-HCDN-00247,source-backed candidate
BI-HCDN-05083,Stars report 05083,Value-Based Care,candidate retire,weekly,DATA-HCDN-00250,source-backed candidate
BI-HCDN-05084,HEDIS report 05084,Clinical Operations,executive critical,monthly,DATA-HCDN-00253,source-backed candidate
BI-HCDN-05085,CAHPS report 05085,Revenue Cycle,active,quarterly,DATA-HCDN-00256,owner unclear
BI-HCDN-05086,RAF report 05086,Patient Access,duplicate,real-time,DATA-HCDN-00259,source-backed candidate
BI-HCDN-05087,clinical report 05087,Interoperability,stale,ad hoc,DATA-HCDN-00262,source-backed candidate
BI-HCDN-05088,claims report 05088,Population Health,candidate retire,daily,DATA-HCDN-00265,KPI definition conflict
BI-HCDN-05089,denials report 05089,Health Plan Operations,executive critical,weekly,DATA-HCDN-00268,source-backed candidate
BI-HCDN-05090,access report 05090,Medicare Advantage,active,monthly,DATA-HCDN-00271,source-backed candidate
BI-HCDN-05091,finance report 05091,Claims Operations,duplicate,quarterly,DATA-HCDN-00274,source-backed candidate
BI-HCDN-05092,actuarial report 05092,Utilization Management,stale,real-time,DATA-HCDN-00277,source-backed candidate
BI-HCDN-05093,pharmacy report 05093,Member Services,candidate retire,ad hoc,DATA-HCDN-00280,source-backed candidate
BI-HCDN-05094,provider-network report 05094,Quality and Stars,executive critical,daily,DATA-HCDN-00283,owner unclear
BI-HCDN-05095,executive report 05095,Risk Adjustment,active,weekly,DATA-HCDN-00286,source-backed candidate
BI-HCDN-05096,Stars report 05096,Care Management,duplicate,monthly,DATA-HCDN-00289,source-backed candidate
BI-HCDN-05097,HEDIS report 05097,Finance,stale,quarterly,DATA-HCDN-00292,source-backed candidate
BI-HCDN-05098,CAHPS report 05098,Coding,candidate retire,real-time,DATA-HCDN-00295,source-backed candidate
BI-HCDN-05099,RAF report 05099,Payer Contracting,executive critical,ad hoc,DATA-HCDN-00298,source-backed candidate
BI-HCDN-05100,clinical report 05100,Digital Front Door,active,daily,DATA-HCDN-00301,KPI definition conflict
BI-HCDN-05101,claims report 05101,Contact Center,duplicate,weekly,DATA-HCDN-00304,source-backed candidate
BI-HCDN-05102,denials report 05102,Ambulatory Care,stale,monthly,DATA-HCDN-00307,source-backed candidate
BI-HCDN-05103,access report 05103,Emergency Department,candidate retire,quarterly,DATA-HCDN-00310,owner unclear
BI-HCDN-05104,finance report 05104,Inpatient,executive critical,real-time,DATA-HCDN-00313,source-backed candidate
BI-HCDN-05105,actuarial report 05105,Surgery,active,ad hoc,DATA-HCDN-00316,source-backed candidate
BI-HCDN-05106,pharmacy report 05106,Imaging,duplicate,daily,DATA-HCDN-00319,source-backed candidate
BI-HCDN-05107,provider-network report 05107,Lab,stale,weekly,DATA-HCDN-00322,source-backed candidate
BI-HCDN-05108,executive report 05108,Pharmacy,candidate retire,monthly,DATA-HCDN-00325,source-backed candidate
BI-HCDN-05109,Stars report 05109,Oncology,executive critical,quarterly,DATA-HCDN-00328,source-backed candidate
BI-HCDN-05110,HEDIS report 05110,Cardiology,active,real-time,DATA-HCDN-00331,source-backed candidate
BI-HCDN-05111,CAHPS report 05111,Data and Analytics,duplicate,ad hoc,DATA-HCDN-00334,source-backed candidate
BI-HCDN-05112,RAF report 05112,Clinical Analytics,stale,daily,DATA-HCDN-00337,KPI definition conflict
BI-HCDN-05113,clinical report 05113,Actuarial,candidate retire,weekly,DATA-HCDN-00340,source-backed candidate
BI-HCDN-05114,claims report 05114,Departmental Reporting,executive critical,monthly,DATA-HCDN-00343,source-backed candidate
BI-HCDN-05115,denials report 05115,AI Transformation,active,quarterly,DATA-HCDN-00346,source-backed candidate
BI-HCDN-05116,access report 05116,Technology,duplicate,real-time,DATA-HCDN-00349,source-backed candidate
BI-HCDN-05117,finance report 05117,Security,stale,ad hoc,DATA-HCDN-00352,source-backed candidate
BI-HCDN-05118,actuarial report 05118,Procurement,candidate retire,daily,DATA-HCDN-00355,source-backed candidate
BI-HCDN-05119,pharmacy report 05119,HR,executive critical,weekly,DATA-HCDN-00358,source-backed candidate
BI-HCDN-05120,provider-network report 05120,Supply Chain,active,monthly,DATA-HCDN-00361,source-backed candidate
BI-HCDN-05121,executive report 05121,Privacy,duplicate,quarterly,DATA-HCDN-00364,owner unclear
BI-HCDN-05122,Stars report 05122,Compliance,stale,real-time,DATA-HCDN-00367,source-backed candidate
BI-HCDN-05123,HEDIS report 05123,Provider Network,candidate retire,ad hoc,DATA-HCDN-00370,source-backed candidate
BI-HCDN-05124,CAHPS report 05124,Value-Based Care,executive critical,daily,DATA-HCDN-00373,KPI definition conflict
BI-HCDN-05125,RAF report 05125,Clinical Operations,active,weekly,DATA-HCDN-00376,source-backed candidate
BI-HCDN-05126,clinical report 05126,Revenue Cycle,duplicate,monthly,DATA-HCDN-00379,source-backed candidate
BI-HCDN-05127,claims report 05127,Patient Access,stale,quarterly,DATA-HCDN-00382,source-backed candidate
BI-HCDN-05128,denials report 05128,Interoperability,candidate retire,real-time,DATA-HCDN-00385,source-backed candidate
BI-HCDN-05129,access report 05129,Population Health,executive critical,ad hoc,DATA-HCDN-00388,source-backed candidate
BI-HCDN-05130,finance report 05130,Health Plan Operations,active,daily,DATA-HCDN-00391,owner unclear
BI-HCDN-05131,actuarial report 05131,Medicare Advantage,duplicate,weekly,DATA-HCDN-00394,source-backed candidate
BI-HCDN-05132,pharmacy report 05132,Claims Operations,stale,monthly,DATA-HCDN-00397,source-backed candidate
BI-HCDN-05133,provider-network report 05133,Utilization Management,candidate retire,quarterly,DATA-HCDN-00400,source-backed candidate
BI-HCDN-05134,executive report 05134,Member Services,executive critical,real-time,DATA-HCDN-00403,source-backed candidate
BI-HCDN-05135,Stars report 05135,Quality and Stars,active,ad hoc,DATA-HCDN-00406,source-backed candidate
BI-HCDN-05136,HEDIS report 05136,Risk Adjustment,duplicate,daily,DATA-HCDN-00409,KPI definition conflict
BI-HCDN-05137,CAHPS report 05137,Care Management,stale,weekly,DATA-HCDN-00412,source-backed candidate
BI-HCDN-05138,RAF report 05138,Finance,candidate retire,monthly,DATA-HCDN-00415,source-backed candidate
BI-HCDN-05139,clinical report 05139,Coding,executive critical,quarterly,DATA-HCDN-00418,owner unclear
BI-HCDN-05140,claims report 05140,Payer Contracting,active,real-time,DATA-HCDN-00421,source-backed candidate
BI-HCDN-05141,denials report 05141,Digital Front Door,duplicate,ad hoc,DATA-HCDN-00424,source-backed candidate
BI-HCDN-05142,access report 05142,Contact Center,stale,daily,DATA-HCDN-00427,source-backed candidate
BI-HCDN-05143,finance report 05143,Ambulatory Care,candidate retire,weekly,DATA-HCDN-00430,source-backed candidate
BI-HCDN-05144,actuarial report 05144,Emergency Department,executive critical,monthly,DATA-HCDN-00433,source-backed candidate
BI-HCDN-05145,pharmacy report 05145,Inpatient,active,quarterly,DATA-HCDN-00436,source-backed candidate
BI-HCDN-05146,provider-network report 05146,Surgery,duplicate,real-time,DATA-HCDN-00439,source-backed candidate
BI-HCDN-05147,executive report 05147,Imaging,stale,ad hoc,DATA-HCDN-00442,source-backed candidate
BI-HCDN-05148,Stars report 05148,Lab,candidate retire,daily,DATA-HCDN-00445,KPI definition conflict
BI-HCDN-05149,HEDIS report 05149,Pharmacy,executive critical,weekly,DATA-HCDN-00448,source-backed candidate
BI-HCDN-05150,CAHPS report 05150,Oncology,active,monthly,DATA-HCDN-00451,source-backed candidate
BI-HCDN-05151,RAF report 05151,Cardiology,duplicate,quarterly,DATA-HCDN-00454,source-backed candidate
BI-HCDN-05152,clinical report 05152,Data and Analytics,stale,real-time,DATA-HCDN-00457,source-backed candidate
BI-HCDN-05153,claims report 05153,Clinical Analytics,candidate retire,ad hoc,DATA-HCDN-00460,source-backed candidate
BI-HCDN-05154,denials report 05154,Actuarial,executive critical,daily,DATA-HCDN-00463,source-backed candidate
BI-HCDN-05155,access report 05155,Departmental Reporting,active,weekly,DATA-HCDN-00466,source-backed candidate
BI-HCDN-05156,finance report 05156,AI Transformation,duplicate,monthly,DATA-HCDN-00469,source-backed candidate
BI-HCDN-05157,actuarial report 05157,Technology,stale,quarterly,DATA-HCDN-00472,owner unclear
BI-HCDN-05158,pharmacy report 05158,Security,candidate retire,real-time,DATA-HCDN-00475,source-backed candidate
BI-HCDN-05159,provider-network report 05159,Procurement,executive critical,ad hoc,DATA-HCDN-00478,source-backed candidate
BI-HCDN-05160,executive report 05160,HR,active,daily,DATA-HCDN-00481,KPI definition conflict
BI-HCDN-05161,Stars report 05161,Supply Chain,duplicate,weekly,DATA-HCDN-00484,source-backed candidate
BI-HCDN-05162,HEDIS report 05162,Privacy,stale,monthly,DATA-HCDN-00487,source-backed candidate
BI-HCDN-05163,CAHPS report 05163,Compliance,candidate retire,quarterly,DATA-HCDN-00490,source-backed candidate
BI-HCDN-05164,RAF report 05164,Provider Network,executive critical,real-time,DATA-HCDN-00493,source-backed candidate
BI-HCDN-05165,clinical report 05165,Value-Based Care,active,ad hoc,DATA-HCDN-00496,source-backed candidate
BI-HCDN-05166,claims report 05166,Clinical Operations,duplicate,daily,DATA-HCDN-00499,owner unclear
BI-HCDN-05167,denials report 05167,Revenue Cycle,stale,weekly,DATA-HCDN-00502,source-backed candidate
BI-HCDN-05168,access report 05168,Patient Access,candidate retire,monthly,DATA-HCDN-00505,source-backed candidate
BI-HCDN-05169,finance report 05169,Interoperability,executive critical,quarterly,DATA-HCDN-00508,source-backed candidate
BI-HCDN-05170,actuarial report 05170,Population Health,active,real-time,DATA-HCDN-00511,source-backed candidate
BI-HCDN-05171,pharmacy report 05171,Health Plan Operations,duplicate,ad hoc,DATA-HCDN-00514,source-backed candidate
BI-HCDN-05172,provider-network report 05172,Medicare Advantage,stale,daily,DATA-HCDN-00517,KPI definition conflict
BI-HCDN-05173,executive report 05173,Claims Operations,candidate retire,weekly,DATA-HCDN-00520,source-backed candidate
BI-HCDN-05174,Stars report 05174,Utilization Management,executive critical,monthly,DATA-HCDN-00523,source-backed candidate
BI-HCDN-05175,HEDIS report 05175,Member Services,active,quarterly,DATA-HCDN-00526,owner unclear
BI-HCDN-05176,CAHPS report 05176,Quality and Stars,duplicate,real-time,DATA-HCDN-00529,source-backed candidate
BI-HCDN-05177,RAF report 05177,Risk Adjustment,stale,ad hoc,DATA-HCDN-00532,source-backed candidate
BI-HCDN-05178,clinical report 05178,Care Management,candidate retire,daily,DATA-HCDN-00535,source-backed candidate
BI-HCDN-05179,claims report 05179,Finance,executive critical,weekly,DATA-HCDN-00538,source-backed candidate
BI-HCDN-05180,denials report 05180,Coding,active,monthly,DATA-HCDN-00541,source-backed candidate
BI-HCDN-05181,access report 05181,Payer Contracting,duplicate,quarterly,DATA-HCDN-00544,source-backed candidate
BI-HCDN-05182,finance report 05182,Digital Front Door,stale,real-time,DATA-HCDN-00547,source-backed candidate
BI-HCDN-05183,actuarial report 05183,Contact Center,candidate retire,ad hoc,DATA-HCDN-00550,source-backed candidate
BI-HCDN-05184,pharmacy report 05184,Ambulatory Care,executive critical,daily,DATA-HCDN-00553,KPI definition conflict
BI-HCDN-05185,provider-network report 05185,Emergency Department,active,weekly,DATA-HCDN-00556,source-backed candidate
BI-HCDN-05186,executive report 05186,Inpatient,duplicate,monthly,DATA-HCDN-00559,source-backed candidate
BI-HCDN-05187,Stars report 05187,Surgery,stale,quarterly,DATA-HCDN-00562,source-backed candidate
BI-HCDN-05188,HEDIS report 05188,Imaging,candidate retire,real-time,DATA-HCDN-00565,source-backed candidate
BI-HCDN-05189,CAHPS report 05189,Lab,executive critical,ad hoc,DATA-HCDN-00568,source-backed candidate
BI-HCDN-05190,RAF report 05190,Pharmacy,active,daily,DATA-HCDN-00571,source-backed candidate
BI-HCDN-05191,clinical report 05191,Oncology,duplicate,weekly,DATA-HCDN-00574,source-backed candidate
BI-HCDN-05192,claims report 05192,Cardiology,stale,monthly,DATA-HCDN-00577,source-backed candidate
BI-HCDN-05193,denials report 05193,Data and Analytics,candidate retire,quarterly,DATA-HCDN-00580,owner unclear
BI-HCDN-05194,access report 05194,Clinical Analytics,executive critical,real-time,DATA-HCDN-00583,source-backed candidate
BI-HCDN-05195,finance report 05195,Actuarial,active,ad hoc,DATA-HCDN-00586,source-backed candidate
BI-HCDN-05196,actuarial report 05196,Departmental Reporting,duplicate,daily,DATA-HCDN-00589,KPI definition conflict
BI-HCDN-05197,pharmacy report 05197,AI Transformation,stale,weekly,DATA-HCDN-00592,source-backed candidate
BI-HCDN-05198,provider-network report 05198,Technology,candidate retire,monthly,DATA-HCDN-00595,source-backed candidate
BI-HCDN-05199,executive report 05199,Security,executive critical,quarterly,DATA-HCDN-00598,source-backed candidate
BI-HCDN-05200,Stars report 05200,Procurement,active,real-time,DATA-HCDN-00601,source-backed candidate
BI-HCDN-05201,HEDIS report 05201,HR,duplicate,ad hoc,DATA-HCDN-00604,source-backed candidate
BI-HCDN-05202,CAHPS report 05202,Supply Chain,stale,daily,DATA-HCDN-00607,owner unclear
BI-HCDN-05203,RAF report 05203,Privacy,candidate retire,weekly,DATA-HCDN-00610,source-backed candidate
BI-HCDN-05204,clinical report 05204,Compliance,executive critical,monthly,DATA-HCDN-00613,source-backed candidate
BI-HCDN-05205,claims report 05205,Provider Network,active,quarterly,DATA-HCDN-00616,source-backed candidate
BI-HCDN-05206,denials report 05206,Value-Based Care,duplicate,real-time,DATA-HCDN-00619,source-backed candidate
BI-HCDN-05207,access report 05207,Clinical Operations,stale,ad hoc,DATA-HCDN-00622,source-backed candidate
BI-HCDN-05208,finance report 05208,Revenue Cycle,candidate retire,daily,DATA-HCDN-00625,KPI definition conflict
BI-HCDN-05209,actuarial report 05209,Patient Access,executive critical,weekly,DATA-HCDN-00628,source-backed candidate
BI-HCDN-05210,pharmacy report 05210,Interoperability,active,monthly,DATA-HCDN-00631,source-backed candidate
BI-HCDN-05211,provider-network report 05211,Population Health,duplicate,quarterly,DATA-HCDN-00634,owner unclear
BI-HCDN-05212,executive report 05212,Health Plan Operations,stale,real-time,DATA-HCDN-00637,source-backed candidate
BI-HCDN-05213,Stars report 05213,Medicare Advantage,candidate retire,ad hoc,DATA-HCDN-00640,source-backed candidate
BI-HCDN-05214,HEDIS report 05214,Claims Operations,executive critical,daily,DATA-HCDN-00643,source-backed candidate
BI-HCDN-05215,CAHPS report 05215,Utilization Management,active,weekly,DATA-HCDN-00646,source-backed candidate
BI-HCDN-05216,RAF report 05216,Member Services,duplicate,monthly,DATA-HCDN-00649,source-backed candidate
BI-HCDN-05217,clinical report 05217,Quality and Stars,stale,quarterly,DATA-HCDN-00652,source-backed candidate
BI-HCDN-05218,claims report 05218,Risk Adjustment,candidate retire,real-time,DATA-HCDN-00655,source-backed candidate
BI-HCDN-05219,denials report 05219,Care Management,executive critical,ad hoc,DATA-HCDN-00658,source-backed candidate
BI-HCDN-05220,access report 05220,Finance,active,daily,DATA-HCDN-00661,KPI definition conflict
BI-HCDN-05221,finance report 05221,Coding,duplicate,weekly,DATA-HCDN-00664,source-backed candidate
BI-HCDN-05222,actuarial report 05222,Payer Contracting,stale,monthly,DATA-HCDN-00667,source-backed candidate
BI-HCDN-05223,pharmacy report 05223,Digital Front Door,candidate retire,quarterly,DATA-HCDN-00670,source-backed candidate
BI-HCDN-05224,provider-network report 05224,Contact Center,executive critical,real-time,DATA-HCDN-00673,source-backed candidate
BI-HCDN-05225,executive report 05225,Ambulatory Care,active,ad hoc,DATA-HCDN-00676,source-backed candidate
BI-HCDN-05226,Stars report 05226,Emergency Department,duplicate,daily,DATA-HCDN-00679,source-backed candidate
BI-HCDN-05227,HEDIS report 05227,Inpatient,stale,weekly,DATA-HCDN-00682,source-backed candidate
BI-HCDN-05228,CAHPS report 05228,Surgery,candidate retire,monthly,DATA-HCDN-00685,source-backed candidate
BI-HCDN-05229,RAF report 05229,Imaging,executive critical,quarterly,DATA-HCDN-00688,owner unclear
BI-HCDN-05230,clinical report 05230,Lab,active,real-time,DATA-HCDN-00691,source-backed candidate
BI-HCDN-05231,claims report 05231,Pharmacy,duplicate,ad hoc,DATA-HCDN-00694,source-backed candidate
BI-HCDN-05232,denials report 05232,Oncology,stale,daily,DATA-HCDN-00697,KPI definition conflict
BI-HCDN-05233,access report 05233,Cardiology,candidate retire,weekly,DATA-HCDN-00700,source-backed candidate
BI-HCDN-05234,finance report 05234,Data and Analytics,executive critical,monthly,DATA-HCDN-00703,source-backed candidate
BI-HCDN-05235,actuarial report 05235,Clinical Analytics,active,quarterly,DATA-HCDN-00706,source-backed candidate
BI-HCDN-05236,pharmacy report 05236,Actuarial,duplicate,real-time,DATA-HCDN-00709,source-backed candidate
BI-HCDN-05237,provider-network report 05237,Departmental Reporting,stale,ad hoc,DATA-HCDN-00712,source-backed candidate
BI-HCDN-05238,executive report 05238,AI Transformation,candidate retire,daily,DATA-HCDN-00715,owner unclear
BI-HCDN-05239,Stars report 05239,Technology,executive critical,weekly,DATA-HCDN-00718,source-backed candidate
BI-HCDN-05240,HEDIS report 05240,Security,active,monthly,DATA-HCDN-00721,source-backed candidate
BI-HCDN-05241,CAHPS report 05241,Procurement,duplicate,quarterly,DATA-HCDN-00724,source-backed candidate
BI-HCDN-05242,RAF report 05242,HR,stale,real-time,DATA-HCDN-00727,source-backed candidate
BI-HCDN-05243,clinical report 05243,Supply Chain,candidate retire,ad hoc,DATA-HCDN-00730,source-backed candidate
BI-HCDN-05244,claims report 05244,Privacy,executive critical,daily,DATA-HCDN-00733,KPI definition conflict
