control_id,control_name,business_function,control_status,source_id
CTRL-HCDN-1269,data lineage certification,Provider Network,candidate,SRC-HCDN-CTRL-150
CTRL-HCDN-1270,vendor BAA review,Value-Based Care,designed,SRC-HCDN-CTRL-151
CTRL-HCDN-1271,resilience test,Clinical Operations,operating,SRC-HCDN-CTRL-152
CTRL-HCDN-1272,incident review,Revenue Cycle,gap,SRC-HCDN-CTRL-153
CTRL-HCDN-1273,financial approval,Patient Access,needs evidence,SRC-HCDN-CTRL-154
CTRL-HCDN-1274,privacy review,Interoperability,candidate,SRC-HCDN-CTRL-155
CTRL-HCDN-1275,model-risk review,Population Health,designed,SRC-HCDN-CTRL-156
CTRL-HCDN-1276,PHI access review,Health Plan Operations,operating,SRC-HCDN-CTRL-157
CTRL-HCDN-1277,measure attestation,Medicare Advantage,gap,SRC-HCDN-CTRL-158
CTRL-HCDN-1278,CMS submission control,Claims Operations,needs evidence,SRC-HCDN-CTRL-159
CTRL-HCDN-1279,change control,Utilization Management,candidate,SRC-HCDN-CTRL-160
CTRL-HCDN-1280,data lineage certification,Member Services,designed,SRC-HCDN-CTRL-001
CTRL-HCDN-1281,vendor BAA review,Quality and Stars,operating,SRC-HCDN-CTRL-002
CTRL-HCDN-1282,resilience test,Risk Adjustment,gap,SRC-HCDN-CTRL-003
CTRL-HCDN-1283,incident review,Care Management,needs evidence,SRC-HCDN-CTRL-004
CTRL-HCDN-1284,financial approval,Finance,candidate,SRC-HCDN-CTRL-005
CTRL-HCDN-1285,privacy review,Coding,designed,SRC-HCDN-CTRL-006
CTRL-HCDN-1286,model-risk review,Payer Contracting,operating,SRC-HCDN-CTRL-007
CTRL-HCDN-1287,PHI access review,Digital Front Door,gap,SRC-HCDN-CTRL-008
CTRL-HCDN-1288,measure attestation,Contact Center,needs evidence,SRC-HCDN-CTRL-009
CTRL-HCDN-1289,CMS submission control,Ambulatory Care,candidate,SRC-HCDN-CTRL-010
CTRL-HCDN-1290,change control,Emergency Department,designed,SRC-HCDN-CTRL-011
CTRL-HCDN-1291,data lineage certification,Inpatient,operating,SRC-HCDN-CTRL-012
CTRL-HCDN-1292,vendor BAA review,Surgery,gap,SRC-HCDN-CTRL-013
CTRL-HCDN-1293,resilience test,Imaging,needs evidence,SRC-HCDN-CTRL-014
CTRL-HCDN-1294,incident review,Lab,candidate,SRC-HCDN-CTRL-015
CTRL-HCDN-1295,financial approval,Pharmacy,designed,SRC-HCDN-CTRL-016
CTRL-HCDN-1296,privacy review,Oncology,operating,SRC-HCDN-CTRL-017
CTRL-HCDN-1297,model-risk review,Cardiology,gap,SRC-HCDN-CTRL-018
CTRL-HCDN-1298,PHI access review,Data and Analytics,needs evidence,SRC-HCDN-CTRL-019
CTRL-HCDN-1299,measure attestation,Clinical Analytics,candidate,SRC-HCDN-CTRL-020
CTRL-HCDN-1300,CMS submission control,Actuarial,designed,SRC-HCDN-CTRL-021
CTRL-HCDN-1301,change control,Departmental Reporting,operating,SRC-HCDN-CTRL-022
CTRL-HCDN-1302,data lineage certification,AI Transformation,gap,SRC-HCDN-CTRL-023
CTRL-HCDN-1303,vendor BAA review,Technology,needs evidence,SRC-HCDN-CTRL-024
CTRL-HCDN-1304,resilience test,Security,candidate,SRC-HCDN-CTRL-025
CTRL-HCDN-1305,incident review,Procurement,designed,SRC-HCDN-CTRL-026
CTRL-HCDN-1306,financial approval,HR,operating,SRC-HCDN-CTRL-027
CTRL-HCDN-1307,privacy review,Supply Chain,gap,SRC-HCDN-CTRL-028
CTRL-HCDN-1308,model-risk review,Privacy,needs evidence,SRC-HCDN-CTRL-029
CTRL-HCDN-1309,PHI access review,Compliance,candidate,SRC-HCDN-CTRL-030
CTRL-HCDN-1310,measure attestation,Provider Network,designed,SRC-HCDN-CTRL-031
CTRL-HCDN-1311,CMS submission control,Value-Based Care,operating,SRC-HCDN-CTRL-032
CTRL-HCDN-1312,change control,Clinical Operations,gap,SRC-HCDN-CTRL-033
CTRL-HCDN-1313,data lineage certification,Revenue Cycle,needs evidence,SRC-HCDN-CTRL-034
CTRL-HCDN-1314,vendor BAA review,Patient Access,candidate,SRC-HCDN-CTRL-035
CTRL-HCDN-1315,resilience test,Interoperability,designed,SRC-HCDN-CTRL-036
CTRL-HCDN-1316,incident review,Population Health,operating,SRC-HCDN-CTRL-037
CTRL-HCDN-1317,financial approval,Health Plan Operations,gap,SRC-HCDN-CTRL-038
CTRL-HCDN-1318,privacy review,Medicare Advantage,needs evidence,SRC-HCDN-CTRL-039
CTRL-HCDN-1319,model-risk review,Claims Operations,candidate,SRC-HCDN-CTRL-040
CTRL-HCDN-1320,PHI access review,Utilization Management,designed,SRC-HCDN-CTRL-041
CTRL-HCDN-1321,measure attestation,Member Services,operating,SRC-HCDN-CTRL-042
CTRL-HCDN-1322,CMS submission control,Quality and Stars,gap,SRC-HCDN-CTRL-043
CTRL-HCDN-1323,change control,Risk Adjustment,needs evidence,SRC-HCDN-CTRL-044
CTRL-HCDN-1324,data lineage certification,Care Management,candidate,SRC-HCDN-CTRL-045
CTRL-HCDN-1325,vendor BAA review,Finance,designed,SRC-HCDN-CTRL-046
CTRL-HCDN-1326,resilience test,Coding,operating,SRC-HCDN-CTRL-047
CTRL-HCDN-1327,incident review,Payer Contracting,gap,SRC-HCDN-CTRL-048
CTRL-HCDN-1328,financial approval,Digital Front Door,needs evidence,SRC-HCDN-CTRL-049
CTRL-HCDN-1329,privacy review,Contact Center,candidate,SRC-HCDN-CTRL-050
CTRL-HCDN-1330,model-risk review,Ambulatory Care,designed,SRC-HCDN-CTRL-051
CTRL-HCDN-1331,PHI access review,Emergency Department,operating,SRC-HCDN-CTRL-052
CTRL-HCDN-1332,measure attestation,Inpatient,gap,SRC-HCDN-CTRL-053
CTRL-HCDN-1333,CMS submission control,Surgery,needs evidence,SRC-HCDN-CTRL-054
CTRL-HCDN-1334,change control,Imaging,candidate,SRC-HCDN-CTRL-055
CTRL-HCDN-1335,data lineage certification,Lab,designed,SRC-HCDN-CTRL-056
CTRL-HCDN-1336,vendor BAA review,Pharmacy,operating,SRC-HCDN-CTRL-057
CTRL-HCDN-1337,resilience test,Oncology,gap,SRC-HCDN-CTRL-058
CTRL-HCDN-1338,incident review,Cardiology,needs evidence,SRC-HCDN-CTRL-059
CTRL-HCDN-1339,financial approval,Data and Analytics,candidate,SRC-HCDN-CTRL-060
CTRL-HCDN-1340,privacy review,Clinical Analytics,designed,SRC-HCDN-CTRL-061
CTRL-HCDN-1341,model-risk review,Actuarial,operating,SRC-HCDN-CTRL-062
CTRL-HCDN-1342,PHI access review,Departmental Reporting,gap,SRC-HCDN-CTRL-063
CTRL-HCDN-1343,measure attestation,AI Transformation,needs evidence,SRC-HCDN-CTRL-064
CTRL-HCDN-1344,CMS submission control,Technology,candidate,SRC-HCDN-CTRL-065
CTRL-HCDN-1345,change control,Security,designed,SRC-HCDN-CTRL-066
CTRL-HCDN-1346,data lineage certification,Procurement,operating,SRC-HCDN-CTRL-067
CTRL-HCDN-1347,vendor BAA review,HR,gap,SRC-HCDN-CTRL-068
CTRL-HCDN-1348,resilience test,Supply Chain,needs evidence,SRC-HCDN-CTRL-069
CTRL-HCDN-1349,incident review,Privacy,candidate,SRC-HCDN-CTRL-070
CTRL-HCDN-1350,financial approval,Compliance,designed,SRC-HCDN-CTRL-071
CTRL-HCDN-1351,privacy review,Provider Network,operating,SRC-HCDN-CTRL-072
CTRL-HCDN-1352,model-risk review,Value-Based Care,gap,SRC-HCDN-CTRL-073
CTRL-HCDN-1353,PHI access review,Clinical Operations,needs evidence,SRC-HCDN-CTRL-074
CTRL-HCDN-1354,measure attestation,Revenue Cycle,candidate,SRC-HCDN-CTRL-075
CTRL-HCDN-1355,CMS submission control,Patient Access,designed,SRC-HCDN-CTRL-076
CTRL-HCDN-1356,change control,Interoperability,operating,SRC-HCDN-CTRL-077
CTRL-HCDN-1357,data lineage certification,Population Health,gap,SRC-HCDN-CTRL-078
CTRL-HCDN-1358,vendor BAA review,Health Plan Operations,needs evidence,SRC-HCDN-CTRL-079
CTRL-HCDN-1359,resilience test,Medicare Advantage,candidate,SRC-HCDN-CTRL-080
CTRL-HCDN-1360,incident review,Claims Operations,designed,SRC-HCDN-CTRL-081
CTRL-HCDN-1361,financial approval,Utilization Management,operating,SRC-HCDN-CTRL-082
CTRL-HCDN-1362,privacy review,Member Services,gap,SRC-HCDN-CTRL-083
CTRL-HCDN-1363,model-risk review,Quality and Stars,needs evidence,SRC-HCDN-CTRL-084
CTRL-HCDN-1364,PHI access review,Risk Adjustment,candidate,SRC-HCDN-CTRL-085
CTRL-HCDN-1365,measure attestation,Care Management,designed,SRC-HCDN-CTRL-086
CTRL-HCDN-1366,CMS submission control,Finance,operating,SRC-HCDN-CTRL-087
CTRL-HCDN-1367,change control,Coding,gap,SRC-HCDN-CTRL-088
CTRL-HCDN-1368,data lineage certification,Payer Contracting,needs evidence,SRC-HCDN-CTRL-089
CTRL-HCDN-1369,vendor BAA review,Digital Front Door,candidate,SRC-HCDN-CTRL-090
CTRL-HCDN-1370,resilience test,Contact Center,designed,SRC-HCDN-CTRL-091
CTRL-HCDN-1371,incident review,Ambulatory Care,operating,SRC-HCDN-CTRL-092
CTRL-HCDN-1372,financial approval,Emergency Department,gap,SRC-HCDN-CTRL-093
CTRL-HCDN-1373,privacy review,Inpatient,needs evidence,SRC-HCDN-CTRL-094
CTRL-HCDN-1374,model-risk review,Surgery,candidate,SRC-HCDN-CTRL-095
CTRL-HCDN-1375,PHI access review,Imaging,designed,SRC-HCDN-CTRL-096
CTRL-HCDN-1376,measure attestation,Lab,operating,SRC-HCDN-CTRL-097
CTRL-HCDN-1377,CMS submission control,Pharmacy,gap,SRC-HCDN-CTRL-098
CTRL-HCDN-1378,change control,Oncology,needs evidence,SRC-HCDN-CTRL-099
CTRL-HCDN-1379,data lineage certification,Cardiology,candidate,SRC-HCDN-CTRL-100
CTRL-HCDN-1380,vendor BAA review,Data and Analytics,designed,SRC-HCDN-CTRL-101
CTRL-HCDN-1381,resilience test,Clinical Analytics,operating,SRC-HCDN-CTRL-102
CTRL-HCDN-1382,incident review,Actuarial,gap,SRC-HCDN-CTRL-103
CTRL-HCDN-1383,financial approval,Departmental Reporting,needs evidence,SRC-HCDN-CTRL-104
CTRL-HCDN-1384,privacy review,AI Transformation,candidate,SRC-HCDN-CTRL-105
CTRL-HCDN-1385,model-risk review,Technology,designed,SRC-HCDN-CTRL-106
CTRL-HCDN-1386,PHI access review,Security,operating,SRC-HCDN-CTRL-107
CTRL-HCDN-1387,measure attestation,Procurement,gap,SRC-HCDN-CTRL-108
CTRL-HCDN-1388,CMS submission control,HR,needs evidence,SRC-HCDN-CTRL-109
CTRL-HCDN-1389,change control,Supply Chain,candidate,SRC-HCDN-CTRL-110
CTRL-HCDN-1390,data lineage certification,Privacy,designed,SRC-HCDN-CTRL-111
CTRL-HCDN-1391,vendor BAA review,Compliance,operating,SRC-HCDN-CTRL-112
CTRL-HCDN-1392,resilience test,Provider Network,gap,SRC-HCDN-CTRL-113
CTRL-HCDN-1393,incident review,Value-Based Care,needs evidence,SRC-HCDN-CTRL-114
CTRL-HCDN-1394,financial approval,Clinical Operations,candidate,SRC-HCDN-CTRL-115
CTRL-HCDN-1395,privacy review,Revenue Cycle,designed,SRC-HCDN-CTRL-116
CTRL-HCDN-1396,model-risk review,Patient Access,operating,SRC-HCDN-CTRL-117
CTRL-HCDN-1397,PHI access review,Interoperability,gap,SRC-HCDN-CTRL-118
CTRL-HCDN-1398,measure attestation,Population Health,needs evidence,SRC-HCDN-CTRL-119
CTRL-HCDN-1399,CMS submission control,Health Plan Operations,candidate,SRC-HCDN-CTRL-120
CTRL-HCDN-1400,change control,Medicare Advantage,designed,SRC-HCDN-CTRL-121
CTRL-HCDN-1401,data lineage certification,Claims Operations,operating,SRC-HCDN-CTRL-122
CTRL-HCDN-1402,vendor BAA review,Utilization Management,gap,SRC-HCDN-CTRL-123
CTRL-HCDN-1403,resilience test,Member Services,needs evidence,SRC-HCDN-CTRL-124
CTRL-HCDN-1404,incident review,Quality and Stars,candidate,SRC-HCDN-CTRL-125
CTRL-HCDN-1405,financial approval,Risk Adjustment,designed,SRC-HCDN-CTRL-126
CTRL-HCDN-1406,privacy review,Care Management,operating,SRC-HCDN-CTRL-127
CTRL-HCDN-1407,model-risk review,Finance,gap,SRC-HCDN-CTRL-128
CTRL-HCDN-1408,PHI access review,Coding,needs evidence,SRC-HCDN-CTRL-129
CTRL-HCDN-1409,measure attestation,Payer Contracting,candidate,SRC-HCDN-CTRL-130
CTRL-HCDN-1410,CMS submission control,Digital Front Door,designed,SRC-HCDN-CTRL-131
CTRL-HCDN-1411,change control,Contact Center,operating,SRC-HCDN-CTRL-132
CTRL-HCDN-1412,data lineage certification,Ambulatory Care,gap,SRC-HCDN-CTRL-133
CTRL-HCDN-1413,vendor BAA review,Emergency Department,needs evidence,SRC-HCDN-CTRL-134
CTRL-HCDN-1414,resilience test,Inpatient,candidate,SRC-HCDN-CTRL-135
CTRL-HCDN-1415,incident review,Surgery,designed,SRC-HCDN-CTRL-136
CTRL-HCDN-1416,financial approval,Imaging,operating,SRC-HCDN-CTRL-137
CTRL-HCDN-1417,privacy review,Lab,gap,SRC-HCDN-CTRL-138
CTRL-HCDN-1418,model-risk review,Pharmacy,needs evidence,SRC-HCDN-CTRL-139
CTRL-HCDN-1419,PHI access review,Oncology,candidate,SRC-HCDN-CTRL-140
CTRL-HCDN-1420,measure attestation,Cardiology,designed,SRC-HCDN-CTRL-141
CTRL-HCDN-1421,CMS submission control,Data and Analytics,operating,SRC-HCDN-CTRL-142
CTRL-HCDN-1422,change control,Clinical Analytics,gap,SRC-HCDN-CTRL-143
CTRL-HCDN-1423,data lineage certification,Actuarial,needs evidence,SRC-HCDN-CTRL-144
CTRL-HCDN-1424,vendor BAA review,Departmental Reporting,candidate,SRC-HCDN-CTRL-145
CTRL-HCDN-1425,resilience test,AI Transformation,designed,SRC-HCDN-CTRL-146
CTRL-HCDN-1426,incident review,Technology,operating,SRC-HCDN-CTRL-147
CTRL-HCDN-1427,financial approval,Security,gap,SRC-HCDN-CTRL-148
CTRL-HCDN-1428,privacy review,Procurement,needs evidence,SRC-HCDN-CTRL-149
CTRL-HCDN-1429,model-risk review,HR,candidate,SRC-HCDN-CTRL-150
CTRL-HCDN-1430,PHI access review,Supply Chain,designed,SRC-HCDN-CTRL-151
CTRL-HCDN-1431,measure attestation,Privacy,operating,SRC-HCDN-CTRL-152
CTRL-HCDN-1432,CMS submission control,Compliance,gap,SRC-HCDN-CTRL-153
CTRL-HCDN-1433,change control,Provider Network,needs evidence,SRC-HCDN-CTRL-154
CTRL-HCDN-1434,data lineage certification,Value-Based Care,candidate,SRC-HCDN-CTRL-155
CTRL-HCDN-1435,vendor BAA review,Clinical Operations,designed,SRC-HCDN-CTRL-156
CTRL-HCDN-1436,resilience test,Revenue Cycle,operating,SRC-HCDN-CTRL-157
CTRL-HCDN-1437,incident review,Patient Access,gap,SRC-HCDN-CTRL-158
CTRL-HCDN-1438,financial approval,Interoperability,needs evidence,SRC-HCDN-CTRL-159
CTRL-HCDN-1439,privacy review,Population Health,candidate,SRC-HCDN-CTRL-160
CTRL-HCDN-1440,model-risk review,Health Plan Operations,designed,SRC-HCDN-CTRL-001
CTRL-HCDN-1441,PHI access review,Medicare Advantage,operating,SRC-HCDN-CTRL-002
CTRL-HCDN-1442,measure attestation,Claims Operations,gap,SRC-HCDN-CTRL-003
CTRL-HCDN-1443,CMS submission control,Utilization Management,needs evidence,SRC-HCDN-CTRL-004
CTRL-HCDN-1444,change control,Member Services,candidate,SRC-HCDN-CTRL-005
CTRL-HCDN-1445,data lineage certification,Quality and Stars,designed,SRC-HCDN-CTRL-006
CTRL-HCDN-1446,vendor BAA review,Risk Adjustment,operating,SRC-HCDN-CTRL-007
CTRL-HCDN-1447,resilience test,Care Management,gap,SRC-HCDN-CTRL-008
CTRL-HCDN-1448,incident review,Finance,needs evidence,SRC-HCDN-CTRL-009
CTRL-HCDN-1449,financial approval,Coding,candidate,SRC-HCDN-CTRL-010
CTRL-HCDN-1450,privacy review,Payer Contracting,designed,SRC-HCDN-CTRL-011
CTRL-HCDN-1451,model-risk review,Digital Front Door,operating,SRC-HCDN-CTRL-012
CTRL-HCDN-1452,PHI access review,Contact Center,gap,SRC-HCDN-CTRL-013
CTRL-HCDN-1453,measure attestation,Ambulatory Care,needs evidence,SRC-HCDN-CTRL-014
CTRL-HCDN-1454,CMS submission control,Emergency Department,candidate,SRC-HCDN-CTRL-015
CTRL-HCDN-1455,change control,Inpatient,designed,SRC-HCDN-CTRL-016
CTRL-HCDN-1456,data lineage certification,Surgery,operating,SRC-HCDN-CTRL-017
CTRL-HCDN-1457,vendor BAA review,Imaging,gap,SRC-HCDN-CTRL-018
CTRL-HCDN-1458,resilience test,Lab,needs evidence,SRC-HCDN-CTRL-019
CTRL-HCDN-1459,incident review,Pharmacy,candidate,SRC-HCDN-CTRL-020
CTRL-HCDN-1460,financial approval,Oncology,designed,SRC-HCDN-CTRL-021
CTRL-HCDN-1461,privacy review,Cardiology,operating,SRC-HCDN-CTRL-022
CTRL-HCDN-1462,model-risk review,Data and Analytics,gap,SRC-HCDN-CTRL-023
CTRL-HCDN-1463,PHI access review,Clinical Analytics,needs evidence,SRC-HCDN-CTRL-024
CTRL-HCDN-1464,measure attestation,Actuarial,candidate,SRC-HCDN-CTRL-025
CTRL-HCDN-1465,CMS submission control,Departmental Reporting,designed,SRC-HCDN-CTRL-026
CTRL-HCDN-1466,change control,AI Transformation,operating,SRC-HCDN-CTRL-027
CTRL-HCDN-1467,data lineage certification,Technology,gap,SRC-HCDN-CTRL-028
CTRL-HCDN-1468,vendor BAA review,Security,needs evidence,SRC-HCDN-CTRL-029
CTRL-HCDN-1469,resilience test,Procurement,candidate,SRC-HCDN-CTRL-030
CTRL-HCDN-1470,incident review,HR,designed,SRC-HCDN-CTRL-031
CTRL-HCDN-1471,financial approval,Supply Chain,operating,SRC-HCDN-CTRL-032
CTRL-HCDN-1472,privacy review,Privacy,gap,SRC-HCDN-CTRL-033
CTRL-HCDN-1473,model-risk review,Compliance,needs evidence,SRC-HCDN-CTRL-034
CTRL-HCDN-1474,PHI access review,Provider Network,candidate,SRC-HCDN-CTRL-035
CTRL-HCDN-1475,measure attestation,Value-Based Care,designed,SRC-HCDN-CTRL-036
CTRL-HCDN-1476,CMS submission control,Clinical Operations,operating,SRC-HCDN-CTRL-037
CTRL-HCDN-1477,change control,Revenue Cycle,gap,SRC-HCDN-CTRL-038
CTRL-HCDN-1478,data lineage certification,Patient Access,needs evidence,SRC-HCDN-CTRL-039
CTRL-HCDN-1479,vendor BAA review,Interoperability,candidate,SRC-HCDN-CTRL-040
CTRL-HCDN-1480,resilience test,Population Health,designed,SRC-HCDN-CTRL-041
CTRL-HCDN-1481,incident review,Health Plan Operations,operating,SRC-HCDN-CTRL-042
CTRL-HCDN-1482,financial approval,Medicare Advantage,gap,SRC-HCDN-CTRL-043
CTRL-HCDN-1483,privacy review,Claims Operations,needs evidence,SRC-HCDN-CTRL-044
CTRL-HCDN-1484,model-risk review,Utilization Management,candidate,SRC-HCDN-CTRL-045
CTRL-HCDN-1485,PHI access review,Member Services,designed,SRC-HCDN-CTRL-046
CTRL-HCDN-1486,measure attestation,Quality and Stars,operating,SRC-HCDN-CTRL-047
CTRL-HCDN-1487,CMS submission control,Risk Adjustment,gap,SRC-HCDN-CTRL-048
CTRL-HCDN-1488,change control,Care Management,needs evidence,SRC-HCDN-CTRL-049
CTRL-HCDN-1489,data lineage certification,Finance,candidate,SRC-HCDN-CTRL-050
CTRL-HCDN-1490,vendor BAA review,Coding,designed,SRC-HCDN-CTRL-051
CTRL-HCDN-1491,resilience test,Payer Contracting,operating,SRC-HCDN-CTRL-052
CTRL-HCDN-1492,incident review,Digital Front Door,gap,SRC-HCDN-CTRL-053
CTRL-HCDN-1493,financial approval,Contact Center,needs evidence,SRC-HCDN-CTRL-054
CTRL-HCDN-1494,privacy review,Ambulatory Care,candidate,SRC-HCDN-CTRL-055
CTRL-HCDN-1495,model-risk review,Emergency Department,designed,SRC-HCDN-CTRL-056
CTRL-HCDN-1496,PHI access review,Inpatient,operating,SRC-HCDN-CTRL-057
CTRL-HCDN-1497,measure attestation,Surgery,gap,SRC-HCDN-CTRL-058
CTRL-HCDN-1498,CMS submission control,Imaging,needs evidence,SRC-HCDN-CTRL-059
CTRL-HCDN-1499,change control,Lab,candidate,SRC-HCDN-CTRL-060
CTRL-HCDN-1500,data lineage certification,Pharmacy,designed,SRC-HCDN-CTRL-061
CTRL-HCDN-1501,vendor BAA review,Oncology,operating,SRC-HCDN-CTRL-062
CTRL-HCDN-1502,resilience test,Cardiology,gap,SRC-HCDN-CTRL-063
CTRL-HCDN-1503,incident review,Data and Analytics,needs evidence,SRC-HCDN-CTRL-064
CTRL-HCDN-1504,financial approval,Clinical Analytics,candidate,SRC-HCDN-CTRL-065
CTRL-HCDN-1505,privacy review,Actuarial,designed,SRC-HCDN-CTRL-066
CTRL-HCDN-1506,model-risk review,Departmental Reporting,operating,SRC-HCDN-CTRL-067
CTRL-HCDN-1507,PHI access review,AI Transformation,gap,SRC-HCDN-CTRL-068
CTRL-HCDN-1508,measure attestation,Technology,needs evidence,SRC-HCDN-CTRL-069
CTRL-HCDN-1509,CMS submission control,Security,candidate,SRC-HCDN-CTRL-070
CTRL-HCDN-1510,change control,Procurement,designed,SRC-HCDN-CTRL-071
CTRL-HCDN-1511,data lineage certification,HR,operating,SRC-HCDN-CTRL-072
CTRL-HCDN-1512,vendor BAA review,Supply Chain,gap,SRC-HCDN-CTRL-073
CTRL-HCDN-1513,resilience test,Privacy,needs evidence,SRC-HCDN-CTRL-074
CTRL-HCDN-1514,incident review,Compliance,candidate,SRC-HCDN-CTRL-075
CTRL-HCDN-1515,financial approval,Provider Network,designed,SRC-HCDN-CTRL-076
CTRL-HCDN-1516,privacy review,Value-Based Care,operating,SRC-HCDN-CTRL-077
CTRL-HCDN-1517,model-risk review,Clinical Operations,gap,SRC-HCDN-CTRL-078
CTRL-HCDN-1518,PHI access review,Revenue Cycle,needs evidence,SRC-HCDN-CTRL-079
CTRL-HCDN-1519,measure attestation,Patient Access,candidate,SRC-HCDN-CTRL-080
CTRL-HCDN-1520,CMS submission control,Interoperability,designed,SRC-HCDN-CTRL-081
CTRL-HCDN-1521,change control,Population Health,operating,SRC-HCDN-CTRL-082
CTRL-HCDN-1522,data lineage certification,Health Plan Operations,gap,SRC-HCDN-CTRL-083
CTRL-HCDN-1523,vendor BAA review,Medicare Advantage,needs evidence,SRC-HCDN-CTRL-084
CTRL-HCDN-1524,resilience test,Claims Operations,candidate,SRC-HCDN-CTRL-085
CTRL-HCDN-1525,incident review,Utilization Management,designed,SRC-HCDN-CTRL-086
CTRL-HCDN-1526,financial approval,Member Services,operating,SRC-HCDN-CTRL-087
CTRL-HCDN-1527,privacy review,Quality and Stars,gap,SRC-HCDN-CTRL-088
CTRL-HCDN-1528,model-risk review,Risk Adjustment,needs evidence,SRC-HCDN-CTRL-089
CTRL-HCDN-1529,PHI access review,Care Management,candidate,SRC-HCDN-CTRL-090
CTRL-HCDN-1530,measure attestation,Finance,designed,SRC-HCDN-CTRL-091
CTRL-HCDN-1531,CMS submission control,Coding,operating,SRC-HCDN-CTRL-092
CTRL-HCDN-1532,change control,Payer Contracting,gap,SRC-HCDN-CTRL-093
CTRL-HCDN-1533,data lineage certification,Digital Front Door,needs evidence,SRC-HCDN-CTRL-094
CTRL-HCDN-1534,vendor BAA review,Contact Center,candidate,SRC-HCDN-CTRL-095
CTRL-HCDN-1535,resilience test,Ambulatory Care,designed,SRC-HCDN-CTRL-096
CTRL-HCDN-1536,incident review,Emergency Department,operating,SRC-HCDN-CTRL-097
CTRL-HCDN-1537,financial approval,Inpatient,gap,SRC-HCDN-CTRL-098
CTRL-HCDN-1538,privacy review,Surgery,needs evidence,SRC-HCDN-CTRL-099
CTRL-HCDN-1539,model-risk review,Imaging,candidate,SRC-HCDN-CTRL-100
CTRL-HCDN-1540,PHI access review,Lab,designed,SRC-HCDN-CTRL-101
CTRL-HCDN-1541,measure attestation,Pharmacy,operating,SRC-HCDN-CTRL-102
CTRL-HCDN-1542,CMS submission control,Oncology,gap,SRC-HCDN-CTRL-103
CTRL-HCDN-1543,change control,Cardiology,needs evidence,SRC-HCDN-CTRL-104
CTRL-HCDN-1544,data lineage certification,Data and Analytics,candidate,SRC-HCDN-CTRL-105
CTRL-HCDN-1545,vendor BAA review,Clinical Analytics,designed,SRC-HCDN-CTRL-106
CTRL-HCDN-1546,resilience test,Actuarial,operating,SRC-HCDN-CTRL-107
CTRL-HCDN-1547,incident review,Departmental Reporting,gap,SRC-HCDN-CTRL-108
CTRL-HCDN-1548,financial approval,AI Transformation,needs evidence,SRC-HCDN-CTRL-109
CTRL-HCDN-1549,privacy review,Technology,candidate,SRC-HCDN-CTRL-110
CTRL-HCDN-1550,model-risk review,Security,designed,SRC-HCDN-CTRL-111
CTRL-HCDN-1551,PHI access review,Procurement,operating,SRC-HCDN-CTRL-112
CTRL-HCDN-1552,measure attestation,HR,gap,SRC-HCDN-CTRL-113
CTRL-HCDN-1553,CMS submission control,Supply Chain,needs evidence,SRC-HCDN-CTRL-114
CTRL-HCDN-1554,change control,Privacy,candidate,SRC-HCDN-CTRL-115
CTRL-HCDN-1555,data lineage certification,Compliance,designed,SRC-HCDN-CTRL-116
CTRL-HCDN-1556,vendor BAA review,Provider Network,operating,SRC-HCDN-CTRL-117
CTRL-HCDN-1557,resilience test,Value-Based Care,gap,SRC-HCDN-CTRL-118
CTRL-HCDN-1558,incident review,Clinical Operations,needs evidence,SRC-HCDN-CTRL-119
CTRL-HCDN-1559,financial approval,Revenue Cycle,candidate,SRC-HCDN-CTRL-120
CTRL-HCDN-1560,privacy review,Patient Access,designed,SRC-HCDN-CTRL-121
CTRL-HCDN-1561,model-risk review,Interoperability,operating,SRC-HCDN-CTRL-122
CTRL-HCDN-1562,PHI access review,Population Health,gap,SRC-HCDN-CTRL-123
CTRL-HCDN-1563,measure attestation,Health Plan Operations,needs evidence,SRC-HCDN-CTRL-124
CTRL-HCDN-1564,CMS submission control,Medicare Advantage,candidate,SRC-HCDN-CTRL-125
CTRL-HCDN-1565,change control,Claims Operations,designed,SRC-HCDN-CTRL-126
CTRL-HCDN-1566,data lineage certification,Utilization Management,operating,SRC-HCDN-CTRL-127
CTRL-HCDN-1567,vendor BAA review,Member Services,gap,SRC-HCDN-CTRL-128
CTRL-HCDN-1568,resilience test,Quality and Stars,needs evidence,SRC-HCDN-CTRL-129
CTRL-HCDN-1569,incident review,Risk Adjustment,candidate,SRC-HCDN-CTRL-130
CTRL-HCDN-1570,financial approval,Care Management,designed,SRC-HCDN-CTRL-131
CTRL-HCDN-1571,privacy review,Finance,operating,SRC-HCDN-CTRL-132
CTRL-HCDN-1572,model-risk review,Coding,gap,SRC-HCDN-CTRL-133
CTRL-HCDN-1573,PHI access review,Payer Contracting,needs evidence,SRC-HCDN-CTRL-134
CTRL-HCDN-1574,measure attestation,Digital Front Door,candidate,SRC-HCDN-CTRL-135
CTRL-HCDN-1575,CMS submission control,Contact Center,designed,SRC-HCDN-CTRL-136
CTRL-HCDN-1576,change control,Ambulatory Care,operating,SRC-HCDN-CTRL-137
CTRL-HCDN-1577,data lineage certification,Emergency Department,gap,SRC-HCDN-CTRL-138
CTRL-HCDN-1578,vendor BAA review,Inpatient,needs evidence,SRC-HCDN-CTRL-139
CTRL-HCDN-1579,resilience test,Surgery,candidate,SRC-HCDN-CTRL-140
