truth_object_id,truth_object_type,required_for_publication,visible_source_count,independent_source_count,source_ids,expected_parser_path,expected_candidate_fact_count,expected_relationship_count,ambiguity_class,conflict_class,review_required,reconstructable,reason_if_not_reconstructable
TRUTH-HCDN-0433,relationship,required,4,2,SRC-HCDN-DATA-046,contract parser,10,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0434,program,required,5,1,SRC-HCDN-SLA-047,interface parser,11,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0435,risk_control,required,1,1,SRC-HCDN-PROP-048,proposal parser,12,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0436,application,optional,2,2,SRC-HCDN-APP-049,cmdb parser,1,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0437,data_product,required,3,1,SRC-HCDN-SQL-050,SQL parser,2,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0438,kpi,required,4,1,SRC-HCDN-STARS-051,measure parser,3,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0439,contract,required,5,2,SRC-HCDN-CONT-052,contract parser,4,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0440,relationship,required,1,1,SRC-HCDN-INT-053,interface parser,5,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0441,program,required,2,1,SRC-HCDN-DATA-054,proposal parser,6,3,ambiguous owner,conflicting owner,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0442,risk_control,required,3,2,SRC-HCDN-SLA-055,cmdb parser,7,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0443,application,optional,4,1,SRC-HCDN-PROP-056,SQL parser,8,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0444,data_product,required,5,1,SRC-HCDN-APP-057,measure parser,9,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0445,kpi,required,1,2,SRC-HCDN-SQL-058,contract parser,10,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0446,contract,required,2,1,SRC-HCDN-STARS-059,interface parser,11,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0447,relationship,required,3,1,SRC-HCDN-CONT-060,proposal parser,12,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0448,program,required,4,2,SRC-HCDN-INT-061,cmdb parser,1,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0449,risk_control,required,5,1,SRC-HCDN-DATA-062,SQL parser,2,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0450,application,optional,1,1,SRC-HCDN-SLA-063,measure parser,3,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0451,data_product,required,2,2,SRC-HCDN-PROP-064,contract parser,4,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0452,kpi,required,3,1,SRC-HCDN-APP-065,interface parser,5,14,none,none,true,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0453,contract,required,4,1,SRC-HCDN-SQL-066,proposal parser,6,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0454,relationship,required,5,2,SRC-HCDN-STARS-067,cmdb parser,7,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0455,program,required,1,1,SRC-HCDN-CONT-068,SQL parser,8,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0456,risk_control,required,2,1,SRC-HCDN-INT-069,measure parser,9,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0457,application,optional,3,2,SRC-HCDN-DATA-070,contract parser,10,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0458,data_product,required,4,1,SRC-HCDN-SLA-071,interface parser,11,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0459,kpi,required,5,1,SRC-HCDN-PROP-072,proposal parser,12,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0460,contract,required,1,2,SRC-HCDN-APP-073,cmdb parser,1,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0461,relationship,required,2,1,SRC-HCDN-SQL-074,SQL parser,2,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0462,program,required,3,1,SRC-HCDN-STARS-075,measure parser,3,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0463,risk_control,required,4,2,SRC-HCDN-CONT-076,contract parser,4,5,retired/active collision,value mismatch,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0464,application,optional,5,1,SRC-HCDN-INT-077,interface parser,5,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0465,data_product,required,1,1,SRC-HCDN-DATA-078,proposal parser,6,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0466,kpi,required,2,2,SRC-HCDN-SLA-079,cmdb parser,7,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0467,contract,required,3,1,SRC-HCDN-PROP-080,SQL parser,8,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0468,relationship,required,4,1,SRC-HCDN-APP-081,measure parser,9,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0469,program,required,5,2,SRC-HCDN-SQL-082,contract parser,10,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0470,risk_control,required,1,1,SRC-HCDN-STARS-083,interface parser,11,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0471,application,optional,2,1,SRC-HCDN-CONT-084,proposal parser,12,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0472,data_product,required,3,2,SRC-HCDN-INT-085,cmdb parser,1,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0473,kpi,required,4,1,SRC-HCDN-DATA-086,SQL parser,2,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0474,contract,required,5,1,SRC-HCDN-SLA-087,measure parser,3,16,duplicate native ID,conflicting KPI definition,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0475,relationship,required,1,2,SRC-HCDN-PROP-088,contract parser,4,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0476,program,required,2,1,SRC-HCDN-APP-089,interface parser,5,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0477,risk_control,required,3,1,SRC-HCDN-SQL-090,proposal parser,6,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0478,application,optional,4,2,SRC-HCDN-STARS-091,cmdb parser,7,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0479,data_product,required,5,1,SRC-HCDN-CONT-092,SQL parser,8,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0480,kpi,required,1,1,SRC-HCDN-INT-093,measure parser,9,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0481,contract,required,2,2,SRC-HCDN-DATA-094,contract parser,10,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0482,relationship,required,3,1,SRC-HCDN-SLA-095,interface parser,11,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0483,program,required,4,1,SRC-HCDN-PROP-096,proposal parser,12,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0484,risk_control,required,5,2,SRC-HCDN-APP-001,cmdb parser,1,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0485,application,optional,1,1,SRC-HCDN-SQL-002,SQL parser,2,7,ambiguous owner,conflicting owner,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0486,data_product,required,2,1,SRC-HCDN-STARS-003,measure parser,3,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0487,kpi,required,3,2,SRC-HCDN-CONT-004,contract parser,4,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0488,contract,required,4,1,SRC-HCDN-INT-005,interface parser,5,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0489,relationship,required,5,1,SRC-HCDN-DATA-006,proposal parser,6,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0490,program,required,1,2,SRC-HCDN-SLA-007,cmdb parser,7,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0491,risk_control,required,2,1,SRC-HCDN-PROP-008,SQL parser,8,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0492,application,optional,3,1,SRC-HCDN-APP-009,measure parser,9,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0493,data_product,required,4,2,SRC-HCDN-SQL-010,contract parser,10,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0494,kpi,required,5,1,SRC-HCDN-STARS-011,interface parser,11,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0495,contract,required,1,1,SRC-HCDN-CONT-012,proposal parser,12,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0496,relationship,required,2,2,SRC-HCDN-INT-013,cmdb parser,1,18,none,none,true,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0497,program,required,3,1,SRC-HCDN-DATA-014,SQL parser,2,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0498,risk_control,required,4,1,SRC-HCDN-SLA-015,measure parser,3,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0499,application,optional,5,2,SRC-HCDN-PROP-016,contract parser,4,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0500,data_product,required,1,1,SRC-HCDN-APP-017,interface parser,5,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0501,kpi,required,2,1,SRC-HCDN-SQL-018,proposal parser,6,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0502,contract,required,3,2,SRC-HCDN-STARS-019,cmdb parser,7,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0503,relationship,required,4,1,SRC-HCDN-CONT-020,SQL parser,8,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0504,program,required,5,1,SRC-HCDN-INT-021,measure parser,9,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0505,risk_control,required,1,2,SRC-HCDN-DATA-022,contract parser,10,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0506,application,optional,2,1,SRC-HCDN-SLA-023,interface parser,11,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0507,data_product,required,3,1,SRC-HCDN-PROP-024,proposal parser,12,9,retired/active collision,value mismatch,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0508,kpi,required,4,2,SRC-HCDN-APP-025,cmdb parser,1,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0509,contract,required,5,1,SRC-HCDN-SQL-026,SQL parser,2,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0510,relationship,required,1,1,SRC-HCDN-STARS-027,measure parser,3,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0511,program,required,2,2,SRC-HCDN-CONT-028,contract parser,4,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0512,risk_control,required,3,1,SRC-HCDN-INT-029,interface parser,5,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0513,application,optional,4,1,SRC-HCDN-DATA-030,proposal parser,6,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0514,data_product,required,5,2,SRC-HCDN-SLA-031,cmdb parser,7,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0515,kpi,required,1,1,SRC-HCDN-PROP-032,SQL parser,8,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0516,contract,required,2,1,SRC-HCDN-APP-033,measure parser,9,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0517,relationship,required,3,2,SRC-HCDN-SQL-034,contract parser,10,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0518,program,required,4,1,SRC-HCDN-STARS-035,interface parser,11,20,duplicate native ID,conflicting KPI definition,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0519,risk_control,required,5,1,SRC-HCDN-CONT-036,proposal parser,12,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0520,application,optional,1,2,SRC-HCDN-INT-037,cmdb parser,1,2,none,none,true,true,reconstructable with available parser-visible evidence
