pricing_line_id,proposal_id,lot_id,service_tower,bidder,role_family,delivery_location,level,unit,value_disclosure_mode,evidence_state
PRICE-HCDN-LOT-HCDN-08-B-12,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,B,integration engineer,onsite,L3,hourly,exact,assumption dependent
PRICE-HCDN-LOT-HCDN-08-C-01,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,integration engineer,nearshore,L2,monthly,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-02,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,revenue-cycle analyst,offshore,L3,unit,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-03,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,Epic analyst,hybrid,lead,outcome,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-04,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,SQL/BI engineer,onsite,architect,hourly,range,assumption dependent
PRICE-HCDN-LOT-HCDN-08-C-05,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,claims ops analyst,nearshore,L1,monthly,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-06,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,UM nurse reviewer,offshore,L2,unit,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-07,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,data engineer,hybrid,L3,outcome,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-08,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,cloud engineer,onsite,lead,hourly,indexed,assumption dependent
PRICE-HCDN-LOT-HCDN-08-C-09,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,service desk analyst,nearshore,architect,monthly,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-10,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,security engineer,offshore,L1,unit,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-11,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,integration engineer,hybrid,L2,outcome,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-08-C-12,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,C,revenue-cycle analyst,onsite,L3,hourly,exact,assumption dependent
PRICE-HCDN-LOT-HCDN-09-A-01,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,service desk analyst,nearshore,L2,monthly,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-02,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,security engineer,offshore,L3,unit,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-03,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,integration engineer,hybrid,lead,outcome,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-04,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,revenue-cycle analyst,onsite,architect,hourly,range,assumption dependent
PRICE-HCDN-LOT-HCDN-09-A-05,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,Epic analyst,nearshore,L1,monthly,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-06,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,SQL/BI engineer,offshore,L2,unit,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-07,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,claims ops analyst,hybrid,L3,outcome,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-08,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,UM nurse reviewer,onsite,lead,hourly,indexed,assumption dependent
PRICE-HCDN-LOT-HCDN-09-A-09,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,data engineer,nearshore,architect,monthly,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-10,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,cloud engineer,offshore,L1,unit,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-11,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,service desk analyst,hybrid,L2,outcome,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-A-12,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,A,security engineer,onsite,L3,hourly,exact,assumption dependent
PRICE-HCDN-LOT-HCDN-09-B-01,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,security engineer,nearshore,L2,monthly,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-02,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,integration engineer,offshore,L3,unit,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-03,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,revenue-cycle analyst,hybrid,lead,outcome,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-04,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,Epic analyst,onsite,architect,hourly,range,assumption dependent
PRICE-HCDN-LOT-HCDN-09-B-05,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,SQL/BI engineer,nearshore,L1,monthly,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-06,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,claims ops analyst,offshore,L2,unit,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-07,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,UM nurse reviewer,hybrid,L3,outcome,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-08,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,data engineer,onsite,lead,hourly,indexed,assumption dependent
PRICE-HCDN-LOT-HCDN-09-B-09,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,cloud engineer,nearshore,architect,monthly,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-10,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,service desk analyst,offshore,L1,unit,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-11,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,security engineer,hybrid,L2,outcome,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-B-12,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,B,integration engineer,onsite,L3,hourly,exact,assumption dependent
PRICE-HCDN-LOT-HCDN-09-C-01,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,integration engineer,nearshore,L2,monthly,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-02,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,revenue-cycle analyst,offshore,L3,unit,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-03,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,Epic analyst,hybrid,lead,outcome,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-04,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,SQL/BI engineer,onsite,architect,hourly,range,assumption dependent
PRICE-HCDN-LOT-HCDN-09-C-05,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,claims ops analyst,nearshore,L1,monthly,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-06,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,UM nurse reviewer,offshore,L2,unit,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-07,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,data engineer,hybrid,L3,outcome,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-08,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,cloud engineer,onsite,lead,hourly,indexed,assumption dependent
PRICE-HCDN-LOT-HCDN-09-C-09,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,service desk analyst,nearshore,architect,monthly,exact,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-10,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,security engineer,offshore,L1,unit,range,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-11,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,integration engineer,hybrid,L2,outcome,indexed,source-backed candidate
PRICE-HCDN-LOT-HCDN-09-C-12,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,C,revenue-cycle analyst,onsite,L3,hourly,exact,assumption dependent
