contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,effective_date,expiration_date,term_status,pricing_model,value_disclosure_mode,termination_rights,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id,risk_note
CONT-HCDN-0419,VEND-HCDN-054,Synthetic Healthcare Supplier 054,AI/document automation SOW,Workplace and Contact Center,Member Services,interoperability services,2023-06-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-140,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-036,SRC-HCDN-CO-004,LOT-HCDN-06,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0420,VEND-HCDN-061,Synthetic Healthcare Supplier 061,MSA,Security Identity and Compliance,Quality and Stars,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,minimum annual commitment applies,RATE-HCDN-001,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontractor approval required,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-037,SRC-HCDN-CO-005,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,supplier concentration
CONT-HCDN-0421,VEND-HCDN-068,Synthetic Healthcare Supplier 068,SOW,Integration and Interoperability,Risk Adjustment,claims operations,2021-08-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-002,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-038,SRC-HCDN-CO-006,LOT-HCDN-08,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0422,VEND-HCDN-075,Synthetic Healthcare Supplier 075,rate card,ERP and Corporate Platforms,Care Management,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-003,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-039,SRC-HCDN-CO-007,LOT-HCDN-09,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0423,VEND-HCDN-082,Synthetic Healthcare Supplier 082,Epic support agreement,Clinical and Epic AMS,Finance,risk adjustment analytics,2023-01-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-004,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-040,SRC-HCDN-CO-008,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0424,VEND-HCDN-089,Synthetic Healthcare Supplier 089,claims admin agreement,Payer Platform Operations,Coding,prior authorization operations,2020-02-01,2027-12-31,transition assistance required,per claim,withheld,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-005,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-029,SRC-HCDN-INV-041,SRC-HCDN-CO-009,LOT-HCDN-02,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0425,VEND-HCDN-096,Synthetic Healthcare Supplier 096,PBM services SOW,Data Analytics and AI,Payer Contracting,revenue-cycle outsourcing,2021-03-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-006,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-030,SRC-HCDN-INV-042,SRC-HCDN-CO-010,LOT-HCDN-03,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0426,VEND-HCDN-103,Synthetic Healthcare Supplier 103,BPO services SOW,Revenue Cycle Technology,Digital Front Door,cloud/data platform operations,2022-04-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-007,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-031,SRC-HCDN-INV-043,SRC-HCDN-CO-011,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0427,VEND-HCDN-110,Synthetic Healthcare Supplier 110,cloud commit,Cloud Infrastructure and Data Center,Contact Center,SQL Server/EDW managed services,2023-05-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,minimum annual commitment applies,RATE-HCDN-008,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-032,SRC-HCDN-INV-044,SRC-HCDN-CO-012,LOT-HCDN-05,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0428,VEND-HCDN-117,Synthetic Healthcare Supplier 117,data platform subscription,Workplace and Contact Center,Ambulatory Care,contact center operations,2020-06-01,2028-12-31,active multi-year,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-009,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-033,SRC-HCDN-INV-045,SRC-HCDN-CO-013,LOT-HCDN-06,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0429,VEND-HCDN-124,Synthetic Healthcare Supplier 124,software subscription,Security Identity and Compliance,Emergency Department,payment integrity,2021-07-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-010,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-034,SRC-HCDN-INV-046,SRC-HCDN-CO-014,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0430,VEND-HCDN-131,Synthetic Healthcare Supplier 131,professional services SOW,Integration and Interoperability,Inpatient,identity/security operations,2022-08-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-011,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-035,SRC-HCDN-INV-047,SRC-HCDN-CO-015,LOT-HCDN-08,,,EVAL-HCDN-023,supplier concentration
CONT-HCDN-0431,VEND-HCDN-138,Synthetic Healthcare Supplier 138,maintenance agreement,ERP and Corporate Platforms,Surgery,interoperability services,2023-09-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-012,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-036,SRC-HCDN-INV-048,SRC-HCDN-CO-016,LOT-HCDN-09,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0432,VEND-HCDN-145,Synthetic Healthcare Supplier 145,telecom services,Clinical and Epic AMS,Imaging,Epic support and optimization,2020-01-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-013,standard service credits,CPI escalator above threshold,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-001,SRC-HCDN-INV-001,SRC-HCDN-CO-017,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0433,VEND-HCDN-152,Synthetic Healthcare Supplier 152,cybersecurity services,Payer Platform Operations,Lab,claims operations,2021-02-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-014,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-002,SRC-HCDN-INV-002,SRC-HCDN-CO-018,LOT-HCDN-02,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0434,VEND-HCDN-159,Synthetic Healthcare Supplier 159,AI/document automation SOW,Data Analytics and AI,Pharmacy,Medicare Advantage quality services,2022-03-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,minimum annual commitment applies,RATE-HCDN-015,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-003,SRC-HCDN-INV-003,SRC-HCDN-CO-019,LOT-HCDN-03,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0435,VEND-HCDN-166,Synthetic Healthcare Supplier 166,MSA,Revenue Cycle Technology,Oncology,risk adjustment analytics,2023-04-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-016,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-004,SRC-HCDN-INV-004,SRC-HCDN-CO-020,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0436,VEND-HCDN-173,Synthetic Healthcare Supplier 173,SOW,Cloud Infrastructure and Data Center,Cardiology,prior authorization operations,2020-05-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-017,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-005,SRC-HCDN-INV-005,SRC-HCDN-CO-021,LOT-HCDN-05,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0437,VEND-HCDN-180,Synthetic Healthcare Supplier 180,rate card,Workplace and Contact Center,Data and Analytics,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-018,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-006,SRC-HCDN-CO-022,LOT-HCDN-06,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0438,VEND-HCDN-187,Synthetic Healthcare Supplier 187,Epic support agreement,Security Identity and Compliance,Clinical Analytics,cloud/data platform operations,2022-07-01,2026-12-31,renewal within 12 months,committed spend,trend-only,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-019,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-007,SRC-HCDN-INV-007,SRC-HCDN-CO-023,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0439,VEND-HCDN-194,Synthetic Healthcare Supplier 194,claims admin agreement,Integration and Interoperability,Actuarial,SQL Server/EDW managed services,2023-08-01,2027-12-31,renewal within 24 months,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-020,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-008,SRC-HCDN-INV-008,SRC-HCDN-CO-024,LOT-HCDN-08,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0440,VEND-HCDN-201,Synthetic Healthcare Supplier 201,PBM services SOW,ERP and Corporate Platforms,Departmental Reporting,contact center operations,2020-09-01,2028-12-31,active multi-year,fixed fee,exact,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-021,service credits capped and under-defined,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-009,SRC-HCDN-INV-009,SRC-HCDN-CO-025,LOT-HCDN-09,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0441,VEND-HCDN-208,Synthetic Healthcare Supplier 208,BPO services SOW,Clinical and Epic AMS,AI Transformation,payment integrity,2021-01-01,2026-12-31,extension option,T&M,range,standard termination rights,minimum annual commitment applies,RATE-HCDN-022,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-010,SRC-HCDN-INV-010,SRC-HCDN-CO-026,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0442,VEND-HCDN-215,Synthetic Healthcare Supplier 215,cloud commit,Payer Platform Operations,Technology,identity/security operations,2022-02-01,2027-12-31,transition assistance required,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-023,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-011,SRC-HCDN-INV-011,SRC-HCDN-CO-027,LOT-HCDN-02,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0443,VEND-HCDN-222,Synthetic Healthcare Supplier 222,data platform subscription,Data Analytics and AI,Security,interoperability services,2023-03-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-024,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-012,SRC-HCDN-CO-028,LOT-HCDN-03,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0444,VEND-HCDN-229,Synthetic Healthcare Supplier 229,software subscription,Revenue Cycle Technology,Procurement,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-025,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-013,SRC-HCDN-CO-029,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0445,VEND-HCDN-236,Synthetic Healthcare Supplier 236,professional services SOW,Cloud Infrastructure and Data Center,HR,claims operations,2021-05-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-026,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-014,SRC-HCDN-CO-030,LOT-HCDN-05,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0446,VEND-HCDN-243,Synthetic Healthcare Supplier 243,maintenance agreement,Workplace and Contact Center,Supply Chain,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-027,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-015,SRC-HCDN-CO-031,LOT-HCDN-06,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0447,VEND-HCDN-250,Synthetic Healthcare Supplier 250,telecom services,Security Identity and Compliance,Privacy,risk adjustment analytics,2023-07-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-028,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-016,SRC-HCDN-CO-032,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0448,VEND-HCDN-257,Synthetic Healthcare Supplier 257,cybersecurity services,Integration and Interoperability,Compliance,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,committed spend,trend-only,termination limited during transition,minimum annual commitment applies,RATE-HCDN-029,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-017,SRC-HCDN-CO-033,LOT-HCDN-08,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0449,VEND-HCDN-264,Synthetic Healthcare Supplier 264,AI/document automation SOW,ERP and Corporate Platforms,Provider Network,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-030,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-018,SRC-HCDN-CO-034,LOT-HCDN-09,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0450,VEND-HCDN-271,Synthetic Healthcare Supplier 271,MSA,Clinical and Epic AMS,Value-Based Care,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-031,service credits capped and under-defined,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-019,SRC-HCDN-CO-035,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,supplier concentration
CONT-HCDN-0451,VEND-HCDN-278,Synthetic Healthcare Supplier 278,SOW,Payer Platform Operations,Clinical Operations,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-032,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-020,SRC-HCDN-CO-036,LOT-HCDN-02,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0452,VEND-HCDN-285,Synthetic Healthcare Supplier 285,rate card,Data Analytics and AI,Revenue Cycle,contact center operations,2020-03-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-033,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-021,SRC-HCDN-INV-021,SRC-HCDN-CO-037,LOT-HCDN-03,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0453,VEND-HCDN-292,Synthetic Healthcare Supplier 292,Epic support agreement,Revenue Cycle Technology,Patient Access,payment integrity,2021-04-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-034,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-022,SRC-HCDN-INV-022,SRC-HCDN-CO-038,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0454,VEND-HCDN-299,Synthetic Healthcare Supplier 299,claims admin agreement,Cloud Infrastructure and Data Center,Interoperability,identity/security operations,2022-05-01,2027-12-31,transition assistance required,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-035,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-023,SRC-HCDN-INV-023,SRC-HCDN-CO-039,LOT-HCDN-05,,,EVAL-HCDN-023,standard commercial review
CONT-HCDN-0455,VEND-HCDN-306,Synthetic Healthcare Supplier 306,PBM services SOW,Workplace and Contact Center,Population Health,interoperability services,2023-06-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-036,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-024,SRC-HCDN-CO-040,LOT-HCDN-06,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0456,VEND-HCDN-313,Synthetic Healthcare Supplier 313,BPO services SOW,Security Identity and Compliance,Health Plan Operations,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-037,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-025,SRC-HCDN-CO-041,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0457,VEND-HCDN-320,Synthetic Healthcare Supplier 320,cloud commit,Integration and Interoperability,Medicare Advantage,claims operations,2021-08-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-038,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-026,SRC-HCDN-CO-042,LOT-HCDN-08,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0458,VEND-HCDN-327,Synthetic Healthcare Supplier 327,data platform subscription,ERP and Corporate Platforms,Claims Operations,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-039,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-027,SRC-HCDN-CO-043,LOT-HCDN-09,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0459,VEND-HCDN-334,Synthetic Healthcare Supplier 334,software subscription,Clinical and Epic AMS,Utilization Management,risk adjustment analytics,2023-01-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-040,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-028,SRC-HCDN-CO-044,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0460,VEND-HCDN-341,Synthetic Healthcare Supplier 341,professional services SOW,Payer Platform Operations,Member Services,prior authorization operations,2020-02-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-041,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-029,SRC-HCDN-INV-029,SRC-HCDN-CO-045,LOT-HCDN-02,,,EVAL-HCDN-005,supplier concentration
CONT-HCDN-0461,VEND-HCDN-348,Synthetic Healthcare Supplier 348,maintenance agreement,Data Analytics and AI,Quality and Stars,revenue-cycle outsourcing,2021-03-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-042,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-030,SRC-HCDN-INV-030,SRC-HCDN-CO-046,LOT-HCDN-03,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0462,VEND-HCDN-355,Synthetic Healthcare Supplier 355,telecom services,Revenue Cycle Technology,Risk Adjustment,cloud/data platform operations,2022-04-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,minimum annual commitment applies,RATE-HCDN-043,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-031,SRC-HCDN-INV-031,SRC-HCDN-CO-047,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0463,VEND-HCDN-362,Synthetic Healthcare Supplier 362,cybersecurity services,Cloud Infrastructure and Data Center,Care Management,SQL Server/EDW managed services,2023-05-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-044,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-032,SRC-HCDN-INV-032,SRC-HCDN-CO-048,LOT-HCDN-05,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0464,VEND-HCDN-369,Synthetic Healthcare Supplier 369,AI/document automation SOW,Workplace and Contact Center,Finance,contact center operations,2020-06-01,2028-12-31,active multi-year,per claim,withheld,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-045,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-033,SRC-HCDN-INV-033,SRC-HCDN-CO-049,LOT-HCDN-06,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0465,VEND-HCDN-376,Synthetic Healthcare Supplier 376,MSA,Security Identity and Compliance,Coding,payment integrity,2021-07-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-046,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-034,SRC-HCDN-INV-034,SRC-HCDN-CO-050,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0466,VEND-HCDN-383,Synthetic Healthcare Supplier 383,SOW,Integration and Interoperability,Payer Contracting,identity/security operations,2022-08-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-047,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-035,SRC-HCDN-INV-035,SRC-HCDN-CO-051,LOT-HCDN-08,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0467,VEND-HCDN-390,Synthetic Healthcare Supplier 390,rate card,ERP and Corporate Platforms,Digital Front Door,interoperability services,2023-09-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-048,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-036,SRC-HCDN-INV-036,SRC-HCDN-CO-052,LOT-HCDN-09,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0468,VEND-HCDN-397,Synthetic Healthcare Supplier 397,Epic support agreement,Clinical and Epic AMS,Contact Center,Epic support and optimization,2020-01-01,2026-12-31,renewal within 12 months,committed spend,trend-only,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-049,standard service credits,CPI escalator above threshold,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-001,SRC-HCDN-INV-037,SRC-HCDN-CO-001,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0469,VEND-HCDN-404,Synthetic Healthcare Supplier 404,claims admin agreement,Payer Platform Operations,Ambulatory Care,claims operations,2021-02-01,2027-12-31,renewal within 24 months,outcome-linked,withheld,standard termination rights,minimum annual commitment applies,RATE-HCDN-050,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-002,SRC-HCDN-INV-038,SRC-HCDN-CO-002,LOT-HCDN-02,,,EVAL-HCDN-014,standard commercial review
