infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-06315,contact center footprint,storage tier,hybrid,Databricks lakehouse,Revenue Cycle,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06316,Oracle/UNIX estate,container platform,hybrid,Azure data services,Patient Access,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06317,SQL Server estate zone,integration runtime,hybrid,AWS data and AI candidate,Interoperability,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06318,primary clinical data center,edge appliance,owned data center,Java/.NET custom,Population Health,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06319,secondary resilience data center,security sensor,owned data center,API/interoperability gateway,Health Plan Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06320,private cloud east,observability collector,private cloud,HL7/FHIR engine,Medicare Advantage,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06321,private cloud central,desktop/endpoint group,private cloud,claims-administration platform,Claims Operations,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06322,Azure data foundation landing zone,cloud resource group,Azure,care-management platform,Utilization Management,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06323,Azure AI/use-case landing zone,backup/DR tier,Azure,security/IAM stack,Member Services,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06324,AWS transformation sandbox,compute cluster,AWS,Epic ecosystem,Quality and Stars,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06325,AWS future-agentic landing zone,database platform,AWS,SQL Server/SSIS/SSAS/SSRS,Risk Adjustment,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06326,Epic hosting zone,network zone,hybrid,legacy EDW,Care Management,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06327,clinic edge footprint,storage tier,hybrid,Oracle database,Finance,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06328,contact center footprint,container platform,hybrid,flat-file/SFTP,Coding,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06329,Oracle/UNIX estate,integration runtime,hybrid,Access/Excel shadow reporting,Payer Contracting,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06330,SQL Server estate zone,edge appliance,hybrid,Tableau Server,Digital Front Door,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06331,primary clinical data center,security sensor,owned data center,Power BI Report Server,Contact Center,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06332,secondary resilience data center,observability collector,owned data center,Databricks lakehouse,Ambulatory Care,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06333,private cloud east,desktop/endpoint group,private cloud,Azure data services,Emergency Department,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06334,private cloud central,cloud resource group,private cloud,AWS data and AI candidate,Inpatient,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06335,Azure data foundation landing zone,backup/DR tier,Azure,Java/.NET custom,Surgery,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06336,Azure AI/use-case landing zone,compute cluster,Azure,API/interoperability gateway,Imaging,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-06337,AWS transformation sandbox,database platform,AWS,HL7/FHIR engine,Lab,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06338,AWS future-agentic landing zone,network zone,AWS,claims-administration platform,Pharmacy,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06339,Epic hosting zone,storage tier,hybrid,care-management platform,Oncology,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06340,clinic edge footprint,container platform,hybrid,security/IAM stack,Cardiology,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06341,contact center footprint,integration runtime,hybrid,Epic ecosystem,Data and Analytics,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06342,Oracle/UNIX estate,edge appliance,hybrid,SQL Server/SSIS/SSAS/SSRS,Clinical Analytics,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06343,SQL Server estate zone,security sensor,hybrid,legacy EDW,Actuarial,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06344,primary clinical data center,observability collector,owned data center,Oracle database,Departmental Reporting,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06345,secondary resilience data center,desktop/endpoint group,owned data center,flat-file/SFTP,AI Transformation,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06346,private cloud east,cloud resource group,private cloud,Access/Excel shadow reporting,Technology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06347,private cloud central,backup/DR tier,private cloud,Tableau Server,Security,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06348,Azure data foundation landing zone,compute cluster,Azure,Power BI Report Server,Procurement,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06349,Azure AI/use-case landing zone,database platform,Azure,Databricks lakehouse,HR,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06350,AWS transformation sandbox,network zone,AWS,Azure data services,Supply Chain,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06351,AWS future-agentic landing zone,storage tier,AWS,AWS data and AI candidate,Privacy,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06352,Epic hosting zone,container platform,hybrid,Java/.NET custom,Compliance,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06353,clinic edge footprint,integration runtime,hybrid,API/interoperability gateway,Provider Network,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06354,contact center footprint,edge appliance,hybrid,HL7/FHIR engine,Value-Based Care,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06355,Oracle/UNIX estate,security sensor,hybrid,claims-administration platform,Clinical Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06356,SQL Server estate zone,observability collector,hybrid,care-management platform,Revenue Cycle,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06357,primary clinical data center,desktop/endpoint group,owned data center,security/IAM stack,Patient Access,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06358,secondary resilience data center,cloud resource group,owned data center,Epic ecosystem,Interoperability,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06359,private cloud east,backup/DR tier,private cloud,SQL Server/SSIS/SSAS/SSRS,Population Health,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06360,private cloud central,compute cluster,private cloud,legacy EDW,Health Plan Operations,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06361,Azure data foundation landing zone,database platform,Azure,Oracle database,Medicare Advantage,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06362,Azure AI/use-case landing zone,network zone,Azure,flat-file/SFTP,Claims Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06363,AWS transformation sandbox,storage tier,AWS,Access/Excel shadow reporting,Utilization Management,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-06364,AWS future-agentic landing zone,container platform,AWS,Tableau Server,Member Services,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06365,Epic hosting zone,integration runtime,hybrid,Power BI Report Server,Quality and Stars,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06366,clinic edge footprint,edge appliance,hybrid,Databricks lakehouse,Risk Adjustment,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06367,contact center footprint,security sensor,hybrid,Azure data services,Care Management,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06368,Oracle/UNIX estate,observability collector,hybrid,AWS data and AI candidate,Finance,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06369,SQL Server estate zone,desktop/endpoint group,hybrid,Java/.NET custom,Coding,Security Identity and Compliance,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06370,primary clinical data center,cloud resource group,owned data center,API/interoperability gateway,Payer Contracting,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06371,secondary resilience data center,backup/DR tier,owned data center,HL7/FHIR engine,Digital Front Door,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06372,private cloud east,compute cluster,private cloud,claims-administration platform,Contact Center,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06373,private cloud central,database platform,private cloud,care-management platform,Ambulatory Care,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06374,Azure data foundation landing zone,network zone,Azure,security/IAM stack,Emergency Department,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06375,Azure AI/use-case landing zone,storage tier,Azure,Epic ecosystem,Inpatient,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06376,AWS transformation sandbox,container platform,AWS,SQL Server/SSIS/SSAS/SSRS,Surgery,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06377,AWS future-agentic landing zone,integration runtime,AWS,legacy EDW,Imaging,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06378,Epic hosting zone,edge appliance,hybrid,Oracle database,Lab,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06379,clinic edge footprint,security sensor,hybrid,flat-file/SFTP,Pharmacy,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06380,contact center footprint,observability collector,hybrid,Access/Excel shadow reporting,Oncology,ERP and Corporate Platforms,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06381,Oracle/UNIX estate,desktop/endpoint group,hybrid,Tableau Server,Cardiology,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06382,SQL Server estate zone,cloud resource group,hybrid,Power BI Report Server,Data and Analytics,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06383,primary clinical data center,backup/DR tier,owned data center,Databricks lakehouse,Clinical Analytics,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06384,secondary resilience data center,compute cluster,owned data center,Azure data services,Actuarial,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06385,private cloud east,database platform,private cloud,AWS data and AI candidate,Departmental Reporting,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06386,private cloud central,network zone,private cloud,Java/.NET custom,AI Transformation,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06387,Azure data foundation landing zone,storage tier,Azure,API/interoperability gateway,Technology,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06388,Azure AI/use-case landing zone,container platform,Azure,HL7/FHIR engine,Security,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06389,AWS transformation sandbox,integration runtime,AWS,claims-administration platform,Procurement,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06390,AWS future-agentic landing zone,edge appliance,AWS,care-management platform,HR,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06391,Epic hosting zone,security sensor,hybrid,security/IAM stack,Supply Chain,Payer Platform Operations,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-06392,clinic edge footprint,observability collector,hybrid,Epic ecosystem,Privacy,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06393,contact center footprint,desktop/endpoint group,hybrid,SQL Server/SSIS/SSAS/SSRS,Compliance,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06394,Oracle/UNIX estate,cloud resource group,hybrid,legacy EDW,Provider Network,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06395,SQL Server estate zone,backup/DR tier,hybrid,Oracle database,Value-Based Care,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06396,primary clinical data center,compute cluster,owned data center,flat-file/SFTP,Clinical Operations,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06397,secondary resilience data center,database platform,owned data center,Access/Excel shadow reporting,Revenue Cycle,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06398,private cloud east,network zone,private cloud,Tableau Server,Patient Access,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06399,private cloud central,storage tier,private cloud,Power BI Report Server,Interoperability,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06400,Azure data foundation landing zone,container platform,Azure,Databricks lakehouse,Population Health,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06401,Azure AI/use-case landing zone,integration runtime,Azure,Azure data services,Health Plan Operations,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06402,AWS transformation sandbox,edge appliance,AWS,AWS data and AI candidate,Medicare Advantage,Revenue Cycle Technology,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06403,AWS future-agentic landing zone,security sensor,AWS,Java/.NET custom,Claims Operations,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06404,Epic hosting zone,observability collector,hybrid,API/interoperability gateway,Utilization Management,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06405,clinic edge footprint,desktop/endpoint group,hybrid,HL7/FHIR engine,Member Services,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06406,contact center footprint,cloud resource group,hybrid,claims-administration platform,Quality and Stars,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06407,Oracle/UNIX estate,backup/DR tier,hybrid,care-management platform,Risk Adjustment,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06408,SQL Server estate zone,compute cluster,hybrid,security/IAM stack,Care Management,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06409,primary clinical data center,database platform,owned data center,Epic ecosystem,Finance,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06410,secondary resilience data center,network zone,owned data center,SQL Server/SSIS/SSAS/SSRS,Coding,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06411,private cloud east,storage tier,private cloud,legacy EDW,Payer Contracting,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06412,private cloud central,container platform,private cloud,Oracle database,Digital Front Door,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06413,Azure data foundation landing zone,integration runtime,Azure,flat-file/SFTP,Contact Center,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06414,Azure AI/use-case landing zone,edge appliance,Azure,Access/Excel shadow reporting,Ambulatory Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06415,AWS transformation sandbox,security sensor,AWS,Tableau Server,Emergency Department,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06416,AWS future-agentic landing zone,observability collector,AWS,Power BI Report Server,Inpatient,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06417,Epic hosting zone,desktop/endpoint group,hybrid,Databricks lakehouse,Surgery,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06418,clinic edge footprint,cloud resource group,hybrid,Azure data services,Imaging,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06419,contact center footprint,backup/DR tier,hybrid,AWS data and AI candidate,Lab,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06420,Oracle/UNIX estate,compute cluster,hybrid,Java/.NET custom,Pharmacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06421,SQL Server estate zone,database platform,hybrid,API/interoperability gateway,Oncology,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06422,primary clinical data center,network zone,owned data center,HL7/FHIR engine,Cardiology,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06423,secondary resilience data center,storage tier,owned data center,claims-administration platform,Data and Analytics,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06424,private cloud east,container platform,private cloud,care-management platform,Clinical Analytics,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06425,private cloud central,integration runtime,private cloud,security/IAM stack,Actuarial,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06426,Azure data foundation landing zone,edge appliance,Azure,Epic ecosystem,Departmental Reporting,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-06427,Azure AI/use-case landing zone,security sensor,Azure,SQL Server/SSIS/SSAS/SSRS,AI Transformation,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06428,AWS transformation sandbox,observability collector,AWS,legacy EDW,Technology,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06429,AWS future-agentic landing zone,desktop/endpoint group,AWS,Oracle database,Security,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06430,Epic hosting zone,cloud resource group,hybrid,flat-file/SFTP,Procurement,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06431,clinic edge footprint,backup/DR tier,hybrid,Access/Excel shadow reporting,HR,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06432,contact center footprint,compute cluster,hybrid,Tableau Server,Supply Chain,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06433,Oracle/UNIX estate,database platform,hybrid,Power BI Report Server,Privacy,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06434,SQL Server estate zone,network zone,hybrid,Databricks lakehouse,Compliance,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06435,primary clinical data center,storage tier,owned data center,Azure data services,Provider Network,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-06436,secondary resilience data center,container platform,owned data center,AWS data and AI candidate,Value-Based Care,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06437,private cloud east,integration runtime,private cloud,Java/.NET custom,Clinical Operations,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06438,private cloud central,edge appliance,private cloud,API/interoperability gateway,Revenue Cycle,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06439,Azure data foundation landing zone,security sensor,Azure,HL7/FHIR engine,Patient Access,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06440,Azure AI/use-case landing zone,observability collector,Azure,claims-administration platform,Interoperability,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06441,AWS transformation sandbox,desktop/endpoint group,AWS,care-management platform,Population Health,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06442,AWS future-agentic landing zone,cloud resource group,AWS,security/IAM stack,Health Plan Operations,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06443,Epic hosting zone,backup/DR tier,hybrid,Epic ecosystem,Medicare Advantage,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06444,clinic edge footprint,compute cluster,hybrid,SQL Server/SSIS/SSAS/SSRS,Claims Operations,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06445,contact center footprint,database platform,hybrid,legacy EDW,Utilization Management,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06446,Oracle/UNIX estate,network zone,hybrid,Oracle database,Member Services,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06447,SQL Server estate zone,storage tier,hybrid,flat-file/SFTP,Quality and Stars,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06448,primary clinical data center,container platform,owned data center,Access/Excel shadow reporting,Risk Adjustment,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06449,secondary resilience data center,integration runtime,owned data center,Tableau Server,Care Management,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06450,private cloud east,edge appliance,private cloud,Power BI Report Server,Finance,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06451,private cloud central,security sensor,private cloud,Databricks lakehouse,Coding,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06452,Azure data foundation landing zone,observability collector,Azure,Azure data services,Payer Contracting,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06453,Azure AI/use-case landing zone,desktop/endpoint group,Azure,AWS data and AI candidate,Digital Front Door,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06454,AWS transformation sandbox,cloud resource group,AWS,Java/.NET custom,Contact Center,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06455,AWS future-agentic landing zone,backup/DR tier,AWS,API/interoperability gateway,Ambulatory Care,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06456,Epic hosting zone,compute cluster,hybrid,HL7/FHIR engine,Emergency Department,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06457,clinic edge footprint,database platform,hybrid,claims-administration platform,Inpatient,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06458,contact center footprint,network zone,hybrid,care-management platform,Surgery,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06459,Oracle/UNIX estate,storage tier,hybrid,security/IAM stack,Imaging,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06460,SQL Server estate zone,container platform,hybrid,Epic ecosystem,Lab,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06461,primary clinical data center,integration runtime,owned data center,SQL Server/SSIS/SSAS/SSRS,Pharmacy,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06462,secondary resilience data center,edge appliance,owned data center,legacy EDW,Oncology,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06463,private cloud east,security sensor,private cloud,Oracle database,Cardiology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06464,private cloud central,observability collector,private cloud,flat-file/SFTP,Data and Analytics,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06465,Azure data foundation landing zone,desktop/endpoint group,Azure,Access/Excel shadow reporting,Clinical Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06466,Azure AI/use-case landing zone,cloud resource group,Azure,Tableau Server,Actuarial,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06467,AWS transformation sandbox,backup/DR tier,AWS,Power BI Report Server,Departmental Reporting,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06468,AWS future-agentic landing zone,compute cluster,AWS,Databricks lakehouse,AI Transformation,Security Identity and Compliance,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-06469,Epic hosting zone,database platform,hybrid,Azure data services,Technology,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06470,clinic edge footprint,network zone,hybrid,AWS data and AI candidate,Security,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06471,contact center footprint,storage tier,hybrid,Java/.NET custom,Procurement,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06472,Oracle/UNIX estate,container platform,hybrid,API/interoperability gateway,HR,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06473,SQL Server estate zone,integration runtime,hybrid,HL7/FHIR engine,Supply Chain,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06474,primary clinical data center,edge appliance,owned data center,claims-administration platform,Privacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06475,secondary resilience data center,security sensor,owned data center,care-management platform,Compliance,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06476,private cloud east,observability collector,private cloud,security/IAM stack,Provider Network,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06477,private cloud central,desktop/endpoint group,private cloud,Epic ecosystem,Value-Based Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06478,Azure data foundation landing zone,cloud resource group,Azure,SQL Server/SSIS/SSAS/SSRS,Clinical Operations,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06479,Azure AI/use-case landing zone,backup/DR tier,Azure,legacy EDW,Revenue Cycle,ERP and Corporate Platforms,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06480,AWS transformation sandbox,compute cluster,AWS,Oracle database,Patient Access,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06481,AWS future-agentic landing zone,database platform,AWS,flat-file/SFTP,Interoperability,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06482,Epic hosting zone,network zone,hybrid,Access/Excel shadow reporting,Population Health,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06483,clinic edge footprint,storage tier,hybrid,Tableau Server,Health Plan Operations,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06484,contact center footprint,container platform,hybrid,Power BI Report Server,Medicare Advantage,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
