risk_id,risk_name,business_function,severity,response,linked_control_id
RISK-HCDN-0561,vendor concentration,Clinical Analytics,high,monitor,CTRL-HCDN-0562
RISK-HCDN-0562,Epic upgrade disruption,Actuarial,medium,accept pending evidence,CTRL-HCDN-0563
RISK-HCDN-0563,AWS/Azure operating-model conflict,Departmental Reporting,low,requires executive decision,CTRL-HCDN-0564
RISK-HCDN-0564,Star Rating degradation,AI Transformation,critical,mitigate,CTRL-HCDN-0565
RISK-HCDN-0565,RAF evidence gap,Technology,high,monitor,CTRL-HCDN-0566
RISK-HCDN-0566,PHI/privacy exposure,Security,medium,accept pending evidence,CTRL-HCDN-0567
RISK-HCDN-0567,claims leakage,Procurement,low,requires executive decision,CTRL-HCDN-0568
RISK-HCDN-0568,prior-auth SLA breach,HR,critical,mitigate,CTRL-HCDN-0569
RISK-HCDN-0569,provider-directory inaccuracy,Supply Chain,high,monitor,CTRL-HCDN-0570
RISK-HCDN-0570,SQL Server end-of-life,Privacy,medium,accept pending evidence,CTRL-HCDN-0571
RISK-HCDN-0571,measure definition conflict,Compliance,low,requires executive decision,CTRL-HCDN-0572
RISK-HCDN-0572,cloud cost overrun,Provider Network,critical,mitigate,CTRL-HCDN-0573
RISK-HCDN-0573,vendor concentration,Value-Based Care,high,monitor,CTRL-HCDN-0574
RISK-HCDN-0574,Epic upgrade disruption,Clinical Operations,medium,accept pending evidence,CTRL-HCDN-0575
RISK-HCDN-0575,AWS/Azure operating-model conflict,Revenue Cycle,low,requires executive decision,CTRL-HCDN-0576
RISK-HCDN-0576,Star Rating degradation,Patient Access,critical,mitigate,CTRL-HCDN-0577
RISK-HCDN-0577,RAF evidence gap,Interoperability,high,monitor,CTRL-HCDN-0578
RISK-HCDN-0578,PHI/privacy exposure,Population Health,medium,accept pending evidence,CTRL-HCDN-0579
RISK-HCDN-0579,claims leakage,Health Plan Operations,low,requires executive decision,CTRL-HCDN-0580
RISK-HCDN-0580,prior-auth SLA breach,Medicare Advantage,critical,mitigate,CTRL-HCDN-0581
RISK-HCDN-0581,provider-directory inaccuracy,Claims Operations,high,monitor,CTRL-HCDN-0582
RISK-HCDN-0582,SQL Server end-of-life,Utilization Management,medium,accept pending evidence,CTRL-HCDN-0583
RISK-HCDN-0583,measure definition conflict,Member Services,low,requires executive decision,CTRL-HCDN-0584
RISK-HCDN-0584,cloud cost overrun,Quality and Stars,critical,mitigate,CTRL-HCDN-0585
RISK-HCDN-0585,vendor concentration,Risk Adjustment,high,monitor,CTRL-HCDN-0586
RISK-HCDN-0586,Epic upgrade disruption,Care Management,medium,accept pending evidence,CTRL-HCDN-0587
RISK-HCDN-0587,AWS/Azure operating-model conflict,Finance,low,requires executive decision,CTRL-HCDN-0588
RISK-HCDN-0588,Star Rating degradation,Coding,critical,mitigate,CTRL-HCDN-0589
RISK-HCDN-0589,RAF evidence gap,Payer Contracting,high,monitor,CTRL-HCDN-0590
RISK-HCDN-0590,PHI/privacy exposure,Digital Front Door,medium,accept pending evidence,CTRL-HCDN-0591
RISK-HCDN-0591,claims leakage,Contact Center,low,requires executive decision,CTRL-HCDN-0592
RISK-HCDN-0592,prior-auth SLA breach,Ambulatory Care,critical,mitigate,CTRL-HCDN-0593
RISK-HCDN-0593,provider-directory inaccuracy,Emergency Department,high,monitor,CTRL-HCDN-0594
RISK-HCDN-0594,SQL Server end-of-life,Inpatient,medium,accept pending evidence,CTRL-HCDN-0595
RISK-HCDN-0595,measure definition conflict,Surgery,low,requires executive decision,CTRL-HCDN-0596
RISK-HCDN-0596,cloud cost overrun,Imaging,critical,mitigate,CTRL-HCDN-0597
RISK-HCDN-0597,vendor concentration,Lab,high,monitor,CTRL-HCDN-0598
RISK-HCDN-0598,Epic upgrade disruption,Pharmacy,medium,accept pending evidence,CTRL-HCDN-0599
RISK-HCDN-0599,AWS/Azure operating-model conflict,Oncology,low,requires executive decision,CTRL-HCDN-0600
RISK-HCDN-0600,Star Rating degradation,Cardiology,critical,mitigate,CTRL-HCDN-0601
RISK-HCDN-0601,RAF evidence gap,Data and Analytics,high,monitor,CTRL-HCDN-0602
RISK-HCDN-0602,PHI/privacy exposure,Clinical Analytics,medium,accept pending evidence,CTRL-HCDN-0603
RISK-HCDN-0603,claims leakage,Actuarial,low,requires executive decision,CTRL-HCDN-0604
RISK-HCDN-0604,prior-auth SLA breach,Departmental Reporting,critical,mitigate,CTRL-HCDN-0605
RISK-HCDN-0605,provider-directory inaccuracy,AI Transformation,high,monitor,CTRL-HCDN-0606
RISK-HCDN-0606,SQL Server end-of-life,Technology,medium,accept pending evidence,CTRL-HCDN-0607
RISK-HCDN-0607,measure definition conflict,Security,low,requires executive decision,CTRL-HCDN-0608
RISK-HCDN-0608,cloud cost overrun,Procurement,critical,mitigate,CTRL-HCDN-0609
RISK-HCDN-0609,vendor concentration,HR,high,monitor,CTRL-HCDN-0610
RISK-HCDN-0610,Epic upgrade disruption,Supply Chain,medium,accept pending evidence,CTRL-HCDN-0611
RISK-HCDN-0611,AWS/Azure operating-model conflict,Privacy,low,requires executive decision,CTRL-HCDN-0612
RISK-HCDN-0612,Star Rating degradation,Compliance,critical,mitigate,CTRL-HCDN-0613
RISK-HCDN-0613,RAF evidence gap,Provider Network,high,monitor,CTRL-HCDN-0614
RISK-HCDN-0614,PHI/privacy exposure,Value-Based Care,medium,accept pending evidence,CTRL-HCDN-0615
RISK-HCDN-0615,claims leakage,Clinical Operations,low,requires executive decision,CTRL-HCDN-0616
RISK-HCDN-0616,prior-auth SLA breach,Revenue Cycle,critical,mitigate,CTRL-HCDN-0617
RISK-HCDN-0617,provider-directory inaccuracy,Patient Access,high,monitor,CTRL-HCDN-0618
RISK-HCDN-0618,SQL Server end-of-life,Interoperability,medium,accept pending evidence,CTRL-HCDN-0619
RISK-HCDN-0619,measure definition conflict,Population Health,low,requires executive decision,CTRL-HCDN-0620
RISK-HCDN-0620,cloud cost overrun,Health Plan Operations,critical,mitigate,CTRL-HCDN-0621
RISK-HCDN-0621,vendor concentration,Medicare Advantage,high,monitor,CTRL-HCDN-0622
RISK-HCDN-0622,Epic upgrade disruption,Claims Operations,medium,accept pending evidence,CTRL-HCDN-0623
RISK-HCDN-0623,AWS/Azure operating-model conflict,Utilization Management,low,requires executive decision,CTRL-HCDN-0624
RISK-HCDN-0624,Star Rating degradation,Member Services,critical,mitigate,CTRL-HCDN-0625
RISK-HCDN-0625,RAF evidence gap,Quality and Stars,high,monitor,CTRL-HCDN-0626
RISK-HCDN-0626,PHI/privacy exposure,Risk Adjustment,medium,accept pending evidence,CTRL-HCDN-0627
RISK-HCDN-0627,claims leakage,Care Management,low,requires executive decision,CTRL-HCDN-0628
RISK-HCDN-0628,prior-auth SLA breach,Finance,critical,mitigate,CTRL-HCDN-0629
RISK-HCDN-0629,provider-directory inaccuracy,Coding,high,monitor,CTRL-HCDN-0630
RISK-HCDN-0630,SQL Server end-of-life,Payer Contracting,medium,accept pending evidence,CTRL-HCDN-0631
RISK-HCDN-0631,measure definition conflict,Digital Front Door,low,requires executive decision,CTRL-HCDN-0632
RISK-HCDN-0632,cloud cost overrun,Contact Center,critical,mitigate,CTRL-HCDN-0633
RISK-HCDN-0633,vendor concentration,Ambulatory Care,high,monitor,CTRL-HCDN-0634
RISK-HCDN-0634,Epic upgrade disruption,Emergency Department,medium,accept pending evidence,CTRL-HCDN-0635
RISK-HCDN-0635,AWS/Azure operating-model conflict,Inpatient,low,requires executive decision,CTRL-HCDN-0636
RISK-HCDN-0636,Star Rating degradation,Surgery,critical,mitigate,CTRL-HCDN-0637
RISK-HCDN-0637,RAF evidence gap,Imaging,high,monitor,CTRL-HCDN-0638
RISK-HCDN-0638,PHI/privacy exposure,Lab,medium,accept pending evidence,CTRL-HCDN-0639
RISK-HCDN-0639,claims leakage,Pharmacy,low,requires executive decision,CTRL-HCDN-0640
RISK-HCDN-0640,prior-auth SLA breach,Oncology,critical,mitigate,CTRL-HCDN-0641
RISK-HCDN-0641,provider-directory inaccuracy,Cardiology,high,monitor,CTRL-HCDN-0642
RISK-HCDN-0642,SQL Server end-of-life,Data and Analytics,medium,accept pending evidence,CTRL-HCDN-0643
RISK-HCDN-0643,measure definition conflict,Clinical Analytics,low,requires executive decision,CTRL-HCDN-0644
RISK-HCDN-0644,cloud cost overrun,Actuarial,critical,mitigate,CTRL-HCDN-0645
RISK-HCDN-0645,vendor concentration,Departmental Reporting,high,monitor,CTRL-HCDN-0646
RISK-HCDN-0646,Epic upgrade disruption,AI Transformation,medium,accept pending evidence,CTRL-HCDN-0647
RISK-HCDN-0647,AWS/Azure operating-model conflict,Technology,low,requires executive decision,CTRL-HCDN-0648
RISK-HCDN-0648,Star Rating degradation,Security,critical,mitigate,CTRL-HCDN-0649
RISK-HCDN-0649,RAF evidence gap,Procurement,high,monitor,CTRL-HCDN-0650
RISK-HCDN-0650,PHI/privacy exposure,HR,medium,accept pending evidence,CTRL-HCDN-0651
RISK-HCDN-0651,claims leakage,Supply Chain,low,requires executive decision,CTRL-HCDN-0652
RISK-HCDN-0652,prior-auth SLA breach,Privacy,critical,mitigate,CTRL-HCDN-0653
RISK-HCDN-0653,provider-directory inaccuracy,Compliance,high,monitor,CTRL-HCDN-0654
RISK-HCDN-0654,SQL Server end-of-life,Provider Network,medium,accept pending evidence,CTRL-HCDN-0655
RISK-HCDN-0655,measure definition conflict,Value-Based Care,low,requires executive decision,CTRL-HCDN-0656
RISK-HCDN-0656,cloud cost overrun,Clinical Operations,critical,mitigate,CTRL-HCDN-0657
RISK-HCDN-0657,vendor concentration,Revenue Cycle,high,monitor,CTRL-HCDN-0658
RISK-HCDN-0658,Epic upgrade disruption,Patient Access,medium,accept pending evidence,CTRL-HCDN-0659
RISK-HCDN-0659,AWS/Azure operating-model conflict,Interoperability,low,requires executive decision,CTRL-HCDN-0660
RISK-HCDN-0660,Star Rating degradation,Population Health,critical,mitigate,CTRL-HCDN-0661
RISK-HCDN-0661,RAF evidence gap,Health Plan Operations,high,monitor,CTRL-HCDN-0662
RISK-HCDN-0662,PHI/privacy exposure,Medicare Advantage,medium,accept pending evidence,CTRL-HCDN-0663
RISK-HCDN-0663,claims leakage,Claims Operations,low,requires executive decision,CTRL-HCDN-0664
RISK-HCDN-0664,prior-auth SLA breach,Utilization Management,critical,mitigate,CTRL-HCDN-0665
RISK-HCDN-0665,provider-directory inaccuracy,Member Services,high,monitor,CTRL-HCDN-0666
RISK-HCDN-0666,SQL Server end-of-life,Quality and Stars,medium,accept pending evidence,CTRL-HCDN-0667
RISK-HCDN-0667,measure definition conflict,Risk Adjustment,low,requires executive decision,CTRL-HCDN-0668
RISK-HCDN-0668,cloud cost overrun,Care Management,critical,mitigate,CTRL-HCDN-0669
RISK-HCDN-0669,vendor concentration,Finance,high,monitor,CTRL-HCDN-0670
RISK-HCDN-0670,Epic upgrade disruption,Coding,medium,accept pending evidence,CTRL-HCDN-0671
RISK-HCDN-0671,AWS/Azure operating-model conflict,Payer Contracting,low,requires executive decision,CTRL-HCDN-0672
RISK-HCDN-0672,Star Rating degradation,Digital Front Door,critical,mitigate,CTRL-HCDN-0673
RISK-HCDN-0673,RAF evidence gap,Contact Center,high,monitor,CTRL-HCDN-0674
RISK-HCDN-0674,PHI/privacy exposure,Ambulatory Care,medium,accept pending evidence,CTRL-HCDN-0675
RISK-HCDN-0675,claims leakage,Emergency Department,low,requires executive decision,CTRL-HCDN-0676
RISK-HCDN-0676,prior-auth SLA breach,Inpatient,critical,mitigate,CTRL-HCDN-0677
RISK-HCDN-0677,provider-directory inaccuracy,Surgery,high,monitor,CTRL-HCDN-0678
RISK-HCDN-0678,SQL Server end-of-life,Imaging,medium,accept pending evidence,CTRL-HCDN-0679
RISK-HCDN-0679,measure definition conflict,Lab,low,requires executive decision,CTRL-HCDN-0680
RISK-HCDN-0680,cloud cost overrun,Pharmacy,critical,mitigate,CTRL-HCDN-0681
RISK-HCDN-0681,vendor concentration,Oncology,high,monitor,CTRL-HCDN-0682
RISK-HCDN-0682,Epic upgrade disruption,Cardiology,medium,accept pending evidence,CTRL-HCDN-0683
RISK-HCDN-0683,AWS/Azure operating-model conflict,Data and Analytics,low,requires executive decision,CTRL-HCDN-0684
RISK-HCDN-0684,Star Rating degradation,Clinical Analytics,critical,mitigate,CTRL-HCDN-0685
RISK-HCDN-0685,RAF evidence gap,Actuarial,high,monitor,CTRL-HCDN-0686
RISK-HCDN-0686,PHI/privacy exposure,Departmental Reporting,medium,accept pending evidence,CTRL-HCDN-0687
RISK-HCDN-0687,claims leakage,AI Transformation,low,requires executive decision,CTRL-HCDN-0688
RISK-HCDN-0688,prior-auth SLA breach,Technology,critical,mitigate,CTRL-HCDN-0689
RISK-HCDN-0689,provider-directory inaccuracy,Security,high,monitor,CTRL-HCDN-0690
RISK-HCDN-0690,SQL Server end-of-life,Procurement,medium,accept pending evidence,CTRL-HCDN-0691
RISK-HCDN-0691,measure definition conflict,HR,low,requires executive decision,CTRL-HCDN-0692
RISK-HCDN-0692,cloud cost overrun,Supply Chain,critical,mitigate,CTRL-HCDN-0693
RISK-HCDN-0693,vendor concentration,Privacy,high,monitor,CTRL-HCDN-0694
RISK-HCDN-0694,Epic upgrade disruption,Compliance,medium,accept pending evidence,CTRL-HCDN-0695
RISK-HCDN-0695,AWS/Azure operating-model conflict,Provider Network,low,requires executive decision,CTRL-HCDN-0696
RISK-HCDN-0696,Star Rating degradation,Value-Based Care,critical,mitigate,CTRL-HCDN-0697
RISK-HCDN-0697,RAF evidence gap,Clinical Operations,high,monitor,CTRL-HCDN-0698
RISK-HCDN-0698,PHI/privacy exposure,Revenue Cycle,medium,accept pending evidence,CTRL-HCDN-0699
RISK-HCDN-0699,claims leakage,Patient Access,low,requires executive decision,CTRL-HCDN-0700
RISK-HCDN-0700,prior-auth SLA breach,Interoperability,critical,mitigate,CTRL-HCDN-0701
RISK-HCDN-0701,provider-directory inaccuracy,Population Health,high,monitor,CTRL-HCDN-0702
RISK-HCDN-0702,SQL Server end-of-life,Health Plan Operations,medium,accept pending evidence,CTRL-HCDN-0703
RISK-HCDN-0703,measure definition conflict,Medicare Advantage,low,requires executive decision,CTRL-HCDN-0704
RISK-HCDN-0704,cloud cost overrun,Claims Operations,critical,mitigate,CTRL-HCDN-0705
RISK-HCDN-0705,vendor concentration,Utilization Management,high,monitor,CTRL-HCDN-0706
RISK-HCDN-0706,Epic upgrade disruption,Member Services,medium,accept pending evidence,CTRL-HCDN-0707
RISK-HCDN-0707,AWS/Azure operating-model conflict,Quality and Stars,low,requires executive decision,CTRL-HCDN-0708
RISK-HCDN-0708,Star Rating degradation,Risk Adjustment,critical,mitigate,CTRL-HCDN-0709
RISK-HCDN-0709,RAF evidence gap,Care Management,high,monitor,CTRL-HCDN-0710
RISK-HCDN-0710,PHI/privacy exposure,Finance,medium,accept pending evidence,CTRL-HCDN-0711
RISK-HCDN-0711,claims leakage,Coding,low,requires executive decision,CTRL-HCDN-0712
RISK-HCDN-0712,prior-auth SLA breach,Payer Contracting,critical,mitigate,CTRL-HCDN-0713
RISK-HCDN-0713,provider-directory inaccuracy,Digital Front Door,high,monitor,CTRL-HCDN-0714
RISK-HCDN-0714,SQL Server end-of-life,Contact Center,medium,accept pending evidence,CTRL-HCDN-0715
RISK-HCDN-0715,measure definition conflict,Ambulatory Care,low,requires executive decision,CTRL-HCDN-0716
RISK-HCDN-0716,cloud cost overrun,Emergency Department,critical,mitigate,CTRL-HCDN-0717
RISK-HCDN-0717,vendor concentration,Inpatient,high,monitor,CTRL-HCDN-0718
RISK-HCDN-0718,Epic upgrade disruption,Surgery,medium,accept pending evidence,CTRL-HCDN-0719
RISK-HCDN-0719,AWS/Azure operating-model conflict,Imaging,low,requires executive decision,CTRL-HCDN-0720
RISK-HCDN-0720,Star Rating degradation,Lab,critical,mitigate,CTRL-HCDN-0721
RISK-HCDN-0721,RAF evidence gap,Pharmacy,high,monitor,CTRL-HCDN-0722
RISK-HCDN-0722,PHI/privacy exposure,Oncology,medium,accept pending evidence,CTRL-HCDN-0723
RISK-HCDN-0723,claims leakage,Cardiology,low,requires executive decision,CTRL-HCDN-0724
RISK-HCDN-0724,prior-auth SLA breach,Data and Analytics,critical,mitigate,CTRL-HCDN-0725
RISK-HCDN-0725,provider-directory inaccuracy,Clinical Analytics,high,monitor,CTRL-HCDN-0726
RISK-HCDN-0726,SQL Server end-of-life,Actuarial,medium,accept pending evidence,CTRL-HCDN-0727
RISK-HCDN-0727,measure definition conflict,Departmental Reporting,low,requires executive decision,CTRL-HCDN-0728
RISK-HCDN-0728,cloud cost overrun,AI Transformation,critical,mitigate,CTRL-HCDN-0729
RISK-HCDN-0729,vendor concentration,Technology,high,monitor,CTRL-HCDN-0730
RISK-HCDN-0730,Epic upgrade disruption,Security,medium,accept pending evidence,CTRL-HCDN-0731
RISK-HCDN-0731,AWS/Azure operating-model conflict,Procurement,low,requires executive decision,CTRL-HCDN-0732
RISK-HCDN-0732,Star Rating degradation,HR,critical,mitigate,CTRL-HCDN-0733
RISK-HCDN-0733,RAF evidence gap,Supply Chain,high,monitor,CTRL-HCDN-0734
RISK-HCDN-0734,PHI/privacy exposure,Privacy,medium,accept pending evidence,CTRL-HCDN-0735
RISK-HCDN-0735,claims leakage,Compliance,low,requires executive decision,CTRL-HCDN-0736
RISK-HCDN-0736,prior-auth SLA breach,Provider Network,critical,mitigate,CTRL-HCDN-0737
RISK-HCDN-0737,provider-directory inaccuracy,Value-Based Care,high,monitor,CTRL-HCDN-0738
RISK-HCDN-0738,SQL Server end-of-life,Clinical Operations,medium,accept pending evidence,CTRL-HCDN-0739
RISK-HCDN-0739,measure definition conflict,Revenue Cycle,low,requires executive decision,CTRL-HCDN-0740
RISK-HCDN-0740,cloud cost overrun,Patient Access,critical,mitigate,CTRL-HCDN-0741
RISK-HCDN-0741,vendor concentration,Interoperability,high,monitor,CTRL-HCDN-0742
RISK-HCDN-0742,Epic upgrade disruption,Population Health,medium,accept pending evidence,CTRL-HCDN-0743
RISK-HCDN-0743,AWS/Azure operating-model conflict,Health Plan Operations,low,requires executive decision,CTRL-HCDN-0744
RISK-HCDN-0744,Star Rating degradation,Medicare Advantage,critical,mitigate,CTRL-HCDN-0745
RISK-HCDN-0745,RAF evidence gap,Claims Operations,high,monitor,CTRL-HCDN-0746
RISK-HCDN-0746,PHI/privacy exposure,Utilization Management,medium,accept pending evidence,CTRL-HCDN-0747
RISK-HCDN-0747,claims leakage,Member Services,low,requires executive decision,CTRL-HCDN-0748
RISK-HCDN-0748,prior-auth SLA breach,Quality and Stars,critical,mitigate,CTRL-HCDN-0749
RISK-HCDN-0749,provider-directory inaccuracy,Risk Adjustment,high,monitor,CTRL-HCDN-0750
RISK-HCDN-0750,SQL Server end-of-life,Care Management,medium,accept pending evidence,CTRL-HCDN-0751
RISK-HCDN-0751,measure definition conflict,Finance,low,requires executive decision,CTRL-HCDN-0752
RISK-HCDN-0752,cloud cost overrun,Coding,critical,mitigate,CTRL-HCDN-0753
RISK-HCDN-0753,vendor concentration,Payer Contracting,high,monitor,CTRL-HCDN-0754
RISK-HCDN-0754,Epic upgrade disruption,Digital Front Door,medium,accept pending evidence,CTRL-HCDN-0755
RISK-HCDN-0755,AWS/Azure operating-model conflict,Contact Center,low,requires executive decision,CTRL-HCDN-0756
RISK-HCDN-0756,Star Rating degradation,Ambulatory Care,critical,mitigate,CTRL-HCDN-0757
RISK-HCDN-0757,RAF evidence gap,Emergency Department,high,monitor,CTRL-HCDN-0758
RISK-HCDN-0758,PHI/privacy exposure,Inpatient,medium,accept pending evidence,CTRL-HCDN-0759
RISK-HCDN-0759,claims leakage,Surgery,low,requires executive decision,CTRL-HCDN-0760
RISK-HCDN-0760,prior-auth SLA breach,Imaging,critical,mitigate,CTRL-HCDN-0761
RISK-HCDN-0761,provider-directory inaccuracy,Lab,high,monitor,CTRL-HCDN-0762
RISK-HCDN-0762,SQL Server end-of-life,Pharmacy,medium,accept pending evidence,CTRL-HCDN-0763
RISK-HCDN-0763,measure definition conflict,Oncology,low,requires executive decision,CTRL-HCDN-0764
RISK-HCDN-0764,cloud cost overrun,Cardiology,critical,mitigate,CTRL-HCDN-0765
RISK-HCDN-0765,vendor concentration,Data and Analytics,high,monitor,CTRL-HCDN-0766
RISK-HCDN-0766,Epic upgrade disruption,Clinical Analytics,medium,accept pending evidence,CTRL-HCDN-0767
RISK-HCDN-0767,AWS/Azure operating-model conflict,Actuarial,low,requires executive decision,CTRL-HCDN-0768
RISK-HCDN-0768,Star Rating degradation,Departmental Reporting,critical,mitigate,CTRL-HCDN-0769
RISK-HCDN-0769,RAF evidence gap,AI Transformation,high,monitor,CTRL-HCDN-0770
RISK-HCDN-0770,PHI/privacy exposure,Technology,medium,accept pending evidence,CTRL-HCDN-0771
RISK-HCDN-0771,claims leakage,Security,low,requires executive decision,CTRL-HCDN-0772
RISK-HCDN-0772,prior-auth SLA breach,Procurement,critical,mitigate,CTRL-HCDN-0773
RISK-HCDN-0773,provider-directory inaccuracy,HR,high,monitor,CTRL-HCDN-0774
RISK-HCDN-0774,SQL Server end-of-life,Supply Chain,medium,accept pending evidence,CTRL-HCDN-0775
RISK-HCDN-0775,measure definition conflict,Privacy,low,requires executive decision,CTRL-HCDN-0776
RISK-HCDN-0776,cloud cost overrun,Compliance,critical,mitigate,CTRL-HCDN-0777
RISK-HCDN-0777,vendor concentration,Provider Network,high,monitor,CTRL-HCDN-0778
RISK-HCDN-0778,Epic upgrade disruption,Value-Based Care,medium,accept pending evidence,CTRL-HCDN-0779
RISK-HCDN-0779,AWS/Azure operating-model conflict,Clinical Operations,low,requires executive decision,CTRL-HCDN-0780
RISK-HCDN-0780,Star Rating degradation,Revenue Cycle,critical,mitigate,CTRL-HCDN-0781
