application_id,application_name,family,family_code,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,evidence_gap,roadmap_disposition
APP-HCDN-00872,Clinical ancillary and departmental platforms 0107,Clinical ancillary and departmental platforms,CLIN,Imaging,modernization target,hybrid,AWS data and AI candidate,test,medium,Integration and Interoperability,VEND-HCDN-393,CONT-HCDN-0873,source-backed candidate,current
APP-HCDN-00873,Clinical ancillary and departmental platforms 0108,Clinical ancillary and departmental platforms,CLIN,Lab,system of record,private cloud,API/interoperability gateway,DR,high,Clinical and Epic AMS,VEND-HCDN-394,CONT-HCDN-0874,lineage or ownership conflict,current
APP-HCDN-00874,Clinical ancillary and departmental platforms 0109,Clinical ancillary and departmental platforms,CLIN,Pharmacy,critical workflow,Azure live AI/use-case workload,claims-administration platform,development,medium,Data Analytics and AI,VEND-HCDN-395,CONT-HCDN-0875,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00875,Clinical ancillary and departmental platforms 0110,Clinical ancillary and departmental platforms,CLIN,Oncology,departmental mart app,SaaS,security/IAM stack,production,critical,Cloud Infrastructure and Data Center,VEND-HCDN-396,CONT-HCDN-0876,source-backed candidate,current
APP-HCDN-00876,Clinical ancillary and departmental platforms 0111,Clinical ancillary and departmental platforms,CLIN,Cardiology,reporting platform,departmental server,SQL Server/SSIS/SSAS/SSRS,nonproduction,medium,Security Identity and Compliance,VEND-HCDN-397,CONT-HCDN-0877,source-backed candidate,current
APP-HCDN-00877,Clinical ancillary and departmental platforms 0112,Clinical ancillary and departmental platforms,CLIN,Emergency Department,integration runtime,hybrid,Oracle database,test,high,ERP and Corporate Platforms,VEND-HCDN-398,CONT-HCDN-0878,source-backed candidate,current
APP-HCDN-00878,Clinical ancillary and departmental platforms 0113,Clinical ancillary and departmental platforms,CLIN,Inpatient,AI/use-case platform,private cloud,Access/Excel shadow reporting,DR,medium,Payer Platform Operations,VEND-HCDN-399,CONT-HCDN-0879,source-backed candidate,current
APP-HCDN-00879,Clinical ancillary and departmental platforms 0114,Clinical ancillary and departmental platforms,CLIN,Surgery,shadow reporting,Azure live AI/use-case workload,Power BI Report Server,development,medium,Revenue Cycle Technology,VEND-HCDN-400,CONT-HCDN-0880,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00880,Clinical ancillary and departmental platforms 0115,Clinical ancillary and departmental platforms,CLIN,Imaging,legacy inherited app,SaaS,Azure data services,production,medium,Workplace and Contact Center,VEND-HCDN-401,CONT-HCDN-0881,source-backed candidate,current
APP-HCDN-00881,Clinical ancillary and departmental platforms 0116,Clinical ancillary and departmental platforms,CLIN,Lab,modernization target,departmental server,Java/.NET custom,nonproduction,high,Integration and Interoperability,VEND-HCDN-402,CONT-HCDN-0882,source-backed candidate,current
APP-HCDN-00882,Clinical ancillary and departmental platforms 0117,Clinical ancillary and departmental platforms,CLIN,Pharmacy,system of record,hybrid,HL7/FHIR engine,test,medium,Clinical and Epic AMS,VEND-HCDN-403,CONT-HCDN-0883,lineage or ownership conflict,current
APP-HCDN-00883,Clinical ancillary and departmental platforms 0118,Clinical ancillary and departmental platforms,CLIN,Oncology,critical workflow,private cloud,care-management platform,DR,medium,Data Analytics and AI,VEND-HCDN-404,CONT-HCDN-0884,source-backed candidate,current
APP-HCDN-00884,Clinical ancillary and departmental platforms 0119,Clinical ancillary and departmental platforms,CLIN,Cardiology,departmental mart app,Azure live AI/use-case workload,Epic ecosystem,development,medium,Cloud Infrastructure and Data Center,VEND-HCDN-405,CONT-HCDN-0885,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00885,Clinical ancillary and departmental platforms 0120,Clinical ancillary and departmental platforms,CLIN,Emergency Department,reporting platform,SaaS,legacy EDW,production,high,Security Identity and Compliance,VEND-HCDN-406,CONT-HCDN-0886,source-backed candidate,current
APP-HCDN-00886,Clinical ancillary and departmental platforms 0121,Clinical ancillary and departmental platforms,CLIN,Inpatient,integration runtime,departmental server,flat-file/SFTP,nonproduction,critical,ERP and Corporate Platforms,VEND-HCDN-407,CONT-HCDN-0887,source-backed candidate,current
APP-HCDN-00887,Clinical ancillary and departmental platforms 0122,Clinical ancillary and departmental platforms,CLIN,Surgery,AI/use-case platform,hybrid,Tableau Server,test,medium,Payer Platform Operations,VEND-HCDN-408,CONT-HCDN-0888,source-backed candidate,current
APP-HCDN-00888,Clinical ancillary and departmental platforms 0123,Clinical ancillary and departmental platforms,CLIN,Imaging,shadow reporting,private cloud,Databricks lakehouse,DR,medium,Revenue Cycle Technology,VEND-HCDN-409,CONT-HCDN-0889,source-backed candidate,current
APP-HCDN-00889,Clinical ancillary and departmental platforms 0124,Clinical ancillary and departmental platforms,CLIN,Lab,legacy inherited app,Azure live AI/use-case workload,AWS data and AI candidate,development,high,Workplace and Contact Center,VEND-HCDN-410,CONT-HCDN-0890,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00890,Clinical ancillary and departmental platforms 0125,Clinical ancillary and departmental platforms,CLIN,Pharmacy,modernization target,SaaS,API/interoperability gateway,production,medium,Integration and Interoperability,VEND-HCDN-411,CONT-HCDN-0891,source-backed candidate,current
APP-HCDN-00891,Clinical ancillary and departmental platforms 0126,Clinical ancillary and departmental platforms,CLIN,Oncology,system of record,departmental server,claims-administration platform,nonproduction,medium,Clinical and Epic AMS,VEND-HCDN-412,CONT-HCDN-0892,lineage or ownership conflict,current
APP-HCDN-00892,Clinical ancillary and departmental platforms 0127,Clinical ancillary and departmental platforms,CLIN,Cardiology,critical workflow,hybrid,security/IAM stack,test,medium,Data Analytics and AI,VEND-HCDN-413,CONT-HCDN-0893,source-backed candidate,current
APP-HCDN-00893,Clinical ancillary and departmental platforms 0128,Clinical ancillary and departmental platforms,CLIN,Emergency Department,departmental mart app,private cloud,SQL Server/SSIS/SSAS/SSRS,DR,high,Cloud Infrastructure and Data Center,VEND-HCDN-414,CONT-HCDN-0894,source-backed candidate,current
APP-HCDN-00894,Clinical ancillary and departmental platforms 0129,Clinical ancillary and departmental platforms,CLIN,Inpatient,reporting platform,Azure live AI/use-case workload,Oracle database,development,medium,Security Identity and Compliance,VEND-HCDN-415,CONT-HCDN-0895,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00895,Clinical ancillary and departmental platforms 0130,Clinical ancillary and departmental platforms,CLIN,Surgery,integration runtime,SaaS,Access/Excel shadow reporting,production,medium,ERP and Corporate Platforms,VEND-HCDN-416,CONT-HCDN-0896,stale/duplicate candidate,current
APP-HCDN-00896,Clinical ancillary and departmental platforms 0131,Clinical ancillary and departmental platforms,CLIN,Imaging,AI/use-case platform,departmental server,Power BI Report Server,nonproduction,medium,Payer Platform Operations,VEND-HCDN-417,CONT-HCDN-0897,source-backed candidate,current
APP-HCDN-00897,Clinical ancillary and departmental platforms 0132,Clinical ancillary and departmental platforms,CLIN,Lab,shadow reporting,hybrid,Azure data services,test,critical,Revenue Cycle Technology,VEND-HCDN-418,CONT-HCDN-0898,source-backed candidate,current
APP-HCDN-00898,Clinical ancillary and departmental platforms 0133,Clinical ancillary and departmental platforms,CLIN,Pharmacy,legacy inherited app,private cloud,Java/.NET custom,DR,medium,Workplace and Contact Center,VEND-HCDN-419,CONT-HCDN-0899,source-backed candidate,current
APP-HCDN-00899,Clinical ancillary and departmental platforms 0134,Clinical ancillary and departmental platforms,CLIN,Oncology,modernization target,Azure live AI/use-case workload,HL7/FHIR engine,development,medium,Integration and Interoperability,VEND-HCDN-420,CONT-HCDN-0900,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00900,Clinical ancillary and departmental platforms 0135,Clinical ancillary and departmental platforms,CLIN,Cardiology,system of record,SaaS,care-management platform,production,medium,Clinical and Epic AMS,VEND-HCDN-421,CONT-HCDN-0901,lineage or ownership conflict,current
APP-HCDN-00901,Clinical ancillary and departmental platforms 0136,Clinical ancillary and departmental platforms,CLIN,Emergency Department,critical workflow,departmental server,Epic ecosystem,nonproduction,high,Data Analytics and AI,VEND-HCDN-422,CONT-HCDN-0902,source-backed candidate,current
APP-HCDN-00902,Clinical ancillary and departmental platforms 0137,Clinical ancillary and departmental platforms,CLIN,Inpatient,departmental mart app,hybrid,legacy EDW,test,medium,Cloud Infrastructure and Data Center,VEND-HCDN-423,CONT-HCDN-0903,source-backed candidate,current
APP-HCDN-00903,Clinical ancillary and departmental platforms 0138,Clinical ancillary and departmental platforms,CLIN,Surgery,reporting platform,private cloud,flat-file/SFTP,DR,medium,Security Identity and Compliance,VEND-HCDN-424,CONT-HCDN-0904,source-backed candidate,current
APP-HCDN-00904,Clinical ancillary and departmental platforms 0139,Clinical ancillary and departmental platforms,CLIN,Imaging,integration runtime,Azure live AI/use-case workload,Tableau Server,development,medium,ERP and Corporate Platforms,VEND-HCDN-425,CONT-HCDN-0905,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00905,Clinical ancillary and departmental platforms 0140,Clinical ancillary and departmental platforms,CLIN,Lab,AI/use-case platform,SaaS,Databricks lakehouse,production,high,Payer Platform Operations,VEND-HCDN-426,CONT-HCDN-0906,source-backed candidate,current
APP-HCDN-00906,Clinical ancillary and departmental platforms 0141,Clinical ancillary and departmental platforms,CLIN,Pharmacy,shadow reporting,departmental server,AWS data and AI candidate,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-427,CONT-HCDN-0907,source-backed candidate,current
APP-HCDN-00907,Clinical ancillary and departmental platforms 0142,Clinical ancillary and departmental platforms,CLIN,Oncology,legacy inherited app,hybrid,API/interoperability gateway,test,medium,Workplace and Contact Center,VEND-HCDN-428,CONT-HCDN-0908,source-backed candidate,current
APP-HCDN-00908,Clinical ancillary and departmental platforms 0143,Clinical ancillary and departmental platforms,CLIN,Cardiology,modernization target,private cloud,claims-administration platform,DR,critical,Integration and Interoperability,VEND-HCDN-429,CONT-HCDN-0909,stale/duplicate candidate,current
APP-HCDN-00909,Clinical ancillary and departmental platforms 0144,Clinical ancillary and departmental platforms,CLIN,Emergency Department,system of record,Azure live AI/use-case workload,security/IAM stack,development,high,Clinical and Epic AMS,VEND-HCDN-430,CONT-HCDN-0910,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-00910,Clinical ancillary and departmental platforms 0145,Clinical ancillary and departmental platforms,CLIN,Inpatient,critical workflow,SaaS,SQL Server/SSIS/SSAS/SSRS,production,medium,Data Analytics and AI,VEND-HCDN-431,CONT-HCDN-0911,source-backed candidate,current
APP-HCDN-00911,Clinical ancillary and departmental platforms 0146,Clinical ancillary and departmental platforms,CLIN,Surgery,departmental mart app,departmental server,Oracle database,nonproduction,medium,Cloud Infrastructure and Data Center,VEND-HCDN-432,CONT-HCDN-0912,source-backed candidate,current
APP-HCDN-00912,Clinical ancillary and departmental platforms 0147,Clinical ancillary and departmental platforms,CLIN,Imaging,reporting platform,hybrid,Access/Excel shadow reporting,test,medium,Security Identity and Compliance,VEND-HCDN-433,CONT-HCDN-0913,source-backed candidate,current
APP-HCDN-00913,Clinical ancillary and departmental platforms 0148,Clinical ancillary and departmental platforms,CLIN,Lab,integration runtime,private cloud,Power BI Report Server,DR,high,ERP and Corporate Platforms,VEND-HCDN-434,CONT-HCDN-0914,source-backed candidate,current
APP-HCDN-00914,Clinical ancillary and departmental platforms 0149,Clinical ancillary and departmental platforms,CLIN,Pharmacy,AI/use-case platform,Azure live AI/use-case workload,Azure data services,development,medium,Payer Platform Operations,VEND-HCDN-435,CONT-HCDN-0915,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00915,Clinical ancillary and departmental platforms 0150,Clinical ancillary and departmental platforms,CLIN,Oncology,shadow reporting,SaaS,Java/.NET custom,production,medium,Revenue Cycle Technology,VEND-HCDN-436,CONT-HCDN-0916,source-backed candidate,current
APP-HCDN-00916,Clinical ancillary and departmental platforms 0151,Clinical ancillary and departmental platforms,CLIN,Cardiology,legacy inherited app,departmental server,HL7/FHIR engine,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-437,CONT-HCDN-0917,source-backed candidate,current
APP-HCDN-00917,Clinical ancillary and departmental platforms 0152,Clinical ancillary and departmental platforms,CLIN,Emergency Department,modernization target,hybrid,care-management platform,test,high,Integration and Interoperability,VEND-HCDN-438,CONT-HCDN-0918,source-backed candidate,current
APP-HCDN-00918,Clinical ancillary and departmental platforms 0153,Clinical ancillary and departmental platforms,CLIN,Inpatient,system of record,private cloud,Epic ecosystem,DR,medium,Clinical and Epic AMS,VEND-HCDN-439,CONT-HCDN-0919,lineage or ownership conflict,current
APP-HCDN-00919,Clinical ancillary and departmental platforms 0154,Clinical ancillary and departmental platforms,CLIN,Surgery,critical workflow,Azure live AI/use-case workload,legacy EDW,development,critical,Data Analytics and AI,VEND-HCDN-440,CONT-HCDN-0920,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00920,Clinical ancillary and departmental platforms 0155,Clinical ancillary and departmental platforms,CLIN,Imaging,departmental mart app,SaaS,flat-file/SFTP,production,medium,Cloud Infrastructure and Data Center,VEND-HCDN-441,CONT-HCDN-0921,source-backed candidate,current
APP-HCDN-00921,Clinical ancillary and departmental platforms 0156,Clinical ancillary and departmental platforms,CLIN,Lab,reporting platform,departmental server,Tableau Server,nonproduction,high,Security Identity and Compliance,VEND-HCDN-442,CONT-HCDN-0922,stale/duplicate candidate,current
APP-HCDN-00922,Clinical ancillary and departmental platforms 0157,Clinical ancillary and departmental platforms,CLIN,Pharmacy,integration runtime,hybrid,Databricks lakehouse,test,medium,ERP and Corporate Platforms,VEND-HCDN-443,CONT-HCDN-0923,source-backed candidate,current
APP-HCDN-00923,Clinical ancillary and departmental platforms 0158,Clinical ancillary and departmental platforms,CLIN,Oncology,AI/use-case platform,private cloud,AWS data and AI candidate,DR,medium,Payer Platform Operations,VEND-HCDN-444,CONT-HCDN-0924,source-backed candidate,current
APP-HCDN-00924,Clinical ancillary and departmental platforms 0159,Clinical ancillary and departmental platforms,CLIN,Cardiology,shadow reporting,Azure live AI/use-case workload,API/interoperability gateway,development,medium,Revenue Cycle Technology,VEND-HCDN-445,CONT-HCDN-0925,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00925,Clinical ancillary and departmental platforms 0160,Clinical ancillary and departmental platforms,CLIN,Emergency Department,legacy inherited app,SaaS,claims-administration platform,production,high,Workplace and Contact Center,VEND-HCDN-446,CONT-HCDN-0926,source-backed candidate,current
APP-HCDN-00926,Clinical ancillary and departmental platforms 0161,Clinical ancillary and departmental platforms,CLIN,Inpatient,modernization target,departmental server,security/IAM stack,nonproduction,medium,Integration and Interoperability,VEND-HCDN-447,CONT-HCDN-0927,source-backed candidate,current
APP-HCDN-00927,Clinical ancillary and departmental platforms 0162,Clinical ancillary and departmental platforms,CLIN,Surgery,system of record,hybrid,SQL Server/SSIS/SSAS/SSRS,test,medium,Clinical and Epic AMS,VEND-HCDN-448,CONT-HCDN-0928,lineage or ownership conflict,current
APP-HCDN-00928,Clinical ancillary and departmental platforms 0163,Clinical ancillary and departmental platforms,CLIN,Imaging,critical workflow,private cloud,Oracle database,DR,medium,Data Analytics and AI,VEND-HCDN-449,CONT-HCDN-0929,source-backed candidate,current
APP-HCDN-00929,Clinical ancillary and departmental platforms 0164,Clinical ancillary and departmental platforms,CLIN,Lab,departmental mart app,Azure live AI/use-case workload,Access/Excel shadow reporting,development,high,Cloud Infrastructure and Data Center,VEND-HCDN-450,CONT-HCDN-0930,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00930,Clinical ancillary and departmental platforms 0165,Clinical ancillary and departmental platforms,CLIN,Pharmacy,reporting platform,SaaS,Power BI Report Server,production,critical,Security Identity and Compliance,VEND-HCDN-451,CONT-HCDN-0931,source-backed candidate,current
APP-HCDN-00931,"Data, analytics, BI and AI platforms 0001","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,critical workflow,Azure foundation workload,claims-administration platform,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-452,CONT-HCDN-0932,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00932,"Data, analytics, BI and AI platforms 0002","Data, analytics, BI and AI platforms",DATA,Actuarial,departmental mart app,AWS future-agentic candidate,security/IAM stack,test,medium,Integration and Interoperability,VEND-HCDN-453,CONT-HCDN-0933,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00933,"Data, analytics, BI and AI platforms 0003","Data, analytics, BI and AI platforms",DATA,Finance,reporting platform,Oracle/UNIX estate,SQL Server/SSIS/SSAS/SSRS,DR,medium,Clinical and Epic AMS,VEND-HCDN-454,CONT-HCDN-0934,source-backed candidate,current
APP-HCDN-00934,"Data, analytics, BI and AI platforms 0004","Data, analytics, BI and AI platforms",DATA,Quality and Stars,integration runtime,edge/clinic footprint,Oracle database,development,high,Data Analytics and AI,VEND-HCDN-455,CONT-HCDN-0935,source-backed candidate,current
APP-HCDN-00935,"Data, analytics, BI and AI platforms 0005","Data, analytics, BI and AI platforms",DATA,Data and Analytics,AI/use-case platform,on-prem data center,Access/Excel shadow reporting,production,medium,Cloud Infrastructure and Data Center,VEND-HCDN-456,CONT-HCDN-0936,source-backed candidate,current
APP-HCDN-00936,"Data, analytics, BI and AI platforms 0006","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,shadow reporting,Azure foundation workload,Power BI Report Server,nonproduction,medium,Security Identity and Compliance,VEND-HCDN-457,CONT-HCDN-0937,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00937,"Data, analytics, BI and AI platforms 0007","Data, analytics, BI and AI platforms",DATA,Actuarial,legacy inherited app,AWS future-agentic candidate,Azure data services,test,medium,ERP and Corporate Platforms,VEND-HCDN-458,CONT-HCDN-0938,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00938,"Data, analytics, BI and AI platforms 0008","Data, analytics, BI and AI platforms",DATA,Finance,modernization target,Oracle/UNIX estate,Java/.NET custom,DR,high,Payer Platform Operations,VEND-HCDN-459,CONT-HCDN-0939,source-backed candidate,current
APP-HCDN-00939,"Data, analytics, BI and AI platforms 0009","Data, analytics, BI and AI platforms",DATA,Quality and Stars,system of record,edge/clinic footprint,HL7/FHIR engine,development,medium,Revenue Cycle Technology,VEND-HCDN-460,CONT-HCDN-0940,lineage or ownership conflict,current
APP-HCDN-00940,"Data, analytics, BI and AI platforms 0010","Data, analytics, BI and AI platforms",DATA,Data and Analytics,critical workflow,on-prem data center,care-management platform,production,medium,Workplace and Contact Center,VEND-HCDN-461,CONT-HCDN-0941,source-backed candidate,current
APP-HCDN-00941,"Data, analytics, BI and AI platforms 0011","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,departmental mart app,Azure foundation workload,Epic ecosystem,nonproduction,critical,Integration and Interoperability,VEND-HCDN-462,CONT-HCDN-0942,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00942,"Data, analytics, BI and AI platforms 0012","Data, analytics, BI and AI platforms",DATA,Actuarial,reporting platform,AWS future-agentic candidate,legacy EDW,test,high,Clinical and Epic AMS,VEND-HCDN-463,CONT-HCDN-0943,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00943,"Data, analytics, BI and AI platforms 0013","Data, analytics, BI and AI platforms",DATA,Finance,integration runtime,Oracle/UNIX estate,flat-file/SFTP,DR,medium,Data Analytics and AI,VEND-HCDN-464,CONT-HCDN-0944,stale/duplicate candidate,current
APP-HCDN-00944,"Data, analytics, BI and AI platforms 0014","Data, analytics, BI and AI platforms",DATA,Quality and Stars,AI/use-case platform,edge/clinic footprint,Tableau Server,development,medium,Cloud Infrastructure and Data Center,VEND-HCDN-465,CONT-HCDN-0945,source-backed candidate,current
APP-HCDN-00945,"Data, analytics, BI and AI platforms 0015","Data, analytics, BI and AI platforms",DATA,Data and Analytics,shadow reporting,on-prem data center,Databricks lakehouse,production,medium,Security Identity and Compliance,VEND-HCDN-466,CONT-HCDN-0946,source-backed candidate,current
APP-HCDN-00946,"Data, analytics, BI and AI platforms 0016","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,legacy inherited app,Azure foundation workload,AWS data and AI candidate,nonproduction,high,ERP and Corporate Platforms,VEND-HCDN-467,CONT-HCDN-0947,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00947,"Data, analytics, BI and AI platforms 0017","Data, analytics, BI and AI platforms",DATA,Actuarial,modernization target,AWS future-agentic candidate,API/interoperability gateway,test,medium,Payer Platform Operations,VEND-HCDN-468,CONT-HCDN-0948,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00948,"Data, analytics, BI and AI platforms 0018","Data, analytics, BI and AI platforms",DATA,Finance,system of record,Oracle/UNIX estate,claims-administration platform,DR,medium,Revenue Cycle Technology,VEND-HCDN-469,CONT-HCDN-0949,lineage or ownership conflict,current
APP-HCDN-00949,"Data, analytics, BI and AI platforms 0019","Data, analytics, BI and AI platforms",DATA,Quality and Stars,critical workflow,edge/clinic footprint,security/IAM stack,development,medium,Workplace and Contact Center,VEND-HCDN-470,CONT-HCDN-0950,source-backed candidate,current
APP-HCDN-00950,"Data, analytics, BI and AI platforms 0020","Data, analytics, BI and AI platforms",DATA,Data and Analytics,departmental mart app,on-prem data center,SQL Server/SSIS/SSAS/SSRS,production,high,Integration and Interoperability,VEND-HCDN-471,CONT-HCDN-0951,source-backed candidate,current
APP-HCDN-00951,"Data, analytics, BI and AI platforms 0021","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,reporting platform,Azure foundation workload,Oracle database,nonproduction,medium,Clinical and Epic AMS,VEND-HCDN-472,CONT-HCDN-0952,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00952,"Data, analytics, BI and AI platforms 0022","Data, analytics, BI and AI platforms",DATA,Actuarial,integration runtime,AWS future-agentic candidate,Access/Excel shadow reporting,test,critical,Data Analytics and AI,VEND-HCDN-473,CONT-HCDN-0953,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00953,"Data, analytics, BI and AI platforms 0023","Data, analytics, BI and AI platforms",DATA,Finance,AI/use-case platform,Oracle/UNIX estate,Power BI Report Server,DR,medium,Cloud Infrastructure and Data Center,VEND-HCDN-474,CONT-HCDN-0954,source-backed candidate,current
APP-HCDN-00954,"Data, analytics, BI and AI platforms 0024","Data, analytics, BI and AI platforms",DATA,Quality and Stars,shadow reporting,edge/clinic footprint,Azure data services,development,high,Security Identity and Compliance,VEND-HCDN-475,CONT-HCDN-0955,source-backed candidate,current
APP-HCDN-00955,"Data, analytics, BI and AI platforms 0025","Data, analytics, BI and AI platforms",DATA,Data and Analytics,legacy inherited app,on-prem data center,Java/.NET custom,production,medium,ERP and Corporate Platforms,VEND-HCDN-476,CONT-HCDN-0956,source-backed candidate,current
APP-HCDN-00956,"Data, analytics, BI and AI platforms 0026","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,modernization target,Azure foundation workload,HL7/FHIR engine,nonproduction,medium,Payer Platform Operations,VEND-HCDN-477,CONT-HCDN-0957,stale/duplicate candidate,Azure current foundation/use-case footprint
APP-HCDN-00957,"Data, analytics, BI and AI platforms 0027","Data, analytics, BI and AI platforms",DATA,Actuarial,system of record,AWS future-agentic candidate,care-management platform,test,medium,Revenue Cycle Technology,VEND-HCDN-478,CONT-HCDN-0958,lineage or ownership conflict,future AWS agentic/transformation candidate
APP-HCDN-00958,"Data, analytics, BI and AI platforms 0028","Data, analytics, BI and AI platforms",DATA,Finance,critical workflow,Oracle/UNIX estate,Epic ecosystem,DR,high,Workplace and Contact Center,VEND-HCDN-479,CONT-HCDN-0959,source-backed candidate,current
APP-HCDN-00959,"Data, analytics, BI and AI platforms 0029","Data, analytics, BI and AI platforms",DATA,Quality and Stars,departmental mart app,edge/clinic footprint,legacy EDW,development,medium,Integration and Interoperability,VEND-HCDN-480,CONT-HCDN-0960,source-backed candidate,current
APP-HCDN-00960,"Data, analytics, BI and AI platforms 0030","Data, analytics, BI and AI platforms",DATA,Data and Analytics,reporting platform,on-prem data center,flat-file/SFTP,production,medium,Clinical and Epic AMS,VEND-HCDN-001,CONT-HCDN-0961,source-backed candidate,current
APP-HCDN-00961,"Data, analytics, BI and AI platforms 0031","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,integration runtime,Azure foundation workload,Tableau Server,nonproduction,medium,Data Analytics and AI,VEND-HCDN-002,CONT-HCDN-0962,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00962,"Data, analytics, BI and AI platforms 0032","Data, analytics, BI and AI platforms",DATA,Actuarial,AI/use-case platform,AWS future-agentic candidate,Databricks lakehouse,test,high,Cloud Infrastructure and Data Center,VEND-HCDN-003,CONT-HCDN-0963,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00963,"Data, analytics, BI and AI platforms 0033","Data, analytics, BI and AI platforms",DATA,Finance,shadow reporting,Oracle/UNIX estate,AWS data and AI candidate,DR,critical,Security Identity and Compliance,VEND-HCDN-004,CONT-HCDN-0964,source-backed candidate,current
APP-HCDN-00964,"Data, analytics, BI and AI platforms 0034","Data, analytics, BI and AI platforms",DATA,Quality and Stars,legacy inherited app,edge/clinic footprint,API/interoperability gateway,development,medium,ERP and Corporate Platforms,VEND-HCDN-005,CONT-HCDN-0965,source-backed candidate,current
APP-HCDN-00965,"Data, analytics, BI and AI platforms 0035","Data, analytics, BI and AI platforms",DATA,Data and Analytics,modernization target,on-prem data center,claims-administration platform,production,medium,Payer Platform Operations,VEND-HCDN-006,CONT-HCDN-0966,source-backed candidate,current
APP-HCDN-00966,"Data, analytics, BI and AI platforms 0036","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,system of record,Azure foundation workload,security/IAM stack,nonproduction,high,Revenue Cycle Technology,VEND-HCDN-007,CONT-HCDN-0967,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-00967,"Data, analytics, BI and AI platforms 0037","Data, analytics, BI and AI platforms",DATA,Actuarial,critical workflow,AWS future-agentic candidate,SQL Server/SSIS/SSAS/SSRS,test,medium,Workplace and Contact Center,VEND-HCDN-008,CONT-HCDN-0968,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00968,"Data, analytics, BI and AI platforms 0038","Data, analytics, BI and AI platforms",DATA,Finance,departmental mart app,Oracle/UNIX estate,Oracle database,DR,medium,Integration and Interoperability,VEND-HCDN-009,CONT-HCDN-0969,source-backed candidate,current
APP-HCDN-00969,"Data, analytics, BI and AI platforms 0039","Data, analytics, BI and AI platforms",DATA,Quality and Stars,reporting platform,edge/clinic footprint,Access/Excel shadow reporting,development,medium,Clinical and Epic AMS,VEND-HCDN-010,CONT-HCDN-0970,stale/duplicate candidate,current
APP-HCDN-00970,"Data, analytics, BI and AI platforms 0040","Data, analytics, BI and AI platforms",DATA,Data and Analytics,integration runtime,on-prem data center,Power BI Report Server,production,high,Data Analytics and AI,VEND-HCDN-011,CONT-HCDN-0971,source-backed candidate,current
APP-HCDN-00971,"Data, analytics, BI and AI platforms 0041","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,AI/use-case platform,Azure foundation workload,Azure data services,nonproduction,medium,Cloud Infrastructure and Data Center,VEND-HCDN-012,CONT-HCDN-0972,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00972,"Data, analytics, BI and AI platforms 0042","Data, analytics, BI and AI platforms",DATA,Actuarial,shadow reporting,AWS future-agentic candidate,Java/.NET custom,test,medium,Security Identity and Compliance,VEND-HCDN-013,CONT-HCDN-0973,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00973,"Data, analytics, BI and AI platforms 0043","Data, analytics, BI and AI platforms",DATA,Finance,legacy inherited app,Oracle/UNIX estate,HL7/FHIR engine,DR,medium,ERP and Corporate Platforms,VEND-HCDN-014,CONT-HCDN-0974,source-backed candidate,current
