data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-HCDN-00708,PHARMACY_PBM product 00708,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Risk Adjustment,3.3 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-229
DATA-HCDN-00709,FINANCE_ACTUARIAL product 00709,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Care Management,3.3 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-230
DATA-HCDN-00710,CLOUD_AI_USE_CASES product 00710,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Finance,3.3 TB/PB logical footprint family,SFTP flat file,conflicting KPI definition,AI governance candidate,VEND-HCDN-231
DATA-HCDN-00711,CLINICAL_EVENTS product 00711,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Coding,3.4 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-232
DATA-HCDN-00712,QUALITY_STARS product 00712,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Payer Contracting,3.4 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-233
DATA-HCDN-00713,RAF_RISK_ADJUSTMENT product 00713,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Digital Front Door,3.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-234
DATA-HCDN-00714,CLAIMS_MEMBER product 00714,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Contact Center,3.5 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-235
DATA-HCDN-00715,REVENUE_CYCLE product 00715,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Ambulatory Care,3.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-236
DATA-HCDN-00716,PATIENT_ACCESS product 00716,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Emergency Department,3.6 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-237
DATA-HCDN-00717,PHARMACY_PBM product 00717,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Inpatient,3.6 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-238
DATA-HCDN-00718,FINANCE_ACTUARIAL product 00718,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Surgery,3.7 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-239
DATA-HCDN-00719,CLOUD_AI_USE_CASES product 00719,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Imaging,3.7 TB/PB logical footprint family,cloud pipeline,lineage candidate,AI governance candidate,VEND-HCDN-240
DATA-HCDN-00720,CLINICAL_EVENTS product 00720,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Lab,0.1 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-241
DATA-HCDN-00721,QUALITY_STARS product 00721,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Pharmacy,0.2 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-242
DATA-HCDN-00722,RAF_RISK_ADJUSTMENT product 00722,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Oncology,0.2 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-243
DATA-HCDN-00723,CLAIMS_MEMBER product 00723,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Cardiology,0.3 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-244
DATA-HCDN-00724,REVENUE_CYCLE product 00724,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Data and Analytics,0.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-245
DATA-HCDN-00725,PATIENT_ACCESS product 00725,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Clinical Analytics,0.3 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-246
DATA-HCDN-00726,PHARMACY_PBM product 00726,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Actuarial,0.4 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-247
DATA-HCDN-00727,FINANCE_ACTUARIAL product 00727,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Departmental Reporting,0.4 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-248
DATA-HCDN-00728,CLOUD_AI_USE_CASES product 00728,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,AI Transformation,0.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-249
DATA-HCDN-00729,CLINICAL_EVENTS product 00729,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Technology,0.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-250
DATA-HCDN-00730,QUALITY_STARS product 00730,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Security,0.5 TB/PB logical footprint family,SSIS batch,conflicting KPI definition,BI / operational analytics,VEND-HCDN-251
DATA-HCDN-00731,RAF_RISK_ADJUSTMENT product 00731,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Procurement,0.6 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-252
DATA-HCDN-00732,CLAIMS_MEMBER product 00732,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,HR,0.6 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-253
DATA-HCDN-00733,REVENUE_CYCLE product 00733,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Supply Chain,0.7 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-254
DATA-HCDN-00734,PATIENT_ACCESS product 00734,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Privacy,0.7 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-255
DATA-HCDN-00735,PHARMACY_PBM product 00735,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Compliance,0.7 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-256
DATA-HCDN-00736,FINANCE_ACTUARIAL product 00736,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Provider Network,0.8 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-257
DATA-HCDN-00737,CLOUD_AI_USE_CASES product 00737,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Value-Based Care,0.8 TB/PB logical footprint family,SSIS batch,lineage candidate,AI governance candidate,VEND-HCDN-258
DATA-HCDN-00738,CLINICAL_EVENTS product 00738,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Clinical Operations,0.9 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-259
DATA-HCDN-00739,QUALITY_STARS product 00739,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Revenue Cycle,0.9 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-260
DATA-HCDN-00740,RAF_RISK_ADJUSTMENT product 00740,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Patient Access,0.9 TB/PB logical footprint family,cloud pipeline,conflicting KPI definition,BI / operational analytics,VEND-HCDN-261
DATA-HCDN-00741,CLAIMS_MEMBER product 00741,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Interoperability,1.0 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-262
DATA-HCDN-00742,REVENUE_CYCLE product 00742,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Population Health,1.0 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-263
DATA-HCDN-00743,PATIENT_ACCESS product 00743,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Health Plan Operations,1.1 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-264
DATA-HCDN-00744,PHARMACY_PBM product 00744,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Medicare Advantage,1.1 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-265
DATA-HCDN-00745,FINANCE_ACTUARIAL product 00745,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Claims Operations,1.1 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-266
DATA-HCDN-00746,CLOUD_AI_USE_CASES product 00746,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Utilization Management,1.2 TB/PB logical footprint family,Epic extract,lineage candidate,AI governance candidate,VEND-HCDN-267
DATA-HCDN-00747,CLINICAL_EVENTS product 00747,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Member Services,1.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-268
DATA-HCDN-00748,QUALITY_STARS product 00748,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Quality and Stars,1.3 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-269
DATA-HCDN-00749,RAF_RISK_ADJUSTMENT product 00749,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Risk Adjustment,1.3 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-270
DATA-HCDN-00750,CLAIMS_MEMBER product 00750,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Care Management,1.3 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-271
DATA-HCDN-00751,REVENUE_CYCLE product 00751,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Finance,1.4 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-272
DATA-HCDN-00752,PATIENT_ACCESS product 00752,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Coding,1.4 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-273
DATA-HCDN-00753,PHARMACY_PBM product 00753,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Payer Contracting,1.5 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-274
DATA-HCDN-00754,FINANCE_ACTUARIAL product 00754,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Digital Front Door,1.5 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-275
DATA-HCDN-00755,CLOUD_AI_USE_CASES product 00755,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Contact Center,1.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-276
DATA-HCDN-00756,CLINICAL_EVENTS product 00756,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Ambulatory Care,1.6 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-277
DATA-HCDN-00757,QUALITY_STARS product 00757,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Emergency Department,1.6 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-278
DATA-HCDN-00758,RAF_RISK_ADJUSTMENT product 00758,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Inpatient,1.7 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-279
DATA-HCDN-00759,CLAIMS_MEMBER product 00759,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Surgery,1.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-280
DATA-HCDN-00760,REVENUE_CYCLE product 00760,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Imaging,1.7 TB/PB logical footprint family,Epic extract,conflicting KPI definition,BI / operational analytics,VEND-HCDN-281
DATA-HCDN-00761,PATIENT_ACCESS product 00761,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Lab,1.8 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-282
DATA-HCDN-00762,PHARMACY_PBM product 00762,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Pharmacy,1.8 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-283
DATA-HCDN-00763,FINANCE_ACTUARIAL product 00763,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Oncology,1.9 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-284
DATA-HCDN-00764,CLOUD_AI_USE_CASES product 00764,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Cardiology,1.9 TB/PB logical footprint family,X12/claims feed,lineage candidate,AI governance candidate,VEND-HCDN-285
DATA-HCDN-00765,CLINICAL_EVENTS product 00765,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Data and Analytics,1.9 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-286
DATA-HCDN-00766,QUALITY_STARS product 00766,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Clinical Analytics,2.0 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-287
DATA-HCDN-00767,RAF_RISK_ADJUSTMENT product 00767,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Actuarial,2.0 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-288
DATA-HCDN-00768,CLAIMS_MEMBER product 00768,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Departmental Reporting,2.1 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-289
DATA-HCDN-00769,REVENUE_CYCLE product 00769,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,AI Transformation,2.1 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-290
DATA-HCDN-00770,PATIENT_ACCESS product 00770,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Technology,2.1 TB/PB logical footprint family,HL7/FHIR feed,conflicting KPI definition,BI / operational analytics,VEND-HCDN-291
DATA-HCDN-00771,PHARMACY_PBM product 00771,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Security,2.2 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-292
DATA-HCDN-00772,FINANCE_ACTUARIAL product 00772,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Procurement,2.2 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-293
DATA-HCDN-00773,CLOUD_AI_USE_CASES product 00773,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,HR,2.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,AI governance candidate,VEND-HCDN-294
DATA-HCDN-00774,CLINICAL_EVENTS product 00774,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Supply Chain,2.3 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-295
DATA-HCDN-00775,QUALITY_STARS product 00775,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Privacy,2.3 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-296
DATA-HCDN-00776,RAF_RISK_ADJUSTMENT product 00776,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Compliance,2.4 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-297
DATA-HCDN-00777,CLAIMS_MEMBER product 00777,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Provider Network,2.4 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-298
DATA-HCDN-00778,REVENUE_CYCLE product 00778,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Value-Based Care,2.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-299
DATA-HCDN-00779,PATIENT_ACCESS product 00779,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Clinical Operations,2.5 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-300
DATA-HCDN-00780,PHARMACY_PBM product 00780,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Revenue Cycle,2.5 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-301
DATA-HCDN-00781,FINANCE_ACTUARIAL product 00781,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Patient Access,2.6 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-302
DATA-HCDN-00782,CLOUD_AI_USE_CASES product 00782,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Interoperability,2.6 TB/PB logical footprint family,cloud pipeline,lineage candidate,AI governance candidate,VEND-HCDN-303
DATA-HCDN-00783,CLINICAL_EVENTS product 00783,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Population Health,2.7 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-304
DATA-HCDN-00784,QUALITY_STARS product 00784,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Health Plan Operations,2.7 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-305
DATA-HCDN-00785,RAF_RISK_ADJUSTMENT product 00785,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Medicare Advantage,2.7 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-306
DATA-HCDN-00786,CLAIMS_MEMBER product 00786,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Claims Operations,2.8 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-307
DATA-HCDN-00787,REVENUE_CYCLE product 00787,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Utilization Management,2.8 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-308
DATA-HCDN-00788,PATIENT_ACCESS product 00788,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Member Services,2.9 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-309
DATA-HCDN-00789,PHARMACY_PBM product 00789,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Quality and Stars,2.9 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-310
DATA-HCDN-00790,FINANCE_ACTUARIAL product 00790,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Risk Adjustment,2.9 TB/PB logical footprint family,manual spreadsheet upload,conflicting KPI definition,BI / operational analytics,VEND-HCDN-311
DATA-HCDN-00791,CLOUD_AI_USE_CASES product 00791,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Care Management,3.0 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-312
DATA-HCDN-00792,CLINICAL_EVENTS product 00792,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Finance,3.0 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-313
DATA-HCDN-00793,QUALITY_STARS product 00793,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Coding,3.1 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-314
DATA-HCDN-00794,RAF_RISK_ADJUSTMENT product 00794,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Payer Contracting,3.1 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-315
DATA-HCDN-00795,CLAIMS_MEMBER product 00795,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Digital Front Door,3.1 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-316
DATA-HCDN-00796,REVENUE_CYCLE product 00796,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Contact Center,3.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-317
DATA-HCDN-00797,PATIENT_ACCESS product 00797,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Ambulatory Care,3.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-318
DATA-HCDN-00798,PHARMACY_PBM product 00798,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Emergency Department,3.3 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-319
DATA-HCDN-00799,FINANCE_ACTUARIAL product 00799,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Inpatient,3.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-320
DATA-HCDN-00800,CLOUD_AI_USE_CASES product 00800,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Surgery,3.3 TB/PB logical footprint family,SSIS batch,conflicting KPI definition,AI governance candidate,VEND-HCDN-321
DATA-HCDN-00801,CLINICAL_EVENTS product 00801,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Imaging,3.4 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-322
DATA-HCDN-00802,QUALITY_STARS product 00802,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Lab,3.4 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-323
DATA-HCDN-00803,RAF_RISK_ADJUSTMENT product 00803,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Pharmacy,3.5 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-324
DATA-HCDN-00804,CLAIMS_MEMBER product 00804,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Oncology,3.5 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-325
DATA-HCDN-00805,REVENUE_CYCLE product 00805,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Cardiology,3.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-326
DATA-HCDN-00806,PATIENT_ACCESS product 00806,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Data and Analytics,3.6 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-327
DATA-HCDN-00807,PHARMACY_PBM product 00807,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Clinical Analytics,3.6 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-328
DATA-HCDN-00808,FINANCE_ACTUARIAL product 00808,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Actuarial,3.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-329
DATA-HCDN-00809,CLOUD_AI_USE_CASES product 00809,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Departmental Reporting,3.7 TB/PB logical footprint family,Epic extract,lineage candidate,AI governance candidate,VEND-HCDN-330
DATA-HCDN-00810,CLINICAL_EVENTS product 00810,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,AI Transformation,0.1 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-331
DATA-HCDN-00811,QUALITY_STARS product 00811,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Technology,0.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-332
DATA-HCDN-00812,RAF_RISK_ADJUSTMENT product 00812,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Security,0.2 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-333
DATA-HCDN-00813,CLAIMS_MEMBER product 00813,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Procurement,0.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-334
DATA-HCDN-00814,REVENUE_CYCLE product 00814,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,HR,0.3 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-335
DATA-HCDN-00815,PATIENT_ACCESS product 00815,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Supply Chain,0.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-336
DATA-HCDN-00816,PHARMACY_PBM product 00816,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Privacy,0.4 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-337
DATA-HCDN-00817,FINANCE_ACTUARIAL product 00817,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Compliance,0.4 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-338
DATA-HCDN-00818,CLOUD_AI_USE_CASES product 00818,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Provider Network,0.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-339
DATA-HCDN-00819,CLINICAL_EVENTS product 00819,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Value-Based Care,0.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-340
