workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-HCDN-06571,contractor,Risk Adjustment,Payer Platform Operations,data engineer,hybrid,standard
WORK-HCDN-06572,managed-service role,Care Management,Data Analytics and AI,security,onsite,standard
WORK-HCDN-06573,employee,Finance,Revenue Cycle Technology,service desk,nearshore,standard
WORK-HCDN-06574,contractor,Coding,Cloud Infrastructure and Data Center,integration engineer,offshore,standard
WORK-HCDN-06575,managed-service role,Payer Contracting,Workplace and Contact Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06576,employee,Digital Front Door,Security Identity and Compliance,quality analyst,onsite,critical knowledge holder
WORK-HCDN-06577,contractor,Contact Center,Integration and Interoperability,AI product owner,nearshore,standard
WORK-HCDN-06578,managed-service role,Ambulatory Care,ERP and Corporate Platforms,Epic analyst,offshore,transition sensitive
WORK-HCDN-06579,employee,Emergency Department,Clinical and Epic AMS,SQL/BI developer,hybrid,standard
WORK-HCDN-06580,contractor,Inpatient,Payer Platform Operations,claims platform analyst,onsite,standard
WORK-HCDN-06581,managed-service role,Surgery,Data Analytics and AI,cloud engineer,nearshore,standard
WORK-HCDN-06582,employee,Imaging,Revenue Cycle Technology,data engineer,offshore,standard
WORK-HCDN-06583,contractor,Lab,Cloud Infrastructure and Data Center,security,hybrid,standard
WORK-HCDN-06584,managed-service role,Pharmacy,Workplace and Contact Center,service desk,onsite,critical knowledge holder
WORK-HCDN-06585,employee,Oncology,Security Identity and Compliance,integration engineer,nearshore,standard
WORK-HCDN-06586,contractor,Cardiology,Integration and Interoperability,revenue-cycle analyst,offshore,standard
WORK-HCDN-06587,managed-service role,Data and Analytics,ERP and Corporate Platforms,quality analyst,hybrid,standard
WORK-HCDN-06588,employee,Clinical Analytics,Clinical and Epic AMS,AI product owner,onsite,standard
WORK-HCDN-06589,contractor,Actuarial,Payer Platform Operations,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06590,managed-service role,Departmental Reporting,Data Analytics and AI,SQL/BI developer,offshore,standard
WORK-HCDN-06591,employee,AI Transformation,Revenue Cycle Technology,claims platform analyst,hybrid,standard
WORK-HCDN-06592,contractor,Technology,Cloud Infrastructure and Data Center,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-06593,managed-service role,Security,Workplace and Contact Center,data engineer,nearshore,standard
WORK-HCDN-06594,employee,Procurement,Security Identity and Compliance,security,offshore,standard
WORK-HCDN-06595,contractor,HR,Integration and Interoperability,service desk,hybrid,standard
WORK-HCDN-06596,managed-service role,Supply Chain,ERP and Corporate Platforms,integration engineer,onsite,standard
WORK-HCDN-06597,employee,Privacy,Clinical and Epic AMS,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06598,contractor,Compliance,Payer Platform Operations,quality analyst,offshore,standard
WORK-HCDN-06599,managed-service role,Provider Network,Data Analytics and AI,AI product owner,hybrid,standard
WORK-HCDN-06600,employee,Value-Based Care,Revenue Cycle Technology,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-06601,contractor,Clinical Operations,Cloud Infrastructure and Data Center,SQL/BI developer,nearshore,standard
WORK-HCDN-06602,managed-service role,Revenue Cycle,Workplace and Contact Center,claims platform analyst,offshore,standard
WORK-HCDN-06603,employee,Patient Access,Security Identity and Compliance,cloud engineer,hybrid,standard
WORK-HCDN-06604,contractor,Interoperability,Integration and Interoperability,data engineer,onsite,standard
WORK-HCDN-06605,managed-service role,Population Health,ERP and Corporate Platforms,security,nearshore,standard
WORK-HCDN-06606,employee,Health Plan Operations,Clinical and Epic AMS,service desk,offshore,standard
WORK-HCDN-06607,contractor,Medicare Advantage,Payer Platform Operations,integration engineer,hybrid,standard
WORK-HCDN-06608,managed-service role,Claims Operations,Data Analytics and AI,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-06609,employee,Utilization Management,Revenue Cycle Technology,quality analyst,nearshore,standard
WORK-HCDN-06610,contractor,Member Services,Cloud Infrastructure and Data Center,AI product owner,offshore,standard
WORK-HCDN-06611,managed-service role,Quality and Stars,Workplace and Contact Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06612,employee,Risk Adjustment,Security Identity and Compliance,SQL/BI developer,onsite,standard
WORK-HCDN-06613,contractor,Care Management,Integration and Interoperability,claims platform analyst,nearshore,standard
WORK-HCDN-06614,managed-service role,Finance,ERP and Corporate Platforms,cloud engineer,offshore,standard
WORK-HCDN-06615,employee,Coding,Clinical and Epic AMS,data engineer,hybrid,standard
WORK-HCDN-06616,contractor,Payer Contracting,Payer Platform Operations,security,onsite,critical knowledge holder
WORK-HCDN-06617,managed-service role,Digital Front Door,Data Analytics and AI,service desk,nearshore,standard
WORK-HCDN-06618,employee,Contact Center,Revenue Cycle Technology,integration engineer,offshore,standard
WORK-HCDN-06619,contractor,Ambulatory Care,Cloud Infrastructure and Data Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06620,managed-service role,Emergency Department,Workplace and Contact Center,quality analyst,onsite,standard
WORK-HCDN-06621,employee,Inpatient,Security Identity and Compliance,AI product owner,nearshore,standard
WORK-HCDN-06622,contractor,Surgery,Integration and Interoperability,Epic analyst,offshore,transition sensitive
WORK-HCDN-06623,managed-service role,Imaging,ERP and Corporate Platforms,SQL/BI developer,hybrid,standard
WORK-HCDN-06624,employee,Lab,Clinical and Epic AMS,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-06625,contractor,Pharmacy,Payer Platform Operations,cloud engineer,nearshore,standard
WORK-HCDN-06626,managed-service role,Oncology,Data Analytics and AI,data engineer,offshore,standard
WORK-HCDN-06627,employee,Cardiology,Revenue Cycle Technology,security,hybrid,standard
WORK-HCDN-06628,contractor,Data and Analytics,Cloud Infrastructure and Data Center,service desk,onsite,standard
WORK-HCDN-06629,managed-service role,Clinical Analytics,Workplace and Contact Center,integration engineer,nearshore,standard
WORK-HCDN-06630,employee,Actuarial,Security Identity and Compliance,revenue-cycle analyst,offshore,standard
WORK-HCDN-06631,contractor,Departmental Reporting,Integration and Interoperability,quality analyst,hybrid,standard
WORK-HCDN-06632,managed-service role,AI Transformation,ERP and Corporate Platforms,AI product owner,onsite,critical knowledge holder
WORK-HCDN-06633,employee,Technology,Clinical and Epic AMS,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06634,contractor,Security,Payer Platform Operations,SQL/BI developer,offshore,standard
WORK-HCDN-06635,managed-service role,Procurement,Data Analytics and AI,claims platform analyst,hybrid,standard
WORK-HCDN-06636,employee,HR,Revenue Cycle Technology,cloud engineer,onsite,standard
WORK-HCDN-06637,contractor,Supply Chain,Cloud Infrastructure and Data Center,data engineer,nearshore,standard
WORK-HCDN-06638,managed-service role,Privacy,Workplace and Contact Center,security,offshore,standard
WORK-HCDN-06639,employee,Compliance,Security Identity and Compliance,service desk,hybrid,standard
WORK-HCDN-06640,contractor,Provider Network,Integration and Interoperability,integration engineer,onsite,critical knowledge holder
WORK-HCDN-06641,managed-service role,Value-Based Care,ERP and Corporate Platforms,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06642,employee,Clinical Operations,Clinical and Epic AMS,quality analyst,offshore,standard
WORK-HCDN-06643,contractor,Revenue Cycle,Payer Platform Operations,AI product owner,hybrid,standard
WORK-HCDN-06644,managed-service role,Patient Access,Data Analytics and AI,Epic analyst,onsite,transition sensitive
WORK-HCDN-06645,employee,Interoperability,Revenue Cycle Technology,SQL/BI developer,nearshore,standard
WORK-HCDN-06646,contractor,Population Health,Cloud Infrastructure and Data Center,claims platform analyst,offshore,standard
WORK-HCDN-06647,managed-service role,Health Plan Operations,Workplace and Contact Center,cloud engineer,hybrid,standard
WORK-HCDN-06648,employee,Medicare Advantage,Security Identity and Compliance,data engineer,onsite,critical knowledge holder
WORK-HCDN-06649,contractor,Claims Operations,Integration and Interoperability,security,nearshore,standard
WORK-HCDN-06650,managed-service role,Utilization Management,ERP and Corporate Platforms,service desk,offshore,standard
WORK-HCDN-06651,employee,Member Services,Clinical and Epic AMS,integration engineer,hybrid,standard
WORK-HCDN-06652,contractor,Quality and Stars,Payer Platform Operations,revenue-cycle analyst,onsite,standard
WORK-HCDN-06653,managed-service role,Risk Adjustment,Data Analytics and AI,quality analyst,nearshore,standard
WORK-HCDN-06654,employee,Care Management,Revenue Cycle Technology,AI product owner,offshore,standard
WORK-HCDN-06655,contractor,Finance,Cloud Infrastructure and Data Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06656,managed-service role,Coding,Workplace and Contact Center,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-06657,employee,Payer Contracting,Security Identity and Compliance,claims platform analyst,nearshore,standard
WORK-HCDN-06658,contractor,Digital Front Door,Integration and Interoperability,cloud engineer,offshore,standard
WORK-HCDN-06659,managed-service role,Contact Center,ERP and Corporate Platforms,data engineer,hybrid,standard
WORK-HCDN-06660,employee,Ambulatory Care,Clinical and Epic AMS,security,onsite,standard
WORK-HCDN-06661,contractor,Emergency Department,Payer Platform Operations,service desk,nearshore,standard
WORK-HCDN-06662,managed-service role,Inpatient,Data Analytics and AI,integration engineer,offshore,standard
WORK-HCDN-06663,employee,Surgery,Revenue Cycle Technology,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06664,contractor,Imaging,Cloud Infrastructure and Data Center,quality analyst,onsite,critical knowledge holder
WORK-HCDN-06665,managed-service role,Lab,Workplace and Contact Center,AI product owner,nearshore,standard
WORK-HCDN-06666,employee,Pharmacy,Security Identity and Compliance,Epic analyst,offshore,transition sensitive
WORK-HCDN-06667,contractor,Oncology,Integration and Interoperability,SQL/BI developer,hybrid,standard
WORK-HCDN-06668,managed-service role,Cardiology,ERP and Corporate Platforms,claims platform analyst,onsite,standard
WORK-HCDN-06669,employee,Data and Analytics,Clinical and Epic AMS,cloud engineer,nearshore,standard
WORK-HCDN-06670,contractor,Clinical Analytics,Payer Platform Operations,data engineer,offshore,standard
WORK-HCDN-06671,managed-service role,Actuarial,Data Analytics and AI,security,hybrid,standard
WORK-HCDN-06672,employee,Departmental Reporting,Revenue Cycle Technology,service desk,onsite,critical knowledge holder
WORK-HCDN-06673,contractor,AI Transformation,Cloud Infrastructure and Data Center,integration engineer,nearshore,standard
WORK-HCDN-06674,managed-service role,Technology,Workplace and Contact Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-06675,employee,Security,Security Identity and Compliance,quality analyst,hybrid,standard
WORK-HCDN-06676,contractor,Procurement,Integration and Interoperability,AI product owner,onsite,standard
WORK-HCDN-06677,managed-service role,HR,ERP and Corporate Platforms,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06678,employee,Supply Chain,Clinical and Epic AMS,SQL/BI developer,offshore,standard
WORK-HCDN-06679,contractor,Privacy,Payer Platform Operations,claims platform analyst,hybrid,standard
WORK-HCDN-06680,managed-service role,Compliance,Data Analytics and AI,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-06681,employee,Provider Network,Revenue Cycle Technology,data engineer,nearshore,standard
WORK-HCDN-06682,contractor,Value-Based Care,Cloud Infrastructure and Data Center,security,offshore,standard
WORK-HCDN-06683,managed-service role,Clinical Operations,Workplace and Contact Center,service desk,hybrid,standard
WORK-HCDN-06684,employee,Revenue Cycle,Security Identity and Compliance,integration engineer,onsite,standard
WORK-HCDN-06685,contractor,Patient Access,Integration and Interoperability,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06686,managed-service role,Interoperability,ERP and Corporate Platforms,quality analyst,offshore,standard
WORK-HCDN-06687,employee,Population Health,Clinical and Epic AMS,AI product owner,hybrid,standard
WORK-HCDN-06688,contractor,Health Plan Operations,Payer Platform Operations,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-06689,managed-service role,Medicare Advantage,Data Analytics and AI,SQL/BI developer,nearshore,standard
WORK-HCDN-06690,employee,Claims Operations,Revenue Cycle Technology,claims platform analyst,offshore,standard
WORK-HCDN-06691,contractor,Utilization Management,Cloud Infrastructure and Data Center,cloud engineer,hybrid,standard
WORK-HCDN-06692,managed-service role,Member Services,Workplace and Contact Center,data engineer,onsite,standard
WORK-HCDN-06693,employee,Quality and Stars,Security Identity and Compliance,security,nearshore,standard
WORK-HCDN-06694,contractor,Risk Adjustment,Integration and Interoperability,service desk,offshore,standard
WORK-HCDN-06695,managed-service role,Care Management,ERP and Corporate Platforms,integration engineer,hybrid,standard
WORK-HCDN-06696,employee,Finance,Clinical and Epic AMS,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-06697,contractor,Coding,Payer Platform Operations,quality analyst,nearshore,standard
WORK-HCDN-06698,managed-service role,Payer Contracting,Data Analytics and AI,AI product owner,offshore,standard
WORK-HCDN-06699,employee,Digital Front Door,Revenue Cycle Technology,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06700,contractor,Contact Center,Cloud Infrastructure and Data Center,SQL/BI developer,onsite,standard
WORK-HCDN-06701,managed-service role,Ambulatory Care,Workplace and Contact Center,claims platform analyst,nearshore,standard
WORK-HCDN-06702,employee,Emergency Department,Security Identity and Compliance,cloud engineer,offshore,standard
WORK-HCDN-06703,contractor,Inpatient,Integration and Interoperability,data engineer,hybrid,standard
WORK-HCDN-06704,managed-service role,Surgery,ERP and Corporate Platforms,security,onsite,critical knowledge holder
WORK-HCDN-06705,employee,Imaging,Clinical and Epic AMS,service desk,nearshore,standard
WORK-HCDN-06706,contractor,Lab,Payer Platform Operations,integration engineer,offshore,standard
WORK-HCDN-06707,managed-service role,Pharmacy,Data Analytics and AI,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06708,employee,Oncology,Revenue Cycle Technology,quality analyst,onsite,standard
WORK-HCDN-06709,contractor,Cardiology,Cloud Infrastructure and Data Center,AI product owner,nearshore,standard
WORK-HCDN-06710,managed-service role,Data and Analytics,Workplace and Contact Center,Epic analyst,offshore,transition sensitive
WORK-HCDN-06711,employee,Clinical Analytics,Security Identity and Compliance,SQL/BI developer,hybrid,standard
WORK-HCDN-06712,contractor,Actuarial,Integration and Interoperability,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-06713,managed-service role,Departmental Reporting,ERP and Corporate Platforms,cloud engineer,nearshore,standard
WORK-HCDN-06714,employee,AI Transformation,Clinical and Epic AMS,data engineer,offshore,standard
WORK-HCDN-06715,contractor,Technology,Payer Platform Operations,security,hybrid,standard
WORK-HCDN-06716,managed-service role,Security,Data Analytics and AI,service desk,onsite,standard
WORK-HCDN-06717,employee,Procurement,Revenue Cycle Technology,integration engineer,nearshore,standard
WORK-HCDN-06718,contractor,HR,Cloud Infrastructure and Data Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-06719,managed-service role,Supply Chain,Workplace and Contact Center,quality analyst,hybrid,standard
WORK-HCDN-06720,employee,Privacy,Security Identity and Compliance,AI product owner,onsite,critical knowledge holder
WORK-HCDN-06721,contractor,Compliance,Integration and Interoperability,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06722,managed-service role,Provider Network,ERP and Corporate Platforms,SQL/BI developer,offshore,standard
WORK-HCDN-06723,employee,Value-Based Care,Clinical and Epic AMS,claims platform analyst,hybrid,standard
WORK-HCDN-06724,contractor,Clinical Operations,Payer Platform Operations,cloud engineer,onsite,standard
WORK-HCDN-06725,managed-service role,Revenue Cycle,Data Analytics and AI,data engineer,nearshore,standard
WORK-HCDN-06726,employee,Patient Access,Revenue Cycle Technology,security,offshore,standard
WORK-HCDN-06727,contractor,Interoperability,Cloud Infrastructure and Data Center,service desk,hybrid,standard
WORK-HCDN-06728,managed-service role,Population Health,Workplace and Contact Center,integration engineer,onsite,critical knowledge holder
WORK-HCDN-06729,employee,Health Plan Operations,Security Identity and Compliance,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06730,contractor,Medicare Advantage,Integration and Interoperability,quality analyst,offshore,standard
WORK-HCDN-06731,managed-service role,Claims Operations,ERP and Corporate Platforms,AI product owner,hybrid,standard
WORK-HCDN-06732,employee,Utilization Management,Clinical and Epic AMS,Epic analyst,onsite,transition sensitive
WORK-HCDN-06733,contractor,Member Services,Payer Platform Operations,SQL/BI developer,nearshore,standard
WORK-HCDN-06734,managed-service role,Quality and Stars,Data Analytics and AI,claims platform analyst,offshore,standard
WORK-HCDN-06735,employee,Risk Adjustment,Revenue Cycle Technology,cloud engineer,hybrid,standard
WORK-HCDN-06736,contractor,Care Management,Cloud Infrastructure and Data Center,data engineer,onsite,critical knowledge holder
WORK-HCDN-06737,managed-service role,Finance,Workplace and Contact Center,security,nearshore,standard
WORK-HCDN-06738,employee,Coding,Security Identity and Compliance,service desk,offshore,standard
WORK-HCDN-06739,contractor,Payer Contracting,Integration and Interoperability,integration engineer,hybrid,standard
WORK-HCDN-06740,managed-service role,Digital Front Door,ERP and Corporate Platforms,revenue-cycle analyst,onsite,standard
WORK-HCDN-06741,employee,Contact Center,Clinical and Epic AMS,quality analyst,nearshore,standard
WORK-HCDN-06742,contractor,Ambulatory Care,Payer Platform Operations,AI product owner,offshore,standard
WORK-HCDN-06743,managed-service role,Emergency Department,Data Analytics and AI,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06744,employee,Inpatient,Revenue Cycle Technology,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-06745,contractor,Surgery,Cloud Infrastructure and Data Center,claims platform analyst,nearshore,standard
WORK-HCDN-06746,managed-service role,Imaging,Workplace and Contact Center,cloud engineer,offshore,standard
WORK-HCDN-06747,employee,Lab,Security Identity and Compliance,data engineer,hybrid,standard
WORK-HCDN-06748,contractor,Pharmacy,Integration and Interoperability,security,onsite,standard
WORK-HCDN-06749,managed-service role,Oncology,ERP and Corporate Platforms,service desk,nearshore,standard
WORK-HCDN-06750,employee,Cardiology,Clinical and Epic AMS,integration engineer,offshore,standard
WORK-HCDN-06751,contractor,Data and Analytics,Payer Platform Operations,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06752,managed-service role,Clinical Analytics,Data Analytics and AI,quality analyst,onsite,critical knowledge holder
WORK-HCDN-06753,employee,Actuarial,Revenue Cycle Technology,AI product owner,nearshore,standard
WORK-HCDN-06754,contractor,Departmental Reporting,Cloud Infrastructure and Data Center,Epic analyst,offshore,transition sensitive
WORK-HCDN-06755,managed-service role,AI Transformation,Workplace and Contact Center,SQL/BI developer,hybrid,standard
WORK-HCDN-06756,employee,Technology,Security Identity and Compliance,claims platform analyst,onsite,standard
WORK-HCDN-06757,contractor,Security,Integration and Interoperability,cloud engineer,nearshore,standard
WORK-HCDN-06758,managed-service role,Procurement,ERP and Corporate Platforms,data engineer,offshore,standard
WORK-HCDN-06759,employee,HR,Clinical and Epic AMS,security,hybrid,standard
WORK-HCDN-06760,contractor,Supply Chain,Payer Platform Operations,service desk,onsite,critical knowledge holder
WORK-HCDN-06761,managed-service role,Privacy,Data Analytics and AI,integration engineer,nearshore,standard
WORK-HCDN-06762,employee,Compliance,Revenue Cycle Technology,revenue-cycle analyst,offshore,standard
WORK-HCDN-06763,contractor,Provider Network,Cloud Infrastructure and Data Center,quality analyst,hybrid,standard
WORK-HCDN-06764,managed-service role,Value-Based Care,Workplace and Contact Center,AI product owner,onsite,standard
WORK-HCDN-06765,employee,Clinical Operations,Security Identity and Compliance,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06766,contractor,Revenue Cycle,Integration and Interoperability,SQL/BI developer,offshore,standard
WORK-HCDN-06767,managed-service role,Patient Access,ERP and Corporate Platforms,claims platform analyst,hybrid,standard
WORK-HCDN-06768,employee,Interoperability,Clinical and Epic AMS,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-06769,contractor,Population Health,Payer Platform Operations,data engineer,nearshore,standard
WORK-HCDN-06770,managed-service role,Health Plan Operations,Data Analytics and AI,security,offshore,standard
WORK-HCDN-06771,employee,Medicare Advantage,Revenue Cycle Technology,service desk,hybrid,standard
WORK-HCDN-06772,contractor,Claims Operations,Cloud Infrastructure and Data Center,integration engineer,onsite,standard
WORK-HCDN-06773,managed-service role,Utilization Management,Workplace and Contact Center,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06774,employee,Member Services,Security Identity and Compliance,quality analyst,offshore,standard
WORK-HCDN-06775,contractor,Quality and Stars,Integration and Interoperability,AI product owner,hybrid,standard
WORK-HCDN-06776,managed-service role,Risk Adjustment,ERP and Corporate Platforms,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-06777,employee,Care Management,Clinical and Epic AMS,SQL/BI developer,nearshore,standard
WORK-HCDN-06778,contractor,Finance,Payer Platform Operations,claims platform analyst,offshore,standard
WORK-HCDN-06779,managed-service role,Coding,Data Analytics and AI,cloud engineer,hybrid,standard
WORK-HCDN-06780,employee,Payer Contracting,Revenue Cycle Technology,data engineer,onsite,standard
WORK-HCDN-06781,contractor,Digital Front Door,Cloud Infrastructure and Data Center,security,nearshore,standard
WORK-HCDN-06782,managed-service role,Contact Center,Workplace and Contact Center,service desk,offshore,standard
WORK-HCDN-06783,employee,Ambulatory Care,Security Identity and Compliance,integration engineer,hybrid,standard
WORK-HCDN-06784,contractor,Emergency Department,Integration and Interoperability,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-06785,managed-service role,Inpatient,ERP and Corporate Platforms,quality analyst,nearshore,standard
WORK-HCDN-06786,employee,Surgery,Clinical and Epic AMS,AI product owner,offshore,standard
WORK-HCDN-06787,contractor,Imaging,Payer Platform Operations,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06788,managed-service role,Lab,Data Analytics and AI,SQL/BI developer,onsite,standard
WORK-HCDN-06789,employee,Pharmacy,Revenue Cycle Technology,claims platform analyst,nearshore,standard
WORK-HCDN-06790,contractor,Oncology,Cloud Infrastructure and Data Center,cloud engineer,offshore,standard
WORK-HCDN-06791,managed-service role,Cardiology,Workplace and Contact Center,data engineer,hybrid,standard
WORK-HCDN-06792,employee,Data and Analytics,Security Identity and Compliance,security,onsite,critical knowledge holder
WORK-HCDN-06793,contractor,Clinical Analytics,Integration and Interoperability,service desk,nearshore,standard
WORK-HCDN-06794,managed-service role,Actuarial,ERP and Corporate Platforms,integration engineer,offshore,standard
WORK-HCDN-06795,employee,Departmental Reporting,Clinical and Epic AMS,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06796,contractor,AI Transformation,Payer Platform Operations,quality analyst,onsite,standard
WORK-HCDN-06797,managed-service role,Technology,Data Analytics and AI,AI product owner,nearshore,standard
WORK-HCDN-06798,employee,Security,Revenue Cycle Technology,Epic analyst,offshore,transition sensitive
WORK-HCDN-06799,contractor,Procurement,Cloud Infrastructure and Data Center,SQL/BI developer,hybrid,standard
WORK-HCDN-06800,managed-service role,HR,Workplace and Contact Center,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-06801,employee,Supply Chain,Security Identity and Compliance,cloud engineer,nearshore,standard
WORK-HCDN-06802,contractor,Privacy,Integration and Interoperability,data engineer,offshore,standard
WORK-HCDN-06803,managed-service role,Compliance,ERP and Corporate Platforms,security,hybrid,standard
WORK-HCDN-06804,employee,Provider Network,Clinical and Epic AMS,service desk,onsite,standard
WORK-HCDN-06805,contractor,Value-Based Care,Payer Platform Operations,integration engineer,nearshore,standard
WORK-HCDN-06806,managed-service role,Clinical Operations,Data Analytics and AI,revenue-cycle analyst,offshore,standard
WORK-HCDN-06807,employee,Revenue Cycle,Revenue Cycle Technology,quality analyst,hybrid,standard
WORK-HCDN-06808,contractor,Patient Access,Cloud Infrastructure and Data Center,AI product owner,onsite,critical knowledge holder
WORK-HCDN-06809,managed-service role,Interoperability,Workplace and Contact Center,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06810,employee,Population Health,Security Identity and Compliance,SQL/BI developer,offshore,standard
WORK-HCDN-06811,contractor,Health Plan Operations,Integration and Interoperability,claims platform analyst,hybrid,standard
WORK-HCDN-06812,managed-service role,Medicare Advantage,ERP and Corporate Platforms,cloud engineer,onsite,standard
WORK-HCDN-06813,employee,Claims Operations,Clinical and Epic AMS,data engineer,nearshore,standard
WORK-HCDN-06814,contractor,Utilization Management,Payer Platform Operations,security,offshore,standard
WORK-HCDN-06815,managed-service role,Member Services,Data Analytics and AI,service desk,hybrid,standard
WORK-HCDN-06816,employee,Quality and Stars,Revenue Cycle Technology,integration engineer,onsite,critical knowledge holder
WORK-HCDN-06817,contractor,Risk Adjustment,Cloud Infrastructure and Data Center,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06818,managed-service role,Care Management,Workplace and Contact Center,quality analyst,offshore,standard
WORK-HCDN-06819,employee,Finance,Security Identity and Compliance,AI product owner,hybrid,standard
WORK-HCDN-06820,contractor,Coding,Integration and Interoperability,Epic analyst,onsite,transition sensitive
WORK-HCDN-06821,managed-service role,Payer Contracting,ERP and Corporate Platforms,SQL/BI developer,nearshore,standard
WORK-HCDN-06822,employee,Digital Front Door,Clinical and Epic AMS,claims platform analyst,offshore,standard
WORK-HCDN-06823,contractor,Contact Center,Payer Platform Operations,cloud engineer,hybrid,standard
WORK-HCDN-06824,managed-service role,Ambulatory Care,Data Analytics and AI,data engineer,onsite,critical knowledge holder
WORK-HCDN-06825,employee,Emergency Department,Revenue Cycle Technology,security,nearshore,standard
WORK-HCDN-06826,contractor,Inpatient,Cloud Infrastructure and Data Center,service desk,offshore,standard
WORK-HCDN-06827,managed-service role,Surgery,Workplace and Contact Center,integration engineer,hybrid,standard
WORK-HCDN-06828,employee,Imaging,Security Identity and Compliance,revenue-cycle analyst,onsite,standard
WORK-HCDN-06829,contractor,Lab,Integration and Interoperability,quality analyst,nearshore,standard
WORK-HCDN-06830,managed-service role,Pharmacy,ERP and Corporate Platforms,AI product owner,offshore,standard
WORK-HCDN-06831,employee,Oncology,Clinical and Epic AMS,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06832,contractor,Cardiology,Payer Platform Operations,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-06833,managed-service role,Data and Analytics,Data Analytics and AI,claims platform analyst,nearshore,standard
WORK-HCDN-06834,employee,Clinical Analytics,Revenue Cycle Technology,cloud engineer,offshore,standard
WORK-HCDN-06835,contractor,Actuarial,Cloud Infrastructure and Data Center,data engineer,hybrid,standard
WORK-HCDN-06836,managed-service role,Departmental Reporting,Workplace and Contact Center,security,onsite,standard
WORK-HCDN-06837,employee,AI Transformation,Security Identity and Compliance,service desk,nearshore,standard
WORK-HCDN-06838,contractor,Technology,Integration and Interoperability,integration engineer,offshore,standard
WORK-HCDN-06839,managed-service role,Security,ERP and Corporate Platforms,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06840,employee,Procurement,Clinical and Epic AMS,quality analyst,onsite,critical knowledge holder
WORK-HCDN-06841,contractor,HR,Payer Platform Operations,AI product owner,nearshore,standard
WORK-HCDN-06842,managed-service role,Supply Chain,Data Analytics and AI,Epic analyst,offshore,transition sensitive
WORK-HCDN-06843,employee,Privacy,Revenue Cycle Technology,SQL/BI developer,hybrid,standard
WORK-HCDN-06844,contractor,Compliance,Cloud Infrastructure and Data Center,claims platform analyst,onsite,standard
WORK-HCDN-06845,managed-service role,Provider Network,Workplace and Contact Center,cloud engineer,nearshore,standard
WORK-HCDN-06846,employee,Value-Based Care,Security Identity and Compliance,data engineer,offshore,standard
WORK-HCDN-06847,contractor,Clinical Operations,Integration and Interoperability,security,hybrid,standard
WORK-HCDN-06848,managed-service role,Revenue Cycle,ERP and Corporate Platforms,service desk,onsite,critical knowledge holder
WORK-HCDN-06849,employee,Patient Access,Clinical and Epic AMS,integration engineer,nearshore,standard
WORK-HCDN-06850,contractor,Interoperability,Payer Platform Operations,revenue-cycle analyst,offshore,standard
WORK-HCDN-06851,managed-service role,Population Health,Data Analytics and AI,quality analyst,hybrid,standard
WORK-HCDN-06852,employee,Health Plan Operations,Revenue Cycle Technology,AI product owner,onsite,standard
