revised_pricing_id,bafo_id,lot_id,service_tower,original_pricing_line_id,revision_type,value_disclosure_mode,source_id
REVPRICE-HCDN-LOT-HCDN-07-A-08,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-08,reduced rate,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-09,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-10,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-10,service credit added,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-11,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-11,transition fee reduced,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-12,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-12,reduced rate,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-B-01,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-02,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-02,service credit added,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-03,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-03,transition fee reduced,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-04,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-04,reduced rate,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-05,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-06,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-06,service credit added,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-07,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-07,transition fee reduced,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-08,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-08,reduced rate,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-09,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-10,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-10,service credit added,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-11,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-11,transition fee reduced,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-B-12,BAFO-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-B-12,reduced rate,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-07-C-01,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-02,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-02,service credit added,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-03,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-03,transition fee reduced,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-04,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-04,reduced rate,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-05,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-06,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-06,service credit added,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-07,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-07,transition fee reduced,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-08,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-08,reduced rate,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-09,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-10,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-10,service credit added,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-11,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-11,transition fee reduced,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-C-12,BAFO-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-C-12,reduced rate,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-A-01,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-02,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-02,service credit added,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-03,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-03,transition fee reduced,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-04,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-04,reduced rate,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-05,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-06,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-06,service credit added,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-07,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-07,transition fee reduced,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-08,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-08,reduced rate,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-09,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-10,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-10,service credit added,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-11,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-11,transition fee reduced,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-A-12,BAFO-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-A-12,reduced rate,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-08-B-01,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-02,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-02,service credit added,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-03,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-03,transition fee reduced,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-04,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-04,reduced rate,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-05,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-06,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-06,service credit added,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-07,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-07,transition fee reduced,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-08,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-08,reduced rate,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-09,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-10,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-10,service credit added,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-11,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-11,transition fee reduced,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-B-12,BAFO-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-B-12,reduced rate,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-08-C-01,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-02,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-02,service credit added,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-03,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-03,transition fee reduced,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-04,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-04,reduced rate,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-05,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-06,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-06,service credit added,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-07,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-07,transition fee reduced,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-08,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-08,reduced rate,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-09,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-10,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-10,service credit added,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-11,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-11,transition fee reduced,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-08-C-12,BAFO-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,Integration and Interoperability,PRICE-HCDN-LOT-HCDN-08-C-12,reduced rate,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-A-01,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-02,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-02,service credit added,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-03,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-03,transition fee reduced,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-04,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-04,reduced rate,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-05,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-06,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-06,service credit added,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-07,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-07,transition fee reduced,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-08,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-08,reduced rate,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-09,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-10,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-10,service credit added,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-11,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-11,transition fee reduced,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-A-12,BAFO-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-A-12,reduced rate,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-09-B-01,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-02,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-02,service credit added,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-03,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-03,transition fee reduced,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-04,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-04,reduced rate,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-05,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-06,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-06,service credit added,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-07,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-07,transition fee reduced,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-08,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-08,reduced rate,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-09,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-10,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-10,service credit added,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-11,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-11,transition fee reduced,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-B-12,BAFO-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-B-12,reduced rate,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-09-C-01,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-02,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-02,service credit added,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-03,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-03,transition fee reduced,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-04,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-04,reduced rate,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-05,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-06,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-06,service credit added,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-07,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-07,transition fee reduced,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-08,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-08,reduced rate,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-09,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-10,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-10,service credit added,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-11,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-11,transition fee reduced,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-09-C-12,BAFO-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,ERP and Corporate Platforms,PRICE-HCDN-LOT-HCDN-09-C-12,reduced rate,exact,SRC-HCDN-BAFO-C
