period,metric,value,currency_or_unit,segment,margin_bridge_driver,source_report,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
2024-Q4,days_sales_outstanding,39,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0209,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,days_payable_outstanding,56,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0210,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,revenue_usd,131760000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0211,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,ebitda_usd,14152000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0212,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,cash_forecast_accuracy_pct,74,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0213,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,working_capital_usd,57974400,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0214,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_sales_outstanding,38,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0215,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_payable_outstanding,58,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0216,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,revenue_usd,133380000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0217,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,ebitda_usd,14326000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0218,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,cash_forecast_accuracy_pct,76,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0219,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,working_capital_usd,58687200,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0220,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_sales_outstanding,38,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0221,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_payable_outstanding,59,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0222,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,revenue_usd,135000000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0223,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,ebitda_usd,14500000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0224,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,cash_forecast_accuracy_pct,78,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0225,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,working_capital_usd,59400000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0226,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_sales_outstanding,37,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0227,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_payable_outstanding,61,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0228,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,revenue_usd,136620000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0229,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,ebitda_usd,14674000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0230,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,cash_forecast_accuracy_pct,80,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0231,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,working_capital_usd,60112800,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0232,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_sales_outstanding,36,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0233,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_payable_outstanding,63,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0234,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,revenue_usd,138240000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0235,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,ebitda_usd,14848000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0236,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,cash_forecast_accuracy_pct,82,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0237,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,working_capital_usd,60825600,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0238,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_sales_outstanding,36,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0239,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_payable_outstanding,65,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0240,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
