app_id,name,criticality,owner_role,system_of_record,ams_vendor,time_classification,platform,hosting_model,data_classification,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
APP-LSH-HOLDCO-171,Holdco TMS Service,Tier 3,Holdco Application Owner,true,KYRIBA,modernize,ServiceNow,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0171,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-172,Northline DAM Service,Tier 2,Northline Application Owner,false,KYRIBA,retire,FourKites,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0172,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-173,Brightmark PIM Core,Tier 3,Brightmark Application Owner,false,KYRIBA,run,Snowflake,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0173,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-174,Forge & Field OMS Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,change,ShipBob,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0174,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-175,Great Lakes Pantry Commerce Service,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Cantaloupe Seed,Hybrid,restricted,ServiceNow CMDB,servicenow-cmdb-0175,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-176,Holdco Marketing Automation Service,Tier 1,Holdco Application Owner,true,KYRIBA,retire,Workday,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0176,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-177,Northline HRIS Core,Tier 3,Northline Application Owner,false,KYRIBA,run,Blue Yonder,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0177,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-178,Brightmark Cyber EDR Service,Tier 2,Brightmark Application Owner,false,KYRIBA,change,Coupa,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0178,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-179,Forge & Field Contract Lifecycle Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,modernize,Klaviyo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0179,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-180,Great Lakes Pantry Treasury Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,retire,Power BI,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0180,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-181,Holdco Finance Core,Tier 2,Holdco Application Owner,true,KYRIBA,run,Kyriba,Azure,restricted,ServiceNow CMDB,servicenow-cmdb-0181,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-182,Northline Procurement Service,Tier 3,Northline Application Owner,false,KYRIBA,change,Manhattan WMS,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0182,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-183,Brightmark Identity Service,Tier 1,Brightmark Application Owner,false,KYRIBA,modernize,Brandfolder DAM,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0183,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-184,Forge & Field ITSM Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,retire,PIM Akeneo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0184,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-185,Great Lakes Pantry Data Warehouse Core,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,run,Salesforce Field Service,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0185,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-186,Holdco BI Service,Tier 3,Holdco Application Owner,true,KYRIBA,change,Power BI,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0186,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-187,Northline Integration Service,Tier 2,Northline Application Owner,false,KYRIBA,modernize,SAP S/4HANA,AWS,restricted,ServiceNow CMDB,servicenow-cmdb-0187,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-188,Brightmark CRM Service,Tier 3,Brightmark Application Owner,false,KYRIBA,retire,Adobe Experience Manager,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0188,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-189,Forge & Field Planning Core,Tier 3,Forge & Field Application Owner,false,KYRIBA,run,NetSuite,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0189,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-190,Great Lakes Pantry WMS Service,Tier 1,Great Lakes Pantry Application Owner,false,KYRIBA,change,NetSuite,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0190,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-191,Holdco TMS Service,Tier 3,Holdco Application Owner,true,KYRIBA,modernize,Okta,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0191,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-192,Northline DAM Service,Tier 3,Northline Application Owner,false,KYRIBA,retire,Snowflake,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0192,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-193,Brightmark PIM Core,Tier 2,Brightmark Application Owner,false,KYRIBA,run,Salesforce Marketing Cloud,SaaS,restricted,ServiceNow CMDB,servicenow-cmdb-0193,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-194,Forge & Field OMS Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,change,Salesforce Commerce Cloud,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0194,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-195,Great Lakes Pantry Commerce Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Toast,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0195,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-196,Holdco Marketing Automation Service,Tier 2,Holdco Application Owner,true,KYRIBA,retire,Microsoft 365,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0196,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-197,Northline HRIS Core,Tier 1,Northline Application Owner,false,KYRIBA,run,MuleSoft,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0197,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-198,Brightmark Cyber EDR Service,Tier 3,Brightmark Application Owner,false,KYRIBA,change,Braze,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0198,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-199,Forge & Field Contract Lifecycle Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,modernize,Shopify Plus,On-prem,restricted,ServiceNow CMDB,servicenow-cmdb-0199,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-200,Great Lakes Pantry Treasury Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,retire,365 Retail Markets,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0200,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-201,Holdco Finance Core,Tier 3,Holdco Application Owner,true,KYRIBA,run,ServiceNow,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0201,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-202,Northline Procurement Service,Tier 2,Northline Application Owner,false,KYRIBA,change,FourKites,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0202,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-203,Brightmark Identity Service,Tier 3,Brightmark Application Owner,false,KYRIBA,modernize,Snowflake,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0203,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-204,Forge & Field ITSM Service,Tier 1,Forge & Field Application Owner,false,KYRIBA,retire,ShipBob,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0204,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-205,Great Lakes Pantry Data Warehouse Core,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,run,Cantaloupe Seed,Hybrid,restricted,ServiceNow CMDB,servicenow-cmdb-0205,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-206,Holdco BI Service,Tier 3,Holdco Application Owner,true,KYRIBA,change,Workday,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0206,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-207,Northline Integration Service,Tier 3,Northline Application Owner,false,KYRIBA,modernize,Blue Yonder,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0207,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-208,Brightmark CRM Service,Tier 2,Brightmark Application Owner,false,KYRIBA,retire,Coupa,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0208,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-209,Forge & Field Planning Core,Tier 3,Forge & Field Application Owner,false,KYRIBA,run,Klaviyo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0209,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-210,Great Lakes Pantry WMS Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,change,Power BI,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0210,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-211,Holdco TMS Service,Tier 1,Holdco Application Owner,true,KYRIBA,modernize,Kyriba,Azure,restricted,ServiceNow CMDB,servicenow-cmdb-0211,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-212,Northline DAM Service,Tier 3,Northline Application Owner,false,KYRIBA,retire,Manhattan WMS,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0212,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-213,Brightmark PIM Core,Tier 3,Brightmark Application Owner,false,KYRIBA,run,Brandfolder DAM,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0213,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-214,Forge & Field OMS Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,change,PIM Akeneo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0214,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-215,Great Lakes Pantry Commerce Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Salesforce Field Service,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0215,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-216,Holdco Marketing Automation Service,Tier 3,Holdco Application Owner,true,KYRIBA,retire,Power BI,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0216,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-217,Northline HRIS Core,Tier 2,Northline Application Owner,false,KYRIBA,run,SAP S/4HANA,AWS,restricted,ServiceNow CMDB,servicenow-cmdb-0217,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-218,Brightmark Cyber EDR Service,Tier 1,Brightmark Application Owner,false,KYRIBA,change,Adobe Experience Manager,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0218,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-219,Forge & Field Contract Lifecycle Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,modernize,NetSuite,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0219,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-220,Great Lakes Pantry Treasury Service,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,retire,NetSuite,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0220,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-221,Holdco Finance Core,Tier 3,Holdco Application Owner,true,KYRIBA,run,Okta,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0221,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-222,Northline Procurement Service,Tier 3,Northline Application Owner,false,KYRIBA,change,Snowflake,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0222,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-223,Brightmark Identity Service,Tier 2,Brightmark Application Owner,false,KYRIBA,modernize,Salesforce Marketing Cloud,SaaS,restricted,ServiceNow CMDB,servicenow-cmdb-0223,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-224,Forge & Field ITSM Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,retire,Salesforce Commerce Cloud,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0224,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-225,Great Lakes Pantry Data Warehouse Core,Tier 1,Great Lakes Pantry Application Owner,false,KYRIBA,run,Toast,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0225,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-226,Holdco BI Service,Tier 2,Holdco Application Owner,true,KYRIBA,change,Microsoft 365,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0226,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-227,Northline Integration Service,Tier 3,Northline Application Owner,false,KYRIBA,modernize,MuleSoft,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0227,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-228,Brightmark CRM Service,Tier 3,Brightmark Application Owner,false,KYRIBA,retire,Braze,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0228,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
