template_file,sheet_name,business_object_family,column_name,business_metadata_name,business_definition,data_type,required_level,required_for_surfaces,allowed_answer_types,not_allowed_claims,allowed_values,source_provenance_rule,example_value
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,known_gaps,Known Evidence Gaps,"Specific missing facts, caveats, or validation gaps for this row.",text,required,all,DATA-THIN classification and next-best questions,Do not hide gaps in the final answer.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,none
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,program_id,Program ID,Stable identifier for program or initiative.,text,required,"Moves, Tower, Intelligence",program joins and governance,Do not rely on title-only matching.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,business_owner,Business Owner,Business role accountable for outcome.,text,required,"Moves, Tower",ownership and decision rights,Do not claim accountability without owner.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,technology_owner,Technology Owner,Technology role accountable for delivery or platform change.,text,required,"Moves, Tower",delivery accountability,Do not conflate sponsor and delivery owner.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,executive_sponsor,Executive Sponsor,Executive sponsor or steering owner.,text,required,"Moves, Tower",governance and escalation,Do not promote to charter without sponsor caveat.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,phase,Program Phase,Lifecycle phase or gate.,enum,required,"Moves, Tower",stage-appropriate recommendations,Do not recommend scale if phase is discovery without evidence.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,budget_usd,Budget USD,Approved or planned budget for the program period.,currency,recommended,"Tower, Moves",portfolio and funding analysis,Do not treat as actual spend.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,spend_to_date_usd,Spend to Date USD,Actual spend incurred through period_end.,currency,recommended,Tower,execution and burn analysis,Do not compare to budget without period.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,expected_value_usd,Expected Value USD,"Expected value, savings, benefit, or avoided cost.",currency,recommended,"Tower, Moves",business case and prioritization,Do not call expected value realized.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,realized_value_usd,Realized Value USD,Measured value already achieved.,currency,recommended,Tower,value proof,Do not claim realized value without evidence basis.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,value_basis,Value Basis,Basis for expected or realized value calculation.,text,required,"Tower, Intelligence",defensible value claims,Do not claim ROI if value basis is missing.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,status,Program Status,"Current status such as on track, watch, blocked, complete, stopped.",enum,required,"Tower, Moves",execution readout,Do not infer status from spend alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,target_date,Target Date,"Planned milestone, completion, or decision date.",date,recommended,"Tower, Moves",timing and escalation,Do not claim late without planned baseline.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,dependencies,Dependencies,"Systems, vendors, data, teams, decisions, or milestones needed.",list,recommended,"Moves, Tower",execution risk and sequencing,Do not treat dependencies as optional.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,risks,Program Risks,"Known delivery, adoption, data, vendor, financial, or governance risks.",list,recommended,"Moves, Tower",risk readout and next action,Do not invent risk severity.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_09_programs_initiatives.csv,09 Programs,program_initiative,decision_needed,Decision Needed,"Specific decision, approval, funding, or intervention required.",text,recommended,"Moves, Tower",executive actionability,Do not leave vague if asking leaders to act.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,ai_initiative
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,AI_INITIATIVE-001
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,known_gaps,Known Evidence Gaps,"Specific missing facts, caveats, or validation gaps for this row.",text,required,all,DATA-THIN classification and next-best questions,Do not hide gaps in the final answer.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,none
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,ai_initiative_id,AI Initiative ID,"Stable identifier for AI use case, agent, copilot, model, or automation.",text,required,"Intelligence, Tower",AI portfolio joins and traceability,Do not merge separate use cases under one vague AI label.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",AI-001
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,use_case,AI Use Case,Business use case or job-to-be-done for AI.,text,required,"Intelligence, Tower",AI value analysis,Do not answer with tool names alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",Customer disruption recovery assistant
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,business_process,Business Process Changed,Process expected to change through the AI initiative.,text,required,"Intelligence, Tower, Moves",new way of working analysis,Do not claim AI value if no work process changes.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",Irregular operations recovery
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,tool_or_model,Tool or Model,"AI tool, model, automation platform, or service used.",text,recommended,"Tower, Intelligence",technology inventory and risk,Do not equate tool deployment with adoption.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,agent_or_copilot_name,Agent or Copilot Name,"Named agent, copilot, bot, or AI assistant if applicable.",text,recommended,"Tower, Intelligence",agent/collaboration usage analysis,Do not claim agentic maturity from a label alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,user_group,User Group,Population expected to use or be affected by the AI initiative.,text,required,"Tower, Intelligence",adoption and impact sizing,Do not size value without user group.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,licensed_users,Licensed Users,Number of users licensed or provisioned.,integer,recommended,Tower,license utilization and adoption,Do not treat licenses as active usage.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,active_users,Active Users,Users active in the stated period.,integer,recommended,Tower,adoption proof,Do not claim adoption from license count alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,adoption_metric,Adoption Metric,"Usage, frequency, coverage, or workflow adoption measure.",text,required,"Tower, Intelligence",adoption quality,Do not claim scaled adoption without metric.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,value_hypothesis,Value Hypothesis,Expected business value mechanism.,text,required,"Intelligence, Tower",business case and scale decision,Do not present hypothesis as proven value.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,measured_value_usd,Measured Value USD,Measured value attributable to the AI initiative.,currency,recommended,Tower,value proof,Do not claim value if only promised value exists.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,production_status,Production Status,"Deployment status such as idea, pilot, production, scaled, retired.",enum,required,"Tower, Intelligence",portfolio maturity,Do not recommend scale if still a demo without caveat.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,risk_status,Risk Status,Risk or governance state for the AI initiative.,enum,required,"Tower, Intelligence",AI governance and controls,Do not treat unresolved risk as cleared.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,model_risk_tier,Model Risk Tier,Risk tier or model governance classification.,enum,recommended,"Tower, Intelligence",risk management and approvals,Do not infer tier from model type alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,data_readiness,Data Readiness,Readiness of data required for the AI initiative.,enum,required,"Intelligence, Tower",AI feasibility and scale gating,Do not claim readiness without source basis.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,decision_needed,Decision Needed,"Scale, hold, stop, fund, govern, remediate, or redesign decision required.",text,recommended,"Tower, Intelligence",executive actionability,Do not leave action implicit.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_10_ai_initiatives.csv,10 AI Initiatives,ai_initiative,scale_hold_stop,Scale Hold Stop Recommendation,"Current recommendation for scaling, holding, or stopping.",enum,recommended,"Tower, Intelligence",portfolio decisions,"Do not mark scale unless adoption, value, risk, and data are sufficient.",,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",hold_until_value_proven
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,operations_risk_control
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,OPERATIONS_RISK_CONTROL-001
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,known_gaps,Known Evidence Gaps,"Specific missing facts, caveats, or validation gaps for this row.",text,required,all,DATA-THIN classification and next-best questions,Do not hide gaps in the final answer.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,none
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
