tenant_key,fact_id,evidence_id,fact_type,interview_group,priority_theme,business_priority,fact_text,decision_supported,confidence,active_candidate_status
meridian-health,MER-SA07-FACT-0134,MER-SA07-INT-EVID-0134,executive_interview_observation,CISO / Security,operating model,Payment integrity and leakage reduction,"CISO / Security says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0135,MER-SA07-INT-EVID-0135,executive_interview_observation,CISO / Security,vendor,Automated close and reporting,"CISO / Security says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0136,MER-SA07-INT-EVID-0136,executive_interview_observation,CISO / Security,platform,Unified clinical + claims lakehouse,"CISO / Security says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0137,MER-SA07-INT-EVID-0137,executive_interview_observation,CISO / Security,data,Governed data foundation for AI / LLM automation,"CISO / Security says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0138,MER-SA07-INT-EVID-0138,executive_interview_observation,CISO / Security,modernization,Call center optimization,"CISO / Security says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0139,MER-SA07-INT-EVID-0139,executive_interview_observation,CISO / Security,AI readiness,Provider quality and performance,"CISO / Security says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0140,MER-SA07-INT-EVID-0140,executive_interview_observation,CISO / Security,risk,End-to-end cost transparency,"CISO / Security says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0141,MER-SA07-INT-EVID-0141,executive_interview_observation,CISO / Security,metrics,Payment integrity and leakage reduction,"CISO / Security says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0142,MER-SA07-INT-EVID-0142,executive_interview_observation,CISO / Security,value,Automated close and reporting,"CISO / Security says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0143,MER-SA07-INT-EVID-0143,executive_interview_observation,CISO / Security,sourcing,Unified clinical + claims lakehouse,"CISO / Security says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0144,MER-SA07-INT-EVID-0144,executive_interview_observation,CISO / Security,evidence,Governed data foundation for AI / LLM automation,"CISO / Security says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0145,MER-SA07-INT-EVID-0145,executive_interview_observation,Enterprise Architecture,strategy,Payment integrity and leakage reduction,"Enterprise Architecture says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0146,MER-SA07-INT-EVID-0146,executive_interview_observation,Enterprise Architecture,operating model,Automated close and reporting,"Enterprise Architecture says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0147,MER-SA07-INT-EVID-0147,executive_interview_observation,Enterprise Architecture,vendor,Unified clinical + claims lakehouse,"Enterprise Architecture says Unified clinical + claims lakehouse is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0148,MER-SA07-INT-EVID-0148,executive_interview_observation,Enterprise Architecture,platform,Governed data foundation for AI / LLM automation,"Enterprise Architecture says Governed data foundation for AI / LLM automation is promising, but platform is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0149,MER-SA07-INT-EVID-0149,executive_interview_observation,Enterprise Architecture,data,Call center optimization,"Enterprise Architecture says Call center optimization is promising, but data is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0150,MER-SA07-INT-EVID-0150,executive_interview_observation,Enterprise Architecture,modernization,Provider quality and performance,"Enterprise Architecture says Provider quality and performance is promising, but modernization is not decision-grade until Epic Caboodle evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0151,MER-SA07-INT-EVID-0151,executive_interview_observation,Enterprise Architecture,AI readiness,End-to-end cost transparency,"Enterprise Architecture says End-to-end cost transparency is promising, but AI readiness is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0152,MER-SA07-INT-EVID-0152,executive_interview_observation,Enterprise Architecture,risk,Payment integrity and leakage reduction,"Enterprise Architecture says Payment integrity and leakage reduction is promising, but risk is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0153,MER-SA07-INT-EVID-0153,executive_interview_observation,Enterprise Architecture,metrics,Automated close and reporting,"Enterprise Architecture says Automated close and reporting is promising, but metrics is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0154,MER-SA07-INT-EVID-0154,executive_interview_observation,Enterprise Architecture,value,Unified clinical + claims lakehouse,"Enterprise Architecture says Unified clinical + claims lakehouse is promising, but value is not decision-grade until Databricks on AWS evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0155,MER-SA07-INT-EVID-0155,executive_interview_observation,Enterprise Architecture,sourcing,Governed data foundation for AI / LLM automation,"Enterprise Architecture says Governed data foundation for AI / LLM automation is promising, but sourcing is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0156,MER-SA07-INT-EVID-0156,executive_interview_observation,Enterprise Architecture,evidence,Call center optimization,"Enterprise Architecture says Call center optimization is promising, but evidence is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0157,MER-SA07-INT-EVID-0157,executive_interview_observation,Application Owners / Business Applications,strategy,Automated close and reporting,"Application Owners / Business Applications says Automated close and reporting is promising, but strategy is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0158,MER-SA07-INT-EVID-0158,executive_interview_observation,Application Owners / Business Applications,operating model,Unified clinical + claims lakehouse,"Application Owners / Business Applications says Unified clinical + claims lakehouse is promising, but operating model is not decision-grade until Epic Caboodle evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0159,MER-SA07-INT-EVID-0159,executive_interview_observation,Application Owners / Business Applications,vendor,Governed data foundation for AI / LLM automation,"Application Owners / Business Applications says Governed data foundation for AI / LLM automation is promising, but vendor is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0160,MER-SA07-INT-EVID-0160,executive_interview_observation,Application Owners / Business Applications,platform,Call center optimization,"Application Owners / Business Applications says Call center optimization is promising, but platform is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0161,MER-SA07-INT-EVID-0161,executive_interview_observation,Application Owners / Business Applications,data,Provider quality and performance,"Application Owners / Business Applications says Provider quality and performance is promising, but data is not decision-grade until Provider contract repository evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0162,MER-SA07-INT-EVID-0162,executive_interview_observation,Application Owners / Business Applications,modernization,End-to-end cost transparency,"Application Owners / Business Applications says End-to-end cost transparency is promising, but modernization is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0163,MER-SA07-INT-EVID-0163,executive_interview_observation,Application Owners / Business Applications,AI readiness,Payment integrity and leakage reduction,"Application Owners / Business Applications says Payment integrity and leakage reduction is promising, but AI readiness is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0164,MER-SA07-INT-EVID-0164,executive_interview_observation,Application Owners / Business Applications,risk,Automated close and reporting,"Application Owners / Business Applications says Automated close and reporting is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0165,MER-SA07-INT-EVID-0165,executive_interview_observation,Application Owners / Business Applications,metrics,Unified clinical + claims lakehouse,"Application Owners / Business Applications says Unified clinical + claims lakehouse is promising, but metrics is not decision-grade until Pharmacy claims platform evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0166,MER-SA07-INT-EVID-0166,executive_interview_observation,Application Owners / Business Applications,value,Governed data foundation for AI / LLM automation,"Application Owners / Business Applications says Governed data foundation for AI / LLM automation is promising, but value is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0167,MER-SA07-INT-EVID-0167,executive_interview_observation,Application Owners / Business Applications,sourcing,Call center optimization,"Application Owners / Business Applications says Call center optimization is promising, but sourcing is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0168,MER-SA07-INT-EVID-0168,executive_interview_observation,Application Owners / Business Applications,evidence,Provider quality and performance,"Application Owners / Business Applications says Provider quality and performance is promising, but evidence is not decision-grade until Epic Clarity evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0169,MER-SA07-INT-EVID-0169,executive_interview_observation,Service Management / IT Operations,strategy,Unified clinical + claims lakehouse,"Service Management / IT Operations says Unified clinical + claims lakehouse is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0170,MER-SA07-INT-EVID-0170,executive_interview_observation,Service Management / IT Operations,operating model,Governed data foundation for AI / LLM automation,"Service Management / IT Operations says Governed data foundation for AI / LLM automation is promising, but operating model is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0171,MER-SA07-INT-EVID-0171,executive_interview_observation,Service Management / IT Operations,vendor,Call center optimization,"Service Management / IT Operations says Call center optimization is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0172,MER-SA07-INT-EVID-0172,executive_interview_observation,Service Management / IT Operations,platform,Provider quality and performance,"Service Management / IT Operations says Provider quality and performance is promising, but platform is not decision-grade until Power BI reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0173,MER-SA07-INT-EVID-0173,executive_interview_observation,Service Management / IT Operations,data,End-to-end cost transparency,"Service Management / IT Operations says End-to-end cost transparency is promising, but data is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0174,MER-SA07-INT-EVID-0174,executive_interview_observation,Service Management / IT Operations,modernization,Payment integrity and leakage reduction,"Service Management / IT Operations says Payment integrity and leakage reduction is promising, but modernization is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0175,MER-SA07-INT-EVID-0175,executive_interview_observation,Service Management / IT Operations,AI readiness,Automated close and reporting,"Service Management / IT Operations says Automated close and reporting is promising, but AI readiness is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0176,MER-SA07-INT-EVID-0176,executive_interview_observation,Service Management / IT Operations,risk,Unified clinical + claims lakehouse,"Service Management / IT Operations says Unified clinical + claims lakehouse is promising, but risk is not decision-grade until Claims administration platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0177,MER-SA07-INT-EVID-0177,executive_interview_observation,Service Management / IT Operations,metrics,Governed data foundation for AI / LLM automation,"Service Management / IT Operations says Governed data foundation for AI / LLM automation is promising, but metrics is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0178,MER-SA07-INT-EVID-0178,executive_interview_observation,Service Management / IT Operations,value,Call center optimization,"Service Management / IT Operations says Call center optimization is promising, but value is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0179,MER-SA07-INT-EVID-0179,executive_interview_observation,Service Management / IT Operations,sourcing,Provider quality and performance,"Service Management / IT Operations says Provider quality and performance is promising, but sourcing is not decision-grade until Epic Caboodle evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0180,MER-SA07-INT-EVID-0180,executive_interview_observation,Service Management / IT Operations,evidence,End-to-end cost transparency,"Service Management / IT Operations says End-to-end cost transparency is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0181,MER-SA07-INT-EVID-0181,executive_interview_observation,Procurement / Vendor Management,strategy,Governed data foundation for AI / LLM automation,"Procurement / Vendor Management says Governed data foundation for AI / LLM automation is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0182,MER-SA07-INT-EVID-0182,executive_interview_observation,Procurement / Vendor Management,operating model,Call center optimization,"Procurement / Vendor Management says Call center optimization is promising, but operating model is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0183,MER-SA07-INT-EVID-0183,executive_interview_observation,Procurement / Vendor Management,vendor,Provider quality and performance,"Procurement / Vendor Management says Provider quality and performance is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0184,MER-SA07-INT-EVID-0184,executive_interview_observation,Procurement / Vendor Management,platform,End-to-end cost transparency,"Procurement / Vendor Management says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0185,MER-SA07-INT-EVID-0185,executive_interview_observation,Procurement / Vendor Management,data,Payment integrity and leakage reduction,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0186,MER-SA07-INT-EVID-0186,executive_interview_observation,Procurement / Vendor Management,modernization,Automated close and reporting,"Procurement / Vendor Management says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0187,MER-SA07-INT-EVID-0187,executive_interview_observation,Procurement / Vendor Management,AI readiness,Unified clinical + claims lakehouse,"Procurement / Vendor Management says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0188,MER-SA07-INT-EVID-0188,executive_interview_observation,Procurement / Vendor Management,risk,Governed data foundation for AI / LLM automation,"Procurement / Vendor Management says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0189,MER-SA07-INT-EVID-0189,executive_interview_observation,Procurement / Vendor Management,metrics,Call center optimization,"Procurement / Vendor Management says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0190,MER-SA07-INT-EVID-0190,executive_interview_observation,Procurement / Vendor Management,value,Provider quality and performance,"Procurement / Vendor Management says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0191,MER-SA07-INT-EVID-0191,executive_interview_observation,Procurement / Vendor Management,sourcing,End-to-end cost transparency,"Procurement / Vendor Management says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0192,MER-SA07-INT-EVID-0192,executive_interview_observation,Procurement / Vendor Management,evidence,Payment integrity and leakage reduction,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0193,MER-SA07-INT-EVID-0193,executive_interview_observation,HR / Workforce / Change Management,strategy,Call center optimization,"HR / Workforce / Change Management says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0194,MER-SA07-INT-EVID-0194,executive_interview_observation,HR / Workforce / Change Management,operating model,Provider quality and performance,"HR / Workforce / Change Management says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0195,MER-SA07-INT-EVID-0195,executive_interview_observation,HR / Workforce / Change Management,vendor,End-to-end cost transparency,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0196,MER-SA07-INT-EVID-0196,executive_interview_observation,HR / Workforce / Change Management,platform,Payment integrity and leakage reduction,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0197,MER-SA07-INT-EVID-0197,executive_interview_observation,HR / Workforce / Change Management,data,Automated close and reporting,"HR / Workforce / Change Management says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0198,MER-SA07-INT-EVID-0198,executive_interview_observation,HR / Workforce / Change Management,modernization,Unified clinical + claims lakehouse,"HR / Workforce / Change Management says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0199,MER-SA07-INT-EVID-0199,executive_interview_observation,HR / Workforce / Change Management,AI readiness,Governed data foundation for AI / LLM automation,"HR / Workforce / Change Management says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0200,MER-SA07-INT-EVID-0200,executive_interview_observation,HR / Workforce / Change Management,risk,Call center optimization,"HR / Workforce / Change Management says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0201,MER-SA07-INT-EVID-0201,executive_interview_observation,HR / Workforce / Change Management,metrics,Provider quality and performance,"HR / Workforce / Change Management says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0202,MER-SA07-INT-EVID-0202,executive_interview_observation,HR / Workforce / Change Management,value,End-to-end cost transparency,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
