tenant_key,evidence_id,interview_group,relationship_status,confidence,relationship_id,relationship_type,source_entity,target_entity,relationship_evidence
meridian-health,MER-SA07-INT-EVID-0128,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0128-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,Privacy,"Privacy / Compliance / Legal says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0129,Privacy / Compliance / Legal,candidate_until_validated,medium,MER-SA07-REL-0129-FUNCTION-SYSTEM,function_to_system,Privacy / Compliance / Legal,Claims administration platform,"Privacy / Compliance / Legal says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0129,Privacy / Compliance / Legal,candidate_until_validated,medium,MER-SA07-REL-0129-SYSTEM-DATA,system_to_data_asset,Claims administration platform,provider contracts,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0129,Privacy / Compliance / Legal,candidate_until_validated,medium,MER-SA07-REL-0129-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0129,Privacy / Compliance / Legal,candidate_until_validated,medium,MER-SA07-REL-0129-METRIC-OWNER,metric_to_owner,baseline_required,Privacy,Which KPI baseline should Tower validate first?
meridian-health,MER-SA07-INT-EVID-0129,Privacy / Compliance / Legal,candidate_until_validated,medium,MER-SA07-REL-0129-RISK-CONTROL,risk_to_control,Provider contract terms not digitized in governed form,control evidence needed,Provider contract terms not digitized in governed form
meridian-health,MER-SA07-INT-EVID-0129,Privacy / Compliance / Legal,candidate_until_validated,medium,MER-SA07-REL-0129-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,Privacy,"Privacy / Compliance / Legal says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0130,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0130-FUNCTION-SYSTEM,function_to_system,Privacy / Compliance / Legal,SAS analytics estate,"Privacy / Compliance / Legal says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0130,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0130-SYSTEM-DATA,system_to_data_asset,SAS analytics estate,recovery workflow,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0130,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0130-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0130,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0130-METRIC-OWNER,metric_to_owner,baseline_required,Privacy,What value expectation should finance test before approval?
meridian-health,MER-SA07-INT-EVID-0130,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0130-RISK-CONTROL,risk_to_control,Provider entity resolution not proven,control evidence needed,Provider entity resolution not proven
meridian-health,MER-SA07-INT-EVID-0130,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0130-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,Privacy,"Privacy / Compliance / Legal says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0131,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0131-FUNCTION-SYSTEM,function_to_system,Privacy / Compliance / Legal,Tableau reporting estate,"Privacy / Compliance / Legal says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0131,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0131-SYSTEM-DATA,system_to_data_asset,Tableau reporting estate,GL,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0131,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0131-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0131,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0131-METRIC-OWNER,metric_to_owner,baseline_required,Privacy,Which sourcing constraint should Source understand before event generation?
meridian-health,MER-SA07-INT-EVID-0131,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0131-RISK-CONTROL,risk_to_control,Close workflow integration not proven,control evidence needed,Close workflow integration not proven
meridian-health,MER-SA07-INT-EVID-0131,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0131-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,Privacy,"Privacy / Compliance / Legal says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0132,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0132-FUNCTION-SYSTEM,function_to_system,Privacy / Compliance / Legal,Epic Caboodle,"Privacy / Compliance / Legal says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0132,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0132-SYSTEM-DATA,system_to_data_asset,Epic Caboodle,claims,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0132,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0132-USECASE-EVIDENCE,use_case_to_evidence_needed,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0132,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0132-METRIC-OWNER,metric_to_owner,baseline_required,Privacy,What evidence would make the next decision safer?
meridian-health,MER-SA07-INT-EVID-0132,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0132-RISK-CONTROL,risk_to_control,AWS/Databricks foundation not ready,control evidence needed,AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0132,Privacy / Compliance / Legal,candidate_until_validated,high,MER-SA07-REL-0132-INITIATIVE-SPONSOR,initiative_to_sponsor,Unified clinical + claims lakehouse,Privacy,"Privacy / Compliance / Legal says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0133,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0133-FUNCTION-SYSTEM,function_to_system,CISO / Security,Claims administration platform,"CISO / Security says End-to-end cost transparency is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0133,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0133-SYSTEM-DATA,system_to_data_asset,Claims administration platform,claims,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0133,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0133-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0133,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0133-METRIC-OWNER,metric_to_owner,baseline_required,CISO,What are the top strategic priorities this year?
meridian-health,MER-SA07-INT-EVID-0133,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0133-RISK-CONTROL,risk_to_control,Provider contract terms not digitized in governed form,control evidence needed,Provider contract terms not digitized in governed form
meridian-health,MER-SA07-INT-EVID-0133,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0133-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,CISO,"CISO / Security says End-to-end cost transparency is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0134,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0134-FUNCTION-SYSTEM,function_to_system,CISO / Security,SAS analytics estate,"CISO / Security says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0134,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0134-SYSTEM-DATA,system_to_data_asset,SAS analytics estate,fraud waste abuse,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0134,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0134-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0134,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0134-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Where does the current operating model slow decisions?
meridian-health,MER-SA07-INT-EVID-0134,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0134-RISK-CONTROL,risk_to_control,Provider entity resolution not proven,control evidence needed,Provider entity resolution not proven
meridian-health,MER-SA07-INT-EVID-0134,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0134-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,CISO,"CISO / Security says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0135,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0135-FUNCTION-SYSTEM,function_to_system,CISO / Security,Tableau reporting estate,"CISO / Security says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0135,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0135-SYSTEM-DATA,system_to_data_asset,Tableau reporting estate,financial reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0135,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0135-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0135,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0135-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Which vendor or contract issue creates the most friction?
meridian-health,MER-SA07-INT-EVID-0135,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0135-RISK-CONTROL,risk_to_control,Close workflow integration not proven,control evidence needed,Close workflow integration not proven
meridian-health,MER-SA07-INT-EVID-0135,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0135-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,CISO,"CISO / Security says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0136,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0136-FUNCTION-SYSTEM,function_to_system,CISO / Security,Pharmacy claims platform,"CISO / Security says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0136,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0136-SYSTEM-DATA,system_to_data_asset,Pharmacy claims platform,patient/member identity,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0136,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0136-USECASE-EVIDENCE,use_case_to_evidence_needed,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0136,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0136-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Which application or platform constraint matters most?
meridian-health,MER-SA07-INT-EVID-0136,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0136-RISK-CONTROL,risk_to_control,AWS/Databricks foundation not ready,control evidence needed,AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0136,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0136-INITIATIVE-SPONSOR,initiative_to_sponsor,Unified clinical + claims lakehouse,CISO,"CISO / Security says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0137,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0137-FUNCTION-SYSTEM,function_to_system,CISO / Security,Epic Clarity,"CISO / Security says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0137,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0137-SYSTEM-DATA,system_to_data_asset,Epic Clarity,data quality rules,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,MER-SA07-INT-EVID-0137,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0137-USECASE-EVIDENCE,use_case_to_evidence_needed,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0137,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0137-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Where are data quality or lineage gaps blocking confidence?
meridian-health,MER-SA07-INT-EVID-0137,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0137-RISK-CONTROL,risk_to_control,No formal data governance,control evidence needed,No formal data governance
meridian-health,MER-SA07-INT-EVID-0137,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0137-INITIATIVE-SPONSOR,initiative_to_sponsor,Governed data foundation for AI / LLM automation,CISO,"CISO / Security says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0138,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0138-FUNCTION-SYSTEM,function_to_system,CISO / Security,CRM / member case management,"CISO / Security says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0138,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0138-SYSTEM-DATA,system_to_data_asset,CRM / member case management,transcripts,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0138,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0138-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0138,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0138-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Which modernization priority is hardest to fund or sequence?
meridian-health,MER-SA07-INT-EVID-0138,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0138-RISK-CONTROL,risk_to_control,Real-time integration not proven,control evidence needed,Real-time integration not proven
meridian-health,MER-SA07-INT-EVID-0138,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0138-INITIATIVE-SPONSOR,initiative_to_sponsor,Call center optimization,CISO,"CISO / Security says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0139,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0139-FUNCTION-SYSTEM,function_to_system,CISO / Security,Epic Clarity,"CISO / Security says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0139,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0139-SYSTEM-DATA,system_to_data_asset,Epic Clarity,STAR,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0139,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0139-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0139,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0139-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Which AI use case has executive appetite but weak evidence?
meridian-health,MER-SA07-INT-EVID-0139,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0139-RISK-CONTROL,risk_to_control,Provider contract linkage not certified,control evidence needed,Provider contract linkage not certified
meridian-health,MER-SA07-INT-EVID-0139,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0139-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,CISO,"CISO / Security says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0140,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0140-FUNCTION-SYSTEM,function_to_system,CISO / Security,SQL Server reporting marts,"CISO / Security says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0140,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0140-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,capitation,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0140,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0140-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0140,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0140-METRIC-OWNER,metric_to_owner,baseline_required,CISO,What risk or control would block production use?
meridian-health,MER-SA07-INT-EVID-0140,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0140-RISK-CONTROL,risk_to_control,Margin semantic model not certified,control evidence needed,Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0140,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0140-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,CISO,"CISO / Security says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0141,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0141-FUNCTION-SYSTEM,function_to_system,CISO / Security,Claims administration platform,"CISO / Security says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0141,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0141-SYSTEM-DATA,system_to_data_asset,Claims administration platform,provider entity resolution,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0141,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0141-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0141,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0141-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Which KPI baseline should Tower validate first?
meridian-health,MER-SA07-INT-EVID-0141,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0141-RISK-CONTROL,risk_to_control,Rules and model lineage not governed,control evidence needed,Rules and model lineage not governed
meridian-health,MER-SA07-INT-EVID-0141,CISO / Security,candidate_until_validated,medium,MER-SA07-REL-0141-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,CISO,"CISO / Security says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0142,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0142-FUNCTION-SYSTEM,function_to_system,CISO / Security,Power BI reporting estate,"CISO / Security says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0142,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0142-SYSTEM-DATA,system_to_data_asset,Power BI reporting estate,reconciliation exceptions,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0142,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0142-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0142,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0142-METRIC-OWNER,metric_to_owner,baseline_required,CISO,What value expectation should finance test before approval?
meridian-health,MER-SA07-INT-EVID-0142,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0142-RISK-CONTROL,risk_to_control,Certified finance semantic layer not loaded,control evidence needed,Certified finance semantic layer not loaded
meridian-health,MER-SA07-INT-EVID-0142,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0142-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,CISO,"CISO / Security says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0143,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0143-FUNCTION-SYSTEM,function_to_system,CISO / Security,Epic Clarity,"CISO / Security says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0143,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0143-SYSTEM-DATA,system_to_data_asset,Epic Clarity,EMR clinical,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0143,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0143-USECASE-EVIDENCE,use_case_to_evidence_needed,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0143,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0143-METRIC-OWNER,metric_to_owner,baseline_required,CISO,Which sourcing constraint should Source understand before event generation?
meridian-health,MER-SA07-INT-EVID-0143,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0143-RISK-CONTROL,risk_to_control,Claims and pharmacy harmonization not proven,control evidence needed,Claims and pharmacy harmonization not proven
meridian-health,MER-SA07-INT-EVID-0143,CISO / Security,candidate_until_validated,high,MER-SA07-REL-0143-INITIATIVE-SPONSOR,initiative_to_sponsor,Unified clinical + claims lakehouse,CISO,"CISO / Security says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
