audit_date,module,schema_table,object_kind,business_purpose,system_of_record,tenant_isolation,primary_business_keys,main_relationships,state_model,temporal_support,evidence_lineage,data_quality,current_consumers,metrics_produced,canonical_equivalent,future_classification,classification_rationale,migration_complexity,cutover_requirement,source_files,parsed_columns_sample,code_reference_count,confidence
2026-07-27,Tower,cio_tower.mart_ai_portfolio,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),ai_portfolio_key,ai_portfolio_key; tenant_key,funding_status; value_claim_status,finance_validated_value_usd; formula_version; updated_at,evidence_ids; source_fact_keys; source_file; source_row,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,,to_be_mapped,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,ai_portfolio_key; tenant_key; item_name; item_kind; vendor_name; system_name; ai_spend_type; ai_spend_category; funding_status; decision_lane; approved_funding_usd; ai_tagged_spend_usd; promised_value_usd; finance_validated_value_usd; usage_metric; usage_actual; adoption_rate_pct; value_score; readiness_score; risk_score; platform_embedded_ai_flag; duplicate_risk; value_claim_status; tower_claim_allowed,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.mart_command_center,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key; tenant_name),command_center_key,command_center_key; tenant_key; source_run_id,Not explicit in parsed columns,mart_version; formula_version; partial_finance_validated_value_ytd; candidate_ai_opportunities; created_at; updated_at,source_standard; source_run_id; source_fact_keys; source_files,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,,to_be_mapped,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,command_center_key; tenant_key; tenant_name; mart_version; source_standard; formula_version; source_run_id; total_it_budget_fy26; run_budget_fy26; change_budget_fy26; approved_program_budget_fy26; ai_tagged_spend_fy26_non_additive; promised_value_fy26; partial_finance_validated_value_ytd; realized_value_ytd_allowed; candidate_ai_opportunities; watch_pressure_signals; run_ratio; change_ratio; finance_validation_ratio; decision_question; executive_summary; source_fact_keys; source_files,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.mart_cxo_actions,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),action_key,action_key; tenant_key,Not explicit in parsed columns,formula_version; updated_at,evidence_ids; source_fact_keys,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,,to_be_mapped,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,action_key; tenant_key; sequence; action_lane; title; action_body; owner_hint; module_handoff; evidence_ids; source_fact_keys; formula_version; updated_at,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.mart_evidence_lineage,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),lineage_key,lineage_key; tenant_key,Not explicit in parsed columns,formula_version; updated_at,lineage_key; source_file; source_row; source_system; source_fact_keys,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,,knowledge.evidence,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,lineage_key; tenant_key; surface_section; displayed_fact; displayed_value_text; displayed_value_numeric; source_file; source_row; source_system; source_fact_keys; formula_version; caveat; updated_at,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.mart_program_decision_lanes,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),lane_key,lane_key; tenant_key,value_claim_status,finance_validated_value_usd; formula_version; updated_at,evidence_ids; source_fact_keys; source_file; source_row,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,,knowledge.program,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,lane_key; tenant_key; program_code; program_name; owner_role; finance_owner_role; decision_lane; decision_rationale; approved_funding_usd; ai_tagged_spend_usd; promised_value_usd; finance_validated_value_usd; usage_metric; usage_actual; adoption_rate_pct; value_claim_status; tower_claim_allowed; required_gates; caveat; evidence_ids; source_fact_keys; source_file; source_row; formula_version,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.mart_required_field_gaps,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),gap_key,gap_key; tenant_key; mart_record_key; source_record_id,Not explicit in parsed columns,formula_version; created_at,source_template; source_record_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,,to_be_mapped,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,gap_key; tenant_key; mart_table; mart_record_key; required_field; source_template; source_record_id; severity; owner_hint; remediation_action; blocking; formula_version; created_at,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.mart_value_funnel,table,Derived read model or reporting projection.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),funnel_key,funnel_key; tenant_key; stage_key; denominator_stage_key,stage_key; stage_label; denominator_stage_key; claim_status,conversion_ratio; formula_version; updated_at,source_fact_keys; source_file; source_row,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/project-meridian-v3-to-cio-tower.mjs; src/lib/cio-tower/tower-mart-view-model.ts,Metric/value/cost family candidate,knowledge.metric,project_shared_consumption,"Derived object shaped for reuse by screens, reports, exports, or aVa.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260717164000_cio_tower_command_mart_v1.sql,funnel_key; tenant_key; sequence; stage_key; stage_label; value_numeric; denominator_stage_key; conversion_ratio; claim_status; caveat; source_fact_keys; source_file; source_row; formula_version; updated_at,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.measure_results,table,Persisted module object requiring owner review.,Candidate/domain-derived; not canonical until promoted,tenant/user column observed (tenant_key),result_key,result_key; tenant_key; measure_key,Not explicit in parsed columns,period; formula_version,source_fact_keys,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/qa/tower-answer-contract-server-runner.ts; scripts/tower/load-cio-tower-standardized-v1.mjs; scripts/tower/project-meridian-v3-to-cio-tower.mjs; scripts/tower/query-cio-tower-proof.mjs; scripts/tower/validate-cio-tower-quality.mjs; src/lib/cio-tower/answer.ts; src/lib/cio-tower/cxo-view-model.ts; src/lib/cio-tower/metric-packet-store.ts,,knowledge.metric_observation,project_shared_consumption,Tower metric observations are calculated/published results for shared consumption after parity proof.,Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,result_key; tenant_key; measure_key; scope; period; basis; dimensions; value_numeric; value_json; source_fact_keys; formula_version; computed_at,8,high: migration DDL parsed
2026-07-27,Tower,cio_tower.measures,table,Persisted module object requiring owner review.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (policy only),measure_key,measure_key; reconciles_to_measure_key,Not explicit in parsed columns,formula_version; created_at; updated_at,artifact_default,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/qa/tower-answer-contract-server-runner.ts; scripts/tower/load-cio-tower-standardized-v1.mjs; src/lib/cio-tower/answer.ts; src/lib/cio-tower/cxo-view-model.ts; src/lib/cio-tower/metric-packet-store.ts,,knowledge.metric_definition,promote_link_canonical_knowledge,Tower metric definitions should link to the shared metric definition registry.,Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,measure_key; label; description; default_scope; grain_filter; group_by; aggregation; numerator_filter; denominator_filter; reconciles_to_measure_key; honesty_rule; artifact_default; formula; formula_version; active; created_at; updated_at,5,high: migration DDL parsed
2026-07-27,Tower,cio_tower.prompt_packages,table,"AI generation trace, prompt package, or audit record.",Domain workflow system of record,tenant/user column observed (tenant_key),prompt_package_key,prompt_package_key; tenant_key; contract_key; measure_key,Not explicit in parsed columns,created_at,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/qa/tower-answer-contract-executor.ts; scripts/tower/query-cio-tower-answer-traces.mjs; src/lib/cio-tower/answer.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,prompt_package_key; tenant_key; surface; user_question; contract_key; measure_key; deterministic_packet; prompt_text; prompt_hash; model_name; created_at,3,high: migration DDL parsed
2026-07-27,Tower,cio_tower.question_contracts,table,"Vendor, contract, or commercial-evidence substrate.",Domain workflow system of record,RLS/policy marker observed (policy only),contract_key,contract_key; measure_key; prompt_policy_key,Not explicit in parsed columns,created_at,artifact_type,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/load-cio-tower-standardized-v1.mjs; scripts/tower/validate-cio-tower-quality.mjs; src/lib/cio-tower/answer.ts,,product.tower_question_contract,retain_operational,"Question contracts govern Tower answer behavior; they are product configuration, not vendor contracts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,contract_key; surface; intent; question_family; measure_key; default_scope; dimensions; filters_schema; required_fields; artifact_type; outside_scope_rule; prompt_policy_key; visible_answer_contract; examples; active; created_at,3,high: migration DDL parsed
2026-07-27,Tower,cio_tower.relationships,table,Persisted module object requiring owner review.,Domain workflow system of record,tenant/user column observed (tenant_key),relationship_key,relationship_key; tenant_key; from_entity_key; to_entity_key; source_key,Not explicit in parsed columns,created_at,confidence; source_key; source_row,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/load-cio-tower-standardized-v1.mjs; scripts/tower/project-meridian-v3-to-cio-tower.mjs; scripts/tower/query-cio-tower-proof.mjs; scripts/tower/validate-cio-tower-quality.mjs; src/lib/cio-tower/answer.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,relationship_key; tenant_key; from_entity_key; to_entity_key; relationship_type; confidence; source_key; source_row; attributes; created_at,5,high: migration DDL parsed
2026-07-27,Tower,cio_tower.source_registry,table,Persisted module object requiring owner review.,Domain workflow system of record,tenant/user column observed (tenant_key),source_key,source_key; tenant_key; upload_run_id,Not explicit in parsed columns,source_version; freshness_date,source_key; source_system; source_file; source_kind; source_version,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/load-cio-tower-standardized-v1.mjs; scripts/tower/project-meridian-v3-to-cio-tower.mjs; scripts/tower/query-cio-tower-proof.mjs; scripts/tower/validate-cio-tower-quality.mjs; src/lib/cio-tower/cxo-view-model.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,source_key; tenant_key; source_system; source_file; source_kind; source_version; upload_run_id; loaded_at; freshness_date; trust_tier; row_count; metadata,5,high: migration DDL parsed
2026-07-27,Tower,cio_tower.tool_identity_aliases,table,Persisted module object requiring owner review.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),alias_key,alias_key; tenant_key; canonical_tool_key; canonical_program_key,Not explicit in parsed columns,created_at; updated_at,source,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,to_be_mapped,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260721160000_cio_tower_tool_identity_aliases_v1.sql,alias_key; tenant_key; canonical_tool_key; alias; vendor_name; system_name; program_code; canonical_program_key; source; active; created_at; updated_at,0,high: migration DDL parsed
2026-07-27,Tower,cio_tower.validation_results,table,Persisted module object requiring owner review.,Domain workflow system of record,tenant/user column observed (tenant_key),validation_result_key,validation_result_key; validation_run_key; tenant_key,status,created_at,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,validation_result_key; validation_run_key; tenant_key; question; expected; actual; status; notes; created_at,0,high: migration DDL parsed
2026-07-27,Tower,cio_tower.validation_runs,table,Persisted module object requiring owner review.,Domain workflow system of record,tenant/user column observed (tenant_key),validation_run_key,validation_run_key; tenant_key,status,Current-state unknown; live profiling required,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,validation_run_key; run_type; tenant_key; started_at; finished_at; status; summary,0,high: migration DDL parsed
2026-07-27,Tower,intelligence_v7.active_tenant_contract_versions,table,"Vendor, contract, or commercial-evidence substrate.",Domain workflow system of record,RLS/policy marker observed (tenant_key),tenant_key,tenant_key,promotion_status,active_contract_version; candidate_contract_version; rollback_contract_version; created_at; updated_at,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/audit/candidate-invisibility-guard.mjs; src/lib/tower/__tests__/v7-tower-projection.test.ts; src/lib/tower/v7-tower-projection.ts,,governance.publication_contract_version,retain_operational,"Active contract-version pointers are runtime governance/configuration, not commercial contract facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260709203000_intelligence_v7_moat_foundation.sql,tenant_key; active_contract_version; candidate_contract_version; rollback_contract_version; promotion_status; promoted_by; promoted_at; proof_bundle_uri; promotion_notes; metadata; created_at; updated_at,3,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_actions,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; action_key; related_record_key,status; evidence_state,due_date; created_at; updated_at,evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; action_key; related_record_type; related_record_key; posture; title; rationale; owner_role; due_date; status; evidence_state; payload; created_at; updated_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_agent_outcomes,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; agent_key,evidence_state,created_at,source_id; evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; agent_key; vendor; module; agent_name; persona; workflow; eligible_volume; ai_touched_volume; auto_resolved_volume; cycle_time_before; cycle_time_after; quality_before; quality_after; monthly_spend_usd; evidence_state; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_atlas_context_packs,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; pack_key,Not explicit in parsed columns,created_at,evidence_keys,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,consumption.context_pack,project_shared_consumption,"Context packs are derived read bundles for aVa/Tower consumption, not canonical source truth.",Medium,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; pack_key; lens; question_intent; visible_metric_keys; context_json; evidence_keys; retrieval_verified; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_benefit_realization,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; benefit_key; initiative_key; metric_key,readiness_state; evidence_state,created_at,source_id; confidence; evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; benefit_key; initiative_key; benefit_name; metric_key; baseline_value; current_value; target_value; promised_annual_value_usd; realized_annual_value_usd; confidence; readiness_state; evidence_state; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_context_facts,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; record_key; fact_key,evidence_state,period_start; period_end; created_at,confidence; evidence_state; evidence_keys,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; record_type; record_key; fact_key; fact_type; fact_value; fact_text; period_start; period_end; confidence; evidence_state; evidence_keys; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_context_relationships,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; relationship_key; from_record_key; to_record_key,Not explicit in parsed columns,created_at,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; relationship_key; relationship_type; from_record_type; from_record_key; to_record_type; to_record_key; properties; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_dora_metrics,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; tool_key,evidence_state,period_start; period_end; created_at,source_id; evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; team; repo; tool_key; period_start; period_end; deployment_frequency_before; deployment_frequency_after; lead_time_hours_before; lead_time_hours_after; change_failure_rate_pct_before; change_failure_rate_pct_after; mttr_hours_before; mttr_hours_after; sample_size_deploys; evidence_state; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_evidence_items,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; evidence_key; record_key,evidence_state,created_at,evidence_key; evidence_type; citation_label; citation_locator; evidence_pointer; evidence_state; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; evidence_key; record_type; record_key; evidence_type; citation_label; citation_locator; evidence_pointer; evidence_state; confidence; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_initiatives,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; initiative_key; target_metric_key,stage; status_flag,target_date; record_version; created_at; updated_at,source_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.program,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; initiative_key; initiative_name; category; stage; business_owner_role; executive_sponsor_role; vendor; tool_or_system; impacted_personas; promised_benefit; target_metric_key; baseline_value; target_value; target_date; status_flag; record_version; is_current; payload; created_at; updated_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_persona_productivity,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; persona_key; metric_key; initiative_key,evidence_state,created_at,source_id; confidence; evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; persona_key; persona_name; function_name; workflow; metric_key; unit; baseline_value; current_value; target_value; initiative_key; confidence; evidence_state; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_refresh_runs,table,Risk/control governance or monitoring substrate.,Domain workflow system of record,RLS/policy marker observed (client_id; client_key),id,id; client_id; client_key; refresh_run_key,status,reporting_period_start; reporting_period_end; parser_version; created_at; updated_at,source_count; source_fingerprint,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,operations.refresh_run,retain_operational,"Refresh runs are operational lineage for Tower publication, not enterprise facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; client_key; refresh_run_key; reporting_period_start; reporting_period_end; run_type; status; source_count; rows_seen; rows_valid; rows_rejected; review_required_count; receipt_uri; parser_version; source_fingerprint; metadata; created_at; updated_at; committed_at; indexed_at; retrieval_verified_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_risk_governance,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; risk_key; initiative_key,status; evidence_state,created_at,source_id; evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,knowledge.risk_control,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; risk_key; initiative_key; dimension; severity; status; risk_description; owner_role; required_action; governance_gate; evidence_state; payload; created_at,0,high: migration DDL parsed
2026-07-27,Tower,public.ai_control_spend_contracts,table,Risk/control governance or monitoring substrate.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; refresh_run_id; source_id; spend_key; initiative_key,evidence_state,renewal_date; created_at,source_id; evidence_state,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,Metric/value/cost family candidate,knowledge.contract,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260616170000_ai_control_tower_substrate.sql; supabase/migrations/20260722220000_ai_control_substrate_drift_repair.sql,id; client_id; refresh_run_id; source_id; spend_key; initiative_key; vendor; product_or_service; spend_type; monthly_spend_usd; annualized_spend_usd; renewal_date; unit_economics_metric; unit_economics_value; evidence_state; payload; created_at,0,high: migration DDL parsed
