path,symbol_or_term,occurrence_type,module,current_usage,runtime_used_yes_no,user_facing_yes_no,generated_content_yes_no,replacement_path,recommended_action,risk_level,notes
datasets/context-artifacts/approved/apex-retail/home-knowledge/approved-home-knowledge-design-contract-pack.json,synthetic demo,data-or-generated-artifact,tenant-data,dataset-artifact,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
docs/releases/records/2026-07-29-foundation-proof-logins.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-29-knowledge-http-canary.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-29-knowledge-preview-qa-containment.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-29-module-data-plane-certification.md,old Home,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-29-module-data-plane-certification.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-29-module-data-plane-certification.md,V6,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-airline-evidence-gap-publisher-grant.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,6 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-airline-missing-evidence-identity-diagnostic.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-airline-relationship-field-lineage.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,6 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-airline-variance-sample-register-log.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-canonical-nexus-toolbar.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-db-identity-bootstrap.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-gate-fingerprint-order.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-golden-slice-executor.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-golden-slice-substrate.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-golden-slice-substrate.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-healthcare-normalization-identity-candidates.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-healthcare-review-dry-run.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-managed-postgres-role-hardening.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-foundation-v2-restricted-schema-readback.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-hcdn-runner-operator-script.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-home-knowledge-foundation-route-auth.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-home-knowledge-governed-state-ux.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-home-knowledge-module-packet-projection.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,10 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-home-knowledge-projection-ui-closure.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,8 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-home-knowledge-proof-route-metadata-refresh.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-home-knowledge-search-projection-metadata.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,11 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-30-knowledge-ui-provider-migration.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-31-home-knowledge-suggested-questions-models-off.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-31-knowledge-projection-proof-readback.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,8 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-31-skyharbor-air-enriched-knowledge-layer.md,intelligence_v7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-31-skyharbor-air-enriched-knowledge-layer.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-07-31-skyharbor-air-foundation-v2-gates-3-7-db-proof.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-01-foundation-v3-baseline-activation-gate.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,6 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-01-foundation-v3-conservation-scaffold.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-01-foundation-v3-phase-a-candidate-identity.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-01-skair-prepromotion-guards.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-01-source-to-consumption-coverage-gate.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-02-home-ai-success-command-center.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-02-source-contract-optimization-canvas-wiring.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-02-source-v3-tenant-key-alias.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-02-tower-schema-command-center-binding.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-home-advisory-story-tabs.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-home-ai-success-architecture-flow.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-skyharbor-source-v3-live-load.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-lab-canary-baseline.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,9 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-lab-operator-job.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,10 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-loader-reconcile-cast.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-loader-reconcile-cast.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-operator-diagnostics.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-operator-diagnostics.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-question-evidence-contract.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-row-depth-contract.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-synthetic-package-generator.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-source-v4-verifier-hardening.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-tower-demo-story-data-contract.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-tower-evidence-maturity-redesign.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-tower-loader-numeric-parser-hardening.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-tower-quality-corrective.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-03-tower-synthetic-value-maturity.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-ava-source-scope-boundary-and-selection-awareness.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-home-ava-skyharbor-global-binding.md,dossier,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-home-source-v4-current-layer-bridge.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,8 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-home-source-v4-current-layer-bridge.md,V6,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-home-source-v4-current-layer-bridge.md,V7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-intelligence-curated-dossier-bridge.md,dossier,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,19 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-intelligence-curated-dossier-bridge.md,intelligence_v7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-intelligence-curated-dossier-bridge.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-intelligence-curated-dossier-bridge.md,V6,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-intelligence-curated-dossier-bridge.md,V7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,12 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-legacy-runtime-sunset.md,dossier,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-legacy-runtime-sunset.md,V6,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-legacy-runtime-sunset.md,V7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-tenant-inventory.md,V6,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-tenant-inventory.md,V7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-v6-v7-cio-tower-cutover.md,dossier,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-v6-v7-cio-tower-cutover.md,intelligence_v7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-v6-v7-cio-tower-cutover.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-v6-v7-cio-tower-cutover.md,V6,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-retired-v6-v7-cio-tower-cutover.md,V7,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,7 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-category-governance-diagnostics.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-category-governance-diagnostics.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,8 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-cube-postgres-reconciliation.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-ava-context.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-cube-canary-model.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-drill-path-contract.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-operator-evidence-packaging.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-ui-cube-consumption-contract.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,7 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-workspace-snapshot.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,10 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-workspace-visible-proof.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-04-source-v4-workspace-visible-proof.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,15 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-05-synthetic-healthcare-demo-phase-a.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,10 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-05-synthetic-healthcare-demo-phase-a.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,4 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-05-synthetic-healthcare-demo-phase-a.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-06-explore-lens-anchor-redesign.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-contract-optimization-evidence-ledger.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-contract-optimization-spine.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-evidence-intake-and-ava-workspace.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-four-ledger-evidence-contract.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-golden-contract-evidence-job.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-optimization-evidence-lineage-graph.md,source_record_id,documentation,documentation,release-record,no,no,no,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-workspace-demo-polish.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-07-source-workspace-universal-compact-strip.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-ava-rich-contract-context.md,V4,documentation,documentation,release-record,no,no,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-contract-detail-portability.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-contract-optimization-v11-portability.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-contract-scope-prefill-hotfix.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-contract360-evidence-wiring.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-intake-category-archetype-fix.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-open-event-cleanup-operator.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-source-workspace-declutter-performance.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-tower-command-center-declutter.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-tower-outcome-proof-cockpit.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-08-tower-outcome-proof-mart-completion.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,8 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-airline-demo-vendor-workforce-correction.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,8 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-economics-visuals-v024.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-economics-visuals-v024.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-enterprise-landscape-v023.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-enterprise-landscape-v023.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-integrated-context-architecture.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-integrated-context-architecture.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-home-scoped-architecture-exhibits.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-contract-evidence-portability.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-contract-optimization-opportunity-spine.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,5 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-event-archive-cleanup-operator.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-evidence-package-contract-anchor.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-gate-artifact-autodraft.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-opportunity-truth-closure.md,latest loaded,documentation,documentation,release-record,no,no,no,active context pointer,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-opportunity-truth-closure.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,13 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-09-source-workspace-executive-declutter.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-10-home-architecture-diagram-pack.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-10-source-event-artifact-readiness.md,dossier,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-10-source-optimize-contract-module-entry.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-10-source-selection-readiness.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-10-source-transition-upload-readback.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-10-source-workflow-checklist-evidence-readback.md,dossier,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-11-healthcare-source-vendor360-candidate.md,synthetic demo,documentation,documentation,release-record,no,no,no,neutral current architecture language,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-11-source-approval-density.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-11-source-artifact-quality-gate.md,projection,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
docs/releases/records/2026-08-11-source-layer-cube-demo-load.md,substrate,documentation,documentation,release-record,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); allowed internal/historical path
