tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,capability,owner,lifecycle_status,vendor_id,integrations,data_dependencies,use_case,data_domain,systems,value_hypothesis,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis
meridian-health,Privacy / Compliance / Legal: Provider quality and performance,Application,,,,Vendor hosted,,,,,,,,8,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0121,MER-HS,Privacy / Compliance / Legal: Provider quality and performance,"Privacy / Compliance / Legal says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0121,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: End-to-end cost transparency,Module,,,,Private cloud,,,,,,,,36,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0122,MER-HS,Privacy / Compliance / Legal: End-to-end cost transparency,"Privacy / Compliance / Legal says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0122,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Payment integrity and leakage reduction,Platform,,,,Private cloud,,,,,,,,11,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0123,MER-HS,Privacy / Compliance / Legal: Payment integrity and leakage reduction,"Privacy / Compliance / Legal says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0123,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Automated close and reporting,Service,,,,SaaS,,,,,,,,20,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0124,MER-HS,Privacy / Compliance / Legal: Automated close and reporting,"Privacy / Compliance / Legal says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0124,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,Module,,,,SaaS,,,,,,,,40,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0125,MER-HS,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,"Privacy / Compliance / Legal says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0125,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,Service,,,,On-premise,,,,,,,,39,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0126,MER-HS,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,"Privacy / Compliance / Legal says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0126,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Call center optimization,Platform,,,,On-premise,,,,,,,,17,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0127,MER-HS,Privacy / Compliance / Legal: Call center optimization,"Privacy / Compliance / Legal says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0127,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Provider quality and performance,Module,,,,On-premise,,,,,,,,31,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0128,MER-HS,Privacy / Compliance / Legal: Provider quality and performance,"Privacy / Compliance / Legal says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0128,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: End-to-end cost transparency,Module,,,,On-premise,,,,,,,,38,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0129,MER-HS,Privacy / Compliance / Legal: End-to-end cost transparency,"Privacy / Compliance / Legal says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0129,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Payment integrity and leakage reduction,Module,,,,Private cloud,,,,,,,,30,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0130,MER-HS,Privacy / Compliance / Legal: Payment integrity and leakage reduction,"Privacy / Compliance / Legal says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0130,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Automated close and reporting,Application,,,,Private cloud,,,,,,,,6,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0131,MER-HS,Privacy / Compliance / Legal: Automated close and reporting,"Privacy / Compliance / Legal says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0131,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,Service,,,,Private cloud,,,,,,,,24,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0132,MER-HS,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,"Privacy / Compliance / Legal says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0132,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: End-to-end cost transparency,Application,,,,Vendor hosted,,,,,,,,35,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0133,MER-HS,CISO / Security: End-to-end cost transparency,"CISO / Security says End-to-end cost transparency is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0133,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Payment integrity and leakage reduction,Platform,,,,On-premise,,,,,,,,1,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0134,MER-HS,CISO / Security: Payment integrity and leakage reduction,"CISO / Security says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0134,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Automated close and reporting,Service,,,,Private cloud,,,,,,,,36,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0135,MER-HS,CISO / Security: Automated close and reporting,"CISO / Security says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0135,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Unified clinical + claims lakehouse,Module,,,,Private cloud,,,,,,,,27,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0136,MER-HS,CISO / Security: Unified clinical + claims lakehouse,"CISO / Security says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0136,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Governed data foundation for AI / LLM automation,Application,,,,Vendor hosted,,,,,,,,19,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0137,MER-HS,CISO / Security: Governed data foundation for AI / LLM automation,"CISO / Security says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0137,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Call center optimization,Module,,,,On-premise,,,,,,,,2,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0138,MER-HS,CISO / Security: Call center optimization,"CISO / Security says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0138,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Provider quality and performance,Service,,,,Private cloud,,,,,,,,9,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0139,MER-HS,CISO / Security: Provider quality and performance,"CISO / Security says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0139,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: End-to-end cost transparency,Service,,,,Vendor hosted,,,,,,,,31,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0140,MER-HS,CISO / Security: End-to-end cost transparency,"CISO / Security says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0140,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Payment integrity and leakage reduction,Application,,,,SaaS,,,,,,,,1,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0141,MER-HS,CISO / Security: Payment integrity and leakage reduction,"CISO / Security says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0141,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Automated close and reporting,Service,,,,SaaS,,,,,,,,35,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0142,MER-HS,CISO / Security: Automated close and reporting,"CISO / Security says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0142,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Unified clinical + claims lakehouse,Application,,,,On-premise,,,,,,,,11,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0143,MER-HS,CISO / Security: Unified clinical + claims lakehouse,"CISO / Security says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0143,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CISO / Security: Governed data foundation for AI / LLM automation,Service,,,,On-premise,,,,,,,,34,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0144,MER-HS,CISO / Security: Governed data foundation for AI / LLM automation,"CISO / Security says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0144,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Enterprise Architecture: Payment integrity and leakage reduction,Module,,,,SaaS,,,,,,,,36,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0145,MER-HS,Enterprise Architecture: Payment integrity and leakage reduction,"Enterprise Architecture says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0145,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Enterprise Architecture: Automated close and reporting,Service,,,,On-premise,,,,,,,,20,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0146,MER-HS,Enterprise Architecture: Automated close and reporting,"Enterprise Architecture says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0146,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
