tenant_key,risk_or_control_name,risk_domain,business_function,systems_impacted,severity,likelihood,control_owner,control_status,evidence_required,mitigation_plan,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,data_domain,systems,value_hypothesis,evidence_needed,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis
meridian-health,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,,,,Medium,Possible,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0107,MER-HS,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,"Health Plan Operations / Claims & Eligibility says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0107,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,,,,High,Likely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0108,MER-HS,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,"Health Plan Operations / Claims & Eligibility says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0108,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Call center optimization,,,,Low,Likely,,Partially operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0109,MER-HS,Contact Center / Member Service Operations: Call center optimization,"Contact Center / Member Service Operations says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0109,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Provider quality and performance,,,,Low,Likely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0110,MER-HS,Contact Center / Member Service Operations: Provider quality and performance,"Contact Center / Member Service Operations says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0110,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: End-to-end cost transparency,,,,Medium,Possible,,Gap,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0111,MER-HS,Contact Center / Member Service Operations: End-to-end cost transparency,"Contact Center / Member Service Operations says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0111,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Payment integrity and leakage reduction,,,,Medium,Possible,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0112,MER-HS,Contact Center / Member Service Operations: Payment integrity and leakage reduction,"Contact Center / Member Service Operations says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0112,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Automated close and reporting,,,,High,Unlikely,,Design only,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0113,MER-HS,Contact Center / Member Service Operations: Automated close and reporting,"Contact Center / Member Service Operations says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0113,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,,,,Medium,Likely,,Gap,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0114,MER-HS,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,"Contact Center / Member Service Operations says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0114,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,,,,Low,Likely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0115,MER-HS,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,"Contact Center / Member Service Operations says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0115,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Call center optimization,,,,Medium,Unlikely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0116,MER-HS,Contact Center / Member Service Operations: Call center optimization,"Contact Center / Member Service Operations says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0116,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Provider quality and performance,,,,Low,Unlikely,,Partially operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0117,MER-HS,Contact Center / Member Service Operations: Provider quality and performance,"Contact Center / Member Service Operations says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0117,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: End-to-end cost transparency,,,,Low,Likely,,Gap,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0118,MER-HS,Contact Center / Member Service Operations: End-to-end cost transparency,"Contact Center / Member Service Operations says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0118,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Payment integrity and leakage reduction,,,,High,Unlikely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0119,MER-HS,Contact Center / Member Service Operations: Payment integrity and leakage reduction,"Contact Center / Member Service Operations says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0119,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Contact Center / Member Service Operations: Automated close and reporting,,,,High,Unlikely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0120,MER-HS,Contact Center / Member Service Operations: Automated close and reporting,"Contact Center / Member Service Operations says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0120,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Provider quality and performance,,,,Medium,Likely,,Design only,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0121,MER-HS,Privacy / Compliance / Legal: Provider quality and performance,"Privacy / Compliance / Legal says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0121,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: End-to-end cost transparency,,,,Medium,Unlikely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0122,MER-HS,Privacy / Compliance / Legal: End-to-end cost transparency,"Privacy / Compliance / Legal says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0122,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Payment integrity and leakage reduction,,,,Medium,Unlikely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0123,MER-HS,Privacy / Compliance / Legal: Payment integrity and leakage reduction,"Privacy / Compliance / Legal says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0123,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Automated close and reporting,,,,High,Likely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0124,MER-HS,Privacy / Compliance / Legal: Automated close and reporting,"Privacy / Compliance / Legal says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0124,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,,,,High,Likely,,Partially operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0125,MER-HS,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,"Privacy / Compliance / Legal says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0125,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,,,,High,Likely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0126,MER-HS,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,"Privacy / Compliance / Legal says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0126,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Call center optimization,,,,Low,Unlikely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0127,MER-HS,Privacy / Compliance / Legal: Call center optimization,"Privacy / Compliance / Legal says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0127,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Provider quality and performance,,,,Low,Unlikely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0128,MER-HS,Privacy / Compliance / Legal: Provider quality and performance,"Privacy / Compliance / Legal says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0128,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: End-to-end cost transparency,,,,Medium,Likely,,Operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0129,MER-HS,Privacy / Compliance / Legal: End-to-end cost transparency,"Privacy / Compliance / Legal says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0129,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Payment integrity and leakage reduction,,,,Medium,Unlikely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0130,MER-HS,Privacy / Compliance / Legal: Payment integrity and leakage reduction,"Privacy / Compliance / Legal says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0130,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Automated close and reporting,,,,High,Likely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0131,MER-HS,Privacy / Compliance / Legal: Automated close and reporting,"Privacy / Compliance / Legal says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0131,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,,,,Low,Unlikely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0132,MER-HS,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,"Privacy / Compliance / Legal says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0132,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
