tenant_key,persona_or_role,function_name,role_count,location_model,employment_type,vendor_supported,skills,pain_points,automation_opportunity,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_adapter_id,source_adapter_name,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,interview_id,interview_group,priority_theme,decision_supported,evidence_needed,system_or_vendor_mentioned,data_domain_mentioned,key_initiative,known_challenge,use_case,data_domain,systems,value_hypothesis,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis,inherited_line_of_business,inherited_function_tier,inherited_segment_hops
meridian-health,Procurement / Vendor Management: Automated close and reporting,,409,Hybrid,Employee,,,Certified finance semantic layer not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0186,MER-HS,Procurement / Vendor Management: Automated close and reporting,"Procurement / Vendor Management says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0186,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,modernization,Automated close and reporting phase-gate and evidence-readiness decision,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Power BI reporting estate,GL,Automated close and reporting,Certified finance semantic layer not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Procurement / Vendor Management: Unified clinical + claims lakehouse,,627,Remote,Employee,,,Claims and pharmacy harmonization not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0187,MER-HS,Procurement / Vendor Management: Unified clinical + claims lakehouse,"Procurement / Vendor Management says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0187,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,AI readiness,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Epic Caboodle,claims,Unified clinical + claims lakehouse,Claims and pharmacy harmonization not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,,700,Hybrid,Contractor,,,Data quality rules not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0188,MER-HS,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,"Procurement / Vendor Management says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0188,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,risk,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Databricks on AWS,utilization management,Governed data foundation for AI / LLM automation,Data quality rules not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Procurement / Vendor Management: Call center optimization,,442,Hybrid,Contractor,,,Transcript governance not loaded,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0189,MER-HS,Procurement / Vendor Management: Call center optimization,"Procurement / Vendor Management says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0189,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,metrics,Call center optimization phase-gate and evidence-readiness decision,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Contact center transcript and telephony platform,intent taxonomy,Call center optimization,Transcript governance not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Procurement / Vendor Management: Provider quality and performance,,246,Remote,Vendor-supplied,,,Attribution ownership not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0190,MER-HS,Procurement / Vendor Management: Provider quality and performance,"Procurement / Vendor Management says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0190,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,value,Provider quality and performance phase-gate and evidence-readiness decision,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider contract repository,provider benchmarking,Provider quality and performance,Attribution ownership not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Procurement / Vendor Management: End-to-end cost transparency,,217,Remote,Vendor-supplied,,,Cost allocation rules not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0191,MER-HS,Procurement / Vendor Management: End-to-end cost transparency,"Procurement / Vendor Management says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0191,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,sourcing,End-to-end cost transparency phase-gate and evidence-readiness decision,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,General ledger and close reporting,cost-of-care,End-to-end cost transparency,Cost allocation rules not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Procurement / Vendor Management: Payment integrity and leakage reduction,,867,Remote,Contractor,,,Recovery realization tracking not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0192,MER-HS,Procurement / Vendor Management: Payment integrity and leakage reduction,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0192,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-16,Procurement / Vendor Management,evidence,Payment integrity and leakage reduction phase-gate and evidence-readiness decision,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Provider contract repository,fraud waste abuse,Payment integrity and leakage reduction,Recovery realization tracking not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Call center optimization,,694,On-site,Vendor-supplied,,,Transcript governance not loaded,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0193,MER-HS,HR / Workforce / Change Management: Call center optimization,"HR / Workforce / Change Management says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0193,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,strategy,Call center optimization phase-gate and evidence-readiness decision,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Contact center transcript and telephony platform,transcripts,Call center optimization,Transcript governance not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Provider quality and performance,,883,On-site,Employee,,,Attribution ownership not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0194,MER-HS,HR / Workforce / Change Management: Provider quality and performance,"HR / Workforce / Change Management says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0194,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,operating model,Provider quality and performance phase-gate and evidence-readiness decision,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Epic Clarity,STAR,Provider quality and performance,Attribution ownership not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: End-to-end cost transparency,,320,Hybrid,Employee,,,Cost allocation rules not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0195,MER-HS,HR / Workforce / Change Management: End-to-end cost transparency,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0195,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,vendor,End-to-end cost transparency phase-gate and evidence-readiness decision,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,General ledger and close reporting,provider contracts,End-to-end cost transparency,Cost allocation rules not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Payment integrity and leakage reduction,,684,Hybrid,Employee,,,Recovery realization tracking not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0196,MER-HS,HR / Workforce / Change Management: Payment integrity and leakage reduction,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0196,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,platform,Payment integrity and leakage reduction phase-gate and evidence-readiness decision,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Provider contract repository,provider entity resolution,Payment integrity and leakage reduction,Recovery realization tracking not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Automated close and reporting,,573,Remote,Vendor-supplied,,,Manual reporting maintenance load,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0197,MER-HS,HR / Workforce / Change Management: Automated close and reporting,"HR / Workforce / Change Management says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0197,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,data,Automated close and reporting phase-gate and evidence-readiness decision,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,General ledger and close reporting,reconciliation exceptions,Automated close and reporting,Manual reporting maintenance load,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Unified clinical + claims lakehouse,,747,Remote,Employee,,,No patient/member identity spine loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0198,MER-HS,HR / Workforce / Change Management: Unified clinical + claims lakehouse,"HR / Workforce / Change Management says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0198,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,modernization,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Epic Clarity,EMR clinical,Unified clinical + claims lakehouse,No patient/member identity spine loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,,369,Remote,Contractor,,,No AI audit trail evidence,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0199,MER-HS,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,"HR / Workforce / Change Management says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0199,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,AI readiness,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,SAS analytics estate,coding,Governed data foundation for AI / LLM automation,No AI audit trail evidence,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Call center optimization,,76,Hybrid,Contractor,,,Member identity linkage not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0200,MER-HS,HR / Workforce / Change Management: Call center optimization,"HR / Workforce / Change Management says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0200,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,risk,Call center optimization phase-gate and evidence-readiness decision,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Power BI reporting estate,claims status,Call center optimization,Member identity linkage not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Provider quality and performance,,835,Hybrid,Vendor-supplied,,,Measure logic fragmented across BI tools,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0201,MER-HS,HR / Workforce / Change Management: Provider quality and performance,"HR / Workforce / Change Management says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0201,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,metrics,Provider quality and performance phase-gate and evidence-readiness decision,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Power BI reporting estate,care gaps,Provider quality and performance,Measure logic fragmented across BI tools,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: End-to-end cost transparency,,865,Remote,Employee,,,Claims and GL calendar alignment not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0202,MER-HS,HR / Workforce / Change Management: End-to-end cost transparency,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0202,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,value,End-to-end cost transparency phase-gate and evidence-readiness decision,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,Provider contract repository,GL,End-to-end cost transparency,Claims and GL calendar alignment not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Payment integrity and leakage reduction,,867,Hybrid,Employee,,,Investigation workflow evidence not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0203,MER-HS,HR / Workforce / Change Management: Payment integrity and leakage reduction,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0203,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,sourcing,Payment integrity and leakage reduction phase-gate and evidence-readiness decision,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,SQL Server reporting marts,claims anomalies,Payment integrity and leakage reduction,Investigation workflow evidence not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,HR / Workforce / Change Management: Automated close and reporting,,395,Remote,Vendor-supplied,,,Metric governance not formalized,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0204,MER-HS,HR / Workforce / Change Management: Automated close and reporting,"HR / Workforce / Change Management says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0204,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-17,HR / Workforce / Change Management,evidence,Automated close and reporting phase-gate and evidence-readiness decision,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,SQL Server reporting marts,close process,Automated close and reporting,Metric governance not formalized,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
