application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id,legacy_platform_category,legacy_vendor,source_file,source_row,value_source
APP-00452,Inventory-Teradata-Hub-0452,Security,,Security,,Azure,,Critical,15940000,,195,pci_pii_confidential,Current,,Custom,Teradata,family-2-technology-estate/F05_applications-systems.csv,453,tenant_file
APP-00453,Container-Amadeus-Manager-0453,Data & Analytics,,Data & Analytics,,Private Cloud,,Medium,11370000,,5,internal,Unsupported,,Data Platform,Amadeus,family-2-technology-estate/F05_applications-systems.csv,454,tenant_file
APP-00454,Inventory-Workday-Manager-0454,ERP,,ERP,,Data Center,,Critical,21280000,,143,pci_pii_confidential,Roadmap Pending,,Analytics,Workday,family-2-technology-estate/F05_applications-systems.csv,455,tenant_file
APP-00455,Customer-ServiceNow-Hub-0455,EUC,,EUC,,SaaS,,Medium,15780000,,115,internal,EOL Approaching,,COTS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,456,tenant_file
APP-00456,Self-Service-Jeppesen-Engine-0456,Cloud,,Cloud,,Azure,,Medium,17850000,,21,internal,EOL Approaching,,Analytics,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,457,tenant_file
APP-00457,Procurement-Adobe-Suite-0457,Integration,,Integration,,Mainframe,,Low,15960000,,145,internal,Current,,SaaS,Adobe,family-2-technology-estate/F05_applications-systems.csv,458,tenant_file
APP-00458,Cloud-TCS-Manager-0458,Security,,Security,,Azure,,Low,6050000,,53,internal,Roadmap Pending,,Microservice,TCS,family-2-technology-estate/F05_applications-systems.csv,459,tenant_file
APP-00459,Procurement-Teradata-Suite-0459,Network,,Network,,SaaS,,Critical,9480000,,19,pci_pii_confidential,N-1,,Microservice,Teradata,family-2-technology-estate/F05_applications-systems.csv,460,tenant_file
APP-00460,Cargo-Amadeus-Suite-0460,EUC,,EUC,,Azure,,Low,3920000,,205,internal,Roadmap Pending,,Legacy Mainframe,Amadeus,family-2-technology-estate/F05_applications-systems.csv,461,tenant_file
APP-00461,Engine-Lufthansa Systems-Platform-0461,Security,,Security,,Mainframe,,Medium,7230000,,95,internal,Latest,,Middleware,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,462,tenant_file
APP-00462,Customer-Hexaware-Manager-0462,Digital,,Digital,,SaaS,,Medium,10290000,,84,internal,N-1,,Legacy Mainframe,Hexaware,family-2-technology-estate/F05_applications-systems.csv,463,tenant_file
APP-00463,Data-Accenture-Hub-0463,Mainframe,,Mainframe,,Mainframe,,Critical,15490000,,51,pci_pii_confidential,EOL Approaching,,Custom,Accenture,family-2-technology-estate/F05_applications-systems.csv,464,tenant_file
APP-00464,Privileged-Oracle-Service-0464,ERP,,ERP,,AWS,,Medium,12390000,,57,internal,Latest,,Analytics,Oracle,family-2-technology-estate/F05_applications-systems.csv,465,tenant_file
APP-00465,Maintenance-TCS-Hub-0465,Digital,,Digital,,Private Cloud,,Medium,11990000,,168,internal,Current,,Middleware,TCS,family-2-technology-estate/F05_applications-systems.csv,466,tenant_file
APP-00466,Line-IBM-Engine-0466,ERP,,ERP,,Private Cloud,,High,13000000,,196,internal,Unsupported,,Custom,IBM,family-2-technology-estate/F05_applications-systems.csv,467,tenant_file
APP-00467,Line-SITA-Manager-0467,Digital,,Digital,,AWS,,High,2190000,,205,internal,N-1,,Analytics,SITA,family-2-technology-estate/F05_applications-systems.csv,468,tenant_file
APP-00468,Pricing-Accenture-Platform-0468,Mainframe,,Mainframe,,Private Cloud,,Low,10480000,,77,internal,Current,,COTS,Accenture,family-2-technology-estate/F05_applications-systems.csv,469,tenant_file
APP-00469,Engine-Lufthansa Systems-Hub-0469,Security,,Security,,Data Center,,Medium,1900000,,154,internal,N-1,,Analytics,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,470,tenant_file
APP-00470,Procurement-Custom-Hub-0470,Security,,Security,,SaaS,,Low,7790000,,6,internal,Roadmap Pending,,Analytics,Custom,family-2-technology-estate/F05_applications-systems.csv,471,tenant_file
APP-00471,Network-SITA-Service-0471,Cloud,,Cloud,,Data Center,,Critical,9840000,,134,pci_pii_confidential,Current,,Legacy Mainframe,SITA,family-2-technology-estate/F05_applications-systems.csv,472,tenant_file
APP-00472,Legal-Amadeus-Engine-0472,Network,,Network,,Azure,,Medium,14310000,,164,internal,Roadmap Pending,,Middleware,Amadeus,family-2-technology-estate/F05_applications-systems.csv,473,tenant_file
APP-00473,Fuel-Teradata-Platform-0473,Digital,,Digital,,Private Cloud,,Low,10520000,,165,internal,Current,,COTS,Teradata,family-2-technology-estate/F05_applications-systems.csv,474,tenant_file
APP-00474,Sales-SITA-Manager-0474,Mainframe,,Mainframe,,AWS,,Low,1420000,,163,internal,Unsupported,,Custom,SITA,family-2-technology-estate/F05_applications-systems.csv,475,tenant_file
APP-00475,Disruption-IBM-Manager-0475,Digital,,Digital,,SaaS,,High,15940000,,93,internal,Current,,COTS,IBM,family-2-technology-estate/F05_applications-systems.csv,476,tenant_file
APP-00476,Revenue-Sabre-Suite-0476,Mainframe,,Mainframe,,Azure,,Low,6210000,,50,internal,Roadmap Pending,,Custom,Sabre,family-2-technology-estate/F05_applications-systems.csv,477,tenant_file
APP-00477,Revenue-Workday-Service-0477,Digital,,Digital,,Data Center,,Critical,20480000,,22,pci_pii_confidential,Current,,Microservice,Workday,family-2-technology-estate/F05_applications-systems.csv,478,tenant_file
APP-00478,Crew-Accenture-Service-0478,Data & Analytics,,Data & Analytics,,Azure,,Medium,1970000,,185,internal,Unsupported,,COTS,Accenture,family-2-technology-estate/F05_applications-systems.csv,479,tenant_file
APP-00479,Lounge-Oracle-Hub-0479,Digital,,Digital,,Data Center,,Medium,5130000,,48,internal,N-1,,Middleware,Oracle,family-2-technology-estate/F05_applications-systems.csv,480,tenant_file
APP-00480,Business-Databricks-Hub-0480,Digital,,Digital,,Mainframe,,Medium,17040000,,133,internal,Latest,,Middleware,Databricks,family-2-technology-estate/F05_applications-systems.csv,481,tenant_file
APP-00481,Reliability-Salesforce-Service-0481,Security,,Security,,Data Center,,High,15450000,,128,internal,Latest,,Legacy Mainframe,Salesforce,family-2-technology-estate/F05_applications-systems.csv,482,tenant_file
APP-00482,Irregular-IBM-Engine-0482,EUC,,EUC,,Data Center,,Critical,14550000,,47,pci_pii_confidential,N-1,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,483,tenant_file
APP-00483,Disruption-Infosys-Service-0483,Network,,Network,,Private Cloud,,Medium,13920000,,2,internal,Roadmap Pending,,Data Platform,Infosys,family-2-technology-estate/F05_applications-systems.csv,484,tenant_file
APP-00484,Procurement-Teradata-Platform-0484,Network,,Network,,Data Center,,Low,4260000,,5,internal,EOL Approaching,,Custom,Teradata,family-2-technology-estate/F05_applications-systems.csv,485,tenant_file
APP-00485,Mainframe-Lufthansa Systems-Hub-0485,Security,,Security,,SaaS,,Medium,14990000,,76,internal,N-1,,Legacy Mainframe,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,486,tenant_file
APP-00486,Slot-Sabre AirVision-Engine-0486,Security,,Security,,Azure,,High,19530000,,178,internal,N-1,,Data Platform,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,487,tenant_file
APP-00487,Line-Snowflake-Engine-0487,Data & Analytics,,Data & Analytics,,Data Center,,Medium,8830000,,117,internal,Latest,,COTS,Snowflake,family-2-technology-estate/F05_applications-systems.csv,488,tenant_file
APP-00488,Customer-TCS-Engine-0488,Data & Analytics,,Data & Analytics,,AWS,,Low,15990000,,39,internal,Unsupported,,SaaS,TCS,family-2-technology-estate/F05_applications-systems.csv,489,tenant_file
APP-00489,Gate-Infosys-Platform-0489,Data & Analytics,,Data & Analytics,,SaaS,,High,14770000,,212,internal,Latest,,Analytics,Infosys,family-2-technology-estate/F05_applications-systems.csv,490,tenant_file
APP-00490,ML-Salesforce-Engine-0490,Security,,Security,,Data Center,,Low,8790000,,18,internal,Roadmap Pending,,Custom,Salesforce,family-2-technology-estate/F05_applications-systems.csv,491,tenant_file
APP-00491,Identity-SITA-Suite-0491,Cloud,,Cloud,,Data Center,,Critical,13260000,,101,pci_pii_confidential,Latest,,Legacy Mainframe,SITA,family-2-technology-estate/F05_applications-systems.csv,492,tenant_file
APP-00492,Slot-IBM-Platform-0492,Integration,,Integration,,Mainframe,,Medium,14460000,,108,internal,Unsupported,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,493,tenant_file
APP-00493,Ground-Oracle-Engine-0493,Integration,,Integration,,AWS,,Critical,17780000,,88,pci_pii_confidential,Latest,,Data Platform,Oracle,family-2-technology-estate/F05_applications-systems.csv,494,tenant_file
APP-00494,Self-Service-Accenture-Suite-0494,Data & Analytics,,Data & Analytics,,Mainframe,,Low,21130000,,102,internal,Current,,Data Platform,Accenture,family-2-technology-estate/F05_applications-systems.csv,495,tenant_file
APP-00495,Weight-Teradata-Platform-0495,Digital,,Digital,,Data Center,,Medium,21380000,,28,internal,Roadmap Pending,,Analytics,Teradata,family-2-technology-estate/F05_applications-systems.csv,496,tenant_file
APP-00496,Data-Salesforce-Platform-0496,ERP,,ERP,,Data Center,,Low,1260000,,72,internal,Current,,Microservice,Salesforce,family-2-technology-estate/F05_applications-systems.csv,497,tenant_file
APP-00497,Vulnerability-Oracle-Service-0497,Network,,Network,,Mainframe,,Medium,12030000,,45,internal,Unsupported,,Microservice,Oracle,family-2-technology-estate/F05_applications-systems.csv,498,tenant_file
APP-00498,Service-Accenture-Engine-0498,Integration,,Integration,,Azure,,Critical,16300000,,63,pci_pii_confidential,Current,,COTS,Accenture,family-2-technology-estate/F05_applications-systems.csv,499,tenant_file
APP-00499,Maintenance-Salesforce-Manager-0499,Data & Analytics,,Data & Analytics,,Data Center,,Low,5520000,,211,internal,EOL Approaching,,Analytics,Salesforce,family-2-technology-estate/F05_applications-systems.csv,500,tenant_file
APP-00500,Crew-Accenture-Engine-0500,ERP,,ERP,,Private Cloud,,Low,21570000,,20,internal,Latest,,COTS,Accenture,family-2-technology-estate/F05_applications-systems.csv,501,tenant_file
APP-00501,Tax-SAP-Suite-0501,Security,,Security,,SaaS,,Low,17500000,,146,internal,Unsupported,,Middleware,SAP,family-2-technology-estate/F05_applications-systems.csv,502,tenant_file
APP-00502,Inventory-ServiceNow-Manager-0502,EUC,,EUC,,Private Cloud,,High,6190000,,176,internal,Unsupported,,COTS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,503,tenant_file
APP-00503,Component-Microsoft-Manager-0503,Security,,Security,,Azure,,High,17250000,,168,internal,Unsupported,,Middleware,Microsoft,family-2-technology-estate/F05_applications-systems.csv,504,tenant_file
APP-00504,HR-Amadeus-Suite-0504,Network,,Network,,SaaS,,High,13530000,,186,internal,EOL Approaching,,Legacy Mainframe,Amadeus,family-2-technology-estate/F05_applications-systems.csv,505,tenant_file
APP-00505,Crew-Custom-Hub-0505,Network,,Network,,Azure,,Medium,7750000,,113,internal,Roadmap Pending,,Analytics,Custom,family-2-technology-estate/F05_applications-systems.csv,506,tenant_file
APP-00506,Fuel-Databricks-Suite-0506,EUC,,EUC,,Mainframe,,Critical,10810000,,88,pci_pii_confidential,N-1,,Data Platform,Databricks,family-2-technology-estate/F05_applications-systems.csv,507,tenant_file
APP-00507,Sales-TCS-Engine-0507,Digital,,Digital,,Mainframe,,High,12950000,,159,internal,EOL Approaching,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,508,tenant_file
APP-00508,Compute-TCS-Service-0508,Mainframe,,Mainframe,,Mainframe,,High,13440000,,217,internal,Current,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,509,tenant_file
APP-00509,Real-Amadeus-Service-0509,Cloud,,Cloud,,AWS,,Low,16579999,,107,internal,Unsupported,,Middleware,Amadeus,family-2-technology-estate/F05_applications-systems.csv,510,tenant_file
APP-00510,Baggage-Snowflake-Manager-0510,ERP,,ERP,,Private Cloud,,Low,18930000,,126,internal,Unsupported,,Microservice,Snowflake,family-2-technology-estate/F05_applications-systems.csv,511,tenant_file
APP-00511,Data-Lufthansa Systems-Engine-0511,Data & Analytics,,Data & Analytics,,Data Center,,High,8560000,,167,internal,Roadmap Pending,,COTS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,512,tenant_file
APP-00512,GRC-SITA-Suite-0512,Mainframe,,Mainframe,,Private Cloud,,Critical,12640000,,104,pci_pii_confidential,Unsupported,,Custom,SITA,family-2-technology-estate/F05_applications-systems.csv,513,tenant_file
APP-00513,Master-Adobe-Manager-0513,Data & Analytics,,Data & Analytics,,Azure,,Critical,19460000,,167,pci_pii_confidential,EOL Approaching,,Analytics,Adobe,family-2-technology-estate/F05_applications-systems.csv,514,tenant_file
APP-00514,Maintenance-Jeppesen-Engine-0514,Data & Analytics,,Data & Analytics,,Mainframe,,Medium,6590000,,7,internal,EOL Approaching,,Legacy Mainframe,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,515,tenant_file
APP-00515,Gate-Snowflake-Service-0515,Cloud,,Cloud,,AWS,,Critical,18470000,,40,pci_pii_confidential,Roadmap Pending,,Analytics,Snowflake,family-2-technology-estate/F05_applications-systems.csv,516,tenant_file
APP-00516,Reliability-Snowflake-Manager-0516,Mainframe,,Mainframe,,Mainframe,,Critical,21080000,,183,pci_pii_confidential,Current,,Data Platform,Snowflake,family-2-technology-estate/F05_applications-systems.csv,517,tenant_file
APP-00517,Customer-Jeppesen-Hub-0517,Mainframe,,Mainframe,,Mainframe,,Medium,15820000,,130,internal,Roadmap Pending,,COTS,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,518,tenant_file
APP-00518,Real-Workday-Service-0518,Data & Analytics,,Data & Analytics,,Data Center,,Medium,20100000,,203,internal,N-1,,SaaS,Workday,family-2-technology-estate/F05_applications-systems.csv,519,tenant_file
APP-00519,Compute-Teradata-Manager-0519,Network,,Network,,SaaS,,High,7670000,,176,internal,Unsupported,,SaaS,Teradata,family-2-technology-estate/F05_applications-systems.csv,520,tenant_file
APP-00520,Finance-SITA-Platform-0520,Digital,,Digital,,Private Cloud,,Critical,19390000,,144,pci_pii_confidential,Latest,,Custom,SITA,family-2-technology-estate/F05_applications-systems.csv,521,tenant_file
APP-00521,Real-Adobe-Manager-0521,Data & Analytics,,Data & Analytics,,SaaS,,Medium,16410000,,177,internal,N-1,,Middleware,Adobe,family-2-technology-estate/F05_applications-systems.csv,522,tenant_file
APP-00522,Loyalty-Workday-Manager-0522,Security,,Security,,AWS,,Medium,12940000,,66,internal,Latest,,Legacy Mainframe,Workday,family-2-technology-estate/F05_applications-systems.csv,523,tenant_file
APP-00523,Digital-AIMS-Service-0523,Security,,Security,,SaaS,,Medium,8359999,,124,internal,EOL Approaching,,Custom,AIMS,family-2-technology-estate/F05_applications-systems.csv,524,tenant_file
APP-00524,Digital-Lufthansa Systems-Platform-0524,Integration,,Integration,,AWS,,High,3470000,,155,internal,Latest,,SaaS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,525,tenant_file
APP-00525,Identity-Jeppesen-Service-0525,Integration,,Integration,,AWS,,Medium,920000,,160,internal,Unsupported,,COTS,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,526,tenant_file
APP-00526,Airworthiness-Custom-Service-0526,Digital,,Digital,,Mainframe,,High,5780000,,189,internal,Latest,,SaaS,Custom,family-2-technology-estate/F05_applications-systems.csv,527,tenant_file
APP-00527,Ancillary-Microsoft-Platform-0527,Integration,,Integration,,Data Center,,High,19950000,,33,internal,Unsupported,,Middleware,Microsoft,family-2-technology-estate/F05_applications-systems.csv,528,tenant_file
APP-00528,Procurement-ServiceNow-Service-0528,Cloud,,Cloud,,Azure,,Critical,17420000,,18,pci_pii_confidential,Roadmap Pending,,Analytics,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,529,tenant_file
APP-00529,Revenue-AIMS-Suite-0529,ERP,,ERP,,Private Cloud,,Low,12610000,,148,internal,Current,,SaaS,AIMS,family-2-technology-estate/F05_applications-systems.csv,530,tenant_file
APP-00530,Container-SAP-Engine-0530,Integration,,Integration,,Data Center,,High,11260000,,131,internal,Latest,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,531,tenant_file
APP-00531,Gate-ServiceNow-Engine-0531,EUC,,EUC,,Private Cloud,,Medium,9790000,,193,internal,Roadmap Pending,,Middleware,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,532,tenant_file
APP-00532,Data-AIMS-Hub-0532,EUC,,EUC,,Azure,,Medium,20370000,,113,internal,Latest,,Custom,AIMS,family-2-technology-estate/F05_applications-systems.csv,533,tenant_file
APP-00533,Flight-Amadeus-Suite-0533,Cloud,,Cloud,,Private Cloud,,Medium,10490000,,175,internal,EOL Approaching,,Legacy Mainframe,Amadeus,family-2-technology-estate/F05_applications-systems.csv,534,tenant_file
APP-00534,Ancillary-Accenture-Suite-0534,Data & Analytics,,Data & Analytics,,AWS,,High,21060000,,121,internal,Latest,,Legacy Mainframe,Accenture,family-2-technology-estate/F05_applications-systems.csv,535,tenant_file
APP-00535,Self-Service-AIMS-Engine-0535,Digital,,Digital,,Data Center,,Medium,10000000,,108,internal,Roadmap Pending,,Microservice,AIMS,family-2-technology-estate/F05_applications-systems.csv,536,tenant_file
APP-00536,Irregular-Oracle-Hub-0536,Security,,Security,,AWS,,Medium,18040000,,51,internal,Latest,,Microservice,Oracle,family-2-technology-estate/F05_applications-systems.csv,537,tenant_file
APP-00537,Lounge-SAP-Engine-0537,Network,,Network,,Data Center,,High,13660000,,112,internal,Current,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,538,tenant_file
APP-00538,Network-Accenture-Manager-0538,Data & Analytics,,Data & Analytics,,Mainframe,,Low,5650000,,155,internal,Roadmap Pending,,Analytics,Accenture,family-2-technology-estate/F05_applications-systems.csv,539,tenant_file
APP-00539,Crew-Teradata-Engine-0539,Mainframe,,Mainframe,,Data Center,,Medium,10490000,,191,internal,Unsupported,,Middleware,Teradata,family-2-technology-estate/F05_applications-systems.csv,540,tenant_file
APP-00540,Weight-Adobe-Engine-0540,Data & Analytics,,Data & Analytics,,Azure,,High,12690000,,195,internal,EOL Approaching,,Legacy Mainframe,Adobe,family-2-technology-estate/F05_applications-systems.csv,541,tenant_file
APP-00541,Disruption-Salesforce-Platform-0541,Mainframe,,Mainframe,,Mainframe,,High,10410000,,117,internal,Unsupported,,Microservice,Salesforce,family-2-technology-estate/F05_applications-systems.csv,542,tenant_file
APP-00542,GRC-SITA-Manager-0542,Digital,,Digital,,Azure,,Low,17770000,,204,internal,EOL Approaching,,COTS,SITA,family-2-technology-estate/F05_applications-systems.csv,543,tenant_file
APP-00543,Crew-SAP-Service-0543,Network,,Network,,Private Cloud,,Low,12730000,,162,internal,Latest,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,544,tenant_file
APP-00544,Data-Custom-Platform-0544,ERP,,ERP,,Azure,,Low,14370000,,48,internal,Latest,,Custom,Custom,family-2-technology-estate/F05_applications-systems.csv,545,tenant_file
APP-00545,Cloud-Jeppesen-Manager-0545,Integration,,Integration,,Data Center,,High,12740000,,116,internal,Latest,,Custom,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,546,tenant_file
APP-00546,Disruption-Adobe-Engine-0546,Security,,Security,,Mainframe,,Critical,7230000,,38,pci_pii_confidential,N-1,,COTS,Adobe,family-2-technology-estate/F05_applications-systems.csv,547,tenant_file
APP-00547,Ancillary-Jeppesen-Manager-0547,EUC,,EUC,,Data Center,,High,17050000,,52,internal,N-1,,Legacy Mainframe,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,548,tenant_file
APP-00548,Weight-SITA-Platform-0548,EUC,,EUC,,Data Center,,Medium,20440000,,168,internal,N-1,,Custom,SITA,family-2-technology-estate/F05_applications-systems.csv,549,tenant_file
APP-00549,Network-Workday-Suite-0549,Security,,Security,,Azure,,Low,18380000,,96,internal,Roadmap Pending,,Legacy Mainframe,Workday,family-2-technology-estate/F05_applications-systems.csv,550,tenant_file
APP-00550,Data-Jeppesen-Hub-0550,Mainframe,,Mainframe,,AWS,,Critical,21330000,,129,pci_pii_confidential,Latest,,Data Platform,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,551,tenant_file
APP-00551,Engine-IBM-Platform-0551,Data & Analytics,,Data & Analytics,,Data Center,,Low,4790000,,23,internal,Unsupported,,Analytics,IBM,family-2-technology-estate/F05_applications-systems.csv,552,tenant_file
APP-00552,Crew-Amadeus-Hub-0552,EUC,,EUC,,Mainframe,,Low,7930000,,79,internal,Roadmap Pending,,COTS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,553,tenant_file
APP-00553,Self-Service-Teradata-Manager-0553,ERP,,ERP,,Azure,,Medium,3270000,,63,internal,EOL Approaching,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,554,tenant_file
APP-00554,Airworthiness-Salesforce-Suite-0554,EUC,,EUC,,Azure,,High,6590000,,158,internal,N-1,,Analytics,Salesforce,family-2-technology-estate/F05_applications-systems.csv,555,tenant_file
APP-00555,Slot-Hexaware-Suite-0555,Data & Analytics,,Data & Analytics,,Azure,,Critical,4650000,,103,pci_pii_confidential,Unsupported,,Custom,Hexaware,family-2-technology-estate/F05_applications-systems.csv,556,tenant_file
APP-00556,Self-Service-SAP-Engine-0556,Mainframe,,Mainframe,,Azure,,Low,11960000,,195,internal,N-1,,COTS,SAP,family-2-technology-estate/F05_applications-systems.csv,557,tenant_file
APP-00557,Flight-Infosys-Suite-0557,Mainframe,,Mainframe,,Azure,,Low,21640000,,219,internal,Roadmap Pending,,SaaS,Infosys,family-2-technology-estate/F05_applications-systems.csv,558,tenant_file
APP-00558,Weight-TCS-Hub-0558,Mainframe,,Mainframe,,AWS,,Medium,14770000,,24,internal,Roadmap Pending,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,559,tenant_file
APP-00559,Crew-ServiceNow-Service-0559,Data & Analytics,,Data & Analytics,,AWS,,Critical,6350000,,157,pci_pii_confidential,N-1,,Custom,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,560,tenant_file
APP-00560,Network-Snowflake-Engine-0560,Data & Analytics,,Data & Analytics,,SaaS,,Medium,7350000,,95,internal,EOL Approaching,,Microservice,Snowflake,family-2-technology-estate/F05_applications-systems.csv,561,tenant_file
APP-00561,Predictive-IBM-Suite-0561,Mainframe,,Mainframe,,SaaS,,High,8850000,,2,internal,Roadmap Pending,,COTS,IBM,family-2-technology-estate/F05_applications-systems.csv,562,tenant_file
APP-00562,Self-Service-Teradata-Service-0562,Cloud,,Cloud,,AWS,,Medium,9790000,,190,internal,Latest,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,563,tenant_file
APP-00563,End-Microsoft-Engine-0563,Network,,Network,,Private Cloud,,Critical,18870000,,195,pci_pii_confidential,Unsupported,,Microservice,Microsoft,family-2-technology-estate/F05_applications-systems.csv,564,tenant_file
APP-00564,Customer-Teradata-Platform-0564,Security,,Security,,AWS,,Critical,12200000,,75,pci_pii_confidential,Unsupported,,Custom,Teradata,family-2-technology-estate/F05_applications-systems.csv,565,tenant_file
APP-00565,Crew-Custom-Platform-0565,Security,,Security,,Private Cloud,,High,17110000,,50,internal,EOL Approaching,,Custom,Custom,family-2-technology-estate/F05_applications-systems.csv,566,tenant_file
APP-00566,Weight-Hexaware-Platform-0566,EUC,,EUC,,AWS,,High,3660000,,174,internal,Latest,,Microservice,Hexaware,family-2-technology-estate/F05_applications-systems.csv,567,tenant_file
APP-00567,Investor-Custom-Service-0567,Data & Analytics,,Data & Analytics,,Data Center,,Low,8700000,,133,internal,Roadmap Pending,,Data Platform,Custom,family-2-technology-estate/F05_applications-systems.csv,568,tenant_file
APP-00568,Revenue-TCS-Platform-0568,Data & Analytics,,Data & Analytics,,SaaS,,Medium,20320000,,156,internal,Current,,SaaS,TCS,family-2-technology-estate/F05_applications-systems.csv,569,tenant_file
APP-00569,Corporate-AIMS-Suite-0569,Data & Analytics,,Data & Analytics,,AWS,,Low,4420000,,213,internal,Current,,Legacy Mainframe,AIMS,family-2-technology-estate/F05_applications-systems.csv,570,tenant_file
APP-00570,Storage-Lufthansa Systems-Platform-0570,Data & Analytics,,Data & Analytics,,Mainframe,,Medium,430000,,30,internal,Unsupported,,Custom,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,571,tenant_file
APP-00571,Crew-ServiceNow-Manager-0571,Integration,,Integration,,Azure,,Low,1730000,,193,internal,Unsupported,,Analytics,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,572,tenant_file
APP-00572,Network-Amadeus-Manager-0572,Digital,,Digital,,Private Cloud,,Low,5100000,,26,internal,Latest,,Analytics,Amadeus,family-2-technology-estate/F05_applications-systems.csv,573,tenant_file
APP-00573,Contact-ServiceNow-Manager-0573,Network,,Network,,Mainframe,,Critical,18560000,,187,pci_pii_confidential,Unsupported,,Analytics,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,574,tenant_file
APP-00574,Flight-Snowflake-Engine-0574,Security,,Security,,Azure,,Low,12970000,,56,internal,Latest,,Microservice,Snowflake,family-2-technology-estate/F05_applications-systems.csv,575,tenant_file
APP-00575,Real-Custom-Service-0575,Integration,,Integration,,Private Cloud,,Critical,2550000,,214,pci_pii_confidential,EOL Approaching,,Data Platform,Custom,family-2-technology-estate/F05_applications-systems.csv,576,tenant_file
APP-00576,Self-Service-Infosys-Service-0576,Cloud,,Cloud,,SaaS,,Medium,17380000,,218,internal,EOL Approaching,,Data Platform,Infosys,family-2-technology-estate/F05_applications-systems.csv,577,tenant_file
APP-00577,Compute-Teradata-Manager-0577,Security,,Security,,Azure,,High,13950000,,84,internal,Unsupported,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,578,tenant_file
APP-00578,Mobile-Workday-Engine-0578,Integration,,Integration,,AWS,,Low,7270000,,178,internal,N-1,,Microservice,Workday,family-2-technology-estate/F05_applications-systems.csv,579,tenant_file
APP-00579,Lounge-Teradata-Engine-0579,EUC,,EUC,,AWS,,Critical,7870000,,137,pci_pii_confidential,Unsupported,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,580,tenant_file
APP-00580,Crew-Teradata-Hub-0580,ERP,,ERP,,Mainframe,,Low,5970000,,181,internal,Unsupported,,Microservice,Teradata,family-2-technology-estate/F05_applications-systems.csv,581,tenant_file
APP-00581,Data-Microsoft-Suite-0581,Network,,Network,,Azure,,Medium,15460000,,143,internal,EOL Approaching,,Microservice,Microsoft,family-2-technology-estate/F05_applications-systems.csv,582,tenant_file
APP-00582,Ancillary-SITA-Manager-0582,Security,,Security,,Azure,,Low,3380000,,87,internal,Unsupported,,SaaS,SITA,family-2-technology-estate/F05_applications-systems.csv,583,tenant_file
APP-00583,Component-Amadeus-Manager-0583,Security,,Security,,Private Cloud,,Medium,9850000,,10,internal,EOL Approaching,,Middleware,Amadeus,family-2-technology-estate/F05_applications-systems.csv,584,tenant_file
APP-00584,Heavy-AIMS-Suite-0584,Mainframe,,Mainframe,,AWS,,High,470000,,62,internal,EOL Approaching,,Legacy Mainframe,AIMS,family-2-technology-estate/F05_applications-systems.csv,585,tenant_file
APP-00585,Slot-Custom-Service-0585,Security,,Security,,AWS,,Low,12740000,,99,internal,Latest,,Legacy Mainframe,Custom,family-2-technology-estate/F05_applications-systems.csv,586,tenant_file
APP-00586,HR-Infosys-Engine-0586,Security,,Security,,Private Cloud,,Critical,7210000,,211,pci_pii_confidential,EOL Approaching,,Legacy Mainframe,Infosys,family-2-technology-estate/F05_applications-systems.csv,587,tenant_file
