canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,document_id,concept_ref,source_page,span_start,span_end,extracted_text,extraction_method,confidence,conflict_group_id,review_state,row_hash
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-MSA-01,source_system_extracts/document_clause_extractions.csv,2,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-MSA-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-MSA,audit.records,1,120,190,audit.records extracted from DOC-CTR-090-MSA; page 1; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,4d56ad92800daedb7f6eea589a82f1d7dbff4b7763bcea2e0533a3c22d60bf7c
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-001-01,source_system_extracts/document_clause_extractions.csv,82,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-001-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-001,pricing.supersession,1,120,190,pricing.supersession extracted from DOC-CTR-061-AMEND-001; page 1; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,fe9c63a3977ef77065b89f3dba0532b4d4ecbf3d00093aecccd0998f540bd876
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-001-02,source_system_extracts/document_clause_extractions.csv,83,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-001-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-001,pricing.current_rate,2,200,270,pricing.current_rate extracted from DOC-CTR-061-AMEND-001; page 2; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,952c7c56a581a43e3f28362a698edcd63da6dedcfd6828d3aa34fe57ba7f3193
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-001-03,source_system_extracts/document_clause_extractions.csv,84,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-001-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-001,scope.no_implied_expansion,3,280,350,scope.no_implied_expansion extracted from DOC-CTR-061-AMEND-001; page 3; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,fb170c5855f3edeab9e74258aef4279106e95281fa4bad21927e262f2ebde1ec
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-001-04,source_system_extracts/document_clause_extractions.csv,85,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-001-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-001,invoice.evidence_requirement,4,360,430,invoice.evidence_requirement extracted from DOC-CTR-061-AMEND-001; page 4; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,11b10919ccc026628c4b989a1bdb7c98894da92dd8afa331f602dccb7e3cb9d1
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-002-01,source_system_extracts/document_clause_extractions.csv,86,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-002-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-002,scope.supersession,1,120,190,scope.supersession extracted from DOC-CTR-061-AMEND-002; page 1; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,0c6e19103d1c14fb82e68b804cb377dd6444d2c9b5d73c6cc19e8e8e615d2647
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-002-02,source_system_extracts/document_clause_extractions.csv,87,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-002-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-002,scope.application,2,200,270,scope.application extracted from DOC-CTR-061-AMEND-002; page 2; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,f4dff801b578a4ad95c9bac27be32910f0161c43c8f6f2bb06ec53aa12a3718d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-002-03,source_system_extracts/document_clause_extractions.csv,88,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-002-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-002,scope.affiliate,3,280,350,scope.affiliate extracted from DOC-CTR-061-AMEND-002; page 3; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,f39821965669719c8778482cf07a3f546a1e6619d807a4a074773685ecf5d0a2
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-AMEND-002-04,source_system_extracts/document_clause_extractions.csv,89,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-AMEND-002-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-AMEND-002,new_event.scope_control,4,360,430,new_event.scope_control extracted from DOC-CTR-061-AMEND-002; page 4; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,7b7ae6b88c4f982e6d7317a1f4c77d162076b8ec4a086761d64e47b0938e63ed
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-01,source_system_extracts/document_clause_extractions.csv,90,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-PRICING-EXHIBIT,pricing.sku_table,1,120,190,pricing.sku_table extracted from DOC-CTR-061-PRICING-EXHIBIT; page 1; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,ff0f83c70ff580c78ddb8e64c6c9372adc92b56b872511d99c0dec71594d2192
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-02,source_system_extracts/document_clause_extractions.csv,91,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-PRICING-EXHIBIT,pricing.uplift_cap,2,200,270,pricing.uplift_cap extracted from DOC-CTR-061-PRICING-EXHIBIT; page 2; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,63a9bf8cc792b35cc9b323267efe61edf110442e4e1dd1a6954ba7fc4b7ac6cf
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-03,source_system_extracts/document_clause_extractions.csv,92,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-PRICING-EXHIBIT,finance.credit_proof,3,280,350,finance.credit_proof extracted from DOC-CTR-061-PRICING-EXHIBIT; page 3; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,508055c5ef0a15ea54547d7a3187dcf9524b0fbb08c88919ffc96e35bf4b0909
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-04,source_system_extracts/document_clause_extractions.csv,93,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-PRICING-EXHIBIT-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-PRICING-EXHIBIT,pricing.normalization,4,360,430,pricing.normalization extracted from DOC-CTR-061-PRICING-EXHIBIT; page 4; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,d81a2620a8d103d4ce586db9d581c5b2de8d19ef72a3c5927f1abc617187b9b5
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SLA-SCHEDULE-01,source_system_extracts/document_clause_extractions.csv,94,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SLA-SCHEDULE-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SLA-SCHEDULE,sla.target,1,120,190,sla.target extracted from DOC-CTR-061-SLA-SCHEDULE; page 1; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,3a95be4605aaf1946381cefda6e4531a73b53473df473cf60b0160bf464df96a
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SLA-SCHEDULE-02,source_system_extracts/document_clause_extractions.csv,95,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SLA-SCHEDULE-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SLA-SCHEDULE,sla.fee_base,2,200,270,sla.fee_base extracted from DOC-CTR-061-SLA-SCHEDULE; page 2; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,bb814f7c4a581764802f462cc0fb713ee8fdafda695fda3e2f078d7789b390bd
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SLA-SCHEDULE-03,source_system_extracts/document_clause_extractions.csv,96,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SLA-SCHEDULE-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SLA-SCHEDULE,sla.claim_window,3,280,350,sla.claim_window extracted from DOC-CTR-061-SLA-SCHEDULE; page 3; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,b63ac354273b030344c67f5eef46f5e55faccbe6d0df7f799e264d1a624c15ef
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SLA-SCHEDULE-04,source_system_extracts/document_clause_extractions.csv,97,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SLA-SCHEDULE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SLA-SCHEDULE,sla.credit_formula,4,360,430,sla.credit_formula extracted from DOC-CTR-061-SLA-SCHEDULE; page 4; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,4d12b4a62b5977d6236d680fe4f571630e7c81a1ef542ff1d4e774edf326d61e
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SUPPORT-POLICY-01,source_system_extracts/document_clause_extractions.csv,98,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SUPPORT-POLICY-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SUPPORT-POLICY,support.tier,1,120,190,support.tier extracted from DOC-CTR-061-SUPPORT-POLICY; page 1; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,fb4a91e81cbcd4e0d64bf7a1eb1647bb28f17505e01abefa7b67bdabb0b396ca
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SUPPORT-POLICY-02,source_system_extracts/document_clause_extractions.csv,99,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SUPPORT-POLICY-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SUPPORT-POLICY,support.response_commitment,2,200,270,support.response_commitment extracted from DOC-CTR-061-SUPPORT-POLICY; page 2; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,ab0452418756dd6b8830628f941dd6e66c721e4717a52dbb31f765d52af9a428
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SUPPORT-POLICY-03,source_system_extracts/document_clause_extractions.csv,100,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SUPPORT-POLICY-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SUPPORT-POLICY,support.escalation,3,280,350,support.escalation extracted from DOC-CTR-061-SUPPORT-POLICY; page 3; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,54a69c83c59fb30222a4a11ef1b99de6d5922edcac75f40551cc3a43d56779a0
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SUPPORT-POLICY-04,source_system_extracts/document_clause_extractions.csv,101,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SUPPORT-POLICY-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SUPPORT-POLICY,support.reporting,4,360,430,support.reporting extracted from DOC-CTR-061-SUPPORT-POLICY; page 4; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,b4415af158faadbf694bf9cfe70fd956f500e1e04b088c884ecf2a2540080c4e
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SECURITY-DPA-01,source_system_extracts/document_clause_extractions.csv,102,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SECURITY-DPA-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SECURITY-DPA,security.data_processing,1,120,190,security.data_processing extracted from DOC-CTR-061-SECURITY-DPA; page 1; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,450c36402962ab79c8ec2d9ceb3e57ce79d38b7e4d935692360fbc396cfc9070
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SECURITY-DPA-02,source_system_extracts/document_clause_extractions.csv,103,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SECURITY-DPA-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SECURITY-DPA,security.controls,2,200,270,security.controls extracted from DOC-CTR-061-SECURITY-DPA; page 2; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,39a74e67d044618b36bafb66bb835d1248025718207c748a386e5bd49d246bf1
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SECURITY-DPA-03,source_system_extracts/document_clause_extractions.csv,104,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SECURITY-DPA-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SECURITY-DPA,security.breach_notice,3,280,350,security.breach_notice extracted from DOC-CTR-061-SECURITY-DPA; page 3; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,974f1f67fe933a18f11b2a1d59c7ca7cf06b06dbf983ccf16334bf3608cb9142
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SECURITY-DPA-04,source_system_extracts/document_clause_extractions.csv,105,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SECURITY-DPA-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SECURITY-DPA,security.subprocessor,4,360,430,security.subprocessor extracted from DOC-CTR-061-SECURITY-DPA; page 4; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,39737694b2dcaf457b76fd8e2400d7b1e992e60b111672ba35e737c0ace3f663
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-01,source_system_extracts/document_clause_extractions.csv,106,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-NOTICE-RENEWAL,renewal.notice_deadline,1,120,190,renewal.notice_deadline extracted from DOC-CTR-061-NOTICE-RENEWAL; page 1; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,92bb09f69581eecc9d7be21063ad8fe8d991eb3ff791532a9b310e7df6f15dab
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-02,source_system_extracts/document_clause_extractions.csv,107,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-NOTICE-RENEWAL,renewal.notice_evidence,2,200,270,renewal.notice_evidence extracted from DOC-CTR-061-NOTICE-RENEWAL; page 2; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,545e461d3b6334e0328067c916915889e4e2b917d8e4c70c75885cdc33548127
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-03,source_system_extracts/document_clause_extractions.csv,108,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-NOTICE-RENEWAL,renewal.event_trigger,3,280,350,renewal.event_trigger extracted from DOC-CTR-061-NOTICE-RENEWAL; page 3; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,6ee9f651b1a67ba51cb52ea177313c38921d5fddb702f29011fd087858e807cd
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-04,source_system_extracts/document_clause_extractions.csv,109,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-NOTICE-RENEWAL-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-NOTICE-RENEWAL,governance.vendor_outreach,4,360,430,governance.vendor_outreach extracted from DOC-CTR-061-NOTICE-RENEWAL; page 4; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,c5825ed2bbd87d00cb7ab89b392e36bd76ad365b2708118ed79fc79f765b8a2f
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-01,source_system_extracts/document_clause_extractions.csv,110,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-RENEWAL-QUOTE,quote.proposed_value,1,120,190,quote.proposed_value extracted from DOC-CTR-061-RENEWAL-QUOTE; page 1; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,56d64d520dfb6623ef3ed2b73b99d5660b82de8a9c9276a9327214bbf0cbbe12
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-02,source_system_extracts/document_clause_extractions.csv,111,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-RENEWAL-QUOTE,quote.assumption,2,200,270,quote.assumption extracted from DOC-CTR-061-RENEWAL-QUOTE; page 2; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,ad813f017df2dc4fa9960d677aa8f230eeb8e07b3e2dadd0f0bc34052dfee9cc
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-03,source_system_extracts/document_clause_extractions.csv,112,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-RENEWAL-QUOTE,quote.counter_position,3,280,350,quote.counter_position extracted from DOC-CTR-061-RENEWAL-QUOTE; page 3; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,8667f4355b0dbb6e3866cae463b34baaec0cf7180beb6ed8ab0cd183f2a2eb50
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-04,source_system_extracts/document_clause_extractions.csv,113,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-RENEWAL-QUOTE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-RENEWAL-QUOTE,quote.open_issue,4,360,430,quote.open_issue extracted from DOC-CTR-061-RENEWAL-QUOTE; page 4; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,00bb7cda1674acc42960ef555c30891ab4c82f3bacfe1a67727daf5e095f0046
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SIDE-LETTER-01,source_system_extracts/document_clause_extractions.csv,114,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SIDE-LETTER-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SIDE-LETTER,side_letter.exception,1,120,190,side_letter.exception extracted from DOC-CTR-061-SIDE-LETTER; page 1; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,7bb27be43459898c41e369e816625601a8fe4736fb1a23a269bfdcffa33ed6b6
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SIDE-LETTER-02,source_system_extracts/document_clause_extractions.csv,115,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SIDE-LETTER-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SIDE-LETTER,terms.precedence_conflict,2,200,270,terms.precedence_conflict extracted from DOC-CTR-061-SIDE-LETTER; page 2; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.72,CONFLICT-CTR-061-TERMS-PRECEDENCE,preserve_for_legal_review,f837d6bd8274a4080e9cdcb7932afe83052fd8e5064b77b3cfacd014847b1dfa
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SIDE-LETTER-03,source_system_extracts/document_clause_extractions.csv,116,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SIDE-LETTER-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SIDE-LETTER,side_letter.concession,3,280,350,side_letter.concession extracted from DOC-CTR-061-SIDE-LETTER; page 3; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,4ce65f299242bd3c354247d7da3ede194a4dc74cc545731f061bf76183d14637
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SIDE-LETTER-04,source_system_extracts/document_clause_extractions.csv,117,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SIDE-LETTER-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SIDE-LETTER,side_letter.no_waiver,4,360,430,side_letter.no_waiver extracted from DOC-CTR-061-SIDE-LETTER; page 4; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,58b91c80aeee151683f2d68e7ef3459a21101fc33f93430be5b88bdbc9fd039c
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-EXIT-PLAN-01,source_system_extracts/document_clause_extractions.csv,118,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-EXIT-PLAN-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-EXIT-PLAN,exit.assistance,1,120,190,exit.assistance extracted from DOC-CTR-061-EXIT-PLAN; page 1; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,f016b257ebb7fa274bb6dfefeb2303993a4566f42abd67055b491f45be70af25
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-EXIT-PLAN-02,source_system_extracts/document_clause_extractions.csv,119,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-EXIT-PLAN-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-EXIT-PLAN,exit.data_portability,2,200,270,exit.data_portability extracted from DOC-CTR-061-EXIT-PLAN; page 2; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,f44d7c8ddb0194f3fda9c3455b7d75ca41a9059a522c03a3a1da1815ba70fb0f
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-EXIT-PLAN-03,source_system_extracts/document_clause_extractions.csv,120,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-EXIT-PLAN-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-EXIT-PLAN,exit.milestone,3,280,350,exit.milestone extracted from DOC-CTR-061-EXIT-PLAN; page 3; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,0ab614f66d43dbca71149e9a34243b6caf46ee8faecca7ffa8530a6dc07f1d6b
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-EXIT-PLAN-04,source_system_extracts/document_clause_extractions.csv,121,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-EXIT-PLAN-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-EXIT-PLAN,exit.holdback,4,360,430,exit.holdback extracted from DOC-CTR-061-EXIT-PLAN; page 4; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,2701f16a904065e8e0392970576b12e38759758bf0075ddf9ab04ff3f5d70743
