facility_id,business_unit_id,facility_name,facility_type,region,service_line,bed_count,annual_encounters,revenue_owner,it_site_owner,critical_services,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
FAC-CLINIC-168,BU-AMB,Meridian Northern California Clinic 168,Clinic,Northern California,Ambulatory,0,29160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-168,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-169,BU-AMB,Meridian Sierra Foothills Clinic 169,Clinic,Sierra Foothills,Behavioral Health,0,29280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-169,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-170,BU-AMB,Meridian Sacramento Metro Clinic 170,Clinic,Sacramento Metro,Oncology,0,29400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-170,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-171,BU-AMB,Meridian Central Valley Clinic 171,Clinic,Central Valley,Cardiology,0,29520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-171,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-172,BU-AMB,Meridian Bay Area Clinic 172,Clinic,Bay Area,Primary Care,0,29640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-172,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-173,BU-AMB,Meridian Northern California Clinic 173,Clinic,Northern California,Post-Acute,0,29760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-173,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-174,BU-AMB,Meridian Sierra Foothills Clinic 174,Clinic,Sierra Foothills,Acute Care,0,29880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-174,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-175,BU-AMB,Meridian Sacramento Metro Clinic 175,Clinic,Sacramento Metro,Ambulatory,0,30000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-175,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-176,BU-AMB,Meridian Central Valley Clinic 176,Clinic,Central Valley,Behavioral Health,0,30120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-176,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-177,BU-AMB,Meridian Bay Area Clinic 177,Clinic,Bay Area,Oncology,0,30240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-177,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-178,BU-AMB,Meridian Northern California Clinic 178,Clinic,Northern California,Cardiology,0,30360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-178,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-179,BU-AMB,Meridian Sierra Foothills Clinic 179,Clinic,Sierra Foothills,Primary Care,0,30480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-179,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-180,BU-AMB,Meridian Sacramento Metro Clinic 180,Clinic,Sacramento Metro,Post-Acute,0,30600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-180,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-181,BU-AMB,Meridian Central Valley Clinic 181,Clinic,Central Valley,Acute Care,0,30720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-181,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-182,BU-AMB,Meridian Bay Area Clinic 182,Clinic,Bay Area,Ambulatory,0,30840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-182,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-183,BU-AMB,Meridian Northern California Clinic 183,Clinic,Northern California,Behavioral Health,0,30960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-183,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-184,BU-AMB,Meridian Sierra Foothills Clinic 184,Clinic,Sierra Foothills,Oncology,0,31080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-184,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-185,BU-AMB,Meridian Sacramento Metro Clinic 185,Clinic,Sacramento Metro,Cardiology,0,31200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-185,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-186,BU-AMB,Meridian Central Valley Clinic 186,Clinic,Central Valley,Primary Care,0,31320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-186,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-187,BU-AMB,Meridian Bay Area Clinic 187,Clinic,Bay Area,Post-Acute,0,31440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-187,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-188,BU-AMB,Meridian Northern California Clinic 188,Clinic,Northern California,Acute Care,0,31560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-188,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-189,BU-AMB,Meridian Sierra Foothills Clinic 189,Clinic,Sierra Foothills,Ambulatory,0,31680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-189,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-190,BU-AMB,Meridian Sacramento Metro Clinic 190,Clinic,Sacramento Metro,Behavioral Health,0,31800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-190,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-191,BU-AMB,Meridian Central Valley Clinic 191,Clinic,Central Valley,Oncology,0,31920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-191,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-192,BU-AMB,Meridian Bay Area Clinic 192,Clinic,Bay Area,Cardiology,0,32040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-192,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-193,BU-AMB,Meridian Northern California Clinic 193,Clinic,Northern California,Primary Care,0,32160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-193,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-194,BU-AMB,Meridian Sierra Foothills Clinic 194,Clinic,Sierra Foothills,Post-Acute,0,32280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-194,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-195,BU-AMB,Meridian Sacramento Metro Clinic 195,Clinic,Sacramento Metro,Acute Care,0,32400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-195,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-196,BU-AMB,Meridian Central Valley Clinic 196,Clinic,Central Valley,Ambulatory,0,32520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-196,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-197,BU-AMB,Meridian Bay Area Clinic 197,Clinic,Bay Area,Behavioral Health,0,32640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-197,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-198,BU-AMB,Meridian Northern California Clinic 198,Clinic,Northern California,Oncology,0,32760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-198,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-199,BU-AMB,Meridian Sierra Foothills Clinic 199,Clinic,Sierra Foothills,Cardiology,0,32880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-199,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-200,BU-AMB,Meridian Sacramento Metro Clinic 200,Clinic,Sacramento Metro,Primary Care,0,33000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-200,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-201,BU-AMB,Meridian Central Valley Clinic 201,Clinic,Central Valley,Post-Acute,0,33120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-201,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-202,BU-AMB,Meridian Bay Area Clinic 202,Clinic,Bay Area,Acute Care,0,33240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-202,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-203,BU-AMB,Meridian Northern California Clinic 203,Clinic,Northern California,Ambulatory,0,33360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-203,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-204,BU-AMB,Meridian Sierra Foothills Clinic 204,Clinic,Sierra Foothills,Behavioral Health,0,33480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-204,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-205,BU-AMB,Meridian Sacramento Metro Clinic 205,Clinic,Sacramento Metro,Oncology,0,33600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-205,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-206,BU-AMB,Meridian Central Valley Clinic 206,Clinic,Central Valley,Cardiology,0,33720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-206,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-207,BU-AMB,Meridian Bay Area Clinic 207,Clinic,Bay Area,Primary Care,0,33840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-207,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-208,BU-AMB,Meridian Northern California Clinic 208,Clinic,Northern California,Post-Acute,0,33960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-208,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-209,BU-AMB,Meridian Sierra Foothills Clinic 209,Clinic,Sierra Foothills,Acute Care,0,34080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-209,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-210,BU-AMB,Meridian Sacramento Metro Clinic 210,Clinic,Sacramento Metro,Ambulatory,0,34200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-210,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-211,BU-AMB,Meridian Central Valley Clinic 211,Clinic,Central Valley,Behavioral Health,0,34320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-211,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-212,BU-AMB,Meridian Bay Area Clinic 212,Clinic,Bay Area,Oncology,0,34440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-212,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-213,BU-AMB,Meridian Northern California Clinic 213,Clinic,Northern California,Cardiology,0,34560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-213,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-214,BU-AMB,Meridian Sierra Foothills Clinic 214,Clinic,Sierra Foothills,Primary Care,0,34680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-214,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-215,BU-AMB,Meridian Sacramento Metro Clinic 215,Clinic,Sacramento Metro,Post-Acute,0,34800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-215,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-216,BU-AMB,Meridian Central Valley Clinic 216,Clinic,Central Valley,Acute Care,0,34920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-216,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-217,BU-AMB,Meridian Bay Area Clinic 217,Clinic,Bay Area,Ambulatory,0,35040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-217,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-218,BU-AMB,Meridian Northern California Clinic 218,Clinic,Northern California,Behavioral Health,0,35160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-218,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-219,BU-AMB,Meridian Sierra Foothills Clinic 219,Clinic,Sierra Foothills,Oncology,0,35280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-219,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-220,BU-AMB,Meridian Sacramento Metro Clinic 220,Clinic,Sacramento Metro,Cardiology,0,35400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-220,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-221,BU-AMB,Meridian Central Valley Clinic 221,Clinic,Central Valley,Primary Care,0,35520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-221,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-222,BU-AMB,Meridian Bay Area Clinic 222,Clinic,Bay Area,Post-Acute,0,35640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-222,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-223,BU-AMB,Meridian Northern California Clinic 223,Clinic,Northern California,Acute Care,0,35760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-223,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-224,BU-AMB,Meridian Sierra Foothills Clinic 224,Clinic,Sierra Foothills,Ambulatory,0,35880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-224,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-225,BU-AMB,Meridian Sacramento Metro Clinic 225,Clinic,Sacramento Metro,Behavioral Health,0,36000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-225,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-226,BU-AMB,Meridian Central Valley Clinic 226,Clinic,Central Valley,Oncology,0,36120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-226,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-227,BU-AMB,Meridian Bay Area Clinic 227,Clinic,Bay Area,Cardiology,0,36240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-227,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-228,BU-AMB,Meridian Northern California Clinic 228,Clinic,Northern California,Primary Care,0,36360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-228,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-229,BU-AMB,Meridian Sierra Foothills Clinic 229,Clinic,Sierra Foothills,Post-Acute,0,36480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-229,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-230,BU-AMB,Meridian Sacramento Metro Clinic 230,Clinic,Sacramento Metro,Acute Care,0,36600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-230,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-231,BU-AMB,Meridian Central Valley Clinic 231,Clinic,Central Valley,Ambulatory,0,36720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-231,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-232,BU-AMB,Meridian Bay Area Clinic 232,Clinic,Bay Area,Behavioral Health,0,36840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-232,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-233,BU-AMB,Meridian Northern California Clinic 233,Clinic,Northern California,Oncology,0,36960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-233,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-234,BU-AMB,Meridian Sierra Foothills Clinic 234,Clinic,Sierra Foothills,Cardiology,0,37080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-234,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-235,BU-AMB,Meridian Sacramento Metro Clinic 235,Clinic,Sacramento Metro,Primary Care,0,37200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-235,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-236,BU-AMB,Meridian Central Valley Clinic 236,Clinic,Central Valley,Post-Acute,0,37320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-236,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-237,BU-AMB,Meridian Bay Area Clinic 237,Clinic,Bay Area,Acute Care,0,37440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-237,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-238,BU-AMB,Meridian Northern California Clinic 238,Clinic,Northern California,Ambulatory,0,37560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-238,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-239,BU-AMB,Meridian Sierra Foothills Clinic 239,Clinic,Sierra Foothills,Behavioral Health,0,37680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-239,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-240,BU-AMB,Meridian Sacramento Metro Clinic 240,Clinic,Sacramento Metro,Oncology,0,37800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-240,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-241,BU-AMB,Meridian Central Valley Clinic 241,Clinic,Central Valley,Cardiology,0,37920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-241,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-242,BU-AMB,Meridian Bay Area Clinic 242,Clinic,Bay Area,Primary Care,0,38040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-242,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-243,BU-AMB,Meridian Northern California Clinic 243,Clinic,Northern California,Post-Acute,0,38160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-243,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-244,BU-AMB,Meridian Sierra Foothills Clinic 244,Clinic,Sierra Foothills,Acute Care,0,38280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-244,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-245,BU-AMB,Meridian Sacramento Metro Clinic 245,Clinic,Sacramento Metro,Ambulatory,0,38400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-245,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-246,BU-AMB,Meridian Central Valley Clinic 246,Clinic,Central Valley,Behavioral Health,0,38520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-246,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-247,BU-AMB,Meridian Bay Area Clinic 247,Clinic,Bay Area,Oncology,0,38640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-247,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-248,BU-AMB,Meridian Northern California Clinic 248,Clinic,Northern California,Cardiology,0,38760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-248,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-249,BU-AMB,Meridian Sierra Foothills Clinic 249,Clinic,Sierra Foothills,Primary Care,0,38880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-249,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-250,BU-AMB,Meridian Sacramento Metro Clinic 250,Clinic,Sacramento Metro,Post-Acute,0,39000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-250,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-251,BU-AMB,Meridian Central Valley Clinic 251,Clinic,Central Valley,Acute Care,0,39120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-251,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-252,BU-AMB,Meridian Bay Area Clinic 252,Clinic,Bay Area,Ambulatory,0,39240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-252,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-253,BU-AMB,Meridian Northern California Clinic 253,Clinic,Northern California,Behavioral Health,0,39360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-253,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-254,BU-AMB,Meridian Sierra Foothills Clinic 254,Clinic,Sierra Foothills,Oncology,0,39480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-254,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-255,BU-AMB,Meridian Sacramento Metro Clinic 255,Clinic,Sacramento Metro,Cardiology,0,39600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-255,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-256,BU-AMB,Meridian Central Valley Clinic 256,Clinic,Central Valley,Primary Care,0,39720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-256,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-257,BU-AMB,Meridian Bay Area Clinic 257,Clinic,Bay Area,Post-Acute,0,39840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-257,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-258,BU-AMB,Meridian Northern California Clinic 258,Clinic,Northern California,Acute Care,0,39960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-258,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-259,BU-AMB,Meridian Sierra Foothills Clinic 259,Clinic,Sierra Foothills,Ambulatory,0,40080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-259,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-260,BU-AMB,Meridian Sacramento Metro Clinic 260,Clinic,Sacramento Metro,Behavioral Health,0,40200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-260,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-261,BU-AMB,Meridian Central Valley Clinic 261,Clinic,Central Valley,Oncology,0,40320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-261,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-262,BU-AMB,Meridian Bay Area Clinic 262,Clinic,Bay Area,Cardiology,0,40440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-262,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-263,BU-AMB,Meridian Northern California Clinic 263,Clinic,Northern California,Primary Care,0,40560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-263,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-264,BU-AMB,Meridian Sierra Foothills Clinic 264,Clinic,Sierra Foothills,Post-Acute,0,40680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-264,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-265,BU-AMB,Meridian Sacramento Metro Clinic 265,Clinic,Sacramento Metro,Acute Care,0,40800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-265,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-266,BU-AMB,Meridian Central Valley Clinic 266,Clinic,Central Valley,Ambulatory,0,40920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-266,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-267,BU-AMB,Meridian Bay Area Clinic 267,Clinic,Bay Area,Behavioral Health,0,41040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-267,Facilities Operations,2026-06-04,0.84,true,
