spend_id,period_start,period_end,business_unit_id,cost_center,vendor_id,contract_id,category,actual_spend_usd,run_rate_usd,capex_opex,budget_owner,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
SPEND-MH-0230,2026-03-01,2026-03-28,BU-ACUTE,CC-1050,VEN-COLLIBRA,CON-COLLIBRA-2027,Data Governance,244666,2900000,Opex,CFO,ERP spend export,SPEND-MH-0230,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0231,2026-04-01,2026-04-28,BU-AMB,CC-1051,VEN-CROWDSTRIKE,CON-CROWDSTRIKE-2027,Security,429100,5100000,Opex,CDAO,ERP spend export,SPEND-MH-0231,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0232,2026-05-01,2026-05-28,BU-PLAN,CC-1052,VEN-MH-013,CON-MH-013-2027,Security,213450,2499000,Capex,CTO,ERP spend export,SPEND-MH-0232,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0233,2026-06-01,2026-06-28,BU-IT,CC-1053,VEN-MH-014,CON-MH-014-2027,Integration,228966,2672000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0233,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0234,2026-07-01,2026-07-28,BU-SHARED,CC-1054,VEN-MH-015,CON-MH-015-2027,Health Plan Operations,244483,2845000,Opex,Health Plan,ERP spend export,SPEND-MH-0234,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0235,2026-08-01,2026-08-28,BU-ACUTE,CC-1055,VEN-MH-016,CON-MH-016-2027,Revenue Cycle,260000,3018000,Opex,CFO,ERP spend export,SPEND-MH-0235,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0236,2026-09-01,2026-09-28,BU-AMB,CC-1056,VEN-MH-017,CON-MH-017-2027,Contact Center,275516,3191000,Capex,CDAO,ERP spend export,SPEND-MH-0236,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0237,2026-10-01,2026-10-28,BU-PLAN,CC-1057,VEN-MH-018,CON-MH-018-2027,Device Management,291033,3364000,Opex,CTO,ERP spend export,SPEND-MH-0237,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0238,2026-11-01,2026-11-28,BU-IT,CC-1058,VEN-MH-019,CON-MH-019-2027,Professional Services,306550,3537000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0238,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0239,2026-12-01,2026-12-28,BU-SHARED,CC-1059,VEN-MH-020,CON-MH-020-2027,Clinical Systems,322066,3710000,Opex,Health Plan,ERP spend export,SPEND-MH-0239,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0240,2026-01-01,2026-01-28,BU-ACUTE,CC-1060,VEN-MH-021,CON-MH-021-2027,Cloud Infrastructure,337583,3883000,Capex,CFO,ERP spend export,SPEND-MH-0240,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0241,2026-02-01,2026-02-28,BU-AMB,CC-1061,VEN-MH-022,CON-MH-022-2027,Data Platform,353100,4056000,Opex,CDAO,ERP spend export,SPEND-MH-0241,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0242,2026-03-01,2026-03-28,BU-PLAN,CC-1062,VEN-MH-023,CON-MH-023-2027,Security,368616,4229000,Opex,CTO,ERP spend export,SPEND-MH-0242,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0243,2026-04-01,2026-04-28,BU-IT,CC-1063,VEN-MH-024,CON-MH-024-2027,Integration,384133,4402000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0243,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0244,2026-05-01,2026-05-28,BU-SHARED,CC-1064,VEN-MH-025,CON-MH-025-2027,Health Plan Operations,399650,4575000,Capex,Health Plan,ERP spend export,SPEND-MH-0244,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0245,2026-06-01,2026-06-28,BU-ACUTE,CC-1065,VEN-MH-026,CON-MH-026-2027,Revenue Cycle,415166,4748000,Opex,CFO,ERP spend export,SPEND-MH-0245,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0246,2026-07-01,2026-07-28,BU-AMB,CC-1066,VEN-MH-027,CON-MH-027-2027,Contact Center,430683,4921000,Opex,CDAO,ERP spend export,SPEND-MH-0246,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0247,2026-08-01,2026-08-28,BU-PLAN,CC-1067,VEN-MH-028,CON-MH-028-2027,Device Management,46200,294000,Opex,CTO,ERP spend export,SPEND-MH-0247,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0248,2026-09-01,2026-09-28,BU-IT,CC-1068,VEN-MH-029,CON-MH-029-2027,Professional Services,61716,467000,Capex,Revenue Cycle,ERP spend export,SPEND-MH-0248,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0249,2026-10-01,2026-10-28,BU-SHARED,CC-1069,VEN-MH-030,CON-MH-030-2027,Clinical Systems,77233,640000,Opex,Health Plan,ERP spend export,SPEND-MH-0249,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0250,2026-11-01,2026-11-28,BU-ACUTE,CC-1070,VEN-MH-031,CON-MH-031-2027,Cloud Infrastructure,92750,813000,Opex,CFO,ERP spend export,SPEND-MH-0250,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0251,2026-12-01,2026-12-28,BU-AMB,CC-1071,VEN-MH-032,CON-MH-032-2027,Data Platform,108266,986000,Opex,CDAO,ERP spend export,SPEND-MH-0251,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0252,2026-01-01,2026-01-28,BU-PLAN,CC-1072,VEN-MH-033,CON-MH-033-2027,Security,123783,1159000,Capex,CTO,ERP spend export,SPEND-MH-0252,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0253,2026-02-01,2026-02-28,BU-IT,CC-1073,VEN-MH-034,CON-MH-034-2027,Integration,139300,1332000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0253,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0254,2026-03-01,2026-03-28,BU-SHARED,CC-1074,VEN-MH-035,CON-MH-035-2027,Health Plan Operations,154816,1505000,Opex,Health Plan,ERP spend export,SPEND-MH-0254,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0255,2026-04-01,2026-04-28,BU-ACUTE,CC-1075,VEN-MH-036,CON-MH-036-2027,Revenue Cycle,170333,1678000,Opex,CFO,ERP spend export,SPEND-MH-0255,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0256,2026-05-01,2026-05-28,BU-AMB,CC-1076,VEN-MH-037,CON-MH-037-2027,Contact Center,185850,1851000,Capex,CDAO,ERP spend export,SPEND-MH-0256,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0257,2026-06-01,2026-06-28,BU-PLAN,CC-1077,VEN-MH-038,CON-MH-038-2027,Device Management,201366,2024000,Opex,CTO,ERP spend export,SPEND-MH-0257,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0258,2026-07-01,2026-07-28,BU-IT,CC-1078,VEN-MH-039,CON-MH-039-2027,Professional Services,216883,2197000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0258,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0259,2026-08-01,2026-08-28,BU-SHARED,CC-1079,VEN-MH-040,CON-MH-040-2027,Clinical Systems,232400,2370000,Opex,Health Plan,ERP spend export,SPEND-MH-0259,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0260,2026-09-01,2026-09-28,BU-ACUTE,CC-1080,VEN-MH-041,CON-MH-041-2027,Cloud Infrastructure,247916,2543000,Capex,CFO,ERP spend export,SPEND-MH-0260,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0261,2026-10-01,2026-10-28,BU-AMB,CC-1081,VEN-MH-042,CON-MH-042-2027,Data Platform,263433,2716000,Opex,CDAO,ERP spend export,SPEND-MH-0261,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0262,2026-11-01,2026-11-28,BU-PLAN,CC-1082,VEN-MH-043,CON-MH-043-2027,Security,278950,2889000,Opex,CTO,ERP spend export,SPEND-MH-0262,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0263,2026-12-01,2026-12-28,BU-IT,CC-1083,VEN-MH-044,CON-MH-044-2027,Integration,294466,3062000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0263,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0264,2026-01-01,2026-01-28,BU-SHARED,CC-1084,VEN-MH-045,CON-MH-045-2027,Health Plan Operations,309983,3235000,Capex,Health Plan,ERP spend export,SPEND-MH-0264,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0265,2026-02-01,2026-02-28,BU-ACUTE,CC-1085,VEN-MH-046,CON-MH-046-2027,Revenue Cycle,325500,3408000,Opex,CFO,ERP spend export,SPEND-MH-0265,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0266,2026-03-01,2026-03-28,BU-AMB,CC-1086,VEN-MH-047,CON-MH-047-2027,Contact Center,341016,3581000,Opex,CDAO,ERP spend export,SPEND-MH-0266,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0267,2026-04-01,2026-04-28,BU-PLAN,CC-1087,VEN-MH-048,CON-MH-048-2027,Device Management,356533,3754000,Opex,CTO,ERP spend export,SPEND-MH-0267,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0268,2026-05-01,2026-05-28,BU-IT,CC-1088,VEN-MH-049,CON-MH-049-2027,Professional Services,372050,3927000,Capex,Revenue Cycle,ERP spend export,SPEND-MH-0268,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0269,2026-06-01,2026-06-28,BU-SHARED,CC-1089,VEN-MH-050,CON-MH-050-2027,Clinical Systems,387566,4100000,Opex,Health Plan,ERP spend export,SPEND-MH-0269,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0270,2026-07-01,2026-07-28,BU-ACUTE,CC-1000,VEN-MH-051,CON-MH-051-2027,Cloud Infrastructure,403083,4273000,Opex,CFO,ERP spend export,SPEND-MH-0270,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0271,2026-08-01,2026-08-28,BU-AMB,CC-1001,VEN-MH-052,CON-MH-052-2027,Data Platform,418600,4446000,Opex,CDAO,ERP spend export,SPEND-MH-0271,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0272,2026-09-01,2026-09-28,BU-PLAN,CC-1002,VEN-MH-053,CON-MH-053-2027,Security,434116,4619000,Capex,CTO,ERP spend export,SPEND-MH-0272,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0273,2026-10-01,2026-10-28,BU-IT,CC-1003,VEN-MH-054,CON-MH-054-2027,Integration,399633,4792000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0273,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0274,2026-11-01,2026-11-28,BU-SHARED,CC-1004,VEN-MH-055,CON-MH-055-2027,Health Plan Operations,415150,4965000,Opex,Health Plan,ERP spend export,SPEND-MH-0274,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0275,2026-12-01,2026-12-28,BU-ACUTE,CC-1005,VEN-MH-056,CON-MH-056-2027,Revenue Cycle,30666,338000,Opex,CFO,ERP spend export,SPEND-MH-0275,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0276,2026-01-01,2026-01-28,BU-AMB,CC-1006,VEN-MH-057,CON-MH-057-2027,Contact Center,46183,511000,Capex,CDAO,ERP spend export,SPEND-MH-0276,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0277,2026-02-01,2026-02-28,BU-PLAN,CC-1007,VEN-MH-058,CON-MH-058-2027,Device Management,61700,684000,Opex,CTO,ERP spend export,SPEND-MH-0277,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0278,2026-03-01,2026-03-28,BU-IT,CC-1008,VEN-MH-059,CON-MH-059-2027,Professional Services,77216,857000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0278,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0279,2026-04-01,2026-04-28,BU-SHARED,CC-1009,VEN-MH-060,CON-MH-060-2027,Clinical Systems,92733,1030000,Opex,Health Plan,ERP spend export,SPEND-MH-0279,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0280,2026-05-01,2026-05-28,BU-ACUTE,CC-1010,VEN-MH-061,CON-MH-061-2027,Cloud Infrastructure,108250,1203000,Capex,CFO,ERP spend export,SPEND-MH-0280,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0281,2026-06-01,2026-06-28,BU-AMB,CC-1011,VEN-MH-062,CON-MH-062-2027,Data Platform,123766,1376000,Opex,CDAO,ERP spend export,SPEND-MH-0281,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0282,2026-07-01,2026-07-28,BU-PLAN,CC-1012,VEN-MH-063,CON-MH-063-2027,Security,139283,1549000,Opex,CTO,ERP spend export,SPEND-MH-0282,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0283,2026-08-01,2026-08-28,BU-IT,CC-1013,VEN-MH-064,CON-MH-064-2027,Integration,154800,1722000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0283,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0284,2026-09-01,2026-09-28,BU-SHARED,CC-1014,VEN-MH-065,CON-MH-065-2027,Health Plan Operations,170316,1895000,Capex,Health Plan,ERP spend export,SPEND-MH-0284,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0285,2026-10-01,2026-10-28,BU-ACUTE,CC-1015,VEN-MH-066,CON-MH-066-2027,Revenue Cycle,185833,2068000,Opex,CFO,ERP spend export,SPEND-MH-0285,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0286,2026-11-01,2026-11-28,BU-AMB,CC-1016,VEN-MH-067,CON-MH-067-2027,Contact Center,201350,2241000,Opex,CDAO,ERP spend export,SPEND-MH-0286,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0287,2026-12-01,2026-12-28,BU-PLAN,CC-1017,VEN-MH-068,CON-MH-068-2027,Device Management,216866,2414000,Opex,CTO,ERP spend export,SPEND-MH-0287,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0288,2026-01-01,2026-01-28,BU-IT,CC-1018,VEN-MH-069,CON-MH-069-2027,Professional Services,232383,2587000,Capex,Revenue Cycle,ERP spend export,SPEND-MH-0288,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0289,2026-02-01,2026-02-28,BU-SHARED,CC-1019,VEN-MH-070,CON-MH-070-2027,Clinical Systems,247900,2760000,Opex,Health Plan,ERP spend export,SPEND-MH-0289,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0290,2026-03-01,2026-03-28,BU-ACUTE,CC-1020,VEN-MH-071,CON-MH-071-2027,Cloud Infrastructure,263416,2933000,Opex,CFO,ERP spend export,SPEND-MH-0290,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0291,2026-04-01,2026-04-28,BU-AMB,CC-1021,VEN-MH-072,CON-MH-072-2027,Data Platform,278933,3106000,Opex,CDAO,ERP spend export,SPEND-MH-0291,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0292,2026-05-01,2026-05-28,BU-PLAN,CC-1022,VEN-MH-073,CON-MH-073-2027,Security,294450,3279000,Capex,CTO,ERP spend export,SPEND-MH-0292,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0293,2026-06-01,2026-06-28,BU-IT,CC-1023,VEN-MH-074,CON-MH-074-2027,Integration,309966,3452000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0293,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0294,2026-07-01,2026-07-28,BU-SHARED,CC-1024,VEN-MH-075,CON-MH-075-2027,Health Plan Operations,325483,3625000,Opex,Health Plan,ERP spend export,SPEND-MH-0294,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0295,2026-08-01,2026-08-28,BU-ACUTE,CC-1025,VEN-MH-076,CON-MH-076-2027,Revenue Cycle,341000,3798000,Opex,CFO,ERP spend export,SPEND-MH-0295,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0296,2026-09-01,2026-09-28,BU-AMB,CC-1026,VEN-MH-077,CON-MH-077-2027,Contact Center,356516,3971000,Capex,CDAO,ERP spend export,SPEND-MH-0296,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0297,2026-10-01,2026-10-28,BU-PLAN,CC-1027,VEN-MH-078,CON-MH-078-2027,Device Management,372033,4144000,Opex,CTO,ERP spend export,SPEND-MH-0297,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0298,2026-11-01,2026-11-28,BU-IT,CC-1028,VEN-MH-079,CON-MH-079-2027,Professional Services,387550,4317000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0298,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0299,2026-12-01,2026-12-28,BU-SHARED,CC-1029,VEN-MH-080,CON-MH-080-2027,Clinical Systems,403066,4490000,Opex,Health Plan,ERP spend export,SPEND-MH-0299,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0300,2026-01-01,2026-01-28,BU-ACUTE,CC-1030,VEN-MH-081,CON-MH-081-2027,Cloud Infrastructure,418583,4663000,Capex,CFO,ERP spend export,SPEND-MH-0300,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0301,2026-02-01,2026-02-28,BU-AMB,CC-1031,VEN-MH-082,CON-MH-082-2027,Data Platform,434100,4836000,Opex,CDAO,ERP spend export,SPEND-MH-0301,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0302,2026-03-01,2026-03-28,BU-PLAN,CC-1032,VEN-MH-083,CON-MH-083-2027,Security,449616,5009000,Opex,CTO,ERP spend export,SPEND-MH-0302,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0303,2026-04-01,2026-04-28,BU-IT,CC-1033,VEN-MH-084,CON-MH-084-2027,Integration,65133,382000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0303,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0304,2026-05-01,2026-05-28,BU-SHARED,CC-1034,VEN-MH-085,CON-MH-085-2027,Health Plan Operations,80650,555000,Capex,Health Plan,ERP spend export,SPEND-MH-0304,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0305,2026-06-01,2026-06-28,BU-ACUTE,CC-1035,VEN-MH-086,CON-MH-086-2027,Revenue Cycle,96166,728000,Opex,CFO,ERP spend export,SPEND-MH-0305,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0306,2026-07-01,2026-07-28,BU-AMB,CC-1036,VEN-MH-087,CON-MH-087-2027,Contact Center,111683,901000,Opex,CDAO,ERP spend export,SPEND-MH-0306,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0307,2026-08-01,2026-08-28,BU-PLAN,CC-1037,VEN-MH-088,CON-MH-088-2027,Device Management,127200,1074000,Opex,CTO,ERP spend export,SPEND-MH-0307,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0308,2026-09-01,2026-09-28,BU-IT,CC-1038,VEN-MH-089,CON-MH-089-2027,Professional Services,142716,1247000,Capex,Revenue Cycle,ERP spend export,SPEND-MH-0308,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0309,2026-10-01,2026-10-28,BU-SHARED,CC-1039,VEN-MH-090,CON-MH-090-2027,Clinical Systems,158233,1420000,Opex,Health Plan,ERP spend export,SPEND-MH-0309,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0310,2026-11-01,2026-11-28,BU-ACUTE,CC-1040,VEN-MH-091,CON-MH-091-2027,Cloud Infrastructure,173750,1593000,Opex,CFO,ERP spend export,SPEND-MH-0310,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0311,2026-12-01,2026-12-28,BU-AMB,CC-1041,VEN-MH-092,CON-MH-092-2027,Data Platform,189266,1766000,Opex,CDAO,ERP spend export,SPEND-MH-0311,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0312,2026-01-01,2026-01-28,BU-PLAN,CC-1042,VEN-MH-093,CON-MH-093-2027,Security,204783,1939000,Capex,CTO,ERP spend export,SPEND-MH-0312,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0313,2026-02-01,2026-02-28,BU-IT,CC-1043,VEN-MH-094,CON-MH-094-2027,Integration,220300,2112000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0313,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0314,2026-03-01,2026-03-28,BU-SHARED,CC-1044,VEN-MH-095,CON-MH-095-2027,Health Plan Operations,235816,2285000,Opex,Health Plan,ERP spend export,SPEND-MH-0314,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0315,2026-04-01,2026-04-28,BU-ACUTE,CC-1045,VEN-MH-096,CON-MH-096-2027,Revenue Cycle,251333,2458000,Opex,CFO,ERP spend export,SPEND-MH-0315,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0316,2026-05-01,2026-05-28,BU-AMB,CC-1046,VEN-MH-097,CON-MH-097-2027,Contact Center,266850,2631000,Capex,CDAO,ERP spend export,SPEND-MH-0316,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0317,2026-06-01,2026-06-28,BU-PLAN,CC-1047,VEN-MH-098,CON-MH-098-2027,Device Management,282366,2804000,Opex,CTO,ERP spend export,SPEND-MH-0317,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0318,2026-07-01,2026-07-28,BU-IT,CC-1048,VEN-MH-099,CON-MH-099-2027,Professional Services,297883,2977000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0318,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0319,2026-08-01,2026-08-28,BU-SHARED,CC-1049,VEN-MH-100,CON-MH-100-2027,Clinical Systems,263400,3150000,Opex,Health Plan,ERP spend export,SPEND-MH-0319,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0320,2026-09-01,2026-09-28,BU-ACUTE,CC-1050,VEN-MH-101,CON-MH-101-2027,Cloud Infrastructure,278916,3323000,Capex,CFO,ERP spend export,SPEND-MH-0320,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0321,2026-10-01,2026-10-28,BU-AMB,CC-1051,VEN-MH-102,CON-MH-102-2027,Data Platform,294433,3496000,Opex,CDAO,ERP spend export,SPEND-MH-0321,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0322,2026-11-01,2026-11-28,BU-PLAN,CC-1052,VEN-MH-103,CON-MH-103-2027,Security,309950,3669000,Opex,CTO,ERP spend export,SPEND-MH-0322,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0323,2026-12-01,2026-12-28,BU-IT,CC-1053,VEN-MH-104,CON-MH-104-2027,Integration,325466,3842000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0323,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0324,2026-01-01,2026-01-28,BU-SHARED,CC-1054,VEN-MH-105,CON-MH-105-2027,Health Plan Operations,340983,4015000,Capex,Health Plan,ERP spend export,SPEND-MH-0324,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0325,2026-02-01,2026-02-28,BU-ACUTE,CC-1055,VEN-MH-106,CON-MH-106-2027,Revenue Cycle,356500,4188000,Opex,CFO,ERP spend export,SPEND-MH-0325,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0326,2026-03-01,2026-03-28,BU-AMB,CC-1056,VEN-MH-107,CON-MH-107-2027,Contact Center,372016,4361000,Opex,CDAO,ERP spend export,SPEND-MH-0326,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0327,2026-04-01,2026-04-28,BU-PLAN,CC-1057,VEN-MH-108,CON-MH-108-2027,Device Management,387533,4534000,Opex,CTO,ERP spend export,SPEND-MH-0327,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0328,2026-05-01,2026-05-28,BU-IT,CC-1058,VEN-MH-109,CON-MH-109-2027,Professional Services,403050,4707000,Capex,Revenue Cycle,ERP spend export,SPEND-MH-0328,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0329,2026-06-01,2026-06-28,BU-SHARED,CC-1059,VEN-MH-110,CON-MH-110-2027,Clinical Systems,418566,4880000,Opex,Health Plan,ERP spend export,SPEND-MH-0329,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0330,2026-07-01,2026-07-28,BU-ACUTE,CC-1060,VEN-EPIC,CON-EPIC-CORE-2027,Clinical Systems,2396333,28600000,Opex,CFO,ERP spend export,SPEND-MH-0330,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0331,2026-08-01,2026-08-28,BU-AMB,CC-1061,VEN-AMS-EPIC,CON-AMS-EPIC-2026,AMS - Epic,1547433,18400000,Opex,CDAO,ERP spend export,SPEND-MH-0331,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0332,2026-09-01,2026-09-28,BU-PLAN,CC-1062,VEN-AMS-DATA,CON-AMS-DATA-2026,AMS - Data Analytics,1065200,12600000,Capex,CTO,ERP spend export,SPEND-MH-0332,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0333,2026-10-01,2026-10-28,BU-IT,CC-1063,VEN-AWS,CON-AWS-EA-2027,Cloud Infrastructure,4032966,48200000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0333,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0334,2026-11-01,2026-11-28,BU-SHARED,CC-1064,VEN-ORACLE,CON-ORACLE-ERP-2028,ERP and Finance,1209066,14300000,Opex,Health Plan,ERP spend export,SPEND-MH-0334,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0335,2026-12-01,2026-12-28,BU-ACUTE,CC-1065,VEN-WORKDAY,CON-WORKDAY-2028,HCM,785166,9200000,Opex,CFO,ERP spend export,SPEND-MH-0335,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0336,2026-01-01,2026-01-28,BU-AMB,CC-1066,VEN-SNOW,CON-SNOW-2028,ITSM / CMDB,611266,7100000,Capex,CDAO,ERP spend export,SPEND-MH-0336,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0337,2026-02-01,2026-02-28,BU-PLAN,CC-1067,VEN-DATABRICKS,CON-DATABRICKS-2028,Data Platform,837366,9800000,Opex,CTO,ERP spend export,SPEND-MH-0337,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0338,2026-03-01,2026-03-28,BU-IT,CC-1068,VEN-MICROSOFT,CON-M365-2028,Productivity and Identity,1888466,22400000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0338,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0339,2026-04-01,2026-04-28,BU-SHARED,CC-1069,VEN-RHAPSODY,CON-RHAPSODY-2027,Integration,322900,3600000,Opex,Health Plan,ERP spend export,SPEND-MH-0339,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0340,2026-05-01,2026-05-28,BU-ACUTE,CC-1070,VEN-COLLIBRA,CON-COLLIBRA-2027,Data Governance,265666,2900000,Capex,CFO,ERP spend export,SPEND-MH-0340,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0341,2026-06-01,2026-06-28,BU-AMB,CC-1071,VEN-CROWDSTRIKE,CON-CROWDSTRIKE-2027,Security,450100,5100000,Opex,CDAO,ERP spend export,SPEND-MH-0341,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0342,2026-07-01,2026-07-28,BU-PLAN,CC-1072,VEN-MH-013,CON-MH-013-2027,Security,234450,2499000,Opex,CTO,ERP spend export,SPEND-MH-0342,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0343,2026-08-01,2026-08-28,BU-IT,CC-1073,VEN-MH-014,CON-MH-014-2027,Integration,249966,2672000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0343,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0344,2026-09-01,2026-09-28,BU-SHARED,CC-1074,VEN-MH-015,CON-MH-015-2027,Health Plan Operations,265483,2845000,Capex,Health Plan,ERP spend export,SPEND-MH-0344,IT Finance,2026-06-04,0.86,true,
