org_unit_id,person_or_group_id,name,role_title,reports_to_id,decision_domain,decision_right,approval_authority,delegated_to_id,escalation_path,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
ORG-PLAN-CLAIMS,GROUP-ORG-PLAN-CLAIMS,Claims Operations,Business Operating Group,PERSON-HPLAN,Claims operations,Recommend,Recommend authority for Claims operations,,Executive Steering Committee,Workday,GROUP-ORG-PLAN-CLAIMS,People Operations,2026-06-04,0.92,true,
ORG-PLAN-CLAIMS,PERSON-OWNER-ORG-PLAN-CLAIMS,Claims Operations Technology Owner,Business Technology Owner,PERSON-HPLAN,Claims operations,Consult,Consult authority for Claims operations,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-PLAN-CLAIMS,People Operations,2026-06-04,0.92,true,
ORG-CARE-MGMT,GROUP-ORG-CARE-MGMT,Care Management,Business Operating Group,PERSON-HPLAN,Care management,Recommend,Recommend authority for Care management,,Executive Steering Committee,Workday,GROUP-ORG-CARE-MGMT,People Operations,2026-06-04,0.92,true,
ORG-CARE-MGMT,PERSON-OWNER-ORG-CARE-MGMT,Care Management Technology Owner,Business Technology Owner,PERSON-HPLAN,Care management,Consult,Consult authority for Care management,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-CARE-MGMT,People Operations,2026-06-04,0.92,true,
ORG-QUALITY,GROUP-ORG-QUALITY,Quality and STAR/HEDIS,Business Operating Group,PERSON-CMO,Quality performance,Recommend,Recommend authority for Quality performance,,Executive Steering Committee,Workday,GROUP-ORG-QUALITY,People Operations,2026-06-04,0.92,true,
ORG-QUALITY,PERSON-OWNER-ORG-QUALITY,Quality and STAR/HEDIS Technology Owner,Business Technology Owner,PERSON-CMO,Quality performance,Consult,Consult authority for Quality performance,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-QUALITY,People Operations,2026-06-04,0.92,true,
ORG-FINANCE,GROUP-ORG-FINANCE,Finance Planning,Business Operating Group,PERSON-CFO,Financial planning,Recommend,Recommend authority for Financial planning,,Executive Steering Committee,Workday,GROUP-ORG-FINANCE,People Operations,2026-06-04,0.92,true,
ORG-FINANCE,PERSON-OWNER-ORG-FINANCE,Finance Planning Technology Owner,Business Technology Owner,PERSON-CFO,Financial planning,Consult,Consult authority for Financial planning,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-FINANCE,People Operations,2026-06-04,0.92,true,
ORG-SOURCING,GROUP-ORG-SOURCING,Strategic Sourcing,Business Operating Group,PERSON-SUPPLY,Sourcing decisions,Recommend,Recommend authority for Sourcing decisions,,Executive Steering Committee,Workday,GROUP-ORG-SOURCING,People Operations,2026-06-04,0.92,true,
ORG-SOURCING,PERSON-OWNER-ORG-SOURCING,Strategic Sourcing Technology Owner,Business Technology Owner,PERSON-SUPPLY,Sourcing decisions,Consult,Consult authority for Sourcing decisions,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-SOURCING,People Operations,2026-06-04,0.92,true,
ORG-HR,GROUP-ORG-HR,People Operations,Business Operating Group,PERSON-CHRO,Workforce,Recommend,Recommend authority for Workforce,,Executive Steering Committee,Workday,GROUP-ORG-HR,People Operations,2026-06-04,0.92,true,
ORG-HR,PERSON-OWNER-ORG-HR,People Operations Technology Owner,Business Technology Owner,PERSON-CHRO,Workforce,Consult,Consult authority for Workforce,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-HR,People Operations,2026-06-04,0.92,true,
ORG-LEGAL,GROUP-ORG-LEGAL,Legal and Privacy,Business Operating Group,PERSON-LEGAL,Legal and privacy,Recommend,Recommend authority for Legal and privacy,,Executive Steering Committee,Workday,GROUP-ORG-LEGAL,People Operations,2026-06-04,0.92,true,
ORG-LEGAL,PERSON-OWNER-ORG-LEGAL,Legal and Privacy Technology Owner,Business Technology Owner,PERSON-LEGAL,Legal and privacy,Consult,Consult authority for Legal and privacy,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-LEGAL,People Operations,2026-06-04,0.92,true,
ORG-PHARMACY,GROUP-ORG-PHARMACY,Pharmacy Operations,Business Operating Group,PERSON-COO,Pharmacy operations,Recommend,Recommend authority for Pharmacy operations,,Executive Steering Committee,Workday,GROUP-ORG-PHARMACY,People Operations,2026-06-04,0.92,true,
ORG-PHARMACY,PERSON-OWNER-ORG-PHARMACY,Pharmacy Operations Technology Owner,Business Technology Owner,PERSON-COO,Pharmacy operations,Consult,Consult authority for Pharmacy operations,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-PHARMACY,People Operations,2026-06-04,0.92,true,
ORG-BH,GROUP-ORG-BH,Behavioral Health,Business Operating Group,PERSON-CMO,Behavioral health,Recommend,Recommend authority for Behavioral health,,Executive Steering Committee,Workday,GROUP-ORG-BH,People Operations,2026-06-04,0.92,true,
ORG-BH,PERSON-OWNER-ORG-BH,Behavioral Health Technology Owner,Business Technology Owner,PERSON-CMO,Behavioral health,Consult,Consult authority for Behavioral health,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-BH,People Operations,2026-06-04,0.92,true,
ORG-ONCOLOGY,GROUP-ORG-ONCOLOGY,Oncology Service Line,Business Operating Group,PERSON-CMO,Oncology,Recommend,Recommend authority for Oncology,,Executive Steering Committee,Workday,GROUP-ORG-ONCOLOGY,People Operations,2026-06-04,0.92,true,
ORG-ONCOLOGY,PERSON-OWNER-ORG-ONCOLOGY,Oncology Service Line Technology Owner,Business Technology Owner,PERSON-CMO,Oncology,Consult,Consult authority for Oncology,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-ONCOLOGY,People Operations,2026-06-04,0.92,true,
ORG-CARDIOLOGY,GROUP-ORG-CARDIOLOGY,Cardiology Service Line,Business Operating Group,PERSON-CMO,Cardiology,Recommend,Recommend authority for Cardiology,,Executive Steering Committee,Workday,GROUP-ORG-CARDIOLOGY,People Operations,2026-06-04,0.92,true,
ORG-CARDIOLOGY,PERSON-OWNER-ORG-CARDIOLOGY,Cardiology Service Line Technology Owner,Business Technology Owner,PERSON-CMO,Cardiology,Consult,Consult authority for Cardiology,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-CARDIOLOGY,People Operations,2026-06-04,0.92,true,
ORG-PRIMARY,GROUP-ORG-PRIMARY,Primary Care,Business Operating Group,PERSON-COO,Primary care,Recommend,Recommend authority for Primary care,,Executive Steering Committee,Workday,GROUP-ORG-PRIMARY,People Operations,2026-06-04,0.92,true,
ORG-PRIMARY,PERSON-OWNER-ORG-PRIMARY,Primary Care Technology Owner,Business Technology Owner,PERSON-COO,Primary care,Consult,Consult authority for Primary care,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-PRIMARY,People Operations,2026-06-04,0.92,true,
