tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-234,CON-00234,Dell EMC,Capacity Reservation,70250000,2027-12-31,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-235,CON-00235,Infosys,Managed Service,91400000,2028-05-27,APP-00096,Tax-Infosys-Hub-0096,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-236,CON-00236,MuleSoft,Support & Maintenance,42890000,2028-12-04,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-237,CON-00237,Informatica,Professional Services,39150000,2030-10-31,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-238,CON-00238,IBM,Professional Services,69660000,2024-09-12,APP-00061,Crew-IBM-Hub-0061,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-239,CON-00239,TCS,Consumption Commit,47550000,2024-04-14,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-240,CON-00240,Accenture,Enterprise Agreement,25440000,2026-03-11,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-241,CON-00241,Red Hat,Perpetual License,138250000,2029-01-08,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-242,CON-00242,Infosys,Enterprise Agreement,61840000,2026-10-07,APP-00096,Tax-Infosys-Hub-0096,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-243,CON-00243,Cisco,Support & Maintenance,23640000,2025-10-08,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-244,CON-00244,Infosys,Managed Service,77190000,2026-02-06,APP-00096,Tax-Infosys-Hub-0096,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-245,CON-00245,Workday,Professional Services,12960000,2024-11-02,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-246,CON-00246,Dell EMC,Capacity Reservation,46330000,2025-10-22,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-247,CON-00247,MuleSoft,Managed Service,120600000,2026-07-20,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-248,CON-00248,SAP,Enterprise Agreement,5010000,2027-01-04,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-249,CON-00249,Fortinet,Enterprise Agreement,69390000,2023-07-05,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-250,CON-00250,Red Hat,Support & Maintenance,86270000,2028-10-26,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-251,CON-00251,Informatica,Capacity Reservation,132050000,2026-06-23,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-252,CON-00252,Cisco,Enterprise Agreement,129639999,2027-05-22,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-253,CON-00253,Dell EMC,Capacity Reservation,97450000,2027-12-24,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-254,CON-00254,Teradata,Support & Maintenance,60350000,2026-10-17,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-255,CON-00255,Fortinet,SaaS Subscription,47350000,2024-07-28,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-256,CON-00256,Infosys,Perpetual License,1200000,2024-12-10,APP-00096,Tax-Infosys-Hub-0096,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-257,CON-00257,Accenture,Managed Service,75520000,2029-06-28,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-258,CON-00258,Workday,Support & Maintenance,71190000,2023-10-22,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-259,CON-00259,Workday,Capacity Reservation,69650000,2027-03-17,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-260,CON-00260,Palo Alto,Perpetual License,32450000,2025-06-19,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-261,CON-00261,Databricks,Capacity Reservation,56730000,2026-11-13,APP-00021,Loyalty-Databricks-Platform-0021,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-262,CON-00262,AWS,SaaS Subscription,77270000,2027-09-11,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-263,CON-00263,ServiceNow,Capacity Reservation,99320000,2027-08-01,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-264,CON-00264,Teradata,Enterprise Agreement,137280000,2028-11-21,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-265,CON-00265,SAP,Perpetual License,123810000,2028-02-05,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-266,CON-00266,Accenture,SaaS Subscription,31890000,2026-11-14,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-267,CON-00267,Salesforce,Support & Maintenance,36770000,2024-07-26,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-268,CON-00268,Informatica,Managed Service,62210000,2026-11-08,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-269,CON-00269,IBM,SaaS Subscription,81090000,2026-12-03,APP-00061,Crew-IBM-Hub-0061,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-270,CON-00270,Salesforce,Managed Service,17290000,2028-12-15,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-271,CON-00271,Sabre,Enterprise Agreement,106800000,2028-01-11,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-272,CON-00272,Salesforce,Capacity Reservation,93880000,2028-02-02,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-273,CON-00273,Red Hat,SaaS Subscription,71410000,2027-02-18,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-274,CON-00274,Informatica,Enterprise Agreement,112510000,2026-10-02,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-275,CON-00275,Databricks,Capacity Reservation,4099999,2027-09-17,APP-00021,Loyalty-Databricks-Platform-0021,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-276,CON-00276,NetApp,Capacity Reservation,61940000,2026-09-27,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-277,CON-00277,Workday,Support & Maintenance,25750000,2028-10-13,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-278,CON-00278,Informatica,Managed Service,128419999,2026-09-04,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-279,CON-00279,ServiceNow,Capacity Reservation,20790000,2029-01-22,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-280,CON-00280,Informatica,Perpetual License,550000,2027-04-11,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-281,CON-00281,Dell EMC,Managed Service,38270000,2029-05-16,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-282,CON-00282,Palo Alto,SaaS Subscription,127760000,2025-03-21,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-283,CON-00283,Palo Alto,Support & Maintenance,108400000,2026-09-17,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-284,CON-00284,Workday,SaaS Subscription,38310000,2025-10-12,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-285,CON-00285,VMware,Perpetual License,56440000,2027-11-07,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-286,CON-00286,VMware,Support & Maintenance,5070000,2027-09-10,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-287,CON-00287,Accenture,Professional Services,125920000,2026-11-07,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-288,CON-00288,MuleSoft,Consumption Commit,4940000,2024-04-05,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-289,CON-00289,Salesforce,Managed Service,136500000,2028-06-02,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-290,CON-00290,Workday,Capacity Reservation,121020000,2025-07-27,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-291,CON-00291,Accenture,Managed Service,32090000,2030-01-23,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-292,CON-00292,Palo Alto,Perpetual License,48030000,2025-10-19,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-293,CON-00293,Teradata,Professional Services,80530000,2028-01-07,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-294,CON-00294,MuleSoft,Enterprise Agreement,77520000,2028-07-17,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-295,CON-00295,TCS,Managed Service,99910000,2026-01-03,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-296,CON-00296,Snowflake,Perpetual License,122010000,2027-01-12,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-297,CON-00297,NetApp,SaaS Subscription,91690000,2027-03-07,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-298,CON-00298,Teradata,Perpetual License,96110000,2026-02-24,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-299,CON-00299,Palo Alto,Perpetual License,110400000,2026-01-28,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-300,CON-00300,SAP,Capacity Reservation,3160000,2023-05-30,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-301,CON-00301,Workday,SaaS Subscription,76410000,2027-09-06,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-302,CON-00302,Oracle,Enterprise Agreement,42220000,2024-02-22,APP-00010,Real-Oracle-Service-0010,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-303,CON-00303,Informatica,SaaS Subscription,43020000,2024-09-17,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-304,CON-00304,Salesforce,Professional Services,76550000,2028-08-16,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-305,CON-00305,Amadeus,Managed Service,116930000,2027-11-14,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-306,CON-00306,Fortinet,Perpetual License,117630000,2030-05-29,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-307,CON-00307,Accenture,Capacity Reservation,110560000,2027-06-23,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-308,CON-00308,Amadeus,Managed Service,40340000,2027-04-20,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-309,CON-00309,Cisco,Capacity Reservation,50140000,2029-02-21,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-310,CON-00310,Snowflake,Managed Service,120470000,2026-05-11,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-311,CON-00311,Cisco,SaaS Subscription,29850000,2026-08-04,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-312,CON-00312,Sabre,Professional Services,46330000,2026-06-23,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-313,CON-00313,TCS,Managed Service,91940000,2026-06-10,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-314,CON-00314,Fortinet,SaaS Subscription,73600000,2027-07-04,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-315,CON-00315,Salesforce,Perpetual License,70240000,2023-11-03,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-316,CON-00316,IBM,Consumption Commit,132270000,2028-09-13,APP-00061,Crew-IBM-Hub-0061,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-317,CON-00317,TCS,Professional Services,103690000,2025-11-09,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-318,CON-00318,ServiceNow,Enterprise Agreement,130840000,2027-10-02,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-319,CON-00319,Teradata,Consumption Commit,38900000,2027-07-28,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-320,CON-00320,Cisco,Enterprise Agreement,101900000,2028-05-06,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
