tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,capability,owner,criticality,lifecycle_status,vendor_id,integrations,data_dependencies
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0101,FCF-BANK,CISO / cyber and risk: Loan operations automation,"CISO / cyber and risk says Loan operations automation is promising, but data is not decision-grade until Core banking platform evidence closes: document lineage and classification accuracy are not approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0101,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0102,FCF-BANK,CISO / cyber and risk: Vendor and contract optimization,"CISO / cyber and risk says Vendor and contract optimization is promising, but modernization is not decision-grade until Contract lifecycle repository evidence closes: invoice-to-SOW and rate-card variance are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0102,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0103,FCF-BANK,CISO / cyber and risk: Fraud copilot readiness,"CISO / cyber and risk says Fraud copilot readiness is promising, but AI readiness is not decision-grade until Digital banking platform evidence closes: operator acceptance telemetry is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0103,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0104,FCF-BANK,CISO / cyber and risk: AML/KYC operations assist,"CISO / cyber and risk says AML/KYC operations assist is promising, but risk is not decision-grade until Model risk management registry evidence closes: regulatory audit evidence is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0104,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0105,FCF-BANK,CISO / cyber and risk: Contact center banker assist,"CISO / cyber and risk says Contact center banker assist is promising, but metrics is not decision-grade until Digital banking platform evidence closes: PII handling and masking evidence is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0105,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0106,FCF-BANK,CISO / cyber and risk: Regulatory reporting modernization,"CISO / cyber and risk says Regulatory reporting modernization is promising, but value is not decision-grade until Risk and regulatory reporting data mart evidence closes: control evidence and attestations are not linked to data products. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0106,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0107,FCF-BANK,CISO / cyber and risk: Customer 360 and identity resolution,"CISO / cyber and risk says Customer 360 and identity resolution is promising, but sourcing is not decision-grade until Banker and contact center CRM evidence closes: lineage across core, digital, and CRM is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0107,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0108,FCF-BANK,CISO / cyber and risk: Loan operations automation,"CISO / cyber and risk says Loan operations automation is promising, but evidence is not decision-grade until Banker and contact center CRM evidence closes: cycle-time and defect baselines are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0108,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0109,FCF-BANK,Vendor Management Office: Contact center banker assist,"Vendor Management Office says Contact center banker assist is promising, but strategy is not decision-grade until Banker and contact center CRM evidence closes: PII handling and masking evidence is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0109,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0110,FCF-BANK,Vendor Management Office: Regulatory reporting modernization,"Vendor Management Office says Regulatory reporting modernization is promising, but operating model is not decision-grade until Legacy banking data warehouse evidence closes: control evidence and attestations are not linked to data products. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0110,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0111,FCF-BANK,Vendor Management Office: Customer 360 and identity resolution,"Vendor Management Office says Customer 360 and identity resolution is promising, but vendor is not decision-grade until Banker and contact center CRM evidence closes: lineage across core, digital, and CRM is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0111,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0112,FCF-BANK,Vendor Management Office: Loan operations automation,"Vendor Management Office says Loan operations automation is promising, but platform is not decision-grade until Loan origination and servicing platform evidence closes: cycle-time and defect baselines are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0112,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0113,FCF-BANK,Vendor Management Office: Vendor and contract optimization,"Vendor Management Office says Vendor and contract optimization is promising, but data is not decision-grade until Fraud detection and case platform evidence closes: SLA obligations are not linked to business criticality. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0113,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0114,FCF-BANK,Vendor Management Office: Fraud copilot readiness,"Vendor Management Office says Fraud copilot readiness is promising, but modernization is not decision-grade until Core banking platform evidence closes: model-risk approval evidence is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0114,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0115,FCF-BANK,Vendor Management Office: AML/KYC operations assist,"Vendor Management Office says AML/KYC operations assist is promising, but AI readiness is not decision-grade until Risk and regulatory reporting data mart evidence closes: explainability and human approval path are incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0115,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0116,FCF-BANK,Vendor Management Office: Contact center banker assist,"Vendor Management Office says Contact center banker assist is promising, but risk is not decision-grade until Core banking platform evidence closes: QA and acceptance telemetry are not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0116,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0117,FCF-BANK,Vendor Management Office: Regulatory reporting modernization,"Vendor Management Office says Regulatory reporting modernization is promising, but metrics is not decision-grade until Cloud lakehouse and customer 360 foundation evidence closes: regulatory-report lineage is fragmented across marts and manual files. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0117,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0118,FCF-BANK,Vendor Management Office: Customer 360 and identity resolution,"Vendor Management Office says Customer 360 and identity resolution is promising, but value is not decision-grade until Digital banking platform evidence closes: consent and permissible-use controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0118,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0119,FCF-BANK,Vendor Management Office: Loan operations automation,"Vendor Management Office says Loan operations automation is promising, but sourcing is not decision-grade until Core banking platform evidence closes: fair-lending and model-risk review are incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0119,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0120,FCF-BANK,Vendor Management Office: Vendor and contract optimization,"Vendor Management Office says Vendor and contract optimization is promising, but evidence is not decision-grade until Finance and procurement ERP evidence closes: exit, audit, and data-export rights need legal review. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0120,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0121,FCF-BANK,Enterprise Architecture: Regulatory reporting modernization,"Enterprise Architecture says Regulatory reporting modernization is promising, but strategy is not decision-grade until Risk and regulatory reporting data mart evidence closes: regulatory-report lineage is fragmented across marts and manual files. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0121,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0122,FCF-BANK,Enterprise Architecture: Customer 360 and identity resolution,"Enterprise Architecture says Customer 360 and identity resolution is promising, but operating model is not decision-grade until Digital banking platform evidence closes: consent and permissible-use controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0122,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0123,FCF-BANK,Enterprise Architecture: Loan operations automation,"Enterprise Architecture says Loan operations automation is promising, but vendor is not decision-grade until Banker and contact center CRM evidence closes: fair-lending and model-risk review are incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0123,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0124,FCF-BANK,Enterprise Architecture: Vendor and contract optimization,"Enterprise Architecture says Vendor and contract optimization is promising, but platform is not decision-grade until Digital banking platform evidence closes: exit, audit, and data-export rights need legal review. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0124,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0125,FCF-BANK,Enterprise Architecture: Fraud copilot readiness,"Enterprise Architecture says Fraud copilot readiness is promising, but data is not decision-grade until Fraud detection and case platform evidence closes: alert lineage and feature provenance are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0125,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0126,FCF-BANK,Enterprise Architecture: AML/KYC operations assist,"Enterprise Architecture says AML/KYC operations assist is promising, but modernization is not decision-grade until Core banking platform evidence closes: watchlist and customer-master lineage are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0126,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0127,FCF-BANK,Enterprise Architecture: Contact center banker assist,"Enterprise Architecture says Contact center banker assist is promising, but AI readiness is not decision-grade until Banker and contact center CRM evidence closes: approved answer content ownership is not assigned. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0127,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0128,FCF-BANK,Enterprise Architecture: Regulatory reporting modernization,"Enterprise Architecture says Regulatory reporting modernization is promising, but risk is not decision-grade until Legacy banking data warehouse evidence closes: data-quality exceptions are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0128,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0129,FCF-BANK,Enterprise Architecture: Customer 360 and identity resolution,"Enterprise Architecture says Customer 360 and identity resolution is promising, but metrics is not decision-grade until Core banking platform evidence closes: identity match rules and exception handling are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0129,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0130,FCF-BANK,Enterprise Architecture: Loan operations automation,"Enterprise Architecture says Loan operations automation is promising, but value is not decision-grade until Loan origination and servicing platform evidence closes: human review and exception controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0130,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0131,FCF-BANK,Enterprise Architecture: Vendor and contract optimization,"Enterprise Architecture says Vendor and contract optimization is promising, but sourcing is not decision-grade until Contract lifecycle repository evidence closes: third-party risk evidence is not linked to renewal decisions. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0131,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0132,FCF-BANK,Enterprise Architecture: Fraud copilot readiness,"Enterprise Architecture says Fraud copilot readiness is promising, but evidence is not decision-grade until Model risk management registry evidence closes: false-positive and loss baselines are not finance-approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0132,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
first-capital,FCF-SA07-04_APPLICATIONS_SYSTEMS-0133,FCF-BANK,Service Management / ITIL operations: Customer 360 and identity resolution,"Service Management / ITIL operations says Customer 360 and identity resolution is promising, but strategy is not decision-grade until Core banking platform evidence closes: identity match rules and exception handling are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,FCF-SA07-INT-EVID-0133,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,
