vendor_id,vendor_name,scope,annual_run_rate_usd,renewal_date,criticality,notes,source_file,source_row,value_source
CON-00001,SAP,Managed Service,85440000,2026-09-04,critical,tower=Network; owner=CDO; utilization=91; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,2,tenant_file
CON-00277,Workday,Support & Maintenance,25750000,2028-10-13,critical,tower=Security; owner=CIO; utilization=63; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,278,tenant_file
CON-00278,Informatica,Managed Service,128419999,2026-09-04,critical,tower=ERP; owner=VP Engineering; utilization=30; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,279,tenant_file
CON-00279,ServiceNow,Capacity Reservation,20790000,2029-01-22,critical,tower=Network; owner=CTO; utilization=29; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,280,tenant_file
CON-00280,Informatica,Perpetual License,550000,2027-04-11,important,tower=Network; owner=COO; utilization=93; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,281,tenant_file
CON-00281,Dell EMC,Managed Service,38270000,2029-05-16,critical,tower=EUC; owner=CTO; utilization=25; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,282,tenant_file
CON-00282,Palo Alto,SaaS Subscription,127760000,2025-03-21,critical,tower=EUC; owner=VP Engineering; utilization=69; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,283,tenant_file
CON-00283,Palo Alto,Support & Maintenance,108400000,2026-09-17,critical,tower=Security; owner=CTO; utilization=72; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,284,tenant_file
CON-00284,Workday,SaaS Subscription,38310000,2025-10-12,critical,tower=Mainframe; owner=VP Engineering; utilization=48; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,285,tenant_file
CON-00285,VMware,Perpetual License,56440000,2027-11-07,critical,tower=Security; owner=VP Engineering; utilization=80; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,286,tenant_file
CON-00286,VMware,Support & Maintenance,5070000,2027-09-10,important,tower=EUC; owner=CDO; utilization=71; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,287,tenant_file
CON-00287,Accenture,Professional Services,125920000,2026-11-07,critical,tower=Digital; owner=VP Engineering; utilization=100; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,288,tenant_file
CON-00288,MuleSoft,Consumption Commit,4940000,2024-04-05,important,tower=Mainframe; owner=Chief Digital Officer; utilization=48; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,289,tenant_file
CON-00289,Salesforce,Managed Service,136500000,2028-06-02,critical,tower=Digital; owner=VP Data; utilization=74; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,290,tenant_file
CON-00290,Workday,Capacity Reservation,121020000,2025-07-27,critical,tower=Security; owner=CISO; utilization=54; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,291,tenant_file
CON-00291,Accenture,Managed Service,32090000,2030-01-23,critical,tower=Data & Analytics; owner=CISO; utilization=86; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,292,tenant_file
CON-00292,Palo Alto,Perpetual License,48030000,2025-10-19,critical,tower=Mainframe; owner=CISO; utilization=34; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,293,tenant_file
CON-00293,Teradata,Professional Services,80530000,2028-01-07,critical,tower=Digital; owner=CIO; utilization=73; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,294,tenant_file
CON-00294,MuleSoft,Enterprise Agreement,77520000,2028-07-17,critical,tower=Security; owner=VP Data; utilization=81; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,295,tenant_file
CON-00295,TCS,Managed Service,99910000,2026-01-03,critical,tower=ERP; owner=Chief Digital Officer; utilization=74; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,296,tenant_file
CON-00296,Snowflake,Perpetual License,122010000,2027-01-12,critical,tower=ERP; owner=VP Data; utilization=65; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,297,tenant_file
CON-00297,NetApp,SaaS Subscription,91690000,2027-03-07,critical,tower=ERP; owner=CFO; utilization=34; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,298,tenant_file
CON-00298,Teradata,Perpetual License,96110000,2026-02-24,critical,tower=Network; owner=CTO; utilization=78; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,299,tenant_file
CON-00299,Palo Alto,Perpetual License,110400000,2026-01-28,critical,tower=Mainframe; owner=CIO; utilization=62; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,300,tenant_file
CON-00300,SAP,Capacity Reservation,3160000,2023-05-30,important,tower=ERP; owner=CTO; utilization=46; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,301,tenant_file
CON-00301,Workday,SaaS Subscription,76410000,2027-09-06,critical,tower=Integration; owner=Chief Digital Officer; utilization=20; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,302,tenant_file
CON-00302,Oracle,Enterprise Agreement,42220000,2024-02-22,critical,tower=EUC; owner=CDO; utilization=42; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,303,tenant_file
CON-00303,Informatica,SaaS Subscription,43020000,2024-09-17,critical,tower=ERP; owner=CFO; utilization=35; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,304,tenant_file
CON-00304,Salesforce,Professional Services,76550000,2028-08-16,critical,tower=Network; owner=CIO; utilization=33; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,305,tenant_file
CON-00305,Amadeus,Managed Service,116930000,2027-11-14,critical,tower=Data & Analytics; owner=VP Infrastructure; utilization=71; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,306,tenant_file
CON-00306,Fortinet,Perpetual License,117630000,2030-05-29,critical,tower=ERP; owner=CISO; utilization=53; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,307,tenant_file
CON-00307,Accenture,Capacity Reservation,110560000,2027-06-23,critical,tower=Digital; owner=VP Infrastructure; utilization=41; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,308,tenant_file
CON-00308,Amadeus,Managed Service,40340000,2027-04-20,critical,tower=Security; owner=COO; utilization=54; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,309,tenant_file
CON-00309,Cisco,Capacity Reservation,50140000,2029-02-21,critical,tower=Security; owner=CFO; utilization=99; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,310,tenant_file
CON-00310,Snowflake,Managed Service,120470000,2026-05-11,critical,tower=Network; owner=VP Engineering; utilization=38; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,311,tenant_file
CON-00311,Cisco,SaaS Subscription,29850000,2026-08-04,critical,tower=Digital; owner=CTO; utilization=99; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,312,tenant_file
CON-00312,Sabre,Professional Services,46330000,2026-06-23,critical,tower=ERP; owner=CFO; utilization=99; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,313,tenant_file
CON-00313,TCS,Managed Service,91940000,2026-06-10,critical,tower=Digital; owner=CTO; utilization=67; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,314,tenant_file
CON-00314,Fortinet,SaaS Subscription,73600000,2027-07-04,critical,tower=Security; owner=COO; utilization=69; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,315,tenant_file
CON-00315,Salesforce,Perpetual License,70240000,2023-11-03,critical,tower=ERP; owner=CISO; utilization=35; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,316,tenant_file
CON-00316,IBM,Consumption Commit,132270000,2028-09-13,critical,tower=ERP; owner=CFO; utilization=79; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,317,tenant_file
CON-00317,TCS,Professional Services,103690000,2025-11-09,critical,tower=Network; owner=Chief Digital Officer; utilization=88; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,318,tenant_file
CON-00318,ServiceNow,Enterprise Agreement,130840000,2027-10-02,critical,tower=Digital; owner=COO; utilization=96; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,319,tenant_file
CON-00319,Teradata,Consumption Commit,38900000,2027-07-28,critical,tower=Mainframe; owner=COO; utilization=34; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,320,tenant_file
CON-00320,Cisco,Enterprise Agreement,101900000,2028-05-06,critical,tower=Security; owner=VP Engineering; utilization=77; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,321,tenant_file
