dimension_key,dimension_name,column_ordinal,column_name,client_field,required_level,allowed_format,client_instruction,example_value,module_use
v7_07_vendors_contracts,Vendors Contracts,25,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,26,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,27,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_08_spend_value,Spend Value,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Tower, Source"
v7_08_spend_value,Spend Value,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_08_spend_value,Spend Value,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_08_spend_value,Spend Value,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_08_spend_value,Spend Value,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_08_spend_value,Spend Value,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_08_spend_value,Spend Value,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_08_spend_value,Spend Value,8,spend_id,Spend Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,SPEND-HOLDCO-001-corporate-platforms-run-,"Home, Tower, Source"
v7_08_spend_value,Spend Value,9,amount_usd,Amount Usd,Required,Number,"Enter raw USD numbers, not text like $1.2M. The product formats units for display.",59086000,"Home, Tower, Source"
v7_08_spend_value,Spend Value,10,spend_category,Spend Category,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Corporate platforms run and licenses,"Home, Tower, Source"
v7_08_spend_value,Spend Value,11,spend_type,Spend Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,run_cost,"Home, Tower, Source"
v7_08_spend_value,Spend Value,12,run_change,Run Change,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,run,"Home, Tower, Source"
v7_08_spend_value,Spend Value,13,spend_owner,Spend Owner,Required,Text,Use a business-readable role or title that an executive would recognize.,Corporate CIO,"Home, Tower, Source"
v7_08_spend_value,Spend Value,14,committed_vs_discretionary,Committed Vs Discretionary,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,committed,"Home, Tower, Source"
v7_08_spend_value,Spend Value,15,value_linkage,Value Linkage,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,operating_runway,"Home, Tower, Source"
v7_08_spend_value,Spend Value,16,unit_economics,Unit Economics,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,5007 USD per employee,"Home, Tower, Source"
v7_08_spend_value,Spend Value,17,mapped_initiative_ref,Mapped Initiative Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,shared service platform operations,"Home, Tower, Source"
v7_08_spend_value,Spend Value,18,funding_decision_status,Funding Decision Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,funded_baseline,"Home, Tower, Source"
v7_08_spend_value,Spend Value,19,value_evidence_status,Value Evidence Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,run_baseline_visible,"Home, Tower, Source"
v7_08_spend_value,Spend Value,20,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Tower, Source"
v7_08_spend_value,Spend Value,21,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Tower, Source"
v7_08_spend_value,Spend Value,22,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Tower, Source"
v7_08_spend_value,Spend Value,23,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Tower, Source"
v7_08_spend_value,Spend Value,24,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Tower, Source"
v7_08_spend_value,Spend Value,25,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Tower, Source"
v7_08_spend_value,Spend Value,26,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Tower, Source"
v7_08_spend_value,Spend Value,27,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Tower, Source"
v7_08_spend_value,Spend Value,28,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Tower, Source"
v7_08_spend_value,Spend Value,29,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Tower, Source"
v7_08_spend_value,Spend Value,30,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Tower, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,8,priority_id,Priority Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,PROG-HOLDCO-001-shared-services-ai-servi,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,9,priority_name,Priority Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Shared services AI service desk,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,10,priority_type,Priority Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,shared_services_transformation,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,11,business_sponsor,Business Sponsor,Recommended,Text,Use a business-readable role or title that an executive would recognize.,VP Innovation,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,12,current_status,Current Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,in_flight,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,13,decision_required,Decision Required,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"Approve gate, owner, baseline, and 90-day value proof.","Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,14,value_hypothesis,Value Hypothesis,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,reduce Tier 1 HR/Finance/IT cases and improve employee experience,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,15,budget_usd,Budget Usd,Recommended,Number,"Enter raw USD numbers, not text like $1.2M. The product formats units for display.",6200000,"Home, Tower, Source"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,16,funding_source,Funding Source,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,corporate technology and AI/data budget,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,17,impacted_systems,Impacted Systems,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,ServiceNow ITSM; Workday HCM; Microsoft 365 Copilot,"Home, Intelligence, Tower"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,18,impacted_org_roles,Impacted Org Roles,Recommended,Text,Use a business-readable role or title that an executive would recognize.,AI use-case intake; automation factory; 90-day value proof sprints,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,19,value_metric,Value Metric,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"case deflection, first-contact resolution, employee CSAT, policy exception rate","Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,20,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,21,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,22,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,23,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,24,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,25,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,26,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,27,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,28,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,29,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_09_programs_initiatives_business_priorities,Programs Initiatives Business Priorities,30,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_10_ai_initiatives,Ai Initiatives,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_10_ai_initiatives,Ai Initiatives,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_10_ai_initiatives,Ai Initiatives,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_10_ai_initiatives,Ai Initiatives,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_10_ai_initiatives,Ai Initiatives,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_10_ai_initiatives,Ai Initiatives,8,ai_initiative_id,Ai Initiative Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AI-0001,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,9,ai_use_case,Ai Use Case,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Shared services AI service desk,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,10,tool_or_model,Tool Or Model,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Microsoft 365 Copilot + workflow grounding,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,11,active_users,Active Users,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,250,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,12,production_status,Production Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,pilot,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,13,readiness_gate,Readiness Gate,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"named owner, data product, control baseline, human review, value metric","Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,14,value_risk_posture,Value Risk Posture,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,high_value_readiness_gated,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,15,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,16,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,17,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,18,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,19,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,20,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,21,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,22,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,23,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,24,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_10_ai_initiatives,Ai Initiatives,25,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_11_operations_risk_controls,Operations Risk Controls,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_11_operations_risk_controls,Operations Risk Controls,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_11_operations_risk_controls,Operations Risk Controls,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_11_operations_risk_controls,Operations Risk Controls,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_11_operations_risk_controls,Operations Risk Controls,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_11_operations_risk_controls,Operations Risk Controls,8,control_id,Control Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,CTRL-HOLDCO-001-data-owner-signoff,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,9,process_control_name,Process Control Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore Data owner signoff,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,10,risk_category,Risk Category,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,data_quality,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,11,severity,Severity,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,high,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,12,status,Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,open,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,13,control_owner,Control Owner,Required,Text,Use a business-readable role or title that an executive would recognize.,Corporate CIO,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,14,evidence_required,Evidence Required,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"policy, owner attestation, source-system extract, and control test result","Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,15,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,16,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,17,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,18,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,19,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,20,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,21,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,22,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,23,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,24,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_11_operations_risk_controls,Operations Risk Controls,25,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_12_relationships_graph_edges,Relationships Graph Edges,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,8,relationship_id,Relationship Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,REL-00001,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,9,from_object_ref,From Object Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore Holdings,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,10,from_object_type,From Object Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,holding_company,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,11,relationship_type,Relationship Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,owns,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,12,to_object_ref,To Object Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Northline Supply Chain,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,13,to_object_type,To Object Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,portfolio_company,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,14,relationship_direction,Relationship Direction,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,outbound,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,15,evidence_ref,Evidence Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore relationship evidence pack,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,16,relationship_strength,Relationship Strength,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,strong,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,17,quality_score,Quality Score,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,92,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,18,graph_materialization_status,Graph Materialization Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,ready,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,19,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence, Source"
